00007ffa00df2cb3 (__TEXT,__text) non-external -[OS_axr_data copy]
00007ffa00e94c9e (__TEXT,__text) non-external (was a private external) __ZNK15TileDecoder_Zip19GetMinimumTileBytesEv
00007ffa00e94cb2 (__TEXT,__text) non-external (was a private external) __ZNK15TileDecoder_Zip20GetCompressionMethodEv
00007ffa00e18e72 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e31550 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e32770 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_B44A20GetCompressionMethodEv
00007ffa00e6c2ca (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips10DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e6c64c (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips19GetMinimumTileBytesEv
00007ffa00e6c658 (__TEXT,__text) non-external (was a private external) __ZNK16TileDecoder_Zips20GetCompressionMethodEv
00007ffa00e7d3ba (__TEXT,__text) non-external (was a private external) __ZNK17AttributeListNode6EncodeEP13EncoderStream
00007ffa00e32cc0 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2410DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e32f38 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e63088 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e64652 (__TEXT,__text) non-external (was a private external) __ZNK17TileDecoder_PXR2420GetCompressionMethodEv
00007ffa00e79d52 (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription14GetChannelInfoEPKv
00007ffa00e327da (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription18GetLocationForTileEmmj
00007ffa00e796cc (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription5PrintEPcmPKv11axr_flags_t
00007ffa00e7a262 (__TEXT,__text) non-external (was a private external) __ZNK18ChannelDescription8CopyNameEPK7AXRDataPcm
00007ffa00e8e426 (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression10DecompressEP13AXRBufferPoolIhERK8TileInfoPmP11axr_error_t
00007ffa00e8e44c (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e949ac (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e94b1a (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00007ffa00e94b2a (__TEXT,__text) non-external (was a private external) __ZNK25TileDecoder_NoCompression20GetCompressionMethodEv
00007ffa00e64660 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvm
00007ffa00e6bc10 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvm
00007ffa00e64638 (__TEXT,__text) non-external (was a private external) __ZNK30TileDecoder_ScanlineCompressed17ReleaseDataToPoolEPKvP13AXRBufferPoolIhE
00007ffa00e861cc (__TEXT,__text) non-external (was a private external) __ZNK4Part10GetChannelEm11axr_flags_t
00007ffa00e96d89 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00e97200 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00e972e2 (__TEXT,__text) non-external __ZNK4Part10GetChannelEm11axr_flags_t.cold.1
00007ffa00e7fb8a (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00007ffa00e812ae (__TEXT,__text) non-external (was a private external) __ZNK4Part10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00007ffa00e7fad8 (__TEXT,__text) non-external (was a private external) __ZNK4Part11GetPropertyEm11axr_flags_t
00007ffa00e96de0 (__TEXT,__text) non-external __ZNK4Part11GetPropertyEm11axr_flags_t.cold.1
00007ffa00e7f978 (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageInfoEPKv
00007ffa00e6cc8c (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetImageSizeEm11axr_flags_t
00007ffa00e966e5 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e96c0e (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e97195 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e97277 (__TEXT,__text) non-external __ZNK4Part12GetImageSizeEm11axr_flags_t.cold.1
00007ffa00e7fb1a (__TEXT,__text) non-external (was a private external) __ZNK4Part12GetLayerInfoEm
00007ffa00e7fa3c (__TEXT,__text) non-external (was a private external) __ZNK4Part14GetChannelInfoEPKvm11axr_flags_t
00007ffa00e7fdb8 (__TEXT,__text) non-external (was a private external) __ZNK4Part14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00007ffa00e840a6 (__TEXT,__text) non-external (was a private external) __ZNK4Part16CreateColorSpaceEPK11axr_decoderPv11axr_flags_tb
00007ffa00e7fa70 (__TEXT,__text) non-external (was a private external) __ZNK4Part16GetImagePropertyEPKvm11axr_flags_t
00007ffa00e94b54 (__TEXT,__text) non-external (was a private external) __ZNK4Part8GetChunkEPKvmmPm
00007ffa00e86012 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10GetChannelEmm11axr_flags_t
00007ffa00e97145 (__TEXT,__text) non-external __ZNK7AXRData10GetChannelEmm11axr_flags_t.cold.1
00007ffa00e7a8d4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t
00007ffa00e9675a (__TEXT,__text) non-external __ZNK7AXRData10ReadPixelsEP11axr_decoderPvm11axr_flags_t.cold.1
00007ffa00e7a958 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t
00007ffa00e967fa (__TEXT,__text) non-external __ZNK7AXRData10ReadPlanesEP11axr_decoderP16axr_pixel_data_t11axr_flags_t.cold.1
00007ffa00e7a916 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t
00007ffa00e967aa (__TEXT,__text) non-external __ZNK7AXRData14ReadRGBAPixelsEP11axr_decoderPvmd11axr_flags_t.cold.1
00007ffa00e7a54e (__TEXT,__text) non-external (was a private external) __ZNK7AXRData16DebugDescriptionEPcm
00007ffa00e85bf4 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb
00007ffa00e96ff5 (__TEXT,__text) non-external __ZNK7AXRData24CreateColorSpaceForImageEP11axr_decoderPv11axr_flags_tb.cold.1
00007ffa00e7a740 (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7GetHashEv
00007ffa00e7a72e (__TEXT,__text) non-external (was a private external) __ZNK7AXRData7IsEqualEPKS_
                 (undefined) external __ZSt9terminatev (from libc++)
00007ffa400abab8 (__DATA_CONST,__const) non-external (was a private external) __ZTI10Compressor
00007ffa400abd40 (__DATA_CONST,__const) non-external (was a private external) __ZTI11TileDecoder
00007ffa400aa898 (__DATA_CONST,__const) non-external (was a private external) __ZTI11axr_error_t
00007ffa400aa858 (__DATA_CONST,__const) non-external (was a private external) __ZTI13EncoderBuffer
00007ffa400ab8b8 (__DATA_CONST,__const) non-external (was a private external) __ZTI13EncoderStream
00007ffa400abac8 (__DATA_CONST,__const) non-external (was a private external) __ZTI13RowCompressor
00007ffa400abb28 (__DATA_CONST,__const) non-external (was a private external) __ZTI13ZipCompressor
00007ffa400aabd0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_B44
00007ffa400ab360 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_PIZ
00007ffa400ab1a0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_RLE
00007ffa400abdc8 (__DATA_CONST,__const) non-external (was a private external) __ZTI15TileDecoder_Zip
00007ffa400aac48 (__DATA_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_B44A
00007ffa400ab128 (__DATA_CONST,__const) non-external (was a private external) __ZTI16TileDecoder_Zips
00007ffa400aaed0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17TileDecoder_PXR24
00007ffa400aa818 (__DATA_CONST,__const) non-external (was a private external) __ZTI18EncoderBufferCache
00007ffa400abd50 (__DATA_CONST,__const) non-external (was a private external) __ZTI25TileDecoder_NoCompression
00007ffa400ab0b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI30TileDecoder_ScanlineCompressed
00007ffa400ab760 (__DATA_CONST,__const) non-external (was a private external) __ZTI7AXRData
00007ffa400aa808 (__DATA_CONST,__const) non-external (was a private external) __ZTI8Retained
00007ffa00eb95d1 (__TEXT,__const) non-external (was a private external) __ZTS10Compressor
00007ffa00eb9afc (__TEXT,__const) non-external (was a private external) __ZTS11TileDecoder
00007ffa00e975af (__TEXT,__const) non-external (was a private external) __ZTS11axr_error_t
00007ffa00e9759f (__TEXT,__const) non-external (was a private external) __ZTS13EncoderBuffer
00007ffa00eb921c (__TEXT,__const) non-external (was a private external) __ZTS13EncoderStream
00007ffa00eb95c1 (__TEXT,__const) non-external (was a private external) __ZTS13RowCompressor
00007ffa00eb95de (__TEXT,__const) non-external (was a private external) __ZTS13ZipCompressor
00007ffa00eb7af0 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_B44
00007ffa00eb8f60 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_PIZ
00007ffa00eb8524 (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_RLE
00007ffa00eb9b0a (__TEXT,__const) non-external (was a private external) __ZTS15TileDecoder_Zip
00007ffa00eb7b02 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_B44A
00007ffa00eb8511 (__TEXT,__const) non-external (was a private external) __ZTS16TileDecoder_Zips
00007ffa00eb84a0 (__TEXT,__const) non-external (was a private external) __ZTS17TileDecoder_PXR24
00007ffa00e97580 (__TEXT,__const) non-external (was a private external) __ZTS18EncoderBufferCache
00007ffa00eb9ae0 (__TEXT,__const) non-external (was a private external) __ZTS25TileDecoder_NoCompression
00007ffa00eb84f0 (__TEXT,__const) non-external (was a private external) __ZTS30TileDecoder_ScanlineCompressed
00007ffa00eb904c (__TEXT,__const) non-external (was a private external) __ZTS7AXRData
00007ffa00e97595 (__TEXT,__const) non-external (was a private external) __ZTS8Retained
00007ffa400abb40 (__DATA_CONST,__const) non-external (was a private external) __ZTV11TileDecoder
00007ffa400aa830 (__DATA_CONST,__const) non-external (was a private external) __ZTV13EncoderBuffer
00007ffa400ab890 (__DATA_CONST,__const) non-external (was a private external) __ZTV13EncoderStream
00007ffa400aba70 (__DATA_CONST,__const) non-external (was a private external) __ZTV13RowCompressor
00007ffa400abae0 (__DATA_CONST,__const) non-external (was a private external) __ZTV13ZipCompressor
00007ffa400aab70 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_B44
00007ffa400ab300 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_PIZ
00007ffa400ab140 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_RLE
00007ffa400abd68 (__DATA_CONST,__const) non-external (was a private external) __ZTV15TileDecoder_Zip
00007ffa400aabe8 (__DATA_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_B44A
00007ffa400ab0c8 (__DATA_CONST,__const) non-external (was a private external) __ZTV16TileDecoder_Zips
00007ffa400aae70 (__DATA_CONST,__const) non-external (was a private external) __ZTV17TileDecoder_PXR24
00007ffa400aa7e0 (__DATA_CONST,__const) non-external (was a private external) __ZTV18EncoderBufferCache
00007ffa400abce0 (__DATA_CONST,__const) non-external (was a private external) __ZTV25TileDecoder_NoCompression
00007ffa400ab050 (__DATA_CONST,__const) non-external (was a private external) __ZTV30TileDecoder_ScanlineCompressed
00007ffa400ab740 (__DATA_CONST,__const) non-external (was a private external) __ZTV7AXRData
00007ffa400aa870 (__DATA_CONST,__const) non-external (was a private external) __ZTV8Retained
                 (undefined) external __ZTVN10__cxxabiv116__enum_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv117__class_type_infoE (from libc++)
                 (undefined) external __ZTVN10__cxxabiv120__si_class_type_infoE (from libc++)
00007ffa41c40000 (__DATA,__bss) non-external __ZZ19AXRCreateColorSpaceE22CGFunctionsInitialized
00007ffa00eb92b0 (__TEXT,__const) non-external __ZZ23axr_decoder_create_rgbaE12kColorModels
00007ffa400ab7f0 (__DATA_CONST,__const) non-external __ZZ24GetEXRNameForChannelTypeE20kDefaultChannelNames
00007ffa400ab870 (__DATA_CONST,__const) non-external __ZZL19CreateRGBColorSpaceDv4_fS_fPK14__CFDictionary11axr_flags_tE10colorNames
00007ffa00eb92a0 (__TEXT,__const) non-external __ZZL21CalculatePXR24RowSizeRKN18ChannelDescription30ChannelDescriptionLocationInfoEjjj10axr_type_tE9kTypeSize
00007ffa00eb9160 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00007ffa00eb9260 (__TEXT,__const) non-external __ZZL35GetDefaultCompressionMethodTileSize17axr_compression_tE27kCompressionMethodTileSizes
00007ffa00eb9120 (__TEXT,__const) non-external __ZZN11EncoderPart16CreateColorSpaceE11axr_flags_tPK14__CFDictionarybE16kChannelTypeMask
00007ffa400ab5c0 (__DATA_CONST,__const) non-external __ZZN18ChannelDescription20ConfigureChannelTypeEPKcmRP5LayerE10kColorList
00007ffa400ab9f0 (__DATA_CONST,__const) non-external __ZZN4Part11InitOffsetsEPKvmRm11axr_flags_tE13kRowSizeProcs
00007ffa400abba0 (__DATA_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read2
00007ffa400abbe0 (__DATA_CONST,__const) non-external __ZZNK11TileDecoder23Interleave_UncompressedEPKvmRK8TileInfojjPvmE5Read4
00007ffa400aba30 (__DATA_CONST,__const) non-external __ZZNK13RowCompressor8ReadDataER15CompressionInfoE8FuncList
00007ffa400aa8b0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aa8f0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aa9f0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_B4412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE9funcTable
00007ffa400ab1c0 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400ab200 (__DATA_CONST,__const) non-external __ZZNK15TileDecoder_PIZ10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aaa10 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aaa50 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aab50 (__DATA_CONST,__const) non-external __ZZNK16TileDecoder_B44A12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00007ffa400aac60 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aacc0 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2410InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400aae40 (__DATA_CONST,__const) non-external __ZZNK17TileDecoder_PXR2412ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
00007ffa400aaef0 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable
00007ffa400aaf30 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed10InterleaveEPKvmRK8TileInfojjPvmE9funcTable_0
00007ffa400ab030 (__DATA_CONST,__const) non-external __ZZNK30TileDecoder_ScanlineCompressed12ExtractPlaneEPKvmRK11ChannelInfoRK8TileInfoPvmE10kFuncTable
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___bzero (from libSystem)
00007ffa00e7af90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa00e7afb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa00e7a500 (__TEXT,__text) non-external (was a private external) ___clang_call_terminate
                 (undefined) external ___cxa_allocate_exception (from libc++)
                 (undefined) external ___cxa_begin_catch (from libc++)
                 (undefined) external ___cxa_end_catch (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___cxa_throw (from libc++)
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___truncdfhf2 (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __os_object_alloc (from libSystem)
                 (undefined) external __os_object_dealloc (from libSystem)
00007ffa00e79690 (__TEXT,__text) external _axr_channel_type_get_name
00007ffa00e794d7 (__TEXT,__text) external _axr_compression_get_name
00007ffa400ab420 (__DATA_CONST,__const) non-external _axr_compression_get_name.kCompressionMethodNames
00007ffa00df29da (__TEXT,__text) external _axr_data_create
00007ffa00e7a9ac (__TEXT,__text) external _axr_data_get_channel_count
00007ffa00e9684a (__TEXT,__text) non-external _axr_data_get_channel_count.cold.1
00007ffa00e7a9ec (__TEXT,__text) external _axr_data_get_channel_info
00007ffa00e9689a (__TEXT,__text) non-external _axr_data_get_channel_info.cold.1
00007ffa00e968d7 (__TEXT,__text) non-external _axr_data_get_channel_info.cold.2
00007ffa00e7abf4 (__TEXT,__text) external _axr_data_get_layer_count
00007ffa00e96a91 (__TEXT,__text) non-external _axr_data_get_layer_count.cold.1
00007ffa00e7ac37 (__TEXT,__text) external _axr_data_get_layer_info
00007ffa00e96ae1 (__TEXT,__text) non-external _axr_data_get_layer_info.cold.1
00007ffa00e96b1e (__TEXT,__text) non-external _axr_data_get_layer_info.cold.2
00007ffa00e7acae (__TEXT,__text) external _axr_data_get_level_count
00007ffa00e96b6e (__TEXT,__text) non-external _axr_data_get_level_count.cold.1
00007ffa00e7acf8 (__TEXT,__text) external _axr_data_get_level_size
00007ffa00e96bbe (__TEXT,__text) non-external _axr_data_get_level_size.cold.1
00007ffa00e7a99a (__TEXT,__text) external _axr_data_get_part_count
00007ffa00e7aaa5 (__TEXT,__text) external _axr_data_get_part_info
00007ffa00e96927 (__TEXT,__text) non-external _axr_data_get_part_info.cold.1
00007ffa00e96964 (__TEXT,__text) non-external _axr_data_get_part_info.cold.2
00007ffa00e7ab75 (__TEXT,__text) external _axr_data_get_property
00007ffa00e96a04 (__TEXT,__text) non-external _axr_data_get_property.cold.1
00007ffa00e96a41 (__TEXT,__text) non-external _axr_data_get_property.cold.2
00007ffa00e7ab31 (__TEXT,__text) external _axr_data_get_property_count
00007ffa00e969b4 (__TEXT,__text) non-external _axr_data_get_property_count.cold.1
00007ffa00e85833 (__TEXT,__text) external _axr_decoder_append_channel
00007ffa00e96f05 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.1
00007ffa00e96f55 (__TEXT,__text) non-external _axr_decoder_append_channel.cold.2
00007ffa00e85b0d (__TEXT,__text) external _axr_decoder_append_constant_value_channel
00007ffa00e857fe (__TEXT,__text) external _axr_decoder_clear_channel_list
00007ffa00e84dc2 (__TEXT,__text) external _axr_decoder_copy
00007ffa00e84e72 (__TEXT,__text) external _axr_decoder_create
00007ffa00e96e42 (__TEXT,__text) non-external _axr_decoder_create.cold.1
00007ffa00e96ea5 (__TEXT,__text) non-external _axr_decoder_create.cold.2
00007ffa00e85b69 (__TEXT,__text) external _axr_decoder_create_colorspace
00007ffa00e84fa3 (__TEXT,__text) external _axr_decoder_create_rgba
00007ffa00e85c3a (__TEXT,__text) external _axr_decoder_create_rgba_colorspace
00007ffa00e85b60 (__TEXT,__text) external _axr_decoder_get_channel_count
00007ffa00e85e42 (__TEXT,__text) external _axr_decoder_get_channel_info
00007ffa00e97095 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.1
00007ffa00e970e5 (__TEXT,__text) non-external _axr_decoder_get_channel_info.cold.2
00007ffa00e86053 (__TEXT,__text) external _axr_decoder_get_data
00007ffa00e85d5d (__TEXT,__text) external _axr_decoder_get_info
00007ffa00e97045 (__TEXT,__text) non-external _axr_decoder_get_info.cold.1
00007ffa00e7ad5b (__TEXT,__text) external _axr_decoder_read_pixels
00007ffa00e7af05 (__TEXT,__text) external _axr_decoder_read_planes
00007ffa00e7ae34 (__TEXT,__text) external _axr_decoder_read_rgba_pixels
00007ffa00e8597d (__TEXT,__text) external _axr_decoder_set_subregion
00007ffa00e96fa5 (__TEXT,__text) non-external _axr_decoder_set_subregion.cold.1
00007ffa00e85d1b (__TEXT,__text) external _axr_decoder_translate_channel_index
00007ffa00e7f2d5 (__TEXT,__text) external _axr_encoder_append_part
00007ffa00e96d35 (__TEXT,__text) non-external _axr_encoder_append_part.cold.1
00007ffa00e7f372 (__TEXT,__text) external _axr_encoder_compress
00007ffa00e7f29b (__TEXT,__text) external _axr_encoder_create
00007ffa00e793bd (__TEXT,__text) external _axr_error_get_name
00007ffa400ab380 (__DATA_CONST,__const) non-external _axr_error_get_name.kErrorNames
00007ffa00e793df (__TEXT,__text) external _axr_flags_get_name
00007ffa400ab400 (__DATA_CONST,__const) non-external _axr_flags_get_name.kFlagNames
00007ffa00e79590 (__TEXT,__text) external _axr_get_version
00007ffa41c3fff8 (__DATA,__bss) non-external _axr_get_version.version
00007ffa00e7a2f0 (__TEXT,__text) external _axr_introspect_data
00007ffa00e88213 (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_data_is_as_big_as_claimed
00007ffa00e881eb (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_exists_and_nonnull
00007ffa00e881fe (__TEXT,__text) non-external (was a private external) _axr_introspect_data__Assert_file_header_is_as_big_as_claimed
00007ffa00e79570 (__TEXT,__text) external _axr_level_mode_get_name
00007ffa400ab4a0 (__DATA_CONST,__const) non-external _axr_level_mode_get_name.kLevelMode
00007ffa00e796b0 (__TEXT,__text) external _axr_line_order_get_name
00007ffa400ab5a0 (__DATA_CONST,__const) non-external _axr_line_order_get_name.kLineOrderNames
00007ffa00e7b262 (__TEXT,__text) external _axr_part_append_attribute
00007ffa00e7b6d8 (__TEXT,__text) external _axr_part_append_channels
00007ffa00e7b651 (__TEXT,__text) external _axr_part_create_colorspace
00007ffa00e7afe0 (__TEXT,__text) external _axr_part_get_rip_level_counts
00007ffa00e7b9f9 (__TEXT,__text) external _axr_part_get_tile_size
00007ffa00e7aff8 (__TEXT,__text) external _axr_part_set_chromaticities
00007ffa00e96c82 (__TEXT,__text) non-external _axr_part_set_chromaticities.cold.1
00007ffa00e7b154 (__TEXT,__text) external _axr_part_set_preview
00007ffa00e79517 (__TEXT,__text) external _axr_property_flags_get_name
00007ffa00e794f7 (__TEXT,__text) external _axr_type_get_name
00007ffa00e79554 (__TEXT,__text) external _axr_type_get_size
                 (undefined) external _calloc (from libSystem)
00007ffa41c40048 (__DATA,__common) non-external (was a private external) _cfArrayCreate
00007ffa41c40050 (__DATA,__common) non-external (was a private external) _cfDataCreate
00007ffa41c40038 (__DATA,__common) non-external (was a private external) _cfDictionaryAddValue
00007ffa41c40058 (__DATA,__common) non-external (was a private external) _cfDictionaryCreate
00007ffa41c40030 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutable
00007ffa41c40060 (__DATA,__common) non-external (was a private external) _cfDictionaryCreateMutableCopy
00007ffa41c40068 (__DATA,__common) non-external (was a private external) _cfDictionaryGetCount
00007ffa41c40020 (__DATA,__common) non-external (was a private external) _cfDictionaryGetTypeID
00007ffa41c40018 (__DATA,__common) non-external (was a private external) _cfGetTypeID
00007ffa41c40040 (__DATA,__common) non-external (was a private external) _cfNumberCreate
00007ffa41c40028 (__DATA,__common) non-external (was a private external) _cfRelease
00007ffa41c40080 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithColorSyncProfile
00007ffa41c40078 (__DATA,__common) non-external (was a private external) _cgColorSpaceCreateWithName
00007ffa41c400b8 (__DATA,__common) non-external (was a private external) _colorsyncMakeProfile
00007ffa41c400c8 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateMutableCopy
00007ffa41c400c0 (__DATA,__common) non-external (was a private external) _colorsyncProfileCreateWithName
00007ffa41c400d8 (__DATA,__common) non-external (was a private external) _colorsyncProfileRemoveTag
00007ffa41c400e0 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetDescriptionTag
00007ffa41c400d0 (__DATA,__common) non-external (was a private external) _colorsyncProfileSetTag
                 (undefined) external _compress (from libz)
                 (undefined) external _compressBound (from libz)
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _dispatch_apply_f (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once_f (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _getenv (from libSystem)
00007ffa41c400f0 (__DATA,__common) non-external (was a private external) _kDefaultAXRLogFlags
00007ffa400ab480 (__DATA_CONST,__const) non-external _kPropertiesFlagsNames
00007ffa400ab460 (__DATA_CONST,__const) non-external _kSampleTypeNames
00007ffa41c40070 (__DATA,__common) non-external (was a private external) _kcfBooleanTrue
00007ffa41c400a0 (__DATA,__common) non-external (was a private external) _kcfDictionaryKeyCallBacks
00007ffa41c400a8 (__DATA,__common) non-external (was a private external) _kcfDictionaryValueCallBacks
00007ffa41c400b0 (__DATA,__common) non-external (was a private external) _kcfTypeArrayCallBacks
00007ffa41c40098 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearGray
00007ffa41c40088 (__DATA,__common) non-external (was a private external) _kcgColorSpaceExtendedLinearSRGB
00007ffa41c40090 (__DATA,__common) non-external (was a private external) _kcgColorSpaceGenericXYZ
00007ffa41c400e8 (__DATA,__common) non-external (was a private external) _kcolorsyncGenericXYZProfile
00007ffa41c40100 (__DATA,__common) non-external (was a private external) _lastByte
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
