00000001e78fba98 (__DATA,__data) non-external _C
000000018035bd40 (__TEXT,__const) non-external _rcsid
000000018035be05 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00000001803316bc (__TEXT,__text) external _readdir
0000000180331704 (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
00000001803317c0 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
000000018034b51c (__TEXT,__text) external _realpath
00000001802f22b4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00000001e9d35514 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00000001e9d35518 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00000001e78fdaa8 (__DATA,__bss) non-external _realpath.rootdev
00000001e78fdaac (__DATA,__bss) non-external _realpath.rootdev_inited
000000018032aecc (__TEXT,__text) non-external _rec_rdelete
000000018035bc4e (__TEXT,__const) non-external _recargchar
000000018035bcb7 (__TEXT,__const) non-external _recargstring
00000001802f2088 (__TEXT,__text) external _recv
00000001802f2070 (__TEXT,__text) external _recv$NOCANCEL
00000001802f7608 (__TEXT,__text) external _regcomp
00000001802f762c (__TEXT,__text) external _regcomp_l
0000000180358724 (__TEXT,__text) external _regerror
00000001802fc5a8 (__TEXT,__text) external _regexec
00000001803003ec (__TEXT,__text) external _regfree
000000018030f030 (__TEXT,__text) external _register_printf_domain_function
0000000180320604 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00000001803206e4 (__TEXT,__text) external _register_printf_domain_render_std
00000001803534f4 (__TEXT,__text) external _regncomp
00000001802f76b4 (__TEXT,__text) external _regncomp_l
00000001802fc5bc (__TEXT,__text) external _regnexec
00000001803535e4 (__TEXT,__text) external _regwcomp
0000000180353564 (__TEXT,__text) external _regwcomp_l
000000018035368c (__TEXT,__text) external _regwexec
0000000180353540 (__TEXT,__text) external _regwncomp
0000000180353518 (__TEXT,__text) external _regwncomp_l
000000018035365c (__TEXT,__text) external _regwnexec
00000001803082d4 (__TEXT,__text) external _remove
000000018034bc74 (__TEXT,__text) external _remque
00000001e3d71a38 (__DATA_CONST,__const) non-external _rerrs
00000001802f4758 (__TEXT,__text) external _rewind
0000000180331d88 (__TEXT,__text) external _rewinddir
00000001802f4e78 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00000001e9d33cd8 (__DATA_DIRTY,__bss) non-external _rng
000000018033e49c (__TEXT,__text) external _rpmatch
00000001e78fbed0 (__DATA,__data) non-external _rptr
000000018030bdd0 (__TEXT,__text) non-external _sappend
00000001e78fd6e0 (__DATA,__bss) non-external _saved_categories
00000001803141b4 (__TEXT,__text) external _sbrk
00000001e78fcc68 (__DATA,__bss) non-external _sbrk_curbrk
00000001e78fcc60 (__DATA,__bss) non-external _sbrk_needs_init
00000001e78fb990 (__DATA,__data) non-external _sbrk_region_size
0000000180331e0c (__TEXT,__text) external _scandir
000000018034f024 (__TEXT,__text) external _scandir_b
0000000180340230 (__TEXT,__text) external _scanf
00000001803402b0 (__TEXT,__text) external _scanf_l
000000018035b2d0 (__TEXT,__const) non-external _sccsid
000000018035b310 (__TEXT,__const) non-external _sccsid
0000000180331fb8 (__TEXT,__text) external _seed48
00000001e78fd598 (__DATA,__bss) non-external _seed48.sseed
0000000180332020 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00000001802f207c (__TEXT,__text) external _send
00000001802f2064 (__TEXT,__text) external _send$NOCANCEL
000000018035bd0c (__TEXT,__const) non-external _seps
00000001e78fcdb8 (__DATA,__bss) non-external _seq
000000018031b2d4 (__TEXT,__text) non-external _set_asl
000000018031b61c (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
0000000180340340 (__TEXT,__text) external _setbuf
0000000180340354 (__TEXT,__text) external _setbuffer
00000001802e4ed8 (__TEXT,__text) external _setenv
00000001803226c0 (__TEXT,__text) external _sethostid
0000000180332078 (__TEXT,__text) external _sethostname
0000000180321dd4 (__TEXT,__text) external _setinvalidrune
00000001e78fd47c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
000000018033b748 (__TEXT,__text) external _setipv4sourcefilter
00000001803583d0 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00000001803177d4 (__TEXT,__text) external _setkey
000000018030cb9c (__TEXT,__text) external _setlinebuf
00000001802e9104 (__TEXT,__text) external _setlocale
0000000180312684 (__TEXT,__text) external _setlogin
0000000180332204 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
0000000180322734 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018030c268 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
0000000180322778 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
0000000180322780 (__TEXT,__text) external _setruid
000000018033799c (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
000000018033b9c4 (__TEXT,__text) external _setsourcefilter
000000018034b458 (__TEXT,__text) external _setstate
0000000180321308 (__TEXT,__text) external _settimeofday
0000000180318e84 (__TEXT,__text) external _setttyent
00000001802e87b8 (__TEXT,__text) non-external _settzname
00000001803199ec (__TEXT,__text) external _setusershell
0000000180351524 (__TEXT,__text) external _setutxent
000000018031aef0 (__TEXT,__text) external _setutxent_wtmp
0000000180309b4c (__TEXT,__text) external _setvbuf
000000018033ca74 (__TEXT,__text) non-external _sflush_locked
0000000180321cb4 (__TEXT,__text) non-external (was a private external) _sgetrune
00000001e78fd474 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00000001e78fce30 (__DATA,__bss) non-external _shells
00000001803166dc (__TEXT,__text) non-external _shiftLeftMP
00000001803164a4 (__TEXT,__text) non-external _shiftRightMPWithRounding
00000001e78fbe60 (__DATA,__data) non-external _sig_init_once
00000001e78fda50 (__DATA,__bss) non-external _sig_key
0000000180347604 (__TEXT,__text) non-external _sig_keycreate
00000001e78fda48 (__DATA,__bss) non-external _sig_keycreated
0000000180300894 (__TEXT,__text) external _sigaction
0000000180319fb0 (__TEXT,__text) external _sigaddset
0000000180313d78 (__TEXT,__text) external _sigaltstack
0000000180313e70 (__TEXT,__text) external _sigblock
000000018031a00c (__TEXT,__text) external _sigdelset
0000000180319f94 (__TEXT,__text) external _sigemptyset
0000000180319fa0 (__TEXT,__text) external _sigfillset
000000018030a674 (__TEXT,__text) external _sighold
0000000180313f4c (__TEXT,__text) external _sigignore
000000018033291c (__TEXT,__text) external _siginterrupt
000000018031a068 (__TEXT,__text) external _sigismember
0000000180300810 (__TEXT,__text) external _signal
0000000180300818 (__TEXT,__text) non-external _signal__
00000001e78fd510 (__DATA,__bss) non-external _signo
00000001803563a4 (__TEXT,__text) external _sigpause
0000000180313eb0 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
000000018030a6d0 (__TEXT,__text) external _sigrelse
000000018030a570 (__TEXT,__text) external _sigset
0000000180313e30 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180313dc4 (__TEXT,__text) external _sigvec
0000000180313dcc (__TEXT,__text) non-external _sigvec__
0000000180319674 (__TEXT,__text) non-external _skip
0000000180332a48 (__TEXT,__text) external _sl_add
0000000180332b30 (__TEXT,__text) external _sl_find
0000000180332ab8 (__TEXT,__text) external _sl_free
00000001803329d4 (__TEXT,__text) external _sl_init
00000001803580bc (__TEXT,__text) non-external _sl_init.cold.1
00000001803580bc (__TEXT,__text) non-external _sl_init.cold.2
00000001e78fd4f0 (__DATA,__bss) non-external _slash
00000001802f66a0 (__TEXT,__text) external _sleep
00000001803074e4 (__TEXT,__text) external _sleep$NOCANCEL
00000001e78fcdb0 (__DATA,__bss) non-external _slot
00000001802ebe80 (__TEXT,__text) external _snprintf
00000001802ebe2c (__TEXT,__text) external _snprintf_l
0000000180333e28 (__TEXT,__text) external _snvis
000000018033b708 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00000001802f2264 (__TEXT,__text) external _sprintf
00000001803001d4 (__TEXT,__text) external _sprintf_l
0000000180321d40 (__TEXT,__text) non-external (was a private external) _sputrune
00000001e78fd478 (__DATA,__bss) non-external _sputrune.warn_depreciated
000000018034ac74 (__TEXT,__text) external _sradixsort
0000000180307b80 (__TEXT,__text) external _srand
0000000180308348 (__TEXT,__text) external _srand48
000000018034b254 (__TEXT,__text) external _sranddev
00000001802ee568 (__TEXT,__text) external _srandom
00000001803057e0 (__TEXT,__text) external _srandomdev
00000001802efe38 (__TEXT,__text) external _sscanf
00000001802e95b8 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
000000018031fb44 (__TEXT,__text) external _stat_with_subsystem
00000001e78fbeb0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
0000000180309f10 (__TEXT,__text) external _statvfs
00000001802f6730 (__TEXT,__text) non-external _statx1
0000000180321398 (__TEXT,__text) external _statx_np
00000001802f6920 (__TEXT,__text) non-external _statx_syscall
00000001802ed84c (__TEXT,__text) external _stpcpy
00000001802ec5b4 (__TEXT,__text) external _stpncpy
0000000180333fe8 (__TEXT,__text) external _stravis
00000001802e6704 (__TEXT,__text) external _strcasecmp
00000001802e6728 (__TEXT,__text) external _strcasecmp_l
00000001802ed440 (__TEXT,__text) external _strcasestr
00000001802ed464 (__TEXT,__text) external _strcasestr_l
00000001802e80b0 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
000000018030940c (__TEXT,__text) external _strcoll
0000000180309430 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00000001802f1cc0 (__TEXT,__text) external _strcspn
00000001802e1450 (__TEXT,__text) external _strdup
0000000180334080 (__TEXT,__text) external _strenvisx
00000001802f1e64 (__TEXT,__text) external _strerror
00000001802f31c0 (__TEXT,__text) external _strerror_r
0000000180352354 (__TEXT,__text) external _strfmon
0000000180353004 (__TEXT,__text) external _strfmon_l
0000000180308a6c (__TEXT,__text) external _strftime
00000001802ff088 (__TEXT,__text) external _strftime_l
00000001e78fce38 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
0000000180347294 (__TEXT,__text) external _strmode
00000001802f2094 (__TEXT,__text) external _strncasecmp
00000001802e659c (__TEXT,__text) external _strncasecmp_l
00000001802f46bc (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00000001802ed070 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00000001802e14ac (__TEXT,__text) external _strnstr
0000000180333d10 (__TEXT,__text) external _strnunvis
0000000180333b8c (__TEXT,__text) external _strnunvisx
0000000180358130 (__TEXT,__text) non-external _strnunvisx.cold.1
000000018035815c (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180358188 (__TEXT,__text) non-external _strnunvisx.cold.3
00000001803034d4 (__TEXT,__text) external _strnvis
0000000180334048 (__TEXT,__text) external _strnvisx
000000018030ca80 (__TEXT,__text) external _strpbrk
00000001803470f0 (__TEXT,__text) external _strptime
0000000180305de0 (__TEXT,__text) external _strptime_l
00000001802e1548 (__TEXT,__text) external _strrchr
0000000180333f58 (__TEXT,__text) external _strsenvisx
00000001802f1f88 (__TEXT,__text) external _strsep
000000018034752c (__TEXT,__text) external _strsignal
00000001803473d8 (__TEXT,__text) external _strsignal_r
0000000180333ebc (__TEXT,__text) external _strsnvis
0000000180333f28 (__TEXT,__text) external _strsnvisx
00000001802f1d7c (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
0000000180333e84 (__TEXT,__text) external _strsvis
0000000180333ee8 (__TEXT,__text) external _strsvisx
0000000180304bc8 (__TEXT,__text) external _strtod
00000001802e66cc (__TEXT,__text) external _strtod_l
00000001803142e4 (__TEXT,__text) external _strtoencf16
00000001803143b8 (__TEXT,__text) external _strtoencf32
0000000180314684 (__TEXT,__text) external _strtoencf64
0000000180314ab4 (__TEXT,__text) external _strtoencf64x
00000001802f3bb0 (__TEXT,__text) external _strtof
00000001802f2d48 (__TEXT,__text) external _strtof_l
000000018031a160 (__TEXT,__text) external _strtofflags
000000018034c520 (__TEXT,__text) external _strtoimax
00000001802eb278 (__TEXT,__text) external _strtoimax_l
000000018030ec98 (__TEXT,__text) external _strtok
00000001e78fda58 (__DATA,__bss) non-external _strtok.last
00000001802f5d0c (__TEXT,__text) external _strtok_r
00000001802e90e0 (__TEXT,__text) external _strtol
00000001802e5fc4 (__TEXT,__text) external _strtol_l
0000000180311394 (__TEXT,__text) external _strtold
0000000180312be4 (__TEXT,__text) external _strtold_l
00000001802e11c4 (__TEXT,__text) external _strtoll
00000001802e11e8 (__TEXT,__text) external _strtoll_l
000000018033d5f8 (__TEXT,__text) external _strtonum
000000018034c544 (__TEXT,__text) external _strtoq
000000018034c568 (__TEXT,__text) external _strtoq_l
00000001802ecda0 (__TEXT,__text) external _strtoul
00000001802ecdc4 (__TEXT,__text) external _strtoul_l
00000001802fec34 (__TEXT,__text) external _strtoull
00000001802fec58 (__TEXT,__text) external _strtoull_l
0000000180312d94 (__TEXT,__text) external _strtoumax
00000001802efe88 (__TEXT,__text) external _strtoumax_l
00000001803007e0 (__TEXT,__text) external _strtouq
000000018034c56c (__TEXT,__text) external _strtouq_l
0000000180333d00 (__TEXT,__text) external _strunvis
0000000180333cf0 (__TEXT,__text) external _strunvisx
0000000180311dec (__TEXT,__text) external _strvis
0000000180334004 (__TEXT,__text) external _strvisx
0000000180347914 (__TEXT,__text) external _strxfrm
0000000180347644 (__TEXT,__text) external _strxfrm_l
00000001e78fdb98 (__DATA,__common) external _suboptarg
00000001e78fd3c0 (__DATA,__bss) non-external _subsystem_root_path
0000000180333dd0 (__TEXT,__text) external _svis
0000000180347938 (__TEXT,__text) external _swab
000000018034036c (__TEXT,__text) external _swprintf
00000001803403bc (__TEXT,__text) external _swprintf_l
00000001803403e8 (__TEXT,__text) external _swscanf
0000000180340438 (__TEXT,__text) external _swscanf_l
0000000180320218 (__TEXT,__text) external _sxprintf
0000000180320930 (__TEXT,__text) external _sxprintf_exec
000000018032206c (__TEXT,__text) external _sync_volume_np
000000018035bc05 (__TEXT,__const) non-external _syntax_error_str
00000001e3d70a88 (__DATA_CONST,__const) external _sys_errlist
000000018035ad98 (__TEXT,__const) external _sys_nerr
00000001e3d71418 (__DATA_CONST,__const) external _sys_siglist
00000001e3d71318 (__DATA_CONST,__const) external _sys_signame
00000001802eb6f8 (__TEXT,__text) external _sysconf
00000001802e55fc (__TEXT,__text) external _sysctl
00000001802e57f8 (__TEXT,__text) external _sysctlbyname
0000000180310dd4 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00000001803564cc (__TEXT,__text) external _system
000000018034c570 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
000000018035648c (__TEXT,__text) external _tcdrain
00000001803331b8 (__TEXT,__text) external _tcdrain$NOCANCEL
0000000180333258 (__TEXT,__text) external _tcflow
00000001803331e4 (__TEXT,__text) external _tcflush
0000000180304778 (__TEXT,__text) external _tcgetattr
0000000180303474 (__TEXT,__text) external _tcgetpgrp
0000000180321184 (__TEXT,__text) external _tcgetsid
0000000180333130 (__TEXT,__text) external _tcsendbreak
00000001803117f8 (__TEXT,__text) external _tcsetattr
00000001803117a0 (__TEXT,__text) external _tcsetpgrp
0000000180311cf4 (__TEXT,__text) external _tdelete
0000000180332ef8 (__TEXT,__text) external _telldir
0000000180340464 (__TEXT,__text) external _tempnam
00000001e78fcda8 (__DATA,__bss) non-external _tf
00000001803119d4 (__TEXT,__text) external _tfind
000000018031a498 (__TEXT,__text) external _thread_stack_async_pcs
00000001802edf7c (__TEXT,__text) external _thread_stack_pcs
00000001e78fba80 (__DATA,__data) non-external _threadsafe
00000001802ec190 (__TEXT,__text) external _time
00000001802f6f58 (__TEXT,__text) non-external _time2
0000000180346dc0 (__TEXT,__text) external _time2posix
00000001802f6fe8 (__TEXT,__text) non-external _time2sub
00000001803074c0 (__TEXT,__text) external _timegm
0000000180346d8c (__TEXT,__text) external _timelocal
0000000180346d9c (__TEXT,__text) external _timeoff
0000000180333308 (__TEXT,__text) external _times
000000018034cee4 (__TEXT,__text) external _timespec_get
00000001802e8c58 (__TEXT,__text) non-external _timesub
00000001e9d35528 (__DATA_DIRTY,__common) external _timezone
00000001802feeb4 (__TEXT,__text) external _timingsafe_bcmp
00000001e78fd9e8 (__DATA,__bss) non-external _tm
0000000180310e7c (__TEXT,__text) non-external _tmcomp
00000001803406c8 (__TEXT,__text) external _tmpfile
0000000180340814 (__TEXT,__text) external _tmpnam
00000001e78fd878 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001e78fd880 (__DATA,__bss) non-external _tmpnam_buf
000000018034091c (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001e78fbe28 (__DATA,__data) non-external _tmpnam_buf_control
000000018035adf0 (__TEXT,__const) non-external _tmundef
000000018031c270 (__TEXT,__text) external _toascii
000000018030cb08 (__TEXT,__text) external _tolower
000000018031cdf8 (__TEXT,__text) external _tolower_l
00000001e78fd4c8 (__DATA,__bss) non-external _toprec
00000001e78fd4d0 (__DATA,__bss) non-external _topreclen
000000018031c278 (__TEXT,__text) external _toupper
000000018031ce18 (__TEXT,__text) external _toupper_l
0000000180339ad4 (__TEXT,__text) external _towctrans
00000001803399f4 (__TEXT,__text) external _towctrans_l
000000018031d2d8 (__TEXT,__text) external _towlower
000000018031d8c8 (__TEXT,__text) external _towlower_l
000000018031d318 (__TEXT,__text) external _towupper
000000018031d8e8 (__TEXT,__text) external _towupper_l
00000001802e8410 (__TEXT,__text) non-external _transtime
00000001802fba64 (__TEXT,__text) non-external _tre_add_tag_left
000000018035430c (__TEXT,__text) non-external _tre_add_tag_right
00000001802fa18c (__TEXT,__text) non-external _tre_add_tags
00000001802fa140 (__TEXT,__text) external _tre_ast_new_catenation
00000001802f9ee4 (__TEXT,__text) external _tre_ast_new_iter
00000001802f9c90 (__TEXT,__text) external _tre_ast_new_literal
00000001802f9cdc (__TEXT,__text) external _tre_ast_new_node
00000001802f9e98 (__TEXT,__text) external _tre_ast_new_union
00000001802fc0d8 (__TEXT,__text) non-external _tre_ast_to_tnfa
00000001802f785c (__TEXT,__text) external _tre_compile
0000000180353c18 (__TEXT,__text) non-external _tre_compute_nfl
0000000180313794 (__TEXT,__text) non-external _tre_copy_ast
000000018035371c (__TEXT,__text) non-external _tre_expand_ast
0000000180356284 (__TEXT,__text) non-external _tre_expand_macro
0000000180300200 (__TEXT,__text) external _tre_fill_pmatch
00000001803003f0 (__TEXT,__text) external _tre_free
00000001e3d72200 (__DATA_CONST,__const) non-external _tre_macros
00000001802fc1d0 (__TEXT,__text) non-external _tre_make_trans
00000001802fc600 (__TEXT,__text) non-external _tre_match
00000001802fbb28 (__TEXT,__text) non-external _tre_match_empty
00000001802f9d64 (__TEXT,__text) external _tre_mem_alloc_impl
00000001802fc50c (__TEXT,__text) external _tre_mem_destroy
00000001802f802c (__TEXT,__text) external _tre_mem_new_impl
00000001802fb8cc (__TEXT,__text) non-external _tre_merge_branches
00000001802fa088 (__TEXT,__text) non-external _tre_new_item
00000001802f8060 (__TEXT,__text) external _tre_parse
0000000180313594 (__TEXT,__text) non-external _tre_parse_bound
0000000180311b20 (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180356304 (__TEXT,__text) non-external _tre_search_cnames
0000000180310984 (__TEXT,__text) non-external _tre_set_empty
00000001803109c0 (__TEXT,__text) non-external _tre_set_one
00000001802fbd30 (__TEXT,__text) non-external _tre_set_union
00000001802fc56c (__TEXT,__text) external _tre_stack_destroy
00000001802f7fa0 (__TEXT,__text) external _tre_stack_new
00000001802f9b84 (__TEXT,__text) external _tre_stack_num_objects
00000001802f9c74 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00000001802fa128 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00000001802f9b94 (__TEXT,__text) non-external _tre_stack_push
00000001802f9b8c (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00000001802f9e94 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00000001803543f0 (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001802fc7c4 (__TEXT,__text) external _tre_tnfa_run_parallel
000000018034c7ec (__TEXT,__text) non-external _trecurse
0000000180311a68 (__TEXT,__text) external _tsearch
000000018030c888 (__TEXT,__text) external _ttyname
00000001e78fd5a0 (__DATA,__bss) non-external _ttyname_init
00000001e78fd5a8 (__DATA,__bss) non-external _ttyname_key
00000001e78fbb68 (__DATA,__data) non-external _ttyname_lock
000000018030c9ac (__TEXT,__text) external _ttyname_r
0000000180333450 (__TEXT,__text) external _ttyslot
000000018034c7d8 (__TEXT,__text) external _twalk
00000001802e8104 (__TEXT,__text) non-external _typesequiv
00000001802e7060 (__TEXT,__text) non-external _tzload
00000001e9d33b88 (__DATA_DIRTY,__data) external _tzname
00000001802e79c4 (__TEXT,__text) non-external _tzparse
00000001802ebe78 (__TEXT,__text) external _tzset
0000000180346d78 (__TEXT,__text) external _tzsetwall
00000001802e6e28 (__TEXT,__text) non-external _tzsetwall_basic
0000000180333458 (__TEXT,__text) external _ualarm
00000001e78fbdf0 (__DATA,__data) non-external _uglue
00000001803334e4 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001803214c4 (__TEXT,__text) external _umaskx_np
00000001802f3a00 (__TEXT,__text) external _uname
000000018035bc12 (__TEXT,__const) non-external _unbound_variable_str
0000000180315f58 (__TEXT,__text) non-external _underflow
0000000180304c68 (__TEXT,__text) external _ungetc
00000001803409f0 (__TEXT,__text) external _ungetwc
0000000180340a74 (__TEXT,__text) external _ungetwc_l
00000001e78fdaf0 (__DATA,__bss) non-external _union_arg_queue
00000001e78fcd59 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00000001803032f0 (__TEXT,__text) external _unlockpt
00000001802e58c8 (__TEXT,__text) external _unsetenv
000000018033357c (__TEXT,__text) external _unvis
00000001803580d8 (__TEXT,__text) non-external _unvis.cold.1
0000000180358104 (__TEXT,__text) non-external _unvis.cold.2
00000001802f385c (__TEXT,__text) external _uselocale
00000001802ed5c4 (__TEXT,__text) external _usleep
0000000180333d18 (__TEXT,__text) external _usleep$NOCANCEL
00000001e9d34ac8 (__DATA_DIRTY,__bss) non-external _usual
00000001e9d33cf8 (__DATA_DIRTY,__bss) non-external _usual_extra
0000000180333d68 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001e3d71030 (__DATA_CONST,__const) non-external _utmpx_types
0000000180352254 (__TEXT,__text) external _utmpxname
00000001802e68d0 (__TEXT,__text) external _uuid_clear
00000001802ebed0 (__TEXT,__text) external _uuid_compare
00000001802e553c (__TEXT,__text) external _uuid_copy
00000001802f2028 (__TEXT,__text) external _uuid_generate
00000001802ee4c8 (__TEXT,__text) external _uuid_generate_random
0000000180320e7c (__TEXT,__text) external _uuid_generate_time
00000001e78fd418 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001e78fd410 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001802f1ef8 (__TEXT,__text) external _uuid_is_null
00000001802ed020 (__TEXT,__text) external _uuid_pack
00000001802ecc44 (__TEXT,__text) external _uuid_parse
00000001802ebfa0 (__TEXT,__text) external _uuid_unpack
00000001802f1f20 (__TEXT,__text) external _uuid_unparse
0000000180307b90 (__TEXT,__text) external _uuid_unparse_lower
00000001802ec1f4 (__TEXT,__text) external _uuid_unparse_upper
00000001e3d712c8 (__DATA_CONST,__const) non-external _validlist
00000001802e1570 (__TEXT,__text) external _vasprintf
00000001802ed5a8 (__TEXT,__text) external _vasprintf_l
000000018030f110 (__TEXT,__text) external _vasxprintf
00000001803209bc (__TEXT,__text) external _vasxprintf_exec
000000018030cedc (__TEXT,__text) external _vdprintf
000000018030cec0 (__TEXT,__text) external _vdprintf_l
00000001803202a8 (__TEXT,__text) external _vdxprintf
00000001803209d8 (__TEXT,__text) external _vdxprintf_exec
0000000180357d4c (__TEXT,__text) external _verr
0000000180357c58 (__TEXT,__text) external _verrc
0000000180357dc4 (__TEXT,__text) external _verrx
0000000180321250 (__TEXT,__text) external _vfork
00000001803123e4 (__TEXT,__text) external _vfprintf
00000001802f1964 (__TEXT,__text) external _vfprintf_l
0000000180341154 (__TEXT,__text) external _vfscanf
00000001803414ac (__TEXT,__text) external _vfscanf_l
0000000180344048 (__TEXT,__text) external _vfwprintf
00000001803415b0 (__TEXT,__text) external _vfwprintf_l
0000000180344728 (__TEXT,__text) external _vfwscanf
00000001803460c0 (__TEXT,__text) external _vfwscanf_l
00000001803202c0 (__TEXT,__text) external _vfxprintf
00000001803209f4 (__TEXT,__text) external _vfxprintf_exec
0000000180311e28 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
000000018030ccdc (__TEXT,__text) external _vprintf
0000000180346160 (__TEXT,__text) external _vprintf_l
000000018034617c (__TEXT,__text) external _vscanf
00000001803461f8 (__TEXT,__text) external _vscanf_l
00000001802e4c4c (__TEXT,__text) external _vsnprintf
00000001802ebe58 (__TEXT,__text) external _vsnprintf_l
00000001802ec060 (__TEXT,__text) external _vsprintf
00000001802ec08c (__TEXT,__text) external _vsprintf_l
000000018034627c (__TEXT,__text) external _vsscanf
00000001802e95e4 (__TEXT,__text) external _vsscanf_l
00000001803464a8 (__TEXT,__text) external _vswprintf
00000001803462a8 (__TEXT,__text) external _vswprintf_l
00000001803466a0 (__TEXT,__text) external _vswscanf
00000001803464d4 (__TEXT,__text) external _vswscanf_l
00000001803202d8 (__TEXT,__text) external _vsxprintf
0000000180320a10 (__TEXT,__text) external _vsxprintf_exec
0000000180357f8c (__TEXT,__text) external _vwarn
0000000180357ecc (__TEXT,__text) external _vwarnc
0000000180358028 (__TEXT,__text) external _vwarnx
00000001803466cc (__TEXT,__text) external _vwprintf
0000000180346704 (__TEXT,__text) external _vwprintf_l
0000000180346720 (__TEXT,__text) external _vwscanf
0000000180346758 (__TEXT,__text) external _vwscanf_l
00000001803202fc (__TEXT,__text) external _vxprintf
0000000180320a34 (__TEXT,__text) external _vxprintf_exec
000000018030baa8 (__TEXT,__text) external _wait
00000001803343d0 (__TEXT,__text) external _wait$NOCANCEL
00000001803343e4 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180308290 (__TEXT,__text) external _waitpid
00000001803343f8 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180357e88 (__TEXT,__text) external _warn
0000000180357fd0 (__TEXT,__text) external _warnc
0000000180357ffc (__TEXT,__text) external _warnx
00000001803479ac (__TEXT,__text) external _wcpcpy
