000000022e3cb1c8 (__DATA,__data) non-external _.compoundliteral
00000001e849b7dc (__TEXT,__text) external _ShGetShaderByteCode
00000001e849cea8 (__TEXT,__text) external _ShGetSubroutineIndex
00000001e849cd78 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00000001e849bac4 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00000001e849bf94 (__TEXT,__text) external _ShGetUniformBlockIndex
00000001e849c390 (__TEXT,__text) external _ShGetUniformIndex
00000001e849b530 (__TEXT,__text) external _ShGetUniformLocation
00000001e849b264 (__TEXT,__text) external _ShGetUniformPartitionInfo
00000001e849a0a8 (__TEXT,__text) external _ShInitialize
00000001e849d554 (__TEXT,__text) external _ShInitializeLibrary
00000001e849a5ec (__TEXT,__text) external _ShLink
00000001e849b704 (__TEXT,__text) external _ShSetInitialUniformValue
00000001e849d558 (__TEXT,__text) external _ShTerminateLibrary
00000001e849b8f4 (__TEXT,__text) external _ShTransformFeedbackVaryings
00000001e848d1e8 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000001e84ff088 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00000001e84aa5f4 (__TEXT,__text) non-external (was a private external) _UngetToken
00000001e84fd498 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000001e84fb064 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000001e84faf0c (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001e84a36d8 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000001e84a2d80 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000001e84a3a44 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
00000001e84a341c (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00000001e84a35b4 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000001e84a3950 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000001e8455dd4 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00000001e844f63c (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
000000022bbfb7d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfb810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfb930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfb950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfbbd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfbc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfc478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfc570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfc5b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfc630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfc890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfeaa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfeb28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
0000000233cc9d60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000233cc9d90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
0000000233cca0f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000022bbfb870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000022bbfc990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000022bbfc9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
0000000233cca2d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
0000000233cca300 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
000000022bbfc9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
0000000233cca330 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
000000022bbfeac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
000000022bbfb890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000022bbfbbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
0000000233cca380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
0000000233cca3b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000022bbfb970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000022bbfc9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
0000000233cca150 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
0000000233cca480 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
0000000233cca3e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000022bbfeae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
000000022bbfca10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
000000022bbfeb08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
0000000233cca4b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
000000022bbfbc10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
000000022bbfb830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000022bbfc8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
0000000233cc9dc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
000000022bbfbc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
000000022bbfb8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000022bbfeb48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
0000000233cca180 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000022bbfb8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
000000022bbfc8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
000000022bbfb8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
0000000233cca1b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
000000022bbfb910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
000000022bbfc8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
0000000233cc9df0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
000000022bbfc910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
0000000233cc9ea0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
0000000233cc9e20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
000000022bbfb850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000022bbfc930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
0000000233cca120 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
000000022bbfc950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
0000000233cca1e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
0000000233cca210 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
0000000233cc9ed0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
0000000233cca240 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
0000000233cca270 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
0000000233cc9f00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
000000022bbfc650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
0000000233cc9f30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
000000022bbfc970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
0000000233cca450 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
000000022bbfc670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
0000000233cc9e50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
0000000233cc9f60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000022bbfc590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
0000000233cca2a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
0000000233cc9bc0 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cc9be0 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cc9d00 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cc9d40 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cc9e80 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cca360 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cca4e0 (__AUTH_CONST,__const) non-external ___block_literal_global
0000000233cc9c40 (__AUTH_CONST,__const) non-external ___block_literal_global.12
0000000233cc9c60 (__AUTH_CONST,__const) non-external ___block_literal_global.16
0000000233cc9d20 (__AUTH_CONST,__const) non-external ___block_literal_global.16
0000000233cca410 (__AUTH_CONST,__const) non-external ___block_literal_global.169
0000000233cca430 (__AUTH_CONST,__const) non-external ___block_literal_global.173
0000000233cc9c80 (__AUTH_CONST,__const) non-external ___block_literal_global.32
0000000233cc9c00 (__AUTH_CONST,__const) non-external ___block_literal_global.4
0000000233cc9c20 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e8478c34 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00000001e848bb84 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e84ec300 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00000001e848f198 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e848f0ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e84a2e54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e84b3db8 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000001e84b3394 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000001e84b2308 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000001e84b375c (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000001e84b1cc0 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000001e84b1dbc (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000001e84b8398 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000001e84b3b80 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00000001e849a020 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000001e84b3c90 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000001e84b3d5c (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000001e84aedc0 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000001e84b028c (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000001e84b2c4c (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00000001e848bb94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e84ec350 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00000001e848f1a8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e848f13c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e84a2eb4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00000001e845843c (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00000001e8495014 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00000001e8478710 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00000001e8478724 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00000001e8478c3c (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000001e844f214 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00000001e844f368 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00000001e844f334 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000001e844f2cc (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000001e844f300 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00000001e844f374 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00000001e84962b4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00000001e8496354 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00000001e848f074 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00000001e848f180 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00000001e84a1438 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000001e84a194c (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00000001e848bacc (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00000001e847909c (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000001e84ddfa0 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000001e84dddbc (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000001e84ddde0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000001e84dde64 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000001e84dde90 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000001e84de0d0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000001e84de0f4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000001e84de10c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000001e84de118 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000001e84dd9c0 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000001e84ddf7c (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00000001e84977d8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00000001e849781c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000001e84de060 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000001e84dd99c (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
00000001e84dd79c (__TEXT,__text) non-external ___glpSATypeIdentifier_block_invoke
00000001e84dd918 (__TEXT,__text) non-external ___glpSAUndeterminedCall_block_invoke
