
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
000000000003ce10 (__DATA_CONST,__const) non-external _err_codes_io
000000000003d9b0 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
000000000003d5e0 (__DATA_CONST,__const) non-external _err_codes_iokit_common
000000000002aa00 (__TEXT,__const) non-external _err_codes_iokit_common_map
000000000003d870 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
000000000002aa40 (__TEXT,__const) non-external _err_codes_iokit_fw_map
000000000003d790 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
000000000002aa10 (__TEXT,__const) non-external _err_codes_iokit_usb_map
000000000003c8b0 (__DATA_CONST,__const) non-external _err_codes_kern
000000000003d470 (__DATA_CONST,__const) non-external _err_codes_libkern_common
000000000003d4e0 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
000000000003d480 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
000000000003d010 (__DATA_CONST,__const) non-external _err_codes_loader
000000000003d420 (__DATA_CONST,__const) non-external _err_codes_mach_mig
000000000003d390 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
000000000003d2d0 (__DATA_CONST,__const) non-external _err_codes_mach_send
000000000003cfe0 (__DATA_CONST,__const) non-external _err_codes_machobj
000000000003d290 (__DATA_CONST,__const) non-external _err_codes_mig
000000000003cd30 (__DATA_CONST,__const) non-external _err_codes_netmemory
000000000003ccb0 (__DATA_CONST,__const) non-external _err_codes_netname
000000000003cd80 (__DATA_CONST,__const) non-external _err_codes_ns
000000000003d240 (__DATA_CONST,__const) non-external _err_codes_rcv
000000000003d1e0 (__DATA_CONST,__const) non-external _err_codes_send
000000000003cf50 (__DATA_CONST,__const) non-external _err_codes_sunrpc
000000000003cd50 (__DATA_CONST,__const) non-external _err_codes_task_master
000000000003cd48 (__DATA_CONST,__const) non-external _err_codes_ufs
000000000003ca80 (__DATA_CONST,__const) non-external _err_codes_unix
000000000003ce90 (__DATA_CONST,__const) non-external _err_codes_us
000000000003d080 (__DATA_CONST,__const) non-external _err_codes_ux_signal
000000000003d170 (__DATA_CONST,__const) non-external _err_codes_xkernel
000000000003c6d0 (__DATA_CONST,__const) non-external _err_iokit_sub
000000000002a9f0 (__TEXT,__const) non-external _err_iokit_sub_map
000000000003c550 (__DATA_CONST,__const) non-external _err_ipc_sub
000000000003c650 (__DATA_CONST,__const) non-external _err_libkern_sub
000000000003c5d0 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
000000000003c230 (__DATA_CONST,__const) non-external _err_os_sub
000000000003c2d0 (__DATA_CONST,__const) non-external _err_server_sub
000000000002a9c0 (__TEXT,__const) non-external _err_us_sub
00000000000400a0 (__DATA_DIRTY,__common) external _errno
00000000000281f1 (__TEXT,__text) external _etap_trace_thread
0000000000019f05 (__TEXT,__text) external _exc_server
0000000000019bfc (__TEXT,__text) external _exc_server_routine
0000000000019641 (__TEXT,__text) external _exception_raise
000000000001977c (__TEXT,__text) external _exception_raise_state
00000000000199b1 (__TEXT,__text) external _exception_raise_state_identity
000000000000adb8 (__TEXT,__text) external _exchangedata
000000000000f475 (__TEXT,__text) external _exclaves_audio_buffer_copyout
000000000000f44c (__TEXT,__text) external _exclaves_audio_buffer_create
000000000000f422 (__TEXT,__text) external _exclaves_boot
000000000000f105 (__TEXT,__text) external _exclaves_endpoint_call
000000000000f1ee (__TEXT,__text) external _exclaves_inbound_buffer_copyin
000000000000f1c2 (__TEXT,__text) external _exclaves_inbound_buffer_create
000000000000f374 (__TEXT,__text) external _exclaves_launch_conclave
000000000000f3ad (__TEXT,__text) external _exclaves_lookup_service
000000000000f316 (__TEXT,__text) external _exclaves_named_buffer_copyin
000000000000f345 (__TEXT,__text) external _exclaves_named_buffer_copyout
000000000000f21c (__TEXT,__text) external _exclaves_named_buffer_create
000000000000f553 (__TEXT,__text) external _exclaves_notification_create
000000000000f194 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
000000000000f168 (__TEXT,__text) external _exclaves_outbound_buffer_create
000000000000f4a3 (__TEXT,__text) external _exclaves_sensor_create
000000000000f4cf (__TEXT,__text) external _exclaves_sensor_start
000000000000f527 (__TEXT,__text) external _exclaves_sensor_status
000000000000f4fb (__TEXT,__text) external _exclaves_sensor_stop
0000000000007c4a (__TEXT,__text) external _execve
000000000003f230 (__DATA,__bss) non-external _execve_with_filter
000000000000bfb8 (__TEXT,__text) external _faccessat
000000000000bfd0 (__TEXT,__text) external _fchdir
0000000000005290 (__TEXT,__text) external _fchflags
0000000000004602 (__TEXT,__text) external _fchmod
000000000000bfe8 (__TEXT,__text) external _fchmodat
00000000000055e0 (__TEXT,__text) external _fchown
000000000000c000 (__TEXT,__text) external _fchownat
000000000000c018 (__TEXT,__text) external _fclonefileat
000000000000163c (__TEXT,__text) external _fcntl
000000000000413a (__TEXT,__text) external _fcntl$NOCANCEL
000000000000c030 (__TEXT,__text) external _fdatasync
0000000000006fc4 (__TEXT,__text) external _ffsctl
0000000000003b0c (__TEXT,__text) external _fgetattrlist
0000000000004578 (__TEXT,__text) external _fgetxattr
000000000000c048 (__TEXT,__text) external _fhopen
0000000000005c64 (__TEXT,__text) external _fileport_makefd
0000000000005e18 (__TEXT,__text) external _fileport_makeport
000000000000ad30 (__TEXT,__text) external _flistxattr
0000000000003f30 (__TEXT,__text) external _flock
000000000000c060 (__TEXT,__text) external _fmount
000000000000c078 (__TEXT,__text) external _fpathconf
000000000000ee2c (__TEXT,__text) non-external _fprintf_stderr
000000000000c090 (__TEXT,__text) external _freadlink
000000000000c0a8 (__TEXT,__text) external _fremovexattr
0000000000016111 (__TEXT,__text) external _fs_snapshot_create
000000000001612b (__TEXT,__text) external _fs_snapshot_delete
0000000000007b90 (__TEXT,__text) external _fs_snapshot_list
0000000000016188 (__TEXT,__text) external _fs_snapshot_mount
0000000000016142 (__TEXT,__text) external _fs_snapshot_rename
000000000001615a (__TEXT,__text) external _fs_snapshot_revert
0000000000016171 (__TEXT,__text) external _fs_snapshot_root
0000000000003af4 (__TEXT,__text) external _fsctl
00000000000055c8 (__TEXT,__text) external _fsetattrlist
0000000000005134 (__TEXT,__text) external _fsetxattr
0000000000003b7c (__TEXT,__text) external _fsgetpath
000000000000c0c0 (__TEXT,__text) external _fsgetpath_ext
000000000000c0d8 (__TEXT,__text) external _fstat
00000000000015ec (__TEXT,__text) external _fstat$INODE64
00000000000015ec (__TEXT,__text) external _fstat64
000000000000c0f0 (__TEXT,__text) external _fstatat
0000000000003bc4 (__TEXT,__text) external _fstatat$INODE64
0000000000003bc4 (__TEXT,__text) external _fstatat64
000000000000a650 (__TEXT,__text) external _fstatfs
0000000000002508 (__TEXT,__text) external _fstatfs$INODE64
0000000000002508 (__TEXT,__text) external _fstatfs64
0000000000003bf4 (__TEXT,__text) external _fsync
000000000000b600 (__TEXT,__text) external _fsync$NOCANCEL
0000000000003940 (__TEXT,__text) external _ftruncate
0000000000011a55 (__TEXT,__text) external _futimens
00000000000052a8 (__TEXT,__text) external _futimes
000000000003f1c8 (__DATA,__crash_info) non-external _gCRAnnotations
00000000000015a4 (__TEXT,__text) external _getattrlist
000000000000c108 (__TEXT,__text) external _getattrlistat
0000000000003970 (__TEXT,__text) external _getattrlistbulk
0000000000018ed8 (__TEXT,__text) external _getaudit
0000000000002a4c (__TEXT,__text) external _getaudit_addr
000000000000c120 (__TEXT,__text) external _getauid
000000000000c138 (__TEXT,__text) external _getdirentries
000000000000c150 (__TEXT,__text) external _getdirentriesattr
0000000000007fb0 (__TEXT,__text) external _getdtablesize
0000000000002444 (__TEXT,__text) external _getegid
00000000000011bc (__TEXT,__text) external _getentropy
0000000000001e34 (__TEXT,__text) external _geteuid
000000000000c168 (__TEXT,__text) external _getfh
000000000000c180 (__TEXT,__text) external _getfsstat
0000000000003270 (__TEXT,__text) external _getfsstat$INODE64
0000000000003270 (__TEXT,__text) external _getfsstat64
00000000000040f4 (__TEXT,__text) external _getgid
00000000000055f8 (__TEXT,__text) external _getgroups
00000000000053f9 (__TEXT,__text) external _gethostuuid
0000000000004713 (__TEXT,__text) external _getiopolicy_np
000000000000c198 (__TEXT,__text) external _getitimer
00000000000045ec (__TEXT,__text) external _getpeername
00000000000092e8 (__TEXT,__text) external _getpgid
0000000000007c34 (__TEXT,__text) external _getpgrp
00000000000011e0 (__TEXT,__text) external _getpid
0000000000005e60 (__TEXT,__text) external _getppid
0000000000007b18 (__TEXT,__text) external _getpriority
0000000000002a28 (__TEXT,__text) external _getrlimit
0000000000006e84 (__TEXT,__text) external _getrusage
000000000000b618 (__TEXT,__text) external _getsgroups_np
000000000000c1b0 (__TEXT,__text) external _getsid
0000000000006fdc (__TEXT,__text) external _getsockname
0000000000004548 (__TEXT,__text) external _getsockopt
0000000000002414 (__TEXT,__text) external _getuid
000000000000b630 (__TEXT,__text) external _getwgroups_np
00000000000034fc (__TEXT,__text) external _getxattr
000000000000c1c8 (__TEXT,__text) external _grab_pgo_data
000000000000c1e0 (__TEXT,__text) external _graftdmg
0000000000003bdc (__TEXT,__text) external _guarded_close_np
00000000000098d0 (__TEXT,__text) external _guarded_kqueue_np
000000000000eee5 (__TEXT,__text) external _guarded_open_dprotected_np
00000000000039cd (__TEXT,__text) external _guarded_open_np
0000000000003a90 (__TEXT,__text) external _guarded_pwrite_np
0000000000007240 (__TEXT,__text) external _guarded_write_np
000000000000c1f8 (__TEXT,__text) external _guarded_writev_np
000000000002ff00 (__TEXT,__cstring) non-external _hex
000000000000ef98 (__TEXT,__text) external _host_check_multiuser_mode
0000000000001c92 (__TEXT,__text) external _host_create_mach_voucher
0000000000000e88 (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001a3ac (__TEXT,__text) external _host_default_memory_manager
000000000001b8c7 (__TEXT,__text) external _host_get_UNDServer
000000000000ef81 (__TEXT,__text) external _host_get_atm_diagnostic_flag
0000000000019f74 (__TEXT,__text) external _host_get_boot_info
000000000001a933 (__TEXT,__text) external _host_get_clock_control
000000000000591a (__TEXT,__text) external _host_get_clock_service
000000000001afb0 (__TEXT,__text) external _host_get_exception_ports
000000000001c2dc (__TEXT,__text) external _host_get_io_main
0000000000003c0a (__TEXT,__text) external _host_get_io_master
000000000000ef92 (__TEXT,__text) external _host_get_multiuser_config_flags
000000000000196a (__TEXT,__text) external _host_get_special_port
0000000000004cf3 (__TEXT,__text) external _host_info
000000000001bdd7 (__TEXT,__text) external _host_kernel_version
000000000001c986 (__TEXT,__text) external _host_lockgroup_info
000000000000f0e9 (__TEXT,__text) external _host_page_size
000000000001a1d8 (__TEXT,__text) external _host_priv_statistics
000000000001c199 (__TEXT,__text) external _host_processor_info
000000000001b6ba (__TEXT,__text) external _host_processor_set_priv
000000000001b5a1 (__TEXT,__text) external _host_processor_sets
000000000001a81a (__TEXT,__text) external _host_processors
000000000001a0f5 (__TEXT,__text) external _host_reboot
000000000001ce66 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000000001cfbb (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00000000000027ea (__TEXT,__text) external _host_request_notification
000000000001bb57 (__TEXT,__text) external _host_security_create_task_token
000000000001bccb (__TEXT,__text) external _host_security_set_task_token
000000000000fb04 (__TEXT,__text) external _host_self
0000000000000d38 (__TEXT,__text) external _host_self_trap
000000000001b7de (__TEXT,__text) external _host_set_UNDServer
000000000001d0fd (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001aeb0 (__TEXT,__text) external _host_set_exception_ports
000000000001d390 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001adb8 (__TEXT,__text) external _host_set_special_port
00000000000093aa (__TEXT,__text) external _host_statistics
0000000000008d42 (__TEXT,__text) external _host_statistics64
000000000001b21a (__TEXT,__text) external _host_swap_exception_ports
000000000001c4fd (__TEXT,__text) external _host_virtual_physical_table_info
000000000000c978 (__TEXT,__text) external _i386_get_ldt
000000000000c98c (__TEXT,__text) external _i386_set_ldt
000000000003f1a0 (__DATA,__data) external _important_boost_assertion_token
000000000003e3e0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000000edb0 (__TEXT,__text) non-external _internal_catch_exception_raise
000000000003f190 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000000000ed34 (__TEXT,__text) non-external _internal_catch_exception_raise_state
000000000003f188 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000000000ecb8 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
000000000003f180 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000004430 (__TEXT,__text) external _ioctl
0000000000000b60 (__TEXT,__text) external _issetugid
000000000003f218 (__DATA,__bss) non-external _kAccountingThreshold
000000000000c210 (__TEXT,__text) external _kas_info
0000000000000a50 (__TEXT,__text) external _kdebug_is_enabled
0000000000016480 (__TEXT,__text) external _kdebug_signpost
000000000000939b (__TEXT,__text) external _kdebug_signpost_end
000000000000930c (__TEXT,__text) non-external _kdebug_signpost_internal
00000000000092ff (__TEXT,__text) external _kdebug_signpost_start
0000000000016411 (__TEXT,__text) external _kdebug_timestamp
000000000001644c (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000016466 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000000000b04 (__TEXT,__text) external _kdebug_trace
0000000000003039 (__TEXT,__text) external _kdebug_trace_string
0000000000000a9c (__TEXT,__text) external _kdebug_typefilter
0000000000040048 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
00000000000163fe (__TEXT,__text) external _kdebug_using_continuous_time
0000000000005af0 (__TEXT,__text) external _kevent
000000000000a80c (__TEXT,__text) external _kevent64
0000000000002580 (__TEXT,__text) external _kevent_id
0000000000002568 (__TEXT,__text) external _kevent_qos
000000000001b9cd (__TEXT,__text) external _kext_request
0000000000007671 (__TEXT,__text) external _kill
000000000001ac53 (__TEXT,__text) external _kmod_control
000000000001aa51 (__TEXT,__text) external _kmod_create
000000000001ab70 (__TEXT,__text) external _kmod_destroy
000000000001c3e4 (__TEXT,__text) external _kmod_get_info
0000000000018f80 (__TEXT,__text) external _kpersona_alloc
0000000000018fdc (__TEXT,__text) external _kpersona_dealloc
000000000001906f (__TEXT,__text) external _kpersona_find
00000000000190f3 (__TEXT,__text) external _kpersona_find_by_type
00000000000040c4 (__TEXT,__text) external _kpersona_get
000000000001900d (__TEXT,__text) external _kpersona_getpath
0000000000003eb5 (__TEXT,__text) external _kpersona_info
0000000000018fae (__TEXT,__text) external _kpersona_palloc
000000000001903e (__TEXT,__text) external _kpersona_pidinfo
0000000000005ad8 (__TEXT,__text) external _kqueue
0000000000005610 (__TEXT,__text) external _lchown
000000000000c228 (__TEXT,__text) external _ledger
00000000000047a0 (__TEXT,__text) external _link
000000000000c240 (__TEXT,__text) external _linkat
000000000000c258 (__TEXT,__text) external _lio_listio
