00000001d920b008 (__DATA,__data) non-external _C
00000001802c9024 (__TEXT,__text) non-external _set_asl
00000001802c9370 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00000001802ee2c4 (__TEXT,__text) external _setbuf
00000001802ee2d8 (__TEXT,__text) external _setbuffer
0000000180292090 (__TEXT,__text) external _setenv
00000001802d0310 (__TEXT,__text) external _sethostid
00000001802e00c4 (__TEXT,__text) external _sethostname
00000001802cfc08 (__TEXT,__text) external _setinvalidrune
00000001d920c96c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00000001802e90c8 (__TEXT,__text) external _setipv4sourcefilter
0000000180305d60 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00000001802c56a8 (__TEXT,__text) external _setkey
00000001802bd16c (__TEXT,__text) external _setlinebuf
000000018029762c (__TEXT,__text) external _setlocale
00000001802c2078 (__TEXT,__text) external _setlogin
00000001802e0224 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00000001802d0358 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00000001802bc84c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00000001802d039c (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00000001802d03a4 (__TEXT,__text) external _setruid
00000001802e519c (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001802e9334 (__TEXT,__text) external _setsourcefilter
00000001802f9e08 (__TEXT,__text) external _setstate
00000001802cf150 (__TEXT,__text) external _settimeofday
00000001802c6c7c (__TEXT,__text) external _setttyent
0000000180296cd0 (__TEXT,__text) non-external _settzname
00000001802c77a8 (__TEXT,__text) external _setusershell
00000001802ffdbc (__TEXT,__text) external _setutxent
00000001802c8c40 (__TEXT,__text) external _setutxent_wtmp
00000001802ba250 (__TEXT,__text) external _setvbuf
00000001802ea3c4 (__TEXT,__text) non-external _sflush_locked
00000001802cfae8 (__TEXT,__text) non-external (was a private external) _sgetrune
00000001d920c964 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00000001d920c320 (__DATA,__bss) non-external _shells
00000001d920b300 (__DATA,__data) non-external _sig_init_once
00000001d920cf20 (__DATA,__bss) non-external _sig_key
00000001802f5560 (__TEXT,__text) non-external _sig_keycreate
00000001d920cf18 (__DATA,__bss) non-external _sig_keycreated
00000001802b10d8 (__TEXT,__text) external _sigaction
00000001802c7cfc (__TEXT,__text) external _sigaddset
00000001802c4138 (__TEXT,__text) external _sigaltstack
00000001802c4230 (__TEXT,__text) external _sigblock
00000001802c7d58 (__TEXT,__text) external _sigdelset
00000001802c7ce0 (__TEXT,__text) external _sigemptyset
00000001802c7cec (__TEXT,__text) external _sigfillset
00000001802bacf4 (__TEXT,__text) external _sighold
00000001802c4304 (__TEXT,__text) external _sigignore
00000001802e08d0 (__TEXT,__text) external _siginterrupt
00000001802c7db4 (__TEXT,__text) external _sigismember
00000001802b1054 (__TEXT,__text) external _signal
00000001802b105c (__TEXT,__text) non-external _signal__
00000001d920ca00 (__DATA,__bss) non-external _signo
0000000180304110 (__TEXT,__text) external _sigpause
00000001802c4270 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00000001802bad4c (__TEXT,__text) external _sigrelse
00000001802babf4 (__TEXT,__text) external _sigset
00000001802c41f0 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00000001802c4184 (__TEXT,__text) external _sigvec
00000001802c418c (__TEXT,__text) non-external _sigvec__
00000001802c7454 (__TEXT,__text) non-external _skip
00000001d920b3ec (__DATA,__data) external _skip
00000001802e09dc (__TEXT,__text) external _sl_add
00000001802e0ae0 (__TEXT,__text) external _sl_find
00000001802e0a54 (__TEXT,__text) external _sl_free
00000001802e0988 (__TEXT,__text) external _sl_init
0000000180305a88 (__TEXT,__text) non-external _sl_init.cold.1
0000000180305aa4 (__TEXT,__text) non-external _sl_init.cold.2
00000001d920c9e0 (__DATA,__bss) non-external _slash
00000001802a60f4 (__TEXT,__text) external _sleep
00000001802b7b68 (__TEXT,__text) external _sleep$NOCANCEL
00000001d920c2a0 (__DATA,__bss) non-external _slot
0000000180299ef4 (__TEXT,__text) external _snprintf
0000000180299ea0 (__TEXT,__text) external _snprintf_l
00000001802e1ecc (__TEXT,__text) external _snvis
00000001802e9088 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00000001802a0054 (__TEXT,__text) external _sprintf
00000001802b0acc (__TEXT,__text) external _sprintf_l
00000001802cfb74 (__TEXT,__text) non-external (was a private external) _sputrune
00000001d920c968 (__DATA,__bss) non-external _sputrune.warn_depreciated
00000001802f9628 (__TEXT,__text) external _sradixsort
00000001802b8238 (__TEXT,__text) external _srand
00000001802b8ac8 (__TEXT,__text) external _srand48
00000001802f9c04 (__TEXT,__text) external _sranddev
000000018029c3d0 (__TEXT,__text) external _srandom
00000001802b5d44 (__TEXT,__text) external _srandomdev
000000018029dce4 (__TEXT,__text) external _sscanf
0000000180297b44 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00000001802cd930 (__TEXT,__text) external _stat_with_subsystem
00000001d920b350 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00000001802ba58c (__TEXT,__text) external _statvfs
00000001802a6184 (__TEXT,__text) non-external _statx1
00000001802cf1e0 (__TEXT,__text) external _statx_np
00000001802a6390 (__TEXT,__text) non-external _statx_syscall
000000018029b714 (__TEXT,__text) external _stpcpy
000000018029a624 (__TEXT,__text) external _stpncpy
00000001802e208c (__TEXT,__text) external _stravis
0000000180294b44 (__TEXT,__text) external _strcasecmp
0000000180294b68 (__TEXT,__text) external _strcasecmp_l
000000018029b300 (__TEXT,__text) external _strcasestr
000000018029b324 (__TEXT,__text) external _strcasestr_l
00000001802965b4 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00000001802b9aec (__TEXT,__text) external _strcoll
00000001802b9b10 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
000000018029fa8c (__TEXT,__text) external _strcspn
000000018028e8a4 (__TEXT,__text) external _strdup
00000001802e2124 (__TEXT,__text) external _strenvisx
000000018029fc58 (__TEXT,__text) external _strerror
00000001802a2c28 (__TEXT,__text) external _strerror_r
0000000180300bec (__TEXT,__text) external _strfmon
00000001803018e4 (__TEXT,__text) external _strfmon_l
00000001802b9198 (__TEXT,__text) external _strftime
00000001802af97c (__TEXT,__text) external _strftime_l
00000001d920c328 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00000001802f51e0 (__TEXT,__text) external _strmode
000000018029fe80 (__TEXT,__text) external _strncasecmp
00000001802936d0 (__TEXT,__text) external _strncasecmp_l
00000001802a4204 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
000000018029af28 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
000000018028e8f8 (__TEXT,__text) external _strnstr
00000001802e1db0 (__TEXT,__text) external _strnunvis
00000001802e1c2c (__TEXT,__text) external _strnunvisx
0000000180305b18 (__TEXT,__text) non-external _strnunvisx.cold.1
0000000180305b44 (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180305b70 (__TEXT,__text) non-external _strnunvisx.cold.3
00000001802b3af4 (__TEXT,__text) external _strnvis
00000001802e20ec (__TEXT,__text) external _strnvisx
00000001802bd054 (__TEXT,__text) external _strpbrk
00000001802f503c (__TEXT,__text) external _strptime
00000001802b6334 (__TEXT,__text) external _strptime_l
000000018028e994 (__TEXT,__text) external _strrchr
00000001802e1ffc (__TEXT,__text) external _strsenvisx
000000018029fd74 (__TEXT,__text) external _strsep
00000001802f5498 (__TEXT,__text) external _strsignal
00000001802f5324 (__TEXT,__text) external _strsignal_r
00000001802e1f60 (__TEXT,__text) external _strsnvis
00000001802e1fcc (__TEXT,__text) external _strsnvisx
000000018029fb5c (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00000001802e1f28 (__TEXT,__text) external _strsvis
00000001802e1f8c (__TEXT,__text) external _strsvisx
00000001802b5174 (__TEXT,__text) external _strtod
0000000180293800 (__TEXT,__text) external _strtod_l
0000000180308528 (__TEXT,__const) non-external _strtod_l.fpi
000000018030853c (__TEXT,__const) non-external _strtod_l.fpinan
00000001802a35cc (__TEXT,__text) external _strtof
00000001802a0b34 (__TEXT,__text) external _strtof_l
00000001803085dc (__TEXT,__const) non-external _strtof_l.fpi0
00000001802c7ea4 (__TEXT,__text) external _strtofflags
00000001802fae30 (__TEXT,__text) external _strtoimax
0000000180299308 (__TEXT,__text) external _strtoimax_l
00000001802be9d8 (__TEXT,__text) external _strtok
00000001d920cf28 (__DATA,__bss) non-external _strtok.last
00000001802a5858 (__TEXT,__text) external _strtok_r
0000000180297608 (__TEXT,__text) external _strtol
00000001802930f4 (__TEXT,__text) external _strtol_l
00000001802c0e88 (__TEXT,__text) external _strtold
00000001802c2fb4 (__TEXT,__text) external _strtold_l
000000018028e600 (__TEXT,__text) external _strtoll
000000018028e624 (__TEXT,__text) external _strtoll_l
00000001802eaf10 (__TEXT,__text) external _strtonum
00000001802fae54 (__TEXT,__text) external _strtoq
00000001802fae78 (__TEXT,__text) external _strtoq_l
000000018029ac40 (__TEXT,__text) external _strtoul
000000018029ac64 (__TEXT,__text) external _strtoul_l
00000001802af514 (__TEXT,__text) external _strtoull
00000001802af538 (__TEXT,__text) external _strtoull_l
00000001802c3120 (__TEXT,__text) external _strtoumax
000000018029dd34 (__TEXT,__text) external _strtoumax_l
00000001802b1024 (__TEXT,__text) external _strtouq
00000001802fae7c (__TEXT,__text) external _strtouq_l
00000001802e1da0 (__TEXT,__text) external _strunvis
00000001802e1d90 (__TEXT,__text) external _strunvisx
00000001802c1848 (__TEXT,__text) external _strvis
00000001802e20a8 (__TEXT,__text) external _strvisx
00000001802f5860 (__TEXT,__text) external _strxfrm
00000001802f55a0 (__TEXT,__text) external _strxfrm_l
00000001d920d038 (__DATA,__common) external _suboptarg
00000001d920c8b0 (__DATA,__bss) non-external _subsystem_root_path
00000001802e1e74 (__TEXT,__text) external _svis
00000001802f5884 (__TEXT,__text) external _swab
00000001802ee2f0 (__TEXT,__text) external _swprintf
00000001802ee340 (__TEXT,__text) external _swprintf_l
00000001802ee36c (__TEXT,__text) external _swscanf
00000001802ee3bc (__TEXT,__text) external _swscanf_l
00000001802cdff0 (__TEXT,__text) external _sxprintf
00000001802ce764 (__TEXT,__text) external _sxprintf_exec
00000001802cfe98 (__TEXT,__text) external _sync_volume_np
0000000180308fdf (__TEXT,__const) non-external _syntax_error_str
00000001d420a100 (__DATA_CONST,__const) external _sys_errlist
0000000180307fc8 (__TEXT,__const) external _sys_nerr
00000001d420aa90 (__DATA_CONST,__const) external _sys_siglist
00000001d420a990 (__DATA_CONST,__const) external _sys_signame
00000001802997d0 (__TEXT,__text) external _sysconf
000000018029275c (__TEXT,__text) external _sysctl
0000000180292958 (__TEXT,__text) external _sysctlbyname
00000001802c0954 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
0000000180304234 (__TEXT,__text) external _system
00000001802fae80 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00000001803041f4 (__TEXT,__text) external _tcdrain
00000001802e116c (__TEXT,__text) external _tcdrain$NOCANCEL
00000001802e120c (__TEXT,__text) external _tcflow
00000001802e1198 (__TEXT,__text) external _tcflush
00000001802b4cac (__TEXT,__text) external _tcgetattr
00000001802b3a94 (__TEXT,__text) external _tcgetpgrp
00000001802cefd8 (__TEXT,__text) external _tcgetsid
00000001802e10e4 (__TEXT,__text) external _tcsendbreak
00000001802c1278 (__TEXT,__text) external _tcsetattr
00000001802c1220 (__TEXT,__text) external _tcsetpgrp
00000001802c1750 (__TEXT,__text) external _tdelete
00000001802e0ea8 (__TEXT,__text) external _telldir
00000001802ee3e8 (__TEXT,__text) external _tempnam
00000001d920c298 (__DATA,__bss) non-external _tf
00000001802c145c (__TEXT,__text) external _tfind
00000001802c81f0 (__TEXT,__text) external _thread_stack_async_pcs
000000018029be10 (__TEXT,__text) external _thread_stack_pcs
00000001d920aff0 (__DATA,__data) non-external _threadsafe
000000018029a204 (__TEXT,__text) external _time
00000001802a69d0 (__TEXT,__text) non-external _time2
00000001802f4d2c (__TEXT,__text) external _time2posix
00000001802a6a60 (__TEXT,__text) non-external _time2sub
00000001802b7b44 (__TEXT,__text) external _timegm
00000001802f4cf8 (__TEXT,__text) external _timelocal
00000001802f4d08 (__TEXT,__text) external _timeoff
00000001802e12bc (__TEXT,__text) external _times
00000001802fb7ec (__TEXT,__text) external _timespec_get
0000000180297174 (__TEXT,__text) non-external _timesub
00000001db73cc80 (__DATA_DIRTY,__common) external _timezone
00000001802af7ac (__TEXT,__text) external _timingsafe_bcmp
0000000180308550 (__TEXT,__const) non-external _tinytens
00000001d920ceb8 (__DATA,__bss) non-external _tm
00000001802ee5ac (__TEXT,__text) external _tmpfile
00000001802ee6f8 (__TEXT,__text) external _tmpnam
00000001d920cd48 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001d920cd50 (__DATA,__bss) non-external _tmpnam_buf
00000001802ee7ac (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001d920b2c8 (__DATA,__data) non-external _tmpnam_buf_control
0000000180308008 (__TEXT,__const) non-external _tmundef
00000001802c9fc8 (__TEXT,__text) external _toascii
00000001802bd0dc (__TEXT,__text) external _tolower
00000001802cab9c (__TEXT,__text) external _tolower_l
00000001d920c9b8 (__DATA,__bss) non-external _toprec
00000001d920c9c0 (__DATA,__bss) non-external _topreclen
00000001802c9fd0 (__TEXT,__text) external _toupper
00000001802cabbc (__TEXT,__text) external _toupper_l
00000001802e7398 (__TEXT,__text) external _towctrans
00000001802e72b8 (__TEXT,__text) external _towctrans_l
00000001802cb0a4 (__TEXT,__text) external _towlower
00000001802cb6b4 (__TEXT,__text) external _towlower_l
00000001802cb0e0 (__TEXT,__text) external _towupper
00000001802cb6d4 (__TEXT,__text) external _towupper_l
0000000180296928 (__TEXT,__text) non-external _transtime
00000001802ac2d0 (__TEXT,__text) non-external _tre_add_tag_left
000000018030202c (__TEXT,__text) non-external _tre_add_tag_right
00000001802aa9a0 (__TEXT,__text) non-external _tre_add_tags
00000001802aa954 (__TEXT,__text) external _tre_ast_new_catenation
00000001802aa700 (__TEXT,__text) external _tre_ast_new_iter
00000001802aa4c4 (__TEXT,__text) external _tre_ast_new_literal
00000001802aa510 (__TEXT,__text) external _tre_ast_new_node
00000001802aa6b4 (__TEXT,__text) external _tre_ast_new_union
00000001802ac93c (__TEXT,__text) non-external _tre_ast_to_tnfa
00000001802a736c (__TEXT,__text) external _tre_compile
00000001802c3b3c (__TEXT,__text) non-external _tre_copy_ast
00000001802b0af8 (__TEXT,__text) external _tre_fill_pmatch
00000001802b0cc0 (__TEXT,__text) external _tre_free
00000001d420b7d0 (__DATA_CONST,__const) non-external _tre_macros
00000001802aca34 (__TEXT,__text) non-external _tre_make_trans
00000001802ace50 (__TEXT,__text) non-external _tre_match
00000001802ac394 (__TEXT,__text) non-external _tre_match_empty
00000001802aa598 (__TEXT,__text) external _tre_mem_alloc_impl
00000001802acd5c (__TEXT,__text) external _tre_mem_destroy
00000001802a869c (__TEXT,__text) external _tre_mem_new_impl
00000001802ac130 (__TEXT,__text) non-external _tre_merge_branches
00000001802aa8a4 (__TEXT,__text) non-external _tre_new_item
00000001802a86c0 (__TEXT,__text) external _tre_parse
00000001802c3924 (__TEXT,__text) non-external _tre_parse_bound
00000001802c1588 (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180304070 (__TEXT,__text) non-external _tre_search_cnames
00000001802ac59c (__TEXT,__text) non-external _tre_set_union
00000001802acdbc (__TEXT,__text) external _tre_stack_destroy
00000001802a8630 (__TEXT,__text) external _tre_stack_new
00000001802aa3c0 (__TEXT,__text) external _tre_stack_num_objects
00000001802aa4a8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00000001802aa93c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00000001802aa3d0 (__TEXT,__text) non-external _tre_stack_push
00000001802aa3c8 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00000001802aa6b0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
0000000180302110 (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001802ad008 (__TEXT,__text) external _tre_tnfa_run_parallel
00000001802fb0fc (__TEXT,__text) non-external _trecurse
00000001802c14e4 (__TEXT,__text) external _tsearch
00000001802bce64 (__TEXT,__text) external _ttyname
00000001d920ca90 (__DATA,__bss) non-external _ttyname_init
00000001d920ca98 (__DATA,__bss) non-external _ttyname_key
00000001d920b0d8 (__DATA,__data) non-external _ttyname_lock
00000001802bcf80 (__TEXT,__text) external _ttyname_r
00000001802e1404 (__TEXT,__text) external _ttyslot
00000001802fb0e8 (__TEXT,__text) external _twalk
0000000180296608 (__TEXT,__text) non-external _typesequiv
0000000180295478 (__TEXT,__text) non-external _tzload
00000001db73b2d8 (__DATA_DIRTY,__data) external _tzname
0000000180295e90 (__TEXT,__text) non-external _tzparse
0000000180299eec (__TEXT,__text) external _tzset
00000001802f4ce4 (__TEXT,__text) external _tzsetwall
0000000180295250 (__TEXT,__text) non-external _tzsetwall_basic
00000001802e140c (__TEXT,__text) external _ualarm
00000001d920b290 (__DATA,__data) non-external _uglue
00000001802e1498 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001802cf30c (__TEXT,__text) external _umaskx_np
00000001802a3438 (__TEXT,__text) external _uname
0000000180308fec (__TEXT,__const) non-external _unbound_variable_str
00000001802b51e4 (__TEXT,__text) external _ungetc
00000001802ee874 (__TEXT,__text) external _ungetwc
00000001802ee8f8 (__TEXT,__text) external _ungetwc_l
00000001d920cfc0 (__DATA,__bss) non-external _union_arg_queue
00000001d920c249 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00000001802b3910 (__TEXT,__text) external _unlockpt
0000000180292a28 (__TEXT,__text) external _unsetenv
00000001802e1530 (__TEXT,__text) external _unvis
0000000180305ac0 (__TEXT,__text) non-external _unvis.cold.1
0000000180305aec (__TEXT,__text) non-external _unvis.cold.2
00000001802a3260 (__TEXT,__text) external _uselocale
000000018029b484 (__TEXT,__text) external _usleep
00000001802e1db8 (__TEXT,__text) external _usleep$NOCANCEL
00000001db73c220 (__DATA_DIRTY,__bss) non-external _usual
00000001db73b450 (__DATA_DIRTY,__bss) non-external _usual_extra
00000001802e1e08 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001d420a6a8 (__DATA_CONST,__const) non-external _utmpx_types
0000000180300aec (__TEXT,__text) external _utmpxname
0000000180294d10 (__TEXT,__text) external _uuid_clear
0000000180299f44 (__TEXT,__text) external _uuid_compare
000000018029269c (__TEXT,__text) external _uuid_copy
000000018029fe14 (__TEXT,__text) external _uuid_generate
000000018029c330 (__TEXT,__text) external _uuid_generate_random
00000001802cecac (__TEXT,__text) external _uuid_generate_time
00000001d920c908 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001d920c900 (__DATA,__bss) non-external _uuid_generate_time.node_id
000000018029fce4 (__TEXT,__text) external _uuid_is_null
000000018029aed8 (__TEXT,__text) external _uuid_pack
000000018029aae4 (__TEXT,__text) external _uuid_parse
000000018029a014 (__TEXT,__text) external _uuid_unpack
000000018029fd0c (__TEXT,__text) external _uuid_unparse
00000001802b8248 (__TEXT,__text) external _uuid_unparse_lower
000000018029a268 (__TEXT,__text) external _uuid_unparse_upper
00000001d420a940 (__DATA_CONST,__const) non-external _validlist
000000018028e9bc (__TEXT,__text) external _vasprintf
000000018029b468 (__TEXT,__text) external _vasprintf_l
00000001802bee44 (__TEXT,__text) external _vasxprintf
00000001802ce7f0 (__TEXT,__text) external _vasxprintf_exec
00000001802bd4c4 (__TEXT,__text) external _vdprintf
00000001802bd4a8 (__TEXT,__text) external _vdprintf_l
00000001802ce080 (__TEXT,__text) external _vdxprintf
00000001802ce80c (__TEXT,__text) external _vdxprintf_exec
0000000180305740 (__TEXT,__text) external _verr
0000000180305654 (__TEXT,__text) external _verrc
00000001803057b8 (__TEXT,__text) external _verrx
00000001802cf098 (__TEXT,__text) external _vfork
00000001802c1e28 (__TEXT,__text) external _vfprintf
000000018029f788 (__TEXT,__text) external _vfprintf_l
00000001802eefe4 (__TEXT,__text) external _vfscanf
00000001802ef2e4 (__TEXT,__text) external _vfscanf_l
00000001802f1e08 (__TEXT,__text) external _vfwprintf
00000001802ef38c (__TEXT,__text) external _vfwprintf_l
00000001802f2600 (__TEXT,__text) external _vfwscanf
00000001802f4044 (__TEXT,__text) external _vfwscanf_l
00000001802ce098 (__TEXT,__text) external _vfxprintf
00000001802ce828 (__TEXT,__text) external _vfxprintf_exec
00000001802c1884 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00000001802bd2c4 (__TEXT,__text) external _vprintf
00000001802f40e4 (__TEXT,__text) external _vprintf_l
00000001802f4100 (__TEXT,__text) external _vscanf
00000001802f417c (__TEXT,__text) external _vscanf_l
0000000180291f24 (__TEXT,__text) external _vsnprintf
0000000180299ecc (__TEXT,__text) external _vsnprintf_l
000000018029a0d4 (__TEXT,__text) external _vsprintf
000000018029a100 (__TEXT,__text) external _vsprintf_l
00000001802f4200 (__TEXT,__text) external _vsscanf
0000000180297b70 (__TEXT,__text) external _vsscanf_l
00000001802f4420 (__TEXT,__text) external _vswprintf
00000001802f422c (__TEXT,__text) external _vswprintf_l
00000001802f461c (__TEXT,__text) external _vswscanf
00000001802f444c (__TEXT,__text) external _vswscanf_l
00000001802ce0b0 (__TEXT,__text) external _vsxprintf
00000001802ce844 (__TEXT,__text) external _vsxprintf_exec
0000000180305958 (__TEXT,__text) external _vwarn
00000001803058ac (__TEXT,__text) external _vwarnc
00000001803059f4 (__TEXT,__text) external _vwarnx
00000001802f4648 (__TEXT,__text) external _vwprintf
00000001802f4680 (__TEXT,__text) external _vwprintf_l
00000001802f469c (__TEXT,__text) external _vwscanf
00000001802f46d4 (__TEXT,__text) external _vwscanf_l
00000001802ce0d4 (__TEXT,__text) external _vxprintf
00000001802ce868 (__TEXT,__text) external _vxprintf_exec
00000001802bc198 (__TEXT,__text) external _wait
00000001802e2480 (__TEXT,__text) external _wait$NOCANCEL
00000001802e2494 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00000001802b8a10 (__TEXT,__text) external _waitpid
00000001802e24a8 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180305870 (__TEXT,__text) external _warn
000000018030599c (__TEXT,__text) external _warnc
00000001803059c8 (__TEXT,__text) external _warnx
00000001802f58f8 (__TEXT,__text) external _wcpcpy
00000001802f5918 (__TEXT,__text) external _wcpncpy
00000001802e5534 (__TEXT,__text) external _wcrtomb
00000001802b80ec (__TEXT,__text) external _wcrtomb_l
00000001802f5a30 (__TEXT,__text) external _wcscasecmp
00000001802f5988 (__TEXT,__text) external _wcscasecmp_l
00000001802f5a54 (__TEXT,__text) external _wcscat
00000001802b4b30 (__TEXT,__text) external _wcschr
00000001802f5a78 (__TEXT,__text) external _wcscmp
00000001802f603c (__TEXT,__text) external _wcscoll
00000001802f5aa0 (__TEXT,__text) external _wcscoll_l
00000001802f6060 (__TEXT,__text) external _wcscpy
00000001802f6af4 (__TEXT,__text) external _wcscspn
00000001802f6b38 (__TEXT,__text) external _wcsdup
00000001802e5778 (__TEXT,__text) external _wcsftime
00000001802e5588 (__TEXT,__text) external _wcsftime_l
00000001802f6b90 (__TEXT,__text) external _wcslcat
00000001802f6c38 (__TEXT,__text) external _wcslcpy
00000001802b4588 (__TEXT,__text) external _wcslen
00000001802f6d58 (__TEXT,__text) external _wcsncasecmp
00000001802f6c98 (__TEXT,__text) external _wcsncasecmp_l
00000001802f6d7c (__TEXT,__text) external _wcsncat
00000001802f6dcc (__TEXT,__text) external _wcsncmp
00000001802f6e08 (__TEXT,__text) external _wcsncpy
00000001802f6e70 (__TEXT,__text) external _wcsnlen
00000001802e57d8 (__TEXT,__text) external _wcsnrtombs
00000001802e579c (__TEXT,__text) external _wcsnrtombs_l
00000001802f6ea0 (__TEXT,__text) external _wcspbrk
00000001802f6ed8 (__TEXT,__text) external _wcsrchr
00000001802e5a64 (__TEXT,__text) external _wcsrtombs
00000001802e5a1c (__TEXT,__text) external _wcsrtombs_l
00000001802f6efc (__TEXT,__text) external _wcsspn
00000001802f72cc (__TEXT,__text) external _wcsstr
00000001802e5d58 (__TEXT,__text) external _wcstod
00000001802e5b28 (__TEXT,__text) external _wcstod_l
00000001802e5fac (__TEXT,__text) external _wcstof
00000001802e5d7c (__TEXT,__text) external _wcstof_l
00000001802e6224 (__TEXT,__text) external _wcstoimax
00000001802e5fd0 (__TEXT,__text) external _wcstoimax_l
00000001802f7350 (__TEXT,__text) external _wcstok
00000001802e649c (__TEXT,__text) external _wcstol
00000001802e6248 (__TEXT,__text) external _wcstol_l
00000001802e66f0 (__TEXT,__text) external _wcstold
00000001802e64c0 (__TEXT,__text) external _wcstold_l
00000001802e6968 (__TEXT,__text) external _wcstoll
00000001802e6714 (__TEXT,__text) external _wcstoll_l
00000001802e6a30 (__TEXT,__text) external _wcstombs
00000001802e698c (__TEXT,__text) external _wcstombs_l
00000001802e6d38 (__TEXT,__text) external _wcstoul
00000001802e6ae8 (__TEXT,__text) external _wcstoul_l
00000001802e6fac (__TEXT,__text) external _wcstoull
00000001802e6d5c (__TEXT,__text) external _wcstoull_l
00000001802e7220 (__TEXT,__text) external _wcstoumax
00000001802e6fd0 (__TEXT,__text) external _wcstoumax_l
00000001802f7464 (__TEXT,__text) external _wcswidth
00000001802f73d4 (__TEXT,__text) external _wcswidth_l
00000001802f7650 (__TEXT,__text) external _wcsxfrm
00000001802f7488 (__TEXT,__text) external _wcsxfrm_l
00000001802c376c (__TEXT,__text) external _wctob
00000001802c3790 (__TEXT,__text) external _wctob_l
00000001802b4b50 (__TEXT,__text) external _wctomb
00000001802e7244 (__TEXT,__text) external _wctomb_l
00000001802e73bc (__TEXT,__text) external _wctrans
00000001802e7490 (__TEXT,__text) external _wctrans_l
00000001802e7560 (__TEXT,__text) external _wctype
00000001802e7494 (__TEXT,__text) external _wctype_l
00000001d420aca8 (__DATA_CONST,__const) non-external _wctype_l.props
00000001802e7584 (__TEXT,__text) external _wcwidth
00000001802e7618 (__TEXT,__text) external _wcwidth_l
00000001802f6a78 (__TEXT,__text) non-external _we_read_fully
0000000180308ec8 (__TEXT,__const) non-external _wildabbr
00000001802f7674 (__TEXT,__text) external _wmemchr
00000001802f7698 (__TEXT,__text) external _wmemcmp
00000001802f76d0 (__TEXT,__text) external _wmemcpy
00000001802f76d8 (__TEXT,__text) external _wmemmove
00000001802f76e0 (__TEXT,__text) external _wmemset
