00007ffb0e534a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0e5469de (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ffb0e546a01 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ffb0e546a24 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffb0e546a47 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffb43f00168 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffb0e535c84 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffb0e541b04 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffb0e5429ea (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffb0e544158 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb0e523cd5 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb0e51d104 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb0e545c7d (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb0e545ca0 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb0e545cc3 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb0e545ce6 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb0e545d09 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb0e545d2c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb0e545d4f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb0e5441d6 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb0e544214 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb0e51b771 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb0e5455c5 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb0e5447f6 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb0e51adf8 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0e535c46 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb0e53adbe (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb0e521bc5 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0e5199a8 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0e5375c4 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb0e53ad5e (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0e5265ff (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0e526d58 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb0e546eaf (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb0e546ed2 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0e526d98 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb0e546ef5 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb0e546f18 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb0e546f3b (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb0e546f5e (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb0e544834 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb433b7f60 (__DATA_DIRTY,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb0e5313d0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb43f00170 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb0e537a30 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb0e53ad2e (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0e526686 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0e5262ff (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb0e51d51e (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb0e545dfe (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb0e545e32 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0e5284af (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb0e51ee7f (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb
00007ffb0e5463de (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.1
00007ffb0e546401 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.2
00007ffb0e546424 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespecb.cold.3
00007ffb0e5483e0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb0e53a1b0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb0e53ad8e (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0e526794 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0e527252 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb0e547053 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb0e547076 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb43f00150 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb0e538904 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb0e54c2f0 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0e525c97 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb0e541178 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb0e54b960 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0e525d1c (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0e52956e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb0e5471f7 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb0e54721a (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb0e54723d (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb0e5448d2 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb0e54b2a8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb0e54c930 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb0e54b130 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb0e54b558 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb0e54bd68 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb0e54bec0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb0e54c448 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb0e51a08d (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0e53581e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb0e51eaf6 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb0e548b28 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb0e54a3a8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb0e54b400 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0e526250 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0e525f00 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb0e546d74 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0e536792 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb0e5396ba (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb0e549c40 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0e52638e (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb0e549448 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb0e549ab8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb0e54afa8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb0e54b808 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0e5292ab (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb0e547148 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb0e54716b (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb0e54718e (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb0e5471b1 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0e5253a1 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb0e546bd4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb0e51f4f1 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb0e54648d (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb0e548de0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb0e54aa88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb0e54ae20 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb0e54b6b0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb0e54bab8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb0e54bc10 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb0e54c038 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0e5264a6 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb0e548c80 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb43f00160 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb0e54a140 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb0e549120 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb0e549ec0 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb0e54c190 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb0e5492b0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb0e549d80 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb0e549920 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb0e54a000 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb0e5401c0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb0e5495d0 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0e52510c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb0e546b8e (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb0e546bb1 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb0e54a8d8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb0e54c5a0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb0e542945 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb0e548978 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb0e5409da (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb0e548f70 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb0e549770 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb0e547fa0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb0e547f70 (__TEXT,__const) non-external __ZL4yyr2
00007ffb0e5450fd (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb0e54a528 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb0e54ac08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb0e54a6f8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb0e54c6e0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0e52442f (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb0e546a8d (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb0e546ab0 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb0e51a83b (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb0e547d20 (__TEXT,__const) non-external __ZL6yypact
00007ffb43f00158 (__DATA,__bss) non-external __ZL7gServer
00007ffb0e547e60 (__TEXT,__const) non-external __ZL7yycheck
00007ffb0e547fc1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb0e547ed0 (__TEXT,__const) non-external __ZL7yytable
00007ffb0e5343ae (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb0e53474a (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb0e547f40 (__TEXT,__const) non-external __ZL8yydefact
00007ffb0e51ca36 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb0e545a07 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb0e544864 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0e51b2f3 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb0e547fe0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb43effd40 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb0e51afe2 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb0e51b105 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0e51abfc (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb0e547fd0 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb0e531bdc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb0e5472ef (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00007ffb0e531d86 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb0e531862 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb0e531490 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb0e531578 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb0e531270 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb0e531aaa (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0e52389a (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb0e53843c (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0e523abe (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb0e53875c (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb0e523934 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb0e538658 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0e538554 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0e523982 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb0e52381c (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb0e546952 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb0e538846 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb0e5383a8 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0e523a3a (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb0e523780 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb0e523724 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0e5238ea (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb0e52368a (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb0e52390a (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb0e523ae8 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb0e5382f8 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb0e523a88 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb0e5239de (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb0e538302 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb0e5213a0 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb0e53ab1c (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0e53ac8a (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb0e52140e (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0e5213bc (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb0e5466ff (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb0e53aab6 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0e5213ae (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb0e52144e (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb0e53aad8 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb0e52354e (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb0e54361a (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0e52361c (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb0e54393a (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
