00007ffb06aa4372 (__TEXT,__text) non-external _DiToMD5
00007ffb06ab5cc9 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffb4335d848 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffb06aa55a4 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffb06ab109c (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffb06ab1f82 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffb06ab34d0 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb06a938cf (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb06a8d0a5 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb06ab4f35 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb06ab4f58 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb06ab4f7b (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb06ab4f9e (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb06ab4fc1 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb06ab4fe4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb06ab5007 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb06ab354e (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb06ab358c (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb06a8b762 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb06ab487d (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb06ab3b6e (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb06a8adc3 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb06aa5566 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb06aaa6e4 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb06a917cb (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb06a89940 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb06aa6ee8 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb06aaa684 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb06a961a7 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb06a96900 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb06ab6130 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb06ab6153 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb06a96940 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb06ab6176 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb06ab6199 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb06ab61bc (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb06ab61df (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb06ab3bac (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb4335d860 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb06aa0cf0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb4335d850 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb06aa7354 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb06aaa654 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb06a9622e (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb06a95eb1 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb06a8d4b6 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb06ab50b6 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb06ab50ea (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb06a9805d (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb06a8ed3a (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb06ab5660 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb06ab5683 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb06ab56a6 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb06ab7660 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb06aa9ad6 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb06aaa6b4 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb06a9633c (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb06a96dfa (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb06ab62d4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb06ab62f7 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb4335d840 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb06aa8228 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb06abb400 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb06a95827 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb06ab0710 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb06abaa70 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb06a958ac (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb06a9913f (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb06ab6478 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb06ab649b (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb06ab64be (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb06ab3c4a (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb06aba3b8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb06abba40 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb06aba240 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb06aba668 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb06abae78 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb06abafd0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb06abb558 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb06a8a025 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb06aa513e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb06a8e9e4 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb06ab7c38 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb06ab94b8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb06aba510 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb06a95e02 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb06a95aa8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb06ab5ff5 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb06aa60b2 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb06aa8fde (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb06ab8d50 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb06a95f40 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb06ab8558 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb06ab8bc8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb06aba0b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb06aba918 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb06a98e5d (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb06ab63c9 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb06ab63ec (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb06ab640f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb06ab6432 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb06a94f51 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb06ab5e78 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb06a8f317 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb06ab570f (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb06ab7ef0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb06ab9b98 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb06ab9f30 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb06aba7c0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb06ababc8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb06abad20 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb06abb148 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb06a96058 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb06ab7d90 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb4335d844 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb06ab9250 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb06ab8230 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb06ab8fd0 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb06abb2a0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb06ab83c0 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb06ab8e90 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb06ab8a30 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb06ab9110 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb06aaf754 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb06ab86e0 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb06a94cec (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb06ab5e0f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb06ab5e32 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb06ab5e55 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb06ab99e8 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb06abb6b0 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb06ab1edd (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb06ab7a88 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb06aaff70 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb06ab8080 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb06ab8880 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb06ab7220 (__TEXT,__const) non-external __ZL4yyr1
00007ffb06ab71f0 (__TEXT,__const) non-external __ZL4yyr2
00007ffb06ab4477 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb06ab9638 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb06ab9d18 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb06ab9808 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb06abb7f0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb06a94027 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb06ab5d0f (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb06ab5d32 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb06a8a7db (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb06ab6fa0 (__TEXT,__const) non-external __ZL6yypact
00007ffb06ab70e0 (__TEXT,__const) non-external __ZL7yycheck
00007ffb06ab7241 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb06ab7150 (__TEXT,__const) non-external __ZL7yytable
00007ffb06aa3cd2 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb06aa406e (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb06ab71c0 (__TEXT,__const) non-external __ZL8yydefact
00007ffb06a8ca06 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb06ab4cbf (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb06ab3bdc (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb06a8b2c4 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb06ab7260 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb4335d430 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb06a8afac (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb06a8b0cf (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb06a8abc8 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb06ab7250 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb06aa14fc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb06ab656f (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00007ffb06aa16a6 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb06aa1182 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb06aa0db0 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb06aa0e98 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb06aa0b90 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb06aa13ca (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb06a9348c (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb06aa7d60 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb06a936b0 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb06aa8080 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb06a93526 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb06aa7f7c (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb06aa7e78 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb06a93574 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb06a9340e (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb06ab5bd4 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb06aa816a (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb06aa7ccc (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb06a9362c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb06a93372 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb06a93316 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb06a934dc (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb06a93278 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb06a934fc (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb06a936da (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb06aa7c1c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb06a9367a (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb06a935d0 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb06aa7c26 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb06a91014 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb06aaa442 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb06aaa5b0 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb06a91082 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb06a91030 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb06ab5981 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb06aaa3dc (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb06a91022 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb06a910c2 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb06aaa3fe (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb06a9313c (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb06ab2992 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb06a9320a (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb06ab2cb2 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb06ab2bae (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb06ab2aaa (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
