00000001abebac00 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001abebb7b4 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001abeaf0a4 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001abeaf9a4 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001abeabde0 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001abeafa30 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001abeb16ac (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00000001abeb3790 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001abeb1338 (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00000001abeaefcc (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001abeb0fac (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001abeb1264 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00000001abeaf768 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001abeafa4c (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001abebafb4 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00000001abeaf4bc (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001abeaf83c (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001abeb3ba8 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001abea52a4 (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00000001abeaf594 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001abeaf2bc (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001abeb3860 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001abeb3dbc (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001abeaf1b0 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001abea5c50 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001abeaf9c4 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001abead7b0 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001abeb3ccc (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001abead6a8 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001abead6b8 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.7
00000001abeaf670 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001abeb39e8 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001abeba93c (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001abeb1e54 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001abeb54a0 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001abeb1e64 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001abeb54b0 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001abeb59f0 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001abeb5aa0 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001abebde44 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001abebb5c0 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
00000001abeb2238 (__TEXT,__text) non-external ___SafariSafeBrowsingLibraryCore_block_invoke
00000001e6d171a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001e6d17188 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001e6d171c8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001e6d17248 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e6d17148 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001e6d17268 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001e6d17228 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?B"NSError">16l
00000001e6d17208 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?B"NSError">16l
00000001e6d17168 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00000001f11c41a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001f11c40d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001f11c4290 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001f11c3ba0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001f11c3bf0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e22_v24?0"NSString"8^B16l
00000001f11c3ab0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001f11c3cc0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f11c3ea0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001f11c3c90 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001f11c3b40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001f11c42f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001e6d171e8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?B"NSError">16l
00000001f11c4010 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f11c4350 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f11c4200 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001f11c4170 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001f11c4320 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001f11c40a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00000001f11c42c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001f11c3ae0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f11c3b70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001f11c3d20 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f11c41d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001f11c4230 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001f11c3cf0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001f11c3c60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001f11c3b10 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00000001f11c4260 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001f11c4120 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001f11c3d50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001f11c3bd0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3c20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3c40 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3d80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3e80 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3ed0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3ff0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c4100 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c4150 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c4380 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f11c3de0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001f11c4040 (__AUTH_CONST,__const) non-external ___block_literal_global.115
00000001f11c4060 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001f11c4080 (__AUTH_CONST,__const) non-external ___block_literal_global.119
00000001f11c3e00 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001f11c3e20 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001f11c3e40 (__AUTH_CONST,__const) non-external ___block_literal_global.19
00000001f11c3e60 (__AUTH_CONST,__const) non-external ___block_literal_global.22
00000001f11c3da0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001f11c3dc0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001f11c43a0 (__AUTH_CONST,__const) non-external ___block_literal_global.78
00000001f11c3ef0 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001f11c3f10 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001f11c3f30 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001f11c3f50 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001f11c3f70 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001f11c3f90 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001f11c3fb0 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001f11c3fd0 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001abeb5628 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001abeb5ac0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001abeb221c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001abeb557c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001abea4b30 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001abead9d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001abeb1fe8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001abea4c40 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001abeaaddc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001abea52b8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001abeb39fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001abea6108 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001abea5c90 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001abeba4fc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00000001abeb222c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001abeb55cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001abea4b38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001abeb2030 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001abea4c7c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001abea52fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001abeb3a48 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001abea614c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001abea5c9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001abeba50c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00000001abeb54b8 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001abeb5610 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001abebde44 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001abebab30 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001abeb20d8 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00000001abebd854 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00000001abeb3680 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001abeba4a0 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001abeaacd8 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001abeaa844 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001abebc6a8 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00000001abeb9f20 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00000001abec3bcd (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
                 (undefined) external _bzero (from libSystem)
00000001abeafab8 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001abec0ce0 (__TEXT,__const) external _cdResourceDirSlot
00000001abeb9d80 (__TEXT,__text) external _checkBOOLSetting
00000001abeb9e28 (__TEXT,__text) external _checkNumberSetting
00000001abeab3cc (__TEXT,__text) external _checkPathQuarantineState
00000001abebc9d8 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001abeab4c4 (__TEXT,__text) external _checkURLMountQuarantineState
00000001abeab324 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001abea85b4 (__TEXT,__text) external _copyAdhocSignatureHash
00000001abebbe20 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001abebc0d8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001abebbe90 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001abebbf00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001abebbf70 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001abebbff0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001abebc02c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001abebc09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001abea9f68 (__TEXT,__text) external _copyBootUUID
00000001abebc558 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001abea96c8 (__TEXT,__text) external _copyBundleID
00000001abebc148 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001abea97c0 (__TEXT,__text) external _copyBundleIDFromURL
00000001abea99e0 (__TEXT,__text) external _copyBundleVersion
00000001abebc148 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001abea98e8 (__TEXT,__text) external _copyBundleVersionShort
00000001abebc148 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001abea9854 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001abea8ff0 (__TEXT,__text) external _copyCdhash
00000001abebc148 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001abebc1b8 (__TEXT,__text) non-external _copyCdhash.cold.2
00000001abebc1f4 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001abea8f68 (__TEXT,__text) external _copyCdhashFromKextURL
00000001abeba088 (__TEXT,__text) external _copyCodeSigningInfo
00000001abea9d8c (__TEXT,__text) external _copyDeveloperName
00000001abebc148 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001abebc408 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001abebc478 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001abebc4e8 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001abeba514 (__TEXT,__text) external _copyEntitlements
00000001abeafee0 (__TEXT,__text) external _copyFileHashForData
00000001abeafc44 (__TEXT,__text) external _copyFileHashForURL
00000001abebd484 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001abebd524 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001abebd5c4 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001abea915c (__TEXT,__text) external _copyLegacyCdhash
00000001abea91cc (__TEXT,__text) external _copyLegacyCdhashSHA256
00000001abea6840 (__TEXT,__text) external _copyLegacyDeveloperName
00000001abeab094 (__TEXT,__text) external _copySecureTimestamp
00000001abebc148 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001abeaa10c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001abea95f0 (__TEXT,__text) external _copySigningID
00000001abebc148 (__TEXT,__text) non-external _copySigningID.cold.1
00000001abea940c (__TEXT,__text) external _copyTeamIdentifier
00000001abebc148 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001abea923c (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001abebc230 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001abebc2a8 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001abea9354 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001abebc320 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001abea9ad8 (__TEXT,__text) external _copyUnstagedURL
00000001abebc398 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001abea85ac (__TEXT,__text) external _createCodeReference
00000001abea8494 (__TEXT,__text) non-external _createCodeReferenceHelper
00000001abebbce8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001abebbd84 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001abea848c (__TEXT,__text) external _createCodeReferenceQuiet
00000001abea83d4 (__TEXT,__text) external _createHexStringFromData
00000001abeb5f80 (__TEXT,__text) non-external _createMigrationManifest
00000001abebe144 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001abeb9f78 (__TEXT,__text) external _createSecStaticCodeForURL
00000001abebe708 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001abeb9d44 (__TEXT,__text) external _createSystemPolicyDefaults
00000001abea9be8 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00000001eaa6f980 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001eaa6f988 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001abeb4f94 (__TEXT,__text) external _doBooleanXPCFunction
00000001abeb5200 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001abeb5208 (__TEXT,__text) external _doObjectXPCFunction
00000001abeb041c (__TEXT,__text) external _doWithoutImmutability
00000001eaa6f948 (__DATA,__bss) non-external _downloads.sLog
00000001eaa6f940 (__DATA,__bss) non-external _downloads.sLogInit
00000001eaa6f908 (__DATA,__bss) non-external _exec.sLog
00000001eaa6f900 (__DATA,__bss) non-external _exec.sLogInit
00000001abeafb70 (__TEXT,__text) external _fileExists
00000001abeafbe0 (__TEXT,__text) external _fileIsSymlink
00000001abeb3540 (__TEXT,__text) external _findBundleContainingSignedFile
00000001abebd980 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00000001abeb2534 (__TEXT,__text) external _findContainingBundle
00000001abeaa350 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001abeb2f40 (__TEXT,__text) external _findOuterMostBundle
00000001abebd93c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00000001abeb345c (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001abebd93c (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00000001abeb26c8 (__TEXT,__text) external _findScanTargetByPath
00000001abeb2b70 (__TEXT,__text) external _findTopAppBundle
00000001abeb2638 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001abeabfc0 (__TEXT,__text) non-external _fsEventCallback
00000001eca8ee80 (__DATA_DIRTY,__bss) non-external _generic.sLog
00000001eca8ee78 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00000001abebaa44 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001eaa6f998 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001eaa6f8d0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001eaa6f8d8 (__DATA,__bss) non-external _getAllowedPaths.once
00000001eaa6f8e0 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00000001eaa6f8e8 (__DATA,__bss) non-external _getAllowedUrls.once
00000001abea94ec (__TEXT,__text) external _getDictionaryValue
00000001abeab56c (__TEXT,__text) external _getQuarantineFlagsForURL
00000001abeab7c4 (__TEXT,__text) external _getQuarantineIdentifierForURL
00000001abebcc00 (__TEXT,__text) non-external _getQuarantineIdentifierForURL.cold.1
00000001eaa6f960 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00000001abeb2e3c (__TEXT,__text) external _getVolumePrefix
00000001abebd890 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00000001abeb01bc (__TEXT,__text) external _getXattrData
00000001abebd73c (__TEXT,__text) non-external _getXattrData.cold.1
00000001abebd7d4 (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00000001abeb24f0 (__TEXT,__text) non-external _globalBundleSuffixes
00000001eaa6f978 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001abebd87c (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
