00007ff843bf3df0 (__DATA,__data) non-external _.compoundliteral
00007ff805907ca4 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff80590793a (__TEXT,__text) non-external _sb_visitor_new
00007ff805907d27 (__TEXT,__text) non-external _sb_visitor_release
00007ff80591f82b (__TEXT,__text) non-external _sb_warn
00007ff80592ae60 (__TEXT,__const) non-external _sbpl1_scm
00007ff80592bd20 (__TEXT,__const) non-external _sbpl2_scm
00007ff80592c240 (__TEXT,__const) non-external _sbpl3_scm
00007ff80591aa2a (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff80591b68f (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff80591b763 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff80591ac42 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff80591b831 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff8059242c0 (__TEXT,__const) non-external _sbpl_scm
00007ff805910ef3 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff80591f9a0 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff805907739 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8058fbab5 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff805907e63 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8058f4d8c (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff805911120 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff8059114ca (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff805910ec6 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff805906fc2 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff805910d84 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff805910d7a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff805910d62 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff8059076fb (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff8058f4768 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff8058f471a (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff8058fc0d7 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8058f5860 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff8058fc7f3 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff8059115b5 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff8058f583b (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8058f577d (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8058f578c (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff805910f94 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff80590109f (__TEXT,__text) non-external _shallow_copy_node
00007ff80590bc0d (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff80590da1c (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff8058f55c1 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff8058fd7c3 (__TEXT,__text) non-external (was a private external) _string_length
00007ff805915be0 (__TEXT,__text) non-external _string_table_description_for_id
00007ff8058fd775 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff80591d8e5 (__TEXT,__text) non-external _submatch_end
00007ff8058fbb06 (__TEXT,__text) non-external (was a private external) _symname
00007ff805911639 (__TEXT,__text) non-external _syntaxnum
00007ff80591e4ca (__TEXT,__text) non-external _synthesize_bitmasks
00007ff80591e322 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff80591e43a (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff80591e946 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff805908dfe (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff8059187a0 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff84068f6d0 (__DATA_CONST,__const) non-external _tests
00007ff8058f7012 (__TEXT,__text) non-external _token
00007ff805907ab1 (__TEXT,__text) non-external _traverse_postorder
00007ff8059185d7 (__TEXT,__text) non-external _traverse_preorder
00007ff805916a01 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff80592c700 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff80591b172 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff805919edc (__TEXT,__text) non-external _version
00007ff8059196a5 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff8058fbb7e (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
