00000001c38ed888 (__TEXT,__text) external _DriverExecutableMain
00000001c38f6a20 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001c38f6bec (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001c38f22f0 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001c390ad30 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00000001c38f6bc4 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001c38f2158 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001c38f21c8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.156
00000001c38f2258 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.160
00000001c38f54fc (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001c38eed70 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001c38eec20 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001c38ee840 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001c38ecca4 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001c38f0710 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001c38f04c4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001c38ef2b0 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001c38ef028 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001c38ef5d8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001c38ef6f0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001c390a8e4 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001c38ef52c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001c38f5cd0 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001c38f0c48 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001c38f1784 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001c38f5780 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001c38f5678 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001c38f5544 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001c38f5f34 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001c38f5d1c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001c390997c (__TEXT,__text) external ___assert_rtn
00000001f1effc10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1efff78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001e86e73f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00000001f1effdf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.106
00000001f1effe20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.110
00000001e86e7498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.117
00000001e86e7418 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.121
00000001f1f00908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.121
00000001f1f00938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
00000001f1f00968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
00000001e86e74b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.129
00000001e86e7438 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.130
00000001f1f00998 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.135
00000001f1f009c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.138
00000001f1f009f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.141
00000001f1effeb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.154
00000001f1effee8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.159
00000001f1efff18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.163
00000001f1efff48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
00000001f1efffa8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001f1efffd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
00000001e86e7458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.27
00000001e86e7478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00000001f1f00008 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.34
00000001f1f00038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001f1f00068 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001f1f00098 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
00000001f1f000c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.53
00000001f1f000f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
00000001f1f00128 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
00000001f1f00158 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001f1f00188 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
00000001f1effc40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
00000001f1effc70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001f1effca0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001f1effcd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001e86e73b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001e86e73d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001f1effd00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
00000001f1effd30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.88
00000001f1effd60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.91
00000001f1effd90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.94
00000001f1effdc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
00000001f1effe98 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001c38ee860 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001c38ef7cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001c38ecd54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001c38ee5c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001c38ee870 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001c38ef81c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001c38ecd64 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001c38ee614 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001c38eabdc (__TEXT,__text) external _crc32
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00000001e1a50090 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e86e7540 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001e1a50078 (__DATA,__common) external _gIODKDebug
00000001e1a50098 (__DATA,__common) external _gIODMACommandMetaClass
00000001e86e7548 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001e1a500a0 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e86e7550 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001e1a500a8 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e86e7558 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001e1a500b0 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e86e7560 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001e1a500b8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e86e7568 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001e1a500c0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e86e7570 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001e1a500c8 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e86e7578 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001e1a500d0 (__DATA,__common) external _gIOServiceMetaClass
00000001e1a500d8 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e86e7588 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001e86e7580 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001e1a500e0 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e86e7590 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001e1a500e8 (__DATA,__common) external _gIOUserClientMetaClass
00000001e86e7598 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001e1a500f8 (__DATA,__common) external _gIOUserServerMetaClass
00000001e86e75a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001e1a50100 (__DATA,__common) external _gOSActionMetaClass
00000001e86e75b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001e1a500f0 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e86e75a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001e1a50160 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e86e7610 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001e1a50108 (__DATA,__common) external _gOSArrayMetaClass
00000001e86e75b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001e1a50110 (__DATA,__common) external _gOSBooleanMetaClass
00000001e86e75c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001e1a50118 (__DATA,__common) external _gOSCollectionMetaClass
00000001e86e75c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001e1a50120 (__DATA,__common) external _gOSContainerMetaClass
00000001e86e75d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001e1a50128 (__DATA,__common) external _gOSDataMetaClass
00000001e86e75d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001e1a50130 (__DATA,__common) external _gOSDictionaryMetaClass
00000001e86e75e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001e1a50138 (__DATA,__common) external _gOSNumberMetaClass
00000001e86e75e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00000001e1a50140 (__DATA,__common) external _gOSObjectMetaClass
00000001e86e75f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00000001e1a50148 (__DATA,__common) external _gOSSerializationMetaClass
00000001e86e75f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00000001e1a50150 (__DATA,__common) external _gOSStringMetaClass
00000001e86e7600 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00000001e1a50158 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00000001e86e7608 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00000001c38f9cd4 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00000001c38f9e94 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00000001c38f9fc8 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00000001c38fa168 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00000001c38f99a8 (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00000001c38f9b2c (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00000001c38f8988 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00000001c38fbe54 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00000001c38fa798 (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00000001c38f8828 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00000001c38fb7d0 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00000001c38fbac0 (__TEXT,__text) non-external (was a private external) _io_connect_method
00000001c38fcc84 (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00000001c38fc234 (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00000001c38f8abc (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00000001c38fb950 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00000001c38fe92c (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00000001c38f9874 (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00000001c38f70bc (__TEXT,__text) non-external (was a private external) _io_iterator_next
00000001c38f721c (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00000001c38f6efc (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00000001c38fb41c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00000001c38f6d3c (__TEXT,__text) non-external (was a private external) _io_object_get_class
00000001c38f92e0 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00000001c38fb218 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00000001c38f772c (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00000001c38f9678 (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00000001c38f7b68 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00000001c38fe6e0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00000001c38f8330 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00000001c38fa90c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00000001c38f7d58 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00000001c38fa3d0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00000001c38f851c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00000001c38f8c3c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00000001c38fe468 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00000001c38f7f18 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00000001c38fd7ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00000001c38feaec (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00000001c38f752c (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00000001c38fd958 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00000001c38fecc4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00000001c38f80c4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00000001c38fab10 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00000001c38fcb24 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00000001c38f9120 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00000001c38f8fa0 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00000001c38f8e40 (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00000001c38f7928 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00000001c38f7a48 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00000001c38fd64c (__TEXT,__text) non-external (was a private external) _io_server_version
00000001c38fc648 (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00000001c38fc3a4 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00000001c38fe1b8 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00000001c38fc8a4 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00000001c38f8708 (__TEXT,__text) non-external (was a private external) _io_service_close
00000001c38fd3bc (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00000001c38f9414 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00000001c38fd028 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00000001c38fdbd8 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00000001c38fd218 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00000001c38f733c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00000001c38fdddc (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00000001c38faf14 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00000001c38fad90 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00000001c38fa5d4 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00000001c38fdfe0 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00000001c38fb0b8 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00000001c38fb620 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00000001c38fa29c (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00000001c38fd51c (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00000001c38f9548 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00000001c38f6d30 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00000001e1a50088 (__DATA,__common) external _kOSBooleanFalse
00000001e1a50080 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _mach_timebase_info (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
                 (undefined) external _pthread_rwlock_init (from libSystem)
                 (undefined) external _pthread_rwlock_rdlock (from libSystem)
                 (undefined) external _pthread_rwlock_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_wrlock (from libSystem)
                 (undefined) external _pthread_threadid_np (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _vm_allocate (from libSystem)
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) external _vm_page_size (from libSystem)
                 (undefined) external _vsnprintf (from libSystem)
