00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa192906ef (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa19290643 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa19290628 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa1928f71d (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa19290203 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa1928f479 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa1928e94c (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa1928f0b8 (__TEXT,__text) external _ShGetPPStreamManager
00007ffa1928f0cf (__TEXT,__text) external _ShGetShaderByteCode
00007ffa192908f7 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa19290800 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa1928f3f4 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa1928f8a7 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa1928fd62 (__TEXT,__text) external _ShGetUniformIndex
00007ffa1928ee75 (__TEXT,__text) external _ShGetUniformLocation
00007ffa1928ebcc (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa1928da60 (__TEXT,__text) external _ShInitialize
00007ffa19290fb8 (__TEXT,__text) external _ShInitializeLibrary
00007ffa1928df8e (__TEXT,__text) external _ShLink
00007ffa1928f00b (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa19290fbe (__TEXT,__text) external _ShTerminateLibrary
00007ffa1928f247 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa19280743 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa192fbfa4 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa1929d264 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa192f9e94 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa192f73f1 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa192f72bc (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa19296c73 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa192963b6 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa19296f9d (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1929699d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa19296b54 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa19296ea2 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa1926f2a0 (__TEXT,__text) non-external ___abort_calloc
00007ffa1924171f (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa1923b76b (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41726758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417267b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726ca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41726d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727270 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa417275e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41729f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41729f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4172a338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41727e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa4172a188 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa4172a1b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa417268b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41727e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa4172a1e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41727e80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41729fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa4172a228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa4172a258 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa4172a288 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41726ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4172a388 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4172a2b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa4172a2f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41726a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41727ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4172a3b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa417268f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41727ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa4172a008 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41726d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41726d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa4172a3e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa417267f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41727610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41727d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41726918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa4172a038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41726938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41727d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41726978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41727da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41729fa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41727760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41726838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41727dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa417278a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41727790 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41727de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa4172a068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa4172a098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa4172a0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41727e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa4172a0f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa417278d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41726878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41727908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa4172a128 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41727938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41727958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41727988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa417279a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41727e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa4172a358 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa417277c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa417277f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa4172a158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41726778 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417267d8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41726cc0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41726d80 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41727810 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4172a208 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4172a408 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa417268d8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa4172a2d8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa4172a318 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41726d00 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41726958 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41726818 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41726858 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41726898 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa191b8cb0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa191b8cd0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1926a222 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa1927ec36 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa192e8981 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa1928233c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa192822c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa192ca0f6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa192a5a8e (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa192a5144 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa192a406c (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa192a54bc (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa192a3ad0 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa192a3b86 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa192a89f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa192a58e8 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa1928d9e0 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa192a59a7 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa192a5a43 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa192a0ea6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa192a22fa (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa192a4a54 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa1927ec4d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa192e89b9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa192e8730 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa192822f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa192ca140 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa19244314 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa1928894b (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa19269d7d (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa19269d8f (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa1926a230 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa1923b3ea (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa1923b515 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa1923b4e0 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa1923b476 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa1923b4ab (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa1923b526 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa19289c56 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa19289cd8 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa19282268 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa19282323 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa19294a2b (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa19294f91 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa1927eb96 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa1926a6d2 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa192ca2a2 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa192ca068 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa192ca08c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa192ca179 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa192ca1a5 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa192ca3a0 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa192ca3c4 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa192ca3dd (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa192ca3ea (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa192c9cf7 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa192ca27e (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa1928b054 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007ffa1928b096 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007ffa192ca349 (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007ffa192c9cd3 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
