00007fff8063a838 (__DATA,__data) non-external _C
00007fff2024f330 (__TEXT,__text) external _rb_tree_insert_node
00007fff2024f7ac (__TEXT,__text) external _rb_tree_iterate
00007fff2024f8c8 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007fff2024f554 (__TEXT,__text) external _rb_tree_remove_node
00007fff2024f82f (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007fff20265110 (__TEXT,__const) non-external _rcsid
00007fff20265160 (__TEXT,__const) non-external _rcsid
00007fff202651b0 (__TEXT,__const) non-external _rcsid
00007fff202652c0 (__TEXT,__const) non-external _rcsid
00007fff20266300 (__TEXT,__const) non-external _rcsid
00007fff202663dc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007fff2025e4c3 (__TEXT,__text) external _readdir
00007fff2020d39c (__TEXT,__text) external _readdir$INODE64
00007fff2025e4f9 (__TEXT,__text) external _readdir_r
00007fff2020d3d2 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007fff2020d475 (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007fff20242395 (__TEXT,__text) external _reallocf
00007fff202423e0 (__TEXT,__text) external _realpath
00007fff2025c410 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007fff8060651c (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007fff80606518 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007fff8063d300 (__DATA,__bss) non-external _realpath.rootdev
00007fff8063d304 (__DATA,__bss) non-external _realpath.rootdev_inited
00007fff201fd32a (__TEXT,__text) non-external _rec_rdelete
00007fff202661d0 (__TEXT,__const) non-external _recargchar
00007fff20266250 (__TEXT,__const) non-external _recargstring
00007fff2025bced (__TEXT,__text) external _recv
00007fff2021b06f (__TEXT,__text) external _recv$NOCANCEL
00007fff2024fc2e (__TEXT,__text) external _regcomp
00007fff2024fbd3 (__TEXT,__text) external _regcomp_l
00007fff20263241 (__TEXT,__text) external _regerror
00007fff202502a2 (__TEXT,__text) external _regexec
00007fff2024fd56 (__TEXT,__text) external _regfree
00007fff201f1cb3 (__TEXT,__text) external _register_printf_domain_function
00007fff201f1d77 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007fff201f1e38 (__TEXT,__text) external _register_printf_domain_render_std
00007fff2024fbab (__TEXT,__text) external _regncomp
00007fff2024fa15 (__TEXT,__text) external _regncomp_l
00007fff202500ac (__TEXT,__text) external _regnexec
00007fff2024fd02 (__TEXT,__text) external _regwcomp
00007fff2024fca9 (__TEXT,__text) external _regwcomp_l
00007fff202502f1 (__TEXT,__text) external _regwexec
00007fff2024fc81 (__TEXT,__text) external _regwncomp
00007fff2024fc56 (__TEXT,__text) external _regwncomp_l
00007fff202502bc (__TEXT,__text) external _regwnexec
00007fff202236e6 (__TEXT,__text) external _remove
00007fff20242ad0 (__TEXT,__text) external _remque
00007fff86f942a0 (__DATA_CONST,__const) non-external _rerrs
00007fff20223738 (__TEXT,__text) external _rewind
00007fff2025e59c (__TEXT,__text) external _rewinddir
00007fff2020da88 (__TEXT,__text) external _rewinddir$INODE64
00007fff2023a3b1 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007fff80606548 (__DATA_DIRTY,__bss) non-external _rng
00007fff2022059a (__TEXT,__text) external _rpmatch
00007fff8063a530 (__DATA,__data) non-external _rptr
00007fff2021f936 (__TEXT,__text) non-external _sappend
00007fff8063d0b0 (__DATA,__bss) non-external _saved_categories
00007fff201e52bb (__TEXT,__text) external _sbrk
00007fff8063c648 (__DATA,__bss) non-external _sbrk_curbrk
00007fff8063c640 (__DATA,__bss) non-external _sbrk_needs_init
00007fff8063a718 (__DATA,__data) non-external _sbrk_region_size
00007fff2025e5fc (__TEXT,__text) external _scandir
00007fff2020daef (__TEXT,__text) external _scandir$INODE64
00007fff20260d66 (__TEXT,__text) external _scandir_b
00007fff20248abb (__TEXT,__text) external _scandir_b$INODE64
00007fff202237c2 (__TEXT,__text) external _scanf
00007fff202238b5 (__TEXT,__text) external _scanf_l
00007fff2020dcd3 (__TEXT,__text) external _seed48
00007fff8063cf68 (__DATA,__bss) non-external _seed48.sseed
00007fff2025e7df (__TEXT,__text) external _seekdir
00007fff2020dd3c (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007fff2025bcfd (__TEXT,__text) external _send
00007fff2021b07f (__TEXT,__text) external _send$NOCANCEL
00007fff202662c0 (__TEXT,__const) non-external _seps
00007fff8063c798 (__DATA,__bss) non-external _seq
00007fff201ebf0b (__TEXT,__text) non-external _set_asl
00007fff201ec224 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007fff202239bd (__TEXT,__text) external _setbuf
00007fff202239d6 (__TEXT,__text) external _setbuffer
00007fff202432b6 (__TEXT,__text) external _setenv
00007fff201f534d (__TEXT,__text) external _sethostid
00007fff2020dd75 (__TEXT,__text) external _sethostname
00007fff201f4ca0 (__TEXT,__text) external _setinvalidrune
00007fff8063ce38 (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007fff2021b0b5 (__TEXT,__text) external _setipv4sourcefilter
00007fff20263009 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007fff201e6bda (__TEXT,__text) external _setkey
00007fff202239ef (__TEXT,__text) external _setlinebuf
00007fff20215d36 (__TEXT,__text) external _setlocale
00007fff201eac20 (__TEXT,__text) external _setlogin
00007fff2020dedd (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007fff201f53aa (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007fff2020e52d (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007fff201f53d5 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007fff201f53e4 (__TEXT,__text) external _setruid
00007fff20216acd (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007fff2021b305 (__TEXT,__text) external _setsourcefilter
00007fff202422e3 (__TEXT,__text) external _setstate
00007fff201f41f0 (__TEXT,__text) external _settimeofday
00007fff201e9a50 (__TEXT,__text) external _setttyent
00007fff20234234 (__TEXT,__text) non-external _settzname
00007fff201ea491 (__TEXT,__text) external _setusershell
00007fff2024d451 (__TEXT,__text) external _setutxent
00007fff201ebb7a (__TEXT,__text) external _setutxent_wtmp
00007fff20223a02 (__TEXT,__text) external _setvbuf
00007fff2021c85c (__TEXT,__text) non-external _sflush_locked
00007fff201f4be0 (__TEXT,__text) non-external (was a private external) _sgetrune
00007fff8063ce30 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007fff8063c810 (__DATA,__bss) non-external _shells
00007fff8063a5f8 (__DATA,__data) non-external _sig_init_once
00007fff8063d2b0 (__DATA,__bss) non-external _sig_key
00007fff2023aef0 (__TEXT,__text) non-external _sig_keycreate
00007fff8063d2a8 (__DATA,__bss) non-external _sig_keycreated
00007fff201f4269 (__TEXT,__text) external _sigaction
00007fff201eac86 (__TEXT,__text) external _sigaddset
00007fff201e4b12 (__TEXT,__text) external _sigaltstack
00007fff201e4bba (__TEXT,__text) external _sigblock
00007fff201eacb7 (__TEXT,__text) external _sigdelset
00007fff201eac6a (__TEXT,__text) external _sigemptyset
00007fff201eac78 (__TEXT,__text) external _sigfillset
00007fff201e4c47 (__TEXT,__text) external _sighold
00007fff201e4ccb (__TEXT,__text) external _sigignore
00007fff2020e5c8 (__TEXT,__text) external _siginterrupt
00007fff201eace8 (__TEXT,__text) external _sigismember
00007fff2020e638 (__TEXT,__text) external _signal
00007fff2020e647 (__TEXT,__text) non-external _signal__
00007fff8063cee0 (__DATA,__bss) non-external _signo
00007fff2025b903 (__TEXT,__text) external _sigpause
00007fff201e4be3 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007fff201e4c89 (__TEXT,__text) external _sigrelse
00007fff201e4ce8 (__TEXT,__text) external _sigset
00007fff201e4b91 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007fff201e4b3d (__TEXT,__text) external _sigvec
00007fff201e4b4c (__TEXT,__text) non-external _sigvec__
00007fff201ea1a7 (__TEXT,__text) non-external _skip
00007fff8063ac00 (__DATA,__data) external _skip
00007fff2020e7a1 (__TEXT,__text) external _sl_add
00007fff2020e862 (__TEXT,__text) external _sl_find
00007fff2020e802 (__TEXT,__text) external _sl_free
00007fff2020e758 (__TEXT,__text) external _sl_init
00007fff20262df8 (__TEXT,__text) non-external _sl_init.cold.1
00007fff20262e0d (__TEXT,__text) non-external _sl_init.cold.2
00007fff8063cec0 (__DATA,__bss) non-external _slash
00007fff2025ba59 (__TEXT,__text) external _sleep
00007fff2020e6b7 (__TEXT,__text) external _sleep$NOCANCEL
00007fff8063c790 (__DATA,__bss) non-external _slot
00007fff20223bc3 (__TEXT,__text) external _snprintf
00007fff20223c7d (__TEXT,__text) external _snprintf_l
00007fff202108b6 (__TEXT,__text) external _snvis
00007fff2021b08f (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007fff20223d0f (__TEXT,__text) external _sprintf
00007fff20223dcd (__TEXT,__text) external _sprintf_l
00007fff201f4c3a (__TEXT,__text) non-external (was a private external) _sputrune
00007fff8063ce34 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007fff202418b6 (__TEXT,__text) external _sradixsort
00007fff20241eeb (__TEXT,__text) external _srand
00007fff2020e71a (__TEXT,__text) external _srand48
00007fff20241efa (__TEXT,__text) external _sranddev
00007fff20241f6e (__TEXT,__text) external _srandom
00007fff202420d7 (__TEXT,__text) external _srandomdev
00007fff20223e63 (__TEXT,__text) external _sscanf
00007fff20223f21 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007fff201f0ebc (__TEXT,__text) external _stat_with_subsystem
00007fff8063ab60 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007fff201e563e (__TEXT,__text) external _statvfs
00007fff201f42b7 (__TEXT,__text) non-external _statx1
00007fff20260b0e (__TEXT,__text) non-external _statx1
00007fff201f450f (__TEXT,__text) external _statx64_np
00007fff20260ad4 (__TEXT,__text) external _statx_np
00007fff201f427d (__TEXT,__text) external _statx_np$INODE64
00007fff201f4476 (__TEXT,__text) non-external _statx_syscall
00007fff20260ccd (__TEXT,__text) non-external _statx_syscall
00007fff201f4ec5 (__TEXT,__text) external _stpcpy
00007fff201f4f00 (__TEXT,__text) external _stpncpy
00007fff2023a4b7 (__TEXT,__text) external _strcasecmp
00007fff2023a3cd (__TEXT,__text) external _strcasecmp_l
00007fff2023a6dc (__TEXT,__text) external _strcasestr
00007fff2023a60a (__TEXT,__text) external _strcasestr_l
00007fff201f4f65 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007fff2023a7db (__TEXT,__text) external _strcoll
00007fff2023a704 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007fff2023a803 (__TEXT,__text) external _strcspn
00007fff2023a8b2 (__TEXT,__text) external _strdup
00007fff20210b44 (__TEXT,__text) external _strenvisx
00007fff2023aa05 (__TEXT,__text) external _strerror
00007fff2023a9a8 (__TEXT,__text) external _strerror_r
00007fff2024e03f (__TEXT,__text) external _strfmon
00007fff2024ef75 (__TEXT,__text) external _strfmon_l
00007fff202381cc (__TEXT,__text) external _strftime
00007fff20236fc0 (__TEXT,__text) external _strftime_l
00007fff8063c818 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007fff2023aa82 (__TEXT,__text) external _strmode
00007fff2023a5e2 (__TEXT,__text) external _strncasecmp
00007fff2023a4df (__TEXT,__text) external _strncasecmp_l
00007fff201f4fa3 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007fff2023abac (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007fff2023ac04 (__TEXT,__text) external _strnstr
00007fff20210408 (__TEXT,__text) external _strnunvis
00007fff20210294 (__TEXT,__text) external _strnunvisx
00007fff20262e6a (__TEXT,__text) non-external _strnunvisx.cold.1
00007fff20262e8d (__TEXT,__text) non-external _strnunvisx.cold.2
00007fff20262eb0 (__TEXT,__text) non-external _strnunvisx.cold.3
00007fff20210ac7 (__TEXT,__text) external _strnvis
00007fff20210b18 (__TEXT,__text) external _strnvisx
00007fff2023ac80 (__TEXT,__text) external _strpbrk
00007fff20238374 (__TEXT,__text) external _strptime
00007fff2023839c (__TEXT,__text) external _strptime_l
00007fff2023aca9 (__TEXT,__text) external _strrchr
00007fff202109e3 (__TEXT,__text) external _strsenvisx
00007fff2023acc5 (__TEXT,__text) external _strsep
00007fff2023ae46 (__TEXT,__text) external _strsignal
00007fff2023ad04 (__TEXT,__text) external _strsignal_r
00007fff20210978 (__TEXT,__text) external _strsnvis
00007fff202109be (__TEXT,__text) external _strsnvisx
00007fff2023af16 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007fff20210908 (__TEXT,__text) external _strsvis
00007fff20210995 (__TEXT,__text) external _strsvisx
00007fff20203d7c (__TEXT,__text) external _strtod
00007fff2020281d (__TEXT,__text) external _strtod_l
00007fff20265650 (__TEXT,__const) non-external _strtod_l.fpi
00007fff20265664 (__TEXT,__const) non-external _strtod_l.fpinan
00007fff20205cbc (__TEXT,__text) external _strtof
00007fff20205bc4 (__TEXT,__text) external _strtof_l
00007fff2026571c (__TEXT,__const) non-external _strtof_l.fpi0
00007fff201eada1 (__TEXT,__text) external _strtofflags
00007fff20243b11 (__TEXT,__text) external _strtoimax
00007fff20243909 (__TEXT,__text) external _strtoimax_l
00007fff2023b02b (__TEXT,__text) external _strtok
00007fff8063a5c8 (__DATA,__data) non-external _strtok.last
00007fff2023afba (__TEXT,__text) external _strtok_r
00007fff20243d41 (__TEXT,__text) external _strtol
00007fff20243b39 (__TEXT,__text) external _strtol_l
00007fff2024588c (__TEXT,__text) external _strtold
00007fff202458c4 (__TEXT,__text) external _strtold_l
00007fff20243f71 (__TEXT,__text) external _strtoll
00007fff20243d69 (__TEXT,__text) external _strtoll_l
00007fff2021ded1 (__TEXT,__text) external _strtonum
00007fff20243f99 (__TEXT,__text) external _strtoq
00007fff20243fc1 (__TEXT,__text) external _strtoq_l
00007fff202441bd (__TEXT,__text) external _strtoul
00007fff20243fcb (__TEXT,__text) external _strtoul_l
00007fff202443d7 (__TEXT,__text) external _strtoull
00007fff202441e5 (__TEXT,__text) external _strtoull_l
00007fff202445f1 (__TEXT,__text) external _strtoumax
00007fff202443ff (__TEXT,__text) external _strtoumax_l
00007fff20244619 (__TEXT,__text) external _strtouq
00007fff20244641 (__TEXT,__text) external _strtouq_l
00007fff202103f2 (__TEXT,__text) external _strunvis
00007fff202103dc (__TEXT,__text) external _strunvisx
00007fff20210aaf (__TEXT,__text) external _strvis
00007fff20210aeb (__TEXT,__text) external _strvisx
00007fff2023b2cf (__TEXT,__text) external _strxfrm
00007fff2023b03c (__TEXT,__text) external _strxfrm_l
00007fff8063d3e0 (__DATA,__common) external _suboptarg
00007fff8063cd98 (__DATA,__bss) non-external _subsystem_root_path
00007fff202104ac (__TEXT,__text) external _svis
00007fff2023b2f7 (__TEXT,__text) external _swab
00007fff2022421b (__TEXT,__text) external _swprintf
00007fff202242d5 (__TEXT,__text) external _swprintf_l
00007fff20224367 (__TEXT,__text) external _swscanf
00007fff20224425 (__TEXT,__text) external _swscanf_l
00007fff201f16c5 (__TEXT,__text) external _sxprintf
00007fff201f2156 (__TEXT,__text) external _sxprintf_exec
00007fff201f4ff4 (__TEXT,__text) external _sync_volume_np
00007fff20266155 (__TEXT,__const) non-external _syntax_error_str
00007fff86f932a0 (__DATA_CONST,__const) external _sys_errlist
00007fff202650c0 (__TEXT,__const) external _sys_nerr
00007fff86f93cf0 (__DATA_CONST,__const) external _sys_siglist
00007fff86f93bf0 (__DATA_CONST,__const) external _sys_signame
00007fff2020e8b4 (__TEXT,__text) external _sysconf
00007fff2020efac (__TEXT,__text) external _sysctl
00007fff2020f188 (__TEXT,__text) external _sysctlbyname
00007fff2020f1cf (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007fff2025bd0d (__TEXT,__text) external _system
00007fff2024464b (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007fff2025babc (__TEXT,__text) external _tcdrain
00007fff2020f61b (__TEXT,__text) external _tcdrain$NOCANCEL
00007fff2020f686 (__TEXT,__text) external _tcflow
00007fff2020f62e (__TEXT,__text) external _tcflush
00007fff2020f40c (__TEXT,__text) external _tcgetattr
00007fff2020f4fa (__TEXT,__text) external _tcgetpgrp
00007fff201f3729 (__TEXT,__text) external _tcgetsid
00007fff2020f5b3 (__TEXT,__text) external _tcsendbreak
00007fff2020f420 (__TEXT,__text) external _tcsetattr
00007fff2020f4bc (__TEXT,__text) external _tcsetpgrp
00007fff20244882 (__TEXT,__text) external _tdelete
00007fff2025e818 (__TEXT,__text) external _telldir
00007fff2020f24f (__TEXT,__text) external _telldir$INODE64
00007fff202244bb (__TEXT,__text) external _tempnam
00007fff8063c788 (__DATA,__bss) non-external _tf
00007fff2024495e (__TEXT,__text) external _tfind
00007fff201eb018 (__TEXT,__text) external _thread_stack_pcs
00007fff8063a808 (__DATA,__data) non-external _threadsafe
00007fff2020f6e8 (__TEXT,__text) external _time
00007fff2023609e (__TEXT,__text) non-external _time2
00007fff202361c6 (__TEXT,__text) external _time2posix
00007fff202369c7 (__TEXT,__text) non-external _time2sub
00007fff2023617d (__TEXT,__text) external _timegm
00007fff20236167 (__TEXT,__text) external _timelocal
00007fff202361a1 (__TEXT,__text) external _timeoff
00007fff2020f759 (__TEXT,__text) external _times
00007fff20245868 (__TEXT,__text) external _timespec_get
00007fff202356d7 (__TEXT,__text) non-external _timesub
00007fff80607dc8 (__DATA_DIRTY,__common) external _timezone
00007fff201fe6f0 (__TEXT,__text) external _timingsafe_bcmp
00007fff20265680 (__TEXT,__const) non-external _tinytens
00007fff8063d250 (__DATA,__bss) non-external _tm
00007fff2022467c (__TEXT,__text) external _tmpfile
00007fff202247a7 (__TEXT,__text) external _tmpnam
00007fff8063d220 (__DATA,__bss) non-external _tmpnam.tmpcount
00007fff8063d228 (__DATA,__bss) non-external _tmpnam_buf
00007fff2022481a (__TEXT,__text) non-external _tmpnam_buf_allocate
00007fff8063ab00 (__DATA,__data) non-external _tmpnam_buf_control
00007fff202650d0 (__TEXT,__const) non-external _tmundef
00007fff201ece14 (__TEXT,__text) external _toascii
00007fff201ece1f (__TEXT,__text) external _tolower
00007fff201ed7f8 (__TEXT,__text) external _tolower_l
00007fff8063ce98 (__DATA,__bss) non-external _toprec
00007fff8063cea0 (__DATA,__bss) non-external _topreclen
00007fff201ece5f (__TEXT,__text) external _toupper
00007fff201ed817 (__TEXT,__text) external _toupper_l
00007fff20219276 (__TEXT,__text) external _towctrans
00007fff202191e4 (__TEXT,__text) external _towctrans_l
00007fff201edc3e (__TEXT,__text) external _towlower
00007fff201ee133 (__TEXT,__text) external _towlower_l
00007fff201edc7e (__TEXT,__text) external _towupper
00007fff201ee152 (__TEXT,__text) external _towupper_l
00007fff20236613 (__TEXT,__text) non-external _transtime
00007fff202537d6 (__TEXT,__text) non-external _tre_add_tag_left
00007fff20253724 (__TEXT,__text) non-external _tre_add_tag_right
00007fff202519d0 (__TEXT,__text) non-external _tre_add_tags
00007fff20250474 (__TEXT,__text) external _tre_ast_new_catenation
00007fff202503e3 (__TEXT,__text) external _tre_ast_new_iter
00007fff202503a8 (__TEXT,__text) external _tre_ast_new_literal
00007fff2025032d (__TEXT,__text) external _tre_ast_new_node
00007fff2025043a (__TEXT,__text) external _tre_ast_new_union
00007fff202533f0 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007fff202504b0 (__TEXT,__text) external _tre_compile
00007fff20253888 (__TEXT,__text) non-external _tre_copy_ast
00007fff2024fd60 (__TEXT,__text) external _tre_fill_pmatch
00007fff20253493 (__TEXT,__text) external _tre_free
00007fff86f94a70 (__DATA_CONST,__const) non-external _tre_macros
00007fff2025419c (__TEXT,__text) non-external _tre_make_trans
00007fff202500fa (__TEXT,__text) non-external _tre_match
00007fff20253fcc (__TEXT,__text) non-external _tre_match_empty
00007fff202592e0 (__TEXT,__text) external _tre_mem_alloc_impl
00007fff2025929d (__TEXT,__text) external _tre_mem_destroy
00007fff20259268 (__TEXT,__text) external _tre_mem_new_impl
00007fff202535f7 (__TEXT,__text) non-external _tre_merge_branches
00007fff2025b708 (__TEXT,__text) non-external _tre_new_item
00007fff202593fc (__TEXT,__text) external _tre_parse
00007fff2025b4c8 (__TEXT,__text) non-external _tre_parse_bound
00007fff2024ff0e (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007fff2025b676 (__TEXT,__text) non-external _tre_search_cnames
00007fff20253bc0 (__TEXT,__text) non-external _tre_set_union
00007fff2025b7e8 (__TEXT,__text) external _tre_stack_destroy
00007fff2025b783 (__TEXT,__text) external _tre_stack_new
00007fff2025b808 (__TEXT,__text) external _tre_stack_num_objects
00007fff2025b8bf (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007fff2025b8d8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007fff2025b81d (__TEXT,__text) non-external _tre_stack_push
00007fff2025b811 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007fff2025b8b5 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007fff202544bc (__TEXT,__text) external _tre_tnfa_run_backtrack
00007fff20256df4 (__TEXT,__text) external _tre_tnfa_run_parallel
00007fff20244a5f (__TEXT,__text) non-external _trecurse
00007fff202449c6 (__TEXT,__text) external _tsearch
00007fff2020f887 (__TEXT,__text) external _ttyname
00007fff8063cf70 (__DATA,__bss) non-external _ttyname_init
00007fff8063cf78 (__DATA,__bss) non-external _ttyname_key
00007fff8063a928 (__DATA,__data) non-external _ttyname_lock
00007fff2020f979 (__TEXT,__text) external _ttyname_r
00007fff2020fa2d (__TEXT,__text) external _ttyslot
00007fff20244a47 (__TEXT,__text) external _twalk
00007fff2023630f (__TEXT,__text) non-external _typesequiv
00007fff20234587 (__TEXT,__text) non-external _tzload
00007fff80605df0 (__DATA_DIRTY,__data) external _tzname
00007fff20234fa6 (__TEXT,__text) non-external _tzparse
00007fff20235464 (__TEXT,__text) external _tzset
00007fff20233dc0 (__TEXT,__text) external _tzsetwall
00007fff20233dcc (__TEXT,__text) non-external _tzsetwall_basic
00007fff2020fa35 (__TEXT,__text) external _ualarm
00007fff8063aae8 (__DATA,__data) non-external _uglue
00007fff2020faae (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007fff201f452d (__TEXT,__text) external _umaskx_np
00007fff201eb028 (__TEXT,__text) external _uname
00007fff20266170 (__TEXT,__const) non-external _unbound_variable_str
00007fff20224831 (__TEXT,__text) external _ungetc
00007fff20224aa4 (__TEXT,__text) external _ungetwc
00007fff20224b0a (__TEXT,__text) external _ungetwc_l
00007fff8063d360 (__DATA,__bss) non-external _union_arg_queue
00007fff8063c739 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007fff20244c9e (__TEXT,__text) external _unlockpt
00007fff20243363 (__TEXT,__text) external _unsetenv
00007fff2020fbf4 (__TEXT,__text) external _unvis
00007fff20262e24 (__TEXT,__text) non-external _unvis.cold.1
00007fff20262e47 (__TEXT,__text) non-external _unvis.cold.2
00007fff201ef150 (__TEXT,__text) external _uselocale
00007fff2025badf (__TEXT,__text) external _usleep
00007fff20210414 (__TEXT,__text) external _usleep$NOCANCEL
00007fff80607320 (__DATA_DIRTY,__bss) non-external _usual
00007fff80606550 (__DATA_DIRTY,__bss) non-external _usual_extra
00007fff2021044f (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007fff86f93860 (__DATA_CONST,__const) non-external _utmpx_types
00007fff2024df41 (__TEXT,__text) external _utmpxname
00007fff201f2fea (__TEXT,__text) external _uuid_clear
00007fff201f2ff9 (__TEXT,__text) external _uuid_compare
00007fff201f3092 (__TEXT,__text) external _uuid_copy
00007fff201f346f (__TEXT,__text) external _uuid_generate
00007fff201f33e2 (__TEXT,__text) external _uuid_generate_random
00007fff201f30a8 (__TEXT,__text) external _uuid_generate_time
00007fff8063cdf0 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007fff8063cde8 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007fff201f3479 (__TEXT,__text) external _uuid_is_null
00007fff201f3496 (__TEXT,__text) external _uuid_pack
00007fff201f34d4 (__TEXT,__text) external _uuid_parse
00007fff201f35fe (__TEXT,__text) external _uuid_unpack
00007fff201f36da (__TEXT,__text) external _uuid_unparse
00007fff201f363c (__TEXT,__text) external _uuid_unparse_lower
00007fff201f368b (__TEXT,__text) external _uuid_unparse_upper
00007fff86f93ba0 (__DATA_CONST,__const) non-external _validlist
00007fff20224d76 (__TEXT,__text) external _vasprintf
00007fff20224d57 (__TEXT,__text) external _vasprintf_l
00007fff201f181f (__TEXT,__text) external _vasxprintf
00007fff201f22b6 (__TEXT,__text) external _vasxprintf_exec
00007fff20224f76 (__TEXT,__text) external _vdprintf
00007fff20224f58 (__TEXT,__text) external _vdprintf_l
00007fff201f1837 (__TEXT,__text) external _vdxprintf
00007fff201f22d0 (__TEXT,__text) external _vdxprintf_exec
00007fff20262935 (__TEXT,__text) external _verr
00007fff20262864 (__TEXT,__text) external _verrc
00007fff20262a2d (__TEXT,__text) external _verrx
00007fff20224ffd (__TEXT,__text) external _vfprintf
00007fff20224fb0 (__TEXT,__text) external _vfprintf_l
00007fff202299d0 (__TEXT,__text) external _vfscanf
00007fff2022bc34 (__TEXT,__text) external _vfscanf_l
00007fff2022fb2c (__TEXT,__text) external _vfwprintf
00007fff2022bdbc (__TEXT,__text) external _vfwprintf_l
00007fff20230384 (__TEXT,__text) external _vfwscanf
00007fff20232700 (__TEXT,__text) external _vfwscanf_l
00007fff201f184e (__TEXT,__text) external _vfxprintf
00007fff201f22e9 (__TEXT,__text) external _vfxprintf_exec
00007fff20210a08 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007fff20232779 (__TEXT,__text) external _vprintf
00007fff202327b1 (__TEXT,__text) external _vprintf_l
00007fff202327ce (__TEXT,__text) external _vscanf
00007fff20232830 (__TEXT,__text) external _vscanf_l
00007fff20232a98 (__TEXT,__text) external _vsnprintf
00007fff20232a69 (__TEXT,__text) external _vsnprintf_l
00007fff20232bf7 (__TEXT,__text) external _vsprintf
