00007ffa42eedef0 (__DATA,__data) non-external _.compoundliteral
00007ffa182c58b6 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa182c4b35 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa182c6367 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa182c6c14 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa182c6b68 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa182c6b4d (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa182c5c2a (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa182c670f (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa182c598f (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa182c4e5a (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa182c55ce (__TEXT,__text) external _ShGetPPStreamManager
00007ffa182c55e5 (__TEXT,__text) external _ShGetShaderByteCode
00007ffa182c6e1c (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa182c6d25 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa182c590a (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa182c5db4 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa182c626e (__TEXT,__text) external _ShGetUniformIndex
00007ffa182c538b (__TEXT,__text) external _ShGetUniformLocation
00007ffa182c50da (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa182c3f80 (__TEXT,__text) external _ShInitialize
00007ffa182c74c8 (__TEXT,__text) external _ShInitializeLibrary
00007ffa182c44ae (__TEXT,__text) external _ShLink
00007ffa182c5521 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa182c74ce (__TEXT,__text) external _ShTerminateLibrary
00007ffa182c575d (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa182b6bc7 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa1832a058 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa182d3828 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa18327efc (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa1832543a (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa18325305 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa182cd189 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa182cc8d4 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa182cd4b3 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa182ccebb (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa182cd06a (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa182cd3b8 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa182a56e8 (__TEXT,__text) non-external ___abort_calloc
00007ffa1827aa77 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa18274667 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41d27980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d279d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27c40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27db8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27de8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27e48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27eb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27fa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d27fc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d28470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d2a688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d2a6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d2aa68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41d28570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa41d2a8b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa41d2a8e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41d27ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41d28590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41d2a918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41d285b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41d2a708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41d2a958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa41d2a988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa41d2a9b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41d27cc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41d2aab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41d2a9e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41d2aa28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41d27c60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d285d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d2aae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41d27b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d285f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d2a738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41d27d00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41d27d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41d2ab18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41d27a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d27e18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d28490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41d27b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41d2a768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41d27b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41d284b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41d27b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41d284d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41d2a6d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41d27ed0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41d27a58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41d284f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41d27fe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41d27f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41d28510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa41d2a798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa41d2a7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa41d2a7f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41d28530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa41d2a828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41d28010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41d27a98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41d28040 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41d2a858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41d28070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41d28090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41d280c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41d280e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41d28550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41d2aa88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41d27f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41d27f60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41d2a888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41d279a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d279f8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d27ca0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d27d60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d27f80 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d2a938 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d2ab38 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41d27af8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa41d2aa08 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa41d2aa48 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41d27ce0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41d27b78 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41d27a38 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41d27a78 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41d27ab8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa181f24f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa181f2510 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa182a0583 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa182b50a7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa183165f7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa182b87bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa182b8740 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1830630c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa182dbe2a (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa182db4e0 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa182da408 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa182db858 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa182d9e6c (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa182d9f22 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa182dff68 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa182dbc84 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa182c3f00 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa182dbd43 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa182dbddf (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa182d7246 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa182d869a (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa182dadf0 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa182b50be (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1831662f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa182b87d3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa182b8778 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa18306356 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa1827d648 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa182bee51 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa182a00db (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa182a00ed (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa182a0591 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa182742e6 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa18274411 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa182743dc (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa18274372 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa182743a7 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa18274422 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa182c0164 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa182c01e6 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa182b86e8 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa182b87a3 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa182caf4b (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa182cb4b1 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa182b5007 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa182a0a21 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa183064b8 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa1830627e (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa183062a2 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa1830638f (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa183063bb (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa183065b6 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa183065da (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa183065f3 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa18306600 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa18305eae (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
