00007ffb43603ea8 (__DATA,__data) non-external _.compoundliteral
00007ffb083a5274 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffb083a51c2 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffb083a51a8 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffb083a414c (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffb083a4d32 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffb083a3ea0 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffb083a336f (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffb083a3b22 (__TEXT,__text) external _ShGetPPStreamManager
00007ffb083a3b39 (__TEXT,__text) external _ShGetShaderByteCode
00007ffb083a5494 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffb083a538b (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffb083a3e19 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffb083a42e2 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffb083a483b (__TEXT,__text) external _ShGetUniformIndex
00007ffb083a38cc (__TEXT,__text) external _ShGetUniformLocation
00007ffb083a360d (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffb083a2460 (__TEXT,__text) external _ShInitialize
00007ffb083a5bc4 (__TEXT,__text) external _ShInitializeLibrary
00007ffb083a299c (__TEXT,__text) external _ShLink
00007ffb083a3a79 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffb083a5bca (__TEXT,__text) external _ShTerminateLibrary
00007ffb083a3c6a (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffb083951bb (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffb0840609c (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffb083b2082 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffb08403f4c (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffb0840136e (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffb08401229 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb083ab871 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffb083aafee (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffb083abb9b (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb083ab5b1 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffb083ab752 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffb083abaac (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffb083835b8 (__TEXT,__text) non-external ___abort_calloc
00007ffb082bff1e (__TEXT,__text) non-external ___abort_malloc
00007ffb083831c2 (__TEXT,__text) non-external ___abort_malloc
00007ffb08355c50 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffb0834f54d (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffb413a2a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2d20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2d80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2e40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2f48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a2fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a30a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a30e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a35a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a57b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a57d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a5b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb413a36a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffb413a59e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffb413a5a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb413a2bd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb413a36c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb413a5a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb413a36e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb413a5838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb413a5a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffb413a5ab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffb413a5ae8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb413a2dc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb413a5be8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb413a5b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffb413a5b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffb413a2d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb413a3700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb413a5c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb413a2c18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb413a3720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb413a5868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb413a2e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffb413a2e20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb413a5c48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb413a2b18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb413a2f18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb413a35c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb413a2c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb413a5898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb413a2c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffb413a35e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffb413a2c98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb413a3600 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb413a5808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb413a2fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffb413a2b58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb413a3620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb413a3108 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffb413a3000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb413a3640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffb413a58c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffb413a58f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffb413a5928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb413a3660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffb413a5958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb413a3138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb413a2b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffb413a3168 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb413a5988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb413a3198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffb413a31b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffb413a31e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb413a3208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb413a3680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb413a5bb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb413a3030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb413a3060 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb413a59b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffb413a2aa0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a2af8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a2da0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a2e60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a3080 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a5a68 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a5c68 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb413a2bf8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffb413a5b38 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffb413a5b78 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffb413a2de0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffb413a2c78 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffb413a2b38 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffb413a2b78 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffb413a2bb8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffb082cefc0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb082cefe0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0837e406 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffb083936df (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb083f24ed (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffb0839fb10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb083e1f14 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb083ab0a3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb083ba7ce (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffb083b9ec4 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffb083b8e50 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffb083ba254 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffb083b8878 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffb083b892e (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffb083be90c (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffb083ba628 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffb083a23d8 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffb083ba6e7 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffb083ba783 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffb083b5ad6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffb083b6f92 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffb083b97b0 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffb083936f6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb083f2525 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffb083a9a7c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb083e1f4c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb083ab0ed (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffb08358bc8 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffb0839d38f (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffb0837df58 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffb0837df6a (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffb0837e414 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffb0834f208 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffb0834f2fb (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffb0834f2d4 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffb0834f286 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffb0834f2ad (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffb0834f30c (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffb0839e661 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffb0839e6e4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffb08396cdc (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffb08396d36 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffb083a9501 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffb083a9a5c (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffb08393642 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffb0837e8b0 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffb083e26d3 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffb083e2514 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffb083e2538 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffb083e25a8 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffb083e25d4 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffb083e27cf (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffb083e27f3 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffb083e280c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffb083e2819 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffb083e2153 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffb083e26af (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffb0839fad8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
