00007ff8400abe30 (__DATA,__data) non-external _C
00007ff800baa10c (__TEXT,__text) external _timespec_get
00007ff800b98e30 (__TEXT,__text) non-external _timesub
00007ff8400b8b10 (__DATA,__common) external _timezone
00007ff800b697e3 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400b4290 (__DATA,__bss) non-external _tm
00007ff800b9a70f (__TEXT,__text) non-external _tmcomp
00007ff800b88152 (__TEXT,__text) external _tmpfile
00007ff800b8828b (__TEXT,__text) external _tmpnam
00007ff8400af990 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8400af998 (__DATA,__bss) non-external _tmpnam_buf
00007ff800b88321 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400acba0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800bc1dc8 (__TEXT,__const) non-external _tmundef
00007ff800b5aa83 (__TEXT,__text) external _toascii
00007ff800b5aa8e (__TEXT,__text) external _tolower
00007ff800b5b48d (__TEXT,__text) external _tolower_l
00007ff8400ade68 (__DATA,__bss) non-external _toprec
00007ff8400ade70 (__DATA,__bss) non-external _topreclen
00007ff800b5aad4 (__TEXT,__text) external _toupper
00007ff800b5b4ae (__TEXT,__text) external _toupper_l
00007ff800b7f557 (__TEXT,__text) external _towctrans
00007ff800b7f4c9 (__TEXT,__text) external _towctrans_l
00007ff800b5b8e1 (__TEXT,__text) external _towlower
00007ff800b5bdee (__TEXT,__text) external _towlower_l
00007ff800b5b927 (__TEXT,__text) external _towupper
00007ff800b5be0f (__TEXT,__text) external _towupper_l
00007ff800b99d8e (__TEXT,__text) non-external _transtime
00007ff800bb4f9e (__TEXT,__text) non-external _tre_add_tag_left
00007ff800bb4eef (__TEXT,__text) non-external _tre_add_tag_right
00007ff800bb2298 (__TEXT,__text) non-external _tre_add_tags
00007ff800bb19df (__TEXT,__text) external _tre_ast_new_catenation
00007ff800bb194e (__TEXT,__text) external _tre_ast_new_iter
00007ff800bb1913 (__TEXT,__text) external _tre_ast_new_literal
00007ff800bb1893 (__TEXT,__text) external _tre_ast_new_node
00007ff800bb19a5 (__TEXT,__text) external _tre_ast_new_union
00007ff800bb4bd4 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800bb1a1c (__TEXT,__text) external _tre_compile
00007ff800bb43f8 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800bb504d (__TEXT,__text) non-external _tre_copy_ast
00007ff800bb3e9c (__TEXT,__text) non-external _tre_expand_ast
00007ff800bbcfd6 (__TEXT,__text) non-external _tre_expand_macro
00007ff800bb1295 (__TEXT,__text) external _tre_fill_pmatch
00007ff800bb4c7e (__TEXT,__text) external _tre_free
00007ff840078d50 (__DATA_CONST,__const) non-external _tre_macros
00007ff800bb59bc (__TEXT,__text) non-external _tre_make_trans
00007ff800bb1645 (__TEXT,__text) non-external _tre_match
00007ff800bb57eb (__TEXT,__text) non-external _tre_match_empty
00007ff800bbaab8 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800bbaa75 (__TEXT,__text) external _tre_mem_destroy
00007ff800bbaa40 (__TEXT,__text) external _tre_mem_new_impl
00007ff800bb4dc0 (__TEXT,__text) non-external _tre_merge_branches
00007ff800bbd0e9 (__TEXT,__text) non-external _tre_new_item
00007ff800bbabdc (__TEXT,__text) external _tre_parse
00007ff800bbce14 (__TEXT,__text) non-external _tre_parse_bound
00007ff800bb145b (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800bbd055 (__TEXT,__text) non-external _tre_search_cnames
00007ff800bb53ea (__TEXT,__text) non-external _tre_set_empty
00007ff800bb5384 (__TEXT,__text) non-external _tre_set_one
00007ff800bb5417 (__TEXT,__text) non-external _tre_set_union
00007ff800bbd1e7 (__TEXT,__text) external _tre_stack_destroy
00007ff800bbd16e (__TEXT,__text) external _tre_stack_new
00007ff800bbd207 (__TEXT,__text) external _tre_stack_num_objects
00007ff800bbd2bf (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800bbd2d8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800bbd21c (__TEXT,__text) non-external _tre_stack_push
00007ff800bbd210 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800bbd2b5 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800bb5cf4 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800bb87b8 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800ba92ff (__TEXT,__text) non-external _trecurse
00007ff800ba925f (__TEXT,__text) external _tsearch
00007ff800b74bdb (__TEXT,__text) external _ttyname
00007ff8400adec0 (__DATA,__bss) non-external _ttyname_init
00007ff8400adec8 (__DATA,__bss) non-external _ttyname_key
00007ff8400ac4b8 (__DATA,__data) non-external _ttyname_lock
00007ff800b74cca (__TEXT,__text) external _ttyname_r
00007ff800b74da9 (__TEXT,__text) external _ttyslot
00007ff800ba92e1 (__TEXT,__text) external _twalk
00007ff800b99a96 (__TEXT,__text) non-external _typesequiv
00007ff800b97b72 (__TEXT,__text) non-external _tzload
00007ff8400accc0 (__DATA,__data) external _tzname
00007ff800b98507 (__TEXT,__text) non-external _tzparse
00007ff800b98c0f (__TEXT,__text) external _tzset
00007ff800b978d5 (__TEXT,__text) external _tzsetwall
00007ff800b978e1 (__TEXT,__text) non-external _tzsetwall_basic
00007ff800b74db1 (__TEXT,__text) external _ualarm
00007ff8400acb28 (__DATA,__data) non-external _uglue
00007ff800b74e3e (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800b5a4a6 (__TEXT,__text) external _uname
00007ff800bc2a60 (__TEXT,__const) non-external _unbound_variable_str
00007ff800b5505b (__TEXT,__text) non-external _underflow
00007ff800b8833d (__TEXT,__text) external _ungetc
00007ff800b885b0 (__TEXT,__text) external _ungetwc
00007ff800b88613 (__TEXT,__text) external _ungetwc_l
00007ff8400adc39 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800ba956a (__TEXT,__text) external _unlockpt
00007ff800ba7b8b (__TEXT,__text) external _unsetenv
00007ff800b74f94 (__TEXT,__text) external _unvis
00007ff800bbfe20 (__TEXT,__text) non-external _unvis.cold.1
00007ff800bbfe43 (__TEXT,__text) non-external _unvis.cold.2
00007ff800b5ce47 (__TEXT,__text) external _uselocale
00007ff800bbd4ff (__TEXT,__text) external _usleep
00007ff800b7570c (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400aef20 (__DATA,__bss) non-external _usual
00007ff8400ae150 (__DATA,__bss) non-external _usual_extra
00007ff800b75747 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800b5ebf9 (__TEXT,__text) external _uuid_clear
00007ff800b5ec05 (__TEXT,__text) external _uuid_compare
00007ff800b5ecb1 (__TEXT,__text) external _uuid_copy
00007ff800b5f058 (__TEXT,__text) external _uuid_generate
00007ff800b5efca (__TEXT,__text) external _uuid_generate_random
00007ff800b5ecc7 (__TEXT,__text) external _uuid_generate_time
00007ff8400add70 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400add68 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800b5f062 (__TEXT,__text) external _uuid_is_null
00007ff800b5f07f (__TEXT,__text) external _uuid_pack
00007ff800b5f0bd (__TEXT,__text) external _uuid_parse
00007ff800b5f1f1 (__TEXT,__text) external _uuid_unpack
00007ff800b5f2d7 (__TEXT,__text) external _uuid_unparse
00007ff800b5f22f (__TEXT,__text) external _uuid_unparse_lower
00007ff800b5f283 (__TEXT,__text) external _uuid_unparse_upper
00007ff840077e70 (__DATA_CONST,__const) non-external _validlist
00007ff800b8886c (__TEXT,__text) external _vasprintf
00007ff800b8884d (__TEXT,__text) external _vasprintf_l
00007ff800b5db9d (__TEXT,__text) external _vasxprintf
00007ff800b5e644 (__TEXT,__text) external _vasxprintf_exec
00007ff800b88a48 (__TEXT,__text) external _vdprintf
00007ff800b88a2a (__TEXT,__text) external _vdprintf_l
00007ff800b5dbb5 (__TEXT,__text) external _vdxprintf
00007ff800b5e65e (__TEXT,__text) external _vdxprintf_exec
00007ff800bbf911 (__TEXT,__text) external _verr
00007ff800bbf843 (__TEXT,__text) external _verrc
00007ff800bbfa1d (__TEXT,__text) external _verrx
00007ff800b5f574 (__TEXT,__text) external _vfork
00007ff800b88aee (__TEXT,__text) external _vfprintf
00007ff800b88a84 (__TEXT,__text) external _vfprintf_l
00007ff800b8d458 (__TEXT,__text) external _vfscanf
00007ff800b8f810 (__TEXT,__text) external _vfscanf_l
00007ff800b93838 (__TEXT,__text) external _vfwprintf
00007ff800b8f9d0 (__TEXT,__text) external _vfwprintf_l
00007ff800b94114 (__TEXT,__text) external _vfwscanf
00007ff800b9620c (__TEXT,__text) external _vfwscanf_l
00007ff800b5dbcc (__TEXT,__text) external _vfxprintf
00007ff800b5e677 (__TEXT,__text) external _vfxprintf_exec
00007ff800b760b1 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800b96288 (__TEXT,__text) external _vprintf
00007ff800b962c0 (__TEXT,__text) external _vprintf_l
00007ff800b962dd (__TEXT,__text) external _vscanf
00007ff800b9633f (__TEXT,__text) external _vscanf_l
00007ff800b96541 (__TEXT,__text) external _vsnprintf
00007ff800b96512 (__TEXT,__text) external _vsnprintf_l
00007ff800b96692 (__TEXT,__text) external _vsprintf
00007ff800b9658b (__TEXT,__text) external _vsprintf_l
00007ff800b96876 (__TEXT,__text) external _vsscanf
00007ff800b966c0 (__TEXT,__text) external _vsscanf_l
00007ff800b96aff (__TEXT,__text) external _vswprintf
00007ff800b968a4 (__TEXT,__text) external _vswprintf_l
00007ff800b96d43 (__TEXT,__text) external _vswscanf
00007ff800b96b2d (__TEXT,__text) external _vswscanf_l
00007ff800b5dbe4 (__TEXT,__text) external _vsxprintf
00007ff800b5e691 (__TEXT,__text) external _vsxprintf_exec
00007ff800bbfc19 (__TEXT,__text) external _vwarn
00007ff800bbfb76 (__TEXT,__text) external _vwarnc
00007ff800bbfd80 (__TEXT,__text) external _vwarnx
00007ff800b96d71 (__TEXT,__text) external _vwprintf
00007ff800b96da9 (__TEXT,__text) external _vwprintf_l
00007ff800b96dc6 (__TEXT,__text) external _vwscanf
00007ff800b96dfe (__TEXT,__text) external _vwscanf_l
00007ff800b5dc12 (__TEXT,__text) external _vxprintf
00007ff800b5e6bf (__TEXT,__text) external _vxprintf_exec
00007ff800bbd53a (__TEXT,__text) external _wait
00007ff800b76a50 (__TEXT,__text) external _wait$NOCANCEL
00007ff800b76a66 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800bbd550 (__TEXT,__text) external _waitpid
00007ff800b76a7d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800bbfab8 (__TEXT,__text) external _warn
00007ff800bbfc3c (__TEXT,__text) external _warnc
00007ff800bbfcdc (__TEXT,__text) external _warnx
00007ff800b9e7b4 (__TEXT,__text) external _wcpcpy
00007ff800b9e7da (__TEXT,__text) external _wcpncpy
00007ff800b7d6c8 (__TEXT,__text) external _wcrtomb
00007ff800b7d683 (__TEXT,__text) external _wcrtomb_l
00007ff800b9e8c2 (__TEXT,__text) external _wcscasecmp
00007ff800b9e838 (__TEXT,__text) external _wcscasecmp_l
00007ff800b9e8ea (__TEXT,__text) external _wcscat
00007ff800b9e910 (__TEXT,__text) external _wcschr
00007ff800b9e931 (__TEXT,__text) external _wcscmp
00007ff800b9ee36 (__TEXT,__text) external _wcscoll
00007ff800b9e94d (__TEXT,__text) external _wcscoll_l
00007ff800b9ee5e (__TEXT,__text) external _wcscpy
00007ff800b9fb74 (__TEXT,__text) external _wcscspn
00007ff800b9fbb9 (__TEXT,__text) external _wcsdup
00007ff800b7d93c (__TEXT,__text) external _wcsftime
00007ff800b7d70e (__TEXT,__text) external _wcsftime_l
00007ff800b9fc03 (__TEXT,__text) external _wcslcat
00007ff800b9fc98 (__TEXT,__text) external _wcslcpy
00007ff800b9fd02 (__TEXT,__text) external _wcslen
00007ff800b9fddc (__TEXT,__text) external _wcsncasecmp
00007ff800b9fd1e (__TEXT,__text) external _wcsncasecmp_l
00007ff800b9fe04 (__TEXT,__text) external _wcsncat
00007ff800b9fe68 (__TEXT,__text) external _wcsncmp
00007ff800b9fe9b (__TEXT,__text) external _wcsncpy
00007ff800b9feed (__TEXT,__text) external _wcsnlen
00007ff800b7d9a9 (__TEXT,__text) external _wcsnrtombs
00007ff800b7d964 (__TEXT,__text) external _wcsnrtombs_l
00007ff800b9ff0b (__TEXT,__text) external _wcspbrk
00007ff800b9ff4b (__TEXT,__text) external _wcsrchr
00007ff800b7dcdd (__TEXT,__text) external _wcsrtombs
00007ff800b7dc92 (__TEXT,__text) external _wcsrtombs_l
00007ff800b9ff63 (__TEXT,__text) external _wcsspn
00007ff800ba0269 (__TEXT,__text) external _wcsstr
00007ff800b7dfd7 (__TEXT,__text) external _wcstod
00007ff800b7dd7e (__TEXT,__text) external _wcstod_l
00007ff800b7e258 (__TEXT,__text) external _wcstof
00007ff800b7dfff (__TEXT,__text) external _wcstof_l
00007ff800b7e47a (__TEXT,__text) external _wcstoimax
00007ff800b7e280 (__TEXT,__text) external _wcstoimax_l
00007ff800ba02d5 (__TEXT,__text) external _wcstok
00007ff800b7e69c (__TEXT,__text) external _wcstol
00007ff800b7e4a2 (__TEXT,__text) external _wcstol_l
00007ff800b7e915 (__TEXT,__text) external _wcstold
00007ff800b7e6c4 (__TEXT,__text) external _wcstold_l
00007ff800b7eb37 (__TEXT,__text) external _wcstoll
00007ff800b7e93d (__TEXT,__text) external _wcstoll_l
00007ff800b7ec0a (__TEXT,__text) external _wcstombs
00007ff800b7eb5f (__TEXT,__text) external _wcstombs_l
00007ff800b7eea6 (__TEXT,__text) external _wcstoul
00007ff800b7ecba (__TEXT,__text) external _wcstoul_l
00007ff800b7f0ba (__TEXT,__text) external _wcstoull
00007ff800b7eece (__TEXT,__text) external _wcstoull_l
00007ff800b7f2ce (__TEXT,__text) external _wcstoumax
00007ff800b7f0e2 (__TEXT,__text) external _wcstoumax_l
00007ff800ba03c4 (__TEXT,__text) external _wcswidth
00007ff800ba0349 (__TEXT,__text) external _wcswidth_l
00007ff800ba0592 (__TEXT,__text) external _wcsxfrm
00007ff800ba03ec (__TEXT,__text) external _wcsxfrm_l
00007ff800b7f3a9 (__TEXT,__text) external _wctob
00007ff800b7f2f6 (__TEXT,__text) external _wctob_l
00007ff800b7f449 (__TEXT,__text) external _wctomb
00007ff800b7f3d1 (__TEXT,__text) external _wctomb_l
00007ff800b7f57f (__TEXT,__text) external _wctrans
00007ff800b7f5fb (__TEXT,__text) external _wctrans_l
00007ff800b7f6f9 (__TEXT,__text) external _wctype
00007ff800b7f605 (__TEXT,__text) external _wctype_l
00007ff840078200 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800b7f721 (__TEXT,__text) external _wcwidth
00007ff800b7f78d (__TEXT,__text) external _wcwidth_l
00007ff800b9fb1e (__TEXT,__text) non-external _we_read_fully
00007ff800bc2900 (__TEXT,__const) non-external _wildabbr
00007ff800ba05ba (__TEXT,__text) external _wmemchr
00007ff800ba05da (__TEXT,__text) external _wmemcmp
00007ff800ba0608 (__TEXT,__text) external _wmemcpy
00007ff800ba0616 (__TEXT,__text) external _wmemmove
00007ff800ba0624 (__TEXT,__text) external _wmemset
00007ff800b976be (__TEXT,__text) non-external _wmemstream_close
00007ff800b97602 (__TEXT,__text) non-external _wmemstream_seek
00007ff800bc01c2 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800bc01e5 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800b973e8 (__TEXT,__text) non-external _wmemstream_update
00007ff800bc01a1 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800b97412 (__TEXT,__text) non-external _wmemstream_write
00007ff800b9ee78 (__TEXT,__text) external _wordexp
00007ff800b9fae4 (__TEXT,__text) external _wordfree
00007ff800b96edc (__TEXT,__text) external _wprintf
00007ff800b96fae (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800b97061 (__TEXT,__text) external _wscanf
00007ff800b97133 (__TEXT,__text) external _wscanf_l
00007ff800b5dae5 (__TEXT,__text) external _xprintf
00007ff8400add60 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800b5e58e (__TEXT,__text) external _xprintf_exec
00007ff800bc2908 (__TEXT,__const) non-external _year_lengths
00007ff8400adca0 (__DATA,__bss) non-external _zapchar
00007ff800bc2720 (__TEXT,__const) non-external _zeroes
00007ff800bc2820 (__TEXT,__const) non-external _zeroes
00007ff8400acea0 (__DATA,__data) non-external _zeroes
00007ff800b52000 (__TEXT,__text) external mcount
