00007ff843a38ff0 (__DATA,__data) non-external _.compoundliteral
00007ff806c6345a (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff806c63128 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff806c6333d (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff806c70909 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff806c6366e (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff806c633eb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff806c632eb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff806c5689a (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff806c4fb72 (__TEXT,__text) non-external _sb_pattern_new
00007ff806c4f1d8 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff806c5414e (__TEXT,__text) non-external _sb_pattern_regex
00007ff806c5009a (__TEXT,__text) non-external _sb_pattern_release
00007ff806c50047 (__TEXT,__text) non-external _sb_pattern_retain
00007ff806c56f82 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff806c7009b (__TEXT,__text) non-external _sb_pattern_var_release
00007ff806c70046 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff806c70184 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff806c70372 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff806c704bf (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff806c6151f (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff806c6146f (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff806c6a1d5 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff806c6a197 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff806c6a217 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff806c69e8c (__TEXT,__text) non-external _sb_policy_new
00007ff806c6a078 (__TEXT,__text) non-external _sb_policy_release
00007ff806c6a103 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff806c6a286 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff806c58fb1 (__TEXT,__text) non-external _sb_profile_release
00007ff806c614ce (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff806c61644 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff806c4526d (__TEXT,__text) non-external _sb_program_source_alloc
00007ff806c64ab2 (__TEXT,__text) non-external _sb_realloc_typed
00007ff806c56773 (__TEXT,__text) non-external _sb_regex_release
00007ff806c58d35 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff806c66d00 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff806c6591d (__TEXT,__text) non-external _sb_stringtable_release
00007ff806c56658 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff806c50c29 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff806c44d20 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff806c6ef49 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff806c56807 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff806c69c7f (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff806c68905 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff806c5c24e (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff806c6aa2c (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff806c6aa7d (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff806c6ffec (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff806c59c35 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff806c6e733 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff806c58c33 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff806c588c9 (__TEXT,__text) non-external _sb_visitor_new
00007ff806c58cb6 (__TEXT,__text) non-external _sb_visitor_release
00007ff806c70555 (__TEXT,__text) non-external _sb_warn
00007ff806c7cac0 (__TEXT,__const) non-external _sbpl1_scm
00007ff806c7da00 (__TEXT,__const) non-external _sbpl2_scm
00007ff806c7dfa0 (__TEXT,__const) non-external _sbpl3_scm
00007ff806c6b68a (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff806c6c328 (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff806c6c3fc (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff806c6b8ce (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff806c6c4ca (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff806c751d0 (__TEXT,__const) non-external _sbpl_scm
00007ff806c61e7e (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff806c706d0 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff806c586c1 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff806c4ca79 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff806c58dee (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff806c45d37 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff806c620ac (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff806c62456 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff806c61e51 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff806c57f55 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff806c61d10 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff806c61d06 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff806c61cee (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff806c58683 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff806c45713 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff806c456c5 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff806c4d092 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff806c46834 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff806c4d7ae (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff806c62541 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff806c46812 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff806c46754 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff806c46763 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff806c61f20 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff806c52163 (__TEXT,__text) non-external _shallow_copy_node
00007ff806c5cad2 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff806c5ea14 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff806c4658e (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff806c4e81b (__TEXT,__text) non-external (was a private external) _string_length
00007ff806c66dc7 (__TEXT,__text) non-external _string_table_description_for_id
00007ff806c4e7cd (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff806c6e5b3 (__TEXT,__text) non-external _submatch_end
00007ff806c4caca (__TEXT,__text) non-external (was a private external) _symname
00007ff806c625c5 (__TEXT,__text) non-external _syntaxnum
00007ff806c6f1d2 (__TEXT,__text) non-external _synthesize_bitmasks
00007ff806c6f02a (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff806c6f142 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff806c6f650 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff806c59c86 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff806c69686 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8406c3d90 (__DATA_CONST,__const) non-external _tests
00007ff806c47fe6 (__TEXT,__text) non-external _token
00007ff806c58a42 (__TEXT,__text) non-external _traverse_postorder
00007ff806c694b6 (__TEXT,__text) non-external _traverse_preorder
00007ff806c67bd7 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff806c7e500 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff806c6be04 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff806c6abf2 (__TEXT,__text) non-external _version
00007ff806c6a3a0 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff806c4cb47 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
