00000002948ce770 (__DATA,__data) non-external _.compoundliteral
0000000224782b04 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00000002247eedb8 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
000000022479edf8 (__TEXT,__text) non-external (was a private external) _UngetToken
00000002247ed2a4 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00000002247eafbc (__TEXT,__text) non-external _UnrollConstantLoopsInner
00000002247eae60 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
0000000224797f64 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00000002247975f4 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00000002247982d8 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
0000000224797ca0 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
0000000224797e40 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00000002247981e4 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00000002247738d4 (__TEXT,__text) non-external ___abort_calloc
00000002246d67f8 (__TEXT,__text) non-external ___abort_malloc
00000002247734a0 (__TEXT,__text) non-external ___abort_malloc
0000000224749a6c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
0000000224743534 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
000000028fddbb78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbbb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbcd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbcf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbf70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddc818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddc910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddc950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddc9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddcc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddee48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028fddeec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029a8f09f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a8f0a20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a8f0d80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000028fddbc10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000028fddcd30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
000000028fddcd50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
000000029a8f0f60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.114
000000029a8f0f90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
000000028fddcd70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
000000029a8f0fc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.128
000000028fddee68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
000000028fddbc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000028fddbf90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
000000029a8f1010 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.146
000000029a8f1040 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000028fddbd10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000028fddcd90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a8f0de0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a8f1110 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a8f1070 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000028fddee88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.167
000000028fddcdb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
000000028fddeea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
000000029a8f1140 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
000000028fddbfb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
000000028fddbbd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000028fddcc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
000000029a8f0a50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
000000028fddbfd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
000000028fddbc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000028fddeee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
000000029a8f0e10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000028fddbc70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
000000028fddcc70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
000000028fddbc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
000000029a8f0e40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
000000028fddbcb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
000000028fddcc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
000000029a8f0a80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
000000028fddccb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
000000029a8f0b30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.50
000000029a8f0ab0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.54
000000028fddbbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000028fddccd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
000000029a8f0db0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
000000028fddccf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
000000029a8f0e70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a8f0ea0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000029a8f0b60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
000000029a8f0ed0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000029a8f0f00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.82
000000029a8f0b90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.85
000000028fddc9f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
000000029a8f0bc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.89
000000028fddcd10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
000000029a8f10e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
000000028fddca10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
000000029a8f0ae0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000029a8f0bf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000028fddc930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
000000029a8f0f30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000029a8f0850 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f0870 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f0990 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f09d0 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f0b10 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f0ff0 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f1170 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a8f08d0 (__AUTH_CONST,__const) non-external ___block_literal_global.12
000000029a8f08f0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000029a8f09b0 (__AUTH_CONST,__const) non-external ___block_literal_global.16
000000029a8f10a0 (__AUTH_CONST,__const) non-external ___block_literal_global.169
000000029a8f10c0 (__AUTH_CONST,__const) non-external ___block_literal_global.173
000000029a8f0910 (__AUTH_CONST,__const) non-external ___block_literal_global.32
000000029a8f0890 (__AUTH_CONST,__const) non-external ___block_literal_global.4
000000029a8f08b0 (__AUTH_CONST,__const) non-external ___block_literal_global.8
                 (undefined) external ___chkstk_darwin (from libSystem)
000000022476e6e8 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
0000000224781600 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000002247dcde0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
0000000224783e4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000224783da0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000002247976c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000002247a831c (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00000002247a793c (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00000002247a6940 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00000002247a7ce0 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00000002247a632c (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00000002247a6428 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00000002247ac1ec (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00000002247a80e4 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
000000022478e734 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00000002247a81f4 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00000002247a82c0 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00000002247a3424 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00000002247a48f4 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00000002247a7238 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
0000000224781610 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000002247dce30 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
0000000224783e5c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000224783df0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000224797728 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
000000022474c0b4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
0000000224789b40 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
000000022476e1d8 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
000000022476e1ec (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
000000022476e6f0 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00000002247430fc (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
0000000224743260 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
0000000224743228 (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00000002247431b8 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00000002247431f0 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
000000022474326c (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
000000022478ad90 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
000000022478ae30 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
0000000224783d28 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
0000000224783e34 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
0000000224795cbc (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00000002247961d0 (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
0000000224781548 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
000000022476eb74 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00000002247cfb1c (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00000002247cf938 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00000002247cf95c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.75
00000002247cf9e0 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.77
00000002247cfa0c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.81
00000002247cfc4c (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00000002247cfc70 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.158
00000002247cfc88 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.166
00000002247cfc94 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00000002247cf548 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00000002247cfaf8 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
000000022478c264 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
000000022478c2a8 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.94
00000002247cfbdc (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00000002247cf524 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
