
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
0000000000042310 (__DATA,__data) external _NDR_record
000000000001622d (__TEXT,__text) external _debug_syscall_reject
0000000000016134 (__TEXT,__text) external _debug_syscall_reject_config
0000000000042308 (__DATA,__data) external _denap_boost_assertion_token
000000000000bc90 (__TEXT,__text) external _disconnectx
0000000000005db4 (__TEXT,__text) non-external _do_compat
00000000000042dc (__TEXT,__text) external _dup
0000000000007904 (__TEXT,__text) external _dup2
000000000003f860 (__DATA_CONST,__const) non-external _err_codes_auth
000000000003f6f0 (__DATA_CONST,__const) non-external _err_codes_env_mgr
000000000003fa60 (__DATA_CONST,__const) non-external _err_codes_exception
000000000003f730 (__DATA_CONST,__const) non-external _err_codes_execd
000000000003f830 (__DATA_CONST,__const) non-external _err_codes_io
0000000000040860 (__DATA_CONST,__const) non-external _err_codes_iokit_bluetooth
0000000000040490 (__DATA_CONST,__const) non-external _err_codes_iokit_common
000000000002b800 (__TEXT,__const) non-external _err_codes_iokit_common_map
0000000000040720 (__DATA_CONST,__const) non-external _err_codes_iokit_fw
000000000002b840 (__TEXT,__const) non-external _err_codes_iokit_fw_map
0000000000040640 (__DATA_CONST,__const) non-external _err_codes_iokit_usb
000000000002b810 (__TEXT,__const) non-external _err_codes_iokit_usb_map
000000000003f230 (__DATA_CONST,__const) non-external _err_codes_kern
00000000000402a0 (__DATA_CONST,__const) non-external _err_codes_libkern_common
0000000000040310 (__DATA_CONST,__const) non-external _err_codes_libkern_kext
00000000000402b0 (__DATA_CONST,__const) non-external _err_codes_libkern_metaclass
000000000003fa30 (__DATA_CONST,__const) non-external _err_codes_loader
0000000000040140 (__DATA_CONST,__const) non-external _err_codes_mach_mig
00000000000400b0 (__DATA_CONST,__const) non-external _err_codes_mach_rcv
000000000003fff0 (__DATA_CONST,__const) non-external _err_codes_mach_send
000000000003fa00 (__DATA_CONST,__const) non-external _err_codes_machobj
000000000003ff30 (__DATA_CONST,__const) non-external _err_codes_mig
000000000003f750 (__DATA_CONST,__const) non-external _err_codes_netmemory
000000000003f6d0 (__DATA_CONST,__const) non-external _err_codes_netname
000000000003f7a0 (__DATA_CONST,__const) non-external _err_codes_ns
000000000003fee0 (__DATA_CONST,__const) non-external _err_codes_rcv
000000000003fe80 (__DATA_CONST,__const) non-external _err_codes_send
000000000003f970 (__DATA_CONST,__const) non-external _err_codes_sunrpc
000000000003f770 (__DATA_CONST,__const) non-external _err_codes_task_master
000000000003f768 (__DATA_CONST,__const) non-external _err_codes_ufs
000000000003f400 (__DATA_CONST,__const) non-external _err_codes_unix
000000000003f8b0 (__DATA_CONST,__const) non-external _err_codes_us
000000000003faa0 (__DATA_CONST,__const) non-external _err_codes_ux_signal
0000000000040210 (__DATA_CONST,__const) non-external _err_codes_vm_reclaim
000000000003fb90 (__DATA_CONST,__const) non-external _err_codes_xkernel
0000000000040890 (__DATA_CONST,__const) non-external _err_iokit_sub
000000000002b7f0 (__TEXT,__const) non-external _err_iokit_sub_map
000000000003ff70 (__DATA_CONST,__const) non-external _err_ipc_sub
0000000000040410 (__DATA_CONST,__const) non-external _err_libkern_sub
0000000000040190 (__DATA_CONST,__const) non-external _err_mach_ipc_sub
000000000003f630 (__DATA_CONST,__const) non-external _err_os_sub
000000000003fc00 (__DATA_CONST,__const) non-external _err_server_sub
000000000002b7c0 (__TEXT,__const) non-external _err_us_sub
0000000000040250 (__DATA_CONST,__const) non-external _err_vm_sub
0000000000043700 (__DATA_DIRTY,__common) external _errno
0000000000028b1e (__TEXT,__text) external _etap_trace_thread
00000000000171be (__TEXT,__text) non-external _eth_rule_iterate
000000000001a122 (__TEXT,__text) external _exc_server
0000000000019dfb (__TEXT,__text) external _exc_server_routine
0000000000019840 (__TEXT,__text) external _exception_raise
000000000001997b (__TEXT,__text) external _exception_raise_state
0000000000019bb0 (__TEXT,__text) external _exception_raise_state_identity
000000000000aa80 (__TEXT,__text) external _exchangedata
000000000000edfe (__TEXT,__text) external _exclaves_aoe_enumerate_and_setup_services
000000000000ee28 (__TEXT,__text) external _exclaves_aoe_get_all_service_infos
000000000000ee7b (__TEXT,__text) external _exclaves_aoe_message_loop
000000000000eecd (__TEXT,__text) external _exclaves_aoe_message_loop_with_service_id
000000000000edd9 (__TEXT,__text) external _exclaves_aoe_setup
000000000000ee52 (__TEXT,__text) external _exclaves_aoe_work_loop
000000000000eea4 (__TEXT,__text) external _exclaves_aoe_work_loop_with_service_id
000000000000e9f8 (__TEXT,__text) external _exclaves_arbitrated_buffer_copyout
000000000000e9d0 (__TEXT,__text) external _exclaves_arbitrated_buffer_create
000000000000e97d (__TEXT,__text) external _exclaves_audio_buffer_copyout
000000000000e9a6 (__TEXT,__text) external _exclaves_audio_buffer_copyout_with_status
000000000000e955 (__TEXT,__text) external _exclaves_audio_buffer_create
000000000000e92c (__TEXT,__text) external _exclaves_boot
000000000000ecda (__TEXT,__text) external _exclaves_daemon_notification_deregister
000000000000ebdb (__TEXT,__text) external _exclaves_daemon_notification_register
000000000000e754 (__TEXT,__text) external _exclaves_endpoint_call
000000000000e83e (__TEXT,__text) external _exclaves_inbound_buffer_copyin
000000000000e810 (__TEXT,__text) external _exclaves_inbound_buffer_create
000000000000eace (__TEXT,__text) external _exclaves_indicator_min_on_time
000000000000e879 (__TEXT,__text) external _exclaves_launch_conclave
000000000000e8ac (__TEXT,__text) external _exclaves_lookup_service
000000000000e86d (__TEXT,__text) external _exclaves_named_buffer_copyin
000000000000e873 (__TEXT,__text) external _exclaves_named_buffer_copyout
000000000000e867 (__TEXT,__text) external _exclaves_named_buffer_create
000000000000eb5b (__TEXT,__text) external _exclaves_notification_create
000000000000e7e7 (__TEXT,__text) external _exclaves_outbound_buffer_copyout
000000000000e7b9 (__TEXT,__text) external _exclaves_outbound_buffer_create
000000000000ea22 (__TEXT,__text) external _exclaves_sensor_create
000000000000ea4d (__TEXT,__text) external _exclaves_sensor_start
000000000000eaa3 (__TEXT,__text) external _exclaves_sensor_status
000000000000ea78 (__TEXT,__text) external _exclaves_sensor_stop
00000000000078d8 (__TEXT,__text) external _execve
00000000000423b0 (__DATA,__bss) non-external _execve_with_filter
000000000000bca8 (__TEXT,__text) external _faccessat
000000000000bcc0 (__TEXT,__text) external _fchdir
0000000000004fbc (__TEXT,__text) external _fchflags
000000000000434e (__TEXT,__text) external _fchmod
000000000000bcd8 (__TEXT,__text) external _fchmodat
0000000000005314 (__TEXT,__text) external _fchown
000000000000bcf0 (__TEXT,__text) external _fchownat
000000000000bd08 (__TEXT,__text) external _fclonefileat
0000000000001390 (__TEXT,__text) external _fcntl
0000000000003e85 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000bd20 (__TEXT,__text) external _fdatasync
0000000000006c38 (__TEXT,__text) external _ffsctl
0000000000003870 (__TEXT,__text) external _fgetattrlist
00000000000042c4 (__TEXT,__text) external _fgetxattr
000000000000bd38 (__TEXT,__text) external _fhopen
0000000000005934 (__TEXT,__text) external _fileport_makefd
0000000000005ae8 (__TEXT,__text) external _fileport_makeport
000000000000a9f8 (__TEXT,__text) external _flistxattr
0000000000003c80 (__TEXT,__text) external _flock
000000000000bd50 (__TEXT,__text) external _fmount
000000000000bd68 (__TEXT,__text) external _fpathconf
000000000000e47f (__TEXT,__text) non-external _fprintf_stderr
000000000000bd80 (__TEXT,__text) external _freadlink
000000000000bd98 (__TEXT,__text) external _fremovexattr
00000000000160a8 (__TEXT,__text) external _fs_snapshot_create
00000000000160c2 (__TEXT,__text) external _fs_snapshot_delete
000000000000781b (__TEXT,__text) external _fs_snapshot_list
000000000001611f (__TEXT,__text) external _fs_snapshot_mount
00000000000160d9 (__TEXT,__text) external _fs_snapshot_rename
00000000000160f1 (__TEXT,__text) external _fs_snapshot_revert
0000000000016108 (__TEXT,__text) external _fs_snapshot_root
0000000000003858 (__TEXT,__text) external _fsctl
00000000000052fc (__TEXT,__text) external _fsetattrlist
0000000000004e6c (__TEXT,__text) external _fsetxattr
00000000000038e0 (__TEXT,__text) external _fsgetpath
000000000000bdb0 (__TEXT,__text) external _fsgetpath_ext
000000000000bdc8 (__TEXT,__text) external _fstat
0000000000001340 (__TEXT,__text) external _fstat$INODE64
0000000000001340 (__TEXT,__text) external _fstat64
000000000000bde0 (__TEXT,__text) external _fstatat
0000000000003928 (__TEXT,__text) external _fstatat$INODE64
0000000000003928 (__TEXT,__text) external _fstatat64
000000000000a300 (__TEXT,__text) external _fstatfs
0000000000002268 (__TEXT,__text) external _fstatfs$INODE64
0000000000002268 (__TEXT,__text) external _fstatfs64
0000000000011e45 (__TEXT,__text) external _fstatfs_ext
0000000000003958 (__TEXT,__text) external _fsync
000000000000b2c0 (__TEXT,__text) external _fsync$NOCANCEL
00000000000036a4 (__TEXT,__text) external _ftruncate
000000000000bdf8 (__TEXT,__text) external _funmount
000000000001183f (__TEXT,__text) external _futimens
0000000000004fd4 (__TEXT,__text) external _futimes
0000000000042000 (__DATA,__crash_info) non-external _gCRAnnotations
00000000000012f8 (__TEXT,__text) external _getattrlist
000000000000be10 (__TEXT,__text) external _getattrlistat
00000000000036d4 (__TEXT,__text) external _getattrlistbulk
00000000000190d5 (__TEXT,__text) external _getaudit
00000000000027b4 (__TEXT,__text) external _getaudit_addr
000000000000be28 (__TEXT,__text) external _getauid
000000000000be40 (__TEXT,__text) external _getdirentries
000000000000be58 (__TEXT,__text) external _getdirentriesattr
0000000000007c58 (__TEXT,__text) external _getdtablesize
00000000000021a4 (__TEXT,__text) external _getegid
0000000000000f10 (__TEXT,__text) external _getentropy
0000000000001b94 (__TEXT,__text) external _geteuid
000000000000be70 (__TEXT,__text) external _getfh
000000000000be88 (__TEXT,__text) external _getfsstat
0000000000002fd4 (__TEXT,__text) external _getfsstat$INODE64
0000000000002fd4 (__TEXT,__text) external _getfsstat64
0000000000003e40 (__TEXT,__text) external _getgid
000000000000532c (__TEXT,__text) external _getgroups
0000000000005129 (__TEXT,__text) external _gethostuuid
0000000000004452 (__TEXT,__text) external _getiopolicy_np
000000000000bea0 (__TEXT,__text) external _getitimer
0000000000004338 (__TEXT,__text) external _getpeername
0000000000008f90 (__TEXT,__text) external _getpgid
00000000000078c0 (__TEXT,__text) external _getpgrp
0000000000000f34 (__TEXT,__text) external _getpid
0000000000005b30 (__TEXT,__text) external _getppid
00000000000077a4 (__TEXT,__text) external _getpriority
0000000000002790 (__TEXT,__text) external _getrlimit
0000000000006afc (__TEXT,__text) external _getrusage
000000000000b2d8 (__TEXT,__text) external _getsgroups_np
000000000000beb8 (__TEXT,__text) external _getsid
0000000000006c50 (__TEXT,__text) external _getsockname
0000000000004294 (__TEXT,__text) external _getsockopt
0000000000002174 (__TEXT,__text) external _getuid
000000000000b2f0 (__TEXT,__text) external _getwgroups_np
0000000000003264 (__TEXT,__text) external _getxattr
000000000000bed0 (__TEXT,__text) external _grab_pgo_data
000000000000bee8 (__TEXT,__text) external _graftdmg
0000000000003940 (__TEXT,__text) external _guarded_close_np
000000000000957c (__TEXT,__text) external _guarded_kqueue_np
000000000000e538 (__TEXT,__text) external _guarded_open_dprotected_np
0000000000003732 (__TEXT,__text) external _guarded_open_np
00000000000037f4 (__TEXT,__text) external _guarded_pwrite_np
0000000000006eb8 (__TEXT,__text) external _guarded_write_np
000000000000bf00 (__TEXT,__text) external _guarded_writev_np
00000000000320a0 (__TEXT,__cstring) non-external _hex
000000000000e5eb (__TEXT,__text) external _host_check_multiuser_mode
00000000000019f1 (__TEXT,__text) external _host_create_mach_voucher
0000000000000bd4 (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001a5e2 (__TEXT,__text) external _host_default_memory_manager
000000000001baff (__TEXT,__text) external _host_get_UNDServer
000000000000e5d4 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001a19f (__TEXT,__text) external _host_get_boot_info
000000000001ab69 (__TEXT,__text) external _host_get_clock_control
00000000000055e5 (__TEXT,__text) external _host_get_clock_service
000000000001b1d9 (__TEXT,__text) external _host_get_exception_ports
000000000001c51f (__TEXT,__text) external _host_get_io_main
000000000000396d (__TEXT,__text) external _host_get_io_master
000000000000e5e5 (__TEXT,__text) external _host_get_multiuser_config_flags
00000000000016cb (__TEXT,__text) external _host_get_special_port
0000000000004a27 (__TEXT,__text) external _host_info
000000000001c00f (__TEXT,__text) external _host_kernel_version
000000000001cbc9 (__TEXT,__text) external _host_lockgroup_info
000000000000e738 (__TEXT,__text) external _host_page_size
000000000001a40e (__TEXT,__text) external _host_priv_statistics
000000000001c3dc (__TEXT,__text) external _host_processor_info
000000000001b8f2 (__TEXT,__text) external _host_processor_set_priv
000000000001b7d9 (__TEXT,__text) external _host_processor_sets
000000000001aa50 (__TEXT,__text) external _host_processors
000000000001a32b (__TEXT,__text) external _host_reboot
000000000001d0ac (__TEXT,__text) external _host_register_mach_voucher_attr_manager
000000000001d201 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002551 (__TEXT,__text) external _host_request_notification
000000000001bd8f (__TEXT,__text) external _host_security_create_task_token
000000000001bf03 (__TEXT,__text) external _host_security_set_task_token
000000000000f3de (__TEXT,__text) external _host_self
0000000000000a78 (__TEXT,__text) external _host_self_trap
000000000001ba16 (__TEXT,__text) external _host_set_UNDServer
000000000001d343 (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001b0d9 (__TEXT,__text) external _host_set_exception_ports
000000000001d5d6 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001afe1 (__TEXT,__text) external _host_set_special_port
000000000000904d (__TEXT,__text) external _host_statistics
00000000000089ed (__TEXT,__text) external _host_statistics64
000000000001b44a (__TEXT,__text) external _host_swap_exception_ports
000000000001c740 (__TEXT,__text) external _host_virtual_physical_table_info
000000000000c680 (__TEXT,__text) external _i386_get_ldt
000000000000c694 (__TEXT,__text) external _i386_set_ldt
00000000000422f0 (__DATA,__data) external _important_boost_assertion_token
0000000000017128 (__TEXT,__text) non-external _inet_rule_iterate
00000000000414a0 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
000000000000e3ea (__TEXT,__text) non-external _internal_catch_exception_raise
00000000000422e0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
000000000000e355 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00000000000422d8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
000000000000e2c0 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00000000000422d0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
000000000000417c (__TEXT,__text) external _ioctl
0000000000000894 (__TEXT,__text) external _issetugid
000000000000bf18 (__TEXT,__text) external _kas_info
0000000000000783 (__TEXT,__text) external _kdebug_is_enabled
000000000001641e (__TEXT,__text) external _kdebug_signpost
0000000000009041 (__TEXT,__text) external _kdebug_signpost_end
0000000000008fb2 (__TEXT,__text) non-external _kdebug_signpost_internal
