00007ffa42c1a500 (__DATA,__data) non-external _.compoundliteral
00007ffa19fe167a (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa19fe21b7 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa19fe0a8c (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa19fe121e (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa19fe04dc (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa19fe1cf9 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa19fe25af (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa19fe2503 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa19fe24e8 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa19fe15a3 (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa19fe20a7 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa19fe12f9 (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa19fe0804 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa19fe0f86 (__TEXT,__text) external _ShGetPPStreamManager
00007ffa19fe0f9d (__TEXT,__text) external _ShGetShaderByteCode
00007ffa19fe27bc (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa19fe26c0 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa19fe1272 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa19fe172d (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa19fe1c00 (__TEXT,__text) external _ShGetUniformIndex
00007ffa19fe0d3c (__TEXT,__text) external _ShGetUniformLocation
00007ffa19fe0a84 (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa19fdf920 (__TEXT,__text) external _ShInitialize
00007ffa19fe2e60 (__TEXT,__text) external _ShInitializeLibrary
00007ffa19fdfe4e (__TEXT,__text) external _ShLink
00007ffa19fe0edc (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa19fe2e66 (__TEXT,__text) external _ShTerminateLibrary
00007ffa19fe10bf (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa19fd2600 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa1a043cbc (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa19feefa7 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa1a041b30 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa1a03f041 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa1a03ef0c (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa19fe8930 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa19fe8114 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa19fe8c4d (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa19fe8652 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa19fe8811 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa19fe8b5e (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa19f96b69 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa19f90781 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa41b0ad10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0ad68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0afb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0afd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b0d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b1d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0da48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0da68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0de28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa41b0b930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa41b0dc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa41b0dca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa41b0ae68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41b0b950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa41b0dcd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa41b0b970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41b0dac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa41b0dd18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa41b0dd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa41b0dd78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa41b0b050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41b0de78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa41b0dda8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa41b0dde8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa41b0aff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0b990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0dea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa41b0aea8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0b9b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0daf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa41b0b090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa41b0b0b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41b0ded8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa41b0ada8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0b1a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0b850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa41b0aec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41b0db28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa41b0aee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa41b0b870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa41b0af28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa41b0b890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41b0da98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa41b0b260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa41b0ade8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41b0b8b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa41b0b398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa41b0b290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa41b0b8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa41b0db58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa41b0db88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa41b0dbb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa41b0b8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa41b0dbe8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa41b0b3c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa41b0ae28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa41b0b3f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41b0dc18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa41b0b428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa41b0b448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa41b0b478 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa41b0b498 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa41b0b910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41b0de48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa41b0b2c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa41b0b2f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa41b0dc48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa41b0ad30 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0ad88 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0b030 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0b0f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0b310 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0dcf8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0def8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa41b0ae88 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa41b0ddc8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa41b0de08 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa41b0b070 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa41b0af08 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa41b0adc8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa41b0ae08 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa41b0ae48 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa19f0dc70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa19f0dc90 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa19fbbeb4 (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa19fd0ab1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1a030314 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa19fdcfb4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa19fdbb34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1a01fe56 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa19ff756a (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa19ff6c5c (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa19ff5bfc (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa19ff6fec (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa19ff5638 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa19ff56ee (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa19ffb6e0 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa19ff73c4 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa19fdf898 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa19ff7483 (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa19ff751f (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa19ff29a6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa19ff3e26 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa19ff6558 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa19fd0ac8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1a03034c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa19fd41c6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa19fdbb6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1a01fea0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa19f996c4 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa19fda7aa (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa19fbba0d (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa19fbba1f (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa19fbbec2 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa19f90404 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa19f9052f (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa19f904fa (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa19f90490 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa19f904c5 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa19f90540 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa19fdbab4 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa19fdbb97 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa19fd414c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa19fd41a6 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa19fe6685 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa19fe6bdd (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa19fd0a14 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa19fbc370 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa1a020004 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa1a01fdc5 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa1a01fde9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa1a01fed9 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa1a01ff05 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa1a020100 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa1a020124 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa1a02013d (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa1a02014a (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa1a01fa04 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa1a01ffe0 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa19fdcf7c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
00007ffa19fdcfce (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke.92
00007ffa1a0200aa (__TEXT,__text) non-external ___glpSAStructType_block_invoke
00007ffa1a01f9e0 (__TEXT,__text) non-external ___glpSASubroutineArrayCall_block_invoke
