00007ffb0ae8c962 (__TEXT,__text) non-external _DiToMD5
00007ffb0ae9e588 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.1
00007ffb0ae9e5ab (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.2
00007ffb0ae9e5ce (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
00007ffb0ae9e5f1 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ffb0ae9e614 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ffb0ae9e637 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ffb0ae9e65a (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffb43753f78 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffb0ae8db94 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffb0ae99a1a (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffb0ae9a900 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffb0ae9be4e (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffb0ae7bb79 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffb0ae750f7 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffb0ae9d8c6 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffb0ae9d8e9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffb0ae9d90c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffb0ae9d92f (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffb0ae9d952 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffb0ae9d975 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffb0ae9d998 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffb0ae9becc (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffb0ae9bf0a (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffb0ae73782 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffb0ae9d20e (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffb0ae9c4ec (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffb0ae72de8 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffb0ae8db56 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffb0ae92cd4 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffb0ae79a75 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffb0ae71990 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffb0ae8f4d8 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffb0ae92c74 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffb0ae7e4e3 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffb0ae7ec3c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffb0ae9eae3 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffb0ae9eb06 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffb0ae7ec7c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffb0ae9eb29 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffb0ae9eb4c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffb0ae9eb6f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffb0ae9eb92 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffb0ae9c52a (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffb42f241d0 (__DATA_DIRTY,__bss) non-external __ZL19OSUniqueStringsLock
00007ffb0ae892e0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffb43753f88 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffb0ae8f944 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffb0ae92c44 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffb0ae7e56a (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffb0ae7e1ed (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffb0ae75510 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffb0ae9da47 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffb0ae9da7b (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffb0ae80399 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffb0ae76e80 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffb0ae9dff1 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffb0ae9e014 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffb0ae9e037 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffb0aea0010 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffb0ae920c6 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffb0ae92ca4 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffb0ae7e678 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffb0ae7f136 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffb0ae9ec87 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffb0ae9ecaa (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffb43753f70 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffb0ae90818 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffb0aea3db0 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffb0ae7db7b (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffb0ae9908e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffb0aea3420 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffb0ae7dc00 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffb0ae8147b (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffb0ae9ee2b (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffb0ae9ee4e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffb0ae9ee71 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffb0ae9c5c8 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffb0aea2d68 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffb0aea43f0 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffb0aea2bf0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffb0aea3018 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffb0aea3828 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffb0aea3980 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffb0aea3f08 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffb0ae72075 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffb0ae8d72e (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffb0ae76aee (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffb0aea05e8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffb0aea1e68 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffb0aea2ec0 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffb0ae7e13e (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffb0ae7dde4 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffb0ae9e9a8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffb0ae8e6a2 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffb0ae915ce (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffb0aea1700 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffb0ae7e27c (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffb0aea0f08 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffb0aea1578 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffb0aea2a68 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffb0aea32c8 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffb0ae81199 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffb0ae9ed7c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffb0ae9ed9f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffb0ae9edc2 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffb0ae9ede5 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffb0ae7d291 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffb0ae9e808 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffb0ae774a1 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffb0ae9e0a0 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffb0aea08a0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffb0aea2548 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffb0aea28e0 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffb0aea3170 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffb0aea3578 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffb0aea36d0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffb0aea3af8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffb0ae7e394 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffb0aea0740 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffb43753f74 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffb0aea1c00 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffb0aea0be0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffb0aea1980 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffb0aea3c50 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffb0aea0d70 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffb0aea1840 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffb0aea13e0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffb0aea1ac0 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffb0ae980d2 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffb0aea1090 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffb0ae7d02c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffb0ae9e79f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffb0ae9e7c2 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffb0ae9e7e5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffb0aea2398 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffb0aea4060 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffb0ae9a85b (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffb0aea0438 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffb0ae988ee (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffb0aea0a30 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffb0aea1230 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffb0ae9fbd0 (__TEXT,__const) non-external __ZL4yyr1
00007ffb0ae9fba0 (__TEXT,__const) non-external __ZL4yyr2
00007ffb0ae9cdf5 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffb0aea1fe8 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffb0aea26c8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffb0aea21b8 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffb0aea41a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffb0ae7c2f1 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffb0ae9e6a0 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffb0ae9e6c3 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffb0ae7282b (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffb0ae9f950 (__TEXT,__const) non-external __ZL6yypact
00007ffb43753f80 (__DATA,__bss) non-external __ZL7gServer
00007ffb0ae9fa90 (__TEXT,__const) non-external __ZL7yycheck
00007ffb0ae9fbf1 (__TEXT,__const) non-external __ZL7yypgoto
00007ffb0ae9fb00 (__TEXT,__const) non-external __ZL7yytable
00007ffb0ae8c2c2 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffb0ae8c65e (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffb0ae9fb70 (__TEXT,__const) non-external __ZL8yydefact
00007ffb0ae74a58 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffb0ae9d650 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffb0ae9c55a (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffb0ae732e9 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffb0ae9fc10 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffb43753b60 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffb0ae72fd1 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffb0ae730f4 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffb0ae72bed (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ffb0ae9fc00 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffb0ae89aec (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffb0ae9ef23 (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
00007ffb0ae89c96 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffb0ae89772 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffb0ae893a0 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffb0ae89488 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffb0ae89180 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffb0ae899ba (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffb0ae7b736 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffb0ae90350 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0ae7b95a (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffb0ae90670 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb0ae7b7d0 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffb0ae9056c (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0ae90468 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffb0ae7b81e (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffb0ae7b6b8 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffb0ae9e565 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffb0ae9075a (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffb0ae902bc (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0ae7b8d6 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffb0ae7b61c (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffb0ae7b5c0 (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffb0ae7b786 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffb0ae7b522 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffb0ae7b7a6 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffb0ae7b984 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffb0ae9020c (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffb0ae7b924 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffb0ae7b87a (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffb0ae90216 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffb0ae7925e (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffb0ae92a32 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffb0ae92ba0 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffb0ae792cc (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffb0ae7927a (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffb0ae9e312 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffb0ae929cc (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffb0ae7926c (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffb0ae7930c (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffb0ae929ee (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffb0ae7b3e6 (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffb0ae9b310 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffb0ae7b4b4 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffb0ae9b630 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffb0ae9b52c (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
