00007ff90f6574ae (__TEXT,__text) non-external +[Caller current]
00007ff9413d6da8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00007ff9413d65f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d7240 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00007ff9413d9668 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00007ff9413d98e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00007ff9413d9448 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00007ff9413d97f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00007ff9413d71b0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00007ff9413d9978 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00007ff9413d7a30 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00007ff9413d6730 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00007ff9413d7650 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00007ff9413d76e0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00007ff9413d7870 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00007ff9413d7550 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00007ff9413d80e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00007ff9413d8e40 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00007ff9413d92f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00007ff9413d7b50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00007ff9413d7f38 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00007ff9413d6f68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00007ff9413d63e8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACClientRequest
00007ff9413d6400 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00007ff9413d63c8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationAnalytics
00007ff9413d63f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00007ff9413d63e0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00007ff9413d63f8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00007ff9413d63d0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00007ff9413d63c0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff9413d63d8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00007ff9413d6410 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00007ff9413d7a78 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9413d90e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00007ff9413d9358 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00007ff9413d78b8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9413d8ef0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00007ff9413d86f8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00007ff9413d7728 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00007ff9413d7288 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00007ff9413d6a20 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00007ff9413d64a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d71f8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00007ff9413d9490 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00007ff9413d9840 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00007ff9413d9400 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00007ff9413d96b0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00007ff9413d6fd8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00007ff9413d9930 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00007ff9413d79a8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00007ff9413d6680 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00007ff9413d7598 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00007ff9413d7698 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00007ff9413d77b8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00007ff9413d73e8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00007ff9413d7f80 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00007ff9413d8c68 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00007ff9413d92b0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00007ff9413d7b08 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00007ff9413d7ea8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00007ff9413d6df0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00007ff943de7890 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACClientRequest
00007ff943de79b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00007ff943de7710 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationAnalytics
00007ff943de78f0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00007ff943de7830 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00007ff943de7950 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00007ff943de7770 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00007ff943de76b0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff943de77d0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff90f6508a1 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00007ff90f650992 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.21
00007ff90f650a63 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24
00007ff90f66828d (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24.cold.1
00007ff90f650ad8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.34
00007ff90f664b8e (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00007ff90f65299c (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00007ff90f659e19 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00007ff90f668b70 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00007ff90f659f2d (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00007ff90f668bbc (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00007ff90f658d54 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00007ff90f6502e8 (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00007ff90f652414 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00007ff90f659876 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00007ff90f65991f (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00007ff90f65a041 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00007ff90f668c08 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00007ff90f64e9a1 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00007ff90f659bca (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00007ff90f668afe (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00007ff90f65161b (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00007ff90f652c5c (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00007ff90f6543cf (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00007ff90f6622c4 (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00007ff90f657be1 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00007ff90f661d8b (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00007ff90f64f375 (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00007ff90f65371f (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00007ff90f64e7d3 (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00007ff90f65312a (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00007ff90f65121a (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00007ff90f653ccf (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00007ff90f659cce (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00007ff90f65a380 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00007ff90f654685 (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00007ff90f64dbaa (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00007ff90f6517e1 (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00007ff90f64e47d (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00007ff90f6547c0 (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00007ff90f6586f7 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00007ff90f654afb (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00007ff90f6586d2 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90f6586e8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff90f657b80 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00007ff90f65a482 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00007ff90f6514f5 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00007ff90f657385 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00007ff90f64e6a7 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f64f422 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f6526ad (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f652bfc (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f653ff9 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f65436f (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f6551aa (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f658caa (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90f65a4ad (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
00007ff9413d49b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_c24?0"LAAnalytics"8"NSDictionary"16l
00007ff9413d4af0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9413d4fd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00007ff9413d51a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9413d5018 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00007ff9413d4c10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9413d4cf8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00007ff9413d5178 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00007ff9413d4b90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00007ff9413d4b30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00007ff9413d4b60 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00007ff9413d4e78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00007ff9413d4aa0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00007ff9413d4e48 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00007ff9413d5048 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
00007ff9413d4ca8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e5_v8?0l
00007ff9413d4c78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v20?0c8"NSError"12l
00007ff9413d50d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff9413d4a50 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e14_v32?0816*24l
00007ff9413d4d98 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00007ff9413d5148 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32w40w_e29_v16?0"BridgeXPCConnection"8l
00007ff9413d4f30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48r_e24_v32?0"TADevice"8Q16*24l
00007ff9413d4d68 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40w_e5_v8?0l
00007ff9413d4bc0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32w_e5_v8?0l
00007ff9413d49d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4a80 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4b10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4c58 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4d28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4d48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4de8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4e08 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4e28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4ec8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4ee8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4f10 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4f98 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4dc8 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9413d4f78 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9413d4bf0 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9413d4a10 (__DATA_CONST,__const) non-external ___block_literal_global.113
00007ff9413d5108 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff9413d5128 (__DATA_CONST,__const) non-external ___block_literal_global.125
00007ff9413d4cd8 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff9413d4ea8 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9413d4fb8 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff9413d4ff8 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff9413d49f0 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff9413d5078 (__DATA_CONST,__const) non-external ___block_literal_global.75
00007ff9413d5098 (__DATA_CONST,__const) non-external ___block_literal_global.78
00007ff9413d50b8 (__DATA_CONST,__const) non-external ___block_literal_global.81
00007ff9413d4ad0 (__DATA_CONST,__const) non-external ___block_literal_global.95
                 (undefined) external ___bzero (from libSystem)
00007ff90f65b3d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90f65b3f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90f65242a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90f654804 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40w
00007ff90f6515bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90f64f3d1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90f651915 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90f64e8ce (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90f658768 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00007ff90f6531ed (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90f650972 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90f661fb9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w40w
00007ff90f6515d3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90f64f3e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90f64e8f3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90f6587ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff90f65321b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90f650984 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90f661fea (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w40w
00007ff90f651521 (__TEXT,__text) non-external ___getSFApproveDiscoveryClass_block_invoke
00007ff90f658cd5 (__TEXT,__text) non-external ___getTADeviceClass_block_invoke
00007ff90f6688a7 (__TEXT,__text) non-external ___getTADeviceClass_block_invoke.cold.1
00007ff90f658bc5 (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke
00007ff90f66888e (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke.cold.1
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff943de7a78 (__DATA,__bss) non-external __allocatedMem.0
00007ff943de7a80 (__DATA,__bss) non-external __allocatedMem.2
00007ff943de7a88 (__DATA,__bss) non-external __allocatedMem.3
00007ff943de7a98 (__DATA,__bss) non-external __connect
00007ff943420aa8 (__DATA_DIRTY,__bss) non-external __currentRequest
00007ff90f674d98 (__TEXT,__const) non-external __currentVersion
00007ff943de7a60 (__DATA,__bss) non-external __dfrStatus
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00007ff943de7a9c (__DATA,__bss) non-external __initialized
00007ff943420aa0 (__DATA_DIRTY,__bss) non-external __lastRequestId
00007ff943de7a11 (__DATA,__data) non-external __logLevel
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff943420b78 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.onceToken
00007ff943420b70 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.storage
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff943de7a58 (__DATA,__bss) non-external __updateDFRStatus.onceToken
                 (undefined) external _abort_report_np (from libSystem)
00007ff90f660726 (__TEXT,__text) non-external _aclRequiresPasscodeInternal
00007ff90f65a4d8 (__TEXT,__text) external _acm_explicit_bzero
00007ff90f65a4e7 (__TEXT,__text) external _acm_get_mem
00007ff90f668cad (__TEXT,__text) external _acm_mem_alloc
00007ff90f668c3c (__TEXT,__text) external _acm_mem_alloc_data
00007ff90f65a4f4 (__TEXT,__text) external _acm_mem_alloc_info
00007ff90f668cd4 (__TEXT,__text) external _acm_mem_free
00007ff90f668c63 (__TEXT,__text) external _acm_mem_free_data
00007ff90f65a594 (__TEXT,__text) external _acm_mem_free_info
00007ff90f67a0f0 (__TEXT,__dlopen_cstrs) non-external _audit_stringSharing
00007ff90f67a140 (__TEXT,__dlopen_cstrs) non-external _audit_stringTrustedAccessory
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_clear (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _ccgcm_context_size (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90f65b362 (__TEXT,__text) non-external _checkCCError
00007ff90f65b218 (__TEXT,__text) non-external _checkParameter
00007ff90f66b352 (__TEXT,__text) external _crypto_decryptText
00007ff90f65b9ca (__TEXT,__text) non-external _crypto_decryptText_version1
00007ff90f65bbde (__TEXT,__text) non-external _crypto_decryptText_version2
00007ff90f66b527 (__TEXT,__text) external _crypto_deriveKeyAndDecryptData
00007ff90f66b3e0 (__TEXT,__text) external _crypto_deriveKeyAndEncryptData
00007ff90f66b2be (__TEXT,__text) external _crypto_encryptText
00007ff90f65b556 (__TEXT,__text) non-external _crypto_encryptText_version1
00007ff90f65b77d (__TEXT,__text) non-external _crypto_encryptText_version2
00007ff90f65b317 (__TEXT,__text) external _crypto_encryptedTextLength
00007ff90f66b25c (__TEXT,__text) external _crypto_generateKey
00007ff90f66b010 (__TEXT,__text) external _crypto_generateKeyFromSharedInfo
00007ff90f66b673 (__TEXT,__text) external _crypto_generateRandomSaltLazily
00007ff90f65b338 (__TEXT,__text) external _crypto_plainTextLength
00007ff90f65afc7 (__TEXT,__text) non-external _deserializeParameters
00007ff943420b88 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.hasPearl
00007ff943420a98 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.onceToken
00007ff943420a90 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.hasSep
00007ff943420a88 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.onceToken
00007ff943de7a68 (__DATA,__bss) non-external _deviceHasTouchID.hasTouchID
00007ff943de7a70 (__DATA,__bss) non-external _deviceHasTouchID.onceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_block_cancel (from libSystem)
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dispatch_block_testcancel (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff943de7a10 (__DATA,__data) external _gACMLoggingLevel
00007ff90f65b42a (__TEXT,__text) non-external _generateRandom
00007ff943de7ab0 (__DATA,__bss) non-external _getCurrentLanguage.checked
00007ff943de7a18 (__DATA,__data) non-external _getCurrentLanguage.currentLanguage
00007ff90f65add5 (__TEXT,__text) non-external _getLengthOfParameters
00007ff90f65accd (__TEXT,__text) non-external _getRequirementDataSizeForVersion
00007ff90f65b2cc (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.1
00007ff90f65b2ef (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.2
