00007ff8400e99d0 (__DATA,__data) non-external _C
00007ff801005e0c (__TEXT,__text) external _tmpnam
00007ff8400ed530 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8400ed538 (__DATA,__bss) non-external _tmpnam_buf
00007ff801005ea2 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400ea740 (__DATA,__data) non-external _tmpnam_buf_control
00007ff80103f8c8 (__TEXT,__const) non-external _tmundef
00007ff800fd7a6f (__TEXT,__text) external _toascii
00007ff800fd7a7a (__TEXT,__text) external _tolower
00007ff800fd8479 (__TEXT,__text) external _tolower_l
00007ff8400eba08 (__DATA,__bss) non-external _toprec
00007ff8400eba10 (__DATA,__bss) non-external _topreclen
00007ff800fd7ac0 (__TEXT,__text) external _toupper
00007ff800fd849a (__TEXT,__text) external _toupper_l
00007ff800ffc8ba (__TEXT,__text) external _towctrans
00007ff800ffc82c (__TEXT,__text) external _towctrans_l
00007ff800fd88cd (__TEXT,__text) external _towlower
00007ff800fd8dda (__TEXT,__text) external _towlower_l
00007ff800fd8913 (__TEXT,__text) external _towupper
00007ff800fd8dfb (__TEXT,__text) external _towupper_l
00007ff8010179a7 (__TEXT,__text) non-external _transtime
00007ff801032a66 (__TEXT,__text) non-external _tre_add_tag_left
00007ff8010329b7 (__TEXT,__text) non-external _tre_add_tag_right
00007ff80102fd60 (__TEXT,__text) non-external _tre_add_tags
00007ff80102f4a7 (__TEXT,__text) external _tre_ast_new_catenation
00007ff80102f416 (__TEXT,__text) external _tre_ast_new_iter
00007ff80102f3db (__TEXT,__text) external _tre_ast_new_literal
00007ff80102f35b (__TEXT,__text) external _tre_ast_new_node
00007ff80102f46d (__TEXT,__text) external _tre_ast_new_union
00007ff80103269c (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff80102f4e4 (__TEXT,__text) external _tre_compile
00007ff801031ec0 (__TEXT,__text) non-external _tre_compute_nfl
00007ff801032b15 (__TEXT,__text) non-external _tre_copy_ast
00007ff801031964 (__TEXT,__text) non-external _tre_expand_ast
00007ff80103aa96 (__TEXT,__text) non-external _tre_expand_macro
00007ff80102ed31 (__TEXT,__text) external _tre_fill_pmatch
00007ff801032746 (__TEXT,__text) external _tre_free
00007ff8400b2290 (__DATA_CONST,__const) non-external _tre_macros
00007ff801033490 (__TEXT,__text) non-external _tre_make_trans
00007ff80102f10d (__TEXT,__text) non-external _tre_match
00007ff8010332bf (__TEXT,__text) non-external _tre_match_empty
00007ff8010385a4 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff801038561 (__TEXT,__text) external _tre_mem_destroy
00007ff80103852c (__TEXT,__text) external _tre_mem_new_impl
00007ff801032888 (__TEXT,__text) non-external _tre_merge_branches
00007ff80103aba9 (__TEXT,__text) non-external _tre_new_item
00007ff8010386c8 (__TEXT,__text) external _tre_parse
00007ff80103a8d4 (__TEXT,__text) non-external _tre_parse_bound
00007ff80102ef23 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff80103ab15 (__TEXT,__text) non-external _tre_search_cnames
00007ff801032eb2 (__TEXT,__text) non-external _tre_set_empty
00007ff801032e4c (__TEXT,__text) non-external _tre_set_one
00007ff801032edf (__TEXT,__text) non-external _tre_set_union
00007ff80103aca7 (__TEXT,__text) external _tre_stack_destroy
00007ff80103ac2e (__TEXT,__text) external _tre_stack_new
00007ff80103acc7 (__TEXT,__text) external _tre_stack_num_objects
00007ff80103ad7f (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff80103ad98 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff80103acdc (__TEXT,__text) non-external _tre_stack_push
00007ff80103acd0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff80103ad75 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff8010337c8 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff801036344 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff801026dcb (__TEXT,__text) non-external _trecurse
00007ff800fff0ba (__TEXT,__text) non-external _tryflush
00007ff801026d2b (__TEXT,__text) external _tsearch
00007ff800ff1bbb (__TEXT,__text) external _ttyname
00007ff8400eba60 (__DATA,__bss) non-external _ttyname_init
00007ff8400eba68 (__DATA,__bss) non-external _ttyname_key
00007ff8400ea058 (__DATA,__data) non-external _ttyname_lock
00007ff800ff1caa (__TEXT,__text) external _ttyname_r
00007ff800ff1d89 (__TEXT,__text) external _ttyslot
00007ff801026dad (__TEXT,__text) external _twalk
00007ff8010176af (__TEXT,__text) non-external _typesequiv
00007ff80101578e (__TEXT,__text) non-external _tzload
00007ff8400ea860 (__DATA,__data) external _tzname
00007ff80101611b (__TEXT,__text) non-external _tzparse
00007ff801016825 (__TEXT,__text) external _tzset
00007ff8010154f9 (__TEXT,__text) external _tzsetwall
00007ff801015505 (__TEXT,__text) non-external _tzsetwall_basic
00007ff800ff1d91 (__TEXT,__text) external _ualarm
00007ff8400ea6c8 (__DATA,__data) non-external _uglue
00007ff800ff1e1e (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800fd7492 (__TEXT,__text) external _uname
00007ff801040560 (__TEXT,__const) non-external _unbound_variable_str
00007ff800fd205b (__TEXT,__text) non-external _underflow
00007ff801005ebe (__TEXT,__text) external _ungetc
00007ff801006131 (__TEXT,__text) external _ungetwc
00007ff801006194 (__TEXT,__text) external _ungetwc_l
00007ff8400eb7d9 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff801027025 (__TEXT,__text) external _unlockpt
00007ff801025657 (__TEXT,__text) external _unsetenv
00007ff800ff1f74 (__TEXT,__text) external _unvis
00007ff80103d8d8 (__TEXT,__text) non-external _unvis.cold.1
00007ff80103d8fb (__TEXT,__text) non-external _unvis.cold.2
00007ff800fd9e33 (__TEXT,__text) external _uselocale
00007ff80103afbf (__TEXT,__text) external _usleep
00007ff800ff26ec (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400ecac0 (__DATA,__bss) non-external _usual
00007ff8400ebcf0 (__DATA,__bss) non-external _usual_extra
00007ff800ff2727 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800fdbbe5 (__TEXT,__text) external _uuid_clear
00007ff800fdbbf1 (__TEXT,__text) external _uuid_compare
00007ff800fdbc9d (__TEXT,__text) external _uuid_copy
00007ff800fdc044 (__TEXT,__text) external _uuid_generate
00007ff800fdbfb6 (__TEXT,__text) external _uuid_generate_random
00007ff800fdbcb3 (__TEXT,__text) external _uuid_generate_time
00007ff8400eb910 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400eb908 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800fdc04e (__TEXT,__text) external _uuid_is_null
00007ff800fdc06b (__TEXT,__text) external _uuid_pack
00007ff800fdc0a9 (__TEXT,__text) external _uuid_parse
00007ff800fdc1dd (__TEXT,__text) external _uuid_unpack
00007ff800fdc2c3 (__TEXT,__text) external _uuid_unparse
00007ff800fdc21b (__TEXT,__text) external _uuid_unparse_lower
00007ff800fdc26f (__TEXT,__text) external _uuid_unparse_upper
00007ff8400b13b0 (__DATA_CONST,__const) non-external _validlist
00007ff8010063ed (__TEXT,__text) external _vasprintf
00007ff8010063ce (__TEXT,__text) external _vasprintf_l
00007ff800fdab89 (__TEXT,__text) external _vasxprintf
00007ff800fdb630 (__TEXT,__text) external _vasxprintf_exec
00007ff8010065c9 (__TEXT,__text) external _vdprintf
00007ff8010065ab (__TEXT,__text) external _vdprintf_l
00007ff800fdaba1 (__TEXT,__text) external _vdxprintf
00007ff800fdb64a (__TEXT,__text) external _vdxprintf_exec
00007ff80103d3c9 (__TEXT,__text) external _verr
00007ff80103d2fb (__TEXT,__text) external _verrc
00007ff80103d4d5 (__TEXT,__text) external _verrx
00007ff800fdc560 (__TEXT,__text) external _vfork
00007ff80100666e (__TEXT,__text) external _vfprintf
00007ff801006604 (__TEXT,__text) external _vfprintf_l
00007ff80100b02c (__TEXT,__text) external _vfscanf
00007ff80100d3e4 (__TEXT,__text) external _vfscanf_l
00007ff80101145c (__TEXT,__text) external _vfwprintf
00007ff80100d5a4 (__TEXT,__text) external _vfwprintf_l
00007ff801011d38 (__TEXT,__text) external _vfwscanf
00007ff801013e30 (__TEXT,__text) external _vfwscanf_l
00007ff800fdabb8 (__TEXT,__text) external _vfxprintf
00007ff800fdb663 (__TEXT,__text) external _vfxprintf_exec
00007ff800ff3091 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff801013eac (__TEXT,__text) external _vprintf
00007ff801013ee4 (__TEXT,__text) external _vprintf_l
00007ff801013f01 (__TEXT,__text) external _vscanf
00007ff801013f63 (__TEXT,__text) external _vscanf_l
00007ff801014165 (__TEXT,__text) external _vsnprintf
00007ff801014136 (__TEXT,__text) external _vsnprintf_l
00007ff8010142b6 (__TEXT,__text) external _vsprintf
00007ff8010141af (__TEXT,__text) external _vsprintf_l
00007ff80101449a (__TEXT,__text) external _vsscanf
00007ff8010142e4 (__TEXT,__text) external _vsscanf_l
00007ff801014723 (__TEXT,__text) external _vswprintf
00007ff8010144c8 (__TEXT,__text) external _vswprintf_l
00007ff801014967 (__TEXT,__text) external _vswscanf
00007ff801014751 (__TEXT,__text) external _vswscanf_l
00007ff800fdabd0 (__TEXT,__text) external _vsxprintf
00007ff800fdb67d (__TEXT,__text) external _vsxprintf_exec
00007ff80103d6d1 (__TEXT,__text) external _vwarn
00007ff80103d62e (__TEXT,__text) external _vwarnc
00007ff80103d838 (__TEXT,__text) external _vwarnx
00007ff801014995 (__TEXT,__text) external _vwprintf
00007ff8010149cd (__TEXT,__text) external _vwprintf_l
00007ff8010149ea (__TEXT,__text) external _vwscanf
00007ff801014a22 (__TEXT,__text) external _vwscanf_l
00007ff800fdabfe (__TEXT,__text) external _vxprintf
00007ff800fdb6ab (__TEXT,__text) external _vxprintf_exec
00007ff80103affa (__TEXT,__text) external _wait
00007ff800ff3a30 (__TEXT,__text) external _wait$NOCANCEL
00007ff800ff3a46 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff80103b010 (__TEXT,__text) external _waitpid
00007ff800ff3a5d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff80103d570 (__TEXT,__text) external _warn
00007ff80103d6f4 (__TEXT,__text) external _warnc
00007ff80103d794 (__TEXT,__text) external _warnx
00007ff80101c24a (__TEXT,__text) external _wcpcpy
00007ff80101c270 (__TEXT,__text) external _wcpncpy
00007ff800ffaa2b (__TEXT,__text) external _wcrtomb
00007ff800ffa9e6 (__TEXT,__text) external _wcrtomb_l
00007ff80101c358 (__TEXT,__text) external _wcscasecmp
00007ff80101c2ce (__TEXT,__text) external _wcscasecmp_l
00007ff80101c380 (__TEXT,__text) external _wcscat
00007ff80101c3a6 (__TEXT,__text) external _wcschr
00007ff80101c3c7 (__TEXT,__text) external _wcscmp
00007ff80101c8ba (__TEXT,__text) external _wcscoll
00007ff80101c3e3 (__TEXT,__text) external _wcscoll_l
00007ff80101c8e2 (__TEXT,__text) external _wcscpy
00007ff80101d5f8 (__TEXT,__text) external _wcscspn
00007ff80101d63d (__TEXT,__text) external _wcsdup
00007ff800ffac9f (__TEXT,__text) external _wcsftime
00007ff800ffaa71 (__TEXT,__text) external _wcsftime_l
00007ff80101d687 (__TEXT,__text) external _wcslcat
00007ff80101d71c (__TEXT,__text) external _wcslcpy
00007ff80101d786 (__TEXT,__text) external _wcslen
00007ff80101d860 (__TEXT,__text) external _wcsncasecmp
00007ff80101d7a2 (__TEXT,__text) external _wcsncasecmp_l
00007ff80101d888 (__TEXT,__text) external _wcsncat
00007ff80101d8ec (__TEXT,__text) external _wcsncmp
00007ff80101d91f (__TEXT,__text) external _wcsncpy
00007ff80101d971 (__TEXT,__text) external _wcsnlen
00007ff800ffad0c (__TEXT,__text) external _wcsnrtombs
00007ff800ffacc7 (__TEXT,__text) external _wcsnrtombs_l
00007ff80101d98f (__TEXT,__text) external _wcspbrk
00007ff80101d9cf (__TEXT,__text) external _wcsrchr
00007ff800ffb040 (__TEXT,__text) external _wcsrtombs
00007ff800ffaff5 (__TEXT,__text) external _wcsrtombs_l
00007ff80101d9e7 (__TEXT,__text) external _wcsspn
00007ff80101dced (__TEXT,__text) external _wcsstr
00007ff800ffb33a (__TEXT,__text) external _wcstod
00007ff800ffb0e1 (__TEXT,__text) external _wcstod_l
00007ff800ffb5bb (__TEXT,__text) external _wcstof
00007ff800ffb362 (__TEXT,__text) external _wcstof_l
00007ff800ffb7dd (__TEXT,__text) external _wcstoimax
00007ff800ffb5e3 (__TEXT,__text) external _wcstoimax_l
00007ff80101dd59 (__TEXT,__text) external _wcstok
00007ff800ffb9ff (__TEXT,__text) external _wcstol
00007ff800ffb805 (__TEXT,__text) external _wcstol_l
00007ff800ffbc78 (__TEXT,__text) external _wcstold
00007ff800ffba27 (__TEXT,__text) external _wcstold_l
00007ff800ffbe9a (__TEXT,__text) external _wcstoll
00007ff800ffbca0 (__TEXT,__text) external _wcstoll_l
00007ff800ffbf6d (__TEXT,__text) external _wcstombs
00007ff800ffbec2 (__TEXT,__text) external _wcstombs_l
00007ff800ffc209 (__TEXT,__text) external _wcstoul
00007ff800ffc01d (__TEXT,__text) external _wcstoul_l
00007ff800ffc41d (__TEXT,__text) external _wcstoull
00007ff800ffc231 (__TEXT,__text) external _wcstoull_l
00007ff800ffc631 (__TEXT,__text) external _wcstoumax
00007ff800ffc445 (__TEXT,__text) external _wcstoumax_l
00007ff80101de48 (__TEXT,__text) external _wcswidth
00007ff80101ddcd (__TEXT,__text) external _wcswidth_l
00007ff80101df5b (__TEXT,__text) external _wcsxfrm
00007ff80101de70 (__TEXT,__text) external _wcsxfrm_l
00007ff800ffc70c (__TEXT,__text) external _wctob
00007ff800ffc659 (__TEXT,__text) external _wctob_l
00007ff800ffc7ac (__TEXT,__text) external _wctomb
00007ff800ffc734 (__TEXT,__text) external _wctomb_l
00007ff800ffc8e2 (__TEXT,__text) external _wctrans
00007ff800ffc95e (__TEXT,__text) external _wctrans_l
00007ff800ffca5c (__TEXT,__text) external _wctype
00007ff800ffc968 (__TEXT,__text) external _wctype_l
00007ff8400b1740 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800ffca84 (__TEXT,__text) external _wcwidth
00007ff800ffcaf0 (__TEXT,__text) external _wcwidth_l
00007ff80101d5a2 (__TEXT,__text) non-external _we_read_fully
00007ff801040420 (__TEXT,__const) non-external _wildabbr
00007ff80101df83 (__TEXT,__text) external _wmemchr
00007ff80101dfa3 (__TEXT,__text) external _wmemcmp
00007ff80101dfd1 (__TEXT,__text) external _wmemcpy
00007ff80101dfdf (__TEXT,__text) external _wmemmove
00007ff80101dfed (__TEXT,__text) external _wmemset
00007ff8010152e2 (__TEXT,__text) non-external _wmemstream_close
00007ff801015226 (__TEXT,__text) non-external _wmemstream_seek
00007ff80103dcc2 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff80103dce5 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff80101500c (__TEXT,__text) non-external _wmemstream_update
00007ff80103dca1 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff801015036 (__TEXT,__text) non-external _wmemstream_write
00007ff80101c8fc (__TEXT,__text) external _wordexp
00007ff80101d568 (__TEXT,__text) external _wordfree
00007ff801014b00 (__TEXT,__text) external _wprintf
00007ff801014bd2 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff801014c85 (__TEXT,__text) external _wscanf
00007ff801014d57 (__TEXT,__text) external _wscanf_l
00007ff800fdaad1 (__TEXT,__text) external _xprintf
00007ff8400eb900 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800fdb57a (__TEXT,__text) external _xprintf_exec
00007ff801040428 (__TEXT,__const) non-external _year_lengths
00007ff8400eb840 (__DATA,__bss) non-external _zapchar
00007ff801040240 (__TEXT,__const) non-external _zeroes
00007ff801040340 (__TEXT,__const) non-external _zeroes
00007ff8400eaa40 (__DATA,__data) non-external _zeroes
00007ff800fcf000 (__TEXT,__text) external mcount
