00007ff901314fc0 (__TEXT,__text) non-external +[Calculate _lock]
00007ff901369930 (__TEXT,__const) non-external _c_64.1228
00007ff901366d80 (__TEXT,__const) non-external _c_7_10ths
00007ff901366de0 (__TEXT,__const) non-external _c_7_10ths.1129
00007ff901366e30 (__TEXT,__const) non-external _c_half
00007ff901366ea0 (__TEXT,__const) non-external _c_half.1159
00007ff901367020 (__TEXT,__const) non-external _c_half.1182
00007ff9013670b0 (__TEXT,__const) non-external _c_half.1188
00007ff9013670f0 (__TEXT,__const) non-external _c_half.1192
00007ff901369970 (__TEXT,__const) non-external _c_half.1231
00007ff9013670c0 (__TEXT,__const) non-external _c_inv_log10
00007ff901366dc0 (__TEXT,__const) non-external _c_log10
00007ff901366e10 (__TEXT,__const) non-external _c_log10.1134
00007ff901367080 (__TEXT,__const) non-external _c_log_pi
00007ff901367000 (__TEXT,__const) non-external _c_m1e34
00007ff901369960 (__TEXT,__const) non-external _c_minus_half
00007ff901367060 (__TEXT,__const) non-external _c_minus_one
00007ff901366ff0 (__TEXT,__const) non-external _c_neg_11000
00007ff9013b5660 (__TEXT,__const) non-external _c_neg_one
00007ff901366d90 (__TEXT,__const) non-external _c_one
00007ff901366df0 (__TEXT,__const) non-external _c_one.1130
00007ff901366e60 (__TEXT,__const) non-external _c_one.1157
00007ff901366f00 (__TEXT,__const) non-external _c_one.1167
00007ff901367050 (__TEXT,__const) non-external _c_one.1183
00007ff9013670a0 (__TEXT,__const) non-external _c_one.1187
00007ff9013670e0 (__TEXT,__const) non-external _c_one.1191
00007ff901369920 (__TEXT,__const) non-external _c_one.1227
00007ff901366db0 (__TEXT,__const) non-external _c_pi
00007ff901367070 (__TEXT,__const) non-external _c_pi.1184
00007ff901366e40 (__TEXT,__const) non-external _c_pi_ov_2
00007ff901369900 (__TEXT,__const) non-external _c_pi_ov_2.1223
00007ff9013b5650 (__TEXT,__const) non-external _c_pi_ov_2.1244
00007ff901366da0 (__TEXT,__const) non-external _c_zero
00007ff901366e00 (__TEXT,__const) non-external _c_zero.1131
00007ff901366e80 (__TEXT,__const) non-external _c_zero.1158
00007ff901369940 (__TEXT,__const) non-external _c_zero.1229
00007ff901330f17 (__TEXT,__text) non-external _calc_parser_read_buffer
00007ff9013340a5 (__TEXT,__text) non-external _calc_yy_create_buffer
00007ff901334203 (__TEXT,__text) non-external _calc_yy_init_buffer
00007ff9013342d4 (__TEXT,__text) non-external _calc_yy_scan_bytes
00007ff901334024 (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00007ff941f71568 (__DATA,__bss) non-external _calc_yyin
00007ff941f70cd8 (__DATA,__data) non-external _calc_yyleng
00007ff941f70e30 (__DATA,__data) non-external _calc_yylineno
00007ff941f70c70 (__DATA,__data) non-external _calc_yyout
00007ff941f70ce8 (__DATA,__data) non-external _calc_yytext
00007ff941f71388 (__DATA,__bss) non-external _calculateRequestLock
00007ff941f713a8 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00007ff941f71498 (__DATA,__bss) non-external _closeParenthesesSet
00007ff901363910 (__TEXT,__const) non-external _cmpTable
00007ff9013606c0 (__TEXT,__const) non-external _consumerSecret
00007ff9012ff9c8 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00007ff941f71468 (__DATA,__bss) non-external _digitSet
00007ff941f71508 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00007ff941f71500 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00007ff941f71488 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00007ff941f71400 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00007ff941f713f8 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
00007ff9012ff7f7 (__TEXT,__text) non-external _evaluateBinary
00007ff9012fe474 (__TEXT,__text) non-external _evaluateTree
00007ff9012fe31c (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00007ff941f714c8 (__DATA,__bss) non-external _explicitConversionRegularExpression
00007ff941f714a0 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff9012ff999 (__TEXT,__text) non-external _freeTree
00007ff9013068c9 (__TEXT,__text) non-external _functionACos
00007ff901307e3c (__TEXT,__text) non-external _functionACosD
00007ff901309980 (__TEXT,__text) non-external _functionACosH
00007ff90130ee0f (__TEXT,__text) non-external _functionAND
00007ff901306629 (__TEXT,__text) non-external _functionASin
00007ff9013079e4 (__TEXT,__text) non-external _functionASinD
00007ff90130971e (__TEXT,__text) non-external _functionASinH
00007ff901306c69 (__TEXT,__text) non-external _functionATan
00007ff9013081e3 (__TEXT,__text) non-external _functionATanD
00007ff90130a08c (__TEXT,__text) non-external _functionATanH
00007ff9013026c7 (__TEXT,__text) non-external _functionAdd
00007ff90130a38a (__TEXT,__text) non-external _functionCeil
00007ff901302b38 (__TEXT,__text) non-external _functionCoefficientUnit
00007ff90130f754 (__TEXT,__text) non-external _functionCompose
00007ff9012fe18e (__TEXT,__text) non-external _functionConstant
00007ff901310015 (__TEXT,__text) non-external _functionConvert
00007ff901306030 (__TEXT,__text) non-external _functionCos
00007ff90130725b (__TEXT,__text) non-external _functionCosD
00007ff901308cbe (__TEXT,__text) non-external _functionCosH
00007ff901304ff0 (__TEXT,__text) non-external _functionCubeRoot
00007ff9013039ec (__TEXT,__text) non-external _functionDivide
00007ff90130c00d (__TEXT,__text) non-external _functionERF
00007ff90130c3bd (__TEXT,__text) non-external _functionERFC
00007ff9013052c6 (__TEXT,__text) non-external _functionExp
00007ff90130d7eb (__TEXT,__text) non-external _functionFMod
00007ff90130b407 (__TEXT,__text) non-external _functionFabs
00007ff90130cc48 (__TEXT,__text) non-external _functionFactorial
00007ff901310030 (__TEXT,__text) non-external _functionFail
00007ff90130aa74 (__TEXT,__text) non-external _functionFloor
00007ff90130dd3b (__TEXT,__text) non-external _functionHypot
00007ff901304d55 (__TEXT,__text) non-external _functionImplicitAdd
00007ff901310021 (__TEXT,__text) non-external _functionImplicitConvert
00007ff90130b621 (__TEXT,__text) non-external _functionJ0
00007ff90130b784 (__TEXT,__text) non-external _functionJ1
00007ff90130bdcb (__TEXT,__text) non-external _functionLGamma
00007ff90130f3ce (__TEXT,__text) non-external _functionLeftShift
00007ff901305521 (__TEXT,__text) non-external _functionLn
00007ff901305775 (__TEXT,__text) non-external _functionLog
00007ff9013059d0 (__TEXT,__text) non-external _functionLogBase
00007ff90130e8b4 (__TEXT,__text) non-external _functionMax
00007ff90130e359 (__TEXT,__text) non-external _functionMin
00007ff9013039a0 (__TEXT,__text) non-external _functionMultiply
00007ff90130f0ed (__TEXT,__text) non-external _functionNOR
00007ff901303f26 (__TEXT,__text) non-external _functionNegate
00007ff9012fe60f (__TEXT,__text) non-external _functionNoOp
00007ff90130ef7e (__TEXT,__text) non-external _functionOR
00007ff9013041b0 (__TEXT,__text) non-external _functionPercent
00007ff9013048a2 (__TEXT,__text) non-external _functionPercentDecrease
00007ff901304421 (__TEXT,__text) non-external _functionPercentIncrease
00007ff901302b84 (__TEXT,__text) non-external _functionPow
00007ff90130bbad (__TEXT,__text) non-external _functionRInt
00007ff90130e050 (__TEXT,__text) non-external _functionRem
00007ff90130f591 (__TEXT,__text) non-external _functionRightShift
00007ff90130d2df (__TEXT,__text) non-external _functionRoot
00007ff90130ac99 (__TEXT,__text) non-external _functionRound
00007ff90130aee3 (__TEXT,__text) non-external _functionRoundNearest
00007ff901303558 (__TEXT,__text) non-external _functionSameCurrency
00007ff901306f09 (__TEXT,__text) non-external _functionSinD
00007ff901308562 (__TEXT,__text) non-external _functionSinH
00007ff901305da6 (__TEXT,__text) non-external _functionSine
00007ff901304d9d (__TEXT,__text) non-external _functionSqrRoot
00007ff90130270f (__TEXT,__text) non-external _functionSubtract
00007ff9013062ba (__TEXT,__text) non-external _functionTan
00007ff9013075ad (__TEXT,__text) non-external _functionTanD
00007ff901309329 (__TEXT,__text) non-external _functionTanH
00007ff9012fed39 (__TEXT,__text) non-external _functionUnit
00007ff90130f25f (__TEXT,__text) non-external _functionXOR
00007ff90130b8e7 (__TEXT,__text) non-external _functionY0
00007ff90130ba4a (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00007ff941f70c98 (__DATA,__data) non-external _g_BufferLen
00007ff941f71518 (__DATA,__bss) non-external _g_ErrorCode
00007ff941f7124c (__DATA,__bss) non-external _g_GeneratingConvertTerm
00007ff941f71248 (__DATA,__bss) non-external _g_PowNestingLevel
00007ff941f70ca4 (__DATA,__data) non-external _g_Precision
00007ff941f70cb0 (__DATA,__data) non-external _g_PreferredType
00007ff941f70cc0 (__DATA,__data) non-external _g_ResultBuffer
00007ff941f7155e (__DATA,__bss) non-external _g_allowPartialExpressions
00007ff941f7155d (__DATA,__bss) non-external _g_allowUnits
00007ff941f713c8 (__DATA,__bss) non-external _g_beforeConvertTree
00007ff941f713d4 (__DATA,__bss) non-external _g_composedExponent
00007ff941f713d0 (__DATA,__bss) non-external _g_composedType
00007ff941f71532 (__DATA,__bss) non-external _g_containsCurrencyConversion
00007ff941f71380 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00007ff941f71540 (__DATA,__bss) non-external _g_firstCoefficient.0
00007ff941f71550 (__DATA,__bss) non-external _g_firstCoefficient.1
00007ff941f71533 (__DATA,__bss) non-external _g_foundFirstCoefficient
00007ff941f7155c (__DATA,__bss) non-external _g_ignoreProbableSearches
00007ff941f71530 (__DATA,__bss) non-external _g_isTrivial
00007ff941f71558 (__DATA,__bss) non-external _g_negationCount
00007ff941f71520 (__DATA,__bss) non-external _g_parseTree
00007ff941f71528 (__DATA,__bss) non-external _g_resultTree
00007ff941f713b8 (__DATA,__bss) non-external _g_unitSuggestions
00007ff941f713c0 (__DATA,__bss) non-external _g_unitSuggestionsSet
00007ff941f713b0 (__DATA,__bss) non-external _g_unitsInfo
00007ff941f71358 (__DATA,__bss) non-external _g_usingNewAPI
00007ff941f71531 (__DATA,__bss) non-external _g_wasTrivial
00007ff941f71360 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00007ff941f71368 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00007ff941f714b8 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00007ff941f714d0 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00007ff941f714d8 (__DATA,__bss) non-external _initialize.once
00007ff941f714e8 (__DATA,__bss) non-external _inputUnitIndex1
00007ff941f714f0 (__DATA,__bss) non-external _inputUnitIndex2
00007ff941f714f8 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00007ff941f714c0 (__DATA,__bss) non-external _knownSet
00007ff941f714a8 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00007ff941f71370 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00007ff941f71378 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00007ff941f71480 (__DATA,__bss) non-external _multiplySet
00007ff941f71240 (__DATA,__bss) non-external _my_fpsf
00007ff941f70cd4 (__DATA,__data) non-external _my_rnd_mode
00007ff9012fe10a (__TEXT,__text) non-external _newConstantNode
00007ff9012fe6df (__TEXT,__text) non-external _newDecimalNode
00007ff9012ff5cf (__TEXT,__text) non-external _newTreeObject
00007ff9012ff4c2 (__TEXT,__text) non-external _newUnitIDNode
00007ff9012fec04 (__TEXT,__text) non-external _newUnitNode
00007ff941f70d50 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00007ff941f71490 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff941f714e0 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00007ff941f70d40 (__DATA,__data) non-external _sCalculateLock
00007ff941f71398 (__DATA,__bss) non-external _serialQueue.onceToken
00007ff941f713a0 (__DATA,__bss) non-external _serialQueue.queue
00007ff941f70cf8 (__DATA,__data) non-external _shared.onceToken
00007ff941f70cf0 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ff941f71478 (__DATA,__bss) non-external _subtractSet
00007ff941f714b0 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00007ff941f713e0 (__DATA,__bss) non-external _tmp_unitSuggestions
00007ff941f713e8 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00007ff941f713f0 (__DATA,__bss) non-external _tmp_unitsInfo
00007ff9012fe0ba (__TEXT,__text) non-external _treeDecimalValue
00007ff901302a35 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00007ff941f70d48 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00007ff941f71330 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00007ff941f71338 (__DATA,__bss) non-external _usesWhitespace.onceToken
00007ff941f71460 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
00007ff901361e00 (__TEXT,__const) non-external _yy_accept
00007ff901362520 (__TEXT,__const) non-external _yy_base
00007ff941f70d08 (__DATA,__data) non-external _yy_buffer_stack
00007ff941f70d38 (__DATA,__data) non-external _yy_buffer_stack_max
00007ff941f70d10 (__DATA,__data) non-external _yy_c_buf_p
00007ff901362090 (__TEXT,__const) non-external _yy_chk
00007ff9013627c0 (__TEXT,__const) non-external _yy_def
00007ff901361d00 (__TEXT,__const) non-external _yy_ec
00007ff9013341da (__TEXT,__text) non-external _yy_fatal_error
00007ff901334102 (__TEXT,__text) non-external _yy_get_previous_state
00007ff941f70d18 (__DATA,__data) non-external _yy_hold_char
00007ff941f70d00 (__DATA,__data) non-external _yy_init
00007ff941f70d20 (__DATA,__data) non-external _yy_last_accepting_cpos
00007ff941f70d1c (__DATA,__data) non-external _yy_last_accepting_state
00007ff901362a60 (__TEXT,__const) non-external _yy_meta
00007ff941f70d30 (__DATA,__data) non-external _yy_n_chars
00007ff901362ab0 (__TEXT,__const) non-external _yy_nxt
00007ff901362f40 (__TEXT,__const) non-external _yy_rule_can_match_eol
00007ff941f70d04 (__DATA,__data) non-external _yy_start
00007ff941f70c84 (__DATA,__data) non-external _yychar
00007ff901360b40 (__TEXT,__const) non-external _yycheck
00007ff901361900 (__TEXT,__const) non-external _yydefact
00007ff901361b80 (__TEXT,__const) non-external _yydefgoto
00007ff941f70e40 (__DATA,__bss) non-external _yylval
00007ff941f70c90 (__DATA,__data) non-external _yynerrs
00007ff901360770 (__TEXT,__const) non-external _yypact
00007ff901361b40 (__TEXT,__const) non-external _yypgoto
00007ff901361ac0 (__TEXT,__const) non-external _yyr1
00007ff901361a40 (__TEXT,__const) non-external _yyr2
00007ff901361bc0 (__TEXT,__const) non-external _yystos
00007ff901361220 (__TEXT,__const) non-external _yytable
00007ff9013609f0 (__TEXT,__const) non-external _yytranslate
