                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
00007ff80005b573 (__TEXT,__text) non-external _DiToMD5
00007ff80006cfa0 (__TEXT,__text) non-external __ZL12OSStringHashPKcm.cold.1
00007ff800069294 (__TEXT,__text) non-external __ZL12OSString_NewP11OSMetaClass
00007ff80005c718 (__TEXT,__text) non-external __ZL13IOCommand_NewP11OSMetaClass
00007ff80006049a (__TEXT,__text) non-external __ZL13IOService_NewP11OSMetaClass
00007ff800049557 (__TEXT,__text) non-external __ZL13IOThreadStartPv
00007ff80006cbab (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.1
00007ff80006cbce (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.2
00007ff80006cbf1 (__TEXT,__text) non-external __ZL13IOThreadStartPv.cold.3
00007ff800068ae6 (__TEXT,__text) non-external __ZL13OSBoolean_NewP11OSMetaClass
00007ff8000603aa (__TEXT,__text) non-external __ZL14IOReporter_NewP11OSMetaClass
00007ff800044eec (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si
00007ff80006c637 (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.1
00007ff80006c65a (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.2
00007ff80006c67d (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.3
00007ff80006c6a0 (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.4
00007ff800069b44 (__TEXT,__text) non-external __ZL15IOEventLink_NewP11OSMetaClass
00007ff80006012a (__TEXT,__text) non-external __ZL15IOMemoryMap_NewP11OSMetaClass
00007ff80006af64 (__TEXT,__text) non-external __ZL15IOWorkGroup_NewP11OSMetaClass
00007ff800068b64 (__TEXT,__text) non-external __ZL15OSContainer_NewP11OSMetaClass
00007ff800043963 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ff80006c08d (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ff80006c0b0 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ff80006c0d3 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ff80006c0f6 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ff800044527 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc
00007ff80006c3e5 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.1
00007ff80006c408 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.2
00007ff80006c42b (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.3
00007ff80006c44e (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.4
00007ff80006c482 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.5
00007ff80006c4a5 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.6
00007ff80004a171 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject
00007ff80006cca0 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.1
00007ff80006ccc3 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.2
00007ff80006cce6 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
00007ff80006cd09 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
00007ff80006cd2c (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
00007ff80006cd4f (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
00007ff80006cd72 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ff8400823f8 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ff80005c786 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ff800066d18 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ff800067c30 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ff800068b46 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ff80004a127 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ff8000437eb (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ff80006bf98 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ff80006bfbb (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ff80006bfde (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ff80006c001 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ff80006c024 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ff80006c047 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ff80006c06a (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ff800068bc4 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ff800068c02 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ff800041ddb (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ff80006b8e0 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ff8000691e8 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ff8000414ae (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ff80005c748 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ff80006046a (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ff800047fed (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ff800040010 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ff80005e064 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ff80006040a (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ff80004ca81 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ff80004d1e9 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ff80006d1ce (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ff80006d1f1 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ff80004d22f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ff80006d214 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ff80006d237 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ff80006d25a (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ff80006d27d (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ff800069226 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ff840082410 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ff800057e0c (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ff840082400 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ff80005e4e4 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ff8000603da (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ff80004cb03 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ff80004c78a (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ff80004e989 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ff800045467 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ff80006c709 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ff80006c72c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ff80006c74f (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ff80006e6a0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ff80005f872 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ff80006043a (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ff80004cc11 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ff80004d704 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ff80006d372 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ff80006d395 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ff8400823f0 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ff80006a1a2 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ff8000713e0 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ff80004c0ce (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ff80006637e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ff800070b20 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ff80004c14e (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ff80004fa88 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ff80006d516 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ff80006d539 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ff80006d55c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ff8000692c4 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ff8000704e0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ff800071b60 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ff8000703a0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ff800070760 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ff800070ee0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ff800071020 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ff800071520 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ff8000406f8 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ff80005c342 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ff8000450fe (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ff80006e920 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ff80006faa0 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ff800070620 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ff80004c6c9 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ff80004c359 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ff80006d093 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ff80005d2a2 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ff80005ed92 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ff80006f460 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ff80004c819 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ff8000718e0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ff80006f320 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ff800071ca0 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ff8000709e0 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ff80004f797 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ff80006d467 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ff80006d48a (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ff80006d4ad (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ff80006d4d0 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ff80004b805 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ff80006cf16 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ff800045a63 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ff80006c7b8 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ff80006eba0 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ff80006ffa0 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ff800070260 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ff8000708a0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ff800070c60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ff800070da0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ff800071160 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ff80004c931 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ff80006ea60 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ff8400823f4 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ff80006f960 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ff80006ee20 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ff80006f6e0 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ff8000712a0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ff80006ef60 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ff80006f5a0 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ff80006f1e0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ff80006f820 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ff8000653e0 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ff800071a20 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ff80004b588 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ff80006cead (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ff80006ced0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ff80006cef3 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ff80006fe60 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ff800071660 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ff800067b8b (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ff80006e7e0 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ff800065bc4 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ff80006ece0 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ff80006f0a0 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ff80006e260 (__TEXT,__const) non-external __ZL4yyr1
00007ff80006e230 (__TEXT,__const) non-external __ZL4yyr2
00007ff800069a9f (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ff80006fbe0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ff800070120 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ff80006fd20 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ff8000717a0 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ff80004a8de (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ff80006cdb8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ff80006cddb (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ff800040ee0 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ff80006dfe0 (__TEXT,__const) non-external __ZL6yypact
00007ff80006e120 (__TEXT,__const) non-external __ZL7yycheck
00007ff80006e281 (__TEXT,__const) non-external __ZL7yypgoto
00007ff80006e190 (__TEXT,__const) non-external __ZL7yytable
00007ff80005aeeb (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ff80005b280 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ff80006e200 (__TEXT,__const) non-external __ZL8yydefact
00007ff800043106 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ff80006bd22 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ff800069256 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ff8000419ad (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ff80006e2a0 (__TEXT,__const) non-external __ZL9crc32_tab
00007ff840081fe0 (__DATA,__bss) non-external __ZL9gBootArgs
00007ff80004169d (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ff8000417a3 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ff8000412ad (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00007ff80006e290 (__TEXT,__const) non-external __ZL9yydefgoto
00007ff800058626 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ff8000587de (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ff8000582a2 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ff800057ece (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ff800057fb6 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ff800057cac (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ff8000584ee (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ff800049cd4 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ff800069cb8 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ff800049efc (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ff800069ffa (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
