                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
0000000240f49104 (__TEXT,__text) external _DRBufferAsResource
0000000240f324a4 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_18UpdateDirectBufferE
0000000240f314d8 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_19CreateDirectPayloadE
0000000240f31e90 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_19CreateDirectTextureE
0000000240f31140 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_19DirectResourceEventE
0000000240f32034 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_19UpdateDirectTextureE
0000000240f30a08 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_21DirectMeshDescriptionE
0000000240f30964 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_22DirectMeshVertexLayoutE
0000000240f30fc4 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_23DirectBufferDescriptionE
0000000240f30de4 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_24DirectTextureDescriptionE
0000000240f30838 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_25DirectMeshVertexAttributeE
0000000240f312dc (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_9SharedPtrINS_20DirectMemoryResourceEEE
0000000240f3066c (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRm
0000000240f32604 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPvRNS_9SharedPtrINS_22DirectResourceCommandsEEE
0000000240f32868 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
0000000240f317d0 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16DirectResourceIdEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
0000000240f32a48 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
0000000240f32958 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
0000000240f31754 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueImEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
0000000240f44864 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource10willChangeENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
0000000240f4481c (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource11setDelegateEPNS_22DirectResourceDelegateE
0000000240f447ac (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource13setIdentifierERA16_Kh
0000000240f4a89c (__TEXT,__text) non-external __ZN2re14DirectResource13setIdentifierERA16_Kh.cold.1
0000000240f44824 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource13tryWillChangeENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
0000000240f4477c (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource7disposeEv
0000000240f448a0 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource9didChangeENS_18DirectResourceSlotEPN3MTL13CommandBufferE
0000000240f44718 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceC2Ev
0000000240f4a898 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD0Ev
0000000240f4a894 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD1Ev
0000000240f44778 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD2Ev
0000000240f2f3a0 (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation15validateIndicesEN3MTL9IndexTypeEPKvmm
0000000240f2f318 (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation20validateIndices_neonEPKjmj
0000000240f2f28c (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation20validateIndices_neonEPKtmt
0000000240f364d0 (__TEXT,__text) non-external (was a private external) __ZN2re15isTransferrableENS_20DirectMemoryResource4TypeE
0000000240f39cf0 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
0000000240f39f58 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
0000000240f3a0b0 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceE
0000000240f39be4 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateC1Ev
0000000240f39cb0 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD0Ev
0000000240f39cac (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD1Ev
0000000240f39c28 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD2Ev
0000000240f2f3f0 (__TEXT,__text) non-external (was a private external) __ZN2re17directResourceLogEv
0000000240f4a2e8 (__TEXT,__text) non-external __ZN2re17directResourceLogEv.cold.1
0000000240f311ac (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_20DirectMemoryResourceE
0000000240f32c88 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_22DirectResourceCommandsE
0000000240f31c3c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16CreateDirectMeshE
0000000240f3196c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16DirectMeshValuesE
0000000240f31dc4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16UpdateDirectMeshE
0000000240f323b0 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18CreateDirectBufferE
0000000240f3221c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18DirectBufferValuesE
0000000240f32538 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18UpdateDirectBufferE
0000000240f3156c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectPayloadE
0000000240f31f48 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectTextureE
0000000240f320b4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19UpdateDirectTextureE
0000000240f30c6c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_21DirectMeshDescriptionE
0000000240f308c8 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_22DirectMeshVertexLayoutE
0000000240f3102c (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_23DirectBufferDescriptionE
0000000240f30ed8 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_24DirectTextureDescriptionE
0000000240f307b0 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_25DirectMeshVertexAttributeE
0000000240f32ef8 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
0000000240f31ae4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16DirectResourceIdEEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
0000000240f330f0 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
0000000240f32ff4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
0000000240f31a98 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createImEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
0000000240f3a52c (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
0000000240f3a5c4 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate5applyEPNS_14DirectResourceE
0000000240f3a460 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD0Ev
0000000240f3a45c (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD1Ev
0000000240f363cc (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegion3mapEmiiPKv
0000000240f362e0 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionC1EPvm
0000000240f36394 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD0Ev
0000000240f36390 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD1Ev
0000000240f3632c (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD2Ev
0000000240f4a348 (__TEXT,__text) non-external __ZN2re18MemoryMappedRegionD2Ev.cold.1
0000000240f310b8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEvent8setValueEPU24objcproto13OS_xpc_object8NSObject
0000000240f2fc6c (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventC1Ev
0000000240f2fbb8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventD1Ev
0000000240f2fca0 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSEPN3MTL11SharedEventE
0000000240f2fc74 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSERKS0_
0000000240f3a3b8 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
0000000240f3a33c (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD0Ev
0000000240f3a338 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD1Ev
0000000240f3a268 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
0000000240f3a290 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate5applyEPNS_14DirectResourceE
0000000240f3a1ac (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateC2Ev
0000000240f4a48c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD0Ev
0000000240f4a488 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD1Ev
0000000240f3a1e8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD2Ev
0000000240f364e8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12capabilitiesEPKN3MTL6DeviceE
0000000240f36570 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12typeForUsageEjjm
0000000240f3766c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource14bindToResourceENS_18DirectResourceTypeENS_22DirectResourceSlotTypeE
0000000240f36908 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource15assignIOSurfaceEP11__IOSurface
0000000240f36ec4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource17allocateIOSurfaceEm
0000000240f37248 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18assignSharedMemoryENS_9SharedPtrINS_18MemoryMappedRegionEEE
0000000240f3765c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18setRuntimeResourceEN2NS9SharedPtrIN3MTL8ResourceEEE
0000000240f37018 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource20allocateSharedMemoryEm
0000000240f37180 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource21copyFromPrivateMemoryEPKvmj
0000000240f36854 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEPNS1_19SharedTextureHandleEjNS0_10ManagementE
0000000240f367a0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEjNS0_10ManagementE
0000000240f4a374 (__TEXT,__text) non-external __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEjNS0_10ManagementE.cold.1
0000000240f37108 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMTLBufferEPN3MTL6DeviceEm
0000000240f3708c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMemoryMapEm
0000000240f369b0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24createWithPrivateTextureEPN3MTL7TextureEjNS0_10ManagementE
0000000240f36d68 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource25allocatePrivateNonAlignedEm
0000000240f36dec (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource26allocatePrivatePageAlignedEm
0000000240f4a3a0 (__TEXT,__text) non-external __ZN2re20DirectMemoryResource26allocatePrivatePageAlignedEm.cold.1
0000000240f36cf0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5bytesEv
0000000240f36bcc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5resetEv
0000000240f36740 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjPN3MTL6DeviceE
0000000240f365bc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjjPN3MTL6DeviceE
0000000240f36648 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource8allocateEmjjNS0_4TypeEPN3MTL6DeviceE
0000000240f36ad0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC1ERA16_Kh
0000000240f36a60 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC2ERA16_Kh
0000000240f36ad4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC2Ev
0000000240f36cb4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD0Ev
0000000240f36cb0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD1Ev
0000000240f36b4c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD2Ev
0000000240f478a0 (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD0Ev
0000000240f4784c (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD1Ev
0000000240f3abe8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isValidPartsEPKNS_20DirectMemoryResourceEmRKNS_21DirectMeshDescriptionE
0000000240f3a768 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedEN2dr5sliceINS_22DirectMeshVertexLayoutEEE
0000000240f3a6b4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedEN2dr5sliceINS_25DirectMeshVertexAttributeEEEm
0000000240f3a7c8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedERKNS_21DirectMeshDescriptionE
0000000240f3aca0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation16isValidPartCountEm
0000000240f3a88c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_10DirectMeshE
0000000240f3a934 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
0000000240f3a9fc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation23validateAndFixupIndicesEN3MTL9IndexTypeEPvmm
0000000240f3aa98 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_10DirectMeshE
0000000240f3acb8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
0000000240f3a64c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidERKNS_14DirectMeshPartENS0_15IndexBufferInfoE
0000000240f3898c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader10setPayloadEPNS_14DirectResourceENS_18DirectResourceSlotERKNSt3__18optionalINS_16DirectResourceIdEEE
0000000240f38800 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader14missingPayloadERKNS_16DirectResourceIdES3_NS_18DirectResourceTypeENS_18DirectResourceSlotE
0000000240f38934 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE
0000000240f4a3f4 (__TEXT,__text) non-external __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE.cold.1
0000000240f38ae4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader16setUpdatePayloadENS_16DirectResourceIdEPNS_20DirectResourceUpdateENS_18DirectResourceSlotERKNSt3__18optionalIS1_EE
0000000240f45800 (__TEXT,__text) non-external (was a private external) __ZN2re20calculateBufferSizesERKNS_21DirectMeshDescriptionE
