00000001deeedde0 (__TEXT,__text) non-external _DiToMD5
00000001def003a8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00000001def003d4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00000001def00400 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00000001deefe238 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001deefe2c0 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00000001deecf910 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001deeffa80 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00000001deefe9d8 (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00000001deecef38 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00000001deeef5ec (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00000001deef5028 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00000001deed7358 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00000001deecd8c8 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00000001deef126c (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00000001deef4f58 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00000001deedcc24 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00000001deedd57c (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00000001def019b4 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00000001def019e0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00000001deedd5d8 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00000001def01a0c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00000001def01a38 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00000001def01a64 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00000001def01a90 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00000001deefea60 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00000001e9862058 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00000001deee9484 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00000001e9862050 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00000001deef17b8 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00000001deef4ef0 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00000001deedccdc (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00000001deedc834 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00000001deed1c18 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00000001def004dc (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00000001def00508 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00000001deedf2ac (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00000001deed3950 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00000001def00c20 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00000001def00c4c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00000001def00c78 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00000001def039f0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00000001deef41b0 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00000001deef4fc0 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001deedce54 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00000001deeddaf0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00000001def01bc4 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00000001def01bf0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00000001e9862040 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00000001deef2764 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00000001def08850 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001deedc08c (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001deefaf38 (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00000001def07e78 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00000001deedc140 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00000001deee0780 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00000001def01dd4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00000001def01e00 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00000001def01e2c (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00000001deefebb8 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00000001deed38ec (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
00000001def00bf4 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
00000001def077c0 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00000001def08f08 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00000001def07648 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00000001def07a70 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00000001def08280 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001def08420 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001def089a8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00000001deecdfd8 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00000001deeef0a0 (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00000001deed345c (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00000001def04318 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00000001def06580 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00000001def07918 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00000001deedc744 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00000001deedc370 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00000001def01828 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00000001deef0238 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00000001deef35ec (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00000001def05990 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00000001deedc8dc (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00000001def04f40 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00000001def05808 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00000001def07460 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00000001def07d20 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00000001deee049c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00000001def01cf8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00000001def01d24 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00000001def01d50 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00000001def01d7c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00000001deedb624 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00000001def01644 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00000001deed4180 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00000001def00cfc (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00000001def04698 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00000001def06e78 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00000001def07270 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00000001def07bc8 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00000001def07fd0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00000001def08128 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001def08598 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00000001deedca3c (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00000001def04470 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00000001e9862044 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00000001def05e90 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00000001def04b20 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00000001def05c10 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00000001def086f0 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00000001def04d38 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00000001def05ad0 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00000001def05648 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00000001def05d50 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00000001deef9c8c (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00000001def051c8 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00000001deedb36c (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00000001def015c0 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00000001def015ec (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00000001def01618 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00000001def06c28 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00000001def08b78 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00000001deefc804 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00000001def04168 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00000001deefa634 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00000001def04930 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00000001def05408 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00000001def035af (__TEXT,__const) non-external __ZL4yyr1
00000001def0358e (__TEXT,__const) non-external __ZL4yyr2
00000001deeff518 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00000001def06778 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00000001def06ff8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00000001def069d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001def08cb8 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00000001deeda7a4 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00000001def0148c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00000001def014b8 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00000001deece8cc (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00000001def03358 (__TEXT,__const) non-external __ZL6yypact
00000001def0348c (__TEXT,__const) non-external __ZL7yycheck
00000001def035d0 (__TEXT,__const) non-external __ZL7yypgoto
00000001def034f9 (__TEXT,__const) non-external __ZL7yytable
00000001deeed458 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00000001deeed9b8 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00000001def03566 (__TEXT,__const) non-external __ZL8yydefact
00000001deed0e44 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00000001deefffe0 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00000001deefeac8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00000001deecf4bc (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00000001def035f0 (__TEXT,__const) non-external __ZL9crc32_tab
00000001e9861c30 (__DATA,__bss) non-external __ZL9gBootArgs
00000001deecf150 (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001deecf274 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00000001deececf4 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
00000001def035df (__TEXT,__const) non-external __ZL9yydefgoto
00000001deee9dfc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00000001deeea0a4 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00000001deee99cc (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00000001deee9574 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00000001deee96c0 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00000001deee9300 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00000001deee9c78 (__TEXT,__text) external __ZN10IOReporter4freeEv
00000001deed9938 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00000001deef2294 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00000001deed9c34 (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00000001deef2584 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001deed9a30 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00000001deef24a0 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001deef23b8 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00000001deed9a94 (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00000001deed989c (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00000001def01300 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00000001deef2680 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00000001deef21a8 (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001deed9b7c (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00000001deed97bc (__TEXT,__text) external __ZN11IOEventLink4freeEv
00000001deed9734 (__TEXT,__text) external __ZN11IOEventLink4initEv
00000001deed99b8 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00000001deed9624 (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00000001deed99ec (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00000001deed9c78 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00000001deef20d4 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00000001deed9be0 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00000001deed9b08 (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00000001deef2108 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00000001deed682c (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00000001deef4cc8 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00000001deef4df0 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00000001deed68a4 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00000001deed6844 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00000001def01014 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00000001deef4bd0 (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00000001deed6838 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00000001deed68f4 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00000001deef4c20 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00000001deed946c (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00000001deefd424 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00000001deed9588 (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00000001deefd714 (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00000001deefd630 (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
