00007ff901305fc0 (__TEXT,__text) non-external +[Calculate _lock]
00007ff9013a6670 (__TEXT,__const) non-external _c_1em40.1247
00007ff901357ee0 (__TEXT,__const) non-external _c_2_ov_sqrt_pi
00007ff9013580d0 (__TEXT,__const) non-external _c_4464
00007ff901358090 (__TEXT,__const) non-external _c_4464_ln_10
00007ff901357e70 (__TEXT,__const) non-external _c_64
00007ff90135a930 (__TEXT,__const) non-external _c_64.1228
00007ff901357d80 (__TEXT,__const) non-external _c_7_10ths
00007ff901357de0 (__TEXT,__const) non-external _c_7_10ths.1129
00007ff901357e30 (__TEXT,__const) non-external _c_half
00007ff901357ea0 (__TEXT,__const) non-external _c_half.1159
00007ff901358020 (__TEXT,__const) non-external _c_half.1182
00007ff9013580b0 (__TEXT,__const) non-external _c_half.1188
00007ff9013580f0 (__TEXT,__const) non-external _c_half.1192
00007ff90135a970 (__TEXT,__const) non-external _c_half.1231
00007ff9013580c0 (__TEXT,__const) non-external _c_inv_log10
00007ff901357dc0 (__TEXT,__const) non-external _c_log10
00007ff901357e10 (__TEXT,__const) non-external _c_log10.1134
00007ff901358080 (__TEXT,__const) non-external _c_log_pi
00007ff901358000 (__TEXT,__const) non-external _c_m1e34
00007ff90135a960 (__TEXT,__const) non-external _c_minus_half
00007ff901358060 (__TEXT,__const) non-external _c_minus_one
00007ff901357ff0 (__TEXT,__const) non-external _c_neg_11000
00007ff9013a6660 (__TEXT,__const) non-external _c_neg_one
00007ff901357d90 (__TEXT,__const) non-external _c_one
00007ff901357df0 (__TEXT,__const) non-external _c_one.1130
00007ff901357e60 (__TEXT,__const) non-external _c_one.1157
00007ff901357f00 (__TEXT,__const) non-external _c_one.1167
00007ff901358050 (__TEXT,__const) non-external _c_one.1183
00007ff9013580a0 (__TEXT,__const) non-external _c_one.1187
00007ff9013580e0 (__TEXT,__const) non-external _c_one.1191
00007ff90135a920 (__TEXT,__const) non-external _c_one.1227
00007ff901357db0 (__TEXT,__const) non-external _c_pi
00007ff901358070 (__TEXT,__const) non-external _c_pi.1184
00007ff901357e40 (__TEXT,__const) non-external _c_pi_ov_2
00007ff90135a900 (__TEXT,__const) non-external _c_pi_ov_2.1223
00007ff9013a6650 (__TEXT,__const) non-external _c_pi_ov_2.1244
00007ff901357da0 (__TEXT,__const) non-external _c_zero
00007ff901357e00 (__TEXT,__const) non-external _c_zero.1131
00007ff901357e80 (__TEXT,__const) non-external _c_zero.1158
00007ff90135a940 (__TEXT,__const) non-external _c_zero.1229
00007ff901321f17 (__TEXT,__text) non-external _calc_parser_read_buffer
00007ff9013250a5 (__TEXT,__text) non-external _calc_yy_create_buffer
00007ff901325203 (__TEXT,__text) non-external _calc_yy_init_buffer
00007ff9013252d4 (__TEXT,__text) non-external _calc_yy_scan_bytes
00007ff901325024 (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00007ff941f65118 (__DATA,__bss) non-external _calc_yyin
00007ff941f64888 (__DATA,__data) non-external _calc_yyleng
00007ff941f649e0 (__DATA,__data) non-external _calc_yylineno
00007ff941f64820 (__DATA,__data) non-external _calc_yyout
00007ff941f64898 (__DATA,__data) non-external _calc_yytext
00007ff941f64f38 (__DATA,__bss) non-external _calculateRequestLock
00007ff941f64f58 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00007ff941f65048 (__DATA,__bss) non-external _closeParenthesesSet
00007ff901354910 (__TEXT,__const) non-external _cmpTable
00007ff9013516c0 (__TEXT,__const) non-external _consumerSecret
00007ff9012f09c8 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00007ff941f65018 (__DATA,__bss) non-external _digitSet
00007ff941f650b8 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00007ff941f650b0 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00007ff941f65038 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00007ff941f64fb0 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00007ff941f64fa8 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
00007ff9012f07f7 (__TEXT,__text) non-external _evaluateBinary
00007ff9012ef474 (__TEXT,__text) non-external _evaluateTree
00007ff9012ef31c (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00007ff941f65078 (__DATA,__bss) non-external _explicitConversionRegularExpression
00007ff941f65050 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff9012f0999 (__TEXT,__text) non-external _freeTree
00007ff9012f78c9 (__TEXT,__text) non-external _functionACos
00007ff9012f8e3c (__TEXT,__text) non-external _functionACosD
00007ff9012fa980 (__TEXT,__text) non-external _functionACosH
00007ff9012ffe0f (__TEXT,__text) non-external _functionAND
00007ff9012f7629 (__TEXT,__text) non-external _functionASin
00007ff9012f89e4 (__TEXT,__text) non-external _functionASinD
00007ff9012fa71e (__TEXT,__text) non-external _functionASinH
00007ff9012f7c69 (__TEXT,__text) non-external _functionATan
00007ff9012f91e3 (__TEXT,__text) non-external _functionATanD
00007ff9012fb08c (__TEXT,__text) non-external _functionATanH
00007ff9012f36c7 (__TEXT,__text) non-external _functionAdd
00007ff9012fb38a (__TEXT,__text) non-external _functionCeil
00007ff9012f3b38 (__TEXT,__text) non-external _functionCoefficientUnit
00007ff901300754 (__TEXT,__text) non-external _functionCompose
00007ff9012ef18e (__TEXT,__text) non-external _functionConstant
00007ff901301015 (__TEXT,__text) non-external _functionConvert
00007ff9012f7030 (__TEXT,__text) non-external _functionCos
00007ff9012f825b (__TEXT,__text) non-external _functionCosD
00007ff9012f9cbe (__TEXT,__text) non-external _functionCosH
00007ff9012f5ff0 (__TEXT,__text) non-external _functionCubeRoot
00007ff9012f49ec (__TEXT,__text) non-external _functionDivide
00007ff9012fd00d (__TEXT,__text) non-external _functionERF
00007ff9012fd3bd (__TEXT,__text) non-external _functionERFC
00007ff9012f62c6 (__TEXT,__text) non-external _functionExp
00007ff9012fe7eb (__TEXT,__text) non-external _functionFMod
00007ff9012fc407 (__TEXT,__text) non-external _functionFabs
00007ff9012fdc48 (__TEXT,__text) non-external _functionFactorial
00007ff901301030 (__TEXT,__text) non-external _functionFail
00007ff9012fba74 (__TEXT,__text) non-external _functionFloor
00007ff9012fed3b (__TEXT,__text) non-external _functionHypot
00007ff9012f5d55 (__TEXT,__text) non-external _functionImplicitAdd
00007ff901301021 (__TEXT,__text) non-external _functionImplicitConvert
00007ff9012fc621 (__TEXT,__text) non-external _functionJ0
00007ff9012fc784 (__TEXT,__text) non-external _functionJ1
00007ff9012fcdcb (__TEXT,__text) non-external _functionLGamma
00007ff9013003ce (__TEXT,__text) non-external _functionLeftShift
00007ff9012f6521 (__TEXT,__text) non-external _functionLn
00007ff9012f6775 (__TEXT,__text) non-external _functionLog
00007ff9012f69d0 (__TEXT,__text) non-external _functionLogBase
00007ff9012ff8b4 (__TEXT,__text) non-external _functionMax
00007ff9012ff359 (__TEXT,__text) non-external _functionMin
00007ff9012f49a0 (__TEXT,__text) non-external _functionMultiply
00007ff9013000ed (__TEXT,__text) non-external _functionNOR
00007ff9012f4f26 (__TEXT,__text) non-external _functionNegate
00007ff9012ef60f (__TEXT,__text) non-external _functionNoOp
00007ff9012fff7e (__TEXT,__text) non-external _functionOR
00007ff9012f51b0 (__TEXT,__text) non-external _functionPercent
00007ff9012f58a2 (__TEXT,__text) non-external _functionPercentDecrease
00007ff9012f5421 (__TEXT,__text) non-external _functionPercentIncrease
00007ff9012f3b84 (__TEXT,__text) non-external _functionPow
00007ff9012fcbad (__TEXT,__text) non-external _functionRInt
00007ff9012ff050 (__TEXT,__text) non-external _functionRem
00007ff901300591 (__TEXT,__text) non-external _functionRightShift
00007ff9012fe2df (__TEXT,__text) non-external _functionRoot
00007ff9012fbc99 (__TEXT,__text) non-external _functionRound
00007ff9012fbee3 (__TEXT,__text) non-external _functionRoundNearest
00007ff9012f4558 (__TEXT,__text) non-external _functionSameCurrency
00007ff9012f7f09 (__TEXT,__text) non-external _functionSinD
00007ff9012f9562 (__TEXT,__text) non-external _functionSinH
00007ff9012f6da6 (__TEXT,__text) non-external _functionSine
00007ff9012f5d9d (__TEXT,__text) non-external _functionSqrRoot
00007ff9012f370f (__TEXT,__text) non-external _functionSubtract
00007ff9012f72ba (__TEXT,__text) non-external _functionTan
00007ff9012f85ad (__TEXT,__text) non-external _functionTanD
00007ff9012fa329 (__TEXT,__text) non-external _functionTanH
00007ff9012efd39 (__TEXT,__text) non-external _functionUnit
00007ff90130025f (__TEXT,__text) non-external _functionXOR
00007ff9012fc8e7 (__TEXT,__text) non-external _functionY0
00007ff9012fca4a (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00007ff941f64848 (__DATA,__data) non-external _g_BufferLen
00007ff941f650c8 (__DATA,__bss) non-external _g_ErrorCode
00007ff941f64dfc (__DATA,__bss) non-external _g_GeneratingConvertTerm
00007ff941f64df8 (__DATA,__bss) non-external _g_PowNestingLevel
00007ff941f64854 (__DATA,__data) non-external _g_Precision
00007ff941f64860 (__DATA,__data) non-external _g_PreferredType
00007ff941f64870 (__DATA,__data) non-external _g_ResultBuffer
00007ff941f6510e (__DATA,__bss) non-external _g_allowPartialExpressions
00007ff941f6510d (__DATA,__bss) non-external _g_allowUnits
00007ff941f64f78 (__DATA,__bss) non-external _g_beforeConvertTree
00007ff941f64f84 (__DATA,__bss) non-external _g_composedExponent
00007ff941f64f80 (__DATA,__bss) non-external _g_composedType
00007ff941f650e2 (__DATA,__bss) non-external _g_containsCurrencyConversion
00007ff941f64f30 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00007ff941f650f0 (__DATA,__bss) non-external _g_firstCoefficient.0
00007ff941f65100 (__DATA,__bss) non-external _g_firstCoefficient.1
00007ff941f650e3 (__DATA,__bss) non-external _g_foundFirstCoefficient
00007ff941f6510c (__DATA,__bss) non-external _g_ignoreProbableSearches
00007ff941f650e0 (__DATA,__bss) non-external _g_isTrivial
00007ff941f65108 (__DATA,__bss) non-external _g_negationCount
00007ff941f650d0 (__DATA,__bss) non-external _g_parseTree
00007ff941f650d8 (__DATA,__bss) non-external _g_resultTree
00007ff941f64f68 (__DATA,__bss) non-external _g_unitSuggestions
00007ff941f64f70 (__DATA,__bss) non-external _g_unitSuggestionsSet
00007ff941f64f60 (__DATA,__bss) non-external _g_unitsInfo
00007ff941f64f08 (__DATA,__bss) non-external _g_usingNewAPI
00007ff941f650e1 (__DATA,__bss) non-external _g_wasTrivial
00007ff941f64f10 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00007ff941f64f18 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00007ff941f65068 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00007ff941f65080 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00007ff941f65088 (__DATA,__bss) non-external _initialize.once
00007ff941f65098 (__DATA,__bss) non-external _inputUnitIndex1
00007ff941f650a0 (__DATA,__bss) non-external _inputUnitIndex2
00007ff941f650a8 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00007ff941f65070 (__DATA,__bss) non-external _knownSet
00007ff941f65058 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00007ff941f64f20 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00007ff941f64f28 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00007ff941f65030 (__DATA,__bss) non-external _multiplySet
00007ff941f64df0 (__DATA,__bss) non-external _my_fpsf
00007ff941f64884 (__DATA,__data) non-external _my_rnd_mode
00007ff9012ef10a (__TEXT,__text) non-external _newConstantNode
00007ff9012ef6df (__TEXT,__text) non-external _newDecimalNode
00007ff9012f05cf (__TEXT,__text) non-external _newTreeObject
00007ff9012f04c2 (__TEXT,__text) non-external _newUnitIDNode
00007ff9012efc04 (__TEXT,__text) non-external _newUnitNode
00007ff941f64900 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00007ff941f65040 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff941f65090 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00007ff941f648f0 (__DATA,__data) non-external _sCalculateLock
00007ff941f64f48 (__DATA,__bss) non-external _serialQueue.onceToken
00007ff941f64f50 (__DATA,__bss) non-external _serialQueue.queue
00007ff941f648a8 (__DATA,__data) non-external _shared.onceToken
00007ff941f648a0 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ff941f65028 (__DATA,__bss) non-external _subtractSet
00007ff941f65060 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00007ff941f64f90 (__DATA,__bss) non-external _tmp_unitSuggestions
00007ff941f64f98 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00007ff941f64fa0 (__DATA,__bss) non-external _tmp_unitsInfo
00007ff9012ef0ba (__TEXT,__text) non-external _treeDecimalValue
00007ff9012f3a35 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00007ff941f648f8 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00007ff941f64ee0 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00007ff941f64ee8 (__DATA,__bss) non-external _usesWhitespace.onceToken
00007ff941f65010 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
00007ff901352e00 (__TEXT,__const) non-external _yy_accept
00007ff901353520 (__TEXT,__const) non-external _yy_base
00007ff941f648b8 (__DATA,__data) non-external _yy_buffer_stack
00007ff941f648e8 (__DATA,__data) non-external _yy_buffer_stack_max
00007ff941f648c0 (__DATA,__data) non-external _yy_c_buf_p
00007ff901353090 (__TEXT,__const) non-external _yy_chk
00007ff9013537c0 (__TEXT,__const) non-external _yy_def
00007ff901352d00 (__TEXT,__const) non-external _yy_ec
00007ff9013251da (__TEXT,__text) non-external _yy_fatal_error
00007ff901325102 (__TEXT,__text) non-external _yy_get_previous_state
00007ff941f648c8 (__DATA,__data) non-external _yy_hold_char
00007ff941f648b0 (__DATA,__data) non-external _yy_init
00007ff941f648d0 (__DATA,__data) non-external _yy_last_accepting_cpos
00007ff941f648cc (__DATA,__data) non-external _yy_last_accepting_state
00007ff901353a60 (__TEXT,__const) non-external _yy_meta
00007ff941f648e0 (__DATA,__data) non-external _yy_n_chars
00007ff901353ab0 (__TEXT,__const) non-external _yy_nxt
00007ff901353f40 (__TEXT,__const) non-external _yy_rule_can_match_eol
00007ff941f648b4 (__DATA,__data) non-external _yy_start
00007ff941f64834 (__DATA,__data) non-external _yychar
00007ff901351b40 (__TEXT,__const) non-external _yycheck
00007ff901352900 (__TEXT,__const) non-external _yydefact
00007ff901352b80 (__TEXT,__const) non-external _yydefgoto
00007ff941f649f0 (__DATA,__bss) non-external _yylval
00007ff941f64840 (__DATA,__data) non-external _yynerrs
00007ff901351770 (__TEXT,__const) non-external _yypact
00007ff901352b40 (__TEXT,__const) non-external _yypgoto
00007ff901352ac0 (__TEXT,__const) non-external _yyr1
00007ff901352a40 (__TEXT,__const) non-external _yyr2
00007ff901352bc0 (__TEXT,__const) non-external _yystos
00007ff901352220 (__TEXT,__const) non-external _yytable
00007ff9013519f0 (__TEXT,__const) non-external _yytranslate
