00007ff841a606e8 (__DATA,__data) non-external _C
00007ff841a633a0 (__DATA,__bss) non-external _r_sort_a_count
00007ff80025b599 (__TEXT,__text) non-external _r_sort_b
00007ff841a633bc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff841a633b0 (__DATA,__bss) non-external _r_sort_b.count
00007ff841a633b8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff841a633a8 (__DATA,__bss) non-external _r_sort_b_count
00007ff80025b94e (__TEXT,__text) non-external _r_sort_count_allocate
00007ff841a60a48 (__DATA,__data) non-external _r_sort_count_control
00007ff800259de0 (__TEXT,__text) external _radixsort
00007ff80022f2be (__TEXT,__text) external _raise
00007ff8001fdc92 (__TEXT,__text) external _rand
00007ff841a60a6c (__DATA,__data) non-external _rand_deg
00007ff800205aa2 (__TEXT,__text) external _rand_r
00007ff841a60a70 (__DATA,__data) non-external _rand_sep
00007ff841a60a68 (__DATA,__data) non-external _rand_type
00007ff8001fc5a1 (__TEXT,__text) external _random
00007ff841a3c4e0 (__DATA_DIRTY,__data) non-external _randtbl
00007ff80023c684 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff80022dcc6 (__TEXT,__text) non-external _raosnprintf
00007ff8002638e5 (__TEXT,__text) external _rb_tree_count
00007ff80021b999 (__TEXT,__text) external _rb_tree_find_node
00007ff800263784 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff8002637fc (__TEXT,__text) external _rb_tree_find_node_leq
00007ff80021b97f (__TEXT,__text) external _rb_tree_init
00007ff80021b9f4 (__TEXT,__text) external _rb_tree_insert_node
00007ff800263874 (__TEXT,__text) external _rb_tree_iterate
00007ff8002638f7 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff80022513e (__TEXT,__text) external _rb_tree_remove_node
00007ff80021bc12 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff80026df80 (__TEXT,__const) non-external _rcsid
00007ff80026dfd0 (__TEXT,__const) non-external _rcsid
00007ff80026e020 (__TEXT,__const) non-external _rcsid
00007ff80026e130 (__TEXT,__const) non-external _rcsid
00007ff80026f210 (__TEXT,__const) non-external _rcsid
00007ff80026f2ec (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800268863 (__TEXT,__text) external _readdir
00007ff8001f2ae9 (__TEXT,__text) external _readdir$INODE64
00007ff800268899 (__TEXT,__text) external _readdir_r
00007ff800212be1 (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff80023f063 (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007ff8001ec445 (__TEXT,__text) external _reallocf
00007ff80025bc00 (__TEXT,__text) external _realpath
00007ff8002004c0 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff841a3de24 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff841a3de28 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff841a633c0 (__DATA,__bss) non-external _realpath.rootdev
00007ff841a633c4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800238579 (__TEXT,__text) non-external _rec_rdelete
00007ff80026f0d0 (__TEXT,__const) non-external _recargchar
00007ff80026f150 (__TEXT,__const) non-external _recargstring
00007ff80020026f (__TEXT,__text) external _recv
00007ff80020024f (__TEXT,__text) external _recv$NOCANCEL
00007ff800207640 (__TEXT,__text) external _regcomp
00007ff800207668 (__TEXT,__text) external _regcomp_l
00007ff80026cb61 (__TEXT,__text) external _regerror
00007ff80020e1bb (__TEXT,__text) external _regexec
00007ff800212a77 (__TEXT,__text) external _regfree
00007ff800220b2c (__TEXT,__text) external _register_printf_domain_function
00007ff80022eb68 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff80022ec2c (__TEXT,__text) external _register_printf_domain_render_std
00007ff800263a37 (__TEXT,__text) external _regncomp
00007ff8002076c3 (__TEXT,__text) external _regncomp_l
00007ff80020e1d5 (__TEXT,__text) external _regnexec
00007ff800263b0b (__TEXT,__text) external _regwcomp
00007ff800263ab2 (__TEXT,__text) external _regwcomp_l
00007ff800263b94 (__TEXT,__text) external _regwexec
00007ff800263a8a (__TEXT,__text) external _regwncomp
00007ff800263a5f (__TEXT,__text) external _regwncomp_l
00007ff800263b5f (__TEXT,__text) external _regwnexec
00007ff80021a815 (__TEXT,__text) external _remove
00007ff80025c300 (__TEXT,__text) external _remque
00007ff840021250 (__DATA_CONST,__const) non-external _rerrs
00007ff8002045c6 (__TEXT,__text) external _rewind
00007ff80026893c (__TEXT,__text) external _rewinddir
00007ff80021b801 (__TEXT,__text) external _rewinddir$INODE64
00007ff800204bb9 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff841a3c5c8 (__DATA_DIRTY,__bss) non-external _rng
00007ff80024ae76 (__TEXT,__text) external _rpmatch
00007ff841a60a80 (__DATA,__data) non-external _rptr
00007ff80021e41b (__TEXT,__text) non-external _sappend
00007ff841a62ff0 (__DATA,__bss) non-external _saved_categories
00007ff800226251 (__TEXT,__text) external _sbrk
00007ff841a62568 (__DATA,__bss) non-external _sbrk_curbrk
00007ff841a62560 (__DATA,__bss) non-external _sbrk_needs_init
00007ff841a605c0 (__DATA,__data) non-external _sbrk_region_size
00007ff80026899c (__TEXT,__text) external _scandir
00007ff800205af0 (__TEXT,__text) external _scandir$INODE64
00007ff80026b188 (__TEXT,__text) external _scandir_b
00007ff80025f70e (__TEXT,__text) external _scandir_b$INODE64
00007ff80024d97b (__TEXT,__text) external _scanf
00007ff80024da6e (__TEXT,__text) external _scanf_l
00007ff80023f6b8 (__TEXT,__text) external _seed48
00007ff841a62ea8 (__DATA,__bss) non-external _seed48.sseed
00007ff800268b7b (__TEXT,__text) external _seekdir
00007ff80023f721 (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff80020025f (__TEXT,__text) external _send
00007ff80020023f (__TEXT,__text) external _send$NOCANCEL
00007ff80026f1d0 (__TEXT,__const) non-external _seps
00007ff841a626b8 (__DATA,__bss) non-external _seq
00007ff80022a02b (__TEXT,__text) non-external _set_asl
00007ff80022a33d (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff80024db76 (__TEXT,__text) external _setbuf
00007ff80024db8f (__TEXT,__text) external _setbuffer
00007ff8001f1795 (__TEXT,__text) external _setenv
00007ff80023055e (__TEXT,__text) external _sethostid
00007ff80023f75a (__TEXT,__text) external _sethostname
00007ff800230140 (__TEXT,__text) external _setinvalidrune
00007ff841a62d7c (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff800248291 (__TEXT,__text) external _setipv4sourcefilter
00007ff80026c929 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff8002272e0 (__TEXT,__text) external _setkey
00007ff80021ef4c (__TEXT,__text) external _setlinebuf
00007ff8001f6b72 (__TEXT,__text) external _setlocale
00007ff8002240b4 (__TEXT,__text) external _setlogin
00007ff80023f8c1 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff8002305bb (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff80021e764 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff8002305e6 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff8002305f5 (__TEXT,__text) external _setruid
00007ff80024450c (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff8002484e1 (__TEXT,__text) external _setsourcefilter
00007ff80025bb41 (__TEXT,__text) external _setstate
00007ff80022f936 (__TEXT,__text) external _settimeofday
00007ff800227ee6 (__TEXT,__text) external _setttyent
00007ff8001f6260 (__TEXT,__text) non-external _settzname
00007ff80022894d (__TEXT,__text) external _setusershell
00007ff800261afa (__TEXT,__text) external _setutxent
00007ff800229c9a (__TEXT,__text) external _setutxent_wtmp
00007ff80021bf38 (__TEXT,__text) external _setvbuf
00007ff8002495df (__TEXT,__text) non-external _sflush_locked
00007ff80023007b (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff841a62d74 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff841a62730 (__DATA,__bss) non-external _shells
00007ff841a60a10 (__DATA,__data) non-external _sig_init_once
00007ff841a63368 (__DATA,__bss) non-external _sig_key
00007ff800256404 (__TEXT,__text) non-external _sig_keycreate
00007ff841a63360 (__DATA,__bss) non-external _sig_keycreated
00007ff800212ec6 (__TEXT,__text) external _sigaction
00007ff800228e2c (__TEXT,__text) external _sigaddset
00007ff800225f49 (__TEXT,__text) external _sigaltstack
00007ff800225ff1 (__TEXT,__text) external _sigblock
00007ff800228e5d (__TEXT,__text) external _sigdelset
00007ff800228e10 (__TEXT,__text) external _sigemptyset
00007ff800228e1e (__TEXT,__text) external _sigfillset
00007ff80021ca3c (__TEXT,__text) external _sighold
00007ff80022607e (__TEXT,__text) external _sigignore
00007ff80023ff1d (__TEXT,__text) external _siginterrupt
00007ff800228e8e (__TEXT,__text) external _sigismember
00007ff800212e53 (__TEXT,__text) external _signal
00007ff800212e62 (__TEXT,__text) non-external _signal__
00007ff841a62e20 (__DATA,__bss) non-external _signo
00007ff8002667fd (__TEXT,__text) external _sigpause
00007ff80022601a (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff80021ca7e (__TEXT,__text) external _sigrelse
00007ff80021c957 (__TEXT,__text) external _sigset
00007ff800225fc8 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800225f74 (__TEXT,__text) external _sigvec
00007ff800225f83 (__TEXT,__text) non-external _sigvec__
00007ff800228635 (__TEXT,__text) non-external _skip
00007ff841a60b10 (__DATA,__data) external _skip
00007ff80023ffe7 (__TEXT,__text) external _sl_add
00007ff8002400a8 (__TEXT,__text) external _sl_find
00007ff800240048 (__TEXT,__text) external _sl_free
00007ff80023ff9e (__TEXT,__text) external _sl_init
00007ff80026c6f3 (__TEXT,__text) non-external _sl_init.cold.1
00007ff80026c708 (__TEXT,__text) non-external _sl_init.cold.2
00007ff841a62e00 (__DATA,__bss) non-external _slash
00007ff8002066bf (__TEXT,__text) external _sleep
00007ff8002199fc (__TEXT,__text) external _sleep$NOCANCEL
00007ff841a626b0 (__DATA,__bss) non-external _slot
00007ff8001fa2ed (__TEXT,__text) external _snprintf
00007ff8001fa215 (__TEXT,__text) external _snprintf_l
00007ff800240e86 (__TEXT,__text) external _snvis
00007ff80024826b (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800200400 (__TEXT,__text) external _sprintf
00007ff800212822 (__TEXT,__text) external _sprintf_l
00007ff8002300d5 (__TEXT,__text) non-external (was a private external) _sputrune
00007ff841a62d78 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff80025ab7c (__TEXT,__text) external _sradixsort
00007ff800219f6a (__TEXT,__text) external _srand
00007ff80021a867 (__TEXT,__text) external _srand48
00007ff80025b980 (__TEXT,__text) external _sranddev
00007ff8001fc4e9 (__TEXT,__text) external _srandom
00007ff800217741 (__TEXT,__text) external _srandomdev
00007ff8001fdcf4 (__TEXT,__text) external _sscanf
00007ff8001f7022 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff80022dee2 (__TEXT,__text) external _stat_with_subsystem
00007ff841a60a60 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff80021c207 (__TEXT,__text) external _statvfs
00007ff80020675c (__TEXT,__text) non-external _statx1
00007ff80026af02 (__TEXT,__text) non-external _statx1
00007ff80022f9b9 (__TEXT,__text) external _statx64_np
00007ff80026aec8 (__TEXT,__text) external _statx_np
00007ff800206722 (__TEXT,__text) external _statx_np$INODE64
00007ff800206949 (__TEXT,__text) non-external _statx_syscall
00007ff80026b0ef (__TEXT,__text) non-external _statx_syscall
00007ff8001fb97c (__TEXT,__text) external _stpcpy
00007ff8001faa3b (__TEXT,__text) external _stpncpy
00007ff8001f43e6 (__TEXT,__text) external _strcasecmp
00007ff8001f440e (__TEXT,__text) external _strcasecmp_l
00007ff8001fb58d (__TEXT,__text) external _strcasestr
00007ff8001fb5b5 (__TEXT,__text) external _strcasestr_l
00007ff8001f5c57 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff80021b880 (__TEXT,__text) external _strcoll
00007ff80021b8a8 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff8001fff33 (__TEXT,__text) external _strcspn
00007ff8001ec6b6 (__TEXT,__text) external _strdup
00007ff800241031 (__TEXT,__text) external _strenvisx
00007ff8002000a0 (__TEXT,__text) external _strerror
00007ff800203086 (__TEXT,__text) external _strerror_r
00007ff8002626d3 (__TEXT,__text) external _strfmon
00007ff80026358b (__TEXT,__text) external _strfmon_l
00007ff80021aec4 (__TEXT,__text) external _strftime
00007ff8002113d8 (__TEXT,__text) external _strftime_l
00007ff841a62738 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff8002560ec (__TEXT,__text) external _strmode
00007ff80020027f (__TEXT,__text) external _strncasecmp
00007ff8001f2d76 (__TEXT,__text) external _strncasecmp_l
00007ff800204551 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8001fb233 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff8001ec6fa (__TEXT,__text) external _strnstr
00007ff800240d98 (__TEXT,__text) external _strnunvis
00007ff800240c24 (__TEXT,__text) external _strnunvisx
00007ff80026c766 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff80026c789 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff80026c7ac (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800215880 (__TEXT,__text) external _strnvis
00007ff800241005 (__TEXT,__text) external _strnvisx
00007ff80021ee51 (__TEXT,__text) external _strpbrk
00007ff80025607c (__TEXT,__text) external _strptime
00007ff800217c74 (__TEXT,__text) external _strptime_l
00007ff8001ec776 (__TEXT,__text) external _strrchr
00007ff800240f57 (__TEXT,__text) external _strsenvisx
00007ff800200189 (__TEXT,__text) external _strsep
00007ff80025635a (__TEXT,__text) external _strsignal
00007ff800256216 (__TEXT,__text) external _strsignal_r
00007ff800240eec (__TEXT,__text) external _strsnvis
00007ff800240f32 (__TEXT,__text) external _strsnvisx
00007ff8001fffe3 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800240ed8 (__TEXT,__text) external _strsvis
00007ff800240f09 (__TEXT,__text) external _strsvisx
00007ff800216c23 (__TEXT,__text) external _strtod
00007ff8001f2e79 (__TEXT,__text) external _strtod_l
00007ff80026e4d0 (__TEXT,__const) non-external _strtod_l.fpi
00007ff80026e4e4 (__TEXT,__const) non-external _strtod_l.fpinan
00007ff800203ac0 (__TEXT,__text) external _strtof
00007ff800200eac (__TEXT,__text) external _strtof_l
00007ff80026e59c (__TEXT,__const) non-external _strtof_l.fpi0
00007ff800228f3f (__TEXT,__text) external _strtofflags
00007ff80025ca65 (__TEXT,__text) external _strtoimax
00007ff8001f9460 (__TEXT,__text) external _strtoimax_l
00007ff800220884 (__TEXT,__text) external _strtok
00007ff841a63370 (__DATA,__bss) non-external _strtok.last
00007ff800205dc9 (__TEXT,__text) external _strtok_r
00007ff8001f6b4a (__TEXT,__text) external _strtol
00007ff8001f26b9 (__TEXT,__text) external _strtol_l
00007ff800222e55 (__TEXT,__text) external _strtold
00007ff800224ebb (__TEXT,__text) external _strtold_l
00007ff8001ec482 (__TEXT,__text) external _strtoll
00007ff8001ec4aa (__TEXT,__text) external _strtoll_l
00007ff80024a025 (__TEXT,__text) external _strtonum
00007ff80025ca8d (__TEXT,__text) external _strtoq
00007ff80025cab5 (__TEXT,__text) external _strtoq_l
00007ff8001fafd7 (__TEXT,__text) external _strtoul
00007ff8001fafff (__TEXT,__text) external _strtoul_l
00007ff800211015 (__TEXT,__text) external _strtoull
00007ff80021103d (__TEXT,__text) external _strtoull_l
00007ff800225012 (__TEXT,__text) external _strtoumax
00007ff8001fddb2 (__TEXT,__text) external _strtoumax_l
00007ff800212e1c (__TEXT,__text) external _strtouq
00007ff80025cabf (__TEXT,__text) external _strtouq_l
00007ff800240d82 (__TEXT,__text) external _strunvis
00007ff800240d6c (__TEXT,__text) external _strunvisx
00007ff800223808 (__TEXT,__text) external _strvis
00007ff800240fd8 (__TEXT,__text) external _strvisx
00007ff8002566cc (__TEXT,__text) external _strxfrm
00007ff80025642a (__TEXT,__text) external _strxfrm_l
00007ff841a634b0 (__DATA,__common) external _suboptarg
00007ff841a62cc0 (__DATA,__bss) non-external _subsystem_root_path
00007ff800240e3c (__TEXT,__text) external _svis
00007ff8002566f4 (__TEXT,__text) external _swab
00007ff80024dba8 (__TEXT,__text) external _swprintf
00007ff80024dc62 (__TEXT,__text) external _swprintf_l
00007ff80024dcf4 (__TEXT,__text) external _swscanf
00007ff80024ddb2 (__TEXT,__text) external _swscanf_l
00007ff80022e6cc (__TEXT,__text) external _sxprintf
00007ff80022ef4a (__TEXT,__text) external _sxprintf_exec
00007ff80023035a (__TEXT,__text) external _sync_volume_np
00007ff80026f055 (__TEXT,__const) non-external _syntax_error_str
00007ff840020250 (__DATA_CONST,__const) external _sys_errlist
00007ff80026df30 (__TEXT,__const) external _sys_nerr
00007ff840020ca0 (__DATA_CONST,__const) external _sys_siglist
00007ff840020ba0 (__DATA_CONST,__const) external _sys_signame
00007ff8001f9868 (__TEXT,__text) external _sysconf
00007ff8001f1dbc (__TEXT,__text) external _sysctl
00007ff8001f1f7e (__TEXT,__text) external _sysctlbyname
00007ff800222970 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff8002668ae (__TEXT,__text) external _system
00007ff80025cac9 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff80026688b (__TEXT,__text) external _tcdrain
00007ff8002401d0 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff80024023b (__TEXT,__text) external _tcflow
00007ff8002401e3 (__TEXT,__text) external _tcflush
00007ff800216718 (__TEXT,__text) external _tcgetattr
00007ff80021583f (__TEXT,__text) external _tcgetpgrp
00007ff80022f80d (__TEXT,__text) external _tcgetsid
00007ff800240168 (__TEXT,__text) external _tcsendbreak
00007ff80022336c (__TEXT,__text) external _tcsetattr
00007ff80022332d (__TEXT,__text) external _tcsetpgrp
00007ff800223748 (__TEXT,__text) external _tdelete
00007ff800268bb4 (__TEXT,__text) external _telldir
00007ff80021f89a (__TEXT,__text) external _telldir$INODE64
00007ff80024de48 (__TEXT,__text) external _tempnam
00007ff841a626a8 (__DATA,__bss) non-external _tf
00007ff8002234d8 (__TEXT,__text) external _tfind
00007ff800229257 (__TEXT,__text) external _thread_stack_async_pcs
00007ff8001fbf9c (__TEXT,__text) external _thread_stack_pcs
00007ff841a606b8 (__DATA,__data) non-external _threadsafe
00007ff8001fa65d (__TEXT,__text) external _time
00007ff800206fa9 (__TEXT,__text) non-external _time2
00007ff800255ef1 (__TEXT,__text) external _time2posix
00007ff800207018 (__TEXT,__text) non-external _time2sub
00007ff8002199d8 (__TEXT,__text) external _timegm
00007ff800255eb2 (__TEXT,__text) external _timelocal
00007ff800255ecc (__TEXT,__text) external _timeoff
00007ff80024029c (__TEXT,__text) external _times
00007ff80025d480 (__TEXT,__text) external _timespec_get
00007ff8001f6695 (__TEXT,__text) non-external _timesub
00007ff841a3de38 (__DATA_DIRTY,__common) external _timezone
00007ff800211233 (__TEXT,__text) external _timingsafe_bcmp
00007ff80026e500 (__TEXT,__const) non-external _tinytens
00007ff841a63300 (__DATA,__bss) non-external _tm
00007ff80024e009 (__TEXT,__text) external _tmpfile
00007ff80024e134 (__TEXT,__text) external _tmpnam
00007ff841a63180 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff841a63188 (__DATA,__bss) non-external _tmpnam_buf
00007ff80024e1a7 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff841a609d0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff80026df40 (__TEXT,__const) non-external _tmundef
00007ff80022ae6c (__TEXT,__text) external _toascii
00007ff80021eeb9 (__TEXT,__text) external _tolower
00007ff80022b810 (__TEXT,__text) external _tolower_l
00007ff841a62dd8 (__DATA,__bss) non-external _toprec
00007ff841a62de0 (__DATA,__bss) non-external _topreclen
00007ff80022ae77 (__TEXT,__text) external _toupper
00007ff80022b82f (__TEXT,__text) external _toupper_l
00007ff8002466d2 (__TEXT,__text) external _towctrans
00007ff800246640 (__TEXT,__text) external _towctrans_l
00007ff80022bc48 (__TEXT,__text) external _towlower
00007ff80022c13d (__TEXT,__text) external _towlower_l
00007ff80022bc88 (__TEXT,__text) external _towupper
00007ff80022c15c (__TEXT,__text) external _towupper_l
00007ff8001f5ef5 (__TEXT,__text) non-external _transtime
00007ff80020d711 (__TEXT,__text) non-external _tre_add_tag_left
00007ff800263bd2 (__TEXT,__text) non-external _tre_add_tag_right
00007ff80020b7fc (__TEXT,__text) non-external _tre_add_tags
00007ff80020b7c2 (__TEXT,__text) external _tre_ast_new_catenation
00007ff80020b5aa (__TEXT,__text) external _tre_ast_new_iter
00007ff80020b3ab (__TEXT,__text) external _tre_ast_new_literal
00007ff80020b3e6 (__TEXT,__text) external _tre_ast_new_node
00007ff80020b570 (__TEXT,__text) external _tre_ast_new_union
00007ff80020dd94 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff80020785c (__TEXT,__text) external _tre_compile
00007ff8002259ac (__TEXT,__text) non-external _tre_copy_ast
00007ff8002128b8 (__TEXT,__text) external _tre_fill_pmatch
00007ff800212a83 (__TEXT,__text) external _tre_free
00007ff840021a20 (__DATA_CONST,__const) non-external _tre_macros
00007ff80020de38 (__TEXT,__text) non-external _tre_make_trans
00007ff80020e223 (__TEXT,__text) non-external _tre_match
00007ff80020d7ce (__TEXT,__text) non-external _tre_match_empty
00007ff80020b461 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff80020e158 (__TEXT,__text) external _tre_mem_destroy
00007ff800208f99 (__TEXT,__text) external _tre_mem_new_impl
00007ff80020d5e1 (__TEXT,__text) non-external _tre_merge_branches
00007ff80020b72d (__TEXT,__text) non-external _tre_new_item
00007ff800208fc4 (__TEXT,__text) external _tre_parse
00007ff8002257ec (__TEXT,__text) non-external _tre_parse_bound
00007ff8002235ae (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff80026676b (__TEXT,__text) non-external _tre_search_cnames
00007ff80020d98c (__TEXT,__text) non-external _tre_set_union
00007ff80020e19b (__TEXT,__text) external _tre_stack_destroy
00007ff800208f34 (__TEXT,__text) external _tre_stack_new
00007ff80020b2c8 (__TEXT,__text) external _tre_stack_num_objects
00007ff80020b392 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff80020b7a8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff80020b2dd (__TEXT,__text) non-external _tre_stack_push
00007ff80020b2d1 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff80020b566 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800263c90 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff80020e3d8 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff80025cd18 (__TEXT,__text) non-external _trecurse
00007ff800223538 (__TEXT,__text) external _tsearch
00007ff80021ecab (__TEXT,__text) external _ttyname
00007ff841a62eb0 (__DATA,__bss) non-external _ttyname_init
00007ff841a62eb8 (__DATA,__bss) non-external _ttyname_key
00007ff841a607d8 (__DATA,__data) non-external _ttyname_lock
00007ff80021ed9d (__TEXT,__text) external _ttyname_r
00007ff8002403ca (__TEXT,__text) external _ttyslot
00007ff80025cd00 (__TEXT,__text) external _twalk
00007ff8001f5c9a (__TEXT,__text) non-external _typesequiv
00007ff8001f4c02 (__TEXT,__text) non-external _tzload
00007ff841a3c460 (__DATA_DIRTY,__data) external _tzname
00007ff8001f55ca (__TEXT,__text) non-external _tzparse
00007ff8001fa2e1 (__TEXT,__text) external _tzset
00007ff800255e90 (__TEXT,__text) external _tzsetwall
00007ff8001f4a1c (__TEXT,__text) non-external _tzsetwall_basic
00007ff8002403d2 (__TEXT,__text) external _ualarm
00007ff841a60998 (__DATA,__data) non-external _uglue
00007ff80024044b (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff80022f9d7 (__TEXT,__text) external _umaskx_np
00007ff80020391b (__TEXT,__text) external _uname
00007ff80026f070 (__TEXT,__const) non-external _unbound_variable_str
00007ff800216c7b (__TEXT,__text) external _ungetc
00007ff80024e23d (__TEXT,__text) external _ungetwc
00007ff80024e2a3 (__TEXT,__text) external _ungetwc_l
00007ff841a63420 (__DATA,__bss) non-external _union_arg_queue
00007ff841a62659 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff8002156fc (__TEXT,__text) external _unlockpt
00007ff8001f1fc5 (__TEXT,__text) external _unsetenv
00007ff80024058c (__TEXT,__text) external _unvis
00007ff80026c720 (__TEXT,__text) non-external _unvis.cold.1
00007ff80026c743 (__TEXT,__text) non-external _unvis.cold.2
00007ff8002037d4 (__TEXT,__text) external _uselocale
00007ff8001fb764 (__TEXT,__text) external _usleep
00007ff800240da4 (__TEXT,__text) external _usleep$NOCANCEL
00007ff841a3d3c0 (__DATA_DIRTY,__bss) non-external _usual
00007ff841a3c5f0 (__DATA_DIRTY,__bss) non-external _usual_extra
00007ff800240ddf (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff840020810 (__DATA_CONST,__const) non-external _utmpx_types
00007ff8002625ed (__TEXT,__text) external _utmpxname
00007ff8001f4582 (__TEXT,__text) external _uuid_clear
00007ff8001fa3a7 (__TEXT,__text) external _uuid_compare
00007ff8001f1d2c (__TEXT,__text) external _uuid_copy
00007ff800200207 (__TEXT,__text) external _uuid_generate
00007ff8001fc45c (__TEXT,__text) external _uuid_generate_random
00007ff80022f508 (__TEXT,__text) external _uuid_generate_time
00007ff841a62d18 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff841a62d10 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff80020011d (__TEXT,__text) external _uuid_is_null
00007ff8001fb1f5 (__TEXT,__text) external _uuid_pack
00007ff8001faead (__TEXT,__text) external _uuid_parse
00007ff8001fa440 (__TEXT,__text) external _uuid_unpack
00007ff80020013a (__TEXT,__text) external _uuid_unparse
00007ff800219f79 (__TEXT,__text) external _uuid_unparse_lower
00007ff8001fa6ce (__TEXT,__text) external _uuid_unparse_upper
