00007ffb43c11818 (__DATA,__data) non-external _.compoundliteral
00007ffb0b262ac3 (__TEXT,__text) external _ShGetContextStateUniforms
00007ffb0b26322f (__TEXT,__text) external _ShGetFragDataLocation
00007ffb0b26204c (__TEXT,__text) external _ShGetInfoLog
00007ffb0b2648cb (__TEXT,__text) external _ShGetInteger
00007ffb0b262d5e (__TEXT,__text) external _ShGetLinkerPPStream
00007ffb0b26437b (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffb0b2643c9 (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffb0b263437 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffb0b263f41 (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffb0b262823 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffb0b262fd3 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffb0b262233 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffb0b263a3e (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffb0b264364 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffb0b2642b2 (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffb0b264298 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffb0b26335a (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffb0b263e22 (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffb0b2630ae (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffb0b26257d (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffb0b262d30 (__TEXT,__text) external _ShGetPPStreamManager
00007ffb0b262d47 (__TEXT,__text) external _ShGetShaderByteCode
00007ffb0b264584 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffb0b26447b (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffb0b263027 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffb0b2634f0 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffb0b26392b (__TEXT,__text) external _ShGetUniformIndex
00007ffb0b262ada (__TEXT,__text) external _ShGetUniformLocation
00007ffb0b26281b (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffb0b261670 (__TEXT,__text) external _ShInitialize
00007ffb0b264cb4 (__TEXT,__text) external _ShInitializeLibrary
00007ffb0b261baa (__TEXT,__text) external _ShLink
00007ffb0b262c87 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffb0b264cba (__TEXT,__text) external _ShTerminateLibrary
00007ffb0b262e78 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffb0b2543cf (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffb0b2c4858 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffb0b270f72 (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffb0b2c24a0 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffb0b2bf8ec (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffb0b2bf7a7 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffb0b26a89c (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffb0b26a01c (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffb0b26abbc (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0b26a5cf (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffb0b26a77d (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffb0b26aacd (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffb0b24284c (__TEXT,__text) non-external ___abort_calloc
00007ffb0b17ff19 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b242456 (__TEXT,__text) non-external ___abort_malloc
00007ffb0b21574c (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffb0b20f05d (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffb41751970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417519c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751c10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751c30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751c70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751d30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751ea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751f90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41751fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41752490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417546a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb417546c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41754a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41752590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffb417548d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffb41754908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb41751ac8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb417525b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffb41754938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffb417525d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb41754728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffb41754978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffb417549a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffb417549d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffb41751cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb41754ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffb41754a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffb41754a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffb41751c50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb417525f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41754b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41751b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb41752610 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb41754758 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffb41751cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffb41751d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb41754b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffb41751a08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb41751e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb417524b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffb41751b28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb41754788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb41751b48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffb417524d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffb41751b88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb417524f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb417546f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffb41751ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffb41751a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb41752510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffb41751ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffb41751ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41752530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffb417547b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffb417547e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffb41754818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb41752550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffb41754848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb41752028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffb41751a88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffb41752058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41754878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb41752088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffb417520a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffb417520d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffb417520f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41752570 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb41754aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffb41751f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb41751f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffb417548a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffb41751990 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb417519e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41751c90 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41751d50 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41751f70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41754958 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41754b58 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41751ae8 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffb41754a28 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffb41754a68 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffb41751cd0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffb41751b68 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffb41751a28 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffb41751a68 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffb41751aa8 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffb0b18eec0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0b18eee0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0b23d6fb (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffb0b252972 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0b2b1041 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffb0b25ed28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0b2a0d58 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0b26a0d1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0b2796b6 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffb0b278dac (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffb0b277d38 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffb0b27913c (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffb0b277760 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffb0b277816 (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffb0b27d7f4 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffb0b279510 (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffb0b2615e8 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffb0b2795cf (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffb0b27966b (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffb0b2749c6 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffb0b275e82 (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffb0b278698 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffb0b252989 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0b2b1079 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffb0b2a1438 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0b2a0d90 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0b26a11b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffb0b2186dc (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffb0b25c570 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffb0b23d24c (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffb0b23d25e (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffb0b23d709 (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffb0b20ed0f (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffb0b20ee02 (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffb0b20eddb (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffb0b20ed8d (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffb0b20edb4 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffb0b20ee13 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffb0b25d879 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffb0b25d8fc (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffb0b255edc (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffb0b255f36 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffb0b268552 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffb0b268aad (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffb0b2528d5 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffb0b23dba0 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffb0b2a1527 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffb0b2a1358 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffb0b2a137c (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffb0b2a13ec (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffb0b2a1418 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffb0b2a1623 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffb0b2a1647 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffb0b2a1660 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffb0b2a166d (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffb0b2a0f97 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffb0b2a1503 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffb0b25ecf0 (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
