00007ffb198f8c15 (__TEXT,__text) non-external DKeyHas4Words
00007ffb198ed10b (__TEXT,__text) non-external (was a private external) _cczp_mod_ws
00007ffb198ed05c (__TEXT,__text) non-external (was a private external) _cczp_modn
00007ffb198ecee0 (__TEXT,__text) non-external (was a private external) _cczp_modn_ws
00007ffb40a21840 (__DATA_CONST,__const) non-external (was a private external) _cczp_montgomery_funcs
00007ffb198ed86e (__TEXT,__text) external _cczp_mul
00007ffb198ed7ed (__TEXT,__text) non-external (was a private external) _cczp_mul_default_ws
00007ffb198ed860 (__TEXT,__text) non-external (was a private external) _cczp_mul_ws
00007ffb198b823f (__TEXT,__text) non-external (was a private external) _cczp_negate
00007ffb198b8228 (__TEXT,__text) non-external (was a private external) _cczp_negate_ws
00007ffb40a20af0 (__DATA_CONST,__const) non-external _cczp_p192_funcs
00007ffb40a20c48 (__DATA_CONST,__const) non-external _cczp_p224_funcs
00007ffb40a20da0 (__DATA_CONST,__const) non-external _cczp_p256_funcs_c
00007ffb40a20f68 (__DATA_CONST,__const) non-external _cczp_p384_funcs_c
00007ffb40a211d8 (__DATA_CONST,__const) non-external _cczp_p521_funcs
00007ffb198ca338 (__TEXT,__text) non-external (was a private external) _cczp_power_blinded_ws
00007ffb198cd2c5 (__TEXT,__text) non-external (was a private external) _cczp_power_fast_ws
00007ffb198ca938 (__TEXT,__text) non-external (was a private external) _cczp_power_ws
00007ffb198edb4d (__TEXT,__text) non-external (was a private external) _cczp_sqr_default_ws
00007ffb198edbbc (__TEXT,__text) non-external (was a private external) _cczp_sqr_ws
00007ffb198c9451 (__TEXT,__text) non-external (was a private external) _cczp_sqrt
00007ffb198c9238 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_default_ws
00007ffb198c8f83 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_tonelli_shanks_precomp_ws
00007ffb198c9442 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_ws
00007ffb198edc19 (__TEXT,__text) external _cczp_sub
00007ffb198edbcb (__TEXT,__text) non-external (was a private external) _cczp_sub_ws
00007ffb198b7c39 (__TEXT,__text) non-external (was a private external) _cczp_to_default_ws
00007ffb198b7c4c (__TEXT,__text) non-external (was a private external) _cczp_to_ws
00007ffb43268150 (__DATA,__bss) non-external _cfb8_aes_decrypt
00007ffb43268178 (__DATA,__bss) non-external _cfb8_aes_encrypt
00007ffb43268500 (__DATA,__bss) non-external _cfb8_blowfish_decrypt
00007ffb432684d8 (__DATA,__bss) non-external _cfb8_blowfish_encrypt
00007ffb43268698 (__DATA,__bss) non-external _cfb8_cast_decrypt
00007ffb43268670 (__DATA,__bss) non-external _cfb8_cast_encrypt
00007ffb43268938 (__DATA,__bss) non-external _cfb8_des3_decrypt
00007ffb43268910 (__DATA,__bss) non-external _cfb8_des3_encrypt
00007ffb432687e8 (__DATA,__bss) non-external _cfb8_des_decrypt
00007ffb432687c0 (__DATA,__bss) non-external _cfb8_des_encrypt
00007ffb43268b28 (__DATA,__bss) non-external _cfb8_rc2_decrypt
00007ffb43268b00 (__DATA,__bss) non-external _cfb8_rc2_encrypt
00007ffb432684b0 (__DATA,__bss) non-external _cfb_blowfish_decrypt
00007ffb43268488 (__DATA,__bss) non-external _cfb_blowfish_encrypt
00007ffb43268648 (__DATA,__bss) non-external _cfb_cast_decrypt
00007ffb43268620 (__DATA,__bss) non-external _cfb_cast_encrypt
00007ffb432681a0 (__DATA,__bss) non-external _cfb_decrypt
00007ffb432688e8 (__DATA,__bss) non-external _cfb_des3_decrypt
00007ffb432688c0 (__DATA,__bss) non-external _cfb_des3_encrypt
00007ffb43268798 (__DATA,__bss) non-external _cfb_des_decrypt
00007ffb43268770 (__DATA,__bss) non-external _cfb_des_encrypt
00007ffb432681c8 (__DATA,__bss) non-external _cfb_encrypt
00007ffb43268ad8 (__DATA,__bss) non-external _cfb_rc2_decrypt
00007ffb43268ab0 (__DATA,__bss) non-external _cfb_rc2_encrypt
00007ffb198fe430 (__TEXT,__const) non-external _ciphertext_data
00007ffb198fed42 (__TEXT,__const) non-external _ciphertext_data
00007ffb198e64af (__TEXT,__text) non-external _clear_cofactor_nop
00007ffb198d059c (__TEXT,__text) non-external (was a private external) _crypto_verify_32
00007ffb198b37b9 (__TEXT,__text) external _csss_shamir_share_bag_can_recover_secret
00007ffb43268528 (__DATA,__bss) non-external _ctr_blowfish
00007ffb432686c0 (__DATA,__bss) non-external _ctr_cast
00007ffb432681f0 (__DATA,__bss) non-external _ctr_crypt
00007ffb43268810 (__DATA,__bss) non-external _ctr_des
00007ffb43268960 (__DATA,__bss) non-external _ctr_des3
00007ffb43268b50 (__DATA,__bss) non-external _ctr_rc2
00007ffb198fe250 (__TEXT,__const) non-external _curve25519_A
00007ffb1990c120 (__TEXT,__const) non-external (was a private external) _d
00007ffb1990c560 (__TEXT,__const) non-external _d2
00007ffb198edf1f (__TEXT,__text) non-external (was a private external) _desfunc
00007ffb198ee140 (__TEXT,__text) non-external (was a private external) _desfunc3
00007ffb198edccd (__TEXT,__text) non-external (was a private external) _deskey
00007ffb198bbf3b (__TEXT,__text) non-external _df
00007ffb19907be0 (__TEXT,__const) non-external _df_bcc_final.endmark
00007ffb198bc488 (__TEXT,__text) non-external _df_bcc_update
00007ffb198bbe29 (__TEXT,__text) non-external _df_initialize
00007ffb198bbad7 (__TEXT,__text) non-external _done
00007ffb198d8c98 (__TEXT,__text) non-external _done
00007ffb198bc2b8 (__TEXT,__text) non-external _drbg_update
00007ffb198dc05e (__TEXT,__text) non-external _eay_RC4
00007ffb198dbf4a (__TEXT,__text) non-external _eay_RC4_set_key
00007ffb198d6f26 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198d73d6 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198d7c87 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198f625c (__TEXT,__text) non-external _ecb_wrapper_aesni
00007ffb198f85df (__TEXT,__text) non-external _ecb_wrapper_aesni
00007ffb198f61ab (__TEXT,__text) non-external _ecb_wrapper_opt
00007ffb198f852e (__TEXT,__text) non-external _ecb_wrapper_opt
00007ffb198f0ffd (__TEXT,__text) non-external _ecfips_test_generate
00007ffb198e64b7 (__TEXT,__text) non-external _encode_to_curve_ro
00007ffb19907cd0 (__TEXT,__const) non-external _f_2_2_11_t
00007ffb198bf14e (__TEXT,__text) non-external (was a private external) _fcontract
00007ffb198be8cd (__TEXT,__text) non-external (was a private external) _fdiff
00007ffb198cf38a (__TEXT,__text) non-external (was a private external) _fe_0
00007ffb198cf3a2 (__TEXT,__text) non-external (was a private external) _fe_1
00007ffb198cf3c0 (__TEXT,__text) non-external (was a private external) _fe_add
00007ffb198cf3fb (__TEXT,__text) non-external (was a private external) _fe_cmov
00007ffb198cf415 (__TEXT,__text) non-external (was a private external) _fe_copy
00007ffb198d05fc (__TEXT,__text) non-external (was a private external) _fe_frombytes
00007ffb198cf431 (__TEXT,__text) non-external (was a private external) _fe_invert
00007ffb198d02dd (__TEXT,__text) non-external (was a private external) _fe_isnegative
00007ffb198d054b (__TEXT,__text) non-external (was a private external) _fe_isnonzero
00007ffb198cfb11 (__TEXT,__text) non-external (was a private external) _fe_mul
00007ffb198d085f (__TEXT,__text) non-external (was a private external) _fe_neg
00007ffb198d0897 (__TEXT,__text) non-external (was a private external) _fe_pow22523
00007ffb198cf6b3 (__TEXT,__text) non-external (was a private external) _fe_sq
00007ffb198d0af5 (__TEXT,__text) non-external (was a private external) _fe_sq2
00007ffb198d0fb5 (__TEXT,__text) non-external (was a private external) _fe_sub
00007ffb198d0325 (__TEXT,__text) non-external (was a private external) _fe_tobytes
00007ffb198befea (__TEXT,__text) non-external (was a private external) _fexpand
00007ffb198a1baa (__TEXT,__text) non-external (was a private external) _fips_allowed
00007ffb198a1954 (__TEXT,__text) non-external (was a private external) _fips_allowed_mode_
00007ffb198a0c70 (__TEXT,__text) non-external (was a private external) _fipspost_get_hmac
00007ffb1989e440 (__TEXT,__text) external _fipspost_post
00007ffb1989f7ce (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_cbc
00007ffb198a2a7f (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_ccm
00007ffb1989db40 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_cmac
00007ffb198a17d4 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_ecb
00007ffb1989f9de (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_gcm
00007ffb198a28d0 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_xts
00007ffb198a36d0 (__TEXT,__text) non-external (was a private external) _fipspost_post_drbg_ctr
00007ffb43267f50 (__DATA,__bss) non-external _fipspost_post_drbg_ctr.info
00007ffb1989d820 (__TEXT,__text) non-external (was a private external) _fipspost_post_drbg_hmac
00007ffb43267f20 (__DATA,__bss) non-external _fipspost_post_drbg_hmac.info
00007ffb198a1040 (__TEXT,__text) non-external (was a private external) _fipspost_post_ecdh
00007ffb1989dee0 (__TEXT,__text) non-external (was a private external) _fipspost_post_ecdsa
00007ffb1989e03f (__TEXT,__text) non-external _fipspost_post_ecdsa_sign
00007ffb1989e2ac (__TEXT,__text) non-external _fipspost_post_ecdsa_verify
00007ffb198a3920 (__TEXT,__text) non-external (was a private external) _fipspost_post_ffdh
00007ffb198a2f3b (__TEXT,__text) non-external (was a private external) _fipspost_post_hkdf
00007ffb198a152b (__TEXT,__text) non-external (was a private external) _fipspost_post_hmac
00007ffb1989c700 (__TEXT,__text) non-external (was a private external) _fipspost_post_indicator
00007ffb198a13e1 (__TEXT,__text) non-external (was a private external) _fipspost_post_integrity
00007ffb1989f572 (__TEXT,__text) non-external (was a private external) _fipspost_post_kdf_ctr
00007ffb198a09a0 (__TEXT,__text) non-external (was a private external) _fipspost_post_pbkdf
00007ffb198a3b80 (__TEXT,__text) non-external (was a private external) _fipspost_post_rsa_enc_dec
00007ffb198a3c61 (__TEXT,__text) non-external _fipspost_post_rsa_oaep_consistency
00007ffb198a3dd7 (__TEXT,__text) non-external _fipspost_post_rsa_oaep_decrypt
00007ffb198a20e0 (__TEXT,__text) non-external (was a private external) _fipspost_post_rsa_sig
00007ffb198a2100 (__TEXT,__text) non-external _fipspost_post_rsa_sign
00007ffb198fe560 (__TEXT,__const) non-external _fipspost_post_rsa_test_key
00007ffb198a2286 (__TEXT,__text) non-external _fipspost_post_rsa_verify
00007ffb198a3393 (__TEXT,__text) non-external (was a private external) _fipspost_post_tdes_ecb
00007ffb1991b370 (__TEXT,__fips_hmacs) non-external (was a private external) _fipspost_precalc_hmac
00007ffb43268c80 (__DATA,__common) external _fipspost_trace_vtable
00007ffb198be9dd (__TEXT,__text) non-external (was a private external) _fmul
00007ffb198be929 (__TEXT,__text) non-external (was a private external) _fmul_121666
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputc (from libsystem_c)
00007ffb198eb14d (__TEXT,__text) non-external (was a private external) _frandom
                 (undefined) external _free (from libsystem_malloc)
00007ffb198bedb4 (__TEXT,__text) non-external (was a private external) _fsquare_times
00007ffb198be88e (__TEXT,__text) non-external (was a private external) _fsum
                 (undefined) external _fwrite (from libsystem_c)
00007ffb43265828 (__DATA,__data) non-external _g_ccrng_cryptographic_state
00007ffb43268be0 (__DATA,__bss) non-external _g_ccrng_drbg_custom
00007ffb43268bf8 (__DATA,__bss) non-external _g_ccrng_drbg_info
00007ffb43268c28 (__DATA,__bss) non-external _g_ccrng_generator
00007ffb432682e0 (__DATA,__bss) non-external _gcm_decrypt
00007ffb43268330 (__DATA,__bss) non-external _gcm_encrypt
00007ffb198d0ff0 (__TEXT,__text) non-external (was a private external) _ge_add
00007ffb198d4d59 (__TEXT,__text) non-external _ge_cmov
00007ffb198a0854 (__TEXT,__text) non-external _ge_cmov_cached
00007ffb198d10f9 (__TEXT,__text) non-external (was a private external) _ge_double_scalarmult_vartime
00007ffb1989fd92 (__TEXT,__text) non-external (was a private external) _ge_from_uniform
00007ffb198d1c22 (__TEXT,__text) non-external (was a private external) _ge_frombytes_negate_vartime
00007ffb1989fbbf (__TEXT,__text) non-external (was a private external) _ge_frombytes_vartime
00007ffb198a07c8 (__TEXT,__text) non-external (was a private external) _ge_has_small_order
00007ffb198fe170 (__TEXT,__const) non-external _ge_has_small_order.small_order_blocklist
00007ffb198d1add (__TEXT,__text) non-external _ge_madd
00007ffb198d1bd6 (__TEXT,__text) non-external (was a private external) _ge_p1p1_to_p2
00007ffb198d18a1 (__TEXT,__text) non-external (was a private external) _ge_p1p1_to_p3
00007ffb198d1907 (__TEXT,__text) non-external (was a private external) _ge_p2_dbl
00007ffb198d2000 (__TEXT,__text) non-external (was a private external) _ge_p3_0
00007ffb198d186a (__TEXT,__text) non-external (was a private external) _ge_p3_dbl
00007ffb198d17fe (__TEXT,__text) non-external (was a private external) _ge_p3_to_cached
00007ffb198d1f04 (__TEXT,__text) non-external (was a private external) _ge_p3_to_p2
00007ffb198d1f50 (__TEXT,__text) non-external (was a private external) _ge_p3_tobytes
00007ffb198a0235 (__TEXT,__text) non-external (was a private external) _ge_scalarmult
00007ffb198d204f (__TEXT,__text) non-external (was a private external) _ge_scalarmult_base
00007ffb198d20a2 (__TEXT,__text) non-external _ge_scalarmult_base_internal
00007ffb198d2283 (__TEXT,__text) non-external (was a private external) _ge_scalarmult_base_masked
00007ffb198a0757 (__TEXT,__text) non-external (was a private external) _ge_scalarmult_cofactor
00007ffb198d4b72 (__TEXT,__text) non-external _ge_select
00007ffb198a05c9 (__TEXT,__text) non-external _ge_select_cached
00007ffb198d172c (__TEXT,__text) non-external _ge_slide
00007ffb198d19d4 (__TEXT,__text) non-external (was a private external) _ge_sub
00007ffb198d2353 (__TEXT,__text) non-external (was a private external) _ge_tobytes
00007ffb198b9f45 (__TEXT,__text) non-external _generate
00007ffb198bb73b (__TEXT,__text) non-external _generate
00007ffb198d8a90 (__TEXT,__text) non-external _generate
00007ffb198a5331 (__TEXT,__text) non-external _generate_keyseed
00007ffb198f0117 (__TEXT,__text) non-external _get_two_blocks_entropy
                 (undefined) external _getentropy (from libsystem_kernel)
00007ffb198e623b (__TEXT,__text) non-external _hash_to_base
00007ffb198e669b (__TEXT,__text) non-external _hash_to_base_sae
00007ffb198c4899 (__TEXT,__text) non-external (was a private external) _inc_uint
00007ffb198bb713 (__TEXT,__text) non-external _init
00007ffb198d89bf (__TEXT,__text) non-external _init
00007ffb198f585d (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f59b0 (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f6207 (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f858a (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f57a0 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f591a (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f6156 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f84d9 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198fe3f0 (__TEXT,__const) non-external _invalid_key
00007ffb198fed20 (__TEXT,__const) non-external _invalid_key
00007ffb19907b40 (__TEXT,__const) non-external _kCurve25519BasePoint
00007ffb19914560 (__TEXT,__const) non-external (was a private external) _kCurve25519Order
00007ffb19919320 (__TEXT,__const) non-external _kZero64
00007ffb198f5acc (__TEXT,__text) non-external _key_sched_wrapper_aesni
00007ffb198f6903 (__TEXT,__text) non-external _key_sched_wrapper_aesni
00007ffb198f5a47 (__TEXT,__text) non-external _key_sched_wrapper_opt
00007ffb198f687e (__TEXT,__text) non-external _key_sched_wrapper_opt
00007ffb198b792f (__TEXT,__text) non-external _ltc_des3_ecb_decrypt
00007ffb198b7ba3 (__TEXT,__text) non-external _ltc_des3_ecb_encrypt
00007ffb198b8378 (__TEXT,__text) non-external _ltc_des_ecb_decrypt
00007ffb198b84c9 (__TEXT,__text) non-external _ltc_des_ecb_encrypt
00007ffb198da34b (__TEXT,__text) non-external _ltc_rc2_ecb_decrypt
00007ffb198db25d (__TEXT,__text) non-external _ltc_rc2_ecb_encrypt
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ffb198e5d06 (__TEXT,__text) external _map_to_curve_sswu
00007ffb198c4095 (__TEXT,__text) non-external _md2_compress
00007ffb198c3f4d (__TEXT,__text) non-external _md2_final
00007ffb198c3eef (__TEXT,__text) non-external _md2_processblock
00007ffb198c41d8 (__TEXT,__text) non-external _md4_compress
00007ffb198c4b9a (__TEXT,__text) non-external _md5_compress
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
                 (undefined) external _memset_s (from libsystem_c)
00007ffb198b24b3 (__TEXT,__text) non-external _mfi_aead_next_iv
00007ffb198b23c7 (__TEXT,__text) non-external _mfi_aead_open
00007ffb198b2348 (__TEXT,__text) non-external _mfi_aead_seal
00007ffb198b24c6 (__TEXT,__text) non-external _mfi_clear
00007ffb43268228 (__DATA,__bss) non-external _mfi_info
00007ffb198b1fa2 (__TEXT,__text) non-external _mfi_kex_ctx
00007ffb198b2180 (__TEXT,__text) non-external _mfi_mac_compute
00007ffb198b1fac (__TEXT,__text) non-external _mfi_peer_kex_ctx
00007ffb198b1fc6 (__TEXT,__text) non-external _mfi_peer_sign_ctx
00007ffb198b1fd3 (__TEXT,__text) non-external _mfi_session_keys_buffer
00007ffb198b1fe0 (__TEXT,__text) non-external _mfi_session_keys_derive
00007ffb19906770 (__TEXT,__const) non-external _mfi_session_keys_info
00007ffb198b21d8 (__TEXT,__text) non-external _mfi_sigma_compute_mac_and_digest
00007ffb198b1fb9 (__TEXT,__text) non-external _mfi_sign_ctx
00007ffb198bbb58 (__TEXT,__text) non-external _nistctr_init
00007ffb198c8be2 (__TEXT,__text) non-external _non_repeat_sequence_generate
00007ffb19907a20 (__TEXT,__const) non-external _odd_parity
00007ffb43268560 (__DATA,__bss) non-external _ofb_blowfish
00007ffb432686f8 (__DATA,__bss) non-external _ofb_cast
00007ffb43268380 (__DATA,__bss) non-external _ofb_crypt
00007ffb43268848 (__DATA,__bss) non-external _ofb_des
00007ffb43268998 (__DATA,__bss) non-external _ofb_des3
00007ffb43268b88 (__DATA,__bss) non-external _ofb_rc2
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_assert_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ffb19914590 (__TEXT,__const) non-external _pc1
00007ffb19914600 (__TEXT,__const) non-external _pc2
00007ffb19913ee0 (__TEXT,__const) non-external _permute
00007ffb198ec5b4 (__TEXT,__text) non-external (was a private external) _pgp_key_checksum
00007ffb198fe410 (__TEXT,__const) non-external _plaintext_data
00007ffb198fed39 (__TEXT,__const) non-external _plaintext_data
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
00007ffb19919290 (__TEXT,__const) non-external (was a private external) _rcon
00007ffb198bb97e (__TEXT,__text) non-external _reseed
00007ffb198d8c34 (__TEXT,__text) non-external _reseed
00007ffb198dc6cb (__TEXT,__text) non-external _rmd160_compress
00007ffb198a625b (__TEXT,__text) non-external _sae_construct_fixed_data
00007ffb198d2403 (__TEXT,__text) non-external (was a private external) _sc_muladd
00007ffb198d3ef2 (__TEXT,__text) non-external (was a private external) _sc_reduce
00007ffb198c8b72 (__TEXT,__text) non-external _sequence_repeat_generate
00007ffb198f5b09 (__TEXT,__text) non-external _set_tweak_wrapper_aesni
00007ffb198f6940 (__TEXT,__text) non-external _set_tweak_wrapper_aesni
00007ffb198f5a84 (__TEXT,__text) non-external _set_tweak_wrapper_opt
00007ffb198f68bb (__TEXT,__text) non-external _set_tweak_wrapper_opt
00007ffb198e2201 (__TEXT,__text) non-external _sha1_compress
00007ffb198e38d8 (__TEXT,__text) non-external _sha1_compress
00007ffb19913de0 (__TEXT,__const) non-external (was a private external) _sha256_K
00007ffb40a20510 (__DATA_CONST,__const) non-external (was a private external) _sign_kat_tvs
00007ffb43268588 (__DATA,__bss) non-external _siv_decrypt
00007ffb432689c0 (__DATA,__bss) non-external _siv_encrypt
00007ffb43268a18 (__DATA,__bss) non-external _siv_hmac_decrypt
00007ffb43268c38 (__DATA,__bss) non-external _siv_hmac_encrypt
00007ffb198ddc83 (__TEXT,__text) non-external (was a private external) _sizeof_cc_unit
00007ffb198b817e (__TEXT,__text) non-external (was a private external) _sizeof_struct_ccec_full_ctx
00007ffb198b8189 (__TEXT,__text) non-external (was a private external) _sizeof_struct_ccec_pub_ctx
00007ffb198ca085 (__TEXT,__text) non-external (was a private external) _sizeof_struct_cczp
                 (undefined) external _snprintf (from libsystem_c)
00007ffb199066e0 (__TEXT,__const) non-external _sqrt_2
00007ffb1990c150 (__TEXT,__const) non-external (was a private external) _sqrtm1
00007ffb43265110 (__DATA,__data) non-external _state
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
00007ffb199006b0 (__TEXT,__const) non-external (was a private external) _t_fl
00007ffb198ff6b0 (__TEXT,__const) non-external (was a private external) _t_fn
00007ffb199026b0 (__TEXT,__const) non-external (was a private external) _t_il
00007ffb199036b0 (__TEXT,__const) non-external (was a private external) _t_im
00007ffb199016b0 (__TEXT,__const) non-external (was a private external) _t_in
00007ffb198ff680 (__TEXT,__const) non-external (was a private external) _t_rc
00007ffb199145f0 (__TEXT,__const) non-external _totrot
00007ffb198d8caa (__TEXT,__text) non-external _update
00007ffb198fe3d0 (__TEXT,__const) non-external _valid_key
00007ffb198fed00 (__TEXT,__const) non-external _valid_key
00007ffb198bbdcc (__TEXT,__text) non-external _validate_inputs
00007ffb40a20690 (__DATA_CONST,__const) non-external (was a private external) _verify_kat_tvs
00007ffb198f5e60 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni
00007ffb198f7ca0 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni_cbc
00007ffb198f5750 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni_key
00007ffb198f7ca0 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_cbc_hw
00007ffb198f8be6 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key128
00007ffb198f8e72 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key192
00007ffb198f9180 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key256
00007ffb198f6800 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_opt_cbc
00007ffb198f8b71 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_opt_key
00007ffb198f5b60 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni
00007ffb198f7a10 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni_cbc
00007ffb198f5480 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni_key
00007ffb198f7a10 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_cbc_hw
00007ffb198f86b0 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key128
00007ffb198f87bc (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key192
00007ffb198f8926 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key256
00007ffb198f6790 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_opt_cbc
00007ffb198f863b (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_opt_key
00007ffb198f663f (__TEXT,__text) non-external (was a private external) _vng_aes_xts_decrypt_aesni
00007ffb198f64fc (__TEXT,__text) non-external (was a private external) _vng_aes_xts_decrypt_opt
00007ffb198f63da (__TEXT,__text) non-external (was a private external) _vng_aes_xts_encrypt_aesni
00007ffb198f62b8 (__TEXT,__text) non-external (was a private external) _vng_aes_xts_encrypt_opt
00007ffb199079a0 (__TEXT,__const) non-external _weak_keys
00007ffb432683a8 (__DATA,__bss) non-external _xts_decrypt
00007ffb432683f0 (__DATA,__bss) non-external _xts_encrypt
00007ffb198f5b23 (__TEXT,__text) non-external _xts_wrapper_aesni
00007ffb198f695a (__TEXT,__text) non-external _xts_wrapper_aesni
00007ffb198f5a9e (__TEXT,__text) non-external _xts_wrapper_opt
00007ffb198f68d5 (__TEXT,__text) non-external _xts_wrapper_opt
00007ffb1990c180 (__TEXT,__const) non-external _zero
00007ffb19907b60 (__TEXT,__const) non-external _zeros
