00007ff909a2241f (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff940acc3e0 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff940acc420 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff940acc440 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff940acc460 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff940acc310 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff940acc480 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff940acc4a0 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff940acc4c0 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff940acc5b0 (__DATA_CONST,__const) non-external ___block_literal_global.128
00007ff940acc330 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff940acc5d0 (__DATA_CONST,__const) non-external ___block_literal_global.132
00007ff940acc5f0 (__DATA_CONST,__const) non-external ___block_literal_global.136
00007ff940acc290 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff940acc2b0 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff940acc2d0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff940acc8b0 (__DATA_CONST,__const) non-external ___block_literal_global.85
00007ff940acc2f0 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff909a17b50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff909a17b70 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff909a1c501 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff909a1c795 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff909a1c48a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff909a0c929 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff909a152d6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff909a0ca36 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff909a12708 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff909a1ee6e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff909a1a92a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff909a0db24 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff909a0d695 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff909a21ef6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff909a1c4c2 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff909a0c938 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff909a1c7cd (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff909a0ca5b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff909a1274c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff909a1a95d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff909a0db52 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff909a0d6a7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff909a21f0d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff909a1c3c6 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff909a1c4ed (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff909a24f13 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff909a1a5fd (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff909a21eba (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff909a125f7 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff909a1207d (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff909a23cf3 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff909a2190f (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff909a170b0 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff909a27238 (__TEXT,__const) external _cdResourceDirSlot
00007ff909a21759 (__TEXT,__text) external _checkBOOLSetting
00007ff909a21810 (__TEXT,__text) external _checkNumberSetting
00007ff909a12d0b (__TEXT,__text) external _checkPathQuarantineState
00007ff909a24022 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff909a12c72 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff909a0fad3 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff909a23189 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff909a23428 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff909a2345c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff909a23490 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff909a234c4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff909a234f8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff909a2352c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff909a23560 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff909a23594 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff909a235c8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff909a231e3 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff909a2323d (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff909a23297 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff909a232fe (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff909a23332 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff909a2338c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff909a233c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff909a233f4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff909a115f8 (__TEXT,__text) external _copyBootUUID
00007ff909a23b8b (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff909a10d3f (__TEXT,__text) external _copyBundleID
00007ff909a238bb (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff909a10e32 (__TEXT,__text) external _copyBundleIDFromURL
00007ff909a11013 (__TEXT,__text) external _copyBundleVersion
00007ff909a2396f (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff909a10f20 (__TEXT,__text) external _copyBundleVersionShort
00007ff909a23915 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff909a10ea9 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff909a10654 (__TEXT,__text) external _copyCdhash
00007ff909a23622 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff909a2367c (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff909a236b0 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff909a105e1 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff909a21a71 (__TEXT,__text) external _copyCodeSigningInfo
00007ff909a113ed (__TEXT,__text) external _copyDeveloperName
00007ff909a23a23 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff909a23a7d (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff909a23ad7 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff909a23b31 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff909a21f1c (__TEXT,__text) external _copyEntitlements
00007ff909a172cf (__TEXT,__text) external _copyFileHashForURL
00007ff909a2459b (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff909a24639 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff909a246d7 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff909a107e7 (__TEXT,__text) external _copyLegacyCdhash
00007ff909a1085b (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff909a0e26b (__TEXT,__text) external _copyLegacyDeveloperName
00007ff909a129f6 (__TEXT,__text) external _copySecureTimestamp
00007ff909a23f5e (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff909a1177b (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff909a10c6b (__TEXT,__text) external _copySigningID
00007ff909a23861 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff909a10aa4 (__TEXT,__text) external _copyTeamIdentifier
00007ff909a23807 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff909a108cf (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff909a236e4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff909a23745 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff909a109f7 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff909a237a6 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff909a11106 (__TEXT,__text) external _copyUnstagedURL
00007ff909a239c9 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff909a0fac4 (__TEXT,__text) external _createCodeReference
00007ff909a0f98b (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff909a23057 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff909a230f0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff909a0f97f (__TEXT,__text) external _createCodeReferenceQuiet
00007ff909a0f8e1 (__TEXT,__text) external _createHexStringFromData
00007ff909a1cccb (__TEXT,__text) non-external _createMigrationManifest
00007ff909a25055 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff909a21962 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff909a25469 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff909a21729 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff909a11211 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff94339c718 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff94339c720 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff909a1bee6 (__TEXT,__text) external _doBooleanXPCFunction
00007ff909a1c13f (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff909a1c14e (__TEXT,__text) external _doObjectXPCFunction
00007ff909a179aa (__TEXT,__text) external _doWithoutImmutability
00007ff94339c6c0 (__DATA,__bss) non-external _exec.sLog
00007ff94339c6b8 (__DATA,__bss) non-external _exec.sLogInit
00007ff909a171c5 (__TEXT,__text) external _fileExists
00007ff909a1723d (__TEXT,__text) external _fileIsSymlink
00007ff909a1a4b0 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff909a24a34 (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff909a190bb (__TEXT,__text) external _findContainingBundle
00007ff909a119da (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff909a19ce9 (__TEXT,__text) external _findOuterMostBundle
00007ff909a249cc (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff909a1a3cd (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff909a24a00 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff909a1924a (__TEXT,__text) external _findScanTargetByPath
00007ff909a19846 (__TEXT,__text) external _findTopAppBundle
00007ff909a191cc (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff909a134f5 (__TEXT,__text) non-external _fsEventCallback
00007ff94339c6a0 (__DATA,__bss) non-external _generic.sLog
00007ff94339c698 (__DATA,__bss) non-external _generic.sLogInit
00007ff909a2231f (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff94339c730 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff94339c688 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff94339c690 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff909a10b7d (__TEXT,__text) external _getDictionaryValue
00007ff909a19bda (__TEXT,__text) external _getVolumePrefix
00007ff909a24938 (__TEXT,__text) non-external _getVolumePrefix.cold.1
00007ff909a1771a (__TEXT,__text) external _getXattrData
00007ff909a24832 (__TEXT,__text) non-external _getXattrData.cold.1
00007ff909a248ad (__TEXT,__text) non-external _getXattrData.cold.2
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
                 (undefined) external _getxattr (from libSystem)
00007ff909a19099 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff94339c710 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff909a24920 (__TEXT,__text) non-external _globalBundleSuffixes.cold.1
00007ff94339c708 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff909a19b2d (__TEXT,__text) external _hasAppExtension
00007ff909a11808 (__TEXT,__text) external _hasCodeRequirementString
00007ff909a23c3f (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff909a28650 (__TEXT,__cstring) non-external _hexString.nibble
00007ff909a12fad (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff909a12def (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff909a1191e (__TEXT,__text) external _isAdhocSignature
00007ff909a23c99 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff909a0ef4c (__TEXT,__text) external _isAppleInternalMachine
00007ff909a118d2 (__TEXT,__text) external _isAppleSignedCode
00007ff909a200a3 (__TEXT,__text) non-external _isCodeRefNotarized
00007ff909a252ff (__TEXT,__text) non-external _isCodeRefNotarized.cold.1
00007ff909a12778 (__TEXT,__text) external _isCodelessKext
00007ff909a23d5d (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff909a1c518 (__TEXT,__text) external _isConnectionEntitled
00007ff909a24f6d (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff909a0ef61 (__TEXT,__text) external _isDarwinOSEnvironment
00007ff909a1190b (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff909a118f8 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff909a0efdb (__TEXT,__text) external _isFastGatekeeperOverridesEnabled
00007ff909a0ef76 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff909a11792 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff909a11788 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff909a12ac4 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff909a23fb8 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff909a0ef01 (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff909a118e5 (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff909a1c873 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff909a0efbf (__TEXT,__text) external _isNewGatekeeperOverridesEnabled
00007ff909a12825 (__TEXT,__text) external _isNotarizedKext
00007ff909a23db7 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff909a23e3e (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff909a23ec5 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff909a0f02e (__TEXT,__text) external _isResourceDirectorySlotPolicyEnabled
00007ff909a0ef1a (__TEXT,__text) external _isSIPDisabledMachine
00007ff909a0ef33 (__TEXT,__text) external _isSKELDisabledMachine
00007ff909a19716 (__TEXT,__text) external _isTerminalLikePath
00007ff909a18e8d (__TEXT,__text) external _isValidInfoPlist
00007ff909a0f012 (__TEXT,__text) external _isValidationCategoryPolicyEnabled
00007ff909a0efa3 (__TEXT,__text) external _isXProtectCloudKitUpdatesEnabledMachine
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsLocalKey (from CoreFoundation)
                 (undefined) external _kCFURLVolumeIsRootFileSystemKey (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff94339c6b0 (__DATA,__bss) non-external _kext.sLog
00007ff94339c6a8 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
00007ff94339c6d0 (__DATA,__bss) non-external _measurements.sLog
00007ff94339c6c8 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff909a18e2a (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00007ff909a21a9b (__TEXT,__text) external _opaqueSignCode
00007ff909a254b8 (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff909a25512 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff909a2556c (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff909a255c6 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff909a255f9 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_allows_internal_security_policies (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff909a1758c (__TEXT,__text) external _removePrefixPath
00007ff909a2475e (__TEXT,__text) non-external _removePrefixPath.cold.1
00007ff909a247c8 (__TEXT,__text) non-external _removePrefixPath.cold.2
00007ff94339c560 (__DATA,__data) external _sSystemPolicySubsystem
00007ff94339c700 (__DATA,__bss) non-external _sVerboseLogging
00007ff94339c6f0 (__DATA,__bss) non-external _sampling.sLog
00007ff94339c6e8 (__DATA,__bss) non-external _sampling.sLogInit
00007ff909a1219c (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff909a11b56 (__TEXT,__text) external _scanForBundles
00007ff909a1210b (__TEXT,__text) external _scanForKernelExtensions
00007ff909a19653 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff94339c6e0 (__DATA,__bss) non-external _signposts.sLog
00007ff94339c6d8 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff909a0e681 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff909a116d7 (__TEXT,__text) external _systemUptime
00007ff909a23be5 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff909a13793 (__TEXT,__text) non-external _timestampForURL
00007ff909a18fbf (__TEXT,__text) external _urlLooksLikeBundle
00007ff94339c6f8 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
