00007ffa17b0da80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa1806b1b0 (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007ffa1806b1c0 (__TEXT,__text) external _LLVMGetMDNodeOperands
00007ffa1806b170 (__TEXT,__text) external _LLVMGetMDString
00007ffa1806a340 (__TEXT,__text) external _LLVMGetMetadata
00007ffa18069960 (__TEXT,__text) external _LLVMGetModuleContext
00007ffa1806c1d0 (__TEXT,__text) external _LLVMGetNamedFunction
00007ffa1806bf00 (__TEXT,__text) external _LLVMGetNamedGlobal
00007ffa1806b200 (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007ffa1806b250 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007ffa1806caa0 (__TEXT,__text) external _LLVMGetNextBasicBlock
00007ffa1806c240 (__TEXT,__text) external _LLVMGetNextFunction
00007ffa1806bf70 (__TEXT,__text) external _LLVMGetNextGlobal
00007ffa1806cd20 (__TEXT,__text) external _LLVMGetNextInstruction
00007ffa1806c740 (__TEXT,__text) external _LLVMGetNextParam
00007ffa18039900 (__TEXT,__text) external _LLVMGetNextTarget
00007ffa1806af50 (__TEXT,__text) external _LLVMGetNextUse
00007ffa1806b040 (__TEXT,__text) external _LLVMGetNumOperands
00007ffa1806af80 (__TEXT,__text) external _LLVMGetOperand
00007ffa1806c5f0 (__TEXT,__text) external _LLVMGetParam
00007ffa1806c680 (__TEXT,__text) external _LLVMGetParamParent
00007ffa18069d70 (__TEXT,__text) external _LLVMGetParamTypes
00007ffa1806c580 (__TEXT,__text) external _LLVMGetParams
00007ffa1806a190 (__TEXT,__text) external _LLVMGetPointerAddressSpace
00007ffa178b56a0 (__TEXT,__text) external _LLVMGetPointerToGlobal
00007ffa1806cac0 (__TEXT,__text) external _LLVMGetPreviousBasicBlock
00007ffa1806c260 (__TEXT,__text) external _LLVMGetPreviousFunction
00007ffa1806bf90 (__TEXT,__text) external _LLVMGetPreviousGlobal
00007ffa1806cd40 (__TEXT,__text) external _LLVMGetPreviousInstruction
00007ffa1806c770 (__TEXT,__text) external _LLVMGetPreviousParam
00007ffa1820c8a0 (__TEXT,__text) external _LLVMGetRelocationAddress
00007ffa1820c8f0 (__TEXT,__text) external _LLVMGetRelocationOffset
00007ffa1820c940 (__TEXT,__text) external _LLVMGetRelocationSymbol
00007ffa1820c980 (__TEXT,__text) external _LLVMGetRelocationType
00007ffa1820c9d0 (__TEXT,__text) external _LLVMGetRelocationTypeName
00007ffa1820ca80 (__TEXT,__text) external _LLVMGetRelocationValueString
00007ffa1820c6a0 (__TEXT,__text) external _LLVMGetRelocations
00007ffa18069d50 (__TEXT,__text) external _LLVMGetReturnType
00007ffa1806bc30 (__TEXT,__text) external _LLVMGetSection
00007ffa1820c5f0 (__TEXT,__text) external _LLVMGetSectionAddress
00007ffa1820c640 (__TEXT,__text) external _LLVMGetSectionContainsSymbol
00007ffa1820c590 (__TEXT,__text) external _LLVMGetSectionContents
00007ffa1820c4e0 (__TEXT,__text) external _LLVMGetSectionName
00007ffa1820c540 (__TEXT,__text) external _LLVMGetSectionSize
00007ffa1820c350 (__TEXT,__text) external _LLVMGetSections
00007ffa18069fa0 (__TEXT,__text) external _LLVMGetStructElementTypes
00007ffa18069f50 (__TEXT,__text) external _LLVMGetStructName
00007ffa1806d0e0 (__TEXT,__text) external _LLVMGetSwitchDefaultDest
00007ffa1820c7b0 (__TEXT,__text) external _LLVMGetSymbolAddress
00007ffa1820c800 (__TEXT,__text) external _LLVMGetSymbolFileOffset
00007ffa1820c750 (__TEXT,__text) external _LLVMGetSymbolName
00007ffa1820c850 (__TEXT,__text) external _LLVMGetSymbolSize
00007ffa1820c440 (__TEXT,__text) external _LLVMGetSymbols
00007ffa180696a0 (__TEXT,__text) external _LLVMGetTarget
00007ffa18039ae0 (__TEXT,__text) external _LLVMGetTargetDescription
00007ffa18039910 (__TEXT,__text) external _LLVMGetTargetFromName
00007ffa180399c0 (__TEXT,__text) external _LLVMGetTargetFromTriple
00007ffa18039d40 (__TEXT,__text) external _LLVMGetTargetMachineCPU
00007ffa18039f20 (__TEXT,__text) external _LLVMGetTargetMachineData
00007ffa18039e30 (__TEXT,__text) external _LLVMGetTargetMachineFeatureString
00007ffa18039c40 (__TEXT,__text) external _LLVMGetTargetMachineTarget
00007ffa18039c50 (__TEXT,__text) external _LLVMGetTargetMachineTriple
00007ffa18039ad0 (__TEXT,__text) external _LLVMGetTargetName
00007ffa1806c060 (__TEXT,__text) external _LLVMGetThreadLocalMode
00007ffa1806a110 (__TEXT,__text) external _LLVMGetTypeByName
00007ffa180699d0 (__TEXT,__text) external _LLVMGetTypeContext
00007ffa18069970 (__TEXT,__text) external _LLVMGetTypeKind
00007ffa1806b080 (__TEXT,__text) external _LLVMGetUndef
00007ffa1806af70 (__TEXT,__text) external _LLVMGetUsedValue
00007ffa1806af60 (__TEXT,__text) external _LLVMGetUser
00007ffa1806a220 (__TEXT,__text) external _LLVMGetValueName
00007ffa1806a1a0 (__TEXT,__text) external _LLVMGetVectorSize
00007ffa1806bd30 (__TEXT,__text) external _LLVMGetVisibility
00007ffa1806f710 (__TEXT,__text) external _LLVMGetVolatile
00007ffa18069c30 (__TEXT,__text) external _LLVMHalfType
00007ffa18069bc0 (__TEXT,__text) external _LLVMHalfTypeInContext
00007ffa1806a320 (__TEXT,__text) external _LLVMHasMetadata
00007ffa17a060f0 (__TEXT,__text) external _LLVMInitializeARM64AsmParser
00007ffa179a7380 (__TEXT,__text) external _LLVMInitializeARM64AsmPrinter
00007ffa17997df0 (__TEXT,__text) external _LLVMInitializeARM64Disassembler
00007ffa17a03df0 (__TEXT,__text) external _LLVMInitializeARM64Target
00007ffa17a31370 (__TEXT,__text) external _LLVMInitializeARM64TargetInfo
00007ffa17a30170 (__TEXT,__text) external _LLVMInitializeARM64TargetMC
00007ffa1813c580 (__TEXT,__text) external _LLVMInitializeARMAsmParser
00007ffa17a7e4f0 (__TEXT,__text) external _LLVMInitializeARMAsmPrinter
00007ffa17a454a0 (__TEXT,__text) external _LLVMInitializeARMDisassembler
00007ffa17b20030 (__TEXT,__text) external _LLVMInitializeARMTarget
00007ffa181981c0 (__TEXT,__text) external _LLVMInitializeARMTargetInfo
00007ffa18195c40 (__TEXT,__text) external _LLVMInitializeARMTargetMC
00007ffa17f70a50 (__TEXT,__text) external _LLVMInitializeAnalysis
00007ffa17cb17c0 (__TEXT,__text) external _LLVMInitializeCodeGen
00007ffa18069380 (__TEXT,__text) external _LLVMInitializeCore
00007ffa18070960 (__TEXT,__text) external _LLVMInitializeFunctionPassManager
00007ffa17f5da00 (__TEXT,__text) external _LLVMInitializeIPA
00007ffa1781a320 (__TEXT,__text) external _LLVMInitializeIPO
00007ffa17e91970 (__TEXT,__text) external _LLVMInitializeInstCombine
00007ffa177cf840 (__TEXT,__text) external _LLVMInitializeInstrumentation
00007ffa178b4c50 (__TEXT,__text) external _LLVMInitializeMCJITCompilerOptions
00007ffa17779a50 (__TEXT,__text) external _LLVMInitializeObjCARCOpts
00007ffa17e7cb70 (__TEXT,__text) external _LLVMInitializeScalarOpts
00007ffa180367f0 (__TEXT,__text) external _LLVMInitializeTarget
00007ffa17f532b0 (__TEXT,__text) external _LLVMInitializeTransformUtils
00007ffa1783b4b0 (__TEXT,__text) external _LLVMInitializeVectorization
00007ffa178bd300 (__TEXT,__text) external _LLVMInitializeX86AsmParser
00007ffa178ce0d0 (__TEXT,__text) external _LLVMInitializeX86AsmPrinter
00007ffa178b7080 (__TEXT,__text) external _LLVMInitializeX86Disassembler
00007ffa1797ed80 (__TEXT,__text) external _LLVMInitializeX86Target
00007ffa1798df20 (__TEXT,__text) external _LLVMInitializeX86TargetInfo
00007ffa17985a10 (__TEXT,__text) external _LLVMInitializeX86TargetMC
00007ffa1806cc20 (__TEXT,__text) external _LLVMInsertBasicBlock
00007ffa1806cbb0 (__TEXT,__text) external _LLVMInsertBasicBlockInContext
00007ffa1806d360 (__TEXT,__text) external _LLVMInsertIntoBuilder
00007ffa1806d3e0 (__TEXT,__text) external _LLVMInsertIntoBuilderWithName
00007ffa182446a0 (__TEXT,__text) external _LLVMInstallFatalErrorHandler
00007ffa1806cd60 (__TEXT,__text) external _LLVMInstructionEraseFromParent
00007ffa18069b30 (__TEXT,__text) external _LLVMInt16Type
00007ffa18069ab0 (__TEXT,__text) external _LLVMInt16TypeInContext
00007ffa18069af0 (__TEXT,__text) external _LLVMInt1Type
00007ffa18069a90 (__TEXT,__text) external _LLVMInt1TypeInContext
00007ffa18069b50 (__TEXT,__text) external _LLVMInt32Type
00007ffa18069ac0 (__TEXT,__text) external _LLVMInt32TypeInContext
00007ffa18069b70 (__TEXT,__text) external _LLVMInt64Type
00007ffa18069ad0 (__TEXT,__text) external _LLVMInt64TypeInContext
00007ffa18069b10 (__TEXT,__text) external _LLVMInt8Type
00007ffa18069aa0 (__TEXT,__text) external _LLVMInt8TypeInContext
00007ffa18036b40 (__TEXT,__text) external _LLVMIntPtrType
00007ffa18036b70 (__TEXT,__text) external _LLVMIntPtrTypeForAS
00007ffa18036bc0 (__TEXT,__text) external _LLVMIntPtrTypeForASInContext
00007ffa18036ba0 (__TEXT,__text) external _LLVMIntPtrTypeInContext
00007ffa18069b90 (__TEXT,__text) external _LLVMIntType
00007ffa18069ae0 (__TEXT,__text) external _LLVMIntTypeInContext
00007ffa1806ad40 (__TEXT,__text) external _LLVMIsAAddrSpaceCastInst
00007ffa1806acf0 (__TEXT,__text) external _LLVMIsAAllocaInst
00007ffa1806a370 (__TEXT,__text) external _LLVMIsAArgument
00007ffa1806a390 (__TEXT,__text) external _LLVMIsABasicBlock
00007ffa1806a6a0 (__TEXT,__text) external _LLVMIsABinaryOperator
00007ffa1806ad60 (__TEXT,__text) external _LLVMIsABitCastInst
00007ffa1806a460 (__TEXT,__text) external _LLVMIsABlockAddress
00007ffa1806abd0 (__TEXT,__text) external _LLVMIsABranchInst
00007ffa1806a6d0 (__TEXT,__text) external _LLVMIsACallInst
00007ffa1806ad10 (__TEXT,__text) external _LLVMIsACastInst
00007ffa1806aa10 (__TEXT,__text) external _LLVMIsACmpInst
00007ffa1806a440 (__TEXT,__text) external _LLVMIsAConstant
00007ffa1806a480 (__TEXT,__text) external _LLVMIsAConstantAggregateZero
00007ffa1806a4a0 (__TEXT,__text) external _LLVMIsAConstantArray
00007ffa1806a4e0 (__TEXT,__text) external _LLVMIsAConstantDataArray
00007ffa1806a4c0 (__TEXT,__text) external _LLVMIsAConstantDataSequential
00007ffa1806a500 (__TEXT,__text) external _LLVMIsAConstantDataVector
00007ffa1806a520 (__TEXT,__text) external _LLVMIsAConstantExpr
00007ffa1806a540 (__TEXT,__text) external _LLVMIsAConstantFP
00007ffa1806a560 (__TEXT,__text) external _LLVMIsAConstantInt
00007ffa1806a580 (__TEXT,__text) external _LLVMIsAConstantPointerNull
00007ffa1806a5a0 (__TEXT,__text) external _LLVMIsAConstantStruct
00007ffa1806a5c0 (__TEXT,__text) external _LLVMIsAConstantVector
00007ffa1806a7d0 (__TEXT,__text) external _LLVMIsADbgDeclareInst
00007ffa1806a750 (__TEXT,__text) external _LLVMIsADbgInfoIntrinsic
00007ffa1806aa80 (__TEXT,__text) external _LLVMIsAExtractElementInst
00007ffa1806aee0 (__TEXT,__text) external _LLVMIsAExtractValueInst
00007ffa1806aa40 (__TEXT,__text) external _LLVMIsAFCmpInst
00007ffa1806ad80 (__TEXT,__text) external _LLVMIsAFPExtInst
00007ffa1806ada0 (__TEXT,__text) external _LLVMIsAFPToSIInst
00007ffa1806adc0 (__TEXT,__text) external _LLVMIsAFPToUIInst
00007ffa1806ade0 (__TEXT,__text) external _LLVMIsAFPTruncInst
00007ffa1806a600 (__TEXT,__text) external _LLVMIsAFunction
00007ffa1806aaa0 (__TEXT,__text) external _LLVMIsAGetElementPtrInst
00007ffa1806a620 (__TEXT,__text) external _LLVMIsAGlobalAlias
00007ffa1806a5e0 (__TEXT,__text) external _LLVMIsAGlobalValue
00007ffa1806a640 (__TEXT,__text) external _LLVMIsAGlobalVariable
00007ffa1806aa60 (__TEXT,__text) external _LLVMIsAICmpInst
00007ffa1806abf0 (__TEXT,__text) external _LLVMIsAIndirectBrInst
00007ffa1806a3b0 (__TEXT,__text) external _LLVMIsAInlineAsm
00007ffa1806aac0 (__TEXT,__text) external _LLVMIsAInsertElementInst
00007ffa1806aae0 (__TEXT,__text) external _LLVMIsAInsertValueInst
00007ffa1806a680 (__TEXT,__text) external _LLVMIsAInstruction
00007ffa1806ae00 (__TEXT,__text) external _LLVMIsAIntToPtrInst
00007ffa1806a6f0 (__TEXT,__text) external _LLVMIsAIntrinsicInst
00007ffa1806ac10 (__TEXT,__text) external _LLVMIsAInvokeInst
00007ffa1806ab00 (__TEXT,__text) external _LLVMIsALandingPadInst
00007ffa1806af00 (__TEXT,__text) external _LLVMIsALoadInst
00007ffa1806a3d0 (__TEXT,__text) external _LLVMIsAMDNode
00007ffa1806a3f0 (__TEXT,__text) external _LLVMIsAMDString
00007ffa1806a8c0 (__TEXT,__text) external _LLVMIsAMemCpyInst
00007ffa1806a840 (__TEXT,__text) external _LLVMIsAMemIntrinsic
00007ffa1806a930 (__TEXT,__text) external _LLVMIsAMemMoveInst
00007ffa1806a9a0 (__TEXT,__text) external _LLVMIsAMemSetInst
00007ffa1806ab20 (__TEXT,__text) external _LLVMIsAPHINode
00007ffa1806ae20 (__TEXT,__text) external _LLVMIsAPtrToIntInst
00007ffa1806ac90 (__TEXT,__text) external _LLVMIsAResumeInst
00007ffa1806ac30 (__TEXT,__text) external _LLVMIsAReturnInst
00007ffa1806ae40 (__TEXT,__text) external _LLVMIsASExtInst
00007ffa1806ae60 (__TEXT,__text) external _LLVMIsASIToFPInst
00007ffa1806ab40 (__TEXT,__text) external _LLVMIsASelectInst
00007ffa1806ab60 (__TEXT,__text) external _LLVMIsAShuffleVectorInst
00007ffa1806ab80 (__TEXT,__text) external _LLVMIsAStoreInst
00007ffa1806ac50 (__TEXT,__text) external _LLVMIsASwitchInst
00007ffa1806aba0 (__TEXT,__text) external _LLVMIsATerminatorInst
00007ffa1806ae80 (__TEXT,__text) external _LLVMIsATruncInst
00007ffa1806aea0 (__TEXT,__text) external _LLVMIsAUIToFPInst
00007ffa1806acb0 (__TEXT,__text) external _LLVMIsAUnaryInstruction
00007ffa1806a660 (__TEXT,__text) external _LLVMIsAUndefValue
00007ffa1806ac70 (__TEXT,__text) external _LLVMIsAUnreachableInst
00007ffa1806a410 (__TEXT,__text) external _LLVMIsAUser
00007ffa1806af20 (__TEXT,__text) external _LLVMIsAVAArgInst
00007ffa1806aec0 (__TEXT,__text) external _LLVMIsAZExtInst
00007ffa1806b090 (__TEXT,__text) external _LLVMIsConstant
00007ffa1806bb10 (__TEXT,__text) external _LLVMIsDeclaration
00007ffa1806c0d0 (__TEXT,__text) external _LLVMIsExternallyInitialized
00007ffa18069d30 (__TEXT,__text) external _LLVMIsFunctionVarArg
00007ffa1806c030 (__TEXT,__text) external _LLVMIsGlobalConstant
00007ffa180709d0 (__TEXT,__text) external _LLVMIsMultithreaded
00007ffa1806b0b0 (__TEXT,__text) external _LLVMIsNull
00007ffa1806a100 (__TEXT,__text) external _LLVMIsOpaqueStruct
00007ffa1806a0f0 (__TEXT,__text) external _LLVMIsPackedStruct
00007ffa1820c700 (__TEXT,__text) external _LLVMIsRelocationIteratorAtEnd
00007ffa1820c3a0 (__TEXT,__text) external _LLVMIsSectionIteratorAtEnd
00007ffa1820c490 (__TEXT,__text) external _LLVMIsSymbolIteratorAtEnd
00007ffa1806d0a0 (__TEXT,__text) external _LLVMIsTailCall
00007ffa1806c000 (__TEXT,__text) external _LLVMIsThreadLocal
00007ffa1806b0d0 (__TEXT,__text) external _LLVMIsUndef
00007ffa1806a1f0 (__TEXT,__text) external _LLVMLabelType
00007ffa1806a1c0 (__TEXT,__text) external _LLVMLabelTypeInContext
00007ffa1789f9a0 (__TEXT,__text) external _LLVMLinkInJIT
00007ffa1787e2f0 (__TEXT,__text) external _LLVMLinkInMCJIT
00007ffa177f8c20 (__TEXT,__text) external _LLVMLinkModules
00007ffa1827e100 (__TEXT,__text) external _LLVMLoadLibraryPermanently
00007ffa1806b140 (__TEXT,__text) external _LLVMMDNode
00007ffa1806b130 (__TEXT,__text) external _LLVMMDNodeInContext
00007ffa1806b100 (__TEXT,__text) external _LLVMMDString
00007ffa1806b0f0 (__TEXT,__text) external _LLVMMDStringInContext
00007ffa180694b0 (__TEXT,__text) external _LLVMModuleCreateWithName
00007ffa18069500 (__TEXT,__text) external _LLVMModuleCreateWithNameInContext
00007ffa1806ccc0 (__TEXT,__text) external _LLVMMoveBasicBlockAfter
00007ffa1806ccb0 (__TEXT,__text) external _LLVMMoveBasicBlockBefore
00007ffa1820c3f0 (__TEXT,__text) external _LLVMMoveToContainingSection
00007ffa1820c730 (__TEXT,__text) external _LLVMMoveToNextRelocation
00007ffa1820c3d0 (__TEXT,__text) external _LLVMMoveToNextSection
00007ffa1820c4c0 (__TEXT,__text) external _LLVMMoveToNextSymbol
00007ffa18036cc0 (__TEXT,__text) external _LLVMOffsetOfElement
00007ffa18069cd0 (__TEXT,__text) external _LLVMPPCFP128Type
00007ffa18069c10 (__TEXT,__text) external _LLVMPPCFP128TypeInContext
00007ffa178665e0 (__TEXT,__text) external _LLVMParseBitcode
00007ffa17866620 (__TEXT,__text) external _LLVMParseBitcodeInContext
00007ffa17793040 (__TEXT,__text) external _LLVMParseIRInContext
00007ffa178275f0 (__TEXT,__text) external _LLVMPassManagerBuilderCreate
00007ffa17827650 (__TEXT,__text) external _LLVMPassManagerBuilderDispose
00007ffa17827710 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateFunctionPassManager
00007ffa17827730 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateLTOPassManager
00007ffa17827720 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateModulePassManager
00007ffa178276e0 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableSimplifyLibCalls
00007ffa178276c0 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnitAtATime
00007ffa178276d0 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnrollLoops
00007ffa178276a0 (__TEXT,__text) external _LLVMPassManagerBuilderSetOptLevel
00007ffa178276b0 (__TEXT,__text) external _LLVMPassManagerBuilderSetSizeLevel
00007ffa178276f0 (__TEXT,__text) external _LLVMPassManagerBuilderUseInlinerWithThreshold
00007ffa180369b0 (__TEXT,__text) external _LLVMPointerSize
00007ffa18036a70 (__TEXT,__text) external _LLVMPointerSizeForAS
00007ffa1806a150 (__TEXT,__text) external _LLVMPointerType
00007ffa1806d2f0 (__TEXT,__text) external _LLVMPositionBuilder
00007ffa1806d330 (__TEXT,__text) external _LLVMPositionBuilderAtEnd
00007ffa1806d310 (__TEXT,__text) external _LLVMPositionBuilderBefore
00007ffa18036c90 (__TEXT,__text) external _LLVMPreferredAlignmentOfGlobal
00007ffa18036c80 (__TEXT,__text) external _LLVMPreferredAlignmentOfType
00007ffa180697d0 (__TEXT,__text) external _LLVMPrintModuleToFile
00007ffa18069890 (__TEXT,__text) external _LLVMPrintModuleToString
00007ffa180699f0 (__TEXT,__text) external _LLVMPrintTypeToString
00007ffa1806a270 (__TEXT,__text) external _LLVMPrintValueToString
00007ffa178b5650 (__TEXT,__text) external _LLVMRecompileAndRelinkFunction
00007ffa1806c840 (__TEXT,__text) external _LLVMRemoveAttribute
00007ffa1806cca0 (__TEXT,__text) external _LLVMRemoveBasicBlockFromParent
00007ffa1806c490 (__TEXT,__text) external _LLVMRemoveFunctionAttr
00007ffa1806cf20 (__TEXT,__text) external _LLVMRemoveInstrAttribute
00007ffa178b55e0 (__TEXT,__text) external _LLVMRemoveModule
00007ffa178b5600 (__TEXT,__text) external _LLVMRemoveModuleProvider
00007ffa1806a310 (__TEXT,__text) external _LLVMReplaceAllUsesWith
00007ffa182446e0 (__TEXT,__text) external _LLVMResetFatalErrorHandler
00007ffa178b5330 (__TEXT,__text) external _LLVMRunFunction
00007ffa178b5070 (__TEXT,__text) external _LLVMRunFunctionAsMain
00007ffa18070970 (__TEXT,__text) external _LLVMRunFunctionPassManager
00007ffa18070950 (__TEXT,__text) external _LLVMRunPassManager
00007ffa178b5040 (__TEXT,__text) external _LLVMRunStaticConstructors
00007ffa178b5050 (__TEXT,__text) external _LLVMRunStaticDestructors
00007ffa1806bdb0 (__TEXT,__text) external _LLVMSetAlignment
00007ffa1806dcc0 (__TEXT,__text) external _LLVMSetCleanup
00007ffa1806d4a0 (__TEXT,__text) external _LLVMSetCurrentDebugLocation
00007ffa180695b0 (__TEXT,__text) external _LLVMSetDataLayout
00007ffa1806c0e0 (__TEXT,__text) external _LLVMSetExternallyInitialized
00007ffa1806c2c0 (__TEXT,__text) external _LLVMSetFunctionCallConv
00007ffa1806c310 (__TEXT,__text) external _LLVMSetGC
00007ffa1806c040 (__TEXT,__text) external _LLVMSetGlobalConstant
00007ffa1806bff0 (__TEXT,__text) external _LLVMSetInitializer
00007ffa1806d4f0 (__TEXT,__text) external _LLVMSetInstDebugLocation
00007ffa1806cfe0 (__TEXT,__text) external _LLVMSetInstrParamAlignment
00007ffa1806ce20 (__TEXT,__text) external _LLVMSetInstructionCallConv
00007ffa1806bb40 (__TEXT,__text) external _LLVMSetLinkage
00007ffa1806a360 (__TEXT,__text) external _LLVMSetMetadata
00007ffa18069930 (__TEXT,__text) external _LLVMSetModuleInlineAsm
00007ffa1806afb0 (__TEXT,__text) external _LLVMSetOperand
00007ffa1806c900 (__TEXT,__text) external _LLVMSetParamAlignment
00007ffa1806bc50 (__TEXT,__text) external _LLVMSetSection
00007ffa1806d0b0 (__TEXT,__text) external _LLVMSetTailCall
00007ffa180696d0 (__TEXT,__text) external _LLVMSetTarget
00007ffa18039f30 (__TEXT,__text) external _LLVMSetTargetMachineAsmVerbosity
00007ffa1806c010 (__TEXT,__text) external _LLVMSetThreadLocal
00007ffa1806c070 (__TEXT,__text) external _LLVMSetThreadLocalMode
00007ffa1806a230 (__TEXT,__text) external _LLVMSetValueName
00007ffa1806bd40 (__TEXT,__text) external _LLVMSetVisibility
00007ffa1806f720 (__TEXT,__text) external _LLVMSetVolatile
00007ffa180693c0 (__TEXT,__text) external _LLVMShutdown
00007ffa1806b610 (__TEXT,__text) external _LLVMSizeOf
00007ffa18036be0 (__TEXT,__text) external _LLVMSizeOfTypeInBits
00007ffa180709b0 (__TEXT,__text) external _LLVMStartMultithreaded
00007ffa180709c0 (__TEXT,__text) external _LLVMStopMultithreaded
00007ffa18036bf0 (__TEXT,__text) external _LLVMStoreSizeOfType
00007ffa18069f20 (__TEXT,__text) external _LLVMStructCreateNamed
00007ffa18069f70 (__TEXT,__text) external _LLVMStructSetBody
00007ffa18069ee0 (__TEXT,__text) external _LLVMStructType
00007ffa18069ec0 (__TEXT,__text) external _LLVMStructTypeInContext
00007ffa18039b10 (__TEXT,__text) external _LLVMTargetHasAsmBackend
