00007ffb198f3c15 (__TEXT,__text) non-external DKeyHas4Words
00007ffb198e80f8 (__TEXT,__text) non-external (was a private external) _cczp_mod_default_ws
00007ffb198e810b (__TEXT,__text) non-external (was a private external) _cczp_mod_ws
00007ffb198e805c (__TEXT,__text) non-external (was a private external) _cczp_modn
00007ffb198e7ee0 (__TEXT,__text) non-external (was a private external) _cczp_modn_ws
00007ffb40a21840 (__DATA_CONST,__const) non-external (was a private external) _cczp_montgomery_funcs
00007ffb198e886e (__TEXT,__text) external _cczp_mul
00007ffb198e87ed (__TEXT,__text) non-external (was a private external) _cczp_mul_default_ws
00007ffb198e8860 (__TEXT,__text) non-external (was a private external) _cczp_mul_ws
00007ffb198b323f (__TEXT,__text) non-external (was a private external) _cczp_negate
00007ffb198b3228 (__TEXT,__text) non-external (was a private external) _cczp_negate_ws
00007ffb40a20af0 (__DATA_CONST,__const) non-external _cczp_p192_funcs
00007ffb40a20c48 (__DATA_CONST,__const) non-external _cczp_p224_funcs
00007ffb40a20da0 (__DATA_CONST,__const) non-external _cczp_p256_funcs_c
00007ffb40a20f68 (__DATA_CONST,__const) non-external _cczp_p384_funcs_c
00007ffb40a211d8 (__DATA_CONST,__const) non-external _cczp_p521_funcs
00007ffb198c5338 (__TEXT,__text) non-external (was a private external) _cczp_power_blinded_ws
00007ffb198c82c5 (__TEXT,__text) non-external (was a private external) _cczp_power_fast_ws
00007ffb198c5938 (__TEXT,__text) non-external (was a private external) _cczp_power_ws
00007ffb198e8b4d (__TEXT,__text) non-external (was a private external) _cczp_sqr_default_ws
00007ffb198e8bbc (__TEXT,__text) non-external (was a private external) _cczp_sqr_ws
00007ffb198c4451 (__TEXT,__text) non-external (was a private external) _cczp_sqrt
00007ffb198c4238 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_default_ws
00007ffb198c3f83 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_tonelli_shanks_precomp_ws
00007ffb198c4442 (__TEXT,__text) non-external (was a private external) _cczp_sqrt_ws
00007ffb198e8c19 (__TEXT,__text) external _cczp_sub
00007ffb198e8bcb (__TEXT,__text) non-external (was a private external) _cczp_sub_ws
00007ffb198b2c39 (__TEXT,__text) non-external (was a private external) _cczp_to_default_ws
00007ffb198b2c4c (__TEXT,__text) non-external (was a private external) _cczp_to_ws
00007ffb43268150 (__DATA,__bss) non-external _cfb8_aes_decrypt
00007ffb43268178 (__DATA,__bss) non-external _cfb8_aes_encrypt
00007ffb43268500 (__DATA,__bss) non-external _cfb8_blowfish_decrypt
00007ffb432684d8 (__DATA,__bss) non-external _cfb8_blowfish_encrypt
00007ffb43268698 (__DATA,__bss) non-external _cfb8_cast_decrypt
00007ffb43268670 (__DATA,__bss) non-external _cfb8_cast_encrypt
00007ffb43268938 (__DATA,__bss) non-external _cfb8_des3_decrypt
00007ffb43268910 (__DATA,__bss) non-external _cfb8_des3_encrypt
00007ffb432687e8 (__DATA,__bss) non-external _cfb8_des_decrypt
00007ffb432687c0 (__DATA,__bss) non-external _cfb8_des_encrypt
00007ffb43268b28 (__DATA,__bss) non-external _cfb8_rc2_decrypt
00007ffb43268b00 (__DATA,__bss) non-external _cfb8_rc2_encrypt
00007ffb432684b0 (__DATA,__bss) non-external _cfb_blowfish_decrypt
00007ffb43268488 (__DATA,__bss) non-external _cfb_blowfish_encrypt
00007ffb43268648 (__DATA,__bss) non-external _cfb_cast_decrypt
00007ffb43268620 (__DATA,__bss) non-external _cfb_cast_encrypt
00007ffb432681a0 (__DATA,__bss) non-external _cfb_decrypt
00007ffb432688e8 (__DATA,__bss) non-external _cfb_des3_decrypt
00007ffb432688c0 (__DATA,__bss) non-external _cfb_des3_encrypt
00007ffb43268798 (__DATA,__bss) non-external _cfb_des_decrypt
00007ffb43268770 (__DATA,__bss) non-external _cfb_des_encrypt
00007ffb432681c8 (__DATA,__bss) non-external _cfb_encrypt
00007ffb43268ad8 (__DATA,__bss) non-external _cfb_rc2_decrypt
00007ffb43268ab0 (__DATA,__bss) non-external _cfb_rc2_encrypt
00007ffb198f9430 (__TEXT,__const) non-external _ciphertext_data
00007ffb198f9d42 (__TEXT,__const) non-external _ciphertext_data
00007ffb198e14af (__TEXT,__text) non-external _clear_cofactor_nop
00007ffb198cb59c (__TEXT,__text) non-external (was a private external) _crypto_verify_32
00007ffb198ae7b9 (__TEXT,__text) external _csss_shamir_share_bag_can_recover_secret
00007ffb43268528 (__DATA,__bss) non-external _ctr_blowfish
00007ffb432686c0 (__DATA,__bss) non-external _ctr_cast
00007ffb432681f0 (__DATA,__bss) non-external _ctr_crypt
00007ffb43268810 (__DATA,__bss) non-external _ctr_des
00007ffb43268960 (__DATA,__bss) non-external _ctr_des3
00007ffb43268b50 (__DATA,__bss) non-external _ctr_rc2
00007ffb198f9250 (__TEXT,__const) non-external _curve25519_A
00007ffb19907120 (__TEXT,__const) non-external (was a private external) _d
00007ffb19907560 (__TEXT,__const) non-external _d2
00007ffb198e8f1f (__TEXT,__text) non-external (was a private external) _desfunc
00007ffb198e9140 (__TEXT,__text) non-external (was a private external) _desfunc3
00007ffb198e8ccd (__TEXT,__text) non-external (was a private external) _deskey
00007ffb198b6f3b (__TEXT,__text) non-external _df
00007ffb19902be0 (__TEXT,__const) non-external _df_bcc_final.endmark
00007ffb198b7488 (__TEXT,__text) non-external _df_bcc_update
00007ffb198b6e29 (__TEXT,__text) non-external _df_initialize
00007ffb198b6ad7 (__TEXT,__text) non-external _done
00007ffb198d3c98 (__TEXT,__text) non-external _done
00007ffb198b72b8 (__TEXT,__text) non-external _drbg_update
00007ffb198d705e (__TEXT,__text) non-external _eay_RC4
00007ffb198d6f4a (__TEXT,__text) non-external _eay_RC4_set_key
00007ffb198d1f26 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198d23d6 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198d2c87 (__TEXT,__text) non-external _ecb_from_cbc
00007ffb198f125c (__TEXT,__text) non-external _ecb_wrapper_aesni
00007ffb198f35df (__TEXT,__text) non-external _ecb_wrapper_aesni
00007ffb198f11ab (__TEXT,__text) non-external _ecb_wrapper_opt
00007ffb198f352e (__TEXT,__text) non-external _ecb_wrapper_opt
00007ffb198ebffd (__TEXT,__text) non-external _ecfips_test_generate
00007ffb198e14b7 (__TEXT,__text) non-external _encode_to_curve_ro
00007ffb19902cd0 (__TEXT,__const) non-external _f_2_2_11_t
00007ffb198ba14e (__TEXT,__text) non-external (was a private external) _fcontract
00007ffb198b98cd (__TEXT,__text) non-external (was a private external) _fdiff
00007ffb198ca38a (__TEXT,__text) non-external (was a private external) _fe_0
00007ffb198ca3a2 (__TEXT,__text) non-external (was a private external) _fe_1
00007ffb198ca3c0 (__TEXT,__text) non-external (was a private external) _fe_add
00007ffb198ca3fb (__TEXT,__text) non-external (was a private external) _fe_cmov
00007ffb198ca415 (__TEXT,__text) non-external (was a private external) _fe_copy
00007ffb198cb5fc (__TEXT,__text) non-external (was a private external) _fe_frombytes
00007ffb198ca431 (__TEXT,__text) non-external (was a private external) _fe_invert
00007ffb198cb2dd (__TEXT,__text) non-external (was a private external) _fe_isnegative
00007ffb198cb54b (__TEXT,__text) non-external (was a private external) _fe_isnonzero
00007ffb198cab11 (__TEXT,__text) non-external (was a private external) _fe_mul
00007ffb198cb85f (__TEXT,__text) non-external (was a private external) _fe_neg
00007ffb198cb897 (__TEXT,__text) non-external (was a private external) _fe_pow22523
00007ffb198ca6b3 (__TEXT,__text) non-external (was a private external) _fe_sq
00007ffb198cbaf5 (__TEXT,__text) non-external (was a private external) _fe_sq2
00007ffb198cbfb5 (__TEXT,__text) non-external (was a private external) _fe_sub
00007ffb198cb325 (__TEXT,__text) non-external (was a private external) _fe_tobytes
00007ffb198b9fea (__TEXT,__text) non-external (was a private external) _fexpand
00007ffb1989cbaa (__TEXT,__text) non-external (was a private external) _fips_allowed
00007ffb1989c954 (__TEXT,__text) non-external (was a private external) _fips_allowed_mode_
00007ffb1989bc70 (__TEXT,__text) non-external (was a private external) _fipspost_get_hmac
00007ffb19899440 (__TEXT,__text) external _fipspost_post
00007ffb1989a7ce (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_cbc
00007ffb1989da7f (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_ccm
00007ffb19898b40 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_cmac
00007ffb1989c7d4 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_ecb
00007ffb1989a9de (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_gcm
00007ffb1989d8d0 (__TEXT,__text) non-external (was a private external) _fipspost_post_aes_xts
00007ffb1989e6d0 (__TEXT,__text) non-external (was a private external) _fipspost_post_drbg_ctr
00007ffb43267f50 (__DATA,__bss) non-external _fipspost_post_drbg_ctr.info
00007ffb19898820 (__TEXT,__text) non-external (was a private external) _fipspost_post_drbg_hmac
00007ffb43267f20 (__DATA,__bss) non-external _fipspost_post_drbg_hmac.info
00007ffb1989c040 (__TEXT,__text) non-external (was a private external) _fipspost_post_ecdh
00007ffb19898ee0 (__TEXT,__text) non-external (was a private external) _fipspost_post_ecdsa
00007ffb1989903f (__TEXT,__text) non-external _fipspost_post_ecdsa_sign
00007ffb198992ac (__TEXT,__text) non-external _fipspost_post_ecdsa_verify
00007ffb1989e920 (__TEXT,__text) non-external (was a private external) _fipspost_post_ffdh
00007ffb1989df3b (__TEXT,__text) non-external (was a private external) _fipspost_post_hkdf
00007ffb1989c52b (__TEXT,__text) non-external (was a private external) _fipspost_post_hmac
00007ffb19897700 (__TEXT,__text) non-external (was a private external) _fipspost_post_indicator
00007ffb1989c3e1 (__TEXT,__text) non-external (was a private external) _fipspost_post_integrity
00007ffb1989a572 (__TEXT,__text) non-external (was a private external) _fipspost_post_kdf_ctr
00007ffb1989b9a0 (__TEXT,__text) non-external (was a private external) _fipspost_post_pbkdf
00007ffb1989eb80 (__TEXT,__text) non-external (was a private external) _fipspost_post_rsa_enc_dec
00007ffb1989ec61 (__TEXT,__text) non-external _fipspost_post_rsa_oaep_consistency
00007ffb1989edd7 (__TEXT,__text) non-external _fipspost_post_rsa_oaep_decrypt
00007ffb1989d0e0 (__TEXT,__text) non-external (was a private external) _fipspost_post_rsa_sig
00007ffb1989d100 (__TEXT,__text) non-external _fipspost_post_rsa_sign
00007ffb198f9560 (__TEXT,__const) non-external _fipspost_post_rsa_test_key
00007ffb1989d286 (__TEXT,__text) non-external _fipspost_post_rsa_verify
00007ffb1989e393 (__TEXT,__text) non-external (was a private external) _fipspost_post_tdes_ecb
00007ffb19916370 (__TEXT,__fips_hmacs) non-external (was a private external) _fipspost_precalc_hmac
00007ffb43268c80 (__DATA,__common) external _fipspost_trace_vtable
00007ffb198b99dd (__TEXT,__text) non-external (was a private external) _fmul
00007ffb198b9929 (__TEXT,__text) non-external (was a private external) _fmul_121666
                 (undefined) external _fprintf (from libsystem_c)
                 (undefined) external _fputc (from libsystem_c)
00007ffb198e614d (__TEXT,__text) non-external (was a private external) _frandom
                 (undefined) external _free (from libsystem_malloc)
00007ffb198b9db4 (__TEXT,__text) non-external (was a private external) _fsquare_times
00007ffb198b988e (__TEXT,__text) non-external (was a private external) _fsum
                 (undefined) external _fwrite (from libsystem_c)
00007ffb43265828 (__DATA,__data) non-external _g_ccrng_cryptographic_state
00007ffb43268be0 (__DATA,__bss) non-external _g_ccrng_drbg_custom
00007ffb43268bf8 (__DATA,__bss) non-external _g_ccrng_drbg_info
00007ffb43268c28 (__DATA,__bss) non-external _g_ccrng_generator
00007ffb432682e0 (__DATA,__bss) non-external _gcm_decrypt
00007ffb43268330 (__DATA,__bss) non-external _gcm_encrypt
00007ffb198cbff0 (__TEXT,__text) non-external (was a private external) _ge_add
00007ffb198cfd59 (__TEXT,__text) non-external _ge_cmov
00007ffb1989b854 (__TEXT,__text) non-external _ge_cmov_cached
00007ffb198cc0f9 (__TEXT,__text) non-external (was a private external) _ge_double_scalarmult_vartime
00007ffb1989ad92 (__TEXT,__text) non-external (was a private external) _ge_from_uniform
00007ffb198ccc22 (__TEXT,__text) non-external (was a private external) _ge_frombytes_negate_vartime
00007ffb1989abbf (__TEXT,__text) non-external (was a private external) _ge_frombytes_vartime
00007ffb1989b7c8 (__TEXT,__text) non-external (was a private external) _ge_has_small_order
00007ffb198f9170 (__TEXT,__const) non-external _ge_has_small_order.small_order_blocklist
00007ffb198ccadd (__TEXT,__text) non-external _ge_madd
00007ffb198ccbd6 (__TEXT,__text) non-external (was a private external) _ge_p1p1_to_p2
00007ffb198cc8a1 (__TEXT,__text) non-external (was a private external) _ge_p1p1_to_p3
00007ffb198cc907 (__TEXT,__text) non-external (was a private external) _ge_p2_dbl
00007ffb198cd000 (__TEXT,__text) non-external (was a private external) _ge_p3_0
00007ffb198cc86a (__TEXT,__text) non-external (was a private external) _ge_p3_dbl
00007ffb198cc7fe (__TEXT,__text) non-external (was a private external) _ge_p3_to_cached
00007ffb198ccf04 (__TEXT,__text) non-external (was a private external) _ge_p3_to_p2
00007ffb198ccf50 (__TEXT,__text) non-external (was a private external) _ge_p3_tobytes
00007ffb1989b235 (__TEXT,__text) non-external (was a private external) _ge_scalarmult
00007ffb198cd04f (__TEXT,__text) non-external (was a private external) _ge_scalarmult_base
00007ffb198cd0a2 (__TEXT,__text) non-external _ge_scalarmult_base_internal
00007ffb198cd283 (__TEXT,__text) non-external (was a private external) _ge_scalarmult_base_masked
00007ffb1989b757 (__TEXT,__text) non-external (was a private external) _ge_scalarmult_cofactor
00007ffb198cfb72 (__TEXT,__text) non-external _ge_select
00007ffb1989b5c9 (__TEXT,__text) non-external _ge_select_cached
00007ffb198cc72c (__TEXT,__text) non-external _ge_slide
00007ffb198cc9d4 (__TEXT,__text) non-external (was a private external) _ge_sub
00007ffb198cd353 (__TEXT,__text) non-external (was a private external) _ge_tobytes
00007ffb198b4f45 (__TEXT,__text) non-external _generate
00007ffb198b673b (__TEXT,__text) non-external _generate
00007ffb198d3a90 (__TEXT,__text) non-external _generate
00007ffb198a0331 (__TEXT,__text) non-external _generate_keyseed
00007ffb198eb117 (__TEXT,__text) non-external _get_two_blocks_entropy
                 (undefined) external _getentropy (from libsystem_kernel)
00007ffb198e123b (__TEXT,__text) non-external _hash_to_base
00007ffb198e169b (__TEXT,__text) non-external _hash_to_base_sae
00007ffb198bf899 (__TEXT,__text) non-external (was a private external) _inc_uint
00007ffb198b6713 (__TEXT,__text) non-external _init
00007ffb198d39bf (__TEXT,__text) non-external _init
00007ffb198f085d (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f09b0 (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f1207 (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f358a (__TEXT,__text) non-external _init_wrapper_aesni
00007ffb198f07a0 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f091a (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f1156 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f34d9 (__TEXT,__text) non-external _init_wrapper_opt
00007ffb198f93f0 (__TEXT,__const) non-external _invalid_key
00007ffb198f9d20 (__TEXT,__const) non-external _invalid_key
00007ffb19902b40 (__TEXT,__const) non-external _kCurve25519BasePoint
00007ffb1990f560 (__TEXT,__const) non-external (was a private external) _kCurve25519Order
00007ffb19914320 (__TEXT,__const) non-external _kZero64
00007ffb198f0acc (__TEXT,__text) non-external _key_sched_wrapper_aesni
00007ffb198f1903 (__TEXT,__text) non-external _key_sched_wrapper_aesni
00007ffb198f0a47 (__TEXT,__text) non-external _key_sched_wrapper_opt
00007ffb198f187e (__TEXT,__text) non-external _key_sched_wrapper_opt
00007ffb198b292f (__TEXT,__text) non-external _ltc_des3_ecb_decrypt
00007ffb198b2ba3 (__TEXT,__text) non-external _ltc_des3_ecb_encrypt
00007ffb198b3378 (__TEXT,__text) non-external _ltc_des_ecb_decrypt
00007ffb198b34c9 (__TEXT,__text) non-external _ltc_des_ecb_encrypt
00007ffb198d534b (__TEXT,__text) non-external _ltc_rc2_ecb_decrypt
00007ffb198d625d (__TEXT,__text) non-external _ltc_rc2_ecb_encrypt
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ffb198e0d06 (__TEXT,__text) external _map_to_curve_sswu
00007ffb198bf095 (__TEXT,__text) non-external _md2_compress
00007ffb198bef4d (__TEXT,__text) non-external _md2_final
00007ffb198beeef (__TEXT,__text) non-external _md2_processblock
00007ffb198bf1d8 (__TEXT,__text) non-external _md4_compress
00007ffb198bfb9a (__TEXT,__text) non-external _md5_compress
                 (undefined) external _memcmp (from libsystem_c)
                 (undefined) external _memcpy (from libsystem_c)
                 (undefined) external _memmove (from libsystem_c)
                 (undefined) external _memset (from libsystem_c)
                 (undefined) external _memset_s (from libsystem_c)
00007ffb198ad4b3 (__TEXT,__text) non-external _mfi_aead_next_iv
00007ffb198ad3c7 (__TEXT,__text) non-external _mfi_aead_open
00007ffb198ad348 (__TEXT,__text) non-external _mfi_aead_seal
00007ffb198ad4c6 (__TEXT,__text) non-external _mfi_clear
00007ffb43268228 (__DATA,__bss) non-external _mfi_info
00007ffb198acfa2 (__TEXT,__text) non-external _mfi_kex_ctx
00007ffb198ad180 (__TEXT,__text) non-external _mfi_mac_compute
00007ffb198acfac (__TEXT,__text) non-external _mfi_peer_kex_ctx
00007ffb198acfc6 (__TEXT,__text) non-external _mfi_peer_sign_ctx
00007ffb198acfd3 (__TEXT,__text) non-external _mfi_session_keys_buffer
00007ffb198acfe0 (__TEXT,__text) non-external _mfi_session_keys_derive
00007ffb19901770 (__TEXT,__const) non-external _mfi_session_keys_info
00007ffb198ad1d8 (__TEXT,__text) non-external _mfi_sigma_compute_mac_and_digest
00007ffb198acfb9 (__TEXT,__text) non-external _mfi_sign_ctx
00007ffb198b6b58 (__TEXT,__text) non-external _nistctr_init
00007ffb198c3be2 (__TEXT,__text) non-external _non_repeat_sequence_generate
00007ffb19902a20 (__TEXT,__const) non-external _odd_parity
00007ffb43268560 (__DATA,__bss) non-external _ofb_blowfish
00007ffb432686f8 (__DATA,__bss) non-external _ofb_cast
00007ffb43268380 (__DATA,__bss) non-external _ofb_crypt
00007ffb43268848 (__DATA,__bss) non-external _ofb_des
00007ffb43268998 (__DATA,__bss) non-external _ofb_des3
00007ffb43268b88 (__DATA,__bss) non-external _ofb_rc2
                 (undefined) external _os_log_create (from libsystem_trace)
                 (undefined) external _os_log_type_enabled (from libsystem_trace)
                 (undefined) external _os_unfair_lock_assert_owner (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ffb1990f590 (__TEXT,__const) non-external _pc1
00007ffb1990f600 (__TEXT,__const) non-external _pc2
00007ffb1990eee0 (__TEXT,__const) non-external _permute
00007ffb198e75b4 (__TEXT,__text) non-external (was a private external) _pgp_key_checksum
00007ffb198f9410 (__TEXT,__const) non-external _plaintext_data
00007ffb198f9d39 (__TEXT,__const) non-external _plaintext_data
                 (undefined) external _printf (from libsystem_c)
                 (undefined) external _putchar (from libsystem_c)
00007ffb19914290 (__TEXT,__const) non-external (was a private external) _rcon
00007ffb198b697e (__TEXT,__text) non-external _reseed
00007ffb198d3c34 (__TEXT,__text) non-external _reseed
00007ffb198d76cb (__TEXT,__text) non-external _rmd160_compress
00007ffb198a125b (__TEXT,__text) non-external _sae_construct_fixed_data
00007ffb198cd403 (__TEXT,__text) non-external (was a private external) _sc_muladd
00007ffb198ceef2 (__TEXT,__text) non-external (was a private external) _sc_reduce
00007ffb198c3b72 (__TEXT,__text) non-external _sequence_repeat_generate
00007ffb198f0b09 (__TEXT,__text) non-external _set_tweak_wrapper_aesni
00007ffb198f1940 (__TEXT,__text) non-external _set_tweak_wrapper_aesni
00007ffb198f0a84 (__TEXT,__text) non-external _set_tweak_wrapper_opt
00007ffb198f18bb (__TEXT,__text) non-external _set_tweak_wrapper_opt
00007ffb198dd201 (__TEXT,__text) non-external _sha1_compress
00007ffb198de8d8 (__TEXT,__text) non-external _sha1_compress
00007ffb1990ede0 (__TEXT,__const) non-external (was a private external) _sha256_K
00007ffb40a20510 (__DATA_CONST,__const) non-external (was a private external) _sign_kat_tvs
00007ffb43268588 (__DATA,__bss) non-external _siv_decrypt
00007ffb432689c0 (__DATA,__bss) non-external _siv_encrypt
00007ffb43268a18 (__DATA,__bss) non-external _siv_hmac_decrypt
00007ffb43268c38 (__DATA,__bss) non-external _siv_hmac_encrypt
00007ffb198d8c83 (__TEXT,__text) non-external (was a private external) _sizeof_cc_unit
00007ffb198b317e (__TEXT,__text) non-external (was a private external) _sizeof_struct_ccec_full_ctx
00007ffb198b3189 (__TEXT,__text) non-external (was a private external) _sizeof_struct_ccec_pub_ctx
00007ffb198c5085 (__TEXT,__text) non-external (was a private external) _sizeof_struct_cczp
                 (undefined) external _snprintf (from libsystem_c)
00007ffb199016e0 (__TEXT,__const) non-external _sqrt_2
00007ffb19907150 (__TEXT,__const) non-external (was a private external) _sqrtm1
00007ffb43265110 (__DATA,__data) non-external _state
                 (undefined) external _strcmp (from libsystem_c)
                 (undefined) external _strlen (from libsystem_c)
                 (undefined) external _strncmp (from libsystem_c)
00007ffb198fb6b0 (__TEXT,__const) non-external (was a private external) _t_fl
00007ffb198fa6b0 (__TEXT,__const) non-external (was a private external) _t_fn
00007ffb198fd6b0 (__TEXT,__const) non-external (was a private external) _t_il
00007ffb198fe6b0 (__TEXT,__const) non-external (was a private external) _t_im
00007ffb198fc6b0 (__TEXT,__const) non-external (was a private external) _t_in
00007ffb198fa680 (__TEXT,__const) non-external (was a private external) _t_rc
00007ffb1990f5f0 (__TEXT,__const) non-external _totrot
00007ffb198d3caa (__TEXT,__text) non-external _update
00007ffb198f93d0 (__TEXT,__const) non-external _valid_key
00007ffb198f9d00 (__TEXT,__const) non-external _valid_key
00007ffb198b6dcc (__TEXT,__text) non-external _validate_inputs
00007ffb40a20690 (__DATA_CONST,__const) non-external (was a private external) _verify_kat_tvs
00007ffb198f0e60 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni
00007ffb198f2ca0 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni_cbc
00007ffb198f0750 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_aesni_key
00007ffb198f2ca0 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_cbc_hw
00007ffb198f3be6 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key128
00007ffb198f3e72 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key192
00007ffb198f4180 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_key256
00007ffb198f1800 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_opt_cbc
00007ffb198f3b71 (__TEXT,__text) non-external (was a private external) _vng_aes_decrypt_opt_key
00007ffb198f0b60 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni
00007ffb198f2a10 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni_cbc
00007ffb198f0480 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_aesni_key
00007ffb198f2a10 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_cbc_hw
00007ffb198f36b0 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key128
00007ffb198f37bc (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key192
00007ffb198f3926 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_key256
00007ffb198f1790 (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_opt_cbc
00007ffb198f363b (__TEXT,__text) non-external (was a private external) _vng_aes_encrypt_opt_key
00007ffb198f163f (__TEXT,__text) non-external (was a private external) _vng_aes_xts_decrypt_aesni
00007ffb198f14fc (__TEXT,__text) non-external (was a private external) _vng_aes_xts_decrypt_opt
00007ffb198f13da (__TEXT,__text) non-external (was a private external) _vng_aes_xts_encrypt_aesni
00007ffb198f12b8 (__TEXT,__text) non-external (was a private external) _vng_aes_xts_encrypt_opt
00007ffb199029a0 (__TEXT,__const) non-external _weak_keys
00007ffb432683a8 (__DATA,__bss) non-external _xts_decrypt
00007ffb432683f0 (__DATA,__bss) non-external _xts_encrypt
00007ffb198f0b23 (__TEXT,__text) non-external _xts_wrapper_aesni
00007ffb198f195a (__TEXT,__text) non-external _xts_wrapper_aesni
00007ffb198f0a9e (__TEXT,__text) non-external _xts_wrapper_opt
00007ffb198f18d5 (__TEXT,__text) non-external _xts_wrapper_opt
00007ffb19907180 (__TEXT,__const) non-external _zero
00007ffb19902b60 (__TEXT,__const) non-external _zeros
