                 (undefined) external _CFDataCreate (from CoreFoundation)
                 (undefined) external _CFDataCreateWithBytesNoCopy (from CoreFoundation)
                 (undefined) external _CFDataGetMutableBytePtr (from CoreFoundation)
                 (undefined) external _CFDictionaryCreate (from CoreFoundation)
                 (undefined) external _CFErrorCreateWithUserInfoKeysAndValues (from CoreFoundation)
                 (undefined) external _CFNumberCreate (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithCString (from CoreFoundation)
00007ffb1432003c (__TEXT,__text) external _DRBufferAsResource
00007ffb14306922 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_22DirectMeshVertexLayoutE
00007ffb14306e71 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_23DirectBufferDescriptionE
00007ffb14306cd0 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_24DirectTextureDescriptionE
00007ffb1430682d (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_25DirectMeshVertexAttributeE
00007ffb143070c1 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRNS_9SharedPtrINS_20DirectMemoryResourceEEE
00007ffb143066c1 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPU24objcproto13OS_xpc_object8NSObjectRm
00007ffb14308208 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueEPvRNS_9SharedPtrINS_22DirectResourceCommandsEEE
00007ffb1430846a (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
00007ffb14307581 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_16DirectResourceIdEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
00007ffb14308644 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
00007ffb14308557 (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNS_16ResourceCommandsIT_T0_EE
00007ffb1430751f (__TEXT,__text) non-external (was a private external) __ZN2re13xpc_get_valueImEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__18optionalIT_EE
00007ffb1431c5f4 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource10willChangeENS_18DirectResourceSlotENS_22DirectResourceDelegate10ChangeModeEPN3MTL13CommandBufferE
00007ffb1431c5ea (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource11setDelegateEPNS_22DirectResourceDelegateE
00007ffb1431c58e (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource13setIdentifierERA16_Kh
00007ffb1432157b (__TEXT,__text) non-external __ZN2re14DirectResource13setIdentifierERA16_Kh.cold.1
00007ffb1431c56a (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource7disposeEv
00007ffb1431c61c (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResource9didChangeENS_18DirectResourceSlotEPN3MTL13CommandBufferE
00007ffb1431c512 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceC2Ev
00007ffb1431c564 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD0Ev
00007ffb1431c55e (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD1Ev
00007ffb1431c554 (__TEXT,__text) non-external (was a private external) __ZN2re14DirectResourceD2Ev
00007ffb14305603 (__TEXT,__text) non-external (was a private external) __ZN2re14MeshValidation15validateIndicesEN3MTL9IndexTypeEPKvmm
00007ffb1430faaa (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
00007ffb1430fd1a (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
00007ffb1430fea2 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdate5applyEPNS_14DirectResourceE
00007ffb1430f9d8 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateC1Ev
00007ffb1430fa78 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD0Ev
00007ffb1430fa6e (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD1Ev
00007ffb1430fa08 (__TEXT,__text) non-external (was a private external) __ZN2re16DirectMeshUpdateD2Ev
00007ffb14305694 (__TEXT,__text) non-external (was a private external) __ZN2re17directResourceLogEv
00007ffb14306fc6 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_20DirectMemoryResourceE
00007ffb14308823 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createEPKNS_22DirectResourceCommandsE
00007ffb14307926 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16CreateDirectMeshE
00007ffb143076e8 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16DirectMeshValuesE
00007ffb14307a8d (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_16UpdateDirectMeshE
00007ffb14307fed (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18CreateDirectBufferE
00007ffb14307e73 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18DirectBufferValuesE
00007ffb14308154 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_18UpdateDirectBufferE
00007ffb14307356 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectPayloadE
00007ffb14307be7 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19CreateDirectTextureE
00007ffb14307d2e (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_19UpdateDirectTextureE
00007ffb14306ba4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_21DirectMeshDescriptionE
00007ffb143068a6 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_22DirectMeshVertexLayoutE
00007ffb14306ec5 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_23DirectBufferDescriptionE
00007ffb14306da9 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_24DirectTextureDescriptionE
00007ffb143067c4 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createERKNS_25DirectMeshVertexAttributeE
00007ffb14308a9e (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16CreateDirectMeshENS_16UpdateDirectMeshEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
00007ffb14307819 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_16DirectResourceIdEEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
00007ffb14308c70 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_18CreateDirectBufferENS_18UpdateDirectBufferEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
00007ffb14308b87 (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createINS_19CreateDirectTextureENS_19UpdateDirectTextureEEEPU24objcproto13OS_xpc_object8NSObjectRKNS_16ResourceCommandsIT_T0_EE
00007ffb143077fa (__TEXT,__text) non-external (was a private external) __ZN2re17xpc_object_createImEEPU24objcproto13OS_xpc_object8NSObjectRKNSt3__18optionalIT_EE
00007ffb143101e6 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
00007ffb1431028e (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdate5applyEPNS_14DirectResourceE
00007ffb14310160 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD0Ev
00007ffb14310156 (__TEXT,__text) non-external (was a private external) __ZN2re18DirectBufferUpdateD1Ev
00007ffb1430bc02 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegion3mapEmiiPKv
00007ffb1430bb5c (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionC1EPvm
00007ffb1430bbdc (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD0Ev
00007ffb1430bbd2 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD1Ev
00007ffb1430bb94 (__TEXT,__text) non-external (was a private external) __ZN2re18MemoryMappedRegionD2Ev
00007ffb14320e24 (__TEXT,__text) non-external __ZN2re18MemoryMappedRegionD2Ev.cold.1
00007ffb14306f28 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEvent8setValueEPU24objcproto13OS_xpc_object8NSObject
00007ffb14305f7a (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventC1Ev
00007ffb14305ef6 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventD1Ev
00007ffb14305fa4 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSEPN3MTL11SharedEventE
00007ffb14305f88 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectResourceEventaSERKS0_
00007ffb143100f2 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdate14attachToDeviceEPKNS_14DirectResourceEPN3MTL6DeviceE
00007ffb143100aa (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD0Ev
00007ffb143100a0 (__TEXT,__text) non-external (was a private external) __ZN2re19DirectTextureUpdateD1Ev
00007ffb1430ffe2 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate10setPayloadENS_18DirectResourceSlotENS_9SharedPtrINS_20DirectMemoryResourceEEE
00007ffb1431000a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdate5applyEPNS_14DirectResourceE
00007ffb1430ff5a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateC2Ev
00007ffb1430ffc6 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD0Ev
00007ffb1430ffc0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD1Ev
00007ffb1430ff84 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectContentsUpdateD2Ev
00007ffb1430bcee (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12capabilitiesEPKN3MTL6DeviceE
00007ffb1430bd5a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource12typeForUsageEjjm
00007ffb1430cc1c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource14bindToResourceENS_18DirectResourceTypeENS_22DirectResourceSlotTypeE
00007ffb1430bfce (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource15assignIOSurfaceEP11__IOSurface
00007ffb1430c4de (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource17allocateIOSurfaceEm
00007ffb1430c7f4 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18assignSharedMemoryENS_9SharedPtrINS_18MemoryMappedRegionEEE
00007ffb1430cc02 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource18setRuntimeResourceEN2NS9SharedPtrIN3MTL8ResourceEEE
00007ffb1430c610 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource20allocateSharedMemoryEm
00007ffb1430c73e (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource21copyFromPrivateMemoryEPKvmj
00007ffb1430bee6 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEj
00007ffb14320e45 (__TEXT,__text) non-external __ZN2re20DirectMemoryResource23createWithSharedTextureEPN3MTL7TextureEj.cold.1
00007ffb1430c6d8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMTLBufferEPN3MTL6DeviceEm
00007ffb1430c674 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24allocatePrivateMemoryMapEm
00007ffb1430c048 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource24createWithPrivateTextureEPN3MTL7TextureEj
00007ffb1430c388 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource25allocatePrivateNonAlignedEm
00007ffb1430c3f0 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource26allocatePrivatePageAlignedEm
00007ffb1430c312 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5bytesEv
00007ffb1430c216 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource5resetEv
00007ffb1430bea8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjPN3MTL6DeviceE
00007ffb1430bda2 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource6createEmjjPN3MTL6DeviceE
00007ffb1430be20 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResource8allocateEmjjNS0_4TypeEPN3MTL6DeviceE
00007ffb1430c0e6 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC1ERA16_Kh
00007ffb1430c13c (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceC2Ev
00007ffb1430c2e2 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD0Ev
00007ffb1430c2d8 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD1Ev
00007ffb1430c19a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMemoryResourceD2Ev
00007ffb1431edf8 (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD0Ev
00007ffb1431edbc (__TEXT,__text) non-external __ZN2re20DirectMeshDescriptorD1Ev
00007ffb14310813 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isValidPartsEPKNS_20DirectMemoryResourceEmRKNS_21DirectMeshDescriptionE
00007ffb1431048b (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedEN2dr5sliceINS_25DirectMeshVertexAttributeEEEm
00007ffb1431053f (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedERKNS_21DirectMeshDescriptionE
00007ffb143104fc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation12isWellFormedERKNS_22DirectMeshVertexLayoutE
00007ffb1431060f (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_10DirectMeshE
00007ffb14310685 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation19validateBufferSizesEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
00007ffb14310713 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation23validateAndFixupIndicesEN3MTL9IndexTypeEPvmm
00007ffb1431041f (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEN2dr5sliceINS_14DirectMeshPartEEENS0_15IndexBufferInfoE
00007ffb14310792 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_10DirectMeshE
00007ffb14310886 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectMeshValidation7isValidEPKNS_16DirectMeshUpdateERKNS_21DirectMeshDescriptionE
00007ffb1430e750 (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader10setPayloadEPNS_14DirectResourceENS_18DirectResourceSlotERKNSt3__18optionalINS_16DirectResourceIdEEE
00007ffb1430e5dc (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader14missingPayloadERKNS_16DirectResourceIdES3_NS_18DirectResourceTypeENS_18DirectResourceSlotE
00007ffb1430e70a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE
00007ffb14320e69 (__TEXT,__text) non-external __ZN2re20DirectResourceLoader15corruptResourceERKNS_16DirectResourceIdE.cold.1
00007ffb1430e83a (__TEXT,__text) non-external (was a private external) __ZN2re20DirectResourceLoader16setUpdatePayloadENS_16DirectResourceIdEPNS_20DirectResourceUpdateENS_18DirectResourceSlotERKNSt3__18optionalIS1_EE
00007ffb1431d19c (__TEXT,__text) non-external (was a private external) __ZN2re20calculateBufferSizesERKNS_21DirectMeshDescriptionE
00007ffb143087aa (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_15DestroyResourceEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb14309722 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_16CreateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb1430979b (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_16UpdateDirectMeshEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb1430a878 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_18CreateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb1430a8f1 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_18UpdateDirectBufferEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb14308731 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_19CreateDirectPayloadEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb1430a25b (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_19CreateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb1430a2d4 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_19UpdateDirectTextureEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb14306b2b (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_22DirectMeshVertexLayoutEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb14306ab2 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINS_25DirectMeshVertexAttributeEEEbPU24objcproto13OS_xpc_object8NSObjectRNSt3__16vectorIT_NS5_9allocatorIS7_EEEE
00007ffb143075f7 (__TEXT,__text) non-external (was a private external) __ZN2re20xpc_array_get_valuesINSt3__18optionalINS_16DirectResourceIdEEELm4EEEbPU24objcproto13OS_xpc_object8NSObjectRAT0__T_
00007ffb14310b52 (__TEXT,__text) non-external (was a private external) __ZN2re21DirectResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEE12ensureUpdateERKNS_16DirectResourceIdE
00007ffb1431098a (__TEXT,__text) non-external (was a private external) __ZN2re21DirectResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEE6createERKNS_16DirectResourceIdENS_9SharedPtrIS1_EE
00007ffb14310ab8 (__TEXT,__text) non-external (was a private external) __ZN2re21DirectResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEE7destroyERKNS_16DirectResourceIdENS_9SharedPtrIS1_EE
00007ffb14310a26 (__TEXT,__text) non-external (was a private external) __ZN2re21DirectResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEE9setUpdateERKNS_16DirectResourceIdENS_9SharedPtrIS2_EE
00007ffb1431093c (__TEXT,__text) non-external (was a private external) __ZN2re21DirectResourceChangesINS_10DirectMeshENS_16DirectMeshUpdateEED2Ev
