00000001e441134c (__TEXT,__text) external _ARMCompilationCallback
00000001e4914a98 (__TEXT,__text) external _LLVMGetPreviousBasicBlock
00000001e4914290 (__TEXT,__text) external _LLVMGetPreviousFunction
00000001e4913f74 (__TEXT,__text) external _LLVMGetPreviousGlobal
00000001e4914cd0 (__TEXT,__text) external _LLVMGetPreviousInstruction
00000001e491478c (__TEXT,__text) external _LLVMGetPreviousParam
00000001e4ae0e40 (__TEXT,__text) external _LLVMGetRelocationAddress
00000001e4ae0ebc (__TEXT,__text) external _LLVMGetRelocationOffset
00000001e4ae0f38 (__TEXT,__text) external _LLVMGetRelocationSymbol
00000001e4ae0f9c (__TEXT,__text) external _LLVMGetRelocationType
00000001e4ae1018 (__TEXT,__text) external _LLVMGetRelocationTypeName
00000001e4ae10e4 (__TEXT,__text) external _LLVMGetRelocationValueString
00000001e4ae0b84 (__TEXT,__text) external _LLVMGetRelocations
00000001e49122b0 (__TEXT,__text) external _LLVMGetReturnType
00000001e4913c10 (__TEXT,__text) external _LLVMGetSection
00000001e4ae0a98 (__TEXT,__text) external _LLVMGetSectionAddress
00000001e4ae0b0c (__TEXT,__text) external _LLVMGetSectionContainsSymbol
00000001e4ae0a24 (__TEXT,__text) external _LLVMGetSectionContents
00000001e4ae093c (__TEXT,__text) external _LLVMGetSectionName
00000001e4ae09b0 (__TEXT,__text) external _LLVMGetSectionSize
00000001e4ae06fc (__TEXT,__text) external _LLVMGetSections
00000001e4912450 (__TEXT,__text) external _LLVMGetStructElementTypes
00000001e491240c (__TEXT,__text) external _LLVMGetStructName
00000001e4915074 (__TEXT,__text) external _LLVMGetSwitchDefaultDest
00000001e4ae0ce4 (__TEXT,__text) external _LLVMGetSymbolAddress
00000001e4ae0d58 (__TEXT,__text) external _LLVMGetSymbolFileOffset
00000001e4ae0c70 (__TEXT,__text) external _LLVMGetSymbolName
00000001e4ae0dcc (__TEXT,__text) external _LLVMGetSymbolSize
00000001e4ae0850 (__TEXT,__text) external _LLVMGetSymbols
00000001e4911bc4 (__TEXT,__text) external _LLVMGetTarget
00000001e48e23c0 (__TEXT,__text) external _LLVMGetTargetDescription
00000001e48e2210 (__TEXT,__text) external _LLVMGetTargetFromName
00000001e48e2298 (__TEXT,__text) external _LLVMGetTargetFromTriple
00000001e48e2630 (__TEXT,__text) external _LLVMGetTargetMachineCPU
00000001e48e2830 (__TEXT,__text) external _LLVMGetTargetMachineData
00000001e48e2730 (__TEXT,__text) external _LLVMGetTargetMachineFeatureString
00000001e48e2528 (__TEXT,__text) external _LLVMGetTargetMachineTarget
00000001e48e2530 (__TEXT,__text) external _LLVMGetTargetMachineTriple
00000001e48e23b8 (__TEXT,__text) external _LLVMGetTargetName
00000001e491404c (__TEXT,__text) external _LLVMGetThreadLocalMode
00000001e49124f8 (__TEXT,__text) external _LLVMGetTypeByName
00000001e4911f64 (__TEXT,__text) external _LLVMGetTypeContext
00000001e4911ed8 (__TEXT,__text) external _LLVMGetTypeKind
00000001e4913280 (__TEXT,__text) external _LLVMGetUndef
00000001e4913198 (__TEXT,__text) external _LLVMGetUsedValue
00000001e4913194 (__TEXT,__text) external _LLVMGetUser
00000001e49125d8 (__TEXT,__text) external _LLVMGetValueName
00000001e4912570 (__TEXT,__text) external _LLVMGetVectorSize
00000001e4913d10 (__TEXT,__text) external _LLVMGetVisibility
00000001e4917a20 (__TEXT,__text) external _LLVMGetVolatile
00000001e4912178 (__TEXT,__text) external _LLVMHalfType
00000001e491215c (__TEXT,__text) external _LLVMHalfTypeInContext
00000001e49126f0 (__TEXT,__text) external _LLVMHasMetadata
00000001e43272b8 (__TEXT,__text) external _LLVMInitializeARM64AsmParser
00000001e42d0274 (__TEXT,__text) external _LLVMInitializeARM64AsmPrinter
00000001e42c4db4 (__TEXT,__text) external _LLVMInitializeARM64Disassembler
00000001e43249e8 (__TEXT,__text) external _LLVMInitializeARM64Target
00000001e43560c8 (__TEXT,__text) external _LLVMInitializeARM64TargetInfo
00000001e4354f54 (__TEXT,__text) external _LLVMInitializeARM64TargetMC
00000001e4a00414 (__TEXT,__text) external _LLVMInitializeARMAsmParser
00000001e438e4d0 (__TEXT,__text) external _LLVMInitializeARMAsmPrinter
00000001e43661b0 (__TEXT,__text) external _LLVMInitializeARMDisassembler
00000001e4426970 (__TEXT,__text) external _LLVMInitializeARMTarget
00000001e4a62534 (__TEXT,__text) external _LLVMInitializeARMTargetInfo
00000001e4a5ff54 (__TEXT,__text) external _LLVMInitializeARMTargetMC
00000001e48231ac (__TEXT,__text) external _LLVMInitializeAnalysis
00000001e45835b0 (__TEXT,__text) external _LLVMInitializeCodeGen
00000001e49118c8 (__TEXT,__text) external _LLVMInitializeCore
00000001e4918fe4 (__TEXT,__text) external _LLVMInitializeFunctionPassManager
00000001e480f590 (__TEXT,__text) external _LLVMInitializeIPA
00000001e414f804 (__TEXT,__text) external _LLVMInitializeIPO
00000001e475b550 (__TEXT,__text) external _LLVMInitializeInstCombine
00000001e410cdb8 (__TEXT,__text) external _LLVMInitializeInstrumentation
00000001e41f5384 (__TEXT,__text) external _LLVMInitializeMCJITCompilerOptions
00000001e40b3138 (__TEXT,__text) external _LLVMInitializeObjCARCOpts
00000001e4747b18 (__TEXT,__text) external _LLVMInitializeScalarOpts
00000001e48dec08 (__TEXT,__text) external _LLVMInitializeTarget
00000001e4803f18 (__TEXT,__text) external _LLVMInitializeTransformUtils
00000001e4179724 (__TEXT,__text) external _LLVMInitializeVectorization
00000001e41fd320 (__TEXT,__text) external _LLVMInitializeX86AsmParser
00000001e420f564 (__TEXT,__text) external _LLVMInitializeX86AsmPrinter
00000001e41f73bc (__TEXT,__text) external _LLVMInitializeX86Disassembler
00000001e42ab5c4 (__TEXT,__text) external _LLVMInitializeX86Target
00000001e42bb42c (__TEXT,__text) external _LLVMInitializeX86TargetInfo
00000001e42b2da4 (__TEXT,__text) external _LLVMInitializeX86TargetMC
00000001e4914c00 (__TEXT,__text) external _LLVMInsertBasicBlock
00000001e4914b90 (__TEXT,__text) external _LLVMInsertBasicBlockInContext
00000001e4915284 (__TEXT,__text) external _LLVMInsertIntoBuilder
00000001e491530c (__TEXT,__text) external _LLVMInsertIntoBuilderWithName
00000001e4b18a50 (__TEXT,__text) external _LLVMInstallFatalErrorHandler
00000001e4914cf0 (__TEXT,__text) external _LLVMInstructionEraseFromParent
00000001e49120a0 (__TEXT,__text) external _LLVMInt16Type
00000001e4912040 (__TEXT,__text) external _LLVMInt16TypeInContext
00000001e4912050 (__TEXT,__text) external _LLVMInt1Type
00000001e4912038 (__TEXT,__text) external _LLVMInt1TypeInContext
00000001e49120c8 (__TEXT,__text) external _LLVMInt32Type
00000001e4912044 (__TEXT,__text) external _LLVMInt32TypeInContext
00000001e49120f0 (__TEXT,__text) external _LLVMInt64Type
00000001e4912048 (__TEXT,__text) external _LLVMInt64TypeInContext
00000001e4912078 (__TEXT,__text) external _LLVMInt8Type
00000001e491203c (__TEXT,__text) external _LLVMInt8TypeInContext
00000001e48deffc (__TEXT,__text) external _LLVMIntPtrType
00000001e48df03c (__TEXT,__text) external _LLVMIntPtrTypeForAS
00000001e48df094 (__TEXT,__text) external _LLVMIntPtrTypeForASInContext
00000001e48df080 (__TEXT,__text) external _LLVMIntPtrTypeInContext
00000001e4912118 (__TEXT,__text) external _LLVMIntType
00000001e491204c (__TEXT,__text) external _LLVMIntTypeInContext
00000001e4913044 (__TEXT,__text) external _LLVMIsAAddrSpaceCastInst
00000001e4913014 (__TEXT,__text) external _LLVMIsAAllocaInst
00000001e491272c (__TEXT,__text) external _LLVMIsAArgument
00000001e4912740 (__TEXT,__text) external _LLVMIsABasicBlock
00000001e4912934 (__TEXT,__text) external _LLVMIsABinaryOperator
00000001e4913058 (__TEXT,__text) external _LLVMIsABitCastInst
00000001e49127c4 (__TEXT,__text) external _LLVMIsABlockAddress
00000001e4912f3c (__TEXT,__text) external _LLVMIsABranchInst
00000001e4912950 (__TEXT,__text) external _LLVMIsACallInst
00000001e4913028 (__TEXT,__text) external _LLVMIsACastInst
00000001e4912e24 (__TEXT,__text) external _LLVMIsACmpInst
00000001e49127ac (__TEXT,__text) external _LLVMIsAConstant
00000001e49127d8 (__TEXT,__text) external _LLVMIsAConstantAggregateZero
00000001e49127ec (__TEXT,__text) external _LLVMIsAConstantArray
00000001e4912818 (__TEXT,__text) external _LLVMIsAConstantDataArray
00000001e4912800 (__TEXT,__text) external _LLVMIsAConstantDataSequential
00000001e491282c (__TEXT,__text) external _LLVMIsAConstantDataVector
00000001e4912840 (__TEXT,__text) external _LLVMIsAConstantExpr
00000001e4912854 (__TEXT,__text) external _LLVMIsAConstantFP
00000001e4912868 (__TEXT,__text) external _LLVMIsAConstantInt
00000001e491287c (__TEXT,__text) external _LLVMIsAConstantPointerNull
00000001e4912890 (__TEXT,__text) external _LLVMIsAConstantStruct
00000001e49128a4 (__TEXT,__text) external _LLVMIsAConstantVector
00000001e4912ab0 (__TEXT,__text) external _LLVMIsADbgDeclareInst
00000001e49129fc (__TEXT,__text) external _LLVMIsADbgInfoIntrinsic
00000001e4912e6c (__TEXT,__text) external _LLVMIsAExtractElementInst
00000001e4913148 (__TEXT,__text) external _LLVMIsAExtractValueInst
00000001e4912e44 (__TEXT,__text) external _LLVMIsAFCmpInst
00000001e491306c (__TEXT,__text) external _LLVMIsAFPExtInst
00000001e4913080 (__TEXT,__text) external _LLVMIsAFPToSIInst
00000001e4913094 (__TEXT,__text) external _LLVMIsAFPToUIInst
00000001e49130a8 (__TEXT,__text) external _LLVMIsAFPTruncInst
00000001e49128d0 (__TEXT,__text) external _LLVMIsAFunction
00000001e4912e80 (__TEXT,__text) external _LLVMIsAGetElementPtrInst
00000001e49128e4 (__TEXT,__text) external _LLVMIsAGlobalAlias
00000001e49128b8 (__TEXT,__text) external _LLVMIsAGlobalValue
00000001e49128f8 (__TEXT,__text) external _LLVMIsAGlobalVariable
00000001e4912e58 (__TEXT,__text) external _LLVMIsAICmpInst
00000001e4912f50 (__TEXT,__text) external _LLVMIsAIndirectBrInst
00000001e4912754 (__TEXT,__text) external _LLVMIsAInlineAsm
00000001e4912e94 (__TEXT,__text) external _LLVMIsAInsertElementInst
00000001e4912ea8 (__TEXT,__text) external _LLVMIsAInsertValueInst
00000001e4912920 (__TEXT,__text) external _LLVMIsAInstruction
00000001e49130bc (__TEXT,__text) external _LLVMIsAIntToPtrInst
00000001e4912964 (__TEXT,__text) external _LLVMIsAIntrinsicInst
00000001e4912f64 (__TEXT,__text) external _LLVMIsAInvokeInst
00000001e4912ebc (__TEXT,__text) external _LLVMIsALandingPadInst
00000001e491315c (__TEXT,__text) external _LLVMIsALoadInst
00000001e4912768 (__TEXT,__text) external _LLVMIsAMDNode
00000001e491277c (__TEXT,__text) external _LLVMIsAMDString
00000001e4912c14 (__TEXT,__text) external _LLVMIsAMemCpyInst
00000001e4912b60 (__TEXT,__text) external _LLVMIsAMemIntrinsic
00000001e4912cc4 (__TEXT,__text) external _LLVMIsAMemMoveInst
00000001e4912d74 (__TEXT,__text) external _LLVMIsAMemSetInst
00000001e4912ed0 (__TEXT,__text) external _LLVMIsAPHINode
00000001e49130d0 (__TEXT,__text) external _LLVMIsAPtrToIntInst
00000001e4912fb4 (__TEXT,__text) external _LLVMIsAResumeInst
00000001e4912f78 (__TEXT,__text) external _LLVMIsAReturnInst
00000001e49130e4 (__TEXT,__text) external _LLVMIsASExtInst
00000001e49130f8 (__TEXT,__text) external _LLVMIsASIToFPInst
00000001e4912ee4 (__TEXT,__text) external _LLVMIsASelectInst
00000001e4912ef8 (__TEXT,__text) external _LLVMIsAShuffleVectorInst
00000001e4912f0c (__TEXT,__text) external _LLVMIsAStoreInst
00000001e4912f8c (__TEXT,__text) external _LLVMIsASwitchInst
00000001e4912f20 (__TEXT,__text) external _LLVMIsATerminatorInst
00000001e491310c (__TEXT,__text) external _LLVMIsATruncInst
00000001e4913120 (__TEXT,__text) external _LLVMIsAUIToFPInst
00000001e4912fc8 (__TEXT,__text) external _LLVMIsAUnaryInstruction
00000001e491290c (__TEXT,__text) external _LLVMIsAUndefValue
00000001e4912fa0 (__TEXT,__text) external _LLVMIsAUnreachableInst
00000001e4912790 (__TEXT,__text) external _LLVMIsAUser
00000001e4913170 (__TEXT,__text) external _LLVMIsAVAArgInst
00000001e4913134 (__TEXT,__text) external _LLVMIsAZExtInst
00000001e4913284 (__TEXT,__text) external _LLVMIsConstant
00000001e4913aac (__TEXT,__text) external _LLVMIsDeclaration
00000001e49140e8 (__TEXT,__text) external _LLVMIsExternallyInitialized
00000001e49122a0 (__TEXT,__text) external _LLVMIsFunctionVarArg
00000001e4914024 (__TEXT,__text) external _LLVMIsGlobalConstant
00000001e4919074 (__TEXT,__text) external _LLVMIsMultithreaded
00000001e4913298 (__TEXT,__text) external _LLVMIsNull
00000001e49124e8 (__TEXT,__text) external _LLVMIsOpaqueStruct
00000001e49124dc (__TEXT,__text) external _LLVMIsPackedStruct
00000001e4ae0bec (__TEXT,__text) external _LLVMIsRelocationIteratorAtEnd
00000001e4ae0764 (__TEXT,__text) external _LLVMIsSectionIteratorAtEnd
00000001e4ae08b8 (__TEXT,__text) external _LLVMIsSymbolIteratorAtEnd
00000001e4915044 (__TEXT,__text) external _LLVMIsTailCall
00000001e4913ff8 (__TEXT,__text) external _LLVMIsThreadLocal
00000001e49132d0 (__TEXT,__text) external _LLVMIsUndef
00000001e49125a8 (__TEXT,__text) external _LLVMLabelType
00000001e491257c (__TEXT,__text) external _LLVMLabelTypeInContext
00000001e41de814 (__TEXT,__text) external _LLVMLinkInJIT
00000001e41bbbfc (__TEXT,__text) external _LLVMLinkInMCJIT
00000001e4131140 (__TEXT,__text) external _LLVMLinkModules
00000001e4b520dc (__TEXT,__text) external _LLVMLoadLibraryPermanently
00000001e4913334 (__TEXT,__text) external _LLVMMDNode
00000001e491332c (__TEXT,__text) external _LLVMMDNodeInContext
00000001e49132ec (__TEXT,__text) external _LLVMMDString
00000001e49132e4 (__TEXT,__text) external _LLVMMDStringInContext
00000001e49119d0 (__TEXT,__text) external _LLVMModuleCreateWithName
00000001e4911a34 (__TEXT,__text) external _LLVMModuleCreateWithNameInContext
00000001e4914c84 (__TEXT,__text) external _LLVMMoveBasicBlockAfter
00000001e4914c80 (__TEXT,__text) external _LLVMMoveBasicBlockBefore
00000001e4ae07e8 (__TEXT,__text) external _LLVMMoveToContainingSection
00000001e4ae0c44 (__TEXT,__text) external _LLVMMoveToNextRelocation
00000001e4ae07bc (__TEXT,__text) external _LLVMMoveToNextSection
00000001e4ae0910 (__TEXT,__text) external _LLVMMoveToNextSymbol
00000001e48df194 (__TEXT,__text) external _LLVMOffsetOfElement
00000001e4912240 (__TEXT,__text) external _LLVMPPCFP128Type
00000001e4912170 (__TEXT,__text) external _LLVMPPCFP128TypeInContext
00000001e41a51b4 (__TEXT,__text) external _LLVMParseBitcode
00000001e41a5204 (__TEXT,__text) external _LLVMParseBitcodeInContext
00000001e40d5b2c (__TEXT,__text) external _LLVMParseIRInContext
00000001e415ce2c (__TEXT,__text) external _LLVMPassManagerBuilderCreate
00000001e415ce8c (__TEXT,__text) external _LLVMPassManagerBuilderDispose
00000001e415cf90 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateFunctionPassManager
00000001e415cf98 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateLTOPassManager
00000001e415cf94 (__TEXT,__text) external _LLVMPassManagerBuilderPopulateModulePassManager
00000001e415cf60 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableSimplifyLibCalls
00000001e415cf40 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnitAtATime
00000001e415cf50 (__TEXT,__text) external _LLVMPassManagerBuilderSetDisableUnrollLoops
00000001e415cf30 (__TEXT,__text) external _LLVMPassManagerBuilderSetOptLevel
00000001e415cf38 (__TEXT,__text) external _LLVMPassManagerBuilderSetSizeLevel
00000001e415cf64 (__TEXT,__text) external _LLVMPassManagerBuilderUseInlinerWithThreshold
00000001e48dee4c (__TEXT,__text) external _LLVMPointerSize
00000001e48def1c (__TEXT,__text) external _LLVMPointerSizeForAS
00000001e4912548 (__TEXT,__text) external _LLVMPointerType
00000001e4915250 (__TEXT,__text) external _LLVMPositionBuilder
00000001e491526c (__TEXT,__text) external _LLVMPositionBuilderAtEnd
00000001e4915260 (__TEXT,__text) external _LLVMPositionBuilderBefore
00000001e48df158 (__TEXT,__text) external _LLVMPreferredAlignmentOfGlobal
00000001e48df154 (__TEXT,__text) external _LLVMPreferredAlignmentOfType
00000001e4911cc8 (__TEXT,__text) external _LLVMPrintModuleToFile
00000001e4911dbc (__TEXT,__text) external _LLVMPrintModuleToString
00000001e4911f70 (__TEXT,__text) external _LLVMPrintTypeToString
00000001e4912620 (__TEXT,__text) external _LLVMPrintValueToString
00000001e41f5e64 (__TEXT,__text) external _LLVMRecompileAndRelinkFunction
00000001e4914870 (__TEXT,__text) external _LLVMRemoveAttribute
00000001e4914c7c (__TEXT,__text) external _LLVMRemoveBasicBlockFromParent
00000001e49144b8 (__TEXT,__text) external _LLVMRemoveFunctionAttr
00000001e4914ea4 (__TEXT,__text) external _LLVMRemoveInstrAttribute
00000001e41f5d70 (__TEXT,__text) external _LLVMRemoveModule
00000001e41f5dc0 (__TEXT,__text) external _LLVMRemoveModuleProvider
00000001e49126ec (__TEXT,__text) external _LLVMReplaceAllUsesWith
00000001e4b18a84 (__TEXT,__text) external _LLVMResetFatalErrorHandler
00000001e41f59e0 (__TEXT,__text) external _LLVMRunFunction
00000001e41f570c (__TEXT,__text) external _LLVMRunFunctionAsMain
00000001e4918ffc (__TEXT,__text) external _LLVMRunFunctionPassManager
00000001e4918fcc (__TEXT,__text) external _LLVMRunPassManager
00000001e41f56bc (__TEXT,__text) external _LLVMRunStaticConstructors
00000001e41f56e4 (__TEXT,__text) external _LLVMRunStaticDestructors
00000001e4913d8c (__TEXT,__text) external _LLVMSetAlignment
00000001e4915c34 (__TEXT,__text) external _LLVMSetCleanup
00000001e49153b4 (__TEXT,__text) external _LLVMSetCurrentDebugLocation
00000001e4911ae0 (__TEXT,__text) external _LLVMSetDataLayout
00000001e49140f4 (__TEXT,__text) external _LLVMSetExternallyInitialized
00000001e49142fc (__TEXT,__text) external _LLVMSetFunctionCallConv
00000001e4914358 (__TEXT,__text) external _LLVMSetGC
00000001e4914030 (__TEXT,__text) external _LLVMSetGlobalConstant
00000001e4913ff4 (__TEXT,__text) external _LLVMSetInitializer
00000001e4915410 (__TEXT,__text) external _LLVMSetInstDebugLocation
00000001e4914f74 (__TEXT,__text) external _LLVMSetInstrParamAlignment
00000001e4914d90 (__TEXT,__text) external _LLVMSetInstructionCallConv
00000001e4913adc (__TEXT,__text) external _LLVMSetLinkage
00000001e4912728 (__TEXT,__text) external _LLVMSetMetadata
00000001e4911e88 (__TEXT,__text) external _LLVMSetModuleInlineAsm
00000001e49131c8 (__TEXT,__text) external _LLVMSetOperand
00000001e4914938 (__TEXT,__text) external _LLVMSetParamAlignment
00000001e4913c2c (__TEXT,__text) external _LLVMSetSection
00000001e4915050 (__TEXT,__text) external _LLVMSetTailCall
00000001e4911be0 (__TEXT,__text) external _LLVMSetTarget
00000001e48e2854 (__TEXT,__text) external _LLVMSetTargetMachineAsmVerbosity
00000001e4914008 (__TEXT,__text) external _LLVMSetThreadLocal
00000001e4914058 (__TEXT,__text) external _LLVMSetThreadLocalMode
00000001e49125dc (__TEXT,__text) external _LLVMSetValueName
00000001e4913d1c (__TEXT,__text) external _LLVMSetVisibility
00000001e4917a2c (__TEXT,__text) external _LLVMSetVolatile
00000001e4911918 (__TEXT,__text) external _LLVMShutdown
00000001e4913878 (__TEXT,__text) external _LLVMSizeOf
00000001e48df0a4 (__TEXT,__text) external _LLVMSizeOfTypeInBits
00000001e4919058 (__TEXT,__text) external _LLVMStartMultithreaded
00000001e4919070 (__TEXT,__text) external _LLVMStopMultithreaded
00000001e48df0e0 (__TEXT,__text) external _LLVMStoreSizeOfType
00000001e49123c4 (__TEXT,__text) external _LLVMStructCreateNamed
00000001e4912438 (__TEXT,__text) external _LLVMStructSetBody
00000001e4912370 (__TEXT,__text) external _LLVMStructType
00000001e4912360 (__TEXT,__text) external _LLVMStructTypeInContext
00000001e48e23e0 (__TEXT,__text) external _LLVMTargetHasAsmBackend
