00007ff90edee4ae (__TEXT,__text) non-external +[Caller current]
00007ff9413d7040 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9413d8778 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00007ff9413d8280 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00007ff9413d6e50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00007ff9413d6a80 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
00007ff9413d6488 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsEvaluation
00007ff9413d5cd8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d6920 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LADFROwnerToken
00007ff9413d8d48 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASIORemoteCall
00007ff9413d8fc8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIO
00007ff9413d8b28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOArchive
00007ff9413d8ed8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOCommunication
00007ff9413d6890 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOHelper
00007ff9413d9058 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LASecureIOLoggingHelper
00007ff9413d7110 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_NotificationCenterInvalidationSource
00007ff9413d5e10 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCache
00007ff9413d6d30 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheAssertion
00007ff9413d6dc0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheBypassAssertion
00007ff9413d6f50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PreflightCacheInvalidationSource
00007ff9413d6c30 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PushButtonMonitor
00007ff9413d77c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Request
00007ff9413d8520 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StorageRequest
00007ff9413d89d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrustedAccessoryHelper
00007ff9413d7230 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UserPasswordInvalidationSource
00007ff9413d7618 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchInvalidationSource
00007ff9413d6648 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_WatchMonitor
00007ff9413d5ac8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACClientRequest
00007ff9413d5ae0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACDomainStateRequest
00007ff9413d5aa8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationAnalytics
00007ff9413d5ad0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACEvaluationRequest
00007ff9413d5ac0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACRequest
00007ff9413d5ad8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LACStorageRequest
00007ff9413d5ab0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_LASecureIODelegate
00007ff9413d5aa0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff9413d5ab8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_WatchChangeObserver
00007ff9413d5af0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryHelper
00007ff9413d7158 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9413d87c0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Caller
00007ff9413d8a38 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00007ff9413d6f98 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9413d85d0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00007ff9413d7dd8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00007ff9413d6e08 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00007ff9413d6968 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00007ff9413d6100 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00007ff9413d5b80 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d68d8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00007ff9413d8b70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00007ff9413d8f20 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00007ff9413d8ae0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00007ff9413d8d90 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00007ff9413d66b8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00007ff9413d9010 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00007ff9413d7088 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00007ff9413d5d60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00007ff9413d6c78 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00007ff9413d6d78 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00007ff9413d6e98 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00007ff9413d6ac8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00007ff9413d7660 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00007ff9413d8348 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00007ff9413d8990 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00007ff9413d71e8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00007ff9413d7588 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00007ff9413d64d0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00007ff943f09bf0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACClientRequest
00007ff943f09d10 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00007ff943f09a70 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationAnalytics
00007ff943f09c50 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00007ff943f09b90 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00007ff943f09cb0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00007ff943f09ad0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00007ff943f09a10 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff943f09b30 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff90ede78a1 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00007ff90ede7992 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.21
00007ff90ede7a63 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24
00007ff90edff28d (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24.cold.1
00007ff90ede7ad8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.34
00007ff90edfbb8e (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00007ff90ede999c (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00007ff90edf0e19 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00007ff90edffb70 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00007ff90edf0f2d (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00007ff90edffbbc (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00007ff90edefd54 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00007ff90ede72e8 (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00007ff90ede9414 (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00007ff90edf0876 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00007ff90edf091f (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00007ff90edf1041 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00007ff90edffc08 (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00007ff90ede59a1 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00007ff90edf0bca (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00007ff90edffafe (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00007ff90ede861b (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00007ff90ede9c5c (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00007ff90edeb3cf (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00007ff90edf92c4 (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00007ff90edeebe1 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00007ff90edf8d8b (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00007ff90ede6375 (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00007ff90edea71f (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00007ff90ede57d3 (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00007ff90edea12a (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00007ff90ede821a (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00007ff90edeaccf (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00007ff90edf0cce (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00007ff90edf1380 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00007ff90edeb685 (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00007ff90ede4baa (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00007ff90ede87e1 (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00007ff90ede547d (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00007ff90edeb7c0 (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00007ff90edef6f7 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00007ff90edebafb (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00007ff90edef6d2 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90edef6e8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff90edeeb80 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00007ff90edf1482 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00007ff90ede84f5 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00007ff90edee385 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00007ff90ede56a7 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90ede6422 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90ede96ad (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90ede9bfc (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90edeaff9 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90edeb36f (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90edec1aa (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90edefcaa (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90edf14ad (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
00007ff9413d4090 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_c24?0"LAAnalytics"8"NSDictionary"16l
00007ff9413d41d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9413d46b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00007ff9413d4888 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9413d46f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00007ff9413d42f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9413d43d8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00007ff9413d4858 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00007ff9413d4270 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00007ff9413d4210 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00007ff9413d4240 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00007ff9413d4558 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00007ff9413d4180 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00007ff9413d4528 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00007ff9413d4728 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
00007ff9413d4388 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e5_v8?0l
00007ff9413d4358 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v20?0c8"NSError"12l
00007ff9413d47b8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff9413d4130 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e14_v32?0816*24l
00007ff9413d4478 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00007ff9413d4828 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32w40w_e29_v16?0"BridgeXPCConnection"8l
00007ff9413d4610 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48r_e24_v32?0"TADevice"8Q16*24l
00007ff9413d4448 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40w_e5_v8?0l
00007ff9413d42a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32w_e5_v8?0l
00007ff9413d40b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4160 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d41f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4338 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4408 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4428 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d44c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d44e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4508 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d45a8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d45c8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d45f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d4678 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9413d44a8 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9413d4658 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9413d42d0 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9413d40f0 (__DATA_CONST,__const) non-external ___block_literal_global.113
00007ff9413d47e8 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff9413d4808 (__DATA_CONST,__const) non-external ___block_literal_global.125
00007ff9413d43b8 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff9413d4588 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9413d4698 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff9413d46d8 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff9413d40d0 (__DATA_CONST,__const) non-external ___block_literal_global.67
00007ff9413d4758 (__DATA_CONST,__const) non-external ___block_literal_global.75
00007ff9413d4778 (__DATA_CONST,__const) non-external ___block_literal_global.78
00007ff9413d4798 (__DATA_CONST,__const) non-external ___block_literal_global.81
00007ff9413d41b0 (__DATA_CONST,__const) non-external ___block_literal_global.95
                 (undefined) external ___bzero (from libSystem)
00007ff90edf23d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90edf23f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90ede942a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90edeb804 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40w
00007ff90ede85bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90ede63d1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90ede8915 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90ede58ce (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90edef768 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00007ff90edea1ed (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90ede7972 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90edf8fb9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w40w
00007ff90ede85d3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90ede63e0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90ede58f3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90edef7ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff90edea21b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90ede7984 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90edf8fea (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w40w
00007ff90ede8521 (__TEXT,__text) non-external ___getSFApproveDiscoveryClass_block_invoke
00007ff90edefcd5 (__TEXT,__text) non-external ___getTADeviceClass_block_invoke
00007ff90edff8a7 (__TEXT,__text) non-external ___getTADeviceClass_block_invoke.cold.1
00007ff90edefbc5 (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke
00007ff90edff88e (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke.cold.1
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff943f09dd8 (__DATA,__bss) non-external __allocatedMem.0
00007ff943f09de0 (__DATA,__bss) non-external __allocatedMem.2
00007ff943f09de8 (__DATA,__bss) non-external __allocatedMem.3
00007ff943f09df8 (__DATA,__bss) non-external __connect
00007ff943528a78 (__DATA_DIRTY,__bss) non-external __currentRequest
00007ff90ee0bd98 (__TEXT,__const) non-external __currentVersion
00007ff943f09dc0 (__DATA,__bss) non-external __dfrStatus
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00007ff943f09dfc (__DATA,__bss) non-external __initialized
00007ff943528a70 (__DATA_DIRTY,__bss) non-external __lastRequestId
00007ff943f09d71 (__DATA,__data) non-external __logLevel
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff943528b48 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.onceToken
00007ff943528b40 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.storage
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff943f09db8 (__DATA,__bss) non-external __updateDFRStatus.onceToken
                 (undefined) external _abort_report_np (from libSystem)
00007ff90edf7726 (__TEXT,__text) non-external _aclRequiresPasscodeInternal
00007ff90edf14d8 (__TEXT,__text) external _acm_explicit_bzero
00007ff90edf14e7 (__TEXT,__text) external _acm_get_mem
00007ff90edffcad (__TEXT,__text) external _acm_mem_alloc
00007ff90edffc3c (__TEXT,__text) external _acm_mem_alloc_data
00007ff90edf14f4 (__TEXT,__text) external _acm_mem_alloc_info
00007ff90edffcd4 (__TEXT,__text) external _acm_mem_free
00007ff90edffc63 (__TEXT,__text) external _acm_mem_free_data
00007ff90edf1594 (__TEXT,__text) external _acm_mem_free_info
00007ff90ee110f0 (__TEXT,__dlopen_cstrs) non-external _audit_stringSharing
00007ff90ee11140 (__TEXT,__dlopen_cstrs) non-external _audit_stringTrustedAccessory
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_clear (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _ccgcm_context_size (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90edf2362 (__TEXT,__text) non-external _checkCCError
00007ff90edf2218 (__TEXT,__text) non-external _checkParameter
00007ff90ee02352 (__TEXT,__text) external _crypto_decryptText
00007ff90edf29ca (__TEXT,__text) non-external _crypto_decryptText_version1
00007ff90edf2bde (__TEXT,__text) non-external _crypto_decryptText_version2
00007ff90ee02527 (__TEXT,__text) external _crypto_deriveKeyAndDecryptData
00007ff90ee023e0 (__TEXT,__text) external _crypto_deriveKeyAndEncryptData
00007ff90ee022be (__TEXT,__text) external _crypto_encryptText
00007ff90edf2556 (__TEXT,__text) non-external _crypto_encryptText_version1
00007ff90edf277d (__TEXT,__text) non-external _crypto_encryptText_version2
00007ff90edf2317 (__TEXT,__text) external _crypto_encryptedTextLength
00007ff90ee0225c (__TEXT,__text) external _crypto_generateKey
00007ff90ee02010 (__TEXT,__text) external _crypto_generateKeyFromSharedInfo
00007ff90ee02673 (__TEXT,__text) external _crypto_generateRandomSaltLazily
00007ff90edf2338 (__TEXT,__text) external _crypto_plainTextLength
00007ff90edf1fc7 (__TEXT,__text) non-external _deserializeParameters
00007ff943528b58 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.hasPearl
00007ff943528a68 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.onceToken
00007ff943528a60 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.hasSep
00007ff943528a58 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.onceToken
00007ff943f09dc8 (__DATA,__bss) non-external _deviceHasTouchID.hasTouchID
00007ff943f09dd0 (__DATA,__bss) non-external _deviceHasTouchID.onceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_block_cancel (from libSystem)
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dispatch_block_testcancel (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
