00000001eada60b0 (__DATA,__data) non-external _C
00000001eada7c3c (__DATA,__bss) non-external _r_sort_b.bmin
00000001eada7c30 (__DATA,__bss) non-external _r_sort_b.count
00000001eada7c38 (__DATA,__bss) non-external _r_sort_b.nc
00000001eada7c28 (__DATA,__bss) non-external _r_sort_b_count
00000001803d1104 (__TEXT,__text) non-external _r_sort_count_allocate
00000001eada6298 (__DATA,__data) non-external _r_sort_count_control
00000001803cfca8 (__TEXT,__text) external _radixsort
00000001803a6d10 (__TEXT,__text) external _raise
00000001803754a8 (__TEXT,__text) external _rand
00000001eada62b4 (__DATA,__data) non-external _rand_deg
000000018037b388 (__TEXT,__text) external _rand_r
00000001eada62b8 (__DATA,__data) non-external _rand_sep
00000001eada62b0 (__DATA,__data) non-external _rand_type
0000000180373d0c (__TEXT,__text) external _random
00000001eada5f18 (__DATA,__data) non-external _randtbl
00000001803b445c (__TEXT,__text) non-external (was a private external) _rangematch
00000001803a5a90 (__TEXT,__text) non-external _raosnprintf
00000001803d90e4 (__TEXT,__text) external _rb_tree_count
000000018038ef60 (__TEXT,__text) external _rb_tree_find_node
00000001803d8f54 (__TEXT,__text) external _rb_tree_find_node_geq
00000001803d8fdc (__TEXT,__text) external _rb_tree_find_node_leq
000000018038ef50 (__TEXT,__text) external _rb_tree_init
000000018038efcc (__TEXT,__text) external _rb_tree_insert_node
00000001803d9064 (__TEXT,__text) external _rb_tree_iterate
00000001803d90f0 (__TEXT,__text) non-external _rb_tree_removal_rebalance
0000000180398a38 (__TEXT,__text) external _rb_tree_remove_node
000000018038f1a8 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00000001803e0eb8 (__TEXT,__const) non-external _rcsid
00000001803e0f07 (__TEXT,__const) non-external _rcsid
00000001803e0f51 (__TEXT,__const) non-external _rcsid
00000001803e104e (__TEXT,__const) non-external _rcsid
00000001803e1e88 (__TEXT,__const) non-external _rcsid
00000001803e1f4d (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00000001803b7428 (__TEXT,__text) external _readdir
00000001803b746c (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
00000001803b7524 (__TEXT,__text) external _readpassphrase
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00000001803d1428 (__TEXT,__text) external _realpath
00000001803779a4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00000001eceaea68 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00000001eceaea6c (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00000001eceaea48 (__DATA_DIRTY,__bss) non-external _realpath.rootdev
00000001eceaea44 (__DATA_DIRTY,__bss) non-external _realpath.rootdev_inited
00000001803b0dd4 (__TEXT,__text) non-external _rec_rdelete
00000001803e1d30 (__TEXT,__const) non-external _recargchar
00000001803e1d99 (__TEXT,__const) non-external _recargstring
0000000180377778 (__TEXT,__text) external _recv
0000000180377760 (__TEXT,__text) external _recv$NOCANCEL
000000018037cd60 (__TEXT,__text) external _regcomp
000000018037cd84 (__TEXT,__text) external _regcomp_l
00000001803de670 (__TEXT,__text) external _regerror
0000000180381e98 (__TEXT,__text) external _regexec
0000000180385cec (__TEXT,__text) external _regfree
0000000180394a64 (__TEXT,__text) external _register_printf_domain_function
00000001803a6784 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00000001803a6864 (__TEXT,__text) external _register_printf_domain_render_std
00000001803d924c (__TEXT,__text) external _regncomp
000000018037ce0c (__TEXT,__text) external _regncomp_l
0000000180381eac (__TEXT,__text) external _regnexec
00000001803d933c (__TEXT,__text) external _regwcomp
00000001803d92bc (__TEXT,__text) external _regwcomp_l
00000001803d93e4 (__TEXT,__text) external _regwexec
00000001803d9298 (__TEXT,__text) external _regwncomp
00000001803d9270 (__TEXT,__text) external _regwncomp_l
00000001803d93b4 (__TEXT,__text) external _regwnexec
000000018038dd50 (__TEXT,__text) external _remove
00000001803d1b7c (__TEXT,__text) external _remque
00000001e6b64f10 (__DATA_CONST,__const) non-external _rerrs
0000000180379e38 (__TEXT,__text) external _rewind
00000001803b7ad0 (__TEXT,__text) external _rewinddir
000000018037a550 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00000001eceb0298 (__DATA_DIRTY,__bss) non-external _rng
00000001803c4350 (__TEXT,__text) external _rpmatch
00000001eada5f00 (__DATA,__data) non-external _rptr
00000001803917e8 (__TEXT,__text) non-external _sappend
00000001eceae848 (__DATA_DIRTY,__bss) non-external _saved_categories
000000018039a300 (__TEXT,__text) external _sbrk
00000001eada7218 (__DATA,__bss) non-external _sbrk_curbrk
00000001eada7210 (__DATA,__bss) non-external _sbrk_needs_init
00000001eada5fb8 (__DATA,__data) non-external _sbrk_region_size
00000001803b7b50 (__TEXT,__text) external _scandir
00000001803d4eb8 (__TEXT,__text) external _scandir_b
00000001803c6300 (__TEXT,__text) external _scanf
00000001803c6380 (__TEXT,__text) external _scanf_l
00000001803e1388 (__TEXT,__const) non-external _sccsid
00000001803e13d0 (__TEXT,__const) non-external _sccsid
00000001803b7d04 (__TEXT,__text) external _seed48
00000001eada7ae0 (__DATA,__bss) non-external _seed48.sseed
00000001803b7d6c (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
000000018037776c (__TEXT,__text) external _send
0000000180377754 (__TEXT,__text) external _send$NOCANCEL
00000001803e1e54 (__TEXT,__const) non-external _seps
00000001eada7360 (__DATA,__bss) non-external _seq
00000001803a1398 (__TEXT,__text) non-external _set_asl
00000001803a16e4 (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00000001803c6410 (__TEXT,__text) external _setbuf
00000001803c6424 (__TEXT,__text) external _setbuffer
000000018036a13c (__TEXT,__text) external _setenv
00000001803a87ac (__TEXT,__text) external _sethostid
00000001803b7db8 (__TEXT,__text) external _sethostname
00000001803a7f08 (__TEXT,__text) external _setinvalidrune
00000001eada79fc (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00000001803c161c (__TEXT,__text) external _setipv4sourcefilter
00000001803de2e8 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
000000018039d878 (__TEXT,__text) external _setkey
00000001803925e8 (__TEXT,__text) external _setlinebuf
000000018036e364 (__TEXT,__text) external _setlocale
00000001803981c4 (__TEXT,__text) external _setlogin
00000001803b7f44 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00000001803a8820 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
0000000180391c7c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00000001803a8864 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00000001803a886c (__TEXT,__text) external _setruid
00000001803bd850 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00000001803c1898 (__TEXT,__text) external _setsourcefilter
00000001803d1364 (__TEXT,__text) external _setstate
00000001803a7420 (__TEXT,__text) external _settimeofday
000000018039ed6c (__TEXT,__text) external _setttyent
000000018036da1c (__TEXT,__text) non-external _settzname
000000018039f8b4 (__TEXT,__text) external _setusershell
00000001803d72c0 (__TEXT,__text) external _setutxent
00000001803a0fb4 (__TEXT,__text) external _setutxent_wtmp
000000018038f558 (__TEXT,__text) external _setvbuf
00000001803c28f0 (__TEXT,__text) non-external _sflush_locked
00000001803a7de8 (__TEXT,__text) non-external (was a private external) _sgetrune
00000001eada79f4 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00000001eada73d8 (__DATA,__bss) non-external _shells
000000018039c82c (__TEXT,__text) non-external _shiftLeftMP
000000018039c600 (__TEXT,__text) non-external _shiftRightMPWithRounding
00000001eada5d60 (__DATA,__data) non-external _sig_init_once
00000001eada7120 (__DATA,__bss) non-external _sig_key
00000001803ccd10 (__TEXT,__text) non-external _sig_keycreate
00000001eada7118 (__DATA,__bss) non-external _sig_keycreated
0000000180386194 (__TEXT,__text) external _sigaction
000000018039fe80 (__TEXT,__text) external _sigaddset
0000000180399f28 (__TEXT,__text) external _sigaltstack
000000018039a018 (__TEXT,__text) external _sigblock
000000018039fee0 (__TEXT,__text) external _sigdelset
000000018039fe64 (__TEXT,__text) external _sigemptyset
000000018039fe70 (__TEXT,__text) external _sigfillset
0000000180390088 (__TEXT,__text) external _sighold
000000018039a0f4 (__TEXT,__text) external _sigignore
00000001803b8634 (__TEXT,__text) external _siginterrupt
000000018039ff40 (__TEXT,__text) external _sigismember
0000000180386110 (__TEXT,__text) external _signal
0000000180386118 (__TEXT,__text) non-external _signal__
00000001eada7a58 (__DATA,__bss) non-external _signo
00000001803dc250 (__TEXT,__text) external _sigpause
000000018039a058 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00000001803900e4 (__TEXT,__text) external _sigrelse
000000018038ff84 (__TEXT,__text) external _sigset
0000000180399fd8 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
0000000180399f6c (__TEXT,__text) external _sigvec
0000000180399f74 (__TEXT,__text) non-external _sigvec__
000000018039f53c (__TEXT,__text) non-external _skip
00000001803b8760 (__TEXT,__text) external _sl_add
00000001803b8848 (__TEXT,__text) external _sl_find
00000001803b87d0 (__TEXT,__text) external _sl_free
00000001803b86ec (__TEXT,__text) external _sl_init
00000001803ddf24 (__TEXT,__text) non-external _sl_init.cold.1
00000001803ddf24 (__TEXT,__text) non-external _sl_init.cold.2
00000001eada7a50 (__DATA,__bss) non-external _slash
000000018037be8c (__TEXT,__text) external _sleep
000000018038cf74 (__TEXT,__text) external _sleep$NOCANCEL
00000001eada7358 (__DATA,__bss) non-external _slot
000000018037153c (__TEXT,__text) external _snprintf
00000001803714e8 (__TEXT,__text) external _snprintf_l
00000001803b9710 (__TEXT,__text) external _snvis
00000001803c15dc (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
0000000180377954 (__TEXT,__text) external _sprintf
0000000180385ab8 (__TEXT,__text) external _sprintf_l
00000001803a7e74 (__TEXT,__text) non-external (was a private external) _sputrune
00000001eada79f8 (__DATA,__bss) non-external _sputrune.warn_depreciated
00000001803d0694 (__TEXT,__text) external _sradixsort
000000018038d608 (__TEXT,__text) external _srand
000000018038ddc4 (__TEXT,__text) external _srand48
00000001803d1160 (__TEXT,__text) external _sranddev
0000000180373c28 (__TEXT,__text) external _srandom
000000018038b104 (__TEXT,__text) external _srandomdev
0000000180375510 (__TEXT,__text) external _sscanf
000000018036e82c (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00000001803a5d00 (__TEXT,__text) external _stat_with_subsystem
00000001eada62a8 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
000000018038f924 (__TEXT,__text) external _statvfs
000000018037bf1c (__TEXT,__text) non-external _statx1
00000001803a74cc (__TEXT,__text) external _statx_np
000000018037c11c (__TEXT,__text) non-external _statx_syscall
0000000180372ec8 (__TEXT,__text) external _stpcpy
0000000180371c28 (__TEXT,__text) external _stpncpy
00000001803b98d0 (__TEXT,__text) external _stravis
000000018036ba50 (__TEXT,__text) external _strcasecmp
000000018036ba74 (__TEXT,__text) external _strcasecmp_l
0000000180372abc (__TEXT,__text) external _strcasestr
0000000180372ae0 (__TEXT,__text) external _strcasestr_l
000000018036d368 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00000001803cc86c (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
000000018038ee20 (__TEXT,__text) external _strcoll
000000018038ee44 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00000001803773b0 (__TEXT,__text) external _strcspn
0000000180366564 (__TEXT,__text) external _strdup
00000001803b9968 (__TEXT,__text) external _strenvisx
0000000180377554 (__TEXT,__text) external _strerror
00000001803788e4 (__TEXT,__text) external _strerror_r
00000001803d80b8 (__TEXT,__text) external _strfmon
00000001803d8d5c (__TEXT,__text) external _strfmon_l
000000018038e4f8 (__TEXT,__text) external _strftime
0000000180384900 (__TEXT,__text) external _strftime_l
00000001eada73e0 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00000001803cc9a0 (__TEXT,__text) external _strmode
0000000180377784 (__TEXT,__text) external _strncasecmp
000000018036b8e8 (__TEXT,__text) external _strncasecmp_l
0000000180379d9c (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00000001803726e0 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00000001803665c4 (__TEXT,__text) external _strnstr
00000001803b95f8 (__TEXT,__text) external _strnunvis
00000001803b949c (__TEXT,__text) external _strnunvisx
00000001803ddf98 (__TEXT,__text) non-external _strnunvisx.cold.1
00000001803ddfc4 (__TEXT,__text) non-external _strnunvisx.cold.2
0000000180388dd0 (__TEXT,__text) external _strnvis
00000001803b9930 (__TEXT,__text) external _strnvisx
00000001803924cc (__TEXT,__text) external _strpbrk
00000001803cc820 (__TEXT,__text) external _strptime
000000018038b704 (__TEXT,__text) external _strptime_l
0000000180366660 (__TEXT,__text) external _strrchr
00000001803b9840 (__TEXT,__text) external _strsenvisx
0000000180377678 (__TEXT,__text) external _strsep
00000001803ccc38 (__TEXT,__text) external _strsignal
00000001803ccae4 (__TEXT,__text) external _strsignal_r
00000001803b97a4 (__TEXT,__text) external _strsnvis
00000001803b9810 (__TEXT,__text) external _strsnvisx
000000018037746c (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00000001803b976c (__TEXT,__text) external _strsvis
00000001803b97d0 (__TEXT,__text) external _strsvisx
000000018038a4b4 (__TEXT,__text) external _strtod
000000018036ba18 (__TEXT,__text) external _strtod_l
000000018039a430 (__TEXT,__text) external _strtoencf16
000000018039a504 (__TEXT,__text) external _strtoencf32
000000018039a7d0 (__TEXT,__text) external _strtoencf64
000000018039ac04 (__TEXT,__text) external _strtoencf64x
00000001803792c0 (__TEXT,__text) external _strtof
0000000180378460 (__TEXT,__text) external _strtof_l
00000001803a0044 (__TEXT,__text) external _strtofflags
00000001803d2424 (__TEXT,__text) external _strtoimax
0000000180370614 (__TEXT,__text) external _strtoimax_l
00000001803946c0 (__TEXT,__text) external _strtok
00000001eada7158 (__DATA,__bss) non-external _strtok.last
000000018037b500 (__TEXT,__text) external _strtok_r
000000018036e340 (__TEXT,__text) external _strtol
000000018036b310 (__TEXT,__text) external _strtol_l
0000000180396e54 (__TEXT,__text) external _strtold
0000000180398740 (__TEXT,__text) external _strtold_l
00000001803662d4 (__TEXT,__text) external _strtoll
00000001803662f8 (__TEXT,__text) external _strtoll_l
00000001803c34a8 (__TEXT,__text) external _strtonum
00000001803d2448 (__TEXT,__text) external _strtoq
00000001803d246c (__TEXT,__text) external _strtoq_l
000000018037240c (__TEXT,__text) external _strtoul
0000000180372430 (__TEXT,__text) external _strtoul_l
00000001803844a0 (__TEXT,__text) external _strtoull
00000001803844c4 (__TEXT,__text) external _strtoull_l
00000001803988f0 (__TEXT,__text) external _strtoumax
0000000180375560 (__TEXT,__text) external _strtoumax_l
00000001803860e0 (__TEXT,__text) external _strtouq
00000001803d2470 (__TEXT,__text) external _strtouq_l
00000001803b95e8 (__TEXT,__text) external _strunvis
00000001803b95d8 (__TEXT,__text) external _strunvisx
0000000180397868 (__TEXT,__text) external _strvis
00000001803b98ec (__TEXT,__text) external _strvisx
00000001803ccd50 (__TEXT,__text) external _strxfrm
00000001803ccd74 (__TEXT,__text) external _strxfrm_l
00000001eada7d18 (__DATA,__common) external _suboptarg
00000001eada7968 (__DATA,__bss) non-external _subsystem_root_path
00000001803b96b8 (__TEXT,__text) external _svis
00000001803ccec4 (__TEXT,__text) external _swab
00000001803c643c (__TEXT,__text) external _swprintf
00000001803c648c (__TEXT,__text) external _swprintf_l
00000001803c64b8 (__TEXT,__text) external _swscanf
00000001803c6508 (__TEXT,__text) external _swscanf_l
00000001803a6398 (__TEXT,__text) external _sxprintf
00000001803a6a48 (__TEXT,__text) external _sxprintf_exec
00000001803a81a4 (__TEXT,__text) external _sync_volume_np
00000001803e1ce7 (__TEXT,__const) non-external _syntax_error_str
00000001e6b63f98 (__DATA_CONST,__const) external _sys_errlist
00000001803e0e28 (__TEXT,__const) external _sys_nerr
00000001e6b64930 (__DATA_CONST,__const) external _sys_siglist
00000001e6b64830 (__DATA_CONST,__const) external _sys_signame
0000000180370a98 (__TEXT,__text) external _sysconf
000000018036a864 (__TEXT,__text) external _sysctl
000000018036aaac (__TEXT,__text) external _sysctlbyname
000000018039688c (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00000001803dc368 (__TEXT,__text) external _system
00000001803d2474 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00000001803dc328 (__TEXT,__text) external _tcdrain
00000001803b8b58 (__TEXT,__text) external _tcdrain$NOCANCEL
00000001803b8bf8 (__TEXT,__text) external _tcflow
00000001803b8b84 (__TEXT,__text) external _tcflush
000000018038a060 (__TEXT,__text) external _tcgetattr
0000000180388d70 (__TEXT,__text) external _tcgetpgrp
00000001803a729c (__TEXT,__text) external _tcgetsid
00000001803b8ad0 (__TEXT,__text) external _tcsendbreak
000000018039728c (__TEXT,__text) external _tcsetattr
0000000180397234 (__TEXT,__text) external _tcsetpgrp
0000000180397778 (__TEXT,__text) external _tdelete
00000001803b88a4 (__TEXT,__text) external _telldir
00000001803c6534 (__TEXT,__text) external _tempnam
00000001eada7350 (__DATA,__bss) non-external _tf
000000018039746c (__TEXT,__text) external _tfind
00000001803a0580 (__TEXT,__text) external _thread_stack_async_pcs
000000018037363c (__TEXT,__text) external _thread_stack_pcs
00000001eceae7e0 (__DATA_DIRTY,__data) non-external _threadsafe
000000018037183c (__TEXT,__text) external _time
000000018037c748 (__TEXT,__text) non-external _time2
00000001803cc63c (__TEXT,__text) external _time2posix
000000018037c7d8 (__TEXT,__text) non-external _time2sub
000000018038cf50 (__TEXT,__text) external _timegm
00000001803cc608 (__TEXT,__text) external _timelocal
00000001803cc618 (__TEXT,__text) external _timeoff
00000001803b8c9c (__TEXT,__text) external _times
00000001803d2dec (__TEXT,__text) external _timespec_get
000000018036dea4 (__TEXT,__text) non-external _timesub
00000001eceb0328 (__DATA_DIRTY,__common) external _timezone
0000000180384724 (__TEXT,__text) external _timingsafe_bcmp
00000001eada7bb8 (__DATA,__bss) non-external _tm
0000000180396934 (__TEXT,__text) non-external _tmcomp
00000001803c6798 (__TEXT,__text) external _tmpfile
00000001803c68e4 (__TEXT,__text) external _tmpnam
00000001eada7ba0 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001eada7ba8 (__DATA,__bss) non-external _tmpnam_buf
00000001803c69ec (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001eada6270 (__DATA,__data) non-external _tmpnam_buf_control
00000001803e0e80 (__TEXT,__const) non-external _tmundef
00000001803a2384 (__TEXT,__text) external _toascii
0000000180392554 (__TEXT,__text) external _tolower
00000001803a2f74 (__TEXT,__text) external _tolower_l
00000001eada7a28 (__DATA,__bss) non-external _toprec
00000001eada7a30 (__DATA,__bss) non-external _topreclen
00000001803a238c (__TEXT,__text) external _toupper
00000001803a2f94 (__TEXT,__text) external _toupper_l
00000001803bf970 (__TEXT,__text) external _towctrans
00000001803bf890 (__TEXT,__text) external _towctrans_l
00000001803a3478 (__TEXT,__text) external _towlower
00000001803a3a94 (__TEXT,__text) external _towlower_l
00000001803a34b8 (__TEXT,__text) external _towupper
00000001803a3ab4 (__TEXT,__text) external _towupper_l
000000018036d670 (__TEXT,__text) non-external _transtime
000000018038136c (__TEXT,__text) non-external _tre_add_tag_left
00000001803d9fcc (__TEXT,__text) non-external _tre_add_tag_right
000000018037f970 (__TEXT,__text) non-external _tre_add_tags
000000018037f924 (__TEXT,__text) external _tre_ast_new_catenation
000000018037f708 (__TEXT,__text) external _tre_ast_new_iter
000000018037f4b4 (__TEXT,__text) external _tre_ast_new_literal
000000018037f500 (__TEXT,__text) external _tre_ast_new_node
000000018037f6bc (__TEXT,__text) external _tre_ast_new_union
00000001803819c0 (__TEXT,__text) non-external _tre_ast_to_tnfa
000000018037cfb4 (__TEXT,__text) external _tre_compile
00000001803d991c (__TEXT,__text) non-external _tre_compute_nfl
00000001803992dc (__TEXT,__text) non-external _tre_copy_ast
00000001803d9418 (__TEXT,__text) non-external _tre_expand_ast
00000001803dc124 (__TEXT,__text) non-external _tre_expand_macro
0000000180385ae4 (__TEXT,__text) external _tre_fill_pmatch
0000000180385cf0 (__TEXT,__text) external _tre_free
00000001e6b656d8 (__DATA_CONST,__const) non-external _tre_macros
0000000180381ab8 (__TEXT,__text) non-external _tre_make_trans
0000000180381ef0 (__TEXT,__text) non-external _tre_match
0000000180381430 (__TEXT,__text) non-external _tre_match_empty
000000018037f588 (__TEXT,__text) external _tre_mem_alloc_impl
0000000180381dfc (__TEXT,__text) external _tre_mem_destroy
000000018037d780 (__TEXT,__text) external _tre_mem_new_impl
00000001803811d4 (__TEXT,__text) non-external _tre_merge_branches
000000018037f864 (__TEXT,__text) non-external _tre_new_item
000000018037d7b4 (__TEXT,__text) external _tre_parse
00000001803990d4 (__TEXT,__text) non-external _tre_parse_bound
00000001803975a8 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00000001803dc1b4 (__TEXT,__text) non-external _tre_search_cnames
0000000180396440 (__TEXT,__text) non-external _tre_set_empty
000000018039647c (__TEXT,__text) non-external _tre_set_one
000000018038163c (__TEXT,__text) non-external _tre_set_union
0000000180381e5c (__TEXT,__text) external _tre_stack_destroy
000000018037d6f4 (__TEXT,__text) external _tre_stack_new
000000018037f3bc (__TEXT,__text) external _tre_stack_num_objects
000000018037f498 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
000000018037f90c (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
000000018037f3cc (__TEXT,__text) non-external _tre_stack_push
000000018037f3c4 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
000000018037f6b8 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00000001803da090 (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001803820ac (__TEXT,__text) external _tre_tnfa_run_parallel
00000001803d26f0 (__TEXT,__text) non-external _trecurse
00000001803c3030 (__TEXT,__text) non-external _tryflush
00000001803974f8 (__TEXT,__text) external _tsearch
00000001803922cc (__TEXT,__text) external _ttyname
00000001eceb02e8 (__DATA_DIRTY,__bss) non-external _ttyname_init
00000001eceb02f0 (__DATA_DIRTY,__bss) non-external _ttyname_key
00000001eceae7f0 (__DATA_DIRTY,__data) non-external _ttyname_lock
00000001803923f8 (__TEXT,__text) external _ttyname_r
00000001803b8de4 (__TEXT,__text) external _ttyslot
00000001803d26dc (__TEXT,__text) external _twalk
000000018036d3bc (__TEXT,__text) non-external _typesequiv
000000018036c380 (__TEXT,__text) non-external _tzload
00000001eceadaf8 (__DATA_DIRTY,__data) external _tzname
000000018036cca8 (__TEXT,__text) non-external _tzparse
0000000180371534 (__TEXT,__text) external _tzset
00000001803cc5f4 (__TEXT,__text) external _tzsetwall
000000018036c148 (__TEXT,__text) non-external _tzsetwall_basic
00000001803b8dec (__TEXT,__text) external _ualarm
00000001eada5d80 (__DATA,__data) non-external _uglue
00000001803b8e78 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001803a75f8 (__TEXT,__text) external _umaskx_np
0000000180379110 (__TEXT,__text) external _uname
00000001803e1cf4 (__TEXT,__const) non-external _unbound_variable_str
000000018039c0b4 (__TEXT,__text) non-external _underflow
000000018038a554 (__TEXT,__text) external _ungetc
00000001803c6ac0 (__TEXT,__text) external _ungetwc
00000001803c6b40 (__TEXT,__text) external _ungetwc_l
00000001eada7c80 (__DATA,__bss) non-external _union_arg_queue
00000001eada7300 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
0000000180388bf4 (__TEXT,__text) external _unlockpt
000000018036ab7c (__TEXT,__text) external _unsetenv
00000001803b8f10 (__TEXT,__text) external _unvis
00000001803ddf40 (__TEXT,__text) non-external _unvis.cold.1
00000001803ddf6c (__TEXT,__text) non-external _unvis.cold.2
0000000180378f6c (__TEXT,__text) external _uselocale
0000000180372c40 (__TEXT,__text) external _usleep
00000001803b9600 (__TEXT,__text) external _usleep$NOCANCEL
00000001eceaf850 (__DATA_DIRTY,__bss) non-external _usual
00000001eceaea78 (__DATA_DIRTY,__bss) non-external _usual_extra
00000001803b9650 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001e6b64548 (__DATA_CONST,__const) non-external _utmpx_types
00000001803d7fb8 (__TEXT,__text) external _utmpxname
000000018036bc1c (__TEXT,__text) external _uuid_clear
000000018037158c (__TEXT,__text) external _uuid_compare
000000018036a7a4 (__TEXT,__text) external _uuid_copy
0000000180377718 (__TEXT,__text) external _uuid_generate
0000000180373b88 (__TEXT,__text) external _uuid_generate_random
00000001803a6f94 (__TEXT,__text) external _uuid_generate_time
00000001eada79c0 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001eada79b8 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001803775e8 (__TEXT,__text) external _uuid_is_null
0000000180372690 (__TEXT,__text) external _uuid_pack
00000001803722b0 (__TEXT,__text) external _uuid_parse
000000018037164c (__TEXT,__text) external _uuid_unpack
0000000180377610 (__TEXT,__text) external _uuid_unparse
000000018038d618 (__TEXT,__text) external _uuid_unparse_lower
00000001803718a0 (__TEXT,__text) external _uuid_unparse_upper
00000001e6b647e0 (__DATA_CONST,__const) non-external _validlist
0000000180366688 (__TEXT,__text) external _vasprintf
0000000180372c24 (__TEXT,__text) external _vasprintf_l
0000000180394b44 (__TEXT,__text) external _vasxprintf
00000001803a6ad4 (__TEXT,__text) external _vasxprintf_exec
0000000180392924 (__TEXT,__text) external _vdprintf
0000000180392908 (__TEXT,__text) external _vdprintf_l
00000001803a6428 (__TEXT,__text) external _vdxprintf
00000001803a6af0 (__TEXT,__text) external _vdxprintf_exec
00000001803ddbb4 (__TEXT,__text) external _verr
00000001803ddac0 (__TEXT,__text) external _verrc
00000001803ddc2c (__TEXT,__text) external _verrx
00000001803a7368 (__TEXT,__text) external _vfork
0000000180397f24 (__TEXT,__text) external _vfprintf
0000000180377050 (__TEXT,__text) external _vfprintf_l
00000001803c6fd4 (__TEXT,__text) external _vfscanf
00000001803c70a0 (__TEXT,__text) external _vfscanf_l
00000001803c9b50 (__TEXT,__text) external _vfwprintf
00000001803c71a4 (__TEXT,__text) external _vfwprintf_l
00000001803ca23c (__TEXT,__text) external _vfwscanf
00000001803cb948 (__TEXT,__text) external _vfwscanf_l
00000001803a6440 (__TEXT,__text) external _vfxprintf
00000001803a6b0c (__TEXT,__text) external _vfxprintf_exec
00000001803978a4 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
