00000001c1153b48 (__TEXT,__text) non-external +[Cube initialize]
00000001c0f38780 (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00000001c0f3895c (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00000001c0f38908 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00000001c0f39028 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00000001c0f3b448 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00000001c0f3a610 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00000001c0f387d8 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00000001c0f388b0 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00000001c0f3aac8 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00000001c0f3a19c (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00000001c0f3b3f0 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00000001c0f3c814 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00000001c0f3c7a8 (__TEXT,__text) non-external +[MPClusterController sharedController]
00000001c0ef2ff8 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00000001c0ef2ff0 (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00000001c0f44908 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00000001c0f4489c (__TEXT,__text) non-external +[MPCropController sharedController]
00000001c0f4b460 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00000001c0f4b2ec (__TEXT,__text) non-external +[MPDocument initialize]
00000001c0f4b4c8 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00000001c0f4b1e4 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00000001c0f54a8c (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00000001c0f4b4ac (__TEXT,__text) non-external +[MPDocument readableTypes]
00000001c0f4b458 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00000001c0f4b058 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00000001c0f4b078 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00000001c0f54a1c (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00000001c0f4b490 (__TEXT,__text) non-external +[MPDocument writableTypes]
00000001c0f54b04 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00000001c0f54b64 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00000001c0f54ba8 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00000001c0f54bf4 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00000001c0f54c40 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00000001c0f54afc (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00000001c0f5fb34 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00000001c0f5fb64 (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00000001c0f5ff3c (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00000001c0f64f40 (__TEXT,__text) non-external +[MPEffectManager initialize]
00000001c0f64ff4 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00000001c0f64f78 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00000001c0f68c4c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00000001c0f69d3c (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00000001c0f6a124 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00000001c0f6a314 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00000001c0f69ae0 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00000001c0f69a8c (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00000001c0f69aa8 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00000001c0f69ac4 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00000001c0f6a478 (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00000001c0f6a470 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00000001c0f6c6c0 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00000001c0f6c644 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00000001c0f6d7c0 (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00000001c0f6e360 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00000001c0f6e358 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00000001c0f6ef94 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00000001c0f6ef18 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00000001c0f6f7e8 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00000001c0ef4714 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00000001c0ef470c (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00000001c0f70778 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00000001c0f70808 (__TEXT,__text) non-external +[MPLayer effectLayer]
00000001c0f707a8 (__TEXT,__text) non-external +[MPLayer layer]
00000001c0f707d8 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00000001c0f70838 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00000001c0f76b70 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00000001c0f76bb4 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00000001c0f76c00 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00000001c0f76c4c (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00000001c0f7cee8 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00000001c0f7cf78 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00000001c0f898f8 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00000001c0f8e184 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00000001c0f8e15c (__TEXT,__text) non-external +[MPSlide slide]
00000001c0f8e154 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00000001c0f94f34 (__TEXT,__text) non-external +[MPSong songWithPath:]
00000001c0f94ef0 (__TEXT,__text) non-external +[MPSong songWithURL:]
00000001c0f94ec8 (__TEXT,__text) non-external +[MPSong song]
00000001c0f94ec0 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00000001c0f96718 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00000001c0f9669c (__TEXT,__text) non-external +[MPSongManager sharedManager]
00000001c0ef4264 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00000001c0ef425c (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00000001c0f97708 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00000001c0edf070 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00000001c0f99668 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00000001c0f9b610 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00000001c0f9b618 (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00000001c0f9db04 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00000001c0f9dac0 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00000001c0ef4b48 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00000001c0ef4b50 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00000001c0f9f728 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00000001c0f9f6ac (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00000001c0fa0540 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00000001c0fa4f10 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00000001c0fa76a0 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00000001c0fa4920 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00000001c0fa4a08 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00000001c0fa420c (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00000001c0fa3604 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00000001c0fa2ebc (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00000001c0fa38cc (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00000001c0fa4700 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00000001c0fa4810 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00000001c0fa7858 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00000001c0fa5d3c (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00000001c0fa6138 (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00000001c0fa609c (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00000001c0fa70fc (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00000001c0fa6fa0 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00000001c0fa71f8 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00000001c0fa7178 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00000001c0fa3d04 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00000001c0fa3c14 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00000001c0fa4018 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00000001c0fa6e18 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00000001c0fa67b0 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00000001c0fa66b8 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00000001c0fa5628 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00000001c0fa6d14 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00000001c0fa5fac (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00000001c0fa6a08 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00000001c0fa2bfc (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00000001c0fa2d24 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00000001c0fa8298 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00000001c0fa83a8 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00000001c0fa85f4 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00000001c0fa8690 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00000001c0fa8e04 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00000001c0fa8244 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00000001c0fa81b8 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00000001c0fa8b40 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00000001c0fa8ff0 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00000001c0fa9230 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00000001c0fa8728 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00000001c0fa88c0 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00000001c0fa7d30 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00000001c0fa8680 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00000001c0fa9308 (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00000001c0fa8b10 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00000001c0fa8724 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00000001c0fa8594 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00000001c0fa81f4 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00000001c0fa8148 (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00000001c0efb224 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00000001c0efa9f0 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00000001c0efac34 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00000001c0efaa50 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00000001c0efab70 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00000001c0efa9f8 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00000001c0efab30 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00000001c0efb360 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00000001c0fac894 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00000001c0fac90c (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00000001c0fac900 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00000001c115e1e4 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00000001c0fb3d5c (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00000001c0fb3d6c (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00000001c0fb3f7c (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00000001c0fb4444 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00000001c0fb3f8c (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00000001c0fb419c (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00000001c0fb6358 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c0fb6360 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00000001c0fb6350 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00000001c0fb5da4 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00000001c0fb6fb4 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001c0fb6fbc (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001c1103d9c (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c1103d94 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00000001c1107570 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00000001c1107578 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00000001c11338a8 (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00000001c1133068 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c1133060 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00000001c1132120 (__TEXT,__text) non-external +[MREffectDateline initialize]
00000001c1133170 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00000001c1133568 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00000001c10fe9c4 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c10fe9bc (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00000001c10fe52c (__TEXT,__text) non-external +[MREffectFlipup initialize]
00000001c1144624 (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00000001c11435a4 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00000001c11435ac (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00000001c11435b4 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00000001c112e3d0 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
