00000001d71fa898 (__DATA,__data) non-external _C
000000018b4f6324 (__TEXT,__text) external _setbuf
000000018b527ffc (__TEXT,__text) external _setbuffer
000000018b4f4a04 (__TEXT,__text) external _setenv
000000018b506dd0 (__TEXT,__text) external _sethostid
000000018b518464 (__TEXT,__text) external _sethostname
000000018b522dd0 (__TEXT,__text) external _setipv4sourcefilter
000000018b5480d8 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
000000018b4fc77c (__TEXT,__text) external _setkey
000000018b528014 (__TEXT,__text) external _setlinebuf
000000018b4de870 (__TEXT,__text) external _setlocale
000000018b4f9334 (__TEXT,__text) external _setlogin
000000018b5185c4 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
000000018b506e18 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018b518c7c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
000000018b506e5c (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
000000018b506e64 (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
000000018b52303c (__TEXT,__text) external _setsourcefilter
000000018b5359e8 (__TEXT,__text) external _setstate
000000018b506610 (__TEXT,__text) external _settimeofday
000000018b4fd678 (__TEXT,__text) external _setttyent
000000018b4ecc38 (__TEXT,__text) non-external _settzname
000000018b4fe1a0 (__TEXT,__text) external _setusershell
000000018b4faa14 (__TEXT,__text) external _setutxent
000000018b4ff500 (__TEXT,__text) external _setutxent_wtmp
000000018b4f17b4 (__TEXT,__text) external _setvbuf
000000018b52411c (__TEXT,__text) non-external _sflush_locked
00000001d71fbb20 (__DATA,__bss) non-external _shells
00000001d71faa90 (__DATA,__data) non-external _sig_init_once
00000001d71fc548 (__DATA,__bss) non-external _sig_key
000000018b4f79d4 (__TEXT,__text) non-external _sig_keycreate
00000001d71fc540 (__DATA,__bss) non-external _sig_keycreated
000000018b4e8674 (__TEXT,__text) external _sigaction
000000018b4fe79c (__TEXT,__text) external _sigaddset
000000018b4fb290 (__TEXT,__text) external _sigaltstack
000000018b4fb388 (__TEXT,__text) external _sigblock
000000018b4fe7f8 (__TEXT,__text) external _sigdelset
000000018b4fe780 (__TEXT,__text) external _sigemptyset
000000018b4fe78c (__TEXT,__text) external _sigfillset
000000018b4fb45c (__TEXT,__text) external _sighold
000000018b4fb50c (__TEXT,__text) external _sigignore
000000018b518d28 (__TEXT,__text) external _siginterrupt
000000018b4fe854 (__TEXT,__text) external _sigismember
000000018b4e89d0 (__TEXT,__text) external _signal
000000018b4eb748 (__TEXT,__text) non-external _signal__
00000001d71fc248 (__DATA,__bss) non-external _signo
000000018b5465f4 (__TEXT,__text) external _sigpause
000000018b4fb3c8 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
000000018b4fb4b4 (__TEXT,__text) external _sigrelse
000000018b4fb530 (__TEXT,__text) external _sigset
000000018b4fb348 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
000000018b4fb2dc (__TEXT,__text) external _sigvec
000000018b4fb2e4 (__TEXT,__text) non-external _sigvec__
000000018b4fde50 (__TEXT,__text) non-external _skip
00000001d71fabf4 (__DATA,__data) external _skip
000000018b518e2c (__TEXT,__text) external _sl_add
000000018b518f30 (__TEXT,__text) external _sl_find
000000018b518ea4 (__TEXT,__text) external _sl_free
000000018b518dd8 (__TEXT,__text) external _sl_init
000000018b547e00 (__TEXT,__text) non-external _sl_init.cold.1
000000018b547e1c (__TEXT,__text) non-external _sl_init.cold.2
00000001d71fc228 (__DATA,__bss) non-external _slash
000000018b4e9354 (__TEXT,__text) external _sleep
000000018b4f0a7c (__TEXT,__text) external _sleep$NOCANCEL
00000001d71fbaa0 (__DATA,__bss) non-external _slot
000000018b4d6598 (__TEXT,__text) external _snprintf
000000018b4d5698 (__TEXT,__text) external _snprintf_l
000000018b51a1a8 (__TEXT,__text) external _snvis
000000018b522d90 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
000000018b4da1fc (__TEXT,__text) external _sprintf
000000018b4f4394 (__TEXT,__text) external _sprintf_l
000000018b535068 (__TEXT,__text) external _sradixsort
000000018b535628 (__TEXT,__text) external _srand
000000018b4f6d1c (__TEXT,__text) external _srand48
000000018b535638 (__TEXT,__text) external _sranddev
000000018b5356c8 (__TEXT,__text) external _srandom
000000018b4f4c1c (__TEXT,__text) external _srandomdev
000000018b4da6ec (__TEXT,__text) external _sscanf
000000018b4eee44 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
000000018b50466c (__TEXT,__text) external _stat_with_subsystem
00000001d71faad8 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
000000018b4fa554 (__TEXT,__text) external _statvfs
000000018b4f5db0 (__TEXT,__text) non-external _statx1
000000018b50669c (__TEXT,__text) external _statx_np
000000018b4f2080 (__TEXT,__text) non-external _statx_syscall
000000018b4f4d10 (__TEXT,__text) external _stpcpy
000000018b4dc9ac (__TEXT,__text) external _stpncpy
000000018b4deca0 (__TEXT,__text) external _strcasecmp
000000018b4d755c (__TEXT,__text) external _strcasecmp_l
000000018b4e9330 (__TEXT,__text) external _strcasestr
000000018b4f78dc (__TEXT,__text) external _strcasestr_l
000000018b4f6538 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
000000018b4f92f8 (__TEXT,__text) external _strcoll
000000018b4de764 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
000000018b4d7488 (__TEXT,__text) external _strcspn
000000018b4d6354 (__TEXT,__text) external _strdup
000000018b51a460 (__TEXT,__text) external _strenvisx
000000018b4d9294 (__TEXT,__text) external _strerror
000000018b4d8e9c (__TEXT,__text) external _strerror_r
000000018b53cba8 (__TEXT,__text) external _strfmon
000000018b53d928 (__TEXT,__text) external _strfmon_l
000000018b4f1de8 (__TEXT,__text) external _strftime
000000018b4f101c (__TEXT,__text) external _strftime_l
00000001d71fbb28 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
000000018b531980 (__TEXT,__text) external _strmode
000000018b4d830c (__TEXT,__text) external _strncasecmp
000000018b4e12f4 (__TEXT,__text) external _strncasecmp_l
000000018b4dc504 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
000000018b4e9b98 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
000000018b4d73ec (__TEXT,__text) external _strnstr
000000018b51a08c (__TEXT,__text) external _strnunvis
000000018b519f08 (__TEXT,__text) external _strnunvisx
000000018b547e90 (__TEXT,__text) non-external _strnunvisx.cold.1
000000018b547ebc (__TEXT,__text) non-external _strnunvisx.cold.2
000000018b547ee8 (__TEXT,__text) non-external _strnunvisx.cold.3
000000018b51a3dc (__TEXT,__text) external _strnvis
000000018b51a42c (__TEXT,__text) external _strnvisx
000000018b4f1c14 (__TEXT,__text) external _strpbrk
000000018b52f818 (__TEXT,__text) external _strptime
000000018b52f83c (__TEXT,__text) external _strptime_l
000000018b4d7a44 (__TEXT,__text) external _strrchr
000000018b51a2dc (__TEXT,__text) external _strsenvisx
000000018b4eee8c (__TEXT,__text) external _strsep
000000018b4eae08 (__TEXT,__text) external _strsignal
000000018b4e8464 (__TEXT,__text) external _strsignal_r
000000018b51a298 (__TEXT,__text) external _strsnvis
000000018b4e9474 (__TEXT,__text) external _strsnvisx
000000018b4d68a8 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
000000018b51a204 (__TEXT,__text) external _strsvis
000000018b51a2c0 (__TEXT,__text) external _strsvisx
000000018b4e9c08 (__TEXT,__text) external _strtod
000000018b4daccc (__TEXT,__text) external _strtod_l
000000018b54a3e8 (__TEXT,__const) non-external _strtod_l.fpi
000000018b54a3fc (__TEXT,__const) non-external _strtod_l.fpinan
000000018b4f325c (__TEXT,__text) external _strtof
000000018b4f119c (__TEXT,__text) external _strtof_l
000000018b54a49c (__TEXT,__const) non-external _strtof_l.fpi0
000000018b4fe944 (__TEXT,__text) external _strtofflags
000000018b5369f4 (__TEXT,__text) external _strtoimax
000000018b4f1980 (__TEXT,__text) external _strtoimax_l
000000018b531b44 (__TEXT,__text) external _strtok
00000001d71fc550 (__DATA,__bss) non-external _strtok.last
000000018b4f4734 (__TEXT,__text) external _strtok_r
000000018b4ea3e4 (__TEXT,__text) external _strtol
000000018b4dc720 (__TEXT,__text) external _strtol_l
000000018b537990 (__TEXT,__text) external _strtold
000000018b537994 (__TEXT,__text) external _strtold_l
000000018b4f535c (__TEXT,__text) external _strtoll
000000018b4d7780 (__TEXT,__text) external _strtoll_l
000000018b524d78 (__TEXT,__text) external _strtonum
000000018b4f1410 (__TEXT,__text) external _strtoq
000000018b536a18 (__TEXT,__text) external _strtoq_l
000000018b4e8650 (__TEXT,__text) external _strtoul
000000018b4d7aa8 (__TEXT,__text) external _strtoul_l
000000018b4f4458 (__TEXT,__text) external _strtoull
000000018b4f01d4 (__TEXT,__text) external _strtoull_l
000000018b536a1c (__TEXT,__text) external _strtoumax
000000018b4f5a28 (__TEXT,__text) external _strtoumax_l
000000018b4ecee0 (__TEXT,__text) external _strtouq
000000018b536a40 (__TEXT,__text) external _strtouq_l
000000018b51a07c (__TEXT,__text) external _strunvis
000000018b51a06c (__TEXT,__text) external _strunvisx
000000018b51a3c4 (__TEXT,__text) external _strvis
000000018b51a40c (__TEXT,__text) external _strvisx
000000018b531e14 (__TEXT,__text) external _strxfrm
000000018b531b50 (__TEXT,__text) external _strxfrm_l
00000001d71fc618 (__DATA,__common) external _suboptarg
00000001d71fc0a8 (__DATA,__bss) non-external _subsystem_root_path
000000018b51a150 (__TEXT,__text) external _svis
000000018b531e38 (__TEXT,__text) external _swab
000000018b528024 (__TEXT,__text) external _swprintf
000000018b528074 (__TEXT,__text) external _swprintf_l
000000018b5280a0 (__TEXT,__text) external _swscanf
000000018b5280f0 (__TEXT,__text) external _swscanf_l
000000018b504d34 (__TEXT,__text) external _sxprintf
000000018b505568 (__TEXT,__text) external _sxprintf_exec
000000018b506ab8 (__TEXT,__text) external _sync_volume_np
00000001d253c5b0 (__DATA_CONST,__const) external _sys_errlist
000000018b54a028 (__TEXT,__const) external _sys_nerr
00000001d253d030 (__DATA_CONST,__const) external _sys_siglist
00000001d253cf30 (__DATA_CONST,__const) external _sys_signame
000000018b4e4424 (__TEXT,__text) external _sysconf
000000018b4d8a24 (__TEXT,__text) external _sysctl
000000018b4df910 (__TEXT,__text) external _sysctlbyname
000000018b4fa484 (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog (from libsystem_asl)
000000018b546814 (__TEXT,__text) external _system
000000018b536a44 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
000000018b5467c0 (__TEXT,__text) external _tcdrain
000000018b519530 (__TEXT,__text) external _tcdrain$NOCANCEL
000000018b5195d0 (__TEXT,__text) external _tcflow
000000018b51955c (__TEXT,__text) external _tcflush
000000018b4ec860 (__TEXT,__text) external _tcgetattr
000000018b4fa878 (__TEXT,__text) external _tcgetpgrp
000000018b5062b0 (__TEXT,__text) external _tcgetsid
000000018b5194a8 (__TEXT,__text) external _tcsendbreak
000000018b4f0f38 (__TEXT,__text) external _tcsetattr
000000018b4f4250 (__TEXT,__text) external _tcsetpgrp
000000018b536c8c (__TEXT,__text) external _tdelete
000000018b5192f8 (__TEXT,__text) external _telldir
000000018b52811c (__TEXT,__text) external _tempnam
00000001d71fba98 (__DATA,__bss) non-external _tf
000000018b536d84 (__TEXT,__text) external _tfind
00000001d71fc1ac (__DATA,__bss) non-external _thermalLevelsReady
000000018b4e33bc (__TEXT,__text) external _thread_stack_async_pcs
000000018b4fa530 (__TEXT,__text) external _thread_stack_pcs
00000001d95b86d0 (__DATA_DIRTY,__data) non-external _threadsafe
000000018b4d89c0 (__TEXT,__text) external _time
000000018b52f3a0 (__TEXT,__text) non-external _time2
000000018b52f508 (__TEXT,__text) external _time2posix
000000018b4f7fb8 (__TEXT,__text) non-external _time2sub
000000018b52f4c0 (__TEXT,__text) external _timegm
000000018b52f4b0 (__TEXT,__text) external _timelocal
000000018b52f4e4 (__TEXT,__text) external _timeoff
000000018b4d6978 (__TEXT,__text) external _times
000000018b537998 (__TEXT,__text) external _timespec_get
000000018b4d5ebc (__TEXT,__text) non-external _timesub
00000001d95b9c40 (__DATA_DIRTY,__common) external _timezone
000000018b4f16d8 (__TEXT,__text) external _timingsafe_bcmp
000000018b54a410 (__TEXT,__const) non-external _tinytens
00000001d71fc4e8 (__DATA,__bss) non-external _tm
000000018b5282e0 (__TEXT,__text) external _tmpfile
000000018b52842c (__TEXT,__text) external _tmpnam
00000001d71fc380 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001d71fc388 (__DATA,__bss) non-external _tmpnam_buf
000000018b5284e0 (__TEXT,__text) non-external _tmpnam_buf_allocate
00000001d71faa68 (__DATA,__data) non-external _tmpnam_buf_control
000000018b54a068 (__TEXT,__const) non-external _tmundef
000000018b50069c (__TEXT,__text) external _toascii
00000001d71fc180 (__DATA,__bss) non-external _tokens
000000018b5006a4 (__TEXT,__text) external _tolower
000000018b5012ac (__TEXT,__text) external _tolower_l
00000001d71fc200 (__DATA,__bss) non-external _toprec
00000001d71fc208 (__DATA,__bss) non-external _topreclen
000000018b5006e0 (__TEXT,__text) external _toupper
000000018b5012cc (__TEXT,__text) external _toupper_l
000000018b5212f4 (__TEXT,__text) external _towctrans
000000018b521210 (__TEXT,__text) external _towctrans_l
000000018b5017c4 (__TEXT,__text) external _towlower
000000018b501dd4 (__TEXT,__text) external _towlower_l
000000018b501800 (__TEXT,__text) external _towupper
000000018b501df4 (__TEXT,__text) external _towupper_l
000000018b4e47d8 (__TEXT,__text) non-external _transtime
000000018b54149c (__TEXT,__text) non-external _tre_add_tag_left
000000018b5413d8 (__TEXT,__text) non-external _tre_add_tag_right
000000018b53f7e8 (__TEXT,__text) non-external _tre_add_tags
000000018b53e4d0 (__TEXT,__text) external _tre_ast_new_catenation
000000018b53e420 (__TEXT,__text) external _tre_ast_new_iter
000000018b53e3d4 (__TEXT,__text) external _tre_ast_new_literal
000000018b53e34c (__TEXT,__text) external _tre_ast_new_node
000000018b53e484 (__TEXT,__text) external _tre_ast_new_union
000000018b540fc0 (__TEXT,__text) non-external _tre_ast_to_tnfa
000000018b53e51c (__TEXT,__text) external _tre_compile
000000018b541560 (__TEXT,__text) non-external _tre_copy_ast
000000018b53df5c (__TEXT,__text) external _tre_fill_pmatch
000000018b5410b8 (__TEXT,__text) external _tre_free
00000001d253dd70 (__DATA_CONST,__const) non-external _tre_macros
000000018b541e7c (__TEXT,__text) non-external _tre_make_trans
000000018b4f447c (__TEXT,__text) non-external _tre_match
000000018b541c64 (__TEXT,__text) non-external _tre_match_empty
000000018b5442bc (__TEXT,__text) external _tre_mem_alloc_impl
000000018b54425c (__TEXT,__text) external _tre_mem_destroy
000000018b544238 (__TEXT,__text) external _tre_mem_new_impl
000000018b541238 (__TEXT,__text) non-external _tre_merge_branches
000000018b546388 (__TEXT,__text) non-external _tre_new_item
000000018b5443d4 (__TEXT,__text) external _tre_parse
000000018b5460dc (__TEXT,__text) non-external _tre_parse_bound
000000018b53e120 (__TEXT,__text) non-external _tre_reset_last_matched_branches
000000018b5462e8 (__TEXT,__text) non-external _tre_search_cnames
000000018b5418c4 (__TEXT,__text) non-external _tre_set_union
000000018b54648c (__TEXT,__text) external _tre_stack_destroy
000000018b546420 (__TEXT,__text) external _tre_stack_new
000000018b5464c8 (__TEXT,__text) external _tre_stack_num_objects
000000018b5465b4 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
000000018b5465d0 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
000000018b5464d8 (__TEXT,__text) non-external _tre_stack_push
000000018b5464d0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
000000018b5465b0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
000000018b5421a4 (__TEXT,__text) external _tre_tnfa_run_backtrack
000000018b4ed230 (__TEXT,__text) external _tre_tnfa_run_parallel
000000018b536ec4 (__TEXT,__text) non-external _trecurse
000000018b536e0c (__TEXT,__text) external _tsearch
000000018b4fa8ec (__TEXT,__text) external _ttyname
00000001d95b99c8 (__DATA_DIRTY,__bss) non-external _ttyname_init
00000001d95b99d0 (__DATA_DIRTY,__bss) non-external _ttyname_key
00000001d95b92d8 (__DATA_DIRTY,__data) non-external _ttyname_lock
000000018b519680 (__TEXT,__text) external _ttyname_r
000000018b519754 (__TEXT,__text) external _ttyslot
000000018b536eb0 (__TEXT,__text) external _twalk
000000018b4e396c (__TEXT,__text) non-external _typesequiv
000000018b4ea408 (__TEXT,__text) non-external _tzload
00000001d95b98b8 (__DATA_DIRTY,__data) external _tzname
000000018b4e0a34 (__TEXT,__text) non-external _tzparse
000000018b4e09bc (__TEXT,__text) external _tzset
000000018b52f0e0 (__TEXT,__text) external _tzsetwall
000000018b4d5ba4 (__TEXT,__text) non-external _tzsetwall_basic
000000018b51975c (__TEXT,__text) external _ualarm
000000018b5197e8 (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
000000018b506708 (__TEXT,__text) external _umaskx_np
000000018b4f4870 (__TEXT,__text) external _uname
000000018b528504 (__TEXT,__text) external _ungetc
000000018b5287bc (__TEXT,__text) external _ungetwc
000000018b528840 (__TEXT,__text) external _ungetwc_l
00000001d71fba48 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
000000018b4faa08 (__TEXT,__text) external _unlockpt
000000018b4f7848 (__TEXT,__text) external _unsetenv
000000018b519880 (__TEXT,__text) external _unvis
000000018b547e38 (__TEXT,__text) non-external _unvis.cold.1
000000018b547e64 (__TEXT,__text) non-external _unvis.cold.2
000000018b50281c (__TEXT,__text) external _uselocale
000000018b4d5dd0 (__TEXT,__text) external _usleep
000000018b51a094 (__TEXT,__text) external _usleep$NOCANCEL
000000018b51a0e4 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001d253cb58 (__DATA_CONST,__const) non-external _utmpx_types
000000018b53cb50 (__TEXT,__text) external _utmpxname
000000018b4d76f4 (__TEXT,__text) external _uuid_clear
000000018b4d56d8 (__TEXT,__text) external _uuid_compare
000000018b4d5b88 (__TEXT,__text) external _uuid_copy
000000018b4f0198 (__TEXT,__text) external _uuid_generate
000000018b4d5ae8 (__TEXT,__text) external _uuid_generate_random
000000018b505f6c (__TEXT,__text) external _uuid_generate_time
00000001d71fc100 (__DATA,__bss) non-external _uuid_generate_time.has_init
00000001d71fc0f8 (__DATA,__bss) non-external _uuid_generate_time.node_id
000000018b4d81b4 (__TEXT,__text) external _uuid_is_null
000000018b4d5260 (__TEXT,__text) external _uuid_pack
000000018b4dc588 (__TEXT,__text) external _uuid_parse
000000018b4d5d80 (__TEXT,__text) external _uuid_unpack
000000018b4d82a4 (__TEXT,__text) external _uuid_unparse
000000018b4ece78 (__TEXT,__text) external _uuid_unparse_lower
000000018b4d6840 (__TEXT,__text) external _uuid_unparse_upper
00000001d253cee0 (__DATA_CONST,__const) non-external _validlist
000000018b4d9db0 (__TEXT,__text) external _vasprintf
000000018b4d83a0 (__TEXT,__text) external _vasprintf_l
000000018b504dc4 (__TEXT,__text) external _vasxprintf
000000018b5055f4 (__TEXT,__text) external _vasxprintf_exec
000000018b528a38 (__TEXT,__text) external _vdprintf
000000018b528a1c (__TEXT,__text) external _vdprintf_l
000000018b504ddc (__TEXT,__text) external _vdxprintf
000000018b505610 (__TEXT,__text) external _vdxprintf_exec
000000018b547ab8 (__TEXT,__text) external _verr
000000018b5479cc (__TEXT,__text) external _verrc
000000018b547b30 (__TEXT,__text) external _verrx
000000018b4f1648 (__TEXT,__text) external _vfork
000000018b4ea368 (__TEXT,__text) external _vfprintf
000000018b4e184c (__TEXT,__text) external _vfprintf_l
000000018b5290d0 (__TEXT,__text) external _vfscanf
000000018b5293d0 (__TEXT,__text) external _vfscanf_l
000000018b52bf80 (__TEXT,__text) external _vfwprintf
000000018b529480 (__TEXT,__text) external _vfwprintf_l
000000018b52c788 (__TEXT,__text) external _vfwscanf
000000018b52e390 (__TEXT,__text) external _vfwscanf_l
000000018b4eb40c (__TEXT,__text) external _vfxprintf
000000018b50562c (__TEXT,__text) external _vfxprintf_exec
000000018b51a304 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
000000018b52e430 (__TEXT,__text) external _vprintf
000000018b52e468 (__TEXT,__text) external _vprintf_l
000000018b52e484 (__TEXT,__text) external _vscanf
000000018b52e500 (__TEXT,__text) external _vscanf_l
000000018b4d7a6c (__TEXT,__text) external _vsnprintf
000000018b4f0530 (__TEXT,__text) external _vsnprintf_l
000000018b52e588 (__TEXT,__text) external _vsprintf
000000018b4f4634 (__TEXT,__text) external _vsprintf_l
000000018b52e5b4 (__TEXT,__text) external _vsscanf
000000018b4efca0 (__TEXT,__text) external _vsscanf_l
000000018b52e7d8 (__TEXT,__text) external _vswprintf
000000018b52e5e0 (__TEXT,__text) external _vswprintf_l
000000018b52e9dc (__TEXT,__text) external _vswscanf
000000018b52e804 (__TEXT,__text) external _vswscanf_l
000000018b504df4 (__TEXT,__text) external _vsxprintf
000000018b505648 (__TEXT,__text) external _vsxprintf_exec
000000018b547cd0 (__TEXT,__text) external _vwarn
000000018b547c24 (__TEXT,__text) external _vwarnc
000000018b547d6c (__TEXT,__text) external _vwarnx
000000018b52ea08 (__TEXT,__text) external _vwprintf
000000018b52ea40 (__TEXT,__text) external _vwprintf_l
000000018b52ea5c (__TEXT,__text) external _vwscanf
000000018b52ea94 (__TEXT,__text) external _vwscanf_l
000000018b504e18 (__TEXT,__text) external _vxprintf
000000018b50566c (__TEXT,__text) external _vxprintf_exec
000000018b546800 (__TEXT,__text) external _wait
000000018b51a7b8 (__TEXT,__text) external _wait$NOCANCEL
000000018b51a7cc (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
000000018b4e9c60 (__TEXT,__text) external _waitpid
000000018b51a7e0 (__TEXT,__text) external _waitpid$NOCANCEL
000000018b547be8 (__TEXT,__text) external _warn
000000018b547d14 (__TEXT,__text) external _warnc
000000018b547d40 (__TEXT,__text) external _warnx
000000018b531eac (__TEXT,__text) external _wcpcpy
000000018b531ecc (__TEXT,__text) external _wcpncpy
000000018b51f2a0 (__TEXT,__text) external _wcrtomb
000000018b4f9234 (__TEXT,__text) external _wcrtomb_l
000000018b531fe4 (__TEXT,__text) external _wcscasecmp
000000018b531f3c (__TEXT,__text) external _wcscasecmp_l
000000018b532008 (__TEXT,__text) external _wcscat
000000018b4f0f18 (__TEXT,__text) external _wcschr
000000018b53202c (__TEXT,__text) external _wcscmp
000000018b5325f8 (__TEXT,__text) external _wcscoll
000000018b532054 (__TEXT,__text) external _wcscoll_l
000000018b53261c (__TEXT,__text) external _wcscpy
000000018b532634 (__TEXT,__text) external _wcscspn
000000018b532678 (__TEXT,__text) external _wcsdup
000000018b51f4f4 (__TEXT,__text) external _wcsftime
000000018b51f2fc (__TEXT,__text) external _wcsftime_l
000000018b5326d0 (__TEXT,__text) external _wcslcat
000000018b532778 (__TEXT,__text) external _wcslcpy
000000018b4eee70 (__TEXT,__text) external _wcslen
000000018b532898 (__TEXT,__text) external _wcsncasecmp
000000018b5327d8 (__TEXT,__text) external _wcsncasecmp_l
000000018b5328bc (__TEXT,__text) external _wcsncat
000000018b53290c (__TEXT,__text) external _wcsncmp
000000018b53293c (__TEXT,__text) external _wcsncpy
000000018b5329a4 (__TEXT,__text) external _wcsnlen
000000018b51f554 (__TEXT,__text) external _wcsnrtombs
000000018b51f518 (__TEXT,__text) external _wcsnrtombs_l
000000018b5329d4 (__TEXT,__text) external _wcspbrk
000000018b532a0c (__TEXT,__text) external _wcsrchr
000000018b51f7f4 (__TEXT,__text) external _wcsrtombs
000000018b51f7a8 (__TEXT,__text) external _wcsrtombs_l
000000018b532a30 (__TEXT,__text) external _wcsspn
000000018b532e00 (__TEXT,__text) external _wcsstr
000000018b51fb08 (__TEXT,__text) external _wcstod
000000018b51f8c0 (__TEXT,__text) external _wcstod_l
000000018b51fd74 (__TEXT,__text) external _wcstof
000000018b51fb2c (__TEXT,__text) external _wcstof_l
000000018b520004 (__TEXT,__text) external _wcstoimax
000000018b51fd98 (__TEXT,__text) external _wcstoimax_l
000000018b532e84 (__TEXT,__text) external _wcstok
000000018b520294 (__TEXT,__text) external _wcstol
000000018b520028 (__TEXT,__text) external _wcstol_l
000000018b520500 (__TEXT,__text) external _wcstold
000000018b5202b8 (__TEXT,__text) external _wcstold_l
000000018b520790 (__TEXT,__text) external _wcstoll
000000018b520524 (__TEXT,__text) external _wcstoll_l
000000018b520858 (__TEXT,__text) external _wcstombs
000000018b5207b4 (__TEXT,__text) external _wcstombs_l
000000018b520b80 (__TEXT,__text) external _wcstoul
000000018b520918 (__TEXT,__text) external _wcstoul_l
000000018b520e0c (__TEXT,__text) external _wcstoull
000000018b520ba4 (__TEXT,__text) external _wcstoull_l
000000018b521098 (__TEXT,__text) external _wcstoumax
000000018b520e30 (__TEXT,__text) external _wcstoumax_l
000000018b532f94 (__TEXT,__text) external _wcswidth
000000018b532f08 (__TEXT,__text) external _wcswidth_l
000000018b533184 (__TEXT,__text) external _wcsxfrm
000000018b532fb8 (__TEXT,__text) external _wcsxfrm_l
000000018b521174 (__TEXT,__text) external _wctob
000000018b5210bc (__TEXT,__text) external _wctob_l
000000018b4f5864 (__TEXT,__text) external _wctomb
000000018b521198 (__TEXT,__text) external _wctomb_l
000000018b521318 (__TEXT,__text) external _wctrans
000000018b5213ec (__TEXT,__text) external _wctrans_l
000000018b5214bc (__TEXT,__text) external _wctype
000000018b5213f0 (__TEXT,__text) external _wctype_l
00000001d253d248 (__DATA_CONST,__const) non-external _wctype_l.props
000000018b5214e0 (__TEXT,__text) external _wcwidth
000000018b52157c (__TEXT,__text) external _wcwidth_l
000000018b54ad40 (__TEXT,__const) non-external _wildabbr
000000018b5331a8 (__TEXT,__text) external _wmemchr
000000018b5331cc (__TEXT,__text) external _wmemcmp
000000018b533204 (__TEXT,__text) external _wmemcpy
000000018b53320c (__TEXT,__text) external _wmemmove
000000018b4f42b8 (__TEXT,__text) external _wmemset
000000018b52f010 (__TEXT,__text) non-external _wmemstream_close
000000018b52ef58 (__TEXT,__text) non-external _wmemstream_seek
000000018b54820c (__TEXT,__text) non-external _wmemstream_seek.cold.1
000000018b548238 (__TEXT,__text) non-external _wmemstream_seek.cold.2
000000018b52ed1c (__TEXT,__text) non-external _wmemstream_update
000000018b5481e0 (__TEXT,__text) non-external _wmemstream_update.cold.1
000000018b52ed54 (__TEXT,__text) non-external _wmemstream_write
000000018b52eab0 (__TEXT,__text) external _wprintf
000000018b52eb0c (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
