00000001eaea2f58 (__DATA,__data) non-external _.compoundliteral
00000001849104d4 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018491d164 (__TEXT,__text) non-external (was a private external) _scheme_deinit
0000000184909dd4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
0000000184926540 (__TEXT,__text) non-external (was a private external) _scheme_error
00000001849268b0 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00000001849262d0 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
000000018491c14c (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000184926188 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184926180 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000184926168 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
000000018491c954 (__TEXT,__text) non-external (was a private external) _scheme_global
000000018490980c (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
000000018490979c (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000184910c0c (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018490a97c (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018491137c (__TEXT,__text) non-external (was a private external) _scheme_push_string
0000000184926920 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018490a950 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018490a888 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018490a890 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00000001849263dc (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184915fdc (__TEXT,__text) non-external _shallow_copy_node
0000000184920b74 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000184922b74 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018490a6b4 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00000001849122d0 (__TEXT,__text) non-external (was a private external) _string_length
000000018492b85c (__TEXT,__text) non-external _string_table_description_for_id
000000018491226c (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00000001849341dc (__TEXT,__text) non-external _submatch_end
0000000184910550 (__TEXT,__text) non-external (was a private external) _symname
00000001849269b8 (__TEXT,__text) non-external _syntaxnum
0000000184934e64 (__TEXT,__text) non-external _synthesize_bitmasks
0000000184934c6c (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000184934db0 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
0000000184935310 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
000000018491de3c (__TEXT,__text) non-external _synthesize_logical_conditions
000000018492e970 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001ee8a0f98 (__AUTH_CONST,__const) non-external _tests
000000018490beb8 (__TEXT,__text) non-external _token
000000018491cd30 (__TEXT,__text) non-external _traverse_postorder
000000018492e710 (__TEXT,__text) non-external _traverse_preorder
000000018492ca00 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00000001849438cc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001849320a0 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000184933ebc (__TEXT,__text) non-external _version
000000018492fb0c (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00000001849105dc (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
