00007ffa4482a470 (__DATA,__data) non-external _.compoundliteral
00007ffa1fad51cf (__TEXT,__text) external _ShGetContextStateUniforms
00007ffa1fad593e (__TEXT,__text) external _ShGetFragDataLocation
00007ffa1fad478e (__TEXT,__text) external _ShGetInfoLog
00007ffa1fad6f79 (__TEXT,__text) external _ShGetInteger
00007ffa1fad545d (__TEXT,__text) external _ShGetLinkerPPStream
00007ffa1fad6a7e (__TEXT,__text) external _ShGetMaxActiveSubroutineLength
00007ffa1fad6acc (__TEXT,__text) external _ShGetMaxActiveSubroutineUniformLength
00007ffa1fad5b33 (__TEXT,__text) external _ShGetMaxActiveUniformBlockLength
00007ffa1fad666f (__TEXT,__text) external _ShGetMaxActiveUniformLength
00007ffa1fad4f36 (__TEXT,__text) external _ShGetMaxAttributeLength
00007ffa1fad56d3 (__TEXT,__text) external _ShGetMaxTransformFeedbackVaryingLength
00007ffa1fad4984 (__TEXT,__text) external _ShGetNumActiveAttributes
00007ffa1fad61b1 (__TEXT,__text) non-external _ShGetNumActiveNonbindableUniforms
00007ffa1fad6a67 (__TEXT,__text) external _ShGetNumActiveSubroutineUniformLocations
00007ffa1fad69bb (__TEXT,__text) external _ShGetNumActiveSubroutineUniforms
00007ffa1fad69a0 (__TEXT,__text) external _ShGetNumActiveSubroutines
00007ffa1fad5a5c (__TEXT,__text) external _ShGetNumActiveUniformBlocks
00007ffa1fad655f (__TEXT,__text) external _ShGetNumActiveUniforms
00007ffa1fad57ae (__TEXT,__text) external _ShGetNumActiveVaryingsComponents
00007ffa1fad4ca9 (__TEXT,__text) external _ShGetNumBindableUniformBuffers
00007ffa1fad542f (__TEXT,__text) external _ShGetPPStreamManager
00007ffa1fad5446 (__TEXT,__text) external _ShGetShaderByteCode
00007ffa1fad6c74 (__TEXT,__text) external _ShGetSubroutineIndex
00007ffa1fad6b78 (__TEXT,__text) external _ShGetSubroutineUniformLocation
00007ffa1fad5727 (__TEXT,__text) external _ShGetTransformFeedbackVarying
00007ffa1fad5be6 (__TEXT,__text) external _ShGetUniformBlockIndex
00007ffa1fad60b8 (__TEXT,__text) external _ShGetUniformIndex
00007ffa1fad51e6 (__TEXT,__text) external _ShGetUniformLocation
00007ffa1fad4f2e (__TEXT,__text) external _ShGetUniformPartitionInfo
00007ffa1fad3db0 (__TEXT,__text) external _ShInitialize
00007ffa1fad7374 (__TEXT,__text) external _ShInitializeLibrary
00007ffa1fad42ec (__TEXT,__text) external _ShLink
00007ffa1fad5386 (__TEXT,__text) external _ShSetInitialUniformValue
00007ffa1fad737a (__TEXT,__text) external _ShTerminateLibrary
00007ffa1fad5577 (__TEXT,__text) external _ShTransformFeedbackVaryings
00007ffa1fac6ab6 (__TEXT,__text) non-external (was a private external) _SrcSwizzle
00007ffa1fb37510 (__TEXT,__text) non-external (was a private external) _SwitchTexOps
00007ffa1fae358f (__TEXT,__text) non-external (was a private external) _UngetToken
00007ffa1fb35448 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopSimple
00007ffa1fb32926 (__TEXT,__text) non-external _UnrollConstantLoopsInner
00007ffa1fb32804 (__TEXT,__text) non-external (was a private external) _UnrollConstantLoopsSimple
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __DefaultRuneLocale (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ffa1fadcef5 (__TEXT,__text) non-external ____checkAndSanitizeArrayConstructorCall_block_invoke
00007ffa1fadc5f9 (__TEXT,__text) non-external ____checkAndSanitizeComponentwiseConstructorCall_block_invoke
00007ffa1fadd212 (__TEXT,__text) non-external ____checkAndSanitizeStructConstructorCall_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffa1fadcbb7 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke
00007ffa1fadcd76 (__TEXT,__text) non-external ____componentwiseConstructor_block_invoke_2
00007ffa1fadd123 (__TEXT,__text) non-external ____elementwiseConstructor_block_invoke
                 (undefined) external ____tolower_l (from libSystem)
00007ffa1fab553c (__TEXT,__text) non-external ___abort_calloc
00007ffa1f9f592e (__TEXT,__text) non-external ___abort_malloc
00007ffa1fab50ff (__TEXT,__text) non-external ___abort_malloc
00007ffa1fa8b355 (__TEXT,__text) non-external ___addConstantsForGLPValue_block_invoke
00007ffa1fa84f26 (__TEXT,__text) non-external ___analytics_send_event_lazy_func_block_invoke
00007ffa43426f00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43426f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa434271a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa434271c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa434272c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427338 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427368 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa434273c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427430 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427568 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43429c38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43429c58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa4342a018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffa43427b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ffa43429e68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.101
00007ffa43429e98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffa43427058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa43427b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.11
00007ffa43429ec8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00007ffa43427b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa43429cb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ffa43429f08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ffa43429f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.132
00007ffa43429f68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.135
00007ffa43427240 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa4342a068 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ffa43429f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007ffa43429fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.144
00007ffa434271e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa43427b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa4342a098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffa43427098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa43427ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa43429ce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ffa43427280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ffa434272a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa4342a0c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ffa43426f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa43427398 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa43427a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ffa434270b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa43429d18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffa434270d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ffa43427a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ffa43427118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffa43427a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa43429c88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ffa43427450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ffa43426fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa43427aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ffa43427588 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ffa43427480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffa43427ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ffa43429d48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ffa43429d78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ffa43429da8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffa43427ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ffa43429dd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffa434275b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ffa43427018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ffa434275e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa43429e08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffa43427618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ffa43427638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ffa43427668 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00007ffa43427688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffa43427b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa4342a038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ffa434274b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffa434274e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ffa43429e38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.98
00007ffa43426f20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa43426f78 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa43427220 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa434272e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa43427500 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa43429ee8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa4342a0e8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffa43427078 (__DATA_CONST,__const) non-external ___block_literal_global.12
00007ffa43429fb8 (__DATA_CONST,__const) non-external ___block_literal_global.142
00007ffa43429ff8 (__DATA_CONST,__const) non-external ___block_literal_global.145
00007ffa43427260 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ffa434270f8 (__DATA_CONST,__const) non-external ___block_literal_global.27
00007ffa43426fb8 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ffa43426ff8 (__DATA_CONST,__const) non-external ___block_literal_global.6
00007ffa43427038 (__DATA_CONST,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ffa1fa03700 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffa1fa03720 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffa1fab034d (__TEXT,__text) non-external ___compilerRemapFixup_block_invoke
00007ffa1fac4fae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffa1fb23d2b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b
00007ffa1fad1474 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffa1fadce92 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffa1fadc6ae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffa1faebc72 (__TEXT,__text) non-external ___deserialize_GLPASTNode_block_invoke
00007ffa1faeb368 (__TEXT,__text) non-external ___deserialize_GLPBufferObject_block_invoke
00007ffa1faea2e8 (__TEXT,__text) non-external ___deserialize_GLPFunctionObject_block_invoke
00007ffa1faeb6f4 (__TEXT,__text) non-external ___deserialize_GLPInterfaceBlockObject_block_invoke
00007ffa1fae9d08 (__TEXT,__text) non-external ___deserialize_GLPLayoutObject_block_invoke
00007ffa1fae9dbe (__TEXT,__text) non-external ___deserialize_GLPLayoutPair_block_invoke
00007ffa1faefeb0 (__TEXT,__text) non-external ___deserialize_GLPOffsetObject_block_invoke
00007ffa1faebacc (__TEXT,__text) non-external ___deserialize_GLPOverload_block_invoke
00007ffa1fad3d28 (__TEXT,__text) non-external ___deserialize_GLPString_block_invoke
00007ffa1faebb8b (__TEXT,__text) non-external ___deserialize_GLPSubroutineUniformObject_block_invoke
00007ffa1faebc27 (__TEXT,__text) non-external ___deserialize_GLPTwoThings_block_invoke
00007ffa1fae7026 (__TEXT,__text) non-external ___deserialize_GLPType_block_invoke
00007ffa1fae84fa (__TEXT,__text) non-external ___deserialize_GLPValue_block_invoke
00007ffa1faeac48 (__TEXT,__text) non-external ___deserialize_GLPVariableObject_block_invoke
00007ffa1fac4fc5 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffa1fb23d63 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b
00007ffa1fac8686 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffa1fadceca (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffa1fadc6f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
                 (undefined) external ___error (from libSystem)
00007ffa1fa8dec0 (__TEXT,__text) non-external ___getOrAddComponentStride_block_invoke
00007ffa1faced37 (__TEXT,__text) non-external ___glpAnalyzeCallToOverload_block_invoke
00007ffa1faafea9 (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke
00007ffa1faafebb (__TEXT,__text) non-external ___glpCompilerApplyImplictRulesForGlobalTypeQualifier_block_invoke_2
00007ffa1fab035b (__TEXT,__text) non-external ___glpCompilerRemapBufferObject_block_invoke
00007ffa1fa84ba4 (__TEXT,__text) non-external ___glpCreateDoublesTelemetry_block_invoke
00007ffa1fa84ccf (__TEXT,__text) non-external ___glpCreateNVFragment2Telemetry_block_invoke
00007ffa1fa84c9a (__TEXT,__text) non-external ___glpCreateNVFragmentProgramTelemetry_block_invoke
00007ffa1fa84c30 (__TEXT,__text) non-external ___glpCreateNVVertex2Telemetry_block_invoke
00007ffa1fa84c65 (__TEXT,__text) non-external ___glpCreateNVVertex3Telemetry_block_invoke
00007ffa1fa84ce0 (__TEXT,__text) non-external ___glpCreateTelemetry_block_invoke
00007ffa1facffe3 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke
00007ffa1fad0066 (__TEXT,__text) non-external ___glpEvaluateTypeNode_block_invoke.51
00007ffa1fac860c (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke
00007ffa1fac8666 (__TEXT,__text) non-external ___glpLookUpAndAnalyzeCall_block_invoke.1
00007ffa1fadab75 (__TEXT,__text) non-external ___glpLowerNonatomicTypeConversion_block_invoke
00007ffa1fadb0cd (__TEXT,__text) non-external ___glpMakeTemporary_block_invoke
00007ffa1fac4f11 (__TEXT,__text) non-external ___glpNameTableGet_block_invoke
00007ffa1fab0810 (__TEXT,__text) non-external ___glpPackConstants_block_invoke
00007ffa1fb13948 (__TEXT,__text) non-external ___glpSAFunctionDefinition_block_invoke
00007ffa1fb13789 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke
00007ffa1fb137ad (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.65
00007ffa1fb1381d (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.67
00007ffa1fb13849 (__TEXT,__text) non-external ___glpSAFunctionPrototype_block_invoke.69
00007ffa1fb13a44 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke
00007ffa1fb13a68 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.134
00007ffa1fb13a81 (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke.140
00007ffa1fb13a8e (__TEXT,__text) non-external ___glpSAInterfaceBlock_block_invoke_2
00007ffa1fb133c8 (__TEXT,__text) non-external ___glpSAMethodCall_block_invoke
00007ffa1fb13924 (__TEXT,__text) non-external ___glpSAQualifiedDeclaration_block_invoke
00007ffa1fad143c (__TEXT,__text) non-external ___glpSASpecialAssert_block_invoke
