0000000182761150 (__DATA,__data) non-external _C
0000000180632fc8 (__TEXT,__text) external _wcsdup
0000000180614e34 (__TEXT,__text) external _wcsftime
0000000180614c44 (__TEXT,__text) external _wcsftime_l
0000000180633020 (__TEXT,__text) external _wcslcat
00000001806330c8 (__TEXT,__text) external _wcslcpy
0000000180633128 (__TEXT,__text) external _wcslen
0000000180633204 (__TEXT,__text) external _wcsncasecmp
0000000180633144 (__TEXT,__text) external _wcsncasecmp_l
0000000180633228 (__TEXT,__text) external _wcsncat
0000000180633278 (__TEXT,__text) external _wcsncmp
00000001806332b4 (__TEXT,__text) external _wcsncpy
000000018063331c (__TEXT,__text) external _wcsnlen
0000000180614e98 (__TEXT,__text) external _wcsnrtombs
0000000180614e58 (__TEXT,__text) external _wcsnrtombs_l
000000018063334c (__TEXT,__text) external _wcspbrk
0000000180633384 (__TEXT,__text) external _wcsrchr
0000000180615124 (__TEXT,__text) external _wcsrtombs
00000001806150d8 (__TEXT,__text) external _wcsrtombs_l
00000001806333a8 (__TEXT,__text) external _wcsspn
0000000180633784 (__TEXT,__text) external _wcsstr
00000001806153fc (__TEXT,__text) external _wcstod
00000001806151d8 (__TEXT,__text) external _wcstod_l
0000000180615644 (__TEXT,__text) external _wcstof
0000000180615420 (__TEXT,__text) external _wcstof_l
00000001806158b0 (__TEXT,__text) external _wcstoimax
0000000180615668 (__TEXT,__text) external _wcstoimax_l
000000018063380c (__TEXT,__text) external _wcstok
0000000180615b1c (__TEXT,__text) external _wcstol
00000001806158d4 (__TEXT,__text) external _wcstol_l
0000000180615d64 (__TEXT,__text) external _wcstold
0000000180615b40 (__TEXT,__text) external _wcstold_l
0000000180615fd0 (__TEXT,__text) external _wcstoll
0000000180615d88 (__TEXT,__text) external _wcstoll_l
000000018061609c (__TEXT,__text) external _wcstombs
0000000180615ff4 (__TEXT,__text) external _wcstombs_l
0000000180616388 (__TEXT,__text) external _wcstoul
0000000180616144 (__TEXT,__text) external _wcstoul_l
00000001806165f0 (__TEXT,__text) external _wcstoull
00000001806163ac (__TEXT,__text) external _wcstoull_l
0000000180616858 (__TEXT,__text) external _wcstoumax
0000000180616614 (__TEXT,__text) external _wcstoumax_l
0000000180633920 (__TEXT,__text) external _wcswidth
0000000180633890 (__TEXT,__text) external _wcswidth_l
0000000180633b0c (__TEXT,__text) external _wcsxfrm
0000000180633944 (__TEXT,__text) external _wcsxfrm_l
0000000180616938 (__TEXT,__text) external _wctob
000000018061687c (__TEXT,__text) external _wctob_l
00000001806169d4 (__TEXT,__text) external _wctomb
000000018061695c (__TEXT,__text) external _wctomb_l
0000000180616b54 (__TEXT,__text) external _wctrans
0000000180616bd0 (__TEXT,__text) external _wctrans_l
0000000180616cb8 (__TEXT,__text) external _wctype
0000000180616bd4 (__TEXT,__text) external _wctype_l
00000001807433e8 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180616cdc (__TEXT,__text) external _wcwidth
0000000180616d54 (__TEXT,__text) external _wcwidth_l
0000000180632f08 (__TEXT,__text) non-external _we_read_fully
0000000180652760 (__TEXT,__const) non-external _wildabbr
0000000180633b30 (__TEXT,__text) external _wmemchr
0000000180633b54 (__TEXT,__text) external _wmemcmp
0000000180633b8c (__TEXT,__text) external _wmemcpy
0000000180633b94 (__TEXT,__text) external _wmemmove
0000000180633b9c (__TEXT,__text) external _wmemset
000000018062a6f0 (__TEXT,__text) non-external _wmemstream_close
000000018062a63c (__TEXT,__text) non-external _wmemstream_seek
000000018065022c (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180650258 (__TEXT,__text) non-external _wmemstream_seek.cold.2
000000018062a418 (__TEXT,__text) non-external _wmemstream_update
0000000180650200 (__TEXT,__text) non-external _wmemstream_update.cold.1
000000018062a450 (__TEXT,__text) non-external _wmemstream_write
000000018063250c (__TEXT,__text) external _wordexp
0000000180632ec0 (__TEXT,__text) external _wordfree
000000018062a0a8 (__TEXT,__text) external _wprintf
000000018062a104 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
000000018062a144 (__TEXT,__text) external _wscanf
000000018062a1a0 (__TEXT,__text) external _wscanf_l
00000001805f5368 (__TEXT,__text) external _xprintf
0000000182762db8 (__DATA,__bss) non-external _xprintf_domain_default
00000001805f5e34 (__TEXT,__text) external _xprintf_exec
0000000180652768 (__TEXT,__const) non-external _year_lengths
0000000182762cf8 (__DATA,__bss) non-external _zapchar
00000001806525cb (__TEXT,__const) non-external _zeroes
00000001806526bc (__TEXT,__const) non-external _zeroes
0000000182761f74 (__DATA,__data) non-external _zeroes
