00007ff8400b8e50 (__DATA,__data) non-external _C
00007ff8400b8878 (__DATA,__data) non-external _threadsafe
00007ff800ca29e0 (__TEXT,__text) external _time
00007ff800cc842d (__TEXT,__text) non-external _time2
00007ff800cc8556 (__TEXT,__text) external _time2posix
00007ff800cc8d1d (__TEXT,__text) non-external _time2sub
00007ff800cc850d (__TEXT,__text) external _timegm
00007ff800cc84f7 (__TEXT,__text) external _timelocal
00007ff800cc8531 (__TEXT,__text) external _timeoff
00007ff800ca2a5e (__TEXT,__text) external _times
00007ff800cd8bc8 (__TEXT,__text) external _timespec_get
00007ff800cc7a46 (__TEXT,__text) non-external _timesub
00007ff8400c5b30 (__DATA,__common) external _timezone
00007ff800c977d3 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400c12b0 (__DATA,__bss) non-external _tm
00007ff800cc9326 (__TEXT,__text) non-external _tmcomp
00007ff800cb6cd3 (__TEXT,__text) external _tmpfile
00007ff800cb6e0c (__TEXT,__text) external _tmpnam
00007ff8400bc9b0 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff8400bc9b8 (__DATA,__bss) non-external _tmpnam_buf
00007ff800cb6ea2 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff8400b9bc0 (__DATA,__data) non-external _tmpnam_buf_control
00007ff800cf08c8 (__TEXT,__const) non-external _tmundef
00007ff800c88a6f (__TEXT,__text) external _toascii
00007ff800c88a7a (__TEXT,__text) external _tolower
00007ff800c89479 (__TEXT,__text) external _tolower_l
00007ff8400bae88 (__DATA,__bss) non-external _toprec
00007ff8400bae90 (__DATA,__bss) non-external _topreclen
00007ff800c88ac0 (__TEXT,__text) external _toupper
00007ff800c8949a (__TEXT,__text) external _toupper_l
00007ff800cad8ba (__TEXT,__text) external _towctrans
00007ff800cad82c (__TEXT,__text) external _towctrans_l
00007ff800c898cd (__TEXT,__text) external _towlower
00007ff800c89dda (__TEXT,__text) external _towlower_l
00007ff800c89913 (__TEXT,__text) external _towupper
00007ff800c89dfb (__TEXT,__text) external _towupper_l
00007ff800cc89a7 (__TEXT,__text) non-external _transtime
00007ff800ce3a66 (__TEXT,__text) non-external _tre_add_tag_left
00007ff800ce39b7 (__TEXT,__text) non-external _tre_add_tag_right
00007ff800ce0d60 (__TEXT,__text) non-external _tre_add_tags
00007ff800ce04a7 (__TEXT,__text) external _tre_ast_new_catenation
00007ff800ce0416 (__TEXT,__text) external _tre_ast_new_iter
00007ff800ce03db (__TEXT,__text) external _tre_ast_new_literal
00007ff800ce035b (__TEXT,__text) external _tre_ast_new_node
00007ff800ce046d (__TEXT,__text) external _tre_ast_new_union
00007ff800ce369c (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff800ce04e4 (__TEXT,__text) external _tre_compile
00007ff800ce2ec0 (__TEXT,__text) non-external _tre_compute_nfl
00007ff800ce3b15 (__TEXT,__text) non-external _tre_copy_ast
00007ff800ce2964 (__TEXT,__text) non-external _tre_expand_ast
00007ff800ceba96 (__TEXT,__text) non-external _tre_expand_macro
00007ff800cdfd31 (__TEXT,__text) external _tre_fill_pmatch
00007ff800ce3746 (__TEXT,__text) external _tre_free
00007ff840081d50 (__DATA_CONST,__const) non-external _tre_macros
00007ff800ce4490 (__TEXT,__text) non-external _tre_make_trans
00007ff800ce010d (__TEXT,__text) non-external _tre_match
00007ff800ce42bf (__TEXT,__text) non-external _tre_match_empty
00007ff800ce95a4 (__TEXT,__text) external _tre_mem_alloc_impl
00007ff800ce9561 (__TEXT,__text) external _tre_mem_destroy
00007ff800ce952c (__TEXT,__text) external _tre_mem_new_impl
00007ff800ce3888 (__TEXT,__text) non-external _tre_merge_branches
00007ff800cebba9 (__TEXT,__text) non-external _tre_new_item
00007ff800ce96c8 (__TEXT,__text) external _tre_parse
00007ff800ceb8d4 (__TEXT,__text) non-external _tre_parse_bound
00007ff800cdff23 (__TEXT,__text) non-external _tre_reset_last_matched_branches
00007ff800cebb15 (__TEXT,__text) non-external _tre_search_cnames
00007ff800ce3eb2 (__TEXT,__text) non-external _tre_set_empty
00007ff800ce3e4c (__TEXT,__text) non-external _tre_set_one
00007ff800ce3edf (__TEXT,__text) non-external _tre_set_union
00007ff800cebca7 (__TEXT,__text) external _tre_stack_destroy
00007ff800cebc2e (__TEXT,__text) external _tre_stack_new
00007ff800cebcc7 (__TEXT,__text) external _tre_stack_num_objects
00007ff800cebd7f (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
00007ff800cebd98 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
00007ff800cebcdc (__TEXT,__text) non-external _tre_stack_push
00007ff800cebcd0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
00007ff800cebd75 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
00007ff800ce47c8 (__TEXT,__text) external _tre_tnfa_run_backtrack
00007ff800ce7344 (__TEXT,__text) external _tre_tnfa_run_parallel
00007ff800cd7dcb (__TEXT,__text) non-external _trecurse
00007ff800cb00ba (__TEXT,__text) non-external _tryflush
00007ff800cd7d2b (__TEXT,__text) external _tsearch
00007ff800ca2bbb (__TEXT,__text) external _ttyname
00007ff8400baee0 (__DATA,__bss) non-external _ttyname_init
00007ff8400baee8 (__DATA,__bss) non-external _ttyname_key
00007ff8400b94d8 (__DATA,__data) non-external _ttyname_lock
00007ff800ca2caa (__TEXT,__text) external _ttyname_r
00007ff800ca2d89 (__TEXT,__text) external _ttyslot
00007ff800cd7dad (__TEXT,__text) external _twalk
00007ff800cc86af (__TEXT,__text) non-external _typesequiv
00007ff800cc678e (__TEXT,__text) non-external _tzload
00007ff8400b9ce0 (__DATA,__data) external _tzname
00007ff800cc711b (__TEXT,__text) non-external _tzparse
00007ff800cc7825 (__TEXT,__text) external _tzset
00007ff800cc64f9 (__TEXT,__text) external _tzsetwall
00007ff800cc6505 (__TEXT,__text) non-external _tzsetwall_basic
00007ff800ca2d91 (__TEXT,__text) external _ualarm
00007ff8400b9b48 (__DATA,__data) non-external _uglue
00007ff800ca2e1e (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00007ff800c88492 (__TEXT,__text) external _uname
00007ff800cf1560 (__TEXT,__const) non-external _unbound_variable_str
00007ff800c8305b (__TEXT,__text) non-external _underflow
00007ff800cb6ebe (__TEXT,__text) external _ungetc
00007ff800cb7131 (__TEXT,__text) external _ungetwc
00007ff800cb7194 (__TEXT,__text) external _ungetwc_l
00007ff8400bac59 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
00007ff800cd8025 (__TEXT,__text) external _unlockpt
00007ff800cd6657 (__TEXT,__text) external _unsetenv
00007ff800ca2f74 (__TEXT,__text) external _unvis
00007ff800cee8d8 (__TEXT,__text) non-external _unvis.cold.1
00007ff800cee8fb (__TEXT,__text) non-external _unvis.cold.2
00007ff800c8ae33 (__TEXT,__text) external _uselocale
00007ff800cebfbf (__TEXT,__text) external _usleep
00007ff800ca36ec (__TEXT,__text) external _usleep$NOCANCEL
00007ff8400bbf40 (__DATA,__bss) non-external _usual
00007ff8400bb170 (__DATA,__bss) non-external _usual_extra
00007ff800ca3727 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00007ff800c8cbe5 (__TEXT,__text) external _uuid_clear
00007ff800c8cbf1 (__TEXT,__text) external _uuid_compare
00007ff800c8cc9d (__TEXT,__text) external _uuid_copy
00007ff800c8d044 (__TEXT,__text) external _uuid_generate
00007ff800c8cfb6 (__TEXT,__text) external _uuid_generate_random
00007ff800c8ccb3 (__TEXT,__text) external _uuid_generate_time
00007ff8400bad90 (__DATA,__bss) non-external _uuid_generate_time.has_init
00007ff8400bad88 (__DATA,__bss) non-external _uuid_generate_time.node_id
00007ff800c8d04e (__TEXT,__text) external _uuid_is_null
00007ff800c8d06b (__TEXT,__text) external _uuid_pack
00007ff800c8d0a9 (__TEXT,__text) external _uuid_parse
00007ff800c8d1dd (__TEXT,__text) external _uuid_unpack
00007ff800c8d2c3 (__TEXT,__text) external _uuid_unparse
00007ff800c8d21b (__TEXT,__text) external _uuid_unparse_lower
00007ff800c8d26f (__TEXT,__text) external _uuid_unparse_upper
00007ff840080e70 (__DATA_CONST,__const) non-external _validlist
00007ff800cb73ed (__TEXT,__text) external _vasprintf
00007ff800cb73ce (__TEXT,__text) external _vasprintf_l
00007ff800c8bb89 (__TEXT,__text) external _vasxprintf
00007ff800c8c630 (__TEXT,__text) external _vasxprintf_exec
00007ff800cb75c9 (__TEXT,__text) external _vdprintf
00007ff800cb75ab (__TEXT,__text) external _vdprintf_l
00007ff800c8bba1 (__TEXT,__text) external _vdxprintf
00007ff800c8c64a (__TEXT,__text) external _vdxprintf_exec
00007ff800cee3c9 (__TEXT,__text) external _verr
00007ff800cee2fb (__TEXT,__text) external _verrc
00007ff800cee4d5 (__TEXT,__text) external _verrx
00007ff800c8d560 (__TEXT,__text) external _vfork
00007ff800cb766e (__TEXT,__text) external _vfprintf
00007ff800cb7604 (__TEXT,__text) external _vfprintf_l
00007ff800cbc02c (__TEXT,__text) external _vfscanf
00007ff800cbe3e4 (__TEXT,__text) external _vfscanf_l
00007ff800cc245c (__TEXT,__text) external _vfwprintf
00007ff800cbe5a4 (__TEXT,__text) external _vfwprintf_l
00007ff800cc2d38 (__TEXT,__text) external _vfwscanf
00007ff800cc4e30 (__TEXT,__text) external _vfwscanf_l
00007ff800c8bbb8 (__TEXT,__text) external _vfxprintf
00007ff800c8c663 (__TEXT,__text) external _vfxprintf_exec
00007ff800ca4091 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
00007ff800cc4eac (__TEXT,__text) external _vprintf
00007ff800cc4ee4 (__TEXT,__text) external _vprintf_l
00007ff800cc4f01 (__TEXT,__text) external _vscanf
00007ff800cc4f63 (__TEXT,__text) external _vscanf_l
00007ff800cc5165 (__TEXT,__text) external _vsnprintf
00007ff800cc5136 (__TEXT,__text) external _vsnprintf_l
00007ff800cc52b6 (__TEXT,__text) external _vsprintf
00007ff800cc51af (__TEXT,__text) external _vsprintf_l
00007ff800cc549a (__TEXT,__text) external _vsscanf
00007ff800cc52e4 (__TEXT,__text) external _vsscanf_l
00007ff800cc5723 (__TEXT,__text) external _vswprintf
00007ff800cc54c8 (__TEXT,__text) external _vswprintf_l
00007ff800cc5967 (__TEXT,__text) external _vswscanf
00007ff800cc5751 (__TEXT,__text) external _vswscanf_l
00007ff800c8bbd0 (__TEXT,__text) external _vsxprintf
00007ff800c8c67d (__TEXT,__text) external _vsxprintf_exec
00007ff800cee6d1 (__TEXT,__text) external _vwarn
00007ff800cee62e (__TEXT,__text) external _vwarnc
00007ff800cee838 (__TEXT,__text) external _vwarnx
00007ff800cc5995 (__TEXT,__text) external _vwprintf
00007ff800cc59cd (__TEXT,__text) external _vwprintf_l
00007ff800cc59ea (__TEXT,__text) external _vwscanf
00007ff800cc5a22 (__TEXT,__text) external _vwscanf_l
00007ff800c8bbfe (__TEXT,__text) external _vxprintf
00007ff800c8c6ab (__TEXT,__text) external _vxprintf_exec
00007ff800cebffa (__TEXT,__text) external _wait
00007ff800ca4a30 (__TEXT,__text) external _wait$NOCANCEL
00007ff800ca4a46 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
00007ff800cec010 (__TEXT,__text) external _waitpid
00007ff800ca4a5d (__TEXT,__text) external _waitpid$NOCANCEL
00007ff800cee570 (__TEXT,__text) external _warn
00007ff800cee6f4 (__TEXT,__text) external _warnc
00007ff800cee794 (__TEXT,__text) external _warnx
00007ff800ccd24a (__TEXT,__text) external _wcpcpy
00007ff800ccd270 (__TEXT,__text) external _wcpncpy
00007ff800caba2b (__TEXT,__text) external _wcrtomb
00007ff800cab9e6 (__TEXT,__text) external _wcrtomb_l
00007ff800ccd358 (__TEXT,__text) external _wcscasecmp
00007ff800ccd2ce (__TEXT,__text) external _wcscasecmp_l
00007ff800ccd380 (__TEXT,__text) external _wcscat
00007ff800ccd3a6 (__TEXT,__text) external _wcschr
00007ff800ccd3c7 (__TEXT,__text) external _wcscmp
00007ff800ccd8ba (__TEXT,__text) external _wcscoll
00007ff800ccd3e3 (__TEXT,__text) external _wcscoll_l
00007ff800ccd8e2 (__TEXT,__text) external _wcscpy
00007ff800cce5f8 (__TEXT,__text) external _wcscspn
00007ff800cce63d (__TEXT,__text) external _wcsdup
00007ff800cabc9f (__TEXT,__text) external _wcsftime
00007ff800caba71 (__TEXT,__text) external _wcsftime_l
00007ff800cce687 (__TEXT,__text) external _wcslcat
00007ff800cce71c (__TEXT,__text) external _wcslcpy
00007ff800cce786 (__TEXT,__text) external _wcslen
00007ff800cce860 (__TEXT,__text) external _wcsncasecmp
00007ff800cce7a2 (__TEXT,__text) external _wcsncasecmp_l
00007ff800cce888 (__TEXT,__text) external _wcsncat
00007ff800cce8ec (__TEXT,__text) external _wcsncmp
00007ff800cce91f (__TEXT,__text) external _wcsncpy
00007ff800cce971 (__TEXT,__text) external _wcsnlen
00007ff800cabd0c (__TEXT,__text) external _wcsnrtombs
00007ff800cabcc7 (__TEXT,__text) external _wcsnrtombs_l
00007ff800cce98f (__TEXT,__text) external _wcspbrk
00007ff800cce9cf (__TEXT,__text) external _wcsrchr
00007ff800cac040 (__TEXT,__text) external _wcsrtombs
00007ff800cabff5 (__TEXT,__text) external _wcsrtombs_l
00007ff800cce9e7 (__TEXT,__text) external _wcsspn
00007ff800cceced (__TEXT,__text) external _wcsstr
00007ff800cac33a (__TEXT,__text) external _wcstod
00007ff800cac0e1 (__TEXT,__text) external _wcstod_l
00007ff800cac5bb (__TEXT,__text) external _wcstof
00007ff800cac362 (__TEXT,__text) external _wcstof_l
00007ff800cac7dd (__TEXT,__text) external _wcstoimax
00007ff800cac5e3 (__TEXT,__text) external _wcstoimax_l
00007ff800cced59 (__TEXT,__text) external _wcstok
00007ff800cac9ff (__TEXT,__text) external _wcstol
00007ff800cac805 (__TEXT,__text) external _wcstol_l
00007ff800cacc78 (__TEXT,__text) external _wcstold
00007ff800caca27 (__TEXT,__text) external _wcstold_l
00007ff800cace9a (__TEXT,__text) external _wcstoll
00007ff800cacca0 (__TEXT,__text) external _wcstoll_l
00007ff800cacf6d (__TEXT,__text) external _wcstombs
00007ff800cacec2 (__TEXT,__text) external _wcstombs_l
00007ff800cad209 (__TEXT,__text) external _wcstoul
00007ff800cad01d (__TEXT,__text) external _wcstoul_l
00007ff800cad41d (__TEXT,__text) external _wcstoull
00007ff800cad231 (__TEXT,__text) external _wcstoull_l
00007ff800cad631 (__TEXT,__text) external _wcstoumax
00007ff800cad445 (__TEXT,__text) external _wcstoumax_l
00007ff800ccee48 (__TEXT,__text) external _wcswidth
00007ff800ccedcd (__TEXT,__text) external _wcswidth_l
00007ff800ccef5b (__TEXT,__text) external _wcsxfrm
00007ff800ccee70 (__TEXT,__text) external _wcsxfrm_l
00007ff800cad70c (__TEXT,__text) external _wctob
00007ff800cad659 (__TEXT,__text) external _wctob_l
00007ff800cad7ac (__TEXT,__text) external _wctomb
00007ff800cad734 (__TEXT,__text) external _wctomb_l
00007ff800cad8e2 (__TEXT,__text) external _wctrans
00007ff800cad95e (__TEXT,__text) external _wctrans_l
00007ff800cada5c (__TEXT,__text) external _wctype
00007ff800cad968 (__TEXT,__text) external _wctype_l
00007ff840081200 (__DATA_CONST,__const) non-external _wctype_l.props
00007ff800cada84 (__TEXT,__text) external _wcwidth
00007ff800cadaf0 (__TEXT,__text) external _wcwidth_l
00007ff800cce5a2 (__TEXT,__text) non-external _we_read_fully
00007ff800cf1420 (__TEXT,__const) non-external _wildabbr
00007ff800ccef83 (__TEXT,__text) external _wmemchr
00007ff800ccefa3 (__TEXT,__text) external _wmemcmp
00007ff800ccefd1 (__TEXT,__text) external _wmemcpy
00007ff800ccefdf (__TEXT,__text) external _wmemmove
00007ff800ccefed (__TEXT,__text) external _wmemset
00007ff800cc62e2 (__TEXT,__text) non-external _wmemstream_close
00007ff800cc6226 (__TEXT,__text) non-external _wmemstream_seek
00007ff800ceecc2 (__TEXT,__text) non-external _wmemstream_seek.cold.1
00007ff800ceece5 (__TEXT,__text) non-external _wmemstream_seek.cold.2
00007ff800cc600c (__TEXT,__text) non-external _wmemstream_update
00007ff800ceeca1 (__TEXT,__text) non-external _wmemstream_update.cold.1
00007ff800cc6036 (__TEXT,__text) non-external _wmemstream_write
00007ff800ccd8fc (__TEXT,__text) external _wordexp
00007ff800cce568 (__TEXT,__text) external _wordfree
00007ff800cc5b00 (__TEXT,__text) external _wprintf
00007ff800cc5bd2 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
00007ff800cc5c85 (__TEXT,__text) external _wscanf
00007ff800cc5d57 (__TEXT,__text) external _wscanf_l
00007ff800c8bad1 (__TEXT,__text) external _xprintf
00007ff8400bad80 (__DATA,__bss) non-external _xprintf_domain_default
00007ff800c8c57a (__TEXT,__text) external _xprintf_exec
00007ff800cf1428 (__TEXT,__const) non-external _year_lengths
00007ff8400bacc0 (__DATA,__bss) non-external _zapchar
00007ff800cf1240 (__TEXT,__const) non-external _zeroes
00007ff800cf1340 (__TEXT,__const) non-external _zeroes
00007ff8400b9ec0 (__DATA,__data) non-external _zeroes
00007ff800c80000 (__TEXT,__text) external mcount
