00007ff906c510ab (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff906c509c7 (__TEXT,__text) external _opaqueSignCode
00007ff906c53bff (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff906c53c59 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff906c53c8c (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff906c53ce6 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff906c53d40 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
                 (undefined) external _read (from libSystem)
00007ff94209e2a0 (__DATA,__data) external _sSystemPolicySubsystem
00007ff94209eb58 (__DATA,__bss) non-external _sVerboseLogging
00007ff906c42b14 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff906c424c4 (__TEXT,__text) external _scanForBundles
00007ff906c42a83 (__TEXT,__text) external _scanForKernelExtensions
00007ff906c49228 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff94209eb48 (__DATA,__bss) non-external _signposts.sLog
00007ff94209eb40 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff906c3f436 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff906c42064 (__TEXT,__text) external _systemUptime
00007ff906c52652 (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff906c440f3 (__TEXT,__text) non-external _timestampForURL
00007ff906c48b8e (__TEXT,__text) external _urlLooksLikeBundle
00007ff94209eb50 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
