00007ff841bbb778 (__DATA,__data) non-external _C
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff80030d7b0 (__TEXT,__text) external _posix_spawnp
00007ff80035b340 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff80035b090 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff80035ac60 (__TEXT,__const) non-external _powersOf10_Float
00007ff80035aa20 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800309743 (__TEXT,__text) external _printf
00007ff841bbe490 (__DATA,__bss) non-external _printf_info_queue
00007ff800339568 (__TEXT,__text) external _printf_l
00007ff800328a30 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff80032b77d (__TEXT,__text) external _psignal
00007ff800349308 (__TEXT,__text) external _psort
00007ff800349e55 (__TEXT,__text) external _psort_b
00007ff8003098c6 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800348b54 (__TEXT,__text) external _ptsname
00007ff800359c09 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800359c1e (__TEXT,__text) non-external _ptsname.cold.2
00007ff841bbe450 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff841bbe448 (__DATA,__bss) non-external _ptsname_once
00007ff800348be8 (__TEXT,__text) non-external _ptsname_once_init
00007ff800359c34 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff8002fff09 (__TEXT,__text) external _ptsname_r
00007ff80030daf0 (__TEXT,__text) external _putc
00007ff800339615 (__TEXT,__text) external _putc_unlocked
00007ff80030980f (__TEXT,__text) external _putchar
00007ff800339649 (__TEXT,__text) external _putchar_unlocked
00007ff800345104 (__TEXT,__text) external _putenv
00007ff800323a86 (__TEXT,__text) non-external _putpair
00007ff800308e53 (__TEXT,__text) external _puts
00007ff80034e294 (__TEXT,__text) external _pututxline
00007ff800339687 (__TEXT,__text) external _putw
00007ff8003396e9 (__TEXT,__text) external _putwc
00007ff800339711 (__TEXT,__text) external _putwc_l
00007ff80033971b (__TEXT,__text) external _putwchar
00007ff80033974d (__TEXT,__text) external _putwchar_l
00007ff841bbd810 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8002e83ba (__TEXT,__text) external _qsort
00007ff8002e8f28 (__TEXT,__text) external _qsort_b
00007ff8002e8f36 (__TEXT,__text) external _qsort_r
00007ff8003192a2 (__TEXT,__text) external _querylocale
00007ff80034651c (__TEXT,__text) non-external _r_sort_a
00007ff841bbe41c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff841bbe410 (__DATA,__bss) non-external _r_sort_a.count
00007ff841bbe418 (__DATA,__bss) non-external _r_sort_a.nc
00007ff841bbe420 (__DATA,__bss) non-external _r_sort_a_count
00007ff8003472be (__TEXT,__text) non-external _r_sort_b
00007ff841bbe43c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff841bbe430 (__DATA,__bss) non-external _r_sort_b.count
00007ff841bbe438 (__DATA,__bss) non-external _r_sort_b.nc
00007ff841bbe428 (__DATA,__bss) non-external _r_sort_b_count
00007ff8003476a7 (__TEXT,__text) non-external _r_sort_count_allocate
00007ff841bbbad0 (__DATA,__data) non-external _r_sort_count_control
00007ff800345c30 (__TEXT,__text) external _radixsort
00007ff80031be90 (__TEXT,__text) external _raise
00007ff8002eb97f (__TEXT,__text) external _rand
00007ff841bbbaec (__DATA,__data) non-external _rand_deg
00007ff8002f1831 (__TEXT,__text) external _rand_r
00007ff841bbbaf0 (__DATA,__data) non-external _rand_sep
00007ff841bbbae8 (__DATA,__data) non-external _rand_type
00007ff8002ea217 (__TEXT,__text) external _random
00007ff8439117a0 (__DATA_DIRTY,__data) non-external _randtbl
00007ff800328cfd (__TEXT,__text) non-external (was a private external) _rangematch
00007ff80031a7eb (__TEXT,__text) non-external _raosnprintf
00007ff80034f5d4 (__TEXT,__text) external _rb_tree_count
00007ff8003060d8 (__TEXT,__text) external _rb_tree_find_node
00007ff80034f474 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff80034f4ea (__TEXT,__text) external _rb_tree_find_node_leq
00007ff8003060be (__TEXT,__text) external _rb_tree_init
00007ff800306132 (__TEXT,__text) external _rb_tree_insert_node
00007ff80034f560 (__TEXT,__text) external _rb_tree_iterate
00007ff80034f5e6 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff80030ef77 (__TEXT,__text) external _rb_tree_remove_node
00007ff800306301 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff80035bd50 (__TEXT,__const) non-external _rcsid
00007ff80035bdc0 (__TEXT,__const) non-external _rcsid
00007ff80035be10 (__TEXT,__const) non-external _rcsid
00007ff80035bf20 (__TEXT,__const) non-external _rcsid
00007ff80035ced0 (__TEXT,__const) non-external _rcsid
00007ff80035cfbc (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff8003552a7 (__TEXT,__text) external _readdir
00007ff8002e1f7e (__TEXT,__text) external _readdir$INODE64
00007ff8003552dd (__TEXT,__text) external _readdir_r
00007ff8002fd42c (__TEXT,__text) external _readdir_r$INODE64
                 (undefined) external _readlink (from libsystem_kernel)
00007ff80032b80d (__TEXT,__text) external _readpassphrase
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
00007ff8002db9a6 (__TEXT,__text) external _reallocf
00007ff800347970 (__TEXT,__text) external _realpath
00007ff8002ee0f0 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8439130e4 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8439130e8 (__DATA_DIRTY,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff841bbe440 (__DATA,__bss) non-external _realpath.rootdev
00007ff841bbe444 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800325254 (__TEXT,__text) non-external _rec_rdelete
00007ff80035cd80 (__TEXT,__const) non-external _recargchar
00007ff80035ce00 (__TEXT,__const) non-external _recargstring
00007ff8002edea6 (__TEXT,__text) external _recv
00007ff8002ede86 (__TEXT,__text) external _recv$NOCANCEL
00007ff8002f331a (__TEXT,__text) external _regcomp
00007ff8002f3342 (__TEXT,__text) external _regcomp_l
00007ff80035987c (__TEXT,__text) external _regerror
00007ff8002f8ac0 (__TEXT,__text) external _regexec
00007ff8002fd2c3 (__TEXT,__text) external _regfree
00007ff80030b321 (__TEXT,__text) external _register_printf_domain_function
00007ff80031b73c (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff80031b801 (__TEXT,__text) external _register_printf_domain_render_std
00007ff80034f729 (__TEXT,__text) external _regncomp
00007ff8002f339d (__TEXT,__text) external _regncomp_l
00007ff8002f8ada (__TEXT,__text) external _regnexec
00007ff80034f7f8 (__TEXT,__text) external _regwcomp
00007ff80034f7a4 (__TEXT,__text) external _regwcomp_l
00007ff80034f87f (__TEXT,__text) external _regwexec
00007ff80034f77c (__TEXT,__text) external _regwncomp
00007ff80034f751 (__TEXT,__text) external _regwncomp_l
00007ff80034f84a (__TEXT,__text) external _regwnexec
00007ff80035c860 (__TEXT,__const) non-external _reltable.__get_locale_env
00007ff800304ec7 (__TEXT,__text) external _remove
00007ff8003480c0 (__TEXT,__text) external _remque
00007ff840028800 (__DATA_CONST,__const) non-external _rerrs
00007ff8002f0368 (__TEXT,__text) external _rewind
00007ff800355381 (__TEXT,__text) external _rewinddir
00007ff800305f3c (__TEXT,__text) external _rewinddir$INODE64
00007ff8002f0935 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff843911888 (__DATA_DIRTY,__bss) non-external _rng
00007ff8003377c4 (__TEXT,__text) external _rpmatch
00007ff841bbbb00 (__DATA,__data) non-external _rptr
00007ff800308bbb (__TEXT,__text) non-external _sappend
00007ff841bbe070 (__DATA,__bss) non-external _saved_categories
00007ff8003100a2 (__TEXT,__text) external _sbrk
00007ff841bbd5e8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff841bbd5e0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff841bbb650 (__DATA,__data) non-external _sbrk_region_size
00007ff8003553e4 (__TEXT,__text) external _scandir
00007ff8002f187f (__TEXT,__text) external _scandir$INODE64
00007ff800357c18 (__TEXT,__text) external _scandir_b
00007ff80034b493 (__TEXT,__text) external _scandir_b$INODE64
00007ff80033979b (__TEXT,__text) external _scanf
00007ff80033988e (__TEXT,__text) external _scanf_l
00007ff80035c290 (__TEXT,__const) non-external _sccsid
00007ff80035c2c0 (__TEXT,__const) non-external _sccsid
00007ff80032bea8 (__TEXT,__text) external _seed48
00007ff841bbdf28 (__DATA,__bss) non-external _seed48.sseed
00007ff8003555ae (__TEXT,__text) external _seekdir
00007ff80032bf11 (__TEXT,__text) external _seekdir$INODE64
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff8002ede96 (__TEXT,__text) external _send
00007ff8002ede76 (__TEXT,__text) external _send$NOCANCEL
00007ff80035ce90 (__TEXT,__const) non-external _seps
00007ff841bbd738 (__DATA,__bss) non-external _seq
00007ff800316b58 (__TEXT,__text) non-external _set_asl
00007ff800316e6c (__TEXT,__text) non-external _set_file
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800339993 (__TEXT,__text) external _setbuf
00007ff8003399ac (__TEXT,__text) external _setbuffer
00007ff8002e0bab (__TEXT,__text) external _setenv
00007ff80031d272 (__TEXT,__text) external _sethostid
00007ff80032bf4a (__TEXT,__text) external _sethostname
00007ff80031cd00 (__TEXT,__text) external _setinvalidrune
00007ff841bbddfc (__DATA,__bss) non-external _setinvalidrune.warn_depreciated
00007ff800334ba0 (__TEXT,__text) external _setipv4sourcefilter
00007ff8003595b0 (__TEXT,__text) non-external _setipv4sourcefilter.cold.1
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800313d4f (__TEXT,__text) external _setkey
00007ff8003096ea (__TEXT,__text) external _setlinebuf
00007ff8002e4a62 (__TEXT,__text) external _setlocale
00007ff80030e8ea (__TEXT,__text) external _setlogin
00007ff80032c0b4 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff80031d2cf (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800308f0b (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff80031d2fa (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff80031d309 (__TEXT,__text) external _setruid
00007ff800330fa3 (__TEXT,__text) external _setrunelocale
                 (undefined) external _setsid (from libsystem_kernel)
                 (undefined) external _setsockopt (from libsystem_kernel)
00007ff800334e09 (__TEXT,__text) external _setsourcefilter
00007ff8003478b2 (__TEXT,__text) external _setstate
00007ff80031c4f8 (__TEXT,__text) external _settimeofday
00007ff800314a11 (__TEXT,__text) external _setttyent
00007ff8002e4173 (__TEXT,__text) non-external _settzname
00007ff800315482 (__TEXT,__text) external _setusershell
00007ff80034d8d8 (__TEXT,__text) external _setutxent
00007ff8003167ca (__TEXT,__text) external _setutxent_wtmp
00007ff80030662b (__TEXT,__text) external _setvbuf
00007ff800335f1b (__TEXT,__text) non-external _sflush_locked
00007ff80031cc40 (__TEXT,__text) non-external (was a private external) _sgetrune
00007ff841bbddf4 (__DATA,__bss) non-external _sgetrune.warn_depreciated
00007ff841bbd7b0 (__DATA,__bss) non-external _shells
00007ff800312d52 (__TEXT,__text) non-external _shiftLeftMP
00007ff800312b13 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff841bbba90 (__DATA,__data) non-external _sig_init_once
00007ff841bbe3e8 (__DATA,__bss) non-external _sig_key
00007ff800342323 (__TEXT,__text) non-external _sig_keycreate
00007ff841bbe3e0 (__DATA,__bss) non-external _sig_keycreated
00007ff8002fd713 (__TEXT,__text) external _sigaction
00007ff80031595c (__TEXT,__text) external _sigaddset
00007ff80030fd92 (__TEXT,__text) external _sigaltstack
00007ff80030fe3a (__TEXT,__text) external _sigblock
00007ff80031598d (__TEXT,__text) external _sigdelset
00007ff800315940 (__TEXT,__text) external _sigemptyset
00007ff80031594e (__TEXT,__text) external _sigfillset
00007ff800307322 (__TEXT,__text) external _sighold
00007ff80030feca (__TEXT,__text) external _sigignore
00007ff80032c7b5 (__TEXT,__text) external _siginterrupt
00007ff8003159be (__TEXT,__text) external _sigismember
00007ff8002fd6a0 (__TEXT,__text) external _signal
00007ff8002fd6af (__TEXT,__text) non-external _signal__
00007ff841bbdea0 (__DATA,__bss) non-external _signo
00007ff80035324f (__TEXT,__text) external _sigpause
00007ff80030fe63 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800307368 (__TEXT,__text) external _sigrelse
00007ff800307246 (__TEXT,__text) external _sigset
00007ff80030fe11 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff80030fdbd (__TEXT,__text) external _sigvec
00007ff80030fdcc (__TEXT,__text) non-external _sigvec__
00007ff80031516b (__TEXT,__text) non-external _skip
00007ff841bbbb90 (__DATA,__data) external _skip
00007ff80032c88a (__TEXT,__text) external _sl_add
00007ff80032c93a (__TEXT,__text) external _sl_find
00007ff80032c8eb (__TEXT,__text) external _sl_free
00007ff80032c836 (__TEXT,__text) external _sl_init
00007ff800359350 (__TEXT,__text) non-external _sl_init.cold.1
00007ff800359365 (__TEXT,__text) non-external _sl_init.cold.2
00007ff841bbde80 (__DATA,__bss) non-external _slash
00007ff8002f2461 (__TEXT,__text) external _sleep
00007ff8003041ce (__TEXT,__text) external _sleep$NOCANCEL
00007ff841bbd730 (__DATA,__bss) non-external _slot
00007ff8002e7f7d (__TEXT,__text) external _snprintf
00007ff8002e7ea8 (__TEXT,__text) external _snprintf_l
00007ff80032d6f1 (__TEXT,__text) external _snvis
00007ff800334b7a (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff8002ee02a (__TEXT,__text) external _sprintf
00007ff8002fd055 (__TEXT,__text) external _sprintf_l
00007ff80031cc9a (__TEXT,__text) non-external (was a private external) _sputrune
00007ff841bbddf8 (__DATA,__bss) non-external _sputrune.warn_depreciated
00007ff800346925 (__TEXT,__text) external _sradixsort
00007ff800304738 (__TEXT,__text) external _srand
00007ff800304f19 (__TEXT,__text) external _srand48
00007ff8003476e0 (__TEXT,__text) external _sranddev
00007ff8002ea155 (__TEXT,__text) external _srandom
00007ff800302300 (__TEXT,__text) external _srandomdev
00007ff8002eb9e1 (__TEXT,__text) external _sscanf
00007ff8002e4efd (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
                 (undefined) external _stat$INODE64 (from libsystem_kernel)
00007ff80031aab2 (__TEXT,__text) external _stat_with_subsystem
00007ff841bbbae0 (__DATA,__data) non-external _state
                 (undefined) external _statfs$INODE64 (from libsystem_kernel)
00007ff80030694b (__TEXT,__text) external _statvfs
00007ff8002f24fe (__TEXT,__text) non-external _statx1
00007ff8003579b6 (__TEXT,__text) non-external _statx1
00007ff80031c57a (__TEXT,__text) external _statx64_np
00007ff80035797c (__TEXT,__text) external _statx_np
00007ff8002f24c4 (__TEXT,__text) external _statx_np$INODE64
00007ff8002f26c7 (__TEXT,__text) non-external _statx_syscall
00007ff800357b7f (__TEXT,__text) non-external _statx_syscall
00007ff8002e9609 (__TEXT,__text) external _stpcpy
00007ff8002e86ea (__TEXT,__text) external _stpncpy
00007ff80032d8a3 (__TEXT,__text) external _stravis
00007ff8002e232b (__TEXT,__text) external _strcasecmp
00007ff8002e2353 (__TEXT,__text) external _strcasecmp_l
00007ff8002e9219 (__TEXT,__text) external _strcasestr
00007ff8002e9241 (__TEXT,__text) external _strcasestr_l
00007ff8002e3b3d (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800305fbe (__TEXT,__text) external _strcoll
00007ff800305fe6 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff8002edb96 (__TEXT,__text) external _strcspn
00007ff8002dbc0e (__TEXT,__text) external _strdup
00007ff80032d92f (__TEXT,__text) external _strenvisx
00007ff8002edcd7 (__TEXT,__text) external _strerror
00007ff8002eef05 (__TEXT,__text) external _strerror_r
00007ff80034e4e4 (__TEXT,__text) external _strfmon
00007ff80034f27e (__TEXT,__text) external _strfmon_l
00007ff8003055e4 (__TEXT,__text) external _strftime
00007ff8002fbbf0 (__TEXT,__text) external _strftime_l
00007ff841bbd7b8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff80034201c (__TEXT,__text) external _strmode
00007ff8002edeb6 (__TEXT,__text) external _strncasecmp
00007ff8002e21f4 (__TEXT,__text) external _strncasecmp_l
00007ff8002f02f3 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff8002e8ecf (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff8002dbc52 (__TEXT,__text) external _strnstr
00007ff80032d5f0 (__TEXT,__text) external _strnunvis
00007ff80032d470 (__TEXT,__text) external _strnunvisx
00007ff8003593c2 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff8003593e5 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800359408 (__TEXT,__text) non-external _strnunvisx.cold.3
00007ff800300085 (__TEXT,__text) external _strnvis
00007ff80032d8f9 (__TEXT,__text) external _strnvisx
00007ff8003095f6 (__TEXT,__text) external _strpbrk
00007ff800341fac (__TEXT,__text) external _strptime
00007ff800302834 (__TEXT,__text) external _strptime_l
00007ff8002dbccc (__TEXT,__text) external _strrchr
00007ff80032d807 (__TEXT,__text) external _strsenvisx
00007ff8002eddc5 (__TEXT,__text) external _strsep
00007ff800342279 (__TEXT,__text) external _strsignal
00007ff80034213a (__TEXT,__text) external _strsignal_r
00007ff80032d77e (__TEXT,__text) external _strsnvis
00007ff80032d7d8 (__TEXT,__text) external _strsnvisx
00007ff8002edc30 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff80032d74b (__TEXT,__text) external _strsvis
00007ff80032d7a5 (__TEXT,__text) external _strsvisx
00007ff8003017a8 (__TEXT,__text) external _strtod
00007ff8002e2305 (__TEXT,__text) external _strtod_l
00007ff800310194 (__TEXT,__text) external _strtoencf16
00007ff80031024a (__TEXT,__text) external _strtoencf32
00007ff8003104dc (__TEXT,__text) external _strtoencf64
00007ff800310fe6 (__TEXT,__text) external _strtoencf64x
00007ff80031099b (__TEXT,__text) external _strtoencf80_l
00007ff8002ef915 (__TEXT,__text) external _strtof
00007ff8002eeb2a (__TEXT,__text) external _strtof_l
00007ff800315a7f (__TEXT,__text) external _strtofflags
00007ff80034881c (__TEXT,__text) external _strtoimax
00007ff8002e711c (__TEXT,__text) external _strtoimax_l
00007ff80030afde (__TEXT,__text) external _strtok
00007ff841bbe3f0 (__DATA,__bss) non-external _strtok.last
00007ff8002f1b3f (__TEXT,__text) external _strtok_r
00007ff8002e4a3a (__TEXT,__text) external _strtol
00007ff8002e1b57 (__TEXT,__text) external _strtol_l
00007ff80030d76a (__TEXT,__text) external _strtold
00007ff80030ed04 (__TEXT,__text) external _strtold_l
00007ff8002db9e3 (__TEXT,__text) external _strtoll
00007ff8002dba0b (__TEXT,__text) external _strtoll_l
00007ff80033698e (__TEXT,__text) external _strtonum
00007ff800348844 (__TEXT,__text) external _strtoq
00007ff80034886c (__TEXT,__text) external _strtoq_l
00007ff8002e8c7c (__TEXT,__text) external _strtoul
00007ff8002e8ca4 (__TEXT,__text) external _strtoul_l
00007ff8002fb843 (__TEXT,__text) external _strtoull
00007ff8002fb86b (__TEXT,__text) external _strtoull_l
00007ff80030ee4b (__TEXT,__text) external _strtoumax
00007ff8002eba9f (__TEXT,__text) external _strtoumax_l
00007ff8002fd669 (__TEXT,__text) external _strtouq
00007ff800348876 (__TEXT,__text) external _strtouq_l
00007ff80032d5da (__TEXT,__text) external _strunvis
00007ff80032d5c4 (__TEXT,__text) external _strunvisx
00007ff80030e04a (__TEXT,__text) external _strvis
00007ff80032d8c2 (__TEXT,__text) external _strvisx
00007ff800342603 (__TEXT,__text) external _strxfrm
00007ff800342349 (__TEXT,__text) external _strxfrm_l
00007ff841bbe530 (__DATA,__common) external _suboptarg
00007ff841bbdd40 (__DATA,__bss) non-external _subsystem_root_path
00007ff80032d6a0 (__TEXT,__text) external _svis
00007ff80034262b (__TEXT,__text) external _swab
00007ff8003399c5 (__TEXT,__text) external _swprintf
00007ff800339a7f (__TEXT,__text) external _swprintf_l
00007ff800339b11 (__TEXT,__text) external _swscanf
00007ff800339bcf (__TEXT,__text) external _swscanf_l
00007ff80031b2b8 (__TEXT,__text) external _sxprintf
00007ff80031bb1e (__TEXT,__text) external _sxprintf_exec
00007ff80031cf19 (__TEXT,__text) external _sync_volume_np
00007ff80035cd05 (__TEXT,__const) non-external _syntax_error_str
00007ff840027790 (__DATA_CONST,__const) external _sys_errlist
00007ff80035bcf0 (__TEXT,__const) external _sys_nerr
00007ff8400281e0 (__DATA_CONST,__const) external _sys_siglist
00007ff8400280e0 (__DATA_CONST,__const) external _sys_signame
00007ff8002e751c (__TEXT,__text) external _sysconf
00007ff8002e11e4 (__TEXT,__text) external _sysctl
00007ff8002e13a6 (__TEXT,__text) external _sysctlbyname
00007ff80030d21c (__TEXT,__text) external _sysctlnametomib
                 (undefined) external _syslog$DARWIN_EXTSN (from libsystem_asl)
00007ff800353303 (__TEXT,__text) external _system
00007ff800348880 (__TEXT,__text) external _system$NOCANCEL
                 (undefined) external _task_set_special_port (from libsystem_kernel)
00007ff8003532e0 (__TEXT,__text) external _tcdrain
00007ff80032ca64 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff80032cacf (__TEXT,__text) external _tcflow
00007ff80032ca77 (__TEXT,__text) external _tcflush
00007ff800301334 (__TEXT,__text) external _tcgetattr
00007ff800300037 (__TEXT,__text) external _tcgetpgrp
00007ff80031c3b0 (__TEXT,__text) external _tcgetsid
00007ff80032c9fc (__TEXT,__text) external _tcsendbreak
00007ff80030db98 (__TEXT,__text) external _tcsetattr
00007ff80030db59 (__TEXT,__text) external _tcsetpgrp
00007ff80030df7f (__TEXT,__text) external _tdelete
00007ff8003555e7 (__TEXT,__text) external _telldir
00007ff80030a02c (__TEXT,__text) external _telldir$INODE64
00007ff800339c65 (__TEXT,__text) external _tempnam
00007ff841bbd728 (__DATA,__bss) non-external _tf
00007ff80030dd0a (__TEXT,__text) external _tfind
00007ff800315d85 (__TEXT,__text) external _thread_stack_async_pcs
00007ff8002e9c18 (__TEXT,__text) external _thread_stack_pcs
00007ff841bbb748 (__DATA,__data) non-external _threadsafe
00007ff8002e82f5 (__TEXT,__text) external _time
00007ff8002f2d2a (__TEXT,__text) non-external _time2
00007ff800341e23 (__TEXT,__text) external _time2posix
00007ff8002f2d9e (__TEXT,__text) non-external _time2sub
00007ff8003041aa (__TEXT,__text) external _timegm
00007ff800341de4 (__TEXT,__text) external _timelocal
00007ff800341dfe (__TEXT,__text) external _timeoff
00007ff80032cb30 (__TEXT,__text) external _times
00007ff800349248 (__TEXT,__text) external _timespec_get
00007ff8002e4598 (__TEXT,__text) non-external _timesub
00007ff8439130f8 (__DATA_DIRTY,__common) external _timezone
00007ff8002fba58 (__TEXT,__text) external _timingsafe_bcmp
00007ff841bbe380 (__DATA,__bss) non-external _tm
00007ff80030d2aa (__TEXT,__text) non-external _tmcomp
00007ff800339e29 (__TEXT,__text) external _tmpfile
00007ff800339f53 (__TEXT,__text) external _tmpnam
00007ff841bbe200 (__DATA,__bss) non-external _tmpnam.tmpcount
00007ff841bbe208 (__DATA,__bss) non-external _tmpnam_buf
00007ff800339fc6 (__TEXT,__text) non-external _tmpnam_buf_allocate
00007ff841bbba50 (__DATA,__data) non-external _tmpnam_buf_control
00007ff80035bd10 (__TEXT,__const) non-external _tmundef
00007ff8003179cb (__TEXT,__text) external _toascii
00007ff80030965e (__TEXT,__text) external _tolower
00007ff80031836f (__TEXT,__text) external _tolower_l
00007ff841bbde58 (__DATA,__bss) non-external _toprec
00007ff841bbde60 (__DATA,__bss) non-external _topreclen
00007ff8003179d6 (__TEXT,__text) external _toupper
00007ff80031838e (__TEXT,__text) external _toupper_l
00007ff800333008 (__TEXT,__text) external _towctrans
00007ff800332f7a (__TEXT,__text) external _towctrans_l
00007ff8003187a7 (__TEXT,__text) external _towlower
00007ff800318c9c (__TEXT,__text) external _towlower_l
00007ff8003187e7 (__TEXT,__text) external _towupper
00007ff800318cbb (__TEXT,__text) external _towupper_l
00007ff8002e3dde (__TEXT,__text) non-external _transtime
00007ff8002f8048 (__TEXT,__text) non-external _tre_add_tag_left
00007ff80035058d (__TEXT,__text) non-external _tre_add_tag_right
00007ff8002f633c (__TEXT,__text) non-external _tre_add_tags
00007ff8002f6300 (__TEXT,__text) external _tre_ast_new_catenation
00007ff8002f60da (__TEXT,__text) external _tre_ast_new_iter
00007ff8002f5ed6 (__TEXT,__text) external _tre_ast_new_literal
00007ff8002f5f11 (__TEXT,__text) external _tre_ast_new_node
00007ff8002f60a0 (__TEXT,__text) external _tre_ast_new_union
00007ff8002f86a0 (__TEXT,__text) non-external _tre_ast_to_tnfa
00007ff8002f3534 (__TEXT,__text) external _tre_compile
00007ff80034fe0c (__TEXT,__text) non-external _tre_compute_nfl
00007ff80030f7ff (__TEXT,__text) non-external _tre_copy_ast
00007ff80034f8bc (__TEXT,__text) non-external _tre_expand_ast
00007ff800353155 (__TEXT,__text) non-external _tre_expand_macro
00007ff8002fd0eb (__TEXT,__text) external _tre_fill_pmatch
00007ff8002fd2ce (__TEXT,__text) external _tre_free
