00000001acf13974 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001acf054dc (__TEXT,__text) non-external -[SPExecutionPolicyItem encodeWithCoder:]
00000001acf052ac (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithCoder:]
00000001acf0512c (__TEXT,__text) non-external -[SPExecutionPolicyItem initWithItemPath:signingID:teamID:cdHash:needsApproval:needsOverride:knownMalware:blockedReasonDescription:]
00000001acf05110 (__TEXT,__text) non-external -[SPExecutionPolicyItem init]
00000001acf056d8 (__TEXT,__text) non-external -[SPExecutionPolicyItem itemPath]
00000001acf05708 (__TEXT,__text) non-external -[SPExecutionPolicyItem knownMalware]
00000001acf056f8 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsApproval]
00000001acf05700 (__TEXT,__text) non-external -[SPExecutionPolicyItem needsOverride]
00000001acf056e0 (__TEXT,__text) non-external -[SPExecutionPolicyItem signingID]
00000001acf056e8 (__TEXT,__text) non-external -[SPExecutionPolicyItem teamID]
00000001acf102bc (__TEXT,__text) non-external -[SPInstallationPolicy .cxx_destruct]
00000001acf0ffe4 (__TEXT,__text) non-external -[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]
00000001acf0ff98 (__TEXT,__text) non-external -[SPInstallationPolicy dealloc]
00000001acf0fec8 (__TEXT,__text) non-external -[SPInstallationPolicy init]
00000001acf10150 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:afterPreInstallScript:error:]
00000001acf10144 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]
00000001acf10130 (__TEXT,__text) non-external -[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withUserConsent:error:]
00000001acf07200 (__TEXT,__text) non-external -[SPKernelExtensionHistory .cxx_destruct]
00000001acf07198 (__TEXT,__text) non-external -[SPKernelExtensionHistory dealloc]
00000001acf07064 (__TEXT,__text) non-external -[SPKernelExtensionHistory init]
00000001acf071e4 (__TEXT,__text) non-external -[SPKernelExtensionHistory kernelExtensionHistory]
00000001acf0cd4c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem .cxx_destruct]
00000001acf0cd0c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem bundleID]
00000001acf0cd1c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem cdHash]
00000001acf0cb5c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem encodeWithCoder:]
00000001acf0c994 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithCoder:]
00000001acf0c814 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem initWithPath:teamID:bundleID:cdHash:isNotarized:isDeprecated:isUnsupported:isCodeless:lastUsed:]
00000001acf0c7f8 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem init]
00000001acf0cd3c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isCodeless]
00000001acf0cd2c (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isDeprecated]
00000001acf0cd24 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isNotarized]
00000001acf0cd34 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem isUnsupported]
00000001acf0cd44 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem lastUsed]
00000001acf0cd04 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem path]
00000001acf0cd14 (__TEXT,__text) non-external -[SPKernelExtensionHistoryItem teamID]
00000001acf08384 (__TEXT,__text) non-external -[SPKernelExtensionPolicy .cxx_destruct]
00000001acf07d04 (__TEXT,__text) non-external -[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]
00000001acf07748 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtension:error:]
00000001acf07824 (__TEXT,__text) non-external -[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]
00000001acf076f8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy clearConnection]
00000001acf076bc (__TEXT,__text) non-external -[SPKernelExtensionPolicy connection]
00000001acf07ccc (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentPolicy]
00000001acf0837c (__TEXT,__text) non-external -[SPKernelExtensionPolicy currentUAKL]
00000001acf07670 (__TEXT,__text) non-external -[SPKernelExtensionPolicy dealloc]
00000001acf0817c (__TEXT,__text) non-external -[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]
00000001acf0733c (__TEXT,__text) non-external -[SPKernelExtensionPolicy init]
00000001acf079dc (__TEXT,__text) non-external -[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]
00000001acf07fb0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]
00000001acf080a0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]
00000001acf07ce8 (__TEXT,__text) non-external -[SPKernelExtensionPolicy pendingApprovals]
00000001acf07df4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]
00000001acf08360 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]
00000001acf08344 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]
00000001acf08328 (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresRebootForInstallation]
00000001acf0830c (__TEXT,__text) non-external -[SPKernelExtensionPolicy requiresSecurityDowngrade]
00000001acf07900 (__TEXT,__text) non-external -[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]
00000001acf07ed0 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]
00000001acf082f4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerPanicMedicWithError:]
00000001acf082dc (__TEXT,__text) non-external -[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]
00000001acf08200 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updateLastUsedTimes:withError:]
00000001acf07bec (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:error:]
00000001acf07ae4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]
00000001acf0c704 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]
00000001acf0c2b4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]
00000001acf0c4c4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]
00000001acf0c1e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]
00000001acf0c114 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]
00000001acf0c5e4 (__TEXT,__text) non-external -[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]
00000001acefdc94 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem .cxx_destruct]
00000001acefdc4c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationName]
00000001acefdc54 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem applicationPath]
00000001acefdc6c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem bundleIDs]
00000001acefdc48 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem description]
00000001acefdc5c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem developerName]
00000001acefdaf8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem encodeWithCoder:]
00000001acefd66c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithApplication:path:developerName:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001acefd8f0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithCoder:]
00000001acefd7c0 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:]
00000001acefd650 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem init]
00000001acefdc74 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isAllowed]
00000001acefd8dc (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isModified]
00000001acefdc8c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isPendingUpgrade]
00000001acefdc84 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem isRebootRequired]
00000001acefdbf8 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem redactedDescription]
00000001acefdc7c (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem setAllowed:]
00000001acefdc64 (__TEXT,__text) non-external -[SPKernelExtensionPolicyItem teamID]
00000001acefce78 (__TEXT,__text) non-external -[SPMalwareSampling .cxx_destruct]
00000001acefcbb8 (__TEXT,__text) non-external -[SPMalwareSampling dealloc]
00000001acefcab0 (__TEXT,__text) non-external -[SPMalwareSampling init]
00000001acefcc04 (__TEXT,__text) non-external -[SPMalwareSampling lookupSampling:]
00000001acefcd04 (__TEXT,__text) non-external -[SPMalwareSampling stageSampleAt:forTasking:]
00000001acf00b6c (__TEXT,__text) non-external -[SPMetrics .cxx_destruct]
00000001acf0091c (__TEXT,__text) non-external -[SPMetrics dealloc]
00000001acf00868 (__TEXT,__text) non-external -[SPMetrics init]
00000001acf00968 (__TEXT,__text) non-external -[SPMetrics reportEvent:andData:]
00000001acf00a64 (__TEXT,__text) non-external -[SPMetrics reportMalwareBlock:path:error:]
00000001acf1278c (__TEXT,__text) non-external -[SPMigrationScanner .cxx_destruct]
00000001acf12784 (__TEXT,__text) non-external -[SPMigrationScanner allBundleURLs]
00000001acf1277c (__TEXT,__text) non-external -[SPMigrationScanner allKextURLs]
00000001acf1244c (__TEXT,__text) non-external -[SPMigrationScanner initWithRoot:]
00000001acf124dc (__TEXT,__text) non-external -[SPMigrationScanner performMigrationScan]
00000001acf12774 (__TEXT,__text) non-external -[SPMigrationScanner volumeRoot]
00000001acf123cc (__TEXT,__text) non-external -[SPProvenanceMetadata .cxx_destruct]
00000001acf1229c (__TEXT,__text) non-external -[SPProvenanceMetadata bundleID]
00000001acf12380 (__TEXT,__text) non-external -[SPProvenanceMetadata cdhash]
00000001acf12168 (__TEXT,__text) non-external -[SPProvenanceMetadata description]
00000001acf12048 (__TEXT,__text) non-external -[SPProvenanceMetadata encodeWithCoder:]
00000001acf11e64 (__TEXT,__text) non-external -[SPProvenanceMetadata initWithCoder:]
00000001acf12120 (__TEXT,__text) non-external -[SPProvenanceMetadata redactedDescription]
00000001acf12204 (__TEXT,__text) non-external -[SPProvenanceMetadata rootID]
00000001acf122a4 (__TEXT,__text) non-external -[SPProvenanceMetadata setBundleID:]
00000001acf12388 (__TEXT,__text) non-external -[SPProvenanceMetadata setCdhash:]
00000001acf1220c (__TEXT,__text) non-external -[SPProvenanceMetadata setRootID:]
00000001acf1233c (__TEXT,__text) non-external -[SPProvenanceMetadata setSigningID:]
00000001acf122f0 (__TEXT,__text) non-external -[SPProvenanceMetadata setTeamID:]
00000001acf121c0 (__TEXT,__text) non-external -[SPProvenanceMetadata setUniqueID:]
00000001acf12258 (__TEXT,__text) non-external -[SPProvenanceMetadata setUrl:]
00000001acf12334 (__TEXT,__text) non-external -[SPProvenanceMetadata signingID]
00000001acf122e8 (__TEXT,__text) non-external -[SPProvenanceMetadata teamID]
00000001acf121b8 (__TEXT,__text) non-external -[SPProvenanceMetadata uniqueID]
00000001acf12250 (__TEXT,__text) non-external -[SPProvenanceMetadata url]
00000001acf00824 (__TEXT,__text) non-external -[SPProvenanceTracking .cxx_destruct]
00000001acf00424 (__TEXT,__text) non-external -[SPProvenanceTracking dealloc]
00000001acf00718 (__TEXT,__text) non-external -[SPProvenanceTracking findAssociatedProvenanceEntries:]
00000001acf00628 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForID:]
00000001acf00470 (__TEXT,__text) non-external -[SPProvenanceTracking findProvenanceEntryForURL:]
00000001acf00808 (__TEXT,__text) non-external -[SPProvenanceTracking getAllProvenanceEntries]
00000001acf00560 (__TEXT,__text) non-external -[SPProvenanceTracking getProvenanceIDForURL:]
00000001acf002b0 (__TEXT,__text) non-external -[SPProvenanceTracking init]
00000001acefd2b8 (__TEXT,__text) non-external -[SPSamplingTasking .cxx_destruct]
00000001acefd0f4 (__TEXT,__text) non-external -[SPSamplingTasking description]
00000001acefd040 (__TEXT,__text) non-external -[SPSamplingTasking encodeWithCoder:]
00000001acefd1d4 (__TEXT,__text) non-external -[SPSamplingTasking expiration]
00000001acefcec4 (__TEXT,__text) non-external -[SPSamplingTasking initWithCoder:]
00000001acefd188 (__TEXT,__text) non-external -[SPSamplingTasking name]
00000001acefd26c (__TEXT,__text) non-external -[SPSamplingTasking publicKey]
00000001acefd0f0 (__TEXT,__text) non-external -[SPSamplingTasking redactedDescription]
00000001acefd220 (__TEXT,__text) non-external -[SPSamplingTasking samplingRate]
00000001acefd1dc (__TEXT,__text) non-external -[SPSamplingTasking setExpiration:]
00000001acefd190 (__TEXT,__text) non-external -[SPSamplingTasking setName:]
00000001acefd274 (__TEXT,__text) non-external -[SPSamplingTasking setPublicKey:]
00000001acefd228 (__TEXT,__text) non-external -[SPSamplingTasking setSamplingRate:]
00000001acefd144 (__TEXT,__text) non-external -[SPSamplingTasking setUuid:]
00000001acefd13c (__TEXT,__text) non-external -[SPSamplingTasking uuid]
00000001aceff08c (__TEXT,__text) non-external -[SPScriptScanEvaluation .cxx_destruct]
00000001aceff040 (__TEXT,__text) non-external -[SPScriptScanEvaluation allowed]
00000001aceff028 (__TEXT,__text) non-external -[SPScriptScanEvaluation encodeWithCoder:]
00000001acefef8c (__TEXT,__text) non-external -[SPScriptScanEvaluation initWithCoder:]
00000001aceff048 (__TEXT,__text) non-external -[SPScriptScanEvaluation setAllowed:]
00000001acefd60c (__TEXT,__text) non-external -[SPScriptScanner .cxx_destruct]
00000001acefd3e4 (__TEXT,__text) non-external -[SPScriptScanner dealloc]
00000001acefd430 (__TEXT,__text) non-external -[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]
00000001acefd320 (__TEXT,__text) non-external -[SPScriptScanner init]
00000001acefe474 (__TEXT,__text) non-external -[StagedBundleData .cxx_destruct]
00000001acefe458 (__TEXT,__text) non-external -[StagedBundleData access:]
00000001acefe46c (__TEXT,__text) non-external -[StagedBundleData bundle]
00000001acefdf74 (__TEXT,__text) non-external -[StagedBundleData handleReload]
00000001acefdcfc (__TEXT,__text) non-external -[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]
00000001acefe464 (__TEXT,__text) non-external -[StagedBundleData stagedBundle]
00000001acefc398 (__TEXT,__text) non-external -[TrackingAttributes description]
00000001acefc408 (__TEXT,__text) non-external -[TrackingAttributes flags]
00000001acefc3f8 (__TEXT,__text) non-external -[TrackingAttributes identifier]
00000001acefc268 (__TEXT,__text) non-external -[TrackingAttributes initWithData:]
00000001acefc39c (__TEXT,__text) non-external -[TrackingAttributes redactedDescription]
00000001acefc328 (__TEXT,__text) non-external -[TrackingAttributes serialize]
00000001acefc410 (__TEXT,__text) non-external -[TrackingAttributes setFlags:]
00000001acefc400 (__TEXT,__text) non-external -[TrackingAttributes setIdentifier:]
00000001acf1a904 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001acf1aa18 (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001acf1aaec (__TEXT,__gcc_except_tab) non-external GCC_except_table0
00000001acf1a9c8 (__TEXT,__gcc_except_tab) non-external GCC_except_table1
00000001acf1a968 (__TEXT,__gcc_except_tab) non-external GCC_except_table14
00000001acf1aa48 (__TEXT,__gcc_except_tab) non-external GCC_except_table2
00000001acf1a9f0 (__TEXT,__gcc_except_tab) non-external GCC_except_table3
00000001acf1a924 (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001acf1aafc (__TEXT,__gcc_except_tab) non-external GCC_except_table5
00000001acf1a978 (__TEXT,__gcc_except_tab) non-external GCC_except_table50
00000001acf1aad8 (__TEXT,__gcc_except_tab) non-external GCC_except_table6
00000001acf13760 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibrary
00000001acf13574 (__TEXT,__text) non-external (was a private external) _AppleMobileFileIntegrityLibraryCore
00000001eb113b88 (__DATA,__bss) non-external _AppleMobileFileIntegrityLibraryCore.frameworkLibrary
00000001acf0d9e8 (__TEXT,__text) non-external _BooleanXPCImpl
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBundleCopyExecutableURL (from CoreFoundation)
                 (undefined) external _CFBundleCreate (from CoreFoundation)
                 (undefined) external _CFBundleGetIdentifier (from CoreFoundation)
                 (undefined) external _CFBundleGetInfoDictionary (from CoreFoundation)
                 (undefined) external _CFDataCreateMutable (from CoreFoundation)
                 (undefined) external _CFDataGetTypeID (from CoreFoundation)
                 (undefined) external _CFDateGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryAddValue (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
