00000001acbe2258 (__TEXT,__text) non-external +[Caller current]
00000001acc01134 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:]
00000001acc029f0 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.1
00000001acc02ac4 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.2
00000001acc02b90 (__TEXT,__text) non-external -[LASecureIO setSceneDescriptionsforOperation:andLanguage:].cold.3
00000001acc00644 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:]
00000001acc01f78 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.1
00000001acc02054 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.2
00000001acc02120 (__TEXT,__text) non-external -[LASecureIO showScene:forOperation:].cold.3
00000001acc0094c (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:]
00000001acc021ec (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.1
00000001acc022c8 (__TEXT,__text) non-external -[LASecureIO updateKextBlacklistFromPath:].cold.2
00000001acbed24c (__TEXT,__text) non-external -[LASecureIOAsset .cxx_destruct]
00000001acbed13c (__TEXT,__text) non-external -[LASecureIOAsset action]
00000001acbed1d4 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonDisabledKey]
00000001acbed1fc (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonPressedKey]
00000001acbed1e8 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogButtonUnpressedKey]
00000001acbed184 (__TEXT,__text) non-external -[LASecureIOAsset assetCatalogImageKey]
00000001acbed198 (__TEXT,__text) non-external -[LASecureIOAsset buttonDisabled]
00000001acbed1c0 (__TEXT,__text) non-external -[LASecureIOAsset buttonPressed]
00000001acbed1ac (__TEXT,__text) non-external -[LASecureIOAsset buttonUnpressed]
00000001acbecc30 (__TEXT,__text) non-external -[LASecureIOAsset description]
00000001acbecd28 (__TEXT,__text) non-external -[LASecureIOAsset dictionary]
00000001acbed15c (__TEXT,__text) non-external -[LASecureIOAsset disabled]
00000001acbed14c (__TEXT,__text) non-external -[LASecureIOAsset format]
00000001acbed11c (__TEXT,__text) non-external -[LASecureIOAsset height]
00000001acbed170 (__TEXT,__text) non-external -[LASecureIOAsset image]
00000001acbed210 (__TEXT,__text) non-external -[LASecureIOAsset name]
00000001acbed238 (__TEXT,__text) non-external -[LASecureIOAsset remoteAssetKey]
00000001acbed224 (__TEXT,__text) non-external -[LASecureIOAsset renderedText]
00000001acbed144 (__TEXT,__text) non-external -[LASecureIOAsset setAction:]
00000001acbed1e0 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonDisabledKey:]
00000001acbed208 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonPressedKey:]
00000001acbed1f4 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogButtonUnpressedKey:]
00000001acbed190 (__TEXT,__text) non-external -[LASecureIOAsset setAssetCatalogImageKey:]
00000001acbed1a4 (__TEXT,__text) non-external -[LASecureIOAsset setButtonDisabled:]
00000001acbed1cc (__TEXT,__text) non-external -[LASecureIOAsset setButtonPressed:]
00000001acbed1b8 (__TEXT,__text) non-external -[LASecureIOAsset setButtonUnpressed:]
00000001acbed168 (__TEXT,__text) non-external -[LASecureIOAsset setDisabled:]
00000001acbed154 (__TEXT,__text) non-external -[LASecureIOAsset setFormat:]
00000001acbed124 (__TEXT,__text) non-external -[LASecureIOAsset setHeight:]
00000001acbed17c (__TEXT,__text) non-external -[LASecureIOAsset setImage:]
00000001acbed21c (__TEXT,__text) non-external -[LASecureIOAsset setName:]
00000001acbed244 (__TEXT,__text) non-external -[LASecureIOAsset setRemoteAssetKey:]
00000001acbed230 (__TEXT,__text) non-external -[LASecureIOAsset setRenderedText:]
00000001acbed134 (__TEXT,__text) non-external -[LASecureIOAsset setType:]
00000001acbed114 (__TEXT,__text) non-external -[LASecureIOAsset setWidth:]
00000001acbed0f4 (__TEXT,__text) non-external -[LASecureIOAsset setX:]
00000001acbed104 (__TEXT,__text) non-external -[LASecureIOAsset setY:]
00000001acbed12c (__TEXT,__text) non-external -[LASecureIOAsset type]
00000001acbed10c (__TEXT,__text) non-external -[LASecureIOAsset width]
00000001acbed0ec (__TEXT,__text) non-external -[LASecureIOAsset x]
00000001acbed0fc (__TEXT,__text) non-external -[LASecureIOAsset y]
00000001acbfedf8 (__TEXT,__text) non-external -[LASecureIOCommunication .cxx_destruct]
00000001acbfedc0 (__TEXT,__text) non-external -[LASecureIOCommunication delegate]
00000001acbfda24 (__TEXT,__text) non-external -[LASecureIOCommunication eventHandler]
00000001acbfe1a4 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:]
00000001acbff5b8 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.1
00000001acbff68c (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.2
00000001acbff764 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.3
00000001acbff830 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:version:withData:andResponse:].cold.4
00000001acbfe194 (__TEXT,__text) non-external -[LASecureIOCommunication executeCommand:withData:andResponse:]
00000001acbfe788 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:]
00000001acbff904 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.1
00000001acbff9ac (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.2
00000001acbffa54 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.3
00000001acbffafc (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.4
00000001acbffbd0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferRequest:].cold.5
00000001acbfead0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:]
00000001acbffc80 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.1
00000001acbffd40 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.2
00000001acbffe00 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.3
00000001acbffec0 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.4
00000001acbfffa8 (__TEXT,__text) non-external -[LASecureIOCommunication handleTransferResponse:].cold.5
00000001acbfd3bc (__TEXT,__text) non-external -[LASecureIOCommunication initAsClient:]
00000001acbfd424 (__TEXT,__text) non-external -[LASecureIOCommunication initAsServer:]
00000001acbfd2fc (__TEXT,__text) non-external -[LASecureIOCommunication init]
00000001acbfdddc (__TEXT,__text) non-external -[LASecureIOCommunication receive:]
00000001acbff1d0 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.1
00000001acbff29c (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.2
00000001acbff368 (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.3
00000001acbff43c (__TEXT,__text) non-external -[LASecureIOCommunication receive:].cold.4
00000001acbfe080 (__TEXT,__text) non-external -[LASecureIOCommunication send:]
00000001acbff4e4 (__TEXT,__text) non-external -[LASecureIOCommunication send:].cold.1
00000001acbfedec (__TEXT,__text) non-external -[LASecureIOCommunication setDelegate:]
00000001acbfd824 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection]
00000001acbfee74 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.1
00000001acbfef4c (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.2
00000001acbff02c (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.3
00000001acbff104 (__TEXT,__text) non-external -[LASecureIOCommunication setupConnection].cold.4
00000001acbee148 (__TEXT,__text) non-external -[LASecureIODisplay .cxx_destruct]
00000001acbee140 (__TEXT,__text) non-external -[LASecureIODisplay buttonPressedCallback:]
00000001acbee144 (__TEXT,__text) non-external -[LASecureIODisplay connectionInterruptedCallback:]
00000001acbedc3c (__TEXT,__text) non-external -[LASecureIODisplay displayScene:]
00000001acbedbd8 (__TEXT,__text) non-external -[LASecureIODisplay init]
00000001acbee094 (__TEXT,__text) non-external -[LASecureIODisplay touchBar:makeItemForIdentifier:]
00000001acbdd7d8 (__TEXT,__text) non-external -[LASecureIOHelper .cxx_destruct]
00000001acbdd1c0 (__TEXT,__text) non-external -[LASecureIOHelper _laErrorFromLASIOError:method:]
00000001acbdcb88 (__TEXT,__text) non-external -[LASecureIOHelper _setInstructions:externalizedContext:allowKDLUpdate:reply:]
00000001acbdd3b4 (__TEXT,__text) non-external -[LASecureIOHelper cleanupToken]
00000001acbdd2a0 (__TEXT,__text) non-external -[LASecureIOHelper cleanup]
00000001acbdd7d0 (__TEXT,__text) non-external -[LASecureIOHelper coreKDL]
00000001acbdd6b4 (__TEXT,__text) non-external -[LASecureIOHelper credentialSetUpdated:]
00000001acbdd798 (__TEXT,__text) non-external -[LASecureIOHelper currentDFROwner]
00000001acbdcff0 (__TEXT,__text) non-external -[LASecureIOHelper currentKDLVersion]
00000001acbdd780 (__TEXT,__text) non-external -[LASecureIOHelper externalizedContext]
00000001acbdc81c (__TEXT,__text) non-external -[LASecureIOHelper init]
00000001acbdd78c (__TEXT,__text) non-external -[LASecureIOHelper lastInstructionsWithoutDFR]
00000001acbdcecc (__TEXT,__text) non-external -[LASecureIOHelper postNotification:error:]
00000001acbdd778 (__TEXT,__text) non-external -[LASecureIOHelper scene]
00000001acbdd7c4 (__TEXT,__text) non-external -[LASecureIOHelper setCurrentDFROwner:]
00000001acbdd304 (__TEXT,__text) non-external -[LASecureIOHelper setHandler:forInput:]
00000001acbdc8d0 (__TEXT,__text) non-external -[LASecureIOHelper setInstructions:externalizedContext:reply:]
00000001acbdcd2c (__TEXT,__text) non-external -[LASecureIOHelper showScene:error:]
00000001acbdd05c (__TEXT,__text) non-external -[LASecureIOHelper updateKDLWithError:]
00000001acbdd4b4 (__TEXT,__text) non-external -[LASecureIOHelper userInput:]
00000001acc03c80 (__TEXT,__text) non-external -[LASecureIOHelper userInput:].cold.1
00000001acbef720 (__TEXT,__text) non-external -[LASecureIOLocal .cxx_destruct]
00000001acbef60c (__TEXT,__text) non-external -[LASecureIOLocal executeCommand:withData:andResponse:]
00000001acbef82c (__TEXT,__text) non-external -[LASecureIOLocal executeCommand:withData:andResponse:].cold.1
00000001acbef57c (__TEXT,__text) non-external -[LASecureIOLocal init]
00000001acbef734 (__TEXT,__text) non-external -[LASecureIOLocal init].cold.1
00000001acbef4f4 (__TEXT,__text) non-external -[LASecureIOScene .cxx_destruct]
00000001acbef4e0 (__TEXT,__text) non-external -[LASecureIOScene anchorPoints]
00000001acbef4bc (__TEXT,__text) non-external -[LASecureIOScene assets]
00000001acbef240 (__TEXT,__text) non-external -[LASecureIOScene dictionary]
00000001acbef05c (__TEXT,__text) non-external -[LASecureIOScene init]
00000001acbef480 (__TEXT,__text) non-external -[LASecureIOScene language]
00000001acbef46c (__TEXT,__text) non-external -[LASecureIOScene name]
00000001acbef4a8 (__TEXT,__text) non-external -[LASecureIOScene operationID]
00000001acbef494 (__TEXT,__text) non-external -[LASecureIOScene sceneID]
00000001acbef4d0 (__TEXT,__text) non-external -[LASecureIOScene secureIO]
00000001acbef4ec (__TEXT,__text) non-external -[LASecureIOScene setAnchorPoints:]
00000001acbef4c8 (__TEXT,__text) non-external -[LASecureIOScene setAssets:]
00000001acbef48c (__TEXT,__text) non-external -[LASecureIOScene setLanguage:]
00000001acbef478 (__TEXT,__text) non-external -[LASecureIOScene setName:]
00000001acbef4b4 (__TEXT,__text) non-external -[LASecureIOScene setOperationID:]
00000001acbef4a0 (__TEXT,__text) non-external -[LASecureIOScene setSceneID:]
00000001acbef4d8 (__TEXT,__text) non-external -[LASecureIOScene setSecureIO:]
00000001acbf5e54 (__TEXT,__text) non-external -[LASecureIOServer .cxx_destruct]
00000001acbf5e40 (__TEXT,__text) non-external -[LASecureIOServer communication]
00000001acbf4ec4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:]
00000001acbfbea4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.1
00000001acbfc5e4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.10
00000001acbfc6b8 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.11
00000001acbfc78c (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.12
00000001acbfc860 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.13
00000001acbfc934 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.14
00000001acbfc9dc (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.15
00000001acbfca84 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.16
00000001acbfbf78 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.2
00000001acbfc048 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.3
00000001acbfc11c (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.4
00000001acbfc1f0 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.5
00000001acbfc2c4 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.6
00000001acbfc394 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.7
00000001acbfc464 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.8
00000001acbfc524 (__TEXT,__text) non-external -[LASecureIOServer createCredentialForType:].cold.9
00000001acbf2588 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:]
00000001acbf90cc (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.1
00000001acbf97f4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.10
00000001acbf98c8 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.11
00000001acbf999c (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.12
00000001acbf9a70 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.13
00000001acbf9b44 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.14
00000001acbf9c18 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.15
00000001acbf9cf0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.16
00000001acbf9dc4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.17
00000001acbf9ea0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.18
00000001acbf9f74 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.19
00000001acbf91a4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.2
00000001acbfa048 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.20
00000001acbfa0f0 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.21
00000001acbfa1c4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.22
00000001acbfa298 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.23
00000001acbfa36c (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.24
00000001acbfa440 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.25
00000001acbfa514 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.26
00000001acbfa5bc (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.27
00000001acbfa690 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.28
00000001acbfa764 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.29
00000001acbf9284 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.3
00000001acbfa824 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.30
00000001acbfa8e4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.31
00000001acbfa9a4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.32
00000001acbfaa64 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.33
00000001acbfab24 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.34
00000001acbfabe4 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.35
00000001acbfacb8 (__TEXT,__text) non-external -[LASecureIOServer generateScenesFromInstructions:andDescriptions:].cold.36
