00007ff841cd31e0 (__DATA,__data) non-external _.compoundliteral
00007ff803a17950 (__TEXT,__text) non-external _traverse_preorder
00007ff803a163fe (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff803a3cb70 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff803a19c0e (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff803a190bd (__TEXT,__text) non-external _version
00007ff803a1896c (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff8039fb6f7 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
