00007ffa0fcc01c4 (__TEXT,__text) non-external +[Cube initialize]
00007ffa0fa88faa (__TEXT,__text) non-external +[MPAuthoringUtilities scaleOutroEffectFromOptions:]
00007ffa0fa8acc8 (__TEXT,__text) non-external +[MPAuthoringUtilities screenSizeFromOptions:]
00007ffa0fa89347 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeFramesFromOptions:]
00007ffa0fa89610 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeLoopTransitionFromOptions:]
00007ffa0fa8954e (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeSlideFiltersFromOptions:]
00007ffa0fa893d2 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa0fa8a669 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa0fa87561 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa0fa8a919 (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa0fa8917e (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa0fa88669 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa0fa88c38 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa0fa873fa (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa0fa8873d (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa0fa888a9 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa0fa88871 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa0fa88e61 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa0fa8ad3b (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa0fa8a142 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa0fa88778 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa0fa88836 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa0fa8a55a (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa0fa89d71 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa0fa8ad00 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa0fa8c0a8 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa0fa8c049 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa0fa38026 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa0fa3801b (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa0fa9545f (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa0fa95400 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa0fa9cec3 (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa0fa9cd69 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa0fa9cf29 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa0fa9cc86 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa0faa64ef (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa0fa9cf09 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa0fa9ceb8 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa0fa9cb1a (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa0fa9cb3b (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa0faa6489 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa0fa9cee9 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa0faa6560 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa0faa65ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa0faa65db (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa0faa660f (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa0faa6643 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa0faa6555 (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa0fab2019 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa0fab203f (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa0fab23ba (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa0fab75ea (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa0fab768a (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa0fab7619 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa0fabb255 (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa0fabc6f2 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa0fabcb24 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa0fabcd45 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa0fabc419 (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa0fabc395 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa0fabc3c1 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa0fabc3ed (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa0fabcebc (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa0fabceb1 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa0fabf0ca (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa0fabf059 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa0fac055a (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa0fac13ef (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa0fac13e4 (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa0fac1e9c (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa0fac1e2b (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa0fac2778 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa0fa394d2 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa0fa394c7 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa0fac3aa6 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa0fac3afe (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa0fac3acc (__TEXT,__text) non-external +[MPLayer layer]
00007ffa0fac3ae5 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa0fac3b17 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa0faca126 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa0faca155 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa0faca189 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa0faca1bd (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa0fad0d48 (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa0fad0dc2 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa0fade4ff (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa0fae2fef (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa0fae2fdd (__TEXT,__text) non-external +[MPSlide slide]
00007ffa0fae2fd2 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa0faea7e3 (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa0faea7b4 (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa0faea7a2 (__TEXT,__text) non-external +[MPSong song]
00007ffa0faea797 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa0faebd01 (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa0faebc90 (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa0fa390b6 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa0fa390ab (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa0faece54 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa0fa2407d (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa0faeecf5 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa0faf0da3 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa0faf0dae (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa0faf32aa (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa0faf327b (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa0fa39885 (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa0fa39890 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa0faf4cfb (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa0faf4c8a (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa0faf5b28 (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa0fafb125 (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa0fafe070 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa0fafaa78 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa0fafab37 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa0fafa127 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa0faf93a3 (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa0faf8b0f (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa0faf9740 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa0fafa8aa (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa0fafa991 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa0fafe27d (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa0fafc31c (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa0fafc7bf (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa0fafc73c (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa0fafd9fe (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa0fafd884 (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa0fafdac2 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa0fafda65 (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa0faf9c48 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa0faf9b58 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa0faf9f56 (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa0fafd6fb (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa0fafcf29 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa0fafce58 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa0fafb98f (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa0fafd609 (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa0fafc667 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa0fafd1d4 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa0faf8864 (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa0faf8974 (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa0fafed4f (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa0fafee47 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa0faff070 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa0faff10a (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa0faff7f4 (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa0fafed12 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa0fafec93 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa0faff556 (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa0faffa26 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa0faffc23 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa0faff198 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa0faff305 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa0fafe752 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa0faff0f6 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa0faffccc (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa0faff533 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa0faff192 (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa0faff028 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa0fafecd9 (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa0fafec3a (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa0fa40289 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa0fa3fb0e (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa0fa3fd28 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa0fa3fb76 (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa0fa3fc64 (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa0fa3fb19 (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa0fa3fc2f (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa0fa40398 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa0fb03774 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa0fb037df (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa0fb037d2 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa0fccbae1 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa0fb0b960 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa0fb0b978 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa0fb0bbbd (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa0fb0c15a (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa0fb0bbd5 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa0fb0be23 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa0fb0e598 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0fb0e5a0 (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa0fb0e590 (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa0fb0e005 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa0fb0f246 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0fb0f24e (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0fc6014f (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0fc60144 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa0fc63faa (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa0fc63fb5 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa0fc9802d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa0fc97856 (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0fc9784b (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa0fc965c8 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa0fc9793d (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa0fc97d18 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa0fc5a591 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0fc5a586 (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa0fc5a14b (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa0fcadb2a (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa0fcac6bc (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0fcac6c7 (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa0fcac6d2 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0fc92643 (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
