00007fff6eafb5fa (__TEXT,__text) external _DriverExecutableMain
00007fff6eb01a7c (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007fff6eb02158 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007fff6eb02500 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007fff6eb0213c (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007fff6eafc182 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007fff6eafc1dc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007fff6eafc236 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007fff6eb154be (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007fff6eb154e1 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007fff6eb0081d (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007fff6eaffddb (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007fff6eb01220 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007fff6eb01270 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007fff6eb0186c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007fff6eb01923 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.31
00007fff6eb00679 (__TEXT,__text) non-external ____Z27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007fff6eaff112 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007fff6eb158f7 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007fff6eb030d6 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007fff6eb030af (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007fff6eb02f70 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007fff6eb15e07 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007fff6eb031cf (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007fff6eb02e02 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007fff6eb02f3f (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007fff6eb0311f (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007fff6eaff270 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007fff6eb1591a (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.cold.1
00007fff6eb030f6 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007fff6eaff12f (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007fff6eaff181 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.138
00007fff6eaff1f8 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.140
00007fff6eb01da3 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007fff6eafc81a (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007fff6eafc722 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007fff6eafc3fe (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007fff6eafaa84 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007fff6eafdc3a (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6eafda80 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007fff6eafcbfe (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6eafca17 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007fff6eafce24 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007fff6eafceeb (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007fff6eb155b3 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007fff6eafcda5 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007fff6eb023da (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007fff6eafdf30 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007fff6eafe828 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007fff6eb01f9a (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007fff6eb01ec9 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007fff6eb01de8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007fff6eb025a2 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007fff6eb0240c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007fff6eb14944 (__TEXT,__text) external ___assert_rtn
00007fff8d10f6b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8d10fac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007fff8d10f958 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007fff8d10f9c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.114
00007fff8d10fa00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007fff8d10fa30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007fff8d10fa60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
00007fff8d10fa90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.150
00007fff8d10faf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007fff8d10fb20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007fff8d10fb50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007fff8d10fb70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007fff8d10fb90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.30
00007fff8d10fbc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007fff8d10fbf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007fff8d10fc20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007fff8d10fc50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007fff8d10fc80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007fff8d10fcb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007fff8d10fce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007fff8d10fd10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007fff8d110490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007fff8d1104b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007fff8d1104e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007fff8d110510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007fff8d110540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007fff8d110560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007fff8d110590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007fff8d1105c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007fff8d10f6e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007fff8d10f718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007fff8d10f748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007fff8d10f778 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007fff8d10f7a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007fff8d10f7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007fff8d10f7e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007fff8d10f818 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007fff8d10f848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007fff8d10f878 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007fff8d10f8a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007fff8d10f8d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007fff8d10f8f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007fff8d10f928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007fff8d10f9e0 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007fff6eaff2d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007fff6eaff2f0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_probe
00007fff6eafc416 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007fff6eafcfae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007fff6eb01dce (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007fff6eb018c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007fff6eafc42d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007fff6eafcfe6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007fff6eafab34 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007fff6eb018f8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
00007fff85d7df38 (__DATA,__data) non-external __dyld_private
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007fff6eaf8a90 (__TEXT,__text) external _crc32
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007fff85d7df58 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007fff8d112c80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007fff85d7df40 (__DATA,__common) external _gIODKDebug
00007fff85d7df60 (__DATA,__common) external _gIODMACommandMetaClass
00007fff8d112c88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007fff85d7df68 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007fff8d112c90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007fff85d7df70 (__DATA,__common) external _gIODispatchQueueMetaClass
00007fff8d112c98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007fff85d7df78 (__DATA,__common) external _gIODispatchSourceMetaClass
00007fff8d112ca0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007fff85d7df80 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007fff8d112ca8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007fff85d7df88 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007fff8d112cb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007fff85d7df90 (__DATA,__common) external _gIOMemoryMapMetaClass
00007fff8d112cb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00007fff85d7df98 (__DATA,__common) external _gIOServiceMetaClass
00007fff85d7dfa0 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00007fff8d112cc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00007fff8d112cc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00007fff85d7dfa8 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00007fff8d112cd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00007fff85d7dfb0 (__DATA,__common) external _gIOUserClientMetaClass
00007fff8d112cd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00007fff85d7dfc0 (__DATA,__common) external _gIOUserServerMetaClass
00007fff8d112ce8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00007fff85d7dfc8 (__DATA,__common) external _gOSActionMetaClass
00007fff8d112cf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00007fff85d7dfb8 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00007fff8d112ce0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00007fff85d7e028 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00007fff8d112d50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00007fff85d7dfd0 (__DATA,__common) external _gOSArrayMetaClass
00007fff8d112cf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00007fff85d7dfd8 (__DATA,__common) external _gOSBooleanMetaClass
00007fff8d112d00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00007fff85d7dfe0 (__DATA,__common) external _gOSCollectionMetaClass
00007fff8d112d08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00007fff85d7dfe8 (__DATA,__common) external _gOSContainerMetaClass
00007fff8d112d10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00007fff85d7dff0 (__DATA,__common) external _gOSDataMetaClass
00007fff8d112d18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00007fff85d7dff8 (__DATA,__common) external _gOSDictionaryMetaClass
00007fff8d112d20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00007fff85d7e000 (__DATA,__common) external _gOSNumberMetaClass
00007fff8d112d28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
00007fff85d7e008 (__DATA,__common) external _gOSObjectMetaClass
00007fff8d112d30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
00007fff85d7e010 (__DATA,__common) external _gOSSerializationMetaClass
00007fff8d112d38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
00007fff85d7e018 (__DATA,__common) external _gOSStringMetaClass
00007fff8d112d40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSString_Declaration
00007fff85d7e020 (__DATA,__common) external _g_IOBlockStorageDeviceMetaClass
00007fff8d112d48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _g_IOBlockStorageDevice_Declaration
                 (undefined) external _getsectiondata (from libSystem)
                 (undefined) external _host_get_io_master (from libSystem)
00007fff6eb05d41 (__TEXT,__text) non-external (was a private external) _io_catalog_get_data
00007fff6eb05eb9 (__TEXT,__text) non-external (was a private external) _io_catalog_get_gen_count
00007fff6eb05fc6 (__TEXT,__text) non-external (was a private external) _io_catalog_module_loaded
00007fff6eb06164 (__TEXT,__text) non-external (was a private external) _io_catalog_reset
00007fff6eb05a5b (__TEXT,__text) non-external (was a private external) _io_catalog_send_data
00007fff6eb05b96 (__TEXT,__text) non-external (was a private external) _io_catalog_terminate
00007fff6eb04c00 (__TEXT,__text) non-external (was a private external) _io_connect_add_client
00007fff6eb07b83 (__TEXT,__text) non-external (was a private external) _io_connect_async_method
00007fff6eb066ff (__TEXT,__text) non-external (was a private external) _io_connect_get_notification_semaphore
00007fff6eb04ad7 (__TEXT,__text) non-external (was a private external) _io_connect_get_service
00007fff6eb07590 (__TEXT,__text) non-external (was a private external) _io_connect_map_memory_into_task
00007fff6eb07806 (__TEXT,__text) non-external (was a private external) _io_connect_method
00007fff6eb088cf (__TEXT,__text) non-external (was a private external) _io_connect_method_var_output
00007fff6eb07f3f (__TEXT,__text) non-external (was a private external) _io_connect_set_notification_port
00007fff6eb04cfd (__TEXT,__text) non-external (was a private external) _io_connect_set_properties
00007fff6eb076d5 (__TEXT,__text) non-external (was a private external) _io_connect_unmap_memory_from_task
00007fff6eb0a2e5 (__TEXT,__text) non-external (was a private external) _io_device_tree_entry_exists_with_name
00007fff6eb0594e (__TEXT,__text) non-external (was a private external) _io_iterator_is_valid
00007fff6eb0357c (__TEXT,__text) non-external (was a private external) _io_iterator_next
00007fff6eb036a5 (__TEXT,__text) non-external (was a private external) _io_iterator_reset
00007fff6eb033b5 (__TEXT,__text) non-external (was a private external) _io_object_conforms_to
00007fff6eb0723c (__TEXT,__text) non-external (was a private external) _io_object_get_bundle_identifier
00007fff6eb03230 (__TEXT,__text) non-external (was a private external) _io_object_get_class
00007fff6eb05437 (__TEXT,__text) non-external (was a private external) _io_object_get_retain_count
00007fff6eb07044 (__TEXT,__text) non-external (was a private external) _io_object_get_superclass
00007fff6eb03b59 (__TEXT,__text) non-external (was a private external) _io_registry_create_iterator
00007fff6eb0574f (__TEXT,__text) non-external (was a private external) _io_registry_entry_create_iterator
00007fff6eb03f30 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path
00007fff6eb0a0d5 (__TEXT,__text) non-external (was a private external) _io_registry_entry_from_path_ool
00007fff6eb0461f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_child_iterator
00007fff6eb06839 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_location_in_plane
00007fff6eb040f8 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name
00007fff6eb0635e (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_name_in_plane
00007fff6eb04805 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_parent_iterator
00007fff6eb04e35 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path
00007fff6eb09e80 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_path_ool
00007fff6eb0427d (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties
00007fff6eb092ee (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin
00007fff6eb0a4ac (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_properties_bin_buf
00007fff6eb03959 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property
00007fff6eb09455 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin
00007fff6eb0a63f (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bin_buf
00007fff6eb043e4 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_bytes
00007fff6eb06a31 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_property_recursively
00007fff6eb087a1 (__TEXT,__text) non-external (was a private external) _io_registry_entry_get_registry_entry_id
00007fff6eb05270 (__TEXT,__text) non-external (was a private external) _io_registry_entry_in_plane
00007fff6eb05138 (__TEXT,__text) non-external (was a private external) _io_registry_entry_set_properties
00007fff6eb0500f (__TEXT,__text) non-external (was a private external) _io_registry_get_root_entry
00007fff6eb03d58 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_enter_entry
00007fff6eb03e44 (__TEXT,__text) non-external (was a private external) _io_registry_iterator_exit_entry
00007fff6eb091c0 (__TEXT,__text) non-external (was a private external) _io_server_version
00007fff6eb082fc (__TEXT,__text) non-external (was a private external) _io_service_add_interest_notification
00007fff6eb08070 (__TEXT,__text) non-external (was a private external) _io_service_add_notification
00007fff6eb09bf9 (__TEXT,__text) non-external (was a private external) _io_service_add_notification_bin
00007fff6eb0853a (__TEXT,__text) non-external (was a private external) _io_service_add_notification_ool
00007fff6eb049eb (__TEXT,__text) non-external (was a private external) _io_service_close
00007fff6eb08f94 (__TEXT,__text) non-external (was a private external) _io_service_get_authorization_id
00007fff6eb05544 (__TEXT,__text) non-external (was a private external) _io_service_get_busy_state
00007fff6eb08c77 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service
00007fff6eb0969c (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_bin
00007fff6eb08e3f (__TEXT,__text) non-external (was a private external) _io_service_get_matching_service_ool
00007fff6eb03791 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services
00007fff6eb09870 (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_bin
00007fff6eb06dcd (__TEXT,__text) non-external (was a private external) _io_service_get_matching_services_ool
00007fff6eb06c78 (__TEXT,__text) non-external (was a private external) _io_service_get_state
00007fff6eb06556 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table
00007fff6eb09a44 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_bin
00007fff6eb06f22 (__TEXT,__text) non-external (was a private external) _io_service_match_property_table_ool
00007fff6eb07434 (__TEXT,__text) non-external (was a private external) _io_service_open_extended
00007fff6eb06261 (__TEXT,__text) non-external (was a private external) _io_service_request_probe
00007fff6eb090c2 (__TEXT,__text) non-external (was a private external) _io_service_set_authorization_id
00007fff6eb05651 (__TEXT,__text) non-external (was a private external) _io_service_wait_quiet
00007fff6eb03220 (__TEXT,__text) non-external (was a private external) _iokit_user_client_trap
00007fff85d7df50 (__DATA,__common) external _kOSBooleanFalse
00007fff85d7df48 (__DATA,__common) external _kOSBooleanTrue
                 (undefined) external _mach_absolute_time (from libSystem)
                 (undefined) external _mach_continuous_time (from libSystem)
                 (undefined) external _mach_error (from libSystem)
                 (undefined) external _mach_error_string (from libSystem)
                 (undefined) external _mach_host_self (from libSystem)
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_allocate (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_port_mod_refs (from libSystem)
                 (undefined) external _mach_ports_lookup (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_deallocate (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_owned (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_trylock (from libSystem)
                 (undefined) external _os_unfair_recursive_lock_unlock (from libSystem)
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_getschedparam (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_setdetachstate (from libSystem)
                 (undefined) external _pthread_attr_setschedparam (from libSystem)
                 (undefined) external _pthread_attr_setschedpolicy (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_signal (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_rwlock_destroy (from libSystem)
