                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
0000000180066840 (__TEXT,__text) non-external _DiToMD5
000000018006c2e0 (__TEXT,__text) non-external __ZL14IOReporter_NewP11OSMetaClass
000000018004b6ac (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si
0000000180079990 (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.1
00000001800799bc (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.2
00000001800799e8 (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.3
0000000180079a14 (__TEXT,__text) non-external __ZL14uiomachchannelPv22dispatch_mach_reason_tP19dispatch_mach_msg_si.cold.4
000000018007688c (__TEXT,__text) non-external __ZL15IOEventLink_NewP11OSMetaClass
000000018006bfb8 (__TEXT,__text) non-external __ZL15IOMemoryMap_NewP11OSMetaClass
0000000180077e68 (__TEXT,__text) non-external __ZL15IOWorkGroup_NewP11OSMetaClass
00000001800753a0 (__TEXT,__text) non-external __ZL15OSContainer_NewP11OSMetaClass
0000000180049ee0 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00000001800792a4 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00000001800792d0 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001800792fc (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
0000000180079328 (__TEXT,__text) non-external __ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
000000018004ab58 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc
00000001800796a8 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.1
00000001800796e8 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.2
0000000180079714 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.3
0000000180079754 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.4
0000000180079780 (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.5
00000001800797ac (__TEXT,__text) non-external __ZL15OSScanLibrariesP18IOUserServer_IVarsPKc.cold.6
00000001800525e4 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject
000000018007a1d0 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.1
000000018007a1fc (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.2
000000018007a228 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.3
000000018007a254 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.4
000000018007a280 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.5
000000018007a2ac (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.6
000000018007a2d8 (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
0000000182ca0a78 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
0000000180068050 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
0000000180073210 (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
000000018007427c (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
0000000180075370 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
000000018005257c (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
0000000180049d88 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
0000000180079170 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
000000018007919c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00000001800791c8 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00000001800791f4 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
0000000180079220 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
000000018007924c (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
0000000180079278 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
0000000180075470 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00000001800754f8 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
0000000180047f38 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00000001800788f8 (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
0000000180075c1c (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
0000000180047568 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
0000000180067fc8 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
000000018006c480 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
000000018004f954 (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
0000000180045f30 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
0000000180069c28 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
000000018006c3b0 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
0000000180055390 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
0000000180055d10 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
000000018007a884 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
000000018007a8b0 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
0000000180055d6c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
000000018007a8dc (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
000000018007a908 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
000000018007a934 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
000000018007a960 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
0000000180075ca4 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
0000000182ca0a88 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
0000000180061f48 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
0000000182ca0a80 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
000000018006a174 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
000000018006c348 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
0000000180055460 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
0000000180054f78 (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
0000000180057ae8 (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
000000018004be5c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
0000000180079ac4 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
0000000180079af0 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
0000000180079b1c (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
000000018007c8d0 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
000000018006b614 (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
000000018006c418 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00000001800555ec (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
0000000180056298 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
000000018007aa94 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
000000018007aac0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
0000000182ca0a70 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
0000000180076f9c (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
0000000180080570 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00000001800547a8 (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00000001800727ec (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
000000018007fc70 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
0000000180054874 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
0000000180058ff4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
000000018007aca4 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
000000018007acd0 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
000000018007acfc (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
0000000180075dfc (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
000000018004bdf8 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy
0000000180079a98 (__TEXT,__text) non-external __ZL25convert_mach_time_to_nsecPy.cold.1
000000018007f630 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
0000000180080eb8 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
000000018007f4f0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
000000018007f8b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
0000000180080030 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00000001800801b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00000001800806b0 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
0000000180046634 (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
0000000180067a9c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
000000018004b8f8 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
000000018007cea8 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
000000018007e910 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
000000018007f770 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
0000000180054e88 (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
0000000180054ab8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
000000018007a6f8 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
0000000180068c38 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
000000018006aa4c (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
000000018007dde8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
0000000180055034 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
0000000180080b50 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
000000018007dca8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
0000000180081060 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
000000018007fb30 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
0000000180058d10 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
000000018007abc8 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
000000018007abf4 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
000000018007ac20 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
000000018007ac4c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
0000000180053ce4 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
000000018007a4e8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
000000018004c6e4 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
0000000180079ba0 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
000000018007d1f8 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
000000018007f028 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
000000018007f350 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
000000018007f9f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
000000018007fdb0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
000000018007fef0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00000001800802f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
0000000180055194 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
000000018007cfe8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
0000000182ca0a74 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
000000018007e2e8 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
000000018007d5c0 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
000000018007e068 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
0000000180080430 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
000000018007d788 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
000000018007df28 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
000000018007db40 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
000000018007e1a8 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
0000000180071524 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
0000000180080d78 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
0000000180053a30 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
000000018007a464 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
000000018007a490 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
000000018007a4bc (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
000000018007ee48 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
0000000180080868 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
0000000180074110 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
000000018007cd68 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
0000000180071ec4 (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
000000018007d440 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
000000018007d970 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
000000018007c48f (__TEXT,__const) non-external __ZL4yyr1
000000018007c46e (__TEXT,__const) non-external __ZL4yyr2
0000000180076720 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
000000018007eac8 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
000000018007f1a8 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
000000018007ec88 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00000001800809a8 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
0000000180052d90 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
000000018007a330 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
000000018007a35c (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
0000000180046ee8 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
000000018007c238 (__TEXT,__const) non-external __ZL6yypact
000000018007c36c (__TEXT,__const) non-external __ZL7yycheck
000000018007c4b0 (__TEXT,__const) non-external __ZL7yypgoto
000000018007c3d9 (__TEXT,__const) non-external __ZL7yytable
0000000180065ea0 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
0000000180066418 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
000000018007c446 (__TEXT,__const) non-external __ZL8yydefact
00000001800493dc (__TEXT,__text) non-external __ZL9DidActionP8OSAction
0000000180078e58 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
0000000180075d0c (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
0000000180047ae8 (__TEXT,__text) non-external __ZL9argnumcpyxPvj
000000018007c4d0 (__TEXT,__const) non-external __ZL9crc32_tab
0000000182ca0660 (__DATA,__bss) non-external __ZL9gBootArgs
000000018004777c (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00000001800478a0 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
0000000180047324 (__TEXT,__text) non-external __ZL9newObjectP12parser_state
000000018007c4bf (__TEXT,__const) non-external __ZL9yydefgoto
00000001800628cc (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
000000018007ae00 (__TEXT,__text) non-external __ZN10IOReporter10addChannelEyPKc.cold.1
0000000180062b64 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
000000018006249c (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
0000000180062038 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
0000000180062184 (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
0000000180061db0 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
0000000180062748 (__TEXT,__text) external __ZN10IOReporter4freeEv
