00007ff90dd3f9af (__TEXT,__text) non-external +[Caller current]
00007ff9412afb60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DaemonUtils
00007ff9412ae420 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9412af758 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_DomainStateRequest
00007ff9412aefe0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_EvaluationRequest
00007ff9412ae290 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_InstalledAppsCache
00007ff9412addf0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalytics
00007ff9412ad5c8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsEvaluation
00007ff9412ad2f0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LAAnalyticsPasscodeFallbackPeriod
00007ff9412add60 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LADFROwnerToken
00007ff9412afc98 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASIORemoteCall
00007ff9412b0048 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIO
00007ff9412afc08 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOArchive
00007ff9412afeb8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOCommunication
00007ff9412adb40 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOHelper
00007ff9412b0138 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_LASecureIOLoggingHelper
00007ff9412ae510 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_NotificationCenterInvalidationSource
00007ff9412ad4d0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCache
00007ff9412ae100 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheAssertion
00007ff9412ae200 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheBypassAssertion
00007ff9412ae320 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PreflightCacheInvalidationSource
00007ff9412adf50 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PushButtonMonitor
00007ff9412ae8f8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Request
00007ff9412af4e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StorageRequest
00007ff9412afab8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrustedAccessoryHelper
00007ff9412ae670 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UserPasswordInvalidationSource
00007ff9412ae820 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchInvalidationSource
00007ff9412ad958 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_WatchMonitor
00007ff943df6bd8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACDomainStateRequest
00007ff943df6b18 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACEvaluationRequest
00007ff943df6ab8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACRequest
00007ff943df6b78 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LACStorageRequest
00007ff943df6998 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_LASecureIODelegate
00007ff943df69f8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff943df6a58 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_WatchChangeObserver
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff90dd39626 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke
00007ff90dd39717 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.21
00007ff90dd397e8 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24
00007ff90dd50850 (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.24.cold.1
00007ff90dd3985d (__TEXT,__text) non-external ___21-[WatchMonitor start]_block_invoke.34
00007ff90dd4d0ca (__TEXT,__text) non-external ___22+[LASecureIO secureIO]_block_invoke
00007ff90dd3b6f5 (__TEXT,__text) non-external ___23-[LAAnalytics _collect]_block_invoke
00007ff90dd422b5 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke
00007ff90dd51133 (__TEXT,__text) non-external ___27+[DaemonUtils deviceHasSEP]_block_invoke.cold.1
00007ff90dd423c9 (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke
00007ff90dd5117f (__TEXT,__text) non-external ___29+[DaemonUtils deviceHasPearl]_block_invoke.cold.1
00007ff90dd41216 (__TEXT,__text) non-external ___29+[DaemonUtils sharedInstance]_block_invoke
00007ff90dd39087 (__TEXT,__text) non-external ___30+[WatchMonitor sharedInstance]_block_invoke
00007ff90dd3b16d (__TEXT,__text) non-external ___30-[LASecureIOHelper userInput:]_block_invoke
00007ff90dd41d12 (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke
00007ff90dd41dbb (__TEXT,__text) non-external ___31+[DaemonUtils _updateDFRStatus]_block_invoke_2
00007ff90dd424dd (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke
00007ff90dd511cb (__TEXT,__text) non-external ___31+[DaemonUtils deviceHasTouchID]_block_invoke.cold.1
00007ff90dd37757 (__TEXT,__text) non-external ___32+[PreflightCache sharedInstance]_block_invoke
00007ff90dd42066 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke
00007ff90dd510c1 (__TEXT,__text) non-external ___33+[DaemonUtils deviceHasSecureDFR]_block_invoke.cold.1
00007ff90dd3a37c (__TEXT,__text) non-external ___34+[LASecureIOHelper sharedInstance]_block_invoke
00007ff90dd3b98f (__TEXT,__text) non-external ___35+[PushButtonMonitor sharedInstance]_block_invoke
00007ff90dd3d0bd (__TEXT,__text) non-external ___36+[InstalledAppsCache sharedInstance]_block_invoke
00007ff90dd4a7bc (__TEXT,__text) non-external ___39-[LASecureIOCommunication eventHandler]_block_invoke
00007ff90dd400c3 (__TEXT,__text) non-external ___40+[TrustedAccessoryHelper sharedInstance]_block_invoke
00007ff90dd4a27d (__TEXT,__text) non-external ___40-[LASecureIOCommunication initAsServer:]_block_invoke
00007ff90dd3811f (__TEXT,__text) non-external ___41-[PreflightCache _isCacheable:callerUid:]_block_invoke
00007ff90dd3c43b (__TEXT,__text) non-external ___43-[PushButtonMonitor axApplePayConfirmation]_block_invoke
00007ff90dd37599 (__TEXT,__text) non-external ___48+[NSDictionary(Merge) dictionaryByMerging:with:]_block_invoke
00007ff90dd3be46 (__TEXT,__text) non-external ___49-[PushButtonMonitor _scheduleDoubleTapExpiration]_block_invoke
00007ff90dd39fa5 (__TEXT,__text) non-external ___49-[WatchMonitor _restartWithMinReactivationDelay:]_block_invoke
00007ff90dd3c9eb (__TEXT,__text) non-external ___51-[PushButtonMonitor _restartWithReactivationDelay:]_block_invoke
00007ff90dd4216a (__TEXT,__text) non-external ___55+[DaemonUtils _enumAllSubrequirements:processingBlock:]_block_invoke
00007ff90dd42822 (__TEXT,__text) non-external ___57+[DaemonUtils dispatchReallyAfter:tolerance:queue:block:]_block_invoke
00007ff90dd3d35d (__TEXT,__text) non-external ___58+[PreflightCacheInvalidationSource voidInvalidationSource]_block_invoke
00007ff90dd36afa (__TEXT,__text) non-external ___62+[LAAnalyticsPasscodeFallbackPeriod activePersistentInstances]_block_invoke
00007ff90dd3a53e (__TEXT,__text) non-external ___62-[LASecureIOHelper setInstructions:externalizedContext:reply:]_block_invoke
00007ff90dd37245 (__TEXT,__text) non-external ___63+[LAAnalyticsPasscodeFallbackPeriod _persistedInstancesStorage]_block_invoke
00007ff90dd3d49b (__TEXT,__text) non-external ___69-[PreflightCacheInvalidationSource handleNotificationWithCompletion:]_block_invoke
00007ff90dd40bc6 (__TEXT,__text) non-external ___71-[TrustedAccessoryHelper _isConnectedDeviceInStates:description:error:]_block_invoke
00007ff90dd3d7e8 (__TEXT,__text) non-external ___80-[DarwinNotificationInvalidationSource initWithPreflightCache:notificationName:]_block_invoke
00007ff90dd40ba1 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90dd40bb7 (__TEXT,__text) non-external ___Block_byref_object_dispose_
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff90dd40075 (__TEXT,__text) non-external ___LA_LOG_Caller_block_invoke
00007ff90dd42924 (__TEXT,__text) non-external ___LA_LOG_INTERACTIVE_block_invoke
00007ff90dd3a269 (__TEXT,__text) non-external ___LA_LOG_MechanismWatchMonitor_block_invoke
00007ff90dd3f886 (__TEXT,__text) non-external ___LA_LOG_Request_block_invoke
00007ff90dd3746f (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd381cc (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd3b406 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd3b942 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd3cd15 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd3d070 (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd3deab (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd4117f (__TEXT,__text) non-external ___LA_LOG_block_invoke
00007ff90dd4294f (__TEXT,__text) non-external ___LA_LOG_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___assert_rtn (from libSystem)
00007ff9412ab810 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e38_c24?0"LAAnalytics"8"NSDictionary"16l
00007ff9412ab950 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9412abe38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e8_v16?0Q8l
00007ff9412ac008 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9412abe78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e13_v24?0r^v8Q16l
00007ff9412aba70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9412abb58 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e19_"NSDictionary"8?0l
00007ff9412abfd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e11_v24?08Q16l
00007ff9412ab9f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e17_v16?0"NSError"8l
00007ff9412ab990 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e18_v16?0"SFDevice"8l
00007ff9412ab9c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e5_v8?0l
00007ff9412abcd8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e8_v12?0i8l
00007ff9412ab900 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e5_I8?0l
00007ff9412abca8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40w_e5_v8?0l
00007ff9412abea8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e28_v16?0r^{__ACMRequirement=}8l
00007ff9412abb08 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs_e5_v8?0l
00007ff9412abad8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e20_v20?0c8"NSError"12l
00007ff9412abf38 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff9412ab8b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e14_v32?0816*24l
00007ff9412abbf8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e5_v8?0l
00007ff9412abfa8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32w40w_e29_v16?0"BridgeXPCConnection"8l
00007ff9412abd90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48r_e24_v32?0"TADevice"8Q16*24l
00007ff9412abbc8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40w_e5_v8?0l
00007ff9412aba20 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32w_e5_v8?0l
00007ff9412ab830 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412ab8e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412ab970 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abab8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abb88 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abba8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abc48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abc68 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abc88 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abd28 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abd48 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abd70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abdf8 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9412abc28 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9412abdd8 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9412aba50 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9412ab870 (__DATA_CONST,__const) non-external ___block_literal_global.119
00007ff9412abf68 (__DATA_CONST,__const) non-external ___block_literal_global.124
00007ff9412abf88 (__DATA_CONST,__const) non-external ___block_literal_global.125
00007ff9412abb38 (__DATA_CONST,__const) non-external ___block_literal_global.133
00007ff9412abd08 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9412abe18 (__DATA_CONST,__const) non-external ___block_literal_global.49
00007ff9412abe58 (__DATA_CONST,__const) non-external ___block_literal_global.55
00007ff9412ab850 (__DATA_CONST,__const) non-external ___block_literal_global.72
00007ff9412abed8 (__DATA_CONST,__const) non-external ___block_literal_global.75
00007ff9412abef8 (__DATA_CONST,__const) non-external ___block_literal_global.78
00007ff9412abf18 (__DATA_CONST,__const) non-external ___block_literal_global.81
00007ff9412ab930 (__DATA_CONST,__const) non-external ___block_literal_global.95
                 (undefined) external ___bzero (from libSystem)
00007ff90dd438b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90dd438d0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90dd3b183 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90dd3d4df (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40w
00007ff90dd3a330 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90dd3817b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90dd3a65b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90dd37697 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90dd40c30 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48r
00007ff90dd3bf09 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90dd396f7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90dd4a4ae (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w40w
00007ff90dd3a347 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90dd3818a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90dd376bc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90dd40c74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff90dd3bf37 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90dd39709 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90dd4a4df (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w40w
00007ff90dd3a295 (__TEXT,__text) non-external ___getSFApproveDiscoveryClass_block_invoke
00007ff90dd411aa (__TEXT,__text) non-external ___getTADeviceClass_block_invoke
00007ff90dd50e6a (__TEXT,__text) non-external ___getTADeviceClass_block_invoke.cold.1
00007ff90dd4109a (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke
00007ff90dd50e51 (__TEXT,__text) non-external ___getTADeviceManagerClass_block_invoke.cold.1
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00007ff943df6ca0 (__DATA,__bss) non-external __allocatedMem.0
00007ff943df6ca8 (__DATA,__bss) non-external __allocatedMem.2
00007ff943df6cb0 (__DATA,__bss) non-external __allocatedMem.3
00007ff943df6cc0 (__DATA,__bss) non-external __connect
00007ff943416ec8 (__DATA_DIRTY,__bss) non-external __currentRequest
00007ff90dd5cd38 (__TEXT,__const) non-external __currentVersion
00007ff943df6c88 (__DATA,__bss) non-external __dfrStatus
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
00007ff943df6cc4 (__DATA,__bss) non-external __initialized
00007ff943416ec0 (__DATA_DIRTY,__bss) non-external __lastRequestId
00007ff943df6c39 (__DATA,__data) non-external __logLevel
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_fault_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff943416f98 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.onceToken
00007ff943416f90 (__DATA_DIRTY,__bss) non-external __persistedInstancesStorage.storage
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff943df6c80 (__DATA,__bss) non-external __updateDFRStatus.onceToken
                 (undefined) external _abort_report_np (from libSystem)
00007ff90dd48be2 (__TEXT,__text) non-external _aclRequiresPasscodeInternal
00007ff90dd4297a (__TEXT,__text) external _acm_explicit_bzero
00007ff90dd42989 (__TEXT,__text) external _acm_get_mem
00007ff90dd51270 (__TEXT,__text) external _acm_mem_alloc
00007ff90dd511ff (__TEXT,__text) external _acm_mem_alloc_data
00007ff90dd42996 (__TEXT,__text) external _acm_mem_alloc_info
00007ff90dd51297 (__TEXT,__text) external _acm_mem_free
00007ff90dd51226 (__TEXT,__text) external _acm_mem_free_data
00007ff90dd42a36 (__TEXT,__text) external _acm_mem_free_info
00007ff90dd61fe0 (__TEXT,__dlopen_cstrs) non-external _audit_stringSharing
00007ff90dd62030 (__TEXT,__dlopen_cstrs) non-external _audit_stringTrustedAccessory
                 (undefined) external _audit_token_to_pid (from libbsm)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cc_clear (from libSystem)
                 (undefined) external _cc_cmp_safe (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _ccgcm_context_size (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90dd43844 (__TEXT,__text) non-external _checkCCError
00007ff90dd436f7 (__TEXT,__text) non-external _checkParameter
00007ff90dd537ca (__TEXT,__text) external _crypto_decryptText
00007ff90dd43eb2 (__TEXT,__text) non-external _crypto_decryptText_version1
00007ff90dd440c6 (__TEXT,__text) non-external _crypto_decryptText_version2
00007ff90dd5399c (__TEXT,__text) external _crypto_deriveKeyAndDecryptData
00007ff90dd53855 (__TEXT,__text) external _crypto_deriveKeyAndEncryptData
00007ff90dd53736 (__TEXT,__text) external _crypto_encryptText
00007ff90dd43a3e (__TEXT,__text) non-external _crypto_encryptText_version1
00007ff90dd43c65 (__TEXT,__text) non-external _crypto_encryptText_version2
00007ff90dd437e7 (__TEXT,__text) external _crypto_encryptedTextLength
00007ff90dd536cc (__TEXT,__text) external _crypto_generateKey
00007ff90dd53480 (__TEXT,__text) external _crypto_generateKeyFromSharedInfo
00007ff90dd53ae5 (__TEXT,__text) external _crypto_generateRandomSaltLazily
00007ff90dd43808 (__TEXT,__text) external _crypto_plainTextLength
00007ff90dd43487 (__TEXT,__text) non-external _deserializeParameters
00007ff943416fa8 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.hasPearl
00007ff943416eb8 (__DATA_DIRTY,__bss) non-external _deviceHasPearl.onceToken
00007ff943416eb0 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.hasSep
00007ff943416ea8 (__DATA_DIRTY,__bss) non-external _deviceHasSEP.onceToken
00007ff943df6c90 (__DATA,__bss) non-external _deviceHasTouchID.hasTouchID
00007ff943df6c98 (__DATA,__bss) non-external _deviceHasTouchID.onceToken
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_assert_queue$V2 (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_block_cancel (from libSystem)
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dispatch_block_testcancel (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff943df6c38 (__DATA,__data) external _gACMLoggingLevel
00007ff90dd4390a (__TEXT,__text) non-external _generateRandom
00007ff943df6cd8 (__DATA,__bss) non-external _getCurrentLanguage.checked
00007ff943df6c40 (__DATA,__data) non-external _getCurrentLanguage.currentLanguage
00007ff90dd43289 (__TEXT,__text) non-external _getLengthOfParameters
00007ff90dd43183 (__TEXT,__text) non-external _getRequirementDataSizeForVersion
00007ff90dd43798 (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.1
00007ff90dd437bb (__TEXT,__text) non-external _getRequirementDataSizeForVersion.cold.2
00007ff90dd398df (__TEXT,__text) non-external _getSFApproveDiscoveryClass
00007ff943416ea0 (__DATA_DIRTY,__bss) non-external _getSFApproveDiscoveryClass.softClass
00007ff943df6c78 (__DATA,__bss) non-external _getTADeviceClass.softClass
00007ff943416e98 (__DATA_DIRTY,__bss) non-external _getTADeviceManagerClass.softClass
                 (undefined) external _geteuid (from libSystem)
                 (undefined) external _getpid (from libSystem)
00007ff90dd3c61f (__TEXT,__text) non-external _hidEventCallback
00007ff90dd50a98 (__TEXT,__text) non-external _hidEventCallback.cold.1
00007ff90dd50af2 (__TEXT,__text) non-external _hidEventCallback.cold.2
00007ff90dd50b4c (__TEXT,__text) non-external _hidEventCallback.cold.3
00007ff90dd50ba6 (__TEXT,__text) non-external _hidEventCallback.cold.4
00007ff90dd50c00 (__TEXT,__text) non-external _hidEventCallback.cold.5
00007ff90dd4542d (__TEXT,__text) non-external _init
00007ff90dd47be5 (__TEXT,__text) non-external _ioKitTransport
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kIOMainPortDefault (from IOKit)
                 (undefined) external _kIOMasterPortDefault (from IOKit)
                 (undefined) external _kSecGuestAttributeAudit (from Security)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memset_s (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_getClass (from libobjc)
                 (undefined) external _objc_getProperty (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_atomic (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_sync_enter (from libobjc)
                 (undefined) external _objc_sync_exit (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_transaction_create (from libSystem)
00007ff90dd47d7d (__TEXT,__text) non-external _performCommand
00007ff943df6cb8 (__DATA,__bss) non-external _platform_rng.state
                 (undefined) external _printf (from libSystem)
                 (undefined) external _proc_pidpath (from libSystem)
00007ff90dd4845d (__TEXT,__text) non-external _processAclCommandInternal
                 (undefined) external _putchar (from libSystem)
                 (undefined) weak external _remote_device_copy_service (from RemoteServiceDiscovery)
                 (undefined) weak external _remote_device_copy_unique_of_type (from RemoteServiceDiscovery)
                 (undefined) weak external _remote_device_get_state (from RemoteServiceDiscovery)
00007ff943df6cd0 (__DATA,__bss) non-external _secureIO.once
00007ff943df6cc8 (__DATA,__bss) non-external _secureIO.sharedInstance
00007ff90dd43351 (__TEXT,__text) non-external _serializeParameters
00007ff943416e60 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
