0000000182cbeea8 (__DATA,__data) non-external _C
0000000180b8a73c (__TEXT,__text) external _tre_parse
0000000180b8c344 (__TEXT,__text) non-external _tre_parse_bound
0000000180b827cc (__TEXT,__text) non-external _tre_reset_last_matched_branches
0000000180b8c5dc (__TEXT,__text) non-external _tre_search_cnames
0000000180b86280 (__TEXT,__text) non-external _tre_set_empty
0000000180b86208 (__TEXT,__text) non-external _tre_set_one
0000000180b862bc (__TEXT,__text) non-external _tre_set_union
0000000180b8c7ac (__TEXT,__text) external _tre_stack_destroy
0000000180b8c720 (__TEXT,__text) external _tre_stack_new
0000000180b8c7e8 (__TEXT,__text) external _tre_stack_num_objects
0000000180b8c8c8 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
0000000180b8c8e4 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
0000000180b8c7f8 (__TEXT,__text) non-external _tre_stack_push
0000000180b8c7f0 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
0000000180b8c8c4 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
0000000180b86b90 (__TEXT,__text) external _tre_tnfa_run_backtrack
0000000180b88c24 (__TEXT,__text) external _tre_tnfa_run_parallel
0000000180b7aa28 (__TEXT,__text) non-external _trecurse
0000000180b56438 (__TEXT,__text) non-external _tryflush
0000000180b7a960 (__TEXT,__text) external _tsearch
0000000180b48b04 (__TEXT,__text) external _ttyname
0000000182cc0ca8 (__DATA,__bss) non-external _ttyname_init
0000000182cc0cb0 (__DATA,__bss) non-external _ttyname_key
0000000182cbf528 (__DATA,__data) non-external _ttyname_lock
0000000180b48c34 (__TEXT,__text) external _ttyname_r
0000000180b48d08 (__TEXT,__text) external _ttyslot
0000000180b7aa14 (__TEXT,__text) external _twalk
0000000180b6b0bc (__TEXT,__text) non-external _typesequiv
0000000180b68fd8 (__TEXT,__text) non-external _tzload
0000000182cbfb48 (__DATA,__data) external _tzname
0000000180b698b8 (__TEXT,__text) non-external _tzparse
0000000180b69fd8 (__TEXT,__text) external _tzset
0000000180b68cec (__TEXT,__text) external _tzsetwall
0000000180b68cf4 (__TEXT,__text) non-external _tzsetwall_basic
0000000180b48d10 (__TEXT,__text) external _ualarm
0000000182cbf9b8 (__DATA,__data) non-external _uglue
0000000180b48d9c (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
0000000180b2e100 (__TEXT,__text) external _uname
0000000180b92190 (__TEXT,__const) non-external _unbound_variable_str
0000000180b28920 (__TEXT,__text) non-external _underflow
0000000180b5d030 (__TEXT,__text) external _ungetc
0000000180b5d314 (__TEXT,__text) external _ungetwc
0000000180b5d394 (__TEXT,__text) external _ungetwc_l
0000000182cc0a29 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
0000000180b7acdc (__TEXT,__text) external _unlockpt
0000000180b78f2c (__TEXT,__text) external _unsetenv
0000000180b48e34 (__TEXT,__text) external _unvis
0000000180b8f504 (__TEXT,__text) non-external _unvis.cold.1
0000000180b8f530 (__TEXT,__text) non-external _unvis.cold.2
0000000180b30f5c (__TEXT,__text) external _uselocale
0000000180b8cb90 (__TEXT,__text) external _usleep
0000000180b49564 (__TEXT,__text) external _usleep$NOCANCEL
0000000182cc1cf0 (__DATA,__bss) non-external _usual
0000000182cc0f20 (__DATA,__bss) non-external _usual_extra
0000000180b495b4 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
0000000180b32a80 (__TEXT,__text) external _uuid_clear
0000000180b32a88 (__TEXT,__text) external _uuid_compare
0000000180b32b48 (__TEXT,__text) external _uuid_copy
0000000180b32f0c (__TEXT,__text) external _uuid_generate
0000000180b32e6c (__TEXT,__text) external _uuid_generate_random
0000000180b32b64 (__TEXT,__text) external _uuid_generate_time
0000000182cc0b60 (__DATA,__bss) non-external _uuid_generate_time.has_init
0000000182cc0b58 (__DATA,__bss) non-external _uuid_generate_time.node_id
0000000180b32f10 (__TEXT,__text) external _uuid_is_null
0000000180b32f38 (__TEXT,__text) external _uuid_pack
0000000180b32f88 (__TEXT,__text) external _uuid_parse
0000000180b330e4 (__TEXT,__text) external _uuid_unpack
0000000180b33204 (__TEXT,__text) external _uuid_unparse
0000000180b33134 (__TEXT,__text) external _uuid_unparse_lower
0000000180b3319c (__TEXT,__text) external _uuid_unparse_upper
0000000180c9d1d8 (__DATA_CONST,__const) non-external _validlist
0000000180b5d5d4 (__TEXT,__text) external _vasprintf
0000000180b5d5b8 (__TEXT,__text) external _vasprintf_l
0000000180b31a84 (__TEXT,__text) external _vasxprintf
0000000180b3249c (__TEXT,__text) external _vasxprintf_exec
0000000180b5d76c (__TEXT,__text) external _vdprintf
0000000180b5d750 (__TEXT,__text) external _vdprintf_l
0000000180b31a9c (__TEXT,__text) external _vdxprintf
0000000180b324b8 (__TEXT,__text) external _vdxprintf_exec
0000000180b8f174 (__TEXT,__text) external _verr
0000000180b8f07c (__TEXT,__text) external _verrc
0000000180b8f1ec (__TEXT,__text) external _verrx
0000000180b3353c (__TEXT,__text) external _vfork
0000000180b5d864 (__TEXT,__text) external _vfprintf
0000000180b5d7a4 (__TEXT,__text) external _vfprintf_l
0000000180b60d48 (__TEXT,__text) external _vfscanf
0000000180b62a5c (__TEXT,__text) external _vfscanf_l
0000000180b657b4 (__TEXT,__text) external _vfwprintf
0000000180b62ca0 (__TEXT,__text) external _vfwprintf_l
0000000180b65fcc (__TEXT,__text) external _vfwscanf
0000000180b67834 (__TEXT,__text) external _vfwscanf_l
0000000180b31ab4 (__TEXT,__text) external _vfxprintf
0000000180b324d4 (__TEXT,__text) external _vfxprintf_exec
0000000180b49e60 (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
0000000180b678d0 (__TEXT,__text) external _vprintf
0000000180b67908 (__TEXT,__text) external _vprintf_l
0000000180b67924 (__TEXT,__text) external _vscanf
0000000180b679a0 (__TEXT,__text) external _vscanf_l
0000000180b67b50 (__TEXT,__text) external _vsnprintf
0000000180b67b30 (__TEXT,__text) external _vsnprintf_l
0000000180b67c8c (__TEXT,__text) external _vsprintf
0000000180b67b8c (__TEXT,__text) external _vsprintf_l
0000000180b67e68 (__TEXT,__text) external _vsscanf
0000000180b67cb8 (__TEXT,__text) external _vsscanf_l
0000000180b68098 (__TEXT,__text) external _vswprintf
0000000180b67e94 (__TEXT,__text) external _vswprintf_l
0000000180b68298 (__TEXT,__text) external _vswscanf
0000000180b680c4 (__TEXT,__text) external _vswscanf_l
0000000180b31acc (__TEXT,__text) external _vsxprintf
0000000180b324f0 (__TEXT,__text) external _vsxprintf_exec
0000000180b8f3b8 (__TEXT,__text) external _vwarn
0000000180b8f2f8 (__TEXT,__text) external _vwarnc
0000000180b8f454 (__TEXT,__text) external _vwarnx
0000000180b682c4 (__TEXT,__text) external _vwprintf
0000000180b682fc (__TEXT,__text) external _vwprintf_l
0000000180b68318 (__TEXT,__text) external _vwscanf
0000000180b68350 (__TEXT,__text) external _vwscanf_l
0000000180b31af0 (__TEXT,__text) external _vxprintf
0000000180b32514 (__TEXT,__text) external _vxprintf_exec
0000000180b8cbe0 (__TEXT,__text) external _wait
0000000180b4a92c (__TEXT,__text) external _wait$NOCANCEL
0000000180b4a940 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
0000000180b8cbf4 (__TEXT,__text) external _waitpid
0000000180b4a954 (__TEXT,__text) external _waitpid$NOCANCEL
0000000180b8f2b4 (__TEXT,__text) external _warn
0000000180b8f3fc (__TEXT,__text) external _warnc
0000000180b8f428 (__TEXT,__text) external _warnx
0000000180b6fd38 (__TEXT,__text) external _wcpcpy
0000000180b6fd58 (__TEXT,__text) external _wcpncpy
0000000180b51a6c (__TEXT,__text) external _wcrtomb
0000000180b51a2c (__TEXT,__text) external _wcrtomb_l
0000000180b6fe70 (__TEXT,__text) external _wcscasecmp
0000000180b6fdc8 (__TEXT,__text) external _wcscasecmp_l
0000000180b6fe94 (__TEXT,__text) external _wcscat
0000000180b6febc (__TEXT,__text) external _wcschr
0000000180b6fedc (__TEXT,__text) external _wcscmp
0000000180b70374 (__TEXT,__text) external _wcscoll
0000000180b6ff04 (__TEXT,__text) external _wcscoll_l
0000000180b70398 (__TEXT,__text) external _wcscpy
0000000180b70e80 (__TEXT,__text) external _wcscspn
0000000180b70ec4 (__TEXT,__text) external _wcsdup
0000000180b51cb0 (__TEXT,__text) external _wcsftime
0000000180b51ab0 (__TEXT,__text) external _wcsftime_l
0000000180b70f2c (__TEXT,__text) external _wcslcat
0000000180b70fd4 (__TEXT,__text) external _wcslcpy
0000000180b71024 (__TEXT,__text) external _wcslen
0000000180b7110c (__TEXT,__text) external _wcsncasecmp
0000000180b71040 (__TEXT,__text) external _wcsncasecmp_l
0000000180b71130 (__TEXT,__text) external _wcsncat
0000000180b71174 (__TEXT,__text) external _wcsncmp
0000000180b711b0 (__TEXT,__text) external _wcsncpy
0000000180b71218 (__TEXT,__text) external _wcsnlen
0000000180b51d14 (__TEXT,__text) external _wcsnrtombs
0000000180b51cd4 (__TEXT,__text) external _wcsnrtombs_l
0000000180b71248 (__TEXT,__text) external _wcspbrk
0000000180b71280 (__TEXT,__text) external _wcsrchr
0000000180b51fa0 (__TEXT,__text) external _wcsrtombs
0000000180b51f54 (__TEXT,__text) external _wcsrtombs_l
0000000180b712a4 (__TEXT,__text) external _wcsspn
0000000180b716a0 (__TEXT,__text) external _wcsstr
0000000180b52278 (__TEXT,__text) external _wcstod
0000000180b52054 (__TEXT,__text) external _wcstod_l
0000000180b524c0 (__TEXT,__text) external _wcstof
0000000180b5229c (__TEXT,__text) external _wcstof_l
0000000180b52724 (__TEXT,__text) external _wcstoimax
0000000180b524e4 (__TEXT,__text) external _wcstoimax_l
0000000180b71728 (__TEXT,__text) external _wcstok
0000000180b52988 (__TEXT,__text) external _wcstol
0000000180b52748 (__TEXT,__text) external _wcstol_l
0000000180b52bd0 (__TEXT,__text) external _wcstold
0000000180b529ac (__TEXT,__text) external _wcstold_l
0000000180b52e34 (__TEXT,__text) external _wcstoll
0000000180b52bf4 (__TEXT,__text) external _wcstoll_l
0000000180b52f00 (__TEXT,__text) external _wcstombs
0000000180b52e58 (__TEXT,__text) external _wcstombs_l
0000000180b531e4 (__TEXT,__text) external _wcstoul
0000000180b52fa8 (__TEXT,__text) external _wcstoul_l
0000000180b53444 (__TEXT,__text) external _wcstoull
0000000180b53208 (__TEXT,__text) external _wcstoull_l
0000000180b536a4 (__TEXT,__text) external _wcstoumax
0000000180b53468 (__TEXT,__text) external _wcstoumax_l
0000000180b7183c (__TEXT,__text) external _wcswidth
0000000180b717ac (__TEXT,__text) external _wcswidth_l
0000000180b71970 (__TEXT,__text) external _wcsxfrm
0000000180b71860 (__TEXT,__text) external _wcsxfrm_l
0000000180b53784 (__TEXT,__text) external _wctob
0000000180b536c8 (__TEXT,__text) external _wctob_l
0000000180b53824 (__TEXT,__text) external _wctomb
0000000180b537a8 (__TEXT,__text) external _wctomb_l
0000000180b539a8 (__TEXT,__text) external _wctrans
0000000180b53a44 (__TEXT,__text) external _wctrans_l
0000000180b53b50 (__TEXT,__text) external _wctype
0000000180b53a48 (__TEXT,__text) external _wctype_l
0000000180c9d570 (__DATA_CONST,__const) non-external _wctype_l.props
0000000180b53b74 (__TEXT,__text) external _wcwidth
0000000180b53bf4 (__TEXT,__text) external _wcwidth_l
0000000180b70e04 (__TEXT,__text) non-external _we_read_fully
0000000180b92088 (__TEXT,__const) non-external _wildabbr
0000000180b71994 (__TEXT,__text) external _wmemchr
0000000180b719b8 (__TEXT,__text) external _wmemcmp
0000000180b719f0 (__TEXT,__text) external _wmemcpy
0000000180b719f8 (__TEXT,__text) external _wmemmove
0000000180b71a00 (__TEXT,__text) external _wmemset
0000000180b68ac8 (__TEXT,__text) non-external _wmemstream_close
0000000180b68a14 (__TEXT,__text) non-external _wmemstream_seek
0000000180b8f9ec (__TEXT,__text) non-external _wmemstream_seek.cold.1
0000000180b8fa18 (__TEXT,__text) non-external _wmemstream_seek.cold.2
0000000180b687f4 (__TEXT,__text) non-external _wmemstream_update
0000000180b8f9c0 (__TEXT,__text) non-external _wmemstream_update.cold.1
0000000180b68828 (__TEXT,__text) non-external _wmemstream_write
0000000180b703b0 (__TEXT,__text) external _wordexp
0000000180b70dbc (__TEXT,__text) external _wordfree
0000000180b68464 (__TEXT,__text) external _wprintf
0000000180b684c0 (__TEXT,__text) external _wprintf_l
                 (undefined) external _write$NOCANCEL (from libsystem_kernel)
                 (undefined) external _writev$NOCANCEL (from libsystem_kernel)
0000000180b68500 (__TEXT,__text) external _wscanf
0000000180b6855c (__TEXT,__text) external _wscanf_l
0000000180b31a3c (__TEXT,__text) external _xprintf
0000000182cc0b50 (__DATA,__bss) non-external _xprintf_domain_default
0000000180b32458 (__TEXT,__text) external _xprintf_exec
0000000180b92090 (__TEXT,__const) non-external _year_lengths
0000000182cc0a90 (__DATA,__bss) non-external _zapchar
0000000180b91eef (__TEXT,__const) non-external _zeroes
0000000180b91fe0 (__TEXT,__const) non-external _zeroes
0000000182cbfd10 (__DATA,__data) non-external _zeroes
