00000001e79f0288 (__DATA,__data) non-external _.compoundliteral
0000000184020028 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
0000000184031744 (__TEXT,__text) non-external _sb_transform_reorder_profile
0000000184031798 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00000001840375cc (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
000000018401db54 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000184035980 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018401cfc0 (__TEXT,__text) non-external _sb_visitor_has_visited
000000018401cc40 (__TEXT,__text) non-external _sb_visitor_new
000000018401d070 (__TEXT,__text) non-external _sb_visitor_release
0000000184037c14 (__TEXT,__text) non-external _sb_warn
0000000184043458 (__TEXT,__const) non-external _sbpl1_scm
00000001840442c0 (__TEXT,__const) non-external _sbpl2_scm
000000018404478c (__TEXT,__const) non-external _sbpl3_scm
0000000184033d24 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00000001840331b0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000184033058 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184033c04 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000184032f0c (__TEXT,__text) non-external _sbpl_operation_eqv
000000018403caed (__TEXT,__const) non-external _sbpl_scm
0000000184025ea8 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184037cec (__TEXT,__text) non-external _scheme_backtrace.cold.1
000000018401ca48 (__TEXT,__text) non-external (was a private external) _scheme_call
00000001840106d8 (__TEXT,__text) non-external (was a private external) _scheme_define
000000018401d1e4 (__TEXT,__text) non-external (was a private external) _scheme_deinit
000000018400a4d4 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00000001840260e4 (__TEXT,__text) non-external (was a private external) _scheme_error
0000000184026454 (__TEXT,__text) non-external (was a private external) _scheme_errorf
0000000184025e70 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
000000018401c224 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
0000000184025d28 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
0000000184025d20 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
0000000184025d08 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
000000018401c9fc (__TEXT,__text) non-external (was a private external) _scheme_global
0000000184009ee0 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
0000000184009e70 (__TEXT,__text) non-external (was a private external) _scheme_init_new
0000000184010e00 (__TEXT,__text) non-external (was a private external) _scheme_load_file
000000018400b098 (__TEXT,__text) non-external (was a private external) _scheme_load_string
000000018401158c (__TEXT,__text) non-external (was a private external) _scheme_push_string
00000001840264c4 (__TEXT,__text) non-external (was a private external) _scheme_quit
000000018400b06c (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
000000018400afa4 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
000000018400afac (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
0000000184025f80 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
0000000184015fe4 (__TEXT,__text) non-external _shallow_copy_node
0000000184020840 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
0000000184022798 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
000000018400adcc (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
0000000184012414 (__TEXT,__text) non-external (was a private external) _string_length
000000018402c0dc (__TEXT,__text) non-external _string_table_description_for_id
00000001840123b0 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
0000000184035734 (__TEXT,__text) non-external _submatch_end
0000000184010754 (__TEXT,__text) non-external (was a private external) _symname
0000000184026898 (__TEXT,__text) non-external _syntaxnum
0000000184036608 (__TEXT,__text) non-external _synthesize_bitmasks
0000000184036410 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
0000000184036554 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
0000000184036aa4 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
000000018401dbac (__TEXT,__text) non-external _synthesize_logical_conditions
000000018402fb54 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00000001eb2aaa40 (__AUTH_CONST,__const) non-external _tests
000000018400c4fc (__TEXT,__text) non-external _token
000000018401cdbc (__TEXT,__text) non-external _traverse_postorder
000000018402f8f4 (__TEXT,__text) non-external _traverse_preorder
000000018402d6f4 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
0000000184044bfc (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00000001840334a0 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
0000000184035390 (__TEXT,__text) non-external _version
0000000184030f30 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00000001840107e0 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
