00007ff8439ba040 (__DATA,__data) non-external _.compoundliteral
00007ff806c96473 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff806ca392c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff806ca394f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff806c965bf (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff806c9658b (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff806c9645a (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff806c96128 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff806c9633d (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff806ca3909 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff806c9666e (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff806c963eb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff806c962eb (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff806c8989a (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff806c82b72 (__TEXT,__text) non-external _sb_pattern_new
00007ff806c821d8 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff806c8714e (__TEXT,__text) non-external _sb_pattern_regex
00007ff806c8309a (__TEXT,__text) non-external _sb_pattern_release
00007ff806c83047 (__TEXT,__text) non-external _sb_pattern_retain
00007ff806c89f82 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff806ca309b (__TEXT,__text) non-external _sb_pattern_var_release
00007ff806ca3046 (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff806ca3184 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff806ca3372 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff806ca34bf (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff806c9451f (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff806c9446f (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff806c9d1d5 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff806c9d197 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff806c9d217 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff806c9ce8c (__TEXT,__text) non-external _sb_policy_new
00007ff806c9d078 (__TEXT,__text) non-external _sb_policy_release
00007ff806c9d103 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff806c9d286 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff806c8bfb1 (__TEXT,__text) non-external _sb_profile_release
00007ff806c944ce (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff806c94644 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff806c7826d (__TEXT,__text) non-external _sb_program_source_alloc
00007ff806c97ab2 (__TEXT,__text) non-external _sb_realloc_typed
00007ff806c89773 (__TEXT,__text) non-external _sb_regex_release
00007ff806c8bd35 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff806c99d00 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff806c9891d (__TEXT,__text) non-external _sb_stringtable_release
00007ff806c89658 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff806c83c29 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff806c77d20 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff806ca1f49 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff806c89807 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff806c9cc7f (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff806c9b905 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff806c8f24e (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff806c9da2c (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff806c9da7d (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff806ca2fec (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff806c8cc35 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff806ca1733 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff806c8bc33 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff806c8b8c9 (__TEXT,__text) non-external _sb_visitor_new
00007ff806c8bcb6 (__TEXT,__text) non-external _sb_visitor_release
00007ff806ca3555 (__TEXT,__text) non-external _sb_warn
00007ff806cafac0 (__TEXT,__const) non-external _sbpl1_scm
00007ff806cb0a00 (__TEXT,__const) non-external _sbpl2_scm
00007ff806cb0fa0 (__TEXT,__const) non-external _sbpl3_scm
00007ff806c9e68a (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff806c9f328 (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff806c9f3fc (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff806c9e8ce (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff806c9f4ca (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff806ca81d0 (__TEXT,__const) non-external _sbpl_scm
00007ff806c94e7e (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff806ca36d0 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff806c8b6c1 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff806c7fa79 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff806c8bdee (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff806c78d37 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff806c950ac (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff806c95456 (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff806c94e51 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff806c8af55 (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff806c94d10 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff806c94d06 (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff806c94cee (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff806c8b683 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff806c78713 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff806c786c5 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff806c80092 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff806c79834 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff806c807ae (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff806c95541 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff806c79812 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff806c79754 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff806c79763 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff806c94f20 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff806c85163 (__TEXT,__text) non-external _shallow_copy_node
00007ff806c8fad2 (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff806c91a14 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff806c7958e (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff806c8181b (__TEXT,__text) non-external (was a private external) _string_length
00007ff806c99dc7 (__TEXT,__text) non-external _string_table_description_for_id
00007ff806c817cd (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff806ca15b3 (__TEXT,__text) non-external _submatch_end
00007ff806c7faca (__TEXT,__text) non-external (was a private external) _symname
00007ff806c955c5 (__TEXT,__text) non-external _syntaxnum
00007ff806ca21d2 (__TEXT,__text) non-external _synthesize_bitmasks
00007ff806ca202a (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff806ca2142 (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff806ca2650 (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff806c8cc86 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff806c9c686 (__TEXT,__text) non-external _synthesize_logical_conditions_policy
                 (undefined) external _sysctlbyname (from libSystem)
00007ff8406c3a10 (__DATA_CONST,__const) non-external _tests
00007ff806c7afe6 (__TEXT,__text) non-external _token
00007ff806c8ba42 (__TEXT,__text) non-external _traverse_postorder
00007ff806c9c4b6 (__TEXT,__text) non-external _traverse_preorder
00007ff806c9abd7 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff806cb1500 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff806c9ee04 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff806c9dbf2 (__TEXT,__text) non-external _version
00007ff806c9d3a0 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff806c7fb47 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
