00007ff81f28f1b7 (__TEXT,__text) non-external +[Calculate _lock]
00007ff81f2bc3b8 (__TEXT,__text) non-external _bid_get_BID128
00007ff81f2d1308 (__TEXT,__text) non-external _bid_get_BID128.1259
00007ff81f40b9a0 (__TEXT,__const) non-external _bid_innertable_exp
00007ff81f40a9a0 (__TEXT,__const) non-external _bid_innertable_sig
00007ff81f2e14e0 (__TEXT,__const) non-external _bid_log_table_1
00007ff81f2e28e0 (__TEXT,__const) non-external _bid_log_table_2
00007ff81f36f000 (__TEXT,__const) non-external _bid_multipliers1_binary128
00007ff81f3340e0 (__TEXT,__const) non-external _bid_multipliers1_binary64
00007ff81f3bc9c0 (__TEXT,__const) non-external _bid_multipliers2_binary128
00007ff81f339460 (__TEXT,__const) non-external _bid_multipliers2_binary64
00007ff81f40c5a0 (__TEXT,__const) non-external _bid_outertable_exp
00007ff81f40bba0 (__TEXT,__const) non-external _bid_outertable_sig
00007ff81f40a380 (__TEXT,__const) non-external _bid_power_five
00007ff81f2e10e0 (__TEXT,__const) non-external _bid_recip_table_1
00007ff81f2e24e0 (__TEXT,__const) non-external _bid_recip_table_2
00007ff81f330b70 (__TEXT,__const) non-external _bid_roundbound_128
00007ff81f2c3464 (__TEXT,__text) non-external _bid_rounding_correction
00007ff81f2e0fa0 (__TEXT,__const) non-external _c1
00007ff81f2e0f10 (__TEXT,__const) non-external _c10
00007ff81f2e0f00 (__TEXT,__const) non-external _c11
00007ff81f2e0ef0 (__TEXT,__const) non-external _c12
00007ff81f2e0f90 (__TEXT,__const) non-external _c2
00007ff81f2e0f80 (__TEXT,__const) non-external _c3
00007ff81f2e0f70 (__TEXT,__const) non-external _c4
00007ff81f2e0f60 (__TEXT,__const) non-external _c5
00007ff81f2e0f50 (__TEXT,__const) non-external _c6
00007ff81f2e0f40 (__TEXT,__const) non-external _c7
00007ff81f2e0f30 (__TEXT,__const) non-external _c8
00007ff81f2e0f20 (__TEXT,__const) non-external _c9
00007ff81f2e0eb0 (__TEXT,__const) non-external _c_105
00007ff81f2e0e70 (__TEXT,__const) non-external _c_11000
00007ff81f2e0fc0 (__TEXT,__const) non-external _c_11000.1189
00007ff81f2e3930 (__TEXT,__const) non-external _c_11000.1249
00007ff81f2e0ed0 (__TEXT,__const) non-external _c_120
00007ff81f2e0fb0 (__TEXT,__const) non-external _c_1_ov_sqrt_pi
00007ff81f2e1010 (__TEXT,__const) non-external _c_1_plus_eps
00007ff81f2e0ff0 (__TEXT,__const) non-external _c_1e34
00007ff81f2e1020 (__TEXT,__const) non-external _c_1em100
00007ff81f2e0e90 (__TEXT,__const) non-external _c_1em2000
00007ff81f2e0d50 (__TEXT,__const) non-external _c_1em40
00007ff81f2e0db0 (__TEXT,__const) non-external _c_1em40.1147
00007ff81f2e0e00 (__TEXT,__const) non-external _c_1em40.1156
00007ff81f2e0e30 (__TEXT,__const) non-external _c_1em40.1175
00007ff81f2e0ea0 (__TEXT,__const) non-external _c_1em40.1185
00007ff81f2e38f0 (__TEXT,__const) non-external _c_1em40.1245
00007ff81f32f650 (__TEXT,__const) non-external _c_1em40.1266
00007ff81f2e0ec0 (__TEXT,__const) non-external _c_2_ov_sqrt_pi
00007ff81f2e10b0 (__TEXT,__const) non-external _c_4464
00007ff81f2e1070 (__TEXT,__const) non-external _c_4464_ln_10
00007ff81f2e0e50 (__TEXT,__const) non-external _c_64
00007ff81f2e3910 (__TEXT,__const) non-external _c_64.1247
00007ff81f2e0d60 (__TEXT,__const) non-external _c_7_10ths
00007ff81f2e0dc0 (__TEXT,__const) non-external _c_7_10ths.1148
00007ff81f2e0e10 (__TEXT,__const) non-external _c_half
00007ff81f2e0e80 (__TEXT,__const) non-external _c_half.1178
00007ff81f2e1000 (__TEXT,__const) non-external _c_half.1201
00007ff81f2e1090 (__TEXT,__const) non-external _c_half.1207
00007ff81f2e10d0 (__TEXT,__const) non-external _c_half.1211
00007ff81f2e3950 (__TEXT,__const) non-external _c_half.1250
00007ff81f2e10a0 (__TEXT,__const) non-external _c_inv_log10
00007ff81f2e0da0 (__TEXT,__const) non-external _c_log10
00007ff81f2e0df0 (__TEXT,__const) non-external _c_log10.1153
00007ff81f2e1060 (__TEXT,__const) non-external _c_log_pi
00007ff81f2e0fe0 (__TEXT,__const) non-external _c_m1e34
00007ff81f2e3940 (__TEXT,__const) non-external _c_minus_half
00007ff81f2e1040 (__TEXT,__const) non-external _c_minus_one
00007ff81f2e0fd0 (__TEXT,__const) non-external _c_neg_11000
00007ff81f32f640 (__TEXT,__const) non-external _c_neg_one
00007ff81f2e0d70 (__TEXT,__const) non-external _c_one
00007ff81f2e0dd0 (__TEXT,__const) non-external _c_one.1149
00007ff81f2e0e40 (__TEXT,__const) non-external _c_one.1176
00007ff81f2e0ee0 (__TEXT,__const) non-external _c_one.1186
00007ff81f2e1030 (__TEXT,__const) non-external _c_one.1202
00007ff81f2e1080 (__TEXT,__const) non-external _c_one.1206
00007ff81f2e10c0 (__TEXT,__const) non-external _c_one.1210
00007ff81f2e3900 (__TEXT,__const) non-external _c_one.1246
00007ff81f2e0d90 (__TEXT,__const) non-external _c_pi
00007ff81f2e1050 (__TEXT,__const) non-external _c_pi.1203
00007ff81f2e0e20 (__TEXT,__const) non-external _c_pi_ov_2
00007ff81f2e38e0 (__TEXT,__const) non-external _c_pi_ov_2.1242
00007ff81f32f630 (__TEXT,__const) non-external _c_pi_ov_2.1263
00007ff81f2e0d80 (__TEXT,__const) non-external _c_zero
00007ff81f2e0de0 (__TEXT,__const) non-external _c_zero.1150
00007ff81f2e0e60 (__TEXT,__const) non-external _c_zero.1177
00007ff81f2e3920 (__TEXT,__const) non-external _c_zero.1248
00007ff81f2aad9f (__TEXT,__text) non-external _calc_parser_read_buffer
00007ff81f2adf1d (__TEXT,__text) non-external _calc_yy_create_buffer
00007ff81f2ae079 (__TEXT,__text) non-external _calc_yy_init_buffer
00007ff81f2ae159 (__TEXT,__text) non-external _calc_yy_scan_bytes
00007ff81f2ade9c (__TEXT,__text) non-external _calc_yyensure_buffer_stack
00007ff8430b7b28 (__DATA,__bss) non-external _calc_yyin
00007ff8430b7298 (__DATA,__data) non-external _calc_yyleng
00007ff8430b73f0 (__DATA,__data) non-external _calc_yylineno
00007ff8430b7230 (__DATA,__data) non-external _calc_yyout
00007ff8430b72a8 (__DATA,__data) non-external _calc_yytext
00007ff8430b7948 (__DATA,__bss) non-external _calculateRequestLock
00007ff8430b7968 (__DATA,__bss) non-external _calculateRequestUpdating
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _cbrt (from libSystem)
                 (undefined) external _clearerr (from libSystem)
00007ff8430b7a58 (__DATA,__bss) non-external _closeParenthesesSet
00007ff81f2dd8f0 (__TEXT,__const) non-external _cmpTable
00007ff81f2da6a0 (__TEXT,__const) non-external _consumerSecret
00007ff81f279e28 (__TEXT,__text) non-external _copyTree
                 (undefined) external _cos (from libSystem)
                 (undefined) external _cosh (from libSystem)
00007ff8430b7a28 (__DATA,__bss) non-external _digitSet
00007ff8430b7ac8 (__DATA,__bss) non-external _dispatchQueue.dispatchQueue
00007ff8430b7ac0 (__DATA,__bss) non-external _dispatchQueue.once
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_enter (from libSystem)
                 (undefined) external _dispatch_group_leave (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
00007ff8430b7a48 (__DATA,__bss) non-external _divideSet
                 (undefined) external _erf (from libSystem)
                 (undefined) external _erfc (from libSystem)
00007ff8430b79c0 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.calculateUnitTypeToUnitTypeMap
00007ff8430b79b8 (__DATA,__bss) non-external _evaluate:options:needsUpdate:.loadUnitDictionaryOnce
00007ff81f279c50 (__TEXT,__text) non-external _evaluateBinary
00007ff81f2788eb (__TEXT,__text) non-external _evaluateTree
00007ff81f27878c (__TEXT,__text) non-external _evaluateUnary
                 (undefined) external _exit (from libSystem)
                 (undefined) external _exp (from libSystem)
00007ff8430b7a88 (__DATA,__bss) non-external _explicitConversionRegularExpression
00007ff8430b7a60 (__DATA,__bss) non-external _exponentiateSet
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff81f279df9 (__TEXT,__text) non-external _freeTree
00007ff81f280ba8 (__TEXT,__text) non-external _functionACos
00007ff81f2820b1 (__TEXT,__text) non-external _functionACosD
00007ff81f283c25 (__TEXT,__text) non-external _functionACosH
00007ff81f288fed (__TEXT,__text) non-external _functionAND
00007ff81f280916 (__TEXT,__text) non-external _functionASin
00007ff81f281c69 (__TEXT,__text) non-external _functionASinD
00007ff81f2839ca (__TEXT,__text) non-external _functionASinH
00007ff81f280f39 (__TEXT,__text) non-external _functionATan
00007ff81f282446 (__TEXT,__text) non-external _functionATanD
00007ff81f284333 (__TEXT,__text) non-external _functionATanH
00007ff81f27ca59 (__TEXT,__text) non-external _functionAdd
00007ff81f284607 (__TEXT,__text) non-external _functionCeil
00007ff81f27ceca (__TEXT,__text) non-external _functionCoefficientUnit
00007ff81f2898dc (__TEXT,__text) non-external _functionCompose
00007ff81f27860c (__TEXT,__text) non-external _functionConstant
00007ff81f28a1ee (__TEXT,__text) non-external _functionConvert
00007ff81f280347 (__TEXT,__text) non-external _functionCos
00007ff81f28150a (__TEXT,__text) non-external _functionCosD
00007ff81f282f45 (__TEXT,__text) non-external _functionCosH
00007ff81f27f35c (__TEXT,__text) non-external _functionCubeRoot
00007ff81f27dd80 (__TEXT,__text) non-external _functionDivide
00007ff81f286273 (__TEXT,__text) non-external _functionERF
00007ff81f286618 (__TEXT,__text) non-external _functionERFC
00007ff81f27f622 (__TEXT,__text) non-external _functionExp
00007ff81f287a0f (__TEXT,__text) non-external _functionFMod
00007ff81f28568a (__TEXT,__text) non-external _functionFabs
00007ff81f286e98 (__TEXT,__text) non-external _functionFactorial
00007ff81f28a209 (__TEXT,__text) non-external _functionFail
00007ff81f284d11 (__TEXT,__text) non-external _functionFloor
00007ff81f287f59 (__TEXT,__text) non-external _functionHypot
00007ff81f27f0cc (__TEXT,__text) non-external _functionImplicitAdd
00007ff81f28a1fa (__TEXT,__text) non-external _functionImplicitConvert
00007ff81f28589b (__TEXT,__text) non-external _functionJ0
00007ff81f2859fe (__TEXT,__text) non-external _functionJ1
00007ff81f28603c (__TEXT,__text) non-external _functionLGamma
00007ff81f289574 (__TEXT,__text) non-external _functionLeftShift
00007ff81f27f872 (__TEXT,__text) non-external _functionLn
00007ff81f27fabb (__TEXT,__text) non-external _functionLog
00007ff81f27fd0b (__TEXT,__text) non-external _functionLogBase
00007ff81f288aa9 (__TEXT,__text) non-external _functionMax
00007ff81f288565 (__TEXT,__text) non-external _functionMin
00007ff81f27dd34 (__TEXT,__text) non-external _functionMultiply
00007ff81f2892af (__TEXT,__text) non-external _functionNOR
00007ff81f27e2bd (__TEXT,__text) non-external _functionNegate
00007ff81f278a86 (__TEXT,__text) non-external _functionNoOp
00007ff81f28914e (__TEXT,__text) non-external _functionOR
00007ff81f27e53e (__TEXT,__text) non-external _functionPercent
00007ff81f27ec20 (__TEXT,__text) non-external _functionPercentDecrease
00007ff81f27e7a6 (__TEXT,__text) non-external _functionPercentIncrease
00007ff81f27cf16 (__TEXT,__text) non-external _functionPow
00007ff81f285e27 (__TEXT,__text) non-external _functionRInt
00007ff81f288265 (__TEXT,__text) non-external _functionRem
00007ff81f289728 (__TEXT,__text) non-external _functionRightShift
00007ff81f287518 (__TEXT,__text) non-external _functionRoot
00007ff81f284f2d (__TEXT,__text) non-external _functionRound
00007ff81f28516e (__TEXT,__text) non-external _functionRoundNearest
00007ff81f27d8e1 (__TEXT,__text) non-external _functionSameCurrency
00007ff81f2811cb (__TEXT,__text) non-external _functionSinD
00007ff81f2827bd (__TEXT,__text) non-external _functionSinH
00007ff81f2800d0 (__TEXT,__text) non-external _functionSine
00007ff81f27f114 (__TEXT,__text) non-external _functionSqrRoot
00007ff81f27caa1 (__TEXT,__text) non-external _functionSubtract
00007ff81f2805be (__TEXT,__text) non-external _functionTan
00007ff81f281849 (__TEXT,__text) non-external _functionTanD
00007ff81f2835b7 (__TEXT,__text) non-external _functionTanH
00007ff81f27918b (__TEXT,__text) non-external _functionUnit
00007ff81f289413 (__TEXT,__text) non-external _functionXOR
00007ff81f285b61 (__TEXT,__text) non-external _functionY0
00007ff81f285cc4 (__TEXT,__text) non-external _functionY1
                 (undefined) external _fwrite (from libSystem)
00007ff8430b7258 (__DATA,__data) non-external _g_BufferLen
00007ff8430b7ad8 (__DATA,__bss) non-external _g_ErrorCode
00007ff8430b780c (__DATA,__bss) non-external _g_GeneratingConvertTerm
00007ff8430b7808 (__DATA,__bss) non-external _g_PowNestingLevel
00007ff8430b7264 (__DATA,__data) non-external _g_Precision
00007ff8430b7270 (__DATA,__data) non-external _g_PreferredType
00007ff8430b7280 (__DATA,__data) non-external _g_ResultBuffer
00007ff8430b7b1e (__DATA,__bss) non-external _g_allowPartialExpressions
00007ff8430b7b1d (__DATA,__bss) non-external _g_allowUnits
00007ff8430b7988 (__DATA,__bss) non-external _g_beforeConvertTree
00007ff8430b7994 (__DATA,__bss) non-external _g_composedExponent
00007ff8430b7990 (__DATA,__bss) non-external _g_composedType
00007ff8430b7af2 (__DATA,__bss) non-external _g_containsCurrencyConversion
00007ff8430b7940 (__DATA,__bss) non-external _g_currencyNeedsRefresh
00007ff8430b7b00 (__DATA,__bss) non-external _g_firstCoefficient.0
00007ff8430b7b10 (__DATA,__bss) non-external _g_firstCoefficient.1
00007ff8430b7af3 (__DATA,__bss) non-external _g_foundFirstCoefficient
00007ff8430b7b1c (__DATA,__bss) non-external _g_ignoreProbableSearches
00007ff8430b7af0 (__DATA,__bss) non-external _g_isTrivial
00007ff8430b7b18 (__DATA,__bss) non-external _g_negationCount
00007ff8430b7ae0 (__DATA,__bss) non-external _g_parseTree
00007ff8430b7ae8 (__DATA,__bss) non-external _g_resultTree
00007ff8430b7978 (__DATA,__bss) non-external _g_unitSuggestions
00007ff8430b7980 (__DATA,__bss) non-external _g_unitSuggestionsSet
00007ff8430b7970 (__DATA,__bss) non-external _g_unitsInfo
00007ff8430b7918 (__DATA,__bss) non-external _g_usingNewAPI
00007ff8430b7af1 (__DATA,__bss) non-external _g_wasTrivial
00007ff8430b7920 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.decimalPlaces
00007ff8430b7928 (__DATA,__bss) non-external _getMaximumFractionDigits:minimumFractionDigits:forValue:.onceToken
                 (undefined) external _getc (from libSystem)
00007ff8430b7a78 (__DATA,__bss) non-external _hebrewSet
                 (undefined) external _hypot (from libSystem)
00007ff8430b7a90 (__DATA,__bss) non-external _implicitConversionRegularExpression
                 (undefined) external _index (from libSystem)
00007ff8430b7a98 (__DATA,__bss) non-external _initialize.once
00007ff8430b7aa8 (__DATA,__bss) non-external _inputUnitIndex1
00007ff8430b7ab0 (__DATA,__bss) non-external _inputUnitIndex2
00007ff8430b7ab8 (__DATA,__bss) non-external _inputValueIndex
                 (undefined) external _j0 (from libSystem)
                 (undefined) external _j1 (from libSystem)
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
00007ff8430b7a80 (__DATA,__bss) non-external _knownSet
00007ff8430b7a68 (__DATA,__bss) non-external _letterSet
                 (undefined) external _lgamma (from libSystem)
00007ff8430b7930 (__DATA,__bss) non-external _localizedConversions.allCurrencies
00007ff8430b7938 (__DATA,__bss) non-external _localizedConversions.onceToken
                 (undefined) external _log (from libSystem)
                 (undefined) external _log10 (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _modf (from libSystem)
00007ff8430b7a40 (__DATA,__bss) non-external _multiplySet
00007ff8430b7800 (__DATA,__bss) non-external _my_fpsf
00007ff8430b7294 (__DATA,__data) non-external _my_rnd_mode
00007ff81f278588 (__TEXT,__text) non-external _newConstantNode
00007ff81f278b56 (__TEXT,__text) non-external _newDecimalNode
00007ff81f279a01 (__TEXT,__text) non-external _newTreeObject
00007ff81f2798fd (__TEXT,__text) non-external _newUnitIDNode
00007ff81f27905f (__TEXT,__text) non-external _newUnitNode
00007ff8430b7310 (__DATA,__data) non-external _normalizationCache
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_msgSend_stret (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
00007ff8430b7a50 (__DATA,__bss) non-external _openParenthesesSet
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8430b7aa0 (__DATA,__bss) non-external _outputUnitIndex
                 (undefined) external _pow (from libSystem)
                 (undefined) external _raise (from libSystem)
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _remainder (from libSystem)
00007ff8430b7300 (__DATA,__data) non-external _sCalculateLock
00007ff8430b7958 (__DATA,__bss) non-external _serialQueue.onceToken
00007ff8430b7960 (__DATA,__bss) non-external _serialQueue.queue
00007ff8430b72b8 (__DATA,__data) non-external _shared.onceToken
00007ff8430b72b0 (__DATA,__data) non-external _shared.shared
                 (undefined) external _sin (from libSystem)
                 (undefined) external _sinh (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtold (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ff8430b7a38 (__DATA,__bss) non-external _subtractSet
00007ff8430b7a70 (__DATA,__bss) non-external _symbolSet
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanh (from libSystem)
                 (undefined) external _tgamma (from libSystem)
00007ff8430b79a0 (__DATA,__bss) non-external _tmp_unitSuggestions
00007ff8430b79a8 (__DATA,__bss) non-external _tmp_unitSuggestionsSet
00007ff8430b79b0 (__DATA,__bss) non-external _tmp_unitsInfo
00007ff81f278538 (__TEXT,__text) non-external _treeDecimalValue
00007ff81f27cdc7 (__TEXT,__text) non-external _trivialCoefficient
                 (undefined) external _u_austrcpy (from libicucore)
                 (undefined) external _u_charDigitValue (from libicucore)
                 (undefined) external _u_isdigit (from libicucore)
                 (undefined) external _u_uastrncpy (from libicucore)
00007ff8430b7308 (__DATA,__data) non-external _unitsInfo
                 (undefined) external _unum_close (from libicucore)
                 (undefined) external _unum_formatDoubleCurrency (from libicucore)
                 (undefined) external _unum_open (from libicucore)
00007ff8430b78f0 (__DATA,__bss) non-external _usesWhitespace.nonWhitespaceLanguages
00007ff8430b78f8 (__DATA,__bss) non-external _usesWhitespace.onceToken
00007ff8430b7a20 (__DATA,__bss) non-external _whitespaceSet
                 (undefined) external _y0 (from libSystem)
                 (undefined) external _y1 (from libSystem)
00007ff81f2dbde0 (__TEXT,__const) non-external _yy_accept
00007ff81f2dc500 (__TEXT,__const) non-external _yy_base
00007ff8430b72c8 (__DATA,__data) non-external _yy_buffer_stack
00007ff8430b72f8 (__DATA,__data) non-external _yy_buffer_stack_max
00007ff8430b72d0 (__DATA,__data) non-external _yy_c_buf_p
00007ff81f2dc070 (__TEXT,__const) non-external _yy_chk
00007ff81f2dc7a0 (__TEXT,__const) non-external _yy_def
00007ff81f2dbce0 (__TEXT,__const) non-external _yy_ec
00007ff81f2ae050 (__TEXT,__text) non-external _yy_fatal_error
00007ff81f2adf79 (__TEXT,__text) non-external _yy_get_previous_state
00007ff8430b72d8 (__DATA,__data) non-external _yy_hold_char
00007ff8430b72c0 (__DATA,__data) non-external _yy_init
00007ff8430b72e0 (__DATA,__data) non-external _yy_last_accepting_cpos
00007ff8430b72dc (__DATA,__data) non-external _yy_last_accepting_state
00007ff81f2dca40 (__TEXT,__const) non-external _yy_meta
00007ff8430b72f0 (__DATA,__data) non-external _yy_n_chars
00007ff81f2dca90 (__TEXT,__const) non-external _yy_nxt
00007ff81f2dcf20 (__TEXT,__const) non-external _yy_rule_can_match_eol
00007ff8430b72c4 (__DATA,__data) non-external _yy_start
00007ff8430b7244 (__DATA,__data) non-external _yychar
00007ff81f2dab20 (__TEXT,__const) non-external _yycheck
00007ff81f2db8e0 (__TEXT,__const) non-external _yydefact
00007ff81f2dbb60 (__TEXT,__const) non-external _yydefgoto
00007ff8430b7400 (__DATA,__bss) non-external _yylval
00007ff8430b7250 (__DATA,__data) non-external _yynerrs
00007ff81f2da750 (__TEXT,__const) non-external _yypact
00007ff81f2dbb20 (__TEXT,__const) non-external _yypgoto
00007ff81f2dbaa0 (__TEXT,__const) non-external _yyr1
00007ff81f2dba20 (__TEXT,__const) non-external _yyr2
00007ff81f2dbba0 (__TEXT,__const) non-external _yystos
00007ff81f2db200 (__TEXT,__const) non-external _yytable
00007ff81f2da9d0 (__TEXT,__const) non-external _yytranslate
