00007ffa1e97e082 (__TEXT,__text) non-external _DiToMD5
00007ffa1e98fd2a (__TEXT,__text) non-external __ZL15_OSObjectCopyInP18IOUserServer_IVarsybPP8OSObject.cold.7
00007ffa42cef468 (__DATA,__bss) non-external __ZL15gIOThreadTLSKey
00007ffa1e97f306 (__TEXT,__text) non-external __ZL16IODMACommand_NewP11OSMetaClass
00007ffa1e98afdc (__TEXT,__text) non-external __ZL16IOUserClient_NewP11OSMetaClass
00007ffa1e98bef8 (__TEXT,__text) non-external __ZL16IOUserServer_NewP11OSMetaClass
00007ffa1e98d4b8 (__TEXT,__text) non-external __ZL16OSCollection_NewP11OSMetaClass
00007ffa1e96d609 (__TEXT,__text) non-external __ZL16OSConsumeObjectsP16IORPCMessageMachb
00007ffa1e967046 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb
00007ffa1e98ef96 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.1
00007ffa1e98efb9 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.2
00007ffa1e98efdc (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.3
00007ffa1e98efff (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.4
00007ffa1e98f022 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.5
00007ffa1e98f045 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.6
00007ffa1e98f068 (__TEXT,__text) non-external __ZL16OSCopyOutObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb.cold.7
00007ffa1e98d536 (__TEXT,__text) non-external __ZL16OSDictionary_NewP11OSMetaClass
00007ffa1e98d574 (__TEXT,__text) non-external __ZL16OSMappedFile_NewP11OSMetaClass
00007ffa1e96569e (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject
00007ffa1e98e8de (__TEXT,__text) non-external __ZL16OSObjectAllocateP11OSMetaClasstPP8OSObject.cold.1
00007ffa1e98db7a (__TEXT,__text) non-external __ZL16OSOrderedSet_NewP11OSMetaClass
00007ffa1e964d53 (__TEXT,__text) non-external __ZL16getCFEncodedDataP12parser_statePj
00007ffa1e97f2c8 (__TEXT,__text) non-external __ZL17IOCommandPool_NewP11OSMetaClass
00007ffa1e984610 (__TEXT,__text) non-external __ZL18IOReportLegend_NewP11OSMetaClass
00007ffa1e96b5cc (__TEXT,__text) non-external __ZL18OSObjectQueueIndexP8OSObjectPKc
00007ffa1e963964 (__TEXT,__text) non-external __ZL18OSUnserializeerrorP12parser_statePKc
00007ffa1e980cc0 (__TEXT,__text) non-external __ZL19IODispatchQueue_NewP11OSMetaClass
00007ffa1e9845b0 (__TEXT,__text) non-external __ZL19IOStateReporter_NewP11OSMetaClass
00007ffa1e96fe36 (__TEXT,__text) non-external __ZL19OSArrayContainerizeP7OSArray
00007ffa1e970594 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj
00007ffa1e990190 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.1
00007ffa1e9901b3 (__TEXT,__text) non-external __ZL19OSSerializationSizeP15OSSerializationj.cold.2
00007ffa1e9705da (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj
00007ffa1e9901d6 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.1
00007ffa1e9901f9 (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.2
00007ffa1e99021c (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.3
00007ffa1e99023f (__TEXT,__text) non-external __ZL19OSSerializationSizePKjj.cold.4
00007ffa1e98dbb8 (__TEXT,__text) non-external __ZL19OSSerialization_NewP11OSMetaClass
00007ffa42cef480 (__DATA,__bss) non-external __ZL19OSUniqueStringsLock
00007ffa1e97a9b0 (__TEXT,__text) non-external __ZL19channelListWithDataP6OSData
00007ffa42cef470 (__DATA,__bss) non-external __ZL19gIODispatchQueueKey
00007ffa1e981156 (__TEXT,__text) non-external __ZL20IODispatchSource_NewP11OSMetaClass
00007ffa1e984580 (__TEXT,__text) non-external __ZL20IOSimpleReporter_NewP11OSMetaClass
00007ffa1e96feb3 (__TEXT,__text) non-external __ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE
00007ffa1e96fb4a (__TEXT,__text) non-external __ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm
00007ffa1e967452 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64
00007ffa1e98f117 (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.1
00007ffa1e98f13a (__TEXT,__text) non-external __ZL20OSScanClassesInMachOP18IOUserServer_IVarsPK14mach_header_64.cold.2
00007ffa1e971d1d (__TEXT,__text) non-external __ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE
00007ffa1e968bf9 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec
00007ffa1e98f6c1 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.1
00007ffa1e98f6e4 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.2
00007ffa1e98f707 (__TEXT,__text) non-external __ZL21_IODispatchQueueSleepP26IODispatchQueue_LocalIVarsyPv8timespec.cold.3
00007ffa1e991680 (__TEXT,__const) non-external __ZL21__CFPLDataDecodeTable
00007ffa1e9839be (__TEXT,__text) non-external __ZL22IOMemoryDescriptor_NewP11OSMetaClass
00007ffa1e9845e0 (__TEXT,__text) non-external __ZL23IOHistogramReporter_NewP11OSMetaClass
00007ffa1e96ffc1 (__TEXT,__text) non-external __ZL23OSArraySetValueInternalP7OSArraymP8OSObjectb
00007ffa1e970ab0 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry
00007ffa1e990334 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.1
00007ffa1e990357 (__TEXT,__text) non-external __ZL23OSCollectionEntryTypeIDP15OSSerialization17OSCollectionEntry.cold.2
00007ffa42cef460 (__DATA,__bss) non-external __ZL23gIOExecutableSDKVersion
00007ffa1e982076 (__TEXT,__text) non-external __ZL24IOExtensiblePaniclog_NewP11OSMetaClass
00007ffa1e995440 (__TEXT,__const) non-external __ZL24OSClassDescription_OSSet
00007ffa1e96f4be (__TEXT,__text) non-external __ZL24OSDictionaryContainerizeP12OSDictionary
00007ffa1e98a62e (__TEXT,__text) non-external __ZL25IOTimerDispatchSource_NewP11OSMetaClass
00007ffa1e994ab0 (__TEXT,__const) non-external __ZL25OSClassDescription_OSData
00007ffa1e96f539 (__TEXT,__text) non-external __ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E
00007ffa1e972dfe (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE
00007ffa1e9904d8 (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.1
00007ffa1e9904fb (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.2
00007ffa1e99051e (__TEXT,__text) non-external __ZL25OSSerializationArrayApplyP15OSSerializationjjU13block_pointerFbmyE.cold.3
00007ffa1e98dc56 (__TEXT,__text) non-external __ZL25_IOBlockStorageDevice_NewP11OSMetaClass
00007ffa1e9943e8 (__TEXT,__const) non-external __ZL26OSClassDescription_OSArray
00007ffa1e995a80 (__TEXT,__const) non-external __ZL27OSClassDescription_IOThread
00007ffa1e994290 (__TEXT,__const) non-external __ZL27OSClassDescription_OSAction
00007ffa1e994698 (__TEXT,__const) non-external __ZL27OSClassDescription_OSBundle
00007ffa1e994eb8 (__TEXT,__const) non-external __ZL27OSClassDescription_OSNumber
00007ffa1e995030 (__TEXT,__const) non-external __ZL27OSClassDescription_OSObject
00007ffa1e995598 (__TEXT,__const) non-external __ZL27OSClassDescription_OSString
00007ffa1e96401a (__TEXT,__text) non-external __ZL27PE_parse_boot_argn_internalPKcPvib
00007ffa1e97ee7c (__TEXT,__text) non-external __ZL28IOBufferMemoryDescriptor_NewP11OSMetaClass
00007ffa1e968890 (__TEXT,__text) non-external __ZL28IODispatchQueueBlockFunctionPv
00007ffa1e991c68 (__TEXT,__const) non-external __ZL28OSClassDescription_IOCommand
00007ffa1e993520 (__TEXT,__const) non-external __ZL28OSClassDescription_IOService
00007ffa1e994540 (__TEXT,__const) non-external __ZL28OSClassDescription_OSBoolean
00007ffa1e96fa9b (__TEXT,__text) non-external __ZL28OSDictionaryGetValueInternalP12OSDictionaryP8OSObjectPKc
00007ffa1e96f730 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_
00007ffa1e990055 (__TEXT,__text) non-external __ZL28OSDictionarySetValueInternalP12OSDictionaryP8OSObjectPKcS2_.cold.1
00007ffa1e97fe52 (__TEXT,__text) non-external __ZL29IODataQueueDispatchSource_NewP11OSMetaClass
00007ffa1e982e80 (__TEXT,__text) non-external __ZL29IOInterruptDispatchSource_NewP11OSMetaClass
00007ffa1e992df8 (__TEXT,__const) non-external __ZL29OSClassDescription_IOReporter
00007ffa1e96fbd9 (__TEXT,__text) non-external __ZL29OSCollectionEntryGetStringPtrP15OSSerialization17OSCollectionEntry
00007ffa1e9925b8 (__TEXT,__const) non-external __ZL30OSClassDescription_IOEventLink
00007ffa1e992c28 (__TEXT,__const) non-external __ZL30OSClassDescription_IOMemoryMap
00007ffa1e994118 (__TEXT,__const) non-external __ZL30OSClassDescription_IOWorkGroup
00007ffa1e994948 (__TEXT,__const) non-external __ZL30OSClassDescription_OSContainer
00007ffa1e972b0d (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE
00007ffa1e990429 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.1
00007ffa1e99044c (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.2
00007ffa1e99046f (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.3
00007ffa1e990492 (__TEXT,__text) non-external __ZL30OSSerializationDictionaryApplyP15OSSerializationjU13block_pointerFbmyyE.cold.4
00007ffa1e96ec1d (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj
00007ffa1e98fed8 (__TEXT,__text) non-external __ZL30OSSerializationGetStringLengthPKj.cold.1
00007ffa1e9691d0 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv
00007ffa1e98f770 (__TEXT,__text) non-external __ZL31IOInterruptDispatchSourceThreadPv.cold.1
00007ffa1e991f58 (__TEXT,__const) non-external __ZL31OSClassDescription_IODMACommand
00007ffa1e993c88 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserClient
00007ffa1e993f90 (__TEXT,__const) non-external __ZL31OSClassDescription_IOUserServer
00007ffa1e9947f0 (__TEXT,__const) non-external __ZL31OSClassDescription_OSCollection
00007ffa1e994c08 (__TEXT,__const) non-external __ZL31OSClassDescription_OSDictionary
00007ffa1e994d60 (__TEXT,__const) non-external __ZL31OSClassDescription_OSMappedFile
00007ffa1e995188 (__TEXT,__const) non-external __ZL31OSClassDescription_OSOrderedSet
00007ffa1e96fcf1 (__TEXT,__text) non-external __ZL31OSCollectionEntryGetUInt64ValueP15OSSerialization17OSCollectionEntry
00007ffa1e991dc8 (__TEXT,__const) non-external __ZL32OSClassDescription_IOCommandPool
00007ffa42cef464 (__DATA,__bss) non-external __ZL32gIOTimerInterruptDispatchLeakFix
00007ffa1e9933a0 (__TEXT,__const) non-external __ZL33OSClassDescription_IOReportLegend
00007ffa1e992298 (__TEXT,__const) non-external __ZL34OSClassDescription_IODispatchQueue
00007ffa1e9930b8 (__TEXT,__const) non-external __ZL34OSClassDescription_IOStateReporter
00007ffa1e9952e8 (__TEXT,__const) non-external __ZL34OSClassDescription_OSSerialization
00007ffa1e992430 (__TEXT,__const) non-external __ZL35OSClassDescription_IODispatchSource
00007ffa1e992f48 (__TEXT,__const) non-external __ZL35OSClassDescription_IOSimpleReporter
00007ffa1e992aa0 (__TEXT,__const) non-external __ZL37OSClassDescription_IOMemoryDescriptor
00007ffa1e993228 (__TEXT,__const) non-external __ZL38OSClassDescription_IOHistogramReporter
00007ffa1e989634 (__TEXT,__text) non-external __ZL39IOServiceNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e992758 (__TEXT,__const) non-external __ZL39OSClassDescription_IOExtensiblePaniclog
00007ffa1e96e9b8 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj
00007ffa1e98fe6f (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.1
00007ffa1e98fe92 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.2
00007ffa1e98feb5 (__TEXT,__text) non-external __ZL39OSCreateObjectFromSerializationInternalP15OSSerializationj.cold.3
00007ffa1e993a70 (__TEXT,__const) non-external __ZL40OSClassDescription_IOTimerDispatchSource
00007ffa1e9957e8 (__TEXT,__const) non-external __ZL40OSClassDescription__IOBlockStorageDevice
00007ffa1e98be40 (__TEXT,__text) non-external __ZL42OSAction_IOUserClient_KernelCompletion_NewP11OSMetaClass
00007ffa1e991b10 (__TEXT,__const) non-external __ZL43OSClassDescription_IOBufferMemoryDescriptor
00007ffa1e989e6c (__TEXT,__text) non-external __ZL44IOServiceStateNotificationDispatchSource_NewP11OSMetaClass
00007ffa1e992108 (__TEXT,__const) non-external __ZL44OSClassDescription_IODataQueueDispatchSource
00007ffa1e992908 (__TEXT,__const) non-external __ZL44OSClassDescription_IOInterruptDispatchSource
00007ffa1e991240 (__TEXT,__const) non-external __ZL4yyr1
00007ffa1e991210 (__TEXT,__const) non-external __ZL4yyr2
00007ffa1e98e4b8 (__TEXT,__text) non-external __ZL51OSAction__IOBlockStorageDevice_KernelCompletion_NewP11OSMetaClass
00007ffa1e9936f0 (__TEXT,__const) non-external __ZL54OSClassDescription_IOServiceNotificationDispatchSource
00007ffa1e993e08 (__TEXT,__const) non-external __ZL57OSClassDescription_OSAction_IOUserClient_KernelCompletion
00007ffa1e9938d0 (__TEXT,__const) non-external __ZL59OSClassDescription_IOServiceStateNotificationDispatchSource
00007ffa1e995928 (__TEXT,__const) non-external __ZL66OSClassDescription_OSAction__IOBlockStorageDevice_KernelCompletion
00007ffa1e96dd8b (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_
00007ffa1e98fd70 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.1
00007ffa1e98fd93 (__TEXT,__text) non-external __ZL6ServerPvP17mach_msg_header_tS1_.cold.2
00007ffa1e9647f1 (__TEXT,__text) non-external __ZL6getTagP12parser_statePcPiPA32_cS4_
00007ffa1e990fc0 (__TEXT,__const) non-external __ZL6yypact
00007ffa1e991100 (__TEXT,__const) non-external __ZL7yycheck
00007ffa1e991261 (__TEXT,__const) non-external __ZL7yypgoto
00007ffa1e991170 (__TEXT,__const) non-external __ZL7yytable
00007ffa1e97d9f6 (__TEXT,__text) non-external __ZL8deepcopyP7OSArray
00007ffa1e97dd84 (__TEXT,__text) non-external __ZL8deepcopyP8OSObject
00007ffa1e9911e0 (__TEXT,__const) non-external __ZL8yydefact
00007ffa1e9669a9 (__TEXT,__text) non-external __ZL9DidActionP8OSAction
00007ffa1e98ed20 (__TEXT,__text) non-external __ZL9DidActionP8OSAction.cold.1
00007ffa1e98dbe8 (__TEXT,__text) non-external __ZL9OSSet_NewP11OSMetaClass
00007ffa1e96521e (__TEXT,__text) non-external __ZL9argnumcpyxPvj
00007ffa1e991280 (__TEXT,__const) non-external __ZL9crc32_tab
00007ffa42cef050 (__DATA,__bss) non-external __ZL9gBootArgs
00007ffa1e964f2c (__TEXT,__text) non-external __ZL9getNumberP12parser_state
00007ffa1e965024 (__TEXT,__text) non-external __ZL9getStringP12parser_statePi
00007ffa1e991270 (__TEXT,__const) non-external __ZL9yydefgoto
00007ffa1e97b1c0 (__TEXT,__text) external __ZN10IOReporter10addChannelEyPKc
00007ffa1e97b378 (__TEXT,__text) external __ZN10IOReporter12createLegendEv
00007ffa1e97ae46 (__TEXT,__text) external __ZN10IOReporter12updateReportEP19IOReportChannelListjRjRPhRm
00007ffa1e97aa72 (__TEXT,__text) external __ZN10IOReporter15configureReportEP19IOReportChannelListjRj
00007ffa1e97ab5a (__TEXT,__text) external __ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor
00007ffa1e97a850 (__TEXT,__text) external __ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj
00007ffa1e97b092 (__TEXT,__text) external __ZN10IOReporter4freeEv
00007ffa1e96d1d2 (__TEXT,__text) external __ZN11IOEventLink10InvalidateEv
00007ffa1e981b88 (__TEXT,__text) external __ZN11IOEventLink11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e96d3fa (__TEXT,__text) external __ZN11IOEventLink12DisassociateEv
00007ffa1e981ec2 (__TEXT,__text) external __ZN11IOEventLink13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e96d270 (__TEXT,__text) external __ZN11IOEventLink13SignalAndWaitEPy
00007ffa1e981db2 (__TEXT,__text) external __ZN11IOEventLink16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e981ca0 (__TEXT,__text) external __ZN11IOEventLink16SetEventlinkPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e96d2be (__TEXT,__text) external __ZN11IOEventLink18SignalAndWaitUntilEyyPy
00007ffa1e96d150 (__TEXT,__text) external __ZN11IOEventLink21SetEventlinkPort_ImplEj
00007ffa1e98fc35 (__TEXT,__text) non-external __ZN11IOEventLink21SetEventlinkPort_ImplEj.cold.1
00007ffa1e981fb0 (__TEXT,__text) external __ZN11IOEventLink23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
00007ffa1e981aee (__TEXT,__text) external __ZN11IOEventLink23SetEventlinkPort_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffa1e96d376 (__TEXT,__text) external __ZN11IOEventLink4WaitEPy
00007ffa1e96d0b4 (__TEXT,__text) external __ZN11IOEventLink4freeEv
00007ffa1e96d06c (__TEXT,__text) external __ZN11IOEventLink4initEv
00007ffa1e96d222 (__TEXT,__text) external __ZN11IOEventLink6CancelEv
00007ffa1e96cfce (__TEXT,__text) external __ZN11IOEventLink6CreateEP8OSStringP12IOUserClientPPS_
00007ffa1e96d244 (__TEXT,__text) external __ZN11IOEventLink6SignalEv
00007ffa1e96d426 (__TEXT,__text) external __ZN11IOEventLink8ActivateEv
00007ffa1e981a38 (__TEXT,__text) external __ZN11IOEventLink8DispatchE5IORPC
00007ffa1e96d3c4 (__TEXT,__text) external __ZN11IOEventLink9AssociateEy
00007ffa1e96d31a (__TEXT,__text) external __ZN11IOEventLink9WaitUntilEyyPy
00007ffa1e981a42 (__TEXT,__text) external __ZN11IOEventLink9_DispatchEPS_5IORPC
00007ffa1e96aea4 (__TEXT,__text) external __ZN11IOMemoryMap10GetAddressEv
00007ffa1e984366 (__TEXT,__text) external __ZN11IOMemoryMap10_CopyStateEP24_IOMemoryMapPrivateStatePFiP15OSMetaClassBase5IORPCE
00007ffa1e9844d8 (__TEXT,__text) external __ZN11IOMemoryMap17_CopyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_P24_IOMemoryMapPrivateStateE
00007ffa1e96af08 (__TEXT,__text) external __ZN11IOMemoryMap4freeEv
00007ffa1e96aec0 (__TEXT,__text) external __ZN11IOMemoryMap4initEv
00007ffa1e98f9e2 (__TEXT,__text) non-external __ZN11IOMemoryMap4initEv.cold.1
00007ffa1e9842ec (__TEXT,__text) external __ZN11IOMemoryMap8DispatchE5IORPC
00007ffa1e96aeb2 (__TEXT,__text) external __ZN11IOMemoryMap9GetLengthEv
00007ffa1e96af48 (__TEXT,__text) external __ZN11IOMemoryMap9GetOffsetEv
00007ffa1e984322 (__TEXT,__text) external __ZN11IOMemoryMap9_DispatchEPS_5IORPC
00007ffa1e96ce8a (__TEXT,__text) external __ZN11IOWorkGroup10InvalidateEv
00007ffa1e98c950 (__TEXT,__text) external __ZN11IOWorkGroup11Create_CallEP8OSStringP12IOUserClientPPS_
00007ffa1e96cf5c (__TEXT,__text) external __ZN11IOWorkGroup12GetTokenSizeEv
00007ffa1e98cc8a (__TEXT,__text) external __ZN11IOWorkGroup13Create_InvokeE5IORPCPFiP8OSStringP12IOUserClientPPS_E
00007ffa1e98cb7a (__TEXT,__text) external __ZN11IOWorkGroup16InvalidateKernelEP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffa1e98ca68 (__TEXT,__text) external __ZN11IOWorkGroup16SetWorkGroupPortEjPFiP15OSMetaClassBase5IORPCE
00007ffa1e96ceda (__TEXT,__text) external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj
00007ffa1e98fc12 (__TEXT,__text) non-external __ZN11IOWorkGroup21SetWorkGroupPort_ImplEj.cold.1
00007ffa1e98cd78 (__TEXT,__text) external __ZN11IOWorkGroup23InvalidateKernel_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12IOUserClientE
