00007ff90daa9d86 (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff90da956f2 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff90daaa96b (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff90da9cf5d (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff90da9d7c1 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff90da99961 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff90da9d8a3 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff90da9f6c3 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff90daa1b72 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff90da9f34e (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff90da9ce95 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff90da9efff (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff90da9f28f (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff90da9d5b0 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff90da9d8cf (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff90daaa115 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00007ff90da951b4 (__TEXT,__text) non-external ___65-[SPCodeEvaluationProxy showXProtectBlockedPrompt:forUser:error:]_block_invoke
00007ff90da9d337 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff90da9d679 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff90daa1f12 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff90da9227e (__TEXT,__text) non-external ___68-[SPScriptScanner getScriptScanEvaluationFor:scriptData:scanResult:]_block_invoke
00007ff90da9d3ff (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff90da9d143 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff90daa1c2c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff90da9ee28 (__TEXT,__text) non-external ___72-[SPExecutionPolicy addGatekeeperOverrideForPersistentIdentifier:error:]_block_invoke
00007ff90daa2109 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff90da9d04e (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff90da92bad (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff90da9d7f5 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff90da9b79b (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff90daa201e (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff90da9b684 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff90da9b6a3 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff90da9d4cf (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff90daa1d8b (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff90da9ff9d (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90daa387b (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff90da9ffb3 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90daa3891 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff90daa3e4d (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff90daa3efc (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.21
00007ff90daacf57 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00007ff90daaa766 (__TEXT,__text) non-external ___SPReportScriptExecutionViaFallback_block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9411ad670 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9411ad630 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9411ad980 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff9411adb10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411ad580 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff9411adc10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff9411adaf0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff9411adad0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff9411ad5f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff9411adcb0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff9411adbc0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00007ff9411adda0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff9411ad550 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff9411ad5c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e21_v24?0"NSString"8*16l
00007ff9411ad460 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff9411ad710 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad8f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff9411ad6e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9411ad4f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff9411ade00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff9411adab0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9411ada80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad610 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e28_v24?08?<v?c"NSError">16l
00007ff9411ade40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411add10 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9411adc80 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff9411adb90 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e37_v24?0"SSBLookupResult"8"NSError"16l
00007ff9411addd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff9411ad490 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad520 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9411ad770 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411adce0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9411add40 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad740 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad6b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9411ad4c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e28_v24?08?<v?"NSError">16l
00007ff9411add70 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_58_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff9411adc30 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff9411ad7a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_69_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9411ad5a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad650 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad690 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad7d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad8d0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad920 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ada60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411adbf0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411adc60 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ade70 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff9411ad940 (__DATA_CONST,__const) non-external ___block_literal_global.101
00007ff9411ad960 (__DATA_CONST,__const) non-external ___block_literal_global.103
00007ff9411ad9a0 (__DATA_CONST,__const) non-external ___block_literal_global.104
00007ff9411ad9c0 (__DATA_CONST,__const) non-external ___block_literal_global.106
00007ff9411ad9e0 (__DATA_CONST,__const) non-external ___block_literal_global.108
00007ff9411ad870 (__DATA_CONST,__const) non-external ___block_literal_global.11
00007ff9411ada00 (__DATA_CONST,__const) non-external ___block_literal_global.110
00007ff9411ada20 (__DATA_CONST,__const) non-external ___block_literal_global.112
00007ff9411ada40 (__DATA_CONST,__const) non-external ___block_literal_global.114
00007ff9411ad890 (__DATA_CONST,__const) non-external ___block_literal_global.13
00007ff9411ad8b0 (__DATA_CONST,__const) non-external ___block_literal_global.15
00007ff9411adb30 (__DATA_CONST,__const) non-external ___block_literal_global.157
00007ff9411adb50 (__DATA_CONST,__const) non-external ___block_literal_global.161
00007ff9411adb70 (__DATA_CONST,__const) non-external ___block_literal_global.165
00007ff9411ad7f0 (__DATA_CONST,__const) non-external ___block_literal_global.3
00007ff9411ad810 (__DATA_CONST,__const) non-external ___block_literal_global.5
00007ff9411ad830 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff9411ad850 (__DATA_CONST,__const) non-external ___block_literal_global.9
00007ff9411ade90 (__DATA_CONST,__const) non-external ___block_literal_global.96
                 (undefined) external ___bzero (from libSystem)
00007ff90da9e510 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90da9e530 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff90daa39ef (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90daa3f1d (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff90daa02ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff90daa3978 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff90da91b10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90da9b9e7 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff90daa0156 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00007ff90da91c16 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff90da98867 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff90da922a5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff90daa1dc3 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff90da9306c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff90da92bde (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff90daa9843 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_ea8_32b
00007ff90daa0303 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff90daa39b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff90da91b1f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff90daa0186 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff90da91c3b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff90da922d1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff90daa1df6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff90da9309a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff90da92bf0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff90daa985a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_ea8_32s
00007ff90daa38a0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff90daa39db (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff90daacd04 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff90daa01f6 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke
00007ff90daac690 (__TEXT,__text) non-external ___getSSBLookupContextClass_block_invoke.cold.1
00007ff90daa1a9b (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___gxx_personality_v0 (from libc++)
                 (undefined) external ___kCFBooleanFalse (from CoreFoundation)
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff90daa9807 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff90da98756 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff90da9820c (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff90daab9eb (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __kCFURLDiskImageBackingURLKey (from CoreFoundation)
                 (undefined) external __kCFURLVolumeIsDiskImageKey (from CoreFoundation)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_apply_to_path (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_get_identifier (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __qtn_file_set_flags (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
                 (undefined) external _abort_report_np (from libSystem)
00007ff90daa9260 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff90dab2750 (__TEXT,__dlopen_cstrs) non-external _audit_stringSafariSafeBrowsing
00007ff90da9d930 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff90daaf3e0 (__TEXT,__const) external _cdResourceDirSlot
00007ff90daa90b2 (__TEXT,__text) external _checkBOOLSetting
00007ff90daa9169 (__TEXT,__text) external _checkNumberSetting
00007ff90da98e43 (__TEXT,__text) external _checkPathQuarantineState
00007ff90daabd1a (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff90da98f38 (__TEXT,__text) external _checkURLMountQuarantineState
00007ff90da98d9f (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff90da95c6f (__TEXT,__text) external _copyAdhocSignatureHash
00007ff90daaae81 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff90daab120 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff90daab154 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff90daab188 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff90daab1bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff90daab1f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff90daab224 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff90daab258 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff90daab28c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff90daab2c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff90daaaedb (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff90daaaf35 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff90daaaf8f (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff90daaaff6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff90daab02a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff90daab084 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff90daab0b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff90daab0ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff90da977a5 (__TEXT,__text) external _copyBootUUID
00007ff90daab883 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff90da96edb (__TEXT,__text) external _copyBundleID
00007ff90daab5b3 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff90da96fce (__TEXT,__text) external _copyBundleIDFromURL
00007ff90da971af (__TEXT,__text) external _copyBundleVersion
00007ff90daab667 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff90da970bc (__TEXT,__text) external _copyBundleVersionShort
00007ff90daab60d (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff90da97045 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff90da967f0 (__TEXT,__text) external _copyCdhash
00007ff90daab31a (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff90daab374 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff90daab3a8 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff90da9677d (__TEXT,__text) external _copyCdhashFromKextURL
00007ff90daa93c2 (__TEXT,__text) external _copyCodeSigningInfo
00007ff90da9759a (__TEXT,__text) external _copyDeveloperName
00007ff90daab71b (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff90daab775 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff90daab7cf (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff90daab829 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff90daa9869 (__TEXT,__text) external _copyEntitlements
00007ff90da9de06 (__TEXT,__text) external _copyFileHashForData
00007ff90da9db4f (__TEXT,__text) external _copyFileHashForURL
00007ff90daac30e (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff90daac3ac (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff90daac44a (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff90da96983 (__TEXT,__text) external _copyLegacyCdhash
00007ff90da969f7 (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff90da937ad (__TEXT,__text) external _copyLegacyDeveloperName
00007ff90da98b29 (__TEXT,__text) external _copySecureTimestamp
00007ff90daabc56 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff90da97928 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff90da96e07 (__TEXT,__text) external _copySigningID
00007ff90daab559 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff90da96c40 (__TEXT,__text) external _copyTeamIdentifier
00007ff90daab4ff (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff90da96a6b (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff90daab3dc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff90daab43d (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff90da96b93 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff90daab49e (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff90da972a2 (__TEXT,__text) external _copyUnstagedURL
00007ff90daab6c1 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff90da95c60 (__TEXT,__text) external _createCodeReference
00007ff90da95b27 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff90daaad4f (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff90daaade8 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff90da95b1b (__TEXT,__text) external _createCodeReferenceQuiet
00007ff90da95a7d (__TEXT,__text) external _createHexStringFromData
00007ff90daa442c (__TEXT,__text) non-external _createMigrationManifest
00007ff90daacfe5 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff90daa92b3 (__TEXT,__text) external _createSecStaticCodeForURL
00007ff90daad3f9 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff90daa9082 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff90da973aa (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
00007ff943e55188 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff943e55190 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_semaphore_create (from libSystem)
                 (undefined) external _dispatch_semaphore_signal (from libSystem)
                 (undefined) external _dispatch_semaphore_wait (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff90daa33c0 (__TEXT,__text) external _doBooleanXPCFunction
00007ff90daa3616 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff90daa3625 (__TEXT,__text) external _doObjectXPCFunction
00007ff90da9e37c (__TEXT,__text) external _doWithoutImmutability
00007ff943e55150 (__DATA,__bss) non-external _downloads.sLog
00007ff943e55148 (__DATA,__bss) non-external _downloads.sLogInit
00007ff943e55110 (__DATA,__bss) non-external _exec.sLog
00007ff943e55108 (__DATA,__bss) non-external _exec.sLogInit
00007ff90da9da3e (__TEXT,__text) external _fileExists
00007ff90da9dab6 (__TEXT,__text) external _fileIsSymlink
00007ff90daa1963 (__TEXT,__text) external _findBundleContainingSignedFile
00007ff90daac81e (__TEXT,__text) non-external _findBundleContainingSignedFile.cold.1
00007ff90daa05b7 (__TEXT,__text) external _findContainingBundle
00007ff90da97b87 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff90daa11e6 (__TEXT,__text) external _findOuterMostBundle
00007ff90daac75c (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff90daac7b6 (__TEXT,__text) non-external _findOuterMostBundle.cold.2
00007ff90daa1880 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff90daac7ea (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff90daa0746 (__TEXT,__text) external _findScanTargetByPath
00007ff90daa0d3f (__TEXT,__text) external _findTopAppBundle
00007ff90daa06c8 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff90da99b66 (__TEXT,__text) non-external _fsEventCallback
00007ff9434c8500 (__DATA_DIRTY,__bss) non-external _generic.sLog
00007ff9434c84f8 (__DATA_DIRTY,__bss) non-external _generic.sLogInit
00007ff90daa9c89 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff943e551a0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff943e550d8 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff943e550e0 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff943e550e8 (__DATA,__bss) non-external _getAllowedUrls.dragWhitelist
00007ff943e550f0 (__DATA,__bss) non-external _getAllowedUrls.once
00007ff90da96d19 (__TEXT,__text) external _getDictionaryValue
00007ff90da98fdf (__TEXT,__text) external _getQuarantineFlagsForURL
00007ff90da99303 (__TEXT,__text) external _getQuarantineIdentifierForURL
00007ff943e55168 (__DATA,__bss) non-external _getSSBLookupContextClass.softClass
00007ff90daa10da (__TEXT,__text) external _getVolumePrefix
