00000001a0ea3ff8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a0e96ce4 (__TEXT,__text) external _isCodelessKext
00000001a0ea58b4 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a0e9f668 (__TEXT,__text) external _isConnectionEntitled
00000001a0ea691c (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a0e93ca0 (__TEXT,__text) external _isDarwinOSEnvironment
00000001a0e960bc (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a0e960ac (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a0e93cac (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a0e95f54 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a0e95f4c (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a0e97028 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a0ea5b30 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a0e93c10 (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a0e9609c (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a0e9fa08 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a0e96d98 (__TEXT,__text) external _isNotarizedKext
00000001a0ea5918 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a0ea59bc (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a0ea5a48 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a0e93cfc (__TEXT,__text) external _isProvenanceTrackingEnabled
00000001a0e93c34 (__TEXT,__text) external _isSIPDisabledMachine
00000001a0e93c58 (__TEXT,__text) external _isSKELDisabledMachine
00000001a0e9c5b8 (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d9afc920 (__DATA,__bss) non-external _kext.sLog
00000001d9afc918 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d9afc940 (__DATA,__bss) non-external _measurements.sLog
00000001d9afc938 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00000001a0e9c550 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001a0eaf280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:
00000001a0eaf2a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByAppendingPathComponent:isDirectory:
00000001a0eaf2c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByDeletingLastPathComponent
00000001a0eaf2e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByResolvingSymlinksInPath
00000001a0eaf300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$URLByStandardizingPath
00000001a0eaf320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UTF8String
00000001a0eaf340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001a0eaf360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$absoluteString
00000001a0eaf380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addBlockedSoftwareOverride:withReply:
00000001a0eaf3a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addGatekeeperUserIntent:withReply:
00000001a0eaf3c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001a0eaf3e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObjectsFromArray:
00000001a0eaf400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allBundleURLs
00000001a0eaf420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKextURLs
00000001a0eaf440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allKeys
00000001a0eaf460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allObjects
00000001a0eaf480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allowed
00000001a0eaf4a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appWrapperPolicyResult:forDeviceID:installProfile:checkResources:withProgressCallback:
00000001a0eaf4c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendBytes:length:
00000001a0eaf4e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001a0eaf500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$areKernelExtensionsApproved:withReply:
00000001a0eaf520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001a0eaf540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithArray:
00000001a0eaf560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObject:
00000001a0eaf580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$arrayWithObjects:count:
00000001a0eaf5a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attributesOfItemAtPath:error:
00000001a0eaf5c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$blockedReasonDescription
00000001a0eaf5e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolForKey:
00000001a0eaf600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$boolValue
00000001a0eaf620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bundleID
00000001a0eaf640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001a0eaf660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:withReply:
00000001a0eaf680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtension:withReply:
00000001a0eaf6a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canLoadKernelExtensionInCache:withReply:
00000001a0eaf6c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdHash
00000001a0eaf6e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$cdhash
00000001a0eaf700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001a0eaf720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001a0eaf740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$componentsSeparatedByString:
00000001a0eaf760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$connection
00000001a0eaf780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001a0eaf7a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsString:
00000001a0eaf7c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001a0eaf7e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyBlockedExecutionPolicyItemsWithReply:
00000001a0eaf800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyCurrentPolicyWithReply:
00000001a0eaf820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyItemAtURL:toURL:error:
00000001a0eaf840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyKernelExtensionHistoryWithReply:
00000001a0eaf860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyLegacyExecutionHistoryWithReply:
00000001a0eaf880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copyPendingApprovalsWithReply:
00000001a0eaf8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001a0eaf8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001a0eaf8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createDirectoryAtPath:withIntermediateDirectories:attributes:error:
00000001a0eaf900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createGatekeeperMigrationData:
00000001a0eaf920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$createKernelExtensionMigrationData:
00000001a0eaf940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentDeviceID
00000001a0eaf960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$data
00000001a0eaf980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithBytes:length:
00000001a0eaf9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithCapacity:
00000001a0eaf9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithData:
00000001a0eaf9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dateWithTimeIntervalSince1970:
00000001a0eafa00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeBoolForKey:
00000001a0eafa20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001a0eafa40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001a0eafa60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001a0eafa80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$description
00000001a0eafaa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$developerName
00000001a0eafac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionary
00000001a0eafae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithContentsOfURL:
00000001a0eafb00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001a0eafb20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doReload
00000001a0eafb40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$doesContain:
00000001a0eafb60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001a0eafb80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enableKernelExtensionManagementForMDM:withReply:
00000001a0eafba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeBool:forKey:
00000001a0eafbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$encodeObject:forKey:
00000001a0eafbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$enumeratorAtURL:includingPropertiesForKeys:options:errorHandler:
00000001a0eafc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001a0eafc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exec
00000001a0eafc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$execPath
00000001a0eafc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:
00000001a0eafc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileExistsAtPath:isDirectory:
00000001a0eafca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001a0eafcc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:
00000001a0eafce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPath:relativeToURL:
00000001a0eafd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileURLWithPathComponents:
00000001a0eafd20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findAssociatedProvenanceEntries:withReply:
00000001a0eafd40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findLegacyKextBundleID:
00000001a0eafd60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntry:withReply:
00000001a0eafd80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvenanceEntryByID:withReply:
00000001a0eafda0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$findProvisioningProfile:
00000001a0eafdc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$forceReload
00000001a0eafde0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fsTypeName
00000001a0eafe00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gatekeeperMigrationDataPath:
00000001a0eafe20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$generic
00000001a0eafe40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllProvenanceEntriesWithReply:
00000001a0eafe60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getAllowedPaths
00000001a0eafe80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getApprovalRequiresAdministratorWithReply:
00000001a0eafea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getBlockedSoftwareOverride:withReply:
00000001a0eafec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getCurrentUAKLHashWithReply:
00000001a0eafee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getFileSystemRepresentation:maxLength:
00000001a0eaff00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getResourceValue:forKey:error:
00000001a0eaff20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$gkError
00000001a0eaff40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleReload
00000001a0eaff60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasPrefix:
00000001a0eaff80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hasSuffix:
00000001a0eaffa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hexString
00000001a0eaffc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDeveloper:teamID:bundleIDs:allowed:rebootRequired:isPendingUpgrade:
00000001a0eaffe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithExecPath:mmapPath:signingID:teamID:cdHash:responsiblePath:developerName:lasSeen:
00000001a0eb0000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithMachServiceName:options:
00000001a0eb0020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithRoot:
00000001a0eb0040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithSuiteName:
00000001a0eb0060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
00000001a0eb0080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:withReloadBlock:watchForUpdates:
00000001a0eb00a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001a0eb00c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUUIDBytes:
00000001a0eb00e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValid:withSignerCategory:withModified:
00000001a0eb0100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installMDMPayload:withTeams:withExtensions:withContext:withReply:
00000001a0eb0120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$installProvisioningProfile:
00000001a0eb0140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$intValue
00000001a0eb0160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$integerValue
00000001a0eb0180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$interfaceWithProtocol:
00000001a0eb01a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invalidate
00000001a0eb01c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAppWrapper:
00000001a0eb01e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAuthenticationRequiredOnUpdates:
00000001a0eb0200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isAvailable
00000001a0eb0220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isBlockedSoftware:withReply:
00000001a0eb0240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isCodeless
00000001a0eb0260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeprecated
00000001a0eb0280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperModeEnabledWithReply:
00000001a0eb02a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isDeveloperToolEnvironmentWithReply:
00000001a0eb02c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualTo:
00000001a0eb02e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001a0eb0300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKernelExtensionApprovedByUser:withBundleID:withReply:
00000001a0eb0320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isKextAllowedWithoutSecureTimestamp:
00000001a0eb0340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isLegacyKextAllowed:
00000001a0eb0360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001a0eb0380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isNotarized
00000001a0eb03a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileTrusted:
00000001a0eb03c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isProvisioningProfileValid:forDevice:
00000001a0eb03e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isRebootRequiredForInstallation:
00000001a0eb0400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isSecurityDowngradeRequiredForInstallation:
00000001a0eb0420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isUnsupported
00000001a0eb0440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
00000001a0eb0460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValidApplication:checkResources:withSignerCategory:withModified:withProgressCallback:
00000001a0eb0480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$itemPath
00000001a0eb04a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$kernelExtensionMigrationDataPath:
00000001a0eb04c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$keyEnumerator
00000001a0eb04e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$knownMalware
00000001a0eb0500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastPathComponent
00000001a0eb0520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastSeen
00000001a0eb0540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lastUsed
00000001a0eb0560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001a0eb0580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadFromBundleData:
00000001a0eb05a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$loadInternalData:
00000001a0eb05c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$localizedCapitalizedString
00000001a0eb05e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001a0eb0600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lowercaseString
00000001a0eb0620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mmapPath
00000001a0eb0640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$modTime
00000001a0eb0660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsApproval
00000001a0eb0680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$needsOverride
00000001a0eb06a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyInstalledContent:withInstallationType:withReply:
00000001a0eb06c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyLoadedKernelExtension:withPath:
00000001a0eb06e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$notifyUnsupportedKernelExtensions:withReply:
00000001a0eb0700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$now
00000001a0eb0720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$null
00000001a0eb0740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithBool:
00000001a0eb0760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedLongLong:
00000001a0eb0780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectAtIndexedSubscript:
00000001a0eb07a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001a0eb07c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKeyedSubscript:
00000001a0eb07e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectID
00000001a0eb0800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$path
00000001a0eb0820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathComponents
00000001a0eb0840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pathExtension
00000001a0eb0860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performGatekeeperScan:withScanOptions:withUserID:withProgress:withReply:
00000001a0eb0880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performMigrationScan
00000001a0eb08a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$preflightBinary:withPlatform:error:
00000001a0eb08c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$redactedDescription
00000001a0eb08e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reloadIfNecessary
00000001a0eb0900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeItemAtURL:error:
00000001a0eb0920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeMDMPayload:withContext:withReply:
00000001a0eb0940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$requestKernelExtensionApprovals:withReply:
00000001a0eb0960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$responsiblePath
00000001a0eb0980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resume
00000001a0eb09a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reverseObjectEnumerator
00000001a0eb09c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$set
00000001a0eb09e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setApprovalRequiresAdministrator:withReply:
00000001a0eb0a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBlockedSoftwareOverride:isEnabled:withReply:
00000001a0eb0a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCheckValidity:
00000001a0eb0a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setClasses:forSelector:argumentIndex:ofReply:
00000001a0eb0a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDeveloperModeEnabled:withReply:
00000001a0eb0a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedInterface:
00000001a0eb0aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setExportedObject:
00000001a0eb0ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001a0eb0ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKeyedSubscript:
00000001a0eb0b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setProgressHandler:
00000001a0eb0b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRemoteObjectInterface:
00000001a0eb0b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setUserApprovalAllowed:withReply:
00000001a0eb0b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithArray:
00000001a0eb0b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObjects:
00000001a0eb0ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setupFSStream
00000001a0eb0bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$showGatekeeperPreflightError:forApp:forUser:withReply:
00000001a0eb0be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingID
00000001a0eb0c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signingInfo
00000001a0eb0c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$signposts
00000001a0eb0c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$skipDescendants
00000001a0eb0c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$staticCodeRef
00000001a0eb0c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001a0eb0ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001a0eb0cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithUTF8String:
00000001a0eb0ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$subarrayWithRange:
