00007ffb4390aaa0 (__DATA,__common) external _AfterColour
00007ffb181d45e1 (__TEXT,__text) external _LLVMCreateTypeAttribute
00007ffb181e868a (__TEXT,__text) external _LLVMDIBuilderCreateArrayType
00007ffb181e8ad4 (__TEXT,__text) external _LLVMDIBuilderCreateArtificialType
00007ffb181e8db4 (__TEXT,__text) external _LLVMDIBuilderCreateAutoVariable
00007ffb181e873a (__TEXT,__text) external _LLVMDIBuilderCreateBasicType
00007ffb181e89eb (__TEXT,__text) external _LLVMDIBuilderCreateBitFieldMemberType
00007ffb181e8a2a (__TEXT,__text) external _LLVMDIBuilderCreateClassType
00007ffb181e7f8d (__TEXT,__text) external _LLVMDIBuilderCreateCompileUnit
00007ffb181e8b95 (__TEXT,__text) external _LLVMDIBuilderCreateConstantValueExpression
00007ffb181e8423 (__TEXT,__text) external _LLVMDIBuilderCreateDebugLocation
00007ffb181e8550 (__TEXT,__text) external _LLVMDIBuilderCreateEnumerationType
00007ffb181e853b (__TEXT,__text) external _LLVMDIBuilderCreateEnumerator
00007ffb181e8b7f (__TEXT,__text) external _LLVMDIBuilderCreateExpression
00007ffb181e804e (__TEXT,__text) external _LLVMDIBuilderCreateFile
00007ffb181e88fd (__TEXT,__text) external _LLVMDIBuilderCreateForwardDecl
00007ffb181e813c (__TEXT,__text) external _LLVMDIBuilderCreateFunction
00007ffb181e8bf6 (__TEXT,__text) external _LLVMDIBuilderCreateGlobalVariableExpression
00007ffb181e8387 (__TEXT,__text) external _LLVMDIBuilderCreateImportedDeclaration
00007ffb181e827b (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromAlias
00007ffb181e8301 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromModule
00007ffb181e8230 (__TEXT,__text) external _LLVMDIBuilderCreateImportedModuleFromNamespace
00007ffb181e88f3 (__TEXT,__text) external _LLVMDIBuilderCreateInheritance
00007ffb181e81e0 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlock
00007ffb181e8219 (__TEXT,__text) external _LLVMDIBuilderCreateLexicalBlockFile
00007ffb181e850e (__TEXT,__text) external _LLVMDIBuilderCreateMacro
00007ffb181e89d8 (__TEXT,__text) external _LLVMDIBuilderCreateMemberPointerType
00007ffb181e881e (__TEXT,__text) external _LLVMDIBuilderCreateMemberType
00007ffb181e80a7 (__TEXT,__text) external _LLVMDIBuilderCreateModule
00007ffb181e8127 (__TEXT,__text) external _LLVMDIBuilderCreateNameSpace
00007ffb181e89b9 (__TEXT,__text) external _LLVMDIBuilderCreateNullPtrType
00007ffb181e8865 (__TEXT,__text) external _LLVMDIBuilderCreateObjCIVar
00007ffb181e886f (__TEXT,__text) external _LLVMDIBuilderCreateObjCProperty
00007ffb181e88ca (__TEXT,__text) external _LLVMDIBuilderCreateObjectPointerType
00007ffb181e8e0b (__TEXT,__text) external _LLVMDIBuilderCreateParameterVariable
00007ffb181e8744 (__TEXT,__text) external _LLVMDIBuilderCreatePointerType
00007ffb181e899d (__TEXT,__text) external _LLVMDIBuilderCreateQualifiedType
00007ffb181e89a7 (__TEXT,__text) external _LLVMDIBuilderCreateReferenceType
00007ffb181e8942 (__TEXT,__text) external _LLVMDIBuilderCreateReplaceableCompositeType
00007ffb181e885b (__TEXT,__text) external _LLVMDIBuilderCreateStaticMemberType
00007ffb181e8776 (__TEXT,__text) external _LLVMDIBuilderCreateStructType
00007ffb181e8b48 (__TEXT,__text) external _LLVMDIBuilderCreateSubroutineType
00007ffb181e8d06 (__TEXT,__text) external _LLVMDIBuilderCreateTempGlobalVariableFwdDecl
00007ffb181e8531 (__TEXT,__text) external _LLVMDIBuilderCreateTempMacroFile
00007ffb181e88d7 (__TEXT,__text) external _LLVMDIBuilderCreateTypedef
00007ffb181e85f4 (__TEXT,__text) external _LLVMDIBuilderCreateUnionType
00007ffb181e8842 (__TEXT,__text) external _LLVMDIBuilderCreateUnspecifiedType
00007ffb181e86f0 (__TEXT,__text) external _LLVMDIBuilderCreateVectorType
00007ffb181e7f79 (__TEXT,__text) external _LLVMDIBuilderFinalize
00007ffb181e7f83 (__TEXT,__text) external _LLVMDIBuilderFinalizeSubprogram
00007ffb181e8e69 (__TEXT,__text) external _LLVMDIBuilderGetOrCreateArray
00007ffb181e8e5f (__TEXT,__text) external _LLVMDIBuilderGetOrCreateSubrange
00007ffb181e8b3e (__TEXT,__text) external _LLVMDIBuilderGetOrCreateTypeArray
00007ffb181e8d99 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueAtEnd
00007ffb181e8d72 (__TEXT,__text) external _LLVMDIBuilderInsertDbgValueBefore
00007ffb181e8d68 (__TEXT,__text) external _LLVMDIBuilderInsertDeclareAtEnd
00007ffb181e8d4a (__TEXT,__text) external _LLVMDIBuilderInsertDeclareBefore
00007ffb181e8490 (__TEXT,__text) external _LLVMDIFileGetDirectory
00007ffb181e84bc (__TEXT,__text) external _LLVMDIFileGetFilename
00007ffb181e84e7 (__TEXT,__text) external _LLVMDIFileGetSource
00007ffb181e8c76 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetExpression
00007ffb181e8c62 (__TEXT,__text) external _LLVMDIGlobalVariableExpressionGetVariable
00007ffb181e8442 (__TEXT,__text) external _LLVMDILocationGetColumn
00007ffb181e8460 (__TEXT,__text) external _LLVMDILocationGetInlinedAt
00007ffb181e8439 (__TEXT,__text) external _LLVMDILocationGetLine
00007ffb181e844c (__TEXT,__text) external _LLVMDILocationGetScope
00007ffb181e8474 (__TEXT,__text) external _LLVMDIScopeGetFile
00007ffb181e8f9e (__TEXT,__text) external _LLVMDISubprogramGetLine
00007ffb181e8b23 (__TEXT,__text) external _LLVMDITypeGetAlignInBits
00007ffb181e8b35 (__TEXT,__text) external _LLVMDITypeGetFlags
00007ffb181e8b2c (__TEXT,__text) external _LLVMDITypeGetLine
00007ffb181e8ae1 (__TEXT,__text) external _LLVMDITypeGetName
00007ffb181e8b19 (__TEXT,__text) external _LLVMDITypeGetOffsetInBits
00007ffb181e8b0f (__TEXT,__text) external _LLVMDITypeGetSizeInBits
00007ffb181e8c8b (__TEXT,__text) external _LLVMDIVariableGetFile
00007ffb181e8cb4 (__TEXT,__text) external _LLVMDIVariableGetLine
00007ffb181e8ca0 (__TEXT,__text) external _LLVMDIVariableGetScope
00007ffb181e7eb7 (__TEXT,__text) external _LLVMDebugMetadataVersion
00007ffb181da6cd (__TEXT,__text) external _LLVMDeleteBasicBlock
00007ffb181d9a08 (__TEXT,__text) external _LLVMDeleteFunction
00007ffb181d94a8 (__TEXT,__text) external _LLVMDeleteGlobal
00007ffb189088ff (__TEXT,__text) external _LLVMDisasmDispose
00007ffb18908a84 (__TEXT,__text) external _LLVMDisasmInstruction
00007ffb189921f8 (__TEXT,__text) external _LLVMDisposeBinary
00007ffb181db58a (__TEXT,__text) external _LLVMDisposeBuilder
00007ffb182b2534 (__TEXT,__text) external _LLVMDisposeCoverageData
00007ffb182b23af (__TEXT,__text) external _LLVMDisposeCoverageFunctionRange
00007ffb182b2a31 (__TEXT,__text) external _LLVMDisposeCoverageInstantiationGroupRange
00007ffb182b260b (__TEXT,__text) external _LLVMDisposeCoverageIterator
00007ffb182b220b (__TEXT,__text) external _LLVMDisposeCoverageMapping
00007ffb182afbb5 (__TEXT,__text) external _LLVMDisposeCoverageSourceFileRange
00007ffb181e7f4d (__TEXT,__text) external _LLVMDisposeDIBuilder
00007ffb18e60d4d (__TEXT,__text) external _LLVMDisposeErrorMessage
00007ffb181df447 (__TEXT,__text) external _LLVMDisposeMemoryBuffer
00007ffb181d4412 (__TEXT,__text) external _LLVMDisposeMessage
00007ffb181d487b (__TEXT,__text) external _LLVMDisposeModule
00007ffb181d4bec (__TEXT,__text) external _LLVMDisposeModuleFlagsMetadata
00007ffb181df160 (__TEXT,__text) external _LLVMDisposeModuleProvider
00007ffb18992567 (__TEXT,__text) external _LLVMDisposeObjectFile
00007ffb189e15df (__TEXT,__text) external _LLVMDisposePassBuilderOptions
00007ffb181df579 (__TEXT,__text) external _LLVMDisposePassManager
00007ffb18992943 (__TEXT,__text) external _LLVMDisposeRelocationIterator
00007ffb189925f3 (__TEXT,__text) external _LLVMDisposeSectionIterator
00007ffb18992796 (__TEXT,__text) external _LLVMDisposeSymbolIterator
00007ffb18efdeb3 (__TEXT,__text) external _LLVMDisposeTargetData
00007ffb18f00404 (__TEXT,__text) external _LLVMDisposeTargetMachine
00007ffb181e8cd2 (__TEXT,__text) external _LLVMDisposeTemporaryMDNode
00007ffb181d8f9e (__TEXT,__text) external _LLVMDisposeValueMetadataEntries
00007ffb181d5515 (__TEXT,__text) external _LLVMDoubleType
00007ffb181d5410 (__TEXT,__text) external _LLVMDoubleTypeInContext
00007ffb181d4d31 (__TEXT,__text) external _LLVMDumpModule
00007ffb181d50be (__TEXT,__text) external _LLVMDumpType
00007ffb181d5c8b (__TEXT,__text) external _LLVMDumpValue
00007ffb18efe1c2 (__TEXT,__text) external _LLVMElementAtOffset
00007ffb18ea52ec (__TEXT,__text) external _LLVMEnablePrettyStackTrace
00007ffb181da228 (__TEXT,__text) external _LLVMEraseGlobalIFunc
00007ffb181d558b (__TEXT,__text) external _LLVMFP128Type
00007ffb181d542c (__TEXT,__text) external _LLVMFP128TypeInContext
00007ffb181df55f (__TEXT,__text) external _LLVMFinalizeFunctionPassManager
00007ffb181d54da (__TEXT,__text) external _LLVMFloatType
00007ffb181d5402 (__TEXT,__text) external _LLVMFloatTypeInContext
00007ffb181d5677 (__TEXT,__text) external _LLVMFunctionType
00007ffb181d8d6f (__TEXT,__text) external _LLVMGetAlignment
00007ffb181daf1e (__TEXT,__text) external _LLVMGetAllocatedType
00007ffb181dc48d (__TEXT,__text) external _LLVMGetArgOperand
00007ffb181d590c (__TEXT,__text) external _LLVMGetArrayLength
00007ffb181d7d35 (__TEXT,__text) external _LLVMGetAsString
00007ffb181dddba (__TEXT,__text) external _LLVMGetAtomicRMWBinOp
00007ffb181d9d3b (__TEXT,__text) external _LLVMGetAttributeCountAtIndex
00007ffb181d9d62 (__TEXT,__text) external _LLVMGetAttributesAtIndex
00007ffb181da298 (__TEXT,__text) external _LLVMGetBasicBlockName
00007ffb181da331 (__TEXT,__text) external _LLVMGetBasicBlockParent
00007ffb181da33b (__TEXT,__text) external _LLVMGetBasicBlockTerminator
00007ffb181da38a (__TEXT,__text) external _LLVMGetBasicBlocks
00007ffb17dd4d89 (__TEXT,__text) external _LLVMGetBitcodeModule
00007ffb17dd4de1 (__TEXT,__text) external _LLVMGetBitcodeModule2
00007ffb17dd4ac4 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext
00007ffb17dd4cb6 (__TEXT,__text) external _LLVMGetBitcodeModuleInContext2
00007ffb181df439 (__TEXT,__text) external _LLVMGetBufferSize
00007ffb181df42f (__TEXT,__text) external _LLVMGetBufferStart
00007ffb181daa6d (__TEXT,__text) external _LLVMGetCallSiteAttributeCount
00007ffb181daa94 (__TEXT,__text) external _LLVMGetCallSiteAttributes
00007ffb181daad6 (__TEXT,__text) external _LLVMGetCallSiteEnumAttribute
00007ffb181daaf4 (__TEXT,__text) external _LLVMGetCallSiteStringAttribute
00007ffb181dac50 (__TEXT,__text) external _LLVMGetCalledFunctionType
00007ffb181dac46 (__TEXT,__text) external _LLVMGetCalledValue
00007ffb181dc358 (__TEXT,__text) external _LLVMGetClause
00007ffb181df12f (__TEXT,__text) external _LLVMGetCmpXchgFailureOrdering
00007ffb181df109 (__TEXT,__text) external _LLVMGetCmpXchgSuccessOrdering
00007ffb18197ed3 (__TEXT,__text) external _LLVMGetComdat
00007ffb18197ee7 (__TEXT,__text) external _LLVMGetComdatSelectionKind
00007ffb181dae9a (__TEXT,__text) external _LLVMGetCondition
00007ffb181d7e79 (__TEXT,__text) external _LLVMGetConstOpcode
00007ffb182b249f (__TEXT,__text) external _LLVMGetCoverageFunctionExecutionCount
00007ffb182b2488 (__TEXT,__text) external _LLVMGetCoverageFunctionName
00007ffb182b2bcc (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupColumn
00007ffb182b2bc4 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupLine
00007ffb182b2aa6 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupName
00007ffb182b2a94 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupSize
00007ffb182b2bd5 (__TEXT,__text) external _LLVMGetCoverageInstantiationGroupTotalExecutionCount
00007ffb182b2657 (__TEXT,__text) external _LLVMGetCoverageIteratorExecutionCount
00007ffb182b2644 (__TEXT,__text) external _LLVMGetCoverageIteratorIsMapped
00007ffb182b264e (__TEXT,__text) external _LLVMGetCoverageIteratorLine
00007ffb182b266b (__TEXT,__text) external _LLVMGetCoverageIteratorLineSegments
00007ffb182b2661 (__TEXT,__text) external _LLVMGetCoverageIteratorWrappedSegment
00007ffb182b2969 (__TEXT,__text) external _LLVMGetCoverageSegmentColumn
00007ffb182b2972 (__TEXT,__text) external _LLVMGetCoverageSegmentCount
00007ffb182b297c (__TEXT,__text) external _LLVMGetCoverageSegmentHasCount
00007ffb182b2990 (__TEXT,__text) external _LLVMGetCoverageSegmentIsGapRegion
00007ffb182b2986 (__TEXT,__text) external _LLVMGetCoverageSegmentIsRegionEntry
00007ffb182b2961 (__TEXT,__text) external _LLVMGetCoverageSegmentLine
00007ffb181db9a5 (__TEXT,__text) external _LLVMGetCurrentDebugLocation
00007ffb181db5c4 (__TEXT,__text) external _LLVMGetCurrentDebugLocation2
00007ffb181d8cc1 (__TEXT,__text) external _LLVMGetDLLStorageClass
00007ffb181d4a11 (__TEXT,__text) external _LLVMGetDataLayout
00007ffb181d49f0 (__TEXT,__text) external _LLVMGetDataLayoutStr
00007ffb181d795c (__TEXT,__text) external _LLVMGetDebugLocColumn
00007ffb181d7208 (__TEXT,__text) external _LLVMGetDebugLocDirectory
00007ffb181d74c1 (__TEXT,__text) external _LLVMGetDebugLocFilename
00007ffb181d7778 (__TEXT,__text) external _LLVMGetDebugLocLine
00007ffb18f00b08 (__TEXT,__text) external _LLVMGetDefaultTargetTriple
00007ffb181d469a (__TEXT,__text) external _LLVMGetDiagInfoDescription
00007ffb181d478d (__TEXT,__text) external _LLVMGetDiagInfoSeverity
00007ffb181d7d08 (__TEXT,__text) external _LLVMGetElementAsConstant
00007ffb181d58da (__TEXT,__text) external _LLVMGetElementType
00007ffb181da3b5 (__TEXT,__text) external _LLVMGetEntryBasicBlock
00007ffb181d9da4 (__TEXT,__text) external _LLVMGetEnumAttributeAtIndex
00007ffb181d45b4 (__TEXT,__text) external _LLVMGetEnumAttributeKind
00007ffb181d4577 (__TEXT,__text) external _LLVMGetEnumAttributeKindForName
00007ffb181d45c5 (__TEXT,__text) external _LLVMGetEnumAttributeValue
00007ffb18e60ca5 (__TEXT,__text) external _LLVMGetErrorMessage
00007ffb18e60b9f (__TEXT,__text) external _LLVMGetErrorTypeId
00007ffb181da887 (__TEXT,__text) external _LLVMGetFCmpPredicate
00007ffb181da3ca (__TEXT,__text) external _LLVMGetFirstBasicBlock
00007ffb182b290f (__TEXT,__text) external _LLVMGetFirstCoverageSegment
00007ffb181d9966 (__TEXT,__text) external _LLVMGetFirstFunction
00007ffb181d9406 (__TEXT,__text) external _LLVMGetFirstGlobal
00007ffb181d96c2 (__TEXT,__text) external _LLVMGetFirstGlobalAlias
00007ffb181da127 (__TEXT,__text) external _LLVMGetFirstGlobalIFunc
00007ffb181da738 (__TEXT,__text) external _LLVMGetFirstInstruction
00007ffb181d6f72 (__TEXT,__text) external _LLVMGetFirstNamedMetadata
00007ffb181d9f3e (__TEXT,__text) external _LLVMGetFirstParam
00007ffb18efffb0 (__TEXT,__text) external _LLVMGetFirstTarget
00007ffb181d6a5d (__TEXT,__text) external _LLVMGetFirstUse
00007ffb181d9bd1 (__TEXT,__text) external _LLVMGetFunctionCallConv
00007ffb181d9bfb (__TEXT,__text) external _LLVMGetGC
00007ffb181daf4f (__TEXT,__text) external _LLVMGetGEPSourceElementType
00007ffb181d444b (__TEXT,__text) external _LLVMGetGlobalContext
00007ffb181da1c9 (__TEXT,__text) external _LLVMGetGlobalIFuncResolver
00007ffb181d89a5 (__TEXT,__text) external _LLVMGetGlobalParent
00007ffb181df459 (__TEXT,__text) external _LLVMGetGlobalPassRegistry
00007ffb181dc3d7 (__TEXT,__text) external _LLVMGetHandlers
00007ffb18f00bd4 (__TEXT,__text) external _LLVMGetHostCPUFeatures
00007ffb18f00bc2 (__TEXT,__text) external _LLVMGetHostCPUName
00007ffb181da84d (__TEXT,__text) external _LLVMGetICmpPredicate
00007ffb181db242 (__TEXT,__text) external _LLVMGetIncomingBlock
00007ffb181db217 (__TEXT,__text) external _LLVMGetIncomingValue
00007ffb181db2c7 (__TEXT,__text) external _LLVMGetIndices
00007ffb181d94e5 (__TEXT,__text) external _LLVMGetInitializer
00007ffb181d5009 (__TEXT,__text) external _LLVMGetInlineAsm
00007ffb181db492 (__TEXT,__text) external _LLVMGetInsertBlock
00007ffb181da9c1 (__TEXT,__text) external _LLVMGetInstructionCallConv
00007ffb181da8c1 (__TEXT,__text) external _LLVMGetInstructionOpcode
00007ffb181da72e (__TEXT,__text) external _LLVMGetInstructionParent
00007ffb181d53da (__TEXT,__text) external _LLVMGetIntTypeWidth
00007ffb181d9a89 (__TEXT,__text) external _LLVMGetIntrinsicDeclaration
00007ffb181d9a73 (__TEXT,__text) external _LLVMGetIntrinsicID
00007ffb181da3ec (__TEXT,__text) external _LLVMGetLastBasicBlock
00007ffb181d4581 (__TEXT,__text) external _LLVMGetLastEnumAttributeKind
00007ffb181d9988 (__TEXT,__text) external _LLVMGetLastFunction
00007ffb181d9428 (__TEXT,__text) external _LLVMGetLastGlobal
00007ffb181d96e4 (__TEXT,__text) external _LLVMGetLastGlobalAlias
00007ffb181da149 (__TEXT,__text) external _LLVMGetLastGlobalIFunc
00007ffb181da75a (__TEXT,__text) external _LLVMGetLastInstruction
00007ffb181d6f89 (__TEXT,__text) external _LLVMGetLastNamedMetadata
00007ffb181d9f91 (__TEXT,__text) external _LLVMGetLastParam
00007ffb181d89e6 (__TEXT,__text) external _LLVMGetLinkage
00007ffb181d452e (__TEXT,__text) external _LLVMGetMDKindID
00007ffb181d4522 (__TEXT,__text) external _LLVMGetMDKindIDInContext
00007ffb181d6bdf (__TEXT,__text) external _LLVMGetMDNodeNumOperands
00007ffb181d7030 (__TEXT,__text) external _LLVMGetMDNodeOperands
00007ffb181d6f3f (__TEXT,__text) external _LLVMGetMDString
00007ffb181df0d4 (__TEXT,__text) external _LLVMGetMaskValue
00007ffb181d5dcb (__TEXT,__text) external _LLVMGetMetadata
00007ffb181e92d5 (__TEXT,__text) external _LLVMGetMetadataKind
00007ffb181d504e (__TEXT,__text) external _LLVMGetModuleContext
00007ffb18efddc8 (__TEXT,__text) external _LLVMGetModuleDataLayout
00007ffb181e7f35 (__TEXT,__text) external _LLVMGetModuleDebugMetadataVersion
00007ffb181d4c2f (__TEXT,__text) external _LLVMGetModuleFlag
00007ffb181d48a7 (__TEXT,__text) external _LLVMGetModuleIdentifier
00007ffb181d4fdc (__TEXT,__text) external _LLVMGetModuleInlineAsm
00007ffb181d97f6 (__TEXT,__text) external _LLVMGetNamedFunction
00007ffb181d92a9 (__TEXT,__text) external _LLVMGetNamedGlobal
00007ffb181d969d (__TEXT,__text) external _LLVMGetNamedGlobalAlias
00007ffb181da11d (__TEXT,__text) external _LLVMGetNamedGlobalIFunc
00007ffb181d6fd2 (__TEXT,__text) external _LLVMGetNamedMetadata
00007ffb181d7003 (__TEXT,__text) external _LLVMGetNamedMetadataName
00007ffb181d70b8 (__TEXT,__text) external _LLVMGetNamedMetadataNumOperands
00007ffb181d70f5 (__TEXT,__text) external _LLVMGetNamedMetadataOperands
00007ffb181da40e (__TEXT,__text) external _LLVMGetNextBasicBlock
00007ffb182b23e4 (__TEXT,__text) external _LLVMGetNextCoverageFunction
00007ffb182b2a68 (__TEXT,__text) external _LLVMGetNextCoverageInstantiationGroup
00007ffb182b2923 (__TEXT,__text) external _LLVMGetNextCoverageSegment
00007ffb182afbee (__TEXT,__text) external _LLVMGetNextCoverageSourceFile
00007ffb181d99aa (__TEXT,__text) external _LLVMGetNextFunction
00007ffb181d944a (__TEXT,__text) external _LLVMGetNextGlobal
00007ffb181d9706 (__TEXT,__text) external _LLVMGetNextGlobalAlias
00007ffb181da16b (__TEXT,__text) external _LLVMGetNextGlobalIFunc
00007ffb181da77c (__TEXT,__text) external _LLVMGetNextInstruction
00007ffb181d6fa0 (__TEXT,__text) external _LLVMGetNextNamedMetadata
00007ffb181d9ff6 (__TEXT,__text) external _LLVMGetNextParam
00007ffb18efffbd (__TEXT,__text) external _LLVMGetNextTarget
00007ffb181d6a67 (__TEXT,__text) external _LLVMGetNextUse
00007ffb181dac8b (__TEXT,__text) external _LLVMGetNormalDest
00007ffb181da920 (__TEXT,__text) external _LLVMGetNumArgOperands
00007ffb181dc34a (__TEXT,__text) external _LLVMGetNumClauses
00007ffb181d5903 (__TEXT,__text) external _LLVMGetNumContainedTypes
00007ffb181dc3be (__TEXT,__text) external _LLVMGetNumHandlers
00007ffb181db276 (__TEXT,__text) external _LLVMGetNumIndices
00007ffb181df0cb (__TEXT,__text) external _LLVMGetNumMaskElements
00007ffb181d6bb4 (__TEXT,__text) external _LLVMGetNumOperands
00007ffb181dadd6 (__TEXT,__text) external _LLVMGetNumSuccessors
00007ffb181d6a84 (__TEXT,__text) external _LLVMGetOperand
00007ffb181d6b04 (__TEXT,__text) external _LLVMGetOperandUse
00007ffb18197ea3 (__TEXT,__text) external _LLVMGetOrInsertComdat
00007ffb181d6ff9 (__TEXT,__text) external _LLVMGetOrInsertNamedMetadata
00007ffb181ddd6a (__TEXT,__text) external _LLVMGetOrdering
00007ffb181d9f05 (__TEXT,__text) external _LLVMGetParam
00007ffb181d9f34 (__TEXT,__text) external _LLVMGetParamParent
00007ffb181d56b6 (__TEXT,__text) external _LLVMGetParamTypes
00007ffb181d9e9e (__TEXT,__text) external _LLVMGetParams
00007ffb181dc42e (__TEXT,__text) external _LLVMGetParentCatchSwitch
00007ffb181d9a22 (__TEXT,__text) external _LLVMGetPersonalityFn
00007ffb181d5915 (__TEXT,__text) external _LLVMGetPointerAddressSpace
00007ffb181d6c18 (__TEXT,__text) external _LLVMGetPoison
