00007ff843a36e20 (__DATA,__data) non-external _.compoundliteral
00007ff8069342c1 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff806934444 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff80692302f (__TEXT,__text) non-external _sb_profile_release
00007ff80692b52c (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff80692b692 (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff80690f20f (__TEXT,__text) non-external _sb_program_source_alloc
00007ff80692eae1 (__TEXT,__text) non-external _sb_realloc_typed
00007ff806920777 (__TEXT,__text) non-external _sb_regex_release
00007ff806922db3 (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff806930cf0 (__TEXT,__text) non-external _sb_stringtable_enter
00007ff80692f940 (__TEXT,__text) non-external _sb_stringtable_release
00007ff806920654 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff80691abf8 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff80690ecef (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff806939144 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff806920816 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff806933dd9 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff80693290d (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff8069262f6 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff806934bb6 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff806934c07 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff80693a19e (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff806923cad (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff80693891d (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff806922cad (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff806922933 (__TEXT,__text) non-external _sb_visitor_new
00007ff806922d30 (__TEXT,__text) non-external _sb_visitor_release
00007ff80693a705 (__TEXT,__text) non-external _sb_warn
00007ff806945d10 (__TEXT,__const) non-external _sbpl1_scm
00007ff806946c30 (__TEXT,__const) non-external _sbpl2_scm
00007ff8069471b0 (__TEXT,__const) non-external _sbpl3_scm
00007ff806935945 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff8069365c6 (__TEXT,__text) non-external _sbpl_extends_builtin
00007ff80693669a (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff806935b67 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff806936768 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff80693f1c0 (__TEXT,__const) non-external _sbpl_scm
00007ff80692bef3 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
00007ff80693a880 (__TEXT,__text) non-external _scheme_backtrace.cold.1
00007ff806922731 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff8069169f5 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff806922e6b (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff80690fcd0 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff80692c120 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff80692c4ca (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff80692bec6 (__TEXT,__text) non-external (was a private external) _scheme_get_current_bt_pointer
00007ff806921f9a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff80692bd84 (__TEXT,__text) non-external (was a private external) _scheme_get_location_col
00007ff80692bd7a (__TEXT,__text) non-external (was a private external) _scheme_get_location_line
00007ff80692bd62 (__TEXT,__text) non-external (was a private external) _scheme_get_location_name
00007ff8069226f3 (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff80690f6ac (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff80690f65e (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff80691701f (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff8069107a4 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff806917727 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff80692c5b5 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff80691077f (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff8069106c1 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff8069106d0 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff80692bf94 (__TEXT,__text) non-external (was a private external) _scheme_write_to_file
00007ff80691c153 (__TEXT,__text) non-external _shallow_copy_node
00007ff806926b6a (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff806928a60 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff806910505 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff80691879b (__TEXT,__text) non-external (was a private external) _string_length
00007ff806930dc7 (__TEXT,__text) non-external _string_table_description_for_id
00007ff806918749 (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff80693879e (__TEXT,__text) non-external _submatch_end
00007ff806916a46 (__TEXT,__text) non-external (was a private external) _symname
00007ff80692c639 (__TEXT,__text) non-external _syntaxnum
00007ff80693939e (__TEXT,__text) non-external _synthesize_bitmasks
00007ff8069391f6 (__TEXT,__text) non-external _synthesize_bitmasks_for_instruction
00007ff80693930e (__TEXT,__text) non-external _synthesize_bitmasks_for_policy
00007ff80693981c (__TEXT,__text) non-external _synthesize_bitmasks_multiple
00007ff806923cfc (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff8069337ce (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff8406bd7e0 (__DATA_CONST,__const) non-external _tests
00007ff806911f56 (__TEXT,__text) non-external _token
00007ff806922aaa (__TEXT,__text) non-external _traverse_postorder
00007ff806933600 (__TEXT,__text) non-external _traverse_preorder
00007ff806931bd1 (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff8069476d0 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff8069360a7 (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff806934d7c (__TEXT,__text) non-external _version
00007ff806934562 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff806916ac5 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
