00000001e06726d8 (__TEXT,__text) non-external -[BridgedAccountPageViewControllerFactory createAccountPageViewControllerFor:]
00000001eda11960 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription29BundleSoftPaywallViewProvider
00000001ee4270e8 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription29DisplayOfferTransitionContext
00000001eda0e2d0 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription29DynamicViewControllerDelegate
00000001eda12df8 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription30AMSUIWebViewControllerDelegate
00000001eda0e2a8 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription30AllPurchaseTransactionObserver
00000001ee427d00 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription30HideMyEmailSignupAlternateView
00000001eda160e8 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription31HideMyEmailSignupViewController
00000001eda133b8 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__TtC16NewsSubscription31PurchasingSpinnerViewController
00000001ee427110 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription31RefreshReceiptTransitionContext
00000001eda160c0 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription31UnselectableLinkEnabledTextView
00000001eda155b0 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__TtC16NewsSubscription32DismissibleDynamicViewController
00000001ee427278 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription32SubscriptionOffersViewController
00000001eda0e278 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription34BundleSubscriptionDetectionManager
00000001eda14680 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription35FlexiblePaywallCollectionViewLayout
00000001ee428698 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription36HideMyEmailSignupBlueprintFooterView
00000001ee4272a0 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription36HideMyEmailSignupBlueprintHeaderView
00000001eda15e88 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription37FlexiblePaywallCollectionViewDelegate
00000001eda14e68 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription39FlexiblePaywallCollectionViewDataSource
00000001eda133e8 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription41SubscriptionActivationEligibilityProvider
00000001ee427d28 (__AUTH,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription45PostPurchaseOnboardingContainerViewController
00000001eda15a18 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscription50HideMyEmailSignupBlueprintViewHeaderFooterProvider
00000001eda12338 (__DATA_DIRTY,__data) external _OBJC_METACLASS_$__TtC16NewsSubscription6Images
00000001eda12ff0 (__DATA_DIRTY,__data) non-external (was a private external) _OBJC_METACLASS_$__TtC16NewsSubscriptionP33_2BC9D414A52E1C4290962E677FF5534227InAppMessageContextProvider
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _SKErrorDomain (from StoreKit)
                 (undefined) external _SXActionTypeLink (from Silex)
                 (undefined) external _TSAccessibilitySpeakAndDoNotBeInterrupted (from TeaUI)
                 (undefined) external _UIContentSizeCategoryLarge (from UIKit)
                 (undefined) external _UIEdgeInsetsZero (from UIKit)
                 (undefined) external _UIFontTextStyleFootnote (from UIKit)
                 (undefined) external _UIFontTextStyleHeadline (from UIKit)
                 (undefined) external _UIFontTextStyleLargeTitle (from UIKit)
                 (undefined) external _UIFontTextStyleSubheadline (from UIKit)
                 (undefined) external _UIFontTextStyleTitle3 (from UIKit)
                 (undefined) external _UIFontWeightBlack (from AppKit)
                 (undefined) external _UIFontWeightBold (from AppKit)
                 (undefined) external _UIFontWeightLight (from AppKit)
                 (undefined) external _UIFontWeightRegular (from AppKit)
                 (undefined) external _UIFontWeightSemibold (from AppKit)
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
00000001e07f65e8 (__TEXT,__objc_methlist) non-external __CLASS_METHODS__TtC16NewsSubscription23BundlePaywallPlayerView
00000001f5ab5050 (__AUTH_CONST,__objc_const) non-external __CLASS_PROPERTIES__TtC16NewsSubscription23BundlePaywallPlayerView
00000001ee426dc0 (__AUTH,__objc_data) non-external __DATA_NPAssembly
00000001f5ab0af0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription10BaseStyler
00000001f5abad50 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription12ColorPalette
00000001eda0c1e8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription12OfferManager
00000001f5ab7bb0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription13PaywallModule
00000001f5ab93a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription14PaywallFactory
00000001f5ab38a8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription14StylerAssembly
00000001f5ab64a0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription15FactoryAssembly
00000001f5abbe08 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription15ManagerAssembly
00000001f5ab0c80 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription15MetricsProvider
00000001f5ab68f8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription15PaywallAssembly
00000001ee426530 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription15PremiumSealView
00000001ee426340 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription15PurchaseManager
00000001eda0c198 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription15PurchaseStarter
00000001f5ab2728 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription15UtilityAssembly
00000001f5abc370 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription16DatabaseAssembly
00000001f5ab5520 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription16ReceiptRefresher
00000001f5ab9170 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription16RendererAssembly
00000001f5ab9028 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription17FinanceURLHandler
00000001ee426698 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription17PaywallInteractor
00000001eda0c148 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription17PurchasePresenter
00000001f5aba0e8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription18DiagnosticAssembly
00000001f5aba328 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription18HideMyEmailService
00000001f5abbbc8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription18LandingPageDecider
00000001f5ab72a0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription18OfferConfigMatcher
00000001f5ab8758 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription18PaywallDataManager
00000001ee4260a0 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription19AlacartePaywallView
00000001f5ab82d8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription19ConfigVersionParser
00000001f5ab7578 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription19EntitlementsManager
00000001f5ab9500 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription19PaywallEventHandler
00000001f5ab8660 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription19PaywallTypeProvider
00000001ee426458 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription19WebOptinFlowManager
00000001f5ab8ad0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription20PaywallModalAdModule
00000001f5ab7078 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription21AlacartePaywallStyler
00000001ee4267b8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription21BundleHardPaywallView
00000001ee4268d8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription21BundleSoftPaywallView
00000001f5abbca0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription21CampaignClickRecorder
00000001f5ab9ce0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription21OfferOverrideProvider
00000001f5ab6358 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription21PaywallImageProcessor
00000001ee4264e8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription21PaywallViewController
00000001ee426388 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription21PurchasingSpinnerView
00000001f5ab1838 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription22AppLaunchUpsellManager
00000001ee426608 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription22DiagnosticFileProvider
00000001ee425e98 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription22ErrorTransitionContext
00000001f5abbd78 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription22SIWACredentialUploader
00000001ee4261f8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription22SubscriptionOffersView
00000001eda0ddc0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription22WebAccessAuthenticator
00000001f5ab7870 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription22WebAccessOptInProvider
00000001f5abc580 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23AlacartePaywallRenderer
00000001f5ab55b0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23BundleHardPaywallStyler
00000001f5abab28 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23BundlePaywallBaseStyler
00000001ee426578 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription23BundlePaywallPlayerView
00000001ee426920 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription23BundlePurchasePrewarmer
00000001f5ab7330 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23BundleSoftPaywallStyler
00000001f5ab77b8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23DisposableOfferObserver
00000001f5aba828 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23HideMyEmailSignupModule
00000001f5aba920 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23HideMyEmailSignupRouter
00000001f5ab2bc8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23HideMyEmailSignupStyler
00000001f5ab5f28 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23InAppMessageCoordinator
00000001f5abbf28 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23MastheadPaywallProvider
00000001ee426770 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription23OfferIdentifierProvider
00000001f5ab8f50 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription23SubscriptionAccessMeter
00000001f5ab7948 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription24SubscriptionOffersModule
00000001f5abb768 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription24SubscriptionOffersStyler
00000001eda0c0f8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription24SubscriptionsStartupTask
00000001f5ab8d98 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25BundleHardPaywallRenderer
00000001eda0ccc8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription25BundlePaywallDataProvider
00000001f5ab42e0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25BundleSoftPaywallRenderer
00000001f5ab9d70 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25HideMyEmailSignupAssembly
00000001ee4262f8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription25PaidBundleViaOfferHandler
00000001f5ab5ce8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25PurchasingSpinnerAssembly
00000001f5ab1450 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25SubscriptionExpiryManager
00000001f5abacc0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription25SubscriptionStatusChecker
00000001eda0c0a8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription26AppLaunchOnboardingManager
00000001ee426c18 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription26BridgedFamilyStatusManager
00000001ee426e50 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription26PaidBundleViaOfferSettings
00000001f5ab7ca8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription26PaywallShownEntriesManager
00000001f5ab84e8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription26SIWAPurchaseConfigProvider
00000001f5ab59c0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription26SubscriptionOffersAssembly
00000001f5ab3818 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription26SubscriptionOffersRenderer
00000001f5ab5668 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription27AlacartePaywallDataProvider
00000001eda0d798 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription27AlacartePaywallViewProvider
00000001eda0db30 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription27FlexiblePaywallViewProvider
00000001ee426ca8 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription27HideMyEmailSignupChoiceView
00000001eda0d9c0 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription27MastheadPaywallEventHandler
00000001ee4265c0 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription27PaywallFormatContentService
00000001f5ab0598 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription27PurchasingSpinnerViewStyler
00000001ee426890 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription28DynamicViewControllerFactory
00000001f5abaf98 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription28HideMyEmailSignupDataManager
00000001f5ab8850 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription28OsloAbandonmentUpsellManager
00000001f5ab8a18 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription28PaidBundleViaOfferStateStore
00000001eda0dcd8 (__DATA_DIRTY,__objc_data) non-external __DATA__TtC16NewsSubscription28PaywallImageProcessorRequest
00000001ee426968 (__AUTH,__objc_data) non-external __DATA__TtC16NewsSubscription28PaywallModalAdViewController
00000001f5ab4978 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription28SIWACredentialUploadDatabase
00000001f5ab6b10 (__AUTH_CONST,__objc_const) non-external __DATA__TtC16NewsSubscription28SubscriptionOffersInteractor
