00007ffa0703d38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06e04700 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa06e015f0 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa06e049ae (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa06e031ff (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa06e026f8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa06e02cc7 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa06e01488 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa06e027cc (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa06e02938 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa06e02900 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa06e02ee2 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa06e04dd0 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa06e041d9 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa06e02807 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa06e028c5 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa06e045f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa06e03e08 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa06e04d95 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa06e06154 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa06e060f5 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa06db2236 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa06db222b (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa06e0f426 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa06e0f3c7 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa06e16f2f (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa06e16dd5 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa06e16f95 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa06e16cf2 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa06e20558 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa06e16f75 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa06e16f24 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa06e16b86 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa06e16ba7 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa06e204f2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa06e16f55 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa06e205c9 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa06e20615 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa06e20644 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa06e20678 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa06e206ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa06e205be (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa06e2c0d6 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa06e2c0fc (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa06e2c486 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa06e31759 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa06e317f9 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa06e31788 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa06e3534c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa06e36803 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa06e36c37 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa06e36e57 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa06e3654e (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa06e364ca (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa06e364f6 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa06e36522 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa06e36fcf (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa06e36fc4 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa06e391c2 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa06e39151 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa06e3a68e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa06e3b4f8 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa06e3b4ed (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa06e3bfa4 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa06e3bf33 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa06e3c871 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa06db3714 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa06db3709 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa06e3dbf3 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa06e3dc4b (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa06e3dc19 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa06e3dc32 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa06e3dc64 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa06e443b3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa06e443e2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa06e44416 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa06e4444a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa06e4afeb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa06e4b065 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa06e587f3 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa06e5d2e1 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa06e5d2cf (__TEXT,__text) non-external +[MPSlide slide]
00007ffa06e5d2c4 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa06e64b1c (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa06e64aed (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa06e64adb (__TEXT,__text) non-external +[MPSong song]
00007ffa06e64ad0 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa06e6603f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa06e65fce (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa06db32f8 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa06db32ed (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa06e67193 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa06d9e028 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa06e69005 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa06e6b0d1 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa06e6b0dc (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa06e6d5d2 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa06e6d5a3 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa06db3acb (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa06db3ad6 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa06e6f036 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa06e6efc5 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa06e6fe6c (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa06e754ba (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa06e783b6 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa06e74e28 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa06e74ee7 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa06e744a6 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa06e7371d (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e72eb2 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa06e73ab2 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e74c58 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa06e74d40 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa06e785c2 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa06e76674 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa06e76b0e (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa06e76a8b (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa06e77d44 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa06e77bca (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa06e77e08 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa06e77dab (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa06e73fcc (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa06e73eda (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa06e742cd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa06e77a50 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa06e77276 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa06e771a7 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa06e75d43 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa06e7795a (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa06e769b8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa06e77523 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa06e72bec (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa06e72cfc (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa06e79093 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa06e79192 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa06e793a7 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa06e79445 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa06e79b3f (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa06e79056 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa06e78fd7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa06e7989a (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa06e79d77 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa06e79f7d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa06e794d5 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa06e7963f (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa06e78a94 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa06e79431 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa06e7a02d (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa06e79877 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa06e794cf (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa06e7935f (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa06e7901d (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa06e78f7e (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa06dba451 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa06db9cd4 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa06db9ee3 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa06db9d3c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa06db9e2e (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa06db9cdf (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa06db9df9 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa06dba560 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa06e7db54 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa06e7dbbf (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa06e7dbb2 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa07048d27 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa06e8624b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa06e86263 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e8650d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa06e86b62 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa06e86525 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e867d1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa06e89496 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06e8949e (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa06e8948e (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa06e88f03 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa06e8a13d (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06e8a145 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa06fdc9ab (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fdc9a0 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa06fe085c (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06fe0867 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa07014b1d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa070142fb (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa070142f0 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa07013068 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa070143e3 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa070147d9 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa06fd6f15 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fd6f0a (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa06fd6ad7 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa0702aa7f (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa07029632 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0702963d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa07029648 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0700ef7a (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
