00007ffa0704d38c (__TEXT,__text) non-external +[Cube initialize]
00007ffa06e13460 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldComputeTransitionsFromOptions:]
00007ffa06e14700 (__TEXT,__text) non-external +[MPAuthoringUtilities shouldDuckMoviesFromOptions:]
00007ffa06e115f0 (__TEXT,__text) non-external +[MPAuthoringUtilities styleFromOptions:]
00007ffa06e149ae (__TEXT,__text) non-external +[MPAuthoringUtilities subtitlesFromOptions:]
00007ffa06e131ff (__TEXT,__text) non-external +[MPAuthoringUtilities titleEffectFromOptions:]
00007ffa06e126f8 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionDurationFromOptions:]
00007ffa06e12cc7 (__TEXT,__text) non-external +[MPAuthoringUtilities transitionListFromOptions:]
00007ffa06e11488 (__TEXT,__text) non-external +[MPAuthoringUtilities urlsFromPaths:]
00007ffa06e127cc (__TEXT,__text) non-external +[MPAuthoringUtilities useBestAspectRatioFromOptions:]
00007ffa06e12938 (__TEXT,__text) non-external +[MPAuthoringUtilities useDefaultAudioFromOptions:]
00007ffa06e12900 (__TEXT,__text) non-external +[MPAuthoringUtilities useImageOnlyTitleEffectFromOptions:]
00007ffa06e12ee2 (__TEXT,__text) non-external +[MPAuthoringUtilities useIntroTransition:]
00007ffa06e14dd0 (__TEXT,__text) non-external +[MPAuthoringUtilities useLargestEffectsFromOptions:]
00007ffa06e141d9 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIAspectRatioFromOptions:]
00007ffa06e12807 (__TEXT,__text) non-external +[MPAuthoringUtilities useROIFromOptions:]
00007ffa06e128c5 (__TEXT,__text) non-external +[MPAuthoringUtilities useTitleEffectFromOptions:]
00007ffa06e145f1 (__TEXT,__text) non-external +[MPAuthoringUtilities useTransitionLayoutTagsWithOptions:]
00007ffa06e13e08 (__TEXT,__text) non-external +[MPAuthoringUtilities useUniformDurations:]
00007ffa06e14d95 (__TEXT,__text) non-external +[MPAuthoringUtilities videoPathsRangeFromOptions:]
00007ffa06e16154 (__TEXT,__text) non-external +[MPClusterController releaseSharedController]
00007ffa06e160f5 (__TEXT,__text) non-external +[MPClusterController sharedController]
00007ffa06dc2236 (__TEXT,__text) non-external +[MPConditionalAction conditionalAction]
00007ffa06dc222b (__TEXT,__text) non-external +[MPConditionalAction supportsSecureCoding]
00007ffa06e1f426 (__TEXT,__text) non-external +[MPCropController releaseSharedController]
00007ffa06e1f3c7 (__TEXT,__text) non-external +[MPCropController sharedController]
00007ffa06e26f2f (__TEXT,__text) non-external +[MPDocument automaticallyNotifiesObserversForKey:]
00007ffa06e26dd5 (__TEXT,__text) non-external +[MPDocument initialize]
00007ffa06e26f95 (__TEXT,__text) non-external +[MPDocument isNativeType:]
00007ffa06e26cf2 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:]
00007ffa06e30558 (__TEXT,__text) non-external +[MPDocument keyedUnarchiverWithData:assetKeyDelegate:mediaProperties:error:].cold.1
00007ffa06e26f75 (__TEXT,__text) non-external +[MPDocument readableTypes]
00007ffa06e26f24 (__TEXT,__text) non-external +[MPDocument supportsSecureCoding]
00007ffa06e26b86 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:error:]
00007ffa06e26ba7 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:]
00007ffa06e304f2 (__TEXT,__text) non-external +[MPDocument unarchiveDocumentFromData:withAssetKeyDelegate:andMediaProperties:error:].cold.1
00007ffa06e26f55 (__TEXT,__text) non-external +[MPDocument writableTypes]
00007ffa06e305c9 (__TEXT,__text) non-external +[MPEffect automaticallyNotifiesObserversForKey:]
00007ffa06e30615 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:]
00007ffa06e30644 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andPaths:]
00007ffa06e30678 (__TEXT,__text) non-external +[MPEffect effectWithEffectID:andStrings:]
00007ffa06e306ac (__TEXT,__text) non-external +[MPEffect effectWithEffectID:strings:paths:]
00007ffa06e305be (__TEXT,__text) non-external +[MPEffect supportsSecureCoding]
00007ffa06e3c0d6 (__TEXT,__text) non-external +[MPEffectContainer automaticallyNotifiesObserversForKey:]
00007ffa06e3c0fc (__TEXT,__text) non-external +[MPEffectContainer effectContainer]
00007ffa06e3c486 (__TEXT,__text) non-external +[MPEffectContainer supportsSecureCoding]
00007ffa06e41759 (__TEXT,__text) non-external +[MPEffectManager initialize]
00007ffa06e417f9 (__TEXT,__text) non-external +[MPEffectManager releaseSharedManager]
00007ffa06e41788 (__TEXT,__text) non-external +[MPEffectManager sharedManager]
00007ffa06e4534c (__TEXT,__text) non-external +[MPEffectManager(Private) loadEffectManagerWithPaths:]
00007ffa06e46803 (__TEXT,__text) non-external +[MPFileValidationManager checkFileExtension:isAudio:isImage:isVideo:]
00007ffa06e46c37 (__TEXT,__text) non-external +[MPFileValidationManager checkSpotlightFileType:isAudio:isImage:isVideo:]
00007ffa06e46e57 (__TEXT,__text) non-external +[MPFileValidationManager resolveAliasPath:]
00007ffa06e4654e (__TEXT,__text) non-external +[MPFileValidationManager validateFiles:allowAudio:allowImages:allowMovies:extensionsOnly:]
00007ffa06e464ca (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForAudio:extensionsOnly:]
00007ffa06e464f6 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForImages:extensionsOnly:]
00007ffa06e46522 (__TEXT,__text) non-external +[MPFileValidationManager validateFilesForMovies:extensionsOnly:]
00007ffa06e46fcf (__TEXT,__text) non-external +[MPFilter filterWithFilterID:]
00007ffa06e46fc4 (__TEXT,__text) non-external +[MPFilter supportsSecureCoding]
00007ffa06e491c2 (__TEXT,__text) non-external +[MPFilterManager releaseSharedManager]
00007ffa06e49151 (__TEXT,__text) non-external +[MPFilterManager sharedManager]
00007ffa06e4a68e (__TEXT,__text) non-external +[MPFilterManager(Private) loadFilterManagerWithPaths:]
00007ffa06e4b4f8 (__TEXT,__text) non-external +[MPFrame frameWithFrameID:]
00007ffa06e4b4ed (__TEXT,__text) non-external +[MPFrame supportsSecureCoding]
00007ffa06e4bfa4 (__TEXT,__text) non-external +[MPFrameManager releaseSharedManager]
00007ffa06e4bf33 (__TEXT,__text) non-external +[MPFrameManager sharedManager]
00007ffa06e4c871 (__TEXT,__text) non-external +[MPFrameManager(Private) loadFrameManagerWithPaths:]
00007ffa06dc3714 (__TEXT,__text) non-external +[MPGenericAction genericAction]
00007ffa06dc3709 (__TEXT,__text) non-external +[MPGenericAction supportsSecureCoding]
00007ffa06e4dbf3 (__TEXT,__text) non-external +[MPLayer automaticallyNotifiesObserversForKey:]
00007ffa06e4dc4b (__TEXT,__text) non-external +[MPLayer effectLayer]
00007ffa06e4dc19 (__TEXT,__text) non-external +[MPLayer layer]
00007ffa06e4dc32 (__TEXT,__text) non-external +[MPLayer sequentialLayer]
00007ffa06e4dc64 (__TEXT,__text) non-external +[MPLayer supportsSecureCoding]
00007ffa06e543b3 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:]
00007ffa06e543e2 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andPaths:]
00007ffa06e54416 (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:andStrings:]
00007ffa06e5444a (__TEXT,__text) non-external +[MPLayerEffect layerEffectWithEffectID:strings:paths:]
00007ffa06e5afeb (__TEXT,__text) non-external +[MPLayerGroup automaticallyNotifiesObserversForKey:]
00007ffa06e5b065 (__TEXT,__text) non-external +[MPLayerGroup supportsSecureCoding]
00007ffa06e687f3 (__TEXT,__text) non-external +[MPNavigator supportsSecureCoding]
00007ffa06e6d2e1 (__TEXT,__text) non-external +[MPSlide slideWithPath:]
00007ffa06e6d2cf (__TEXT,__text) non-external +[MPSlide slide]
00007ffa06e6d2c4 (__TEXT,__text) non-external +[MPSlide supportsSecureCoding]
00007ffa06e74b1c (__TEXT,__text) non-external +[MPSong songWithPath:]
00007ffa06e74aed (__TEXT,__text) non-external +[MPSong songWithURL:]
00007ffa06e74adb (__TEXT,__text) non-external +[MPSong song]
00007ffa06e74ad0 (__TEXT,__text) non-external +[MPSong supportsSecureCoding]
00007ffa06e7603f (__TEXT,__text) non-external +[MPSongManager releaseSharedManager]
00007ffa06e75fce (__TEXT,__text) non-external +[MPSongManager sharedManager]
00007ffa06dc32f8 (__TEXT,__text) non-external +[MPStateOperation stateOperation]
00007ffa06dc32ed (__TEXT,__text) non-external +[MPStateOperation supportsSecureCoding]
00007ffa06e77193 (__TEXT,__text) non-external +[MPStyleManager releaseSharedManager]
00007ffa06dae028 (__TEXT,__text) non-external +[MPStyleManager sharedManager]
00007ffa06e79005 (__TEXT,__text) non-external +[MPStyleManager(Private) loadStyleManagerWithPaths:]
00007ffa06e7b0d1 (__TEXT,__text) non-external +[MPText supportsSecureCoding]
00007ffa06e7b0dc (__TEXT,__text) non-external +[MPText textWithAttributedString:]
00007ffa06e7d5d2 (__TEXT,__text) non-external +[MPTransition supportsSecureCoding]
00007ffa06e7d5a3 (__TEXT,__text) non-external +[MPTransition transitionWithTransitionID:]
00007ffa06dc3acb (__TEXT,__text) non-external +[MPTransitionAction supportsSecureCoding]
00007ffa06dc3ad6 (__TEXT,__text) non-external +[MPTransitionAction transitionAction]
00007ffa06e7f036 (__TEXT,__text) non-external +[MPTransitionManager releaseSharedManager]
00007ffa06e7efc5 (__TEXT,__text) non-external +[MPTransitionManager sharedManager]
00007ffa06e7fe6c (__TEXT,__text) non-external +[MPTransitionManager(Private) loadTransitionManagerWithPaths:]
00007ffa06e854ba (__TEXT,__text) non-external +[MPUtilities animationsPathsFromFilterID:andPresetID:]
00007ffa06e883b6 (__TEXT,__text) non-external +[MPUtilities aspectRatioOfLayerable:relativeToAspectRatio:]
00007ffa06e84e28 (__TEXT,__text) non-external +[MPUtilities attributesFormMPFilter:atTime:]
00007ffa06e84ee7 (__TEXT,__text) non-external +[MPUtilities attributesFromAnimationPathsInFilter:atTime:]
00007ffa06e844a6 (__TEXT,__text) non-external +[MPUtilities attributesFromCIFilter:fromSourceSize:]
00007ffa06e8371d (__TEXT,__text) non-external +[MPUtilities computePointValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e82eb2 (__TEXT,__text) non-external +[MPUtilities computeScalarValueForAnimationPath:atTime:defaultsTo:context:]
00007ffa06e83ab2 (__TEXT,__text) non-external +[MPUtilities computeVectorValueForAnimationPath:atTime:defaultsTo:]
00007ffa06e84c58 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPFilter:]
00007ffa06e84d40 (__TEXT,__text) non-external +[MPUtilities defaultAttributesForMPTransition:]
00007ffa06e885c2 (__TEXT,__text) non-external +[MPUtilities displayTimeForText:]
00007ffa06e86674 (__TEXT,__text) non-external +[MPUtilities effectContainersForTime:inDocument:]
00007ffa06e86b0e (__TEXT,__text) non-external +[MPUtilities effectForMCContainerEffect:inDocument:]
00007ffa06e86a8b (__TEXT,__text) non-external +[MPUtilities effectForMCContainerWithObjectID:inDocument:]
00007ffa06e87d44 (__TEXT,__text) non-external +[MPUtilities idOfCombinedID:]
00007ffa06e87bca (__TEXT,__text) non-external +[MPUtilities layerForContainer:inDocument:]
00007ffa06e87e08 (__TEXT,__text) non-external +[MPUtilities placesPinLabelForSlideAssetPath:inDocument:]
00007ffa06e87dab (__TEXT,__text) non-external +[MPUtilities presetIDOfCombinedID:]
00007ffa06e83fcc (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetPointValue:withKey:forFilterID:andPresetID:]
00007ffa06e83eda (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetScalarValue:withKey:forFilterID:andPresetID:]
00007ffa06e842cd (__TEXT,__text) non-external +[MPUtilities scaledFilterPresetVectorValue:withKey:forFilterID:andPresetID:]
00007ffa06e87a50 (__TEXT,__text) non-external +[MPUtilities slideForElementID:withMCContainerEffect:inDocument:]
00007ffa06e87276 (__TEXT,__text) non-external +[MPUtilities slideForPath:inDocument:]
00007ffa06e871a7 (__TEXT,__text) non-external +[MPUtilities slideForSlide:inDocument:]
00007ffa06e85d43 (__TEXT,__text) non-external +[MPUtilities syncAnimationPaths:]
00007ffa06e8795a (__TEXT,__text) non-external +[MPUtilities textForElementID:withMCContainerEffect:inDocument:]
00007ffa06e869b8 (__TEXT,__text) non-external +[MPUtilities textForIndex:inMCContainerWithObjectID:inDocument:]
00007ffa06e87523 (__TEXT,__text) non-external +[MPUtilities textsDisplayedAtTime:inDocument:]
00007ffa06e82bec (__TEXT,__text) non-external +[MPUtilities timeOffSetFromString:]
00007ffa06e82cfc (__TEXT,__text) non-external +[MPUtilities transformTime:forAnimationPath:]
00007ffa06e89093 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromColor:]
00007ffa06e89192 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorFromString:]
00007ffa06e893a7 (__TEXT,__text) non-external +[MPUtilities(Internal) CGColorWithRed:green:blue:alpha:]
00007ffa06e89445 (__TEXT,__text) non-external +[MPUtilities(Internal) blackCGColor]
00007ffa06e89b3f (__TEXT,__text) non-external +[MPUtilities(Internal) collectAllActionableLayers:inDictionary:]
00007ffa06e89056 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromCGColor:]
00007ffa06e88fd7 (__TEXT,__text) non-external +[MPUtilities(Internal) colorFromString:]
00007ffa06e8989a (__TEXT,__text) non-external +[MPUtilities(Internal) createMCAction:forPlug:withKey:]
00007ffa06e89d77 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInContainer:forLayer:key:inDocument:]
00007ffa06e89f7d (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugInSlide:forLayer:inDocument:]
00007ffa06e894d5 (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToContainer:inDocument:]
00007ffa06e8963f (__TEXT,__text) non-external +[MPUtilities(Internal) createPlugPathToObject:inDocument:]
00007ffa06e88a94 (__TEXT,__text) non-external +[MPUtilities(Internal) executeScript:withHeader:andAttributes:]
00007ffa06e89431 (__TEXT,__text) non-external +[MPUtilities(Internal) newColorSpaceForDevice]
00007ffa06e8a02d (__TEXT,__text) non-external +[MPUtilities(Internal) parentsOfObject:]
00007ffa06e89877 (__TEXT,__text) non-external +[MPUtilities(Internal) pathIsRelative:]
00007ffa06e894cf (__TEXT,__text) non-external +[MPUtilities(Internal) registerUndoForDocument:toReceiver:withSelector:object:]
00007ffa06e8935f (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromCGColor:]
00007ffa06e8901d (__TEXT,__text) non-external +[MPUtilities(Internal) stringFromColor:]
00007ffa06e88f7e (__TEXT,__text) non-external +[MPUtilities(Internal) stringWithNewUUID]
00007ffa06dca451 (__TEXT,__text) non-external +[MPVector scriptingVectorWithDescriptor:]
00007ffa06dc9cd4 (__TEXT,__text) non-external +[MPVector supportsSecureCoding]
00007ffa06dc9ee3 (__TEXT,__text) non-external +[MPVector vectorFromCGColor:]
00007ffa06dc9d3c (__TEXT,__text) non-external +[MPVector vectorFromCIVector:]
00007ffa06dc9e2e (__TEXT,__text) non-external +[MPVector vectorFromColor:]
00007ffa06dc9cdf (__TEXT,__text) non-external +[MPVector vectorFromString:]
00007ffa06dc9df9 (__TEXT,__text) non-external +[MPVector vectorWithValues:]
00007ffa06dca560 (__TEXT,__text) non-external +[MPVector(Private) vectorFromMCVector:]
00007ffa06e8db54 (__TEXT,__text) non-external +[MRAnimationManager initialize]
00007ffa06e8dbbf (__TEXT,__text) non-external +[MRAnimationManager loadAnimationManagerWithPaths:]
00007ffa06e8dbb2 (__TEXT,__text) non-external +[MRAnimationManager sharedManager]
00007ffa07058d27 (__TEXT,__text) non-external +[MRCAMLUtilities valueAtIndex:forAnimationPath:atTime:]
00007ffa06e9624b (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:]
00007ffa06e96263 (__TEXT,__text) non-external +[MRCroppingSprite renderDumbImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e9650d (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:]
00007ffa06e96b62 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:withReferenceAspectRatio:andJustifications:]
00007ffa06e96525 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:inContext:atPosition:andSize:zRotation:]
00007ffa06e967d1 (__TEXT,__text) non-external +[MRCroppingSprite renderImage:withMask:inContext:atPosition:andSize:zRotation:]
00007ffa06e99496 (__TEXT,__text) non-external +[MREffect customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06e9949e (__TEXT,__text) non-external +[MREffect defaultEffectAttributesWithEffectID:andSlideInformation:]
00007ffa06e9948e (__TEXT,__text) non-external +[MREffect hasCustomTiming]
00007ffa06e98f03 (__TEXT,__text) non-external +[MREffect retainedEffectWithEffectID:forEffectLayer:]
00007ffa06e9a13d (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06e9a145 (__TEXT,__text) non-external +[MREffect(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa06fec9ab (__TEXT,__text) non-external +[MREffectCoverCascade customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fec9a0 (__TEXT,__text) non-external +[MREffectCoverCascade hasCustomTiming]
00007ffa06ff085c (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) supportsDynamicExpansionForEffectID:]
00007ffa06ff0867 (__TEXT,__text) non-external +[MREffectCoverCascade(DynamicExpansionSupport) typicalSlideBatchSizeForEffectID:]
00007ffa07024b1d (__TEXT,__text) non-external +[MREffectDateline _timeIs24HourFormat]
00007ffa070242fb (__TEXT,__text) non-external +[MREffectDateline customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa070242f0 (__TEXT,__text) non-external +[MREffectDateline hasCustomTiming]
00007ffa07023068 (__TEXT,__text) non-external +[MREffectDateline initialize]
00007ffa070243e3 (__TEXT,__text) non-external +[MREffectDateline localizedDateStringForMainTitle:latest:]
00007ffa070247d9 (__TEXT,__text) non-external +[MREffectDateline localizedStringsDictByDate:useHours:]
00007ffa06fe6f15 (__TEXT,__text) non-external +[MREffectFlipup customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa06fe6f0a (__TEXT,__text) non-external +[MREffectFlipup hasCustomTiming]
00007ffa06fe6ad7 (__TEXT,__text) non-external +[MREffectFlipup initialize]
00007ffa0703aa7f (__TEXT,__text) non-external +[MREffectFloating customTimingWithEffectID:effectAttributes:slideInformation:textInformation:inAspectRatio:]
00007ffa07039632 (__TEXT,__text) non-external +[MREffectFloating hasCustomTiming]
00007ffa0703963d (__TEXT,__text) non-external +[MREffectFloating supportsDynamicExpansionForEffectID:]
00007ffa07039648 (__TEXT,__text) non-external +[MREffectFloating typicalSlideBatchSizeForEffectID:]
00007ffa0701ef7a (__TEXT,__text) non-external +[MREffectFramedSlide initialize]
